Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
1,Arron Afflalo,SG,22,DET,12,84,6.7,.389,.111,.000,0.0,7.6,3.8,11.5,2.7,0.0,5.3,11.1,,0.0,0.1,0.0,.028,,-3.2,1.7,-1.5,0.0,afflaar01
2,Malik Allen,PF,29,DAL,3,18,-6.5,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,,0.0,0.0,0.0,-0.108,,-9.2,-2.8,-12.1,0.0,allenma01
3,Ray Allen*,SG,32,BOS,26,987,14.9,.576,.447,.296,3.2,9.2,6.2,12.7,1.4,0.7,9.8,19.0,,2.0,1.1,3.1,.152,,2.2,0.8,3.0,1.3,allenra02
4,Tony Allen,SG,26,BOS,15,65,10.8,.549,.063,.313,2.0,3.8,2.9,8.2,1.7,0.0,5.2,14.2,,0.1,0.1,0.1,.100,,-2.2,1.0,-1.2,0.0,allento01
5,Rafer Alston,PG,31,HOU,4,126,18.0,.568,.521,.104,1.7,3.6,2.7,28.4,1.8,0.0,10.7,21.2,,0.3,0.1,0.4,.142,,4.3,1.9,6.2,0.3,alstora01
6,Lou Amundson,PF,25,PHI,2,10,33.9,.512,.000,.500,60.3,26.1,43.8,0.0,0.0,0.0,0.0,22.8,,0.1,0.0,0.1,.319,,9.8,-6.3,3.5,0.0,amundlo01
7,Carmelo Anthony,SF,23,DEN,4,146,14.9,.447,.091,.330,13.1,14.4,13.7,9.7,0.7,0.5,10.6,32.0,,0.0,-0.1,-0.1,-0.018,,0.8,-3.4,-2.6,0.0,anthoca01
8,Gilbert Arenas,PG,26,WAS,4,94,11.2,.521,.333,.333,0.0,8.8,4.4,22.6,1.2,0.0,16.2,25.1,,0.0,0.0,0.0,.012,,-0.5,-2.1,-2.6,0.0,arenagi01
9,Trevor Ariza,SF,22,LAL,8,45,15.5,.618,.333,.333,8.1,19.8,14.2,3.7,1.2,1.7,6.8,15.1,,0.1,0.1,0.1,.156,,2.0,1.7,3.8,0.1,arizatr01
10,Hilton Armstrong,C,23,NOH,8,72,14.5,.603,.000,.769,14.2,16.9,15.5,0.0,0.0,7.5,18.7,14.4,,0.1,0.1,0.2,.120,,-2.3,0.4,-1.9,0.0,armsthi01
11,Carlos Arroyo,PG,28,ORL,4,30,4.5,.615,.250,.500,0.0,7.7,3.9,19.9,0.0,0.0,38.1,12.5,,0.0,0.0,0.0,-0.011,,-5.0,-1.6,-6.6,0.0,arroyca01
12,Chucky Atkins,SG,33,DEN,1,3,-7.8,.000,1.000,.000,0.0,36.8,17.5,0.0,0.0,0.0,0.0,13.8,,0.0,0.0,0.0,-0.298,,-13.5,-2.2,-15.7,0.0,atkinch01
13,James Augustine,PF,23,ORL,1,2,54.8,1.000,.000,.000,0.0,57.7,29.3,0.0,0.0,0.0,0.0,23.9,,0.0,0.0,0.0,.466,,21.4,8.4,29.8,0.0,augusja01
14,Leandro Barbosa,SG,25,PHO,5,143,9.5,.434,.327,.200,1.6,14.9,8.2,10.0,1.1,0.0,6.3,20.6,,-0.1,0.1,0.0,.012,,-1.6,-0.9,-2.5,0.0,barbole01
15,J.J. Barea,PG,23,DAL,1,5,71.7,1.000,.500,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,37.1,,0.1,0.0,0.1,.561,,41.3,11.5,52.8,0.1,bareajo01
16,Andrea Bargnani,PF,22,TOR,5,104,5.2,.401,.410,.051,1.1,6.6,3.8,3.0,2.0,2.8,4.8,18.6,,-0.2,0.0,-0.2,-0.079,,-5.3,-1.1,-6.4,-0.1,bargnan01
17,Brent Barry,SF,36,SAS,16,227,14.2,.696,.774,.283,1.0,8.1,4.6,12.1,1.4,0.6,13.1,14.5,,0.5,0.3,0.8,.161,,1.8,2.1,4.0,0.3,barrybr01
18,Brandon Bass,C,22,DAL,5,133,22.1,.617,.028,.694,15.9,12.4,14.2,2.8,1.2,1.6,6.0,17.4,,0.6,0.0,0.5,.198,,4.3,-0.5,3.8,0.2,bassbr01
19,Maceo Baston,PF,32,TOR,1,1,55.6,,,,0.0,0.0,0.0,0.0,53.1,0.0,,0.0,,0.0,0.0,0.0,.634,,21.8,67.0,88.8,0.0,bastoma01
20,Shane Battier,SF,29,HOU,6,246,9.4,.602,.556,.244,3.1,7.5,5.2,2.1,1.4,1.6,13.8,11.2,,0.2,0.2,0.4,.079,,-1.3,1.6,0.3,0.1,battish01
