Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
75,Mark Jackson,PG,38,HOU,5,38,3.2,.167,.500,.000,0.0,8.6,4.6,21.1,2.9,0.0,25.0,10.2,,-0.1,0.0,-0.1,-0.089,,-5.7,0.8,-4.9,0.0,jacksma01
76,Mike James,PG,28,DET,22,195,10.2,.475,.264,.302,4.1,11.1,7.6,23.0,1.4,0.0,20.0,18.2,,0.0,0.3,0.3,.076,,-2.3,0.4,-1.9,0.0,jamesmi01
77,Antawn Jamison,SF,27,DAL,5,109,22.1,.511,.140,.263,11.9,9.9,11.0,3.3,2.3,1.3,7.3,25.1,,0.4,0.1,0.4,.177,,2.6,-0.5,2.1,0.1,jamisan01
78,Richard Jefferson,SF,23,NJN,11,460,16.5,.530,.209,.684,3.7,13.2,8.7,19.0,1.6,1.3,17.3,25.5,,0.6,0.7,1.3,.132,,1.8,0.8,2.6,0.5,jefferi01
79,Anthony Johnson,PG,29,IND,16,332,10.9,.464,.290,.319,2.4,9.3,5.8,18.2,2.2,1.0,12.3,13.0,,0.3,0.5,0.8,.109,,-1.9,2.5,0.5,0.2,johnsan02
80,DerMarr Johnson,SF,23,NYK,3,17,-5.4,.000,.600,.000,0.0,15.9,6.9,18.4,0.0,5.0,0.0,13.1,,-0.1,0.0,-0.1,-0.259,,-8.5,-2.4,-10.9,0.0,johnsde03
81,Ervin Johnson,C,36,MIN,18,356,10.3,.533,.000,.421,9.2,17.5,13.6,5.6,1.7,2.1,11.8,6.8,,0.5,0.3,0.9,.116,,-2.1,2.6,0.5,0.2,johnser02
82,Damon Jones,PG,27,MIL,5,144,22.0,.682,.618,.176,1.5,14.6,7.9,46.7,1.9,0.0,19.7,14.7,,0.6,-0.1,0.5,.167,,5.7,1.0,6.7,0.3,jonesda01
83,Eddie Jones,SG,32,MIA,13,478,13.8,.491,.438,.327,0.7,10.6,5.6,11.7,2.1,2.0,9.8,19.4,,0.5,0.6,1.1,.110,,0.6,1.3,1.8,0.5,jonesed02
84,Fred Jones,SG,24,IND,14,263,12.1,.610,.431,.137,1.3,13.0,7.1,11.2,1.5,2.1,14.3,11.6,,0.4,0.4,0.8,.145,,-1.5,2.3,0.8,0.2,jonesfr01
85,Jumaine Jones,SG,24,BOS,2,28,4.7,.333,.333,.000,4.3,15.6,10.2,13.5,0.0,0.0,0.0,10.1,,0.0,0.0,0.0,-0.046,,-3.9,-1.9,-5.8,0.0,jonesju01
86,Jason Kidd*,PG,30,NJN,11,474,16.1,.456,.372,.411,4.2,13.3,9.0,39.1,2.8,1.0,22.0,19.4,,0.3,0.8,1.1,.112,,2.0,1.5,3.5,0.6,kiddja01
87,Kerry Kittles,SG,29,NJN,11,415,16.8,.530,.388,.254,3.0,9.9,6.6,11.6,2.9,1.8,6.9,18.2,,0.8,0.7,1.5,.171,,2.6,2.9,5.6,0.8,kittlke01
88,Brevin Knight,PG,28,MIL,5,101,14.3,.377,.000,.478,3.3,9.3,6.2,27.3,7.4,0.8,20.1,16.0,,-0.1,0.1,0.0,.016,,-1.7,5.4,3.7,0.1,knighbr01
89,Toni Kukoč*,PF,35,MIL,5,105,14.1,.560,.353,.235,4.2,11.1,7.6,7.4,1.5,1.4,13.8,19.2,,0.1,-0.1,0.1,.025,,1.6,-0.7,0.9,0.1,kukocto01
90,Voshon Lenard,SG,30,DEN,5,161,16.8,.524,.320,.187,2.6,7.1,4.6,12.9,1.3,0.0,10.0,24.7,,0.4,0.0,0.4,.106,,3.0,-0.4,2.6,0.2,lenarvo01
91,George Lynch,SF,33,NOH,7,147,17.1,.479,.211,.140,9.8,18.7,14.2,18.6,1.1,1.6,10.4,21.5,,0.2,0.2,0.4,.136,,1.0,1.8,2.8,0.2,lynchge01
92,Mark Madsen,C,28,MIN,17,222,10.6,.525,.000,.906,15.2,14.8,15.0,1.4,1.2,1.3,13.5,11.0,,0.4,0.1,0.5,.110,,-2.7,0.4,-2.3,0.0,madsema01
93,Jamaal Magloire,C,25,NOH,7,239,13.1,.485,.015,.418,7.4,23.0,15.1,4.2,0.7,2.4,12.2,17.7,,0.2,0.4,0.6,.116,,-1.7,0.0,-1.6,0.0,magloja01
94,Karl Malone*,PF,40,LAL,21,798,13.5,.484,.005,.335,5.4,21.6,13.5,16.1,1.7,0.2,15.8,18.1,,0.4,0.9,1.3,.079,,-0.4,0.5,0.1,0.4,malonka01
95,Stephon Marbury,PG,26,NYK,4,174,15.4,.452,.241,.301,3.0,9.3,5.7,32.3,2.1,0.0,13.0,27.8,,0.0,0.0,0.1,.014,,2.3,-1.6,0.7,0.1,marbust01
96,Darrick Martin,PG,32,MIN,16,182,9.2,.418,.392,.392,3.3,5.4,4.4,20.2,1.2,0.0,11.8,17.6,,0.1,0.0,0.1,.023,,-2.0,-0.4,-2.4,0.0,martida01
97,Kenyon Martin,PF,26,NJN,11,409,21.0,.583,.026,.421,7.5,26.0,17.3,6.9,1.7,2.6,15.1,24.5,,0.9,0.9,1.8,.210,,1.3,1.7,3.0,0.5,martike01
98,Desmond Mason,SF,26,MIL,5,198,8.7,.421,.027,.351,2.2,11.8,6.9,11.0,1.1,0.8,12.3,22.8,,-0.2,-0.1,-0.3,-0.070,,-1.8,-2.3,-4.0,-0.1,masonde01
99,Walter McCarty,PF,29,BOS,4,127,11.5,.609,.652,.000,2.8,15.5,9.4,12.3,0.8,1.1,14.8,10.0,,0.2,-0.1,0.1,.033,,1.0,0.0,1.0,0.1,mccarwa01
100,Stanislav Medvedenko,PF,24,LAL,21,237,13.9,.493,.000,.280,11.3,14.7,13.0,7.8,0.9,1.4,5.6,18.4,,0.5,0.2,0.7,.143,,-1.8,-0.2,-1.9,0.0,medvest01
101,Chris Mihm,C,24,BOS,4,65,11.7,.379,.000,.455,14.8,16.8,15.8,0.0,3.2,4.5,10.2,21.3,,-0.1,0.0,0.0,-0.024,,-4.2,-0.4,-4.7,0.0,mihmch01
102,Darko Miličić,C,18,DET,8,14,-14.8,.087,.000,1.000,8.2,16.3,12.3,11.1,4.0,0.0,34.2,29.6,,-0.2,0.0,-0.2,-0.528,,-19.7,-1.5,-21.3,-0.1,milicda01
103,Andre Miller,PG,27,DEN,5,174,18.1,.501,.028,.153,9.1,5.8,7.6,15.9,2.4,0.0,11.5,22.0,,0.4,0.0,0.4,.112,,1.8,0.1,1.9,0.2,millean02
104,Brad Miller,PF,27,SAC,12,366,18.0,.562,.077,.527,9.0,20.5,15.0,17.4,1.3,2.1,15.1,16.2,,0.9,0.4,1.2,.160,,1.3,1.8,3.1,0.5,millebr01
105,Mike Miller,SF,23,MEM,4,98,9.1,.425,.382,.088,0.0,16.1,7.7,5.9,2.8,0.0,12.4,20.3,,-0.1,-0.1,-0.2,-0.105,,-0.9,-1.9,-2.8,0.0,millemi01
106,Oliver Miller,C,33,MIN,8,31,-5.6,.307,.000,.500,0.0,17.7,9.3,4.8,0.0,7.2,38.1,12.0,,-0.1,0.0,-0.1,-0.126,,-16.0,2.7,-13.3,-0.1,milleol01
107,Reggie Miller*,SG,38,IND,16,455,16.1,.599,.571,.455,0.7,8.5,4.6,18.3,2.2,0.5,17.2,17.2,,1.0,0.6,1.6,.167,,2.2,1.9,4.1,0.7,millere01
108,Yao Ming*,C,23,HOU,5,185,14.9,.497,.000,.250,7.3,15.4,11.6,10.1,0.6,2.8,14.7,23.2,,0.1,0.2,0.3,.070,,-0.7,0.8,0.1,0.1,mingya01
109,Cuttino Mobley,SG,28,HOU,5,210,8.7,.453,.280,.133,2.9,9.9,6.6,13.0,0.8,1.1,18.5,22.5,,-0.2,0.1,-0.1,-0.032,,-2.3,-0.3,-2.6,0.0,moblecu01
110,Nazr Mohammed,C,26,NYK,4,97,16.8,.553,.000,.533,10.6,18.1,13.9,2.1,3.2,2.6,15.9,20.3,,0.1,0.1,0.2,.109,,-1.0,0.9,-0.1,0.0,mohamna01
111,Dikembe Mutombo*,C,37,NYK,3,38,9.7,.478,.000,.500,10.9,21.3,15.4,0.0,1.4,9.0,29.1,12.1,,0.0,0.0,0.0,.021,,-5.2,1.0,-4.3,0.0,mutomdi01
112,Boštjan Nachbar,SF,23,HOU,5,41,12.3,.625,.333,.556,3.0,13.3,8.5,8.8,1.3,0.0,15.2,15.6,,0.1,0.0,0.1,.161,,-2.6,3.3,0.8,0.0,nachbbo01
113,Eduardo Nájera,SF,27,DAL,5,57,14.9,.505,.000,.182,15.1,13.3,14.3,7.4,2.6,2.5,14.4,9.7,,0.1,0.0,0.2,.140,,-0.8,3.5,2.7,0.1,najered01
114,Steve Nash*,PG,29,DAL,5,197,15.5,.460,.229,.129,2.6,11.0,6.3,34.7,1.0,0.0,14.0,17.4,,0.4,0.0,0.4,.092,,1.1,-1.1,0.0,0.1,nashst01
115,Rasho Nesterović,C,27,SAS,10,261,9.8,.424,.015,.090,9.2,16.2,12.6,6.5,0.6,3.5,10.3,14.0,,0.1,0.3,0.4,.067,,-3.2,1.3,-1.8,0.0,nestera01
116,Dirk Nowitzki*,C,25,DAL,5,212,27.5,.561,.150,.420,5.3,23.5,13.4,5.7,1.6,4.4,4.8,23.4,,1.0,0.2,1.3,.287,,6.9,2.6,9.5,0.6,nowitdi01
117,Jermaine O'Neal,PF,25,IND,16,604,19.4,.479,.015,.404,5.4,22.1,13.7,7.0,0.7,4.7,8.3,27.9,,0.7,1.2,1.8,.147,,0.9,0.8,1.6,0.6,onealje01
118,Shaquille O'Neal*,C,31,LAL,22,917,24.8,.565,.000,.827,11.5,25.4,18.5,12.4,0.4,5.4,11.6,25.2,,2.6,1.3,3.9,.202,,4.5,1.0,5.5,1.7,onealsh01
119,Lamar Odom,PF,24,MIA,13,512,16.8,.512,.143,.396,7.2,17.0,12.1,15.1,1.6,1.7,16.4,23.9,,0.5,0.7,1.2,.116,,1.1,0.7,1.8,0.5,odomla01
120,Mehmet Okur,PF,24,DET,22,252,14.7,.529,.076,.394,7.3,20.4,13.9,6.1,1.1,3.0,16.2,17.4,,0.2,0.5,0.8,.143,,-0.7,1.6,0.9,0.2,okurme01
121,Michael Olowokandi,C,28,MIN,15,224,2.0,.383,.027,.216,8.6,17.6,13.3,1.4,0.5,3.6,29.6,12.1,,-0.4,0.2,-0.2,-0.047,,-8.6,0.3,-8.3,-0.4,olowomi01
122,Bo Outlaw,PF,32,MEM,4,61,-0.8,.114,.000,.571,2.0,6.5,4.1,15.4,1.8,2.8,25.5,9.5,,-0.2,-0.1,-0.3,-0.199,,-5.0,-0.1,-5.1,0.0,outlabo01
123,Scott Padgett,PF,27,HOU,4,14,16.9,.500,.600,.000,8.8,15.6,12.4,0.0,3.9,5.4,16.7,20.7,,0.0,0.0,0.0,.078,,2.9,4.6,7.5,0.0,padgesc01
124,Tony Parker*,PG,21,SAS,10,386,18.9,.502,.256,.208,1.5,5.2,3.2,35.5,1.9,0.2,14.5,26.1,,0.8,0.2,1.0,.130,,3.5,0.5,4.0,0.6,parketo01
125,Gary Payton*,PG,35,LAL,22,772,11.1,.431,.301,.151,2.9,8.0,5.4,25.3,1.7,0.4,12.4,14.3,,0.6,0.4,1.0,.061,,-0.3,0.1,-0.2,0.3,paytoga01
126,Anthony Peeler,SG,34,SAC,11,236,6.9,.381,.413,.095,3.3,12.0,7.8,9.8,3.0,0.6,17.6,15.1,,-0.3,0.2,-0.1,-0.028,,-3.6,1.1,-2.6,0.0,peelean01
