Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
24,Chauncey Billups,PG,34,NYK,1,35,3.4,.421,.545,.182,0.0,7.3,3.2,19.7,0.0,0.0,20.2,18.7,,-0.1,0.0,-0.1,-0.078,,-3.5,-4.3,-7.8,-0.1,billuch01
25,DeJuan Blair,PF,21,SAS,4,50,9.6,.366,.000,.238,20.4,9.5,15.1,7.3,0.0,1.4,7.9,23.7,,0.0,0.0,0.0,-0.021,,-2.4,-4.5,-6.9,-0.1,blairde01
26,Steve Blake,PG,30,LAL,9,145,8.0,.435,.783,.000,0.8,12.0,6.0,20.4,1.9,0.0,17.9,9.2,,0.0,0.1,0.1,.031,,-1.3,1.3,0.0,0.1,blakest01
27,Keith Bogans,SG,30,CHI,16,307,9.3,.579,.855,.058,1.5,6.3,3.9,6.4,1.8,0.8,9.0,11.7,,0.4,0.4,0.7,.117,,-0.7,1.6,0.9,0.2,boganke01
28,Matt Bonner,PF,30,SAS,6,123,11.8,.646,.720,.400,6.5,11.6,9.0,2.7,0.4,0.6,3.3,11.6,,0.3,0.1,0.4,.159,,1.0,-0.3,0.6,0.1,bonnema01
29,Carlos Boozer,C,29,CHI,16,507,15.2,.494,.006,.337,9.2,27.6,18.2,10.0,1.0,1.1,12.0,21.2,,0.4,0.9,1.3,.126,,-0.4,0.2,-0.3,0.2,boozeca01
30,Chris Bosh*,PF,26,MIA,21,834,18.4,.553,.014,.481,7.0,18.6,12.9,5.4,0.9,1.9,10.2,23.0,,1.6,1.0,2.6,.149,,1.5,-0.4,1.1,0.6,boshch01
31,Elton Brand,PF,31,PHI,5,185,17.4,.576,.000,.210,7.0,17.9,12.4,3.1,0.6,2.7,5.6,18.6,,0.4,0.1,0.5,.131,,0.4,0.3,0.6,0.1,brandel01
32,Corey Brewer,SG,24,DAL,6,23,12.9,.500,.333,.000,0.0,10.5,5.3,8.0,9.6,0.0,18.2,23.3,,0.0,0.1,0.0,.046,,-7.6,5.6,-2.0,0.0,breweco01
33,Ronnie Brewer,SG,25,CHI,16,260,13.7,.557,.140,.340,3.1,12.6,7.8,9.4,2.5,1.8,6.5,10.9,,0.4,0.4,0.9,.162,,-0.5,4.1,3.6,0.4,brewero02
34,Shannon Brown,SG,25,LAL,10,166,14.5,.536,.410,.230,3.5,11.3,7.2,7.6,2.0,1.1,11.8,21.8,,0.1,0.1,0.2,.063,,0.3,-0.2,0.1,0.1,brownsh01
35,Kobe Bryant*,SG,32,LAL,10,354,20.6,.536,.220,.328,2.7,9.8,6.0,19.1,2.5,0.8,12.7,32.7,,0.5,0.2,0.7,.099,,4.0,-0.5,3.4,0.5,bryanko01
36,Rasual Butler,SG,31,CHI,3,7,23.5,1.500,1.000,.000,0.0,17.4,8.5,0.0,0.0,0.0,0.0,6.6,,0.0,0.0,0.0,.241,,8.6,2.0,10.6,0.0,butlera01
37,Andrew Bynum,C,23,LAL,10,320,20.6,.596,.000,.343,13.2,25.1,18.8,4.6,0.9,3.9,14.2,20.9,,0.7,0.3,1.0,.154,,1.4,-0.6,0.8,0.2,bynuman01
38,Marcus Camby,C,36,POR,6,167,13.1,.459,.045,.091,13.8,28.9,21.6,7.6,1.4,4.8,17.9,8.5,,0.1,0.2,0.3,.089,,-0.5,1.9,1.4,0.1,cambyma01
39,Brian Cardinal,SF,33,DAL,9,37,7.3,1.025,1.000,.500,0.0,9.8,5.0,8.5,1.5,0.0,38.1,10.4,,0.0,0.0,0.1,.077,,-3.0,2.5,-0.5,0.0,cardibr01
40,Anthony Carter,PG,35,NYK,4,49,18.0,.598,.200,.133,4.1,15.7,9.2,24.3,2.1,1.5,20.1,17.8,,0.1,0.0,0.1,.107,,2.0,2.3,4.3,0.1,cartean01
41,Mario Chalmers,PG,24,MIA,21,511,12.5,.590,.677,.258,1.0,8.3,4.7,15.2,2.9,0.2,16.9,15.9,,0.6,0.6,1.2,.111,,-0.6,2.1,1.5,0.4,chalmma01
42,Tyson Chandler,C,28,DAL,21,680,15.2,.631,.000,.796,14.6,20.2,17.4,1.9,1.1,2.3,9.6,10.5,,1.9,0.8,2.7,.188,,0.6,0.0,0.6,0.5,chandty01
43,Wilson Chandler,SF,23,DEN,5,115,4.0,.364,.241,.310,1.9,19.3,10.7,2.9,1.3,2.9,10.8,14.7,,-0.2,0.1,-0.1,-0.057,,-5.4,0.2,-5.2,-0.1,chandwi01
44,Earl Clark,SF,23,ORL,1,6,44.4,.333,.000,.000,39.0,40.2,39.6,34.8,9.2,13.4,0.0,23.8,,0.0,0.0,0.0,.388,,11.7,11.8,23.5,0.0,clarkea01
45,Jason Collins,C,32,ATL,12,158,3.8,.599,.000,.571,4.6,8.4,6.5,1.0,1.8,1.6,22.2,7.0,,0.0,0.1,0.2,.048,,-6.2,1.5,-4.7,-0.1,collija04
46,Darren Collison,PG,23,IND,5,146,11.9,.462,.130,.239,2.9,7.4,5.0,24.5,1.8,1.1,15.0,18.5,,0.0,0.0,0.0,.014,,0.0,-0.8,-0.8,0.0,collida01
47,Nick Collison,C,30,OKC,17,413,16.2,.662,.000,.303,13.5,13.8,13.7,6.1,1.9,2.8,13.1,10.9,,1.1,0.4,1.5,.177,,1.0,2.1,3.1,0.5,collini01
48,Mike Conley,PG,23,MEM,13,507,13.7,.477,.202,.290,1.6,10.0,5.7,27.5,1.5,0.5,12.7,21.3,,0.3,0.3,0.6,.059,,-0.2,-0.3,-0.5,0.2,conlemi01
49,Daequan Cook,SG,23,OKC,17,195,8.2,.554,.821,.071,0.6,14.9,8.0,0.9,0.8,0.0,10.8,15.1,,0.1,0.1,0.2,.054,,-1.2,-1.2,-2.4,0.0,cookda02
50,Jamal Crawford,SG,30,ATL,12,358,16.1,.521,.387,.329,0.3,5.0,2.7,16.3,1.4,0.9,8.3,26.5,,0.4,0.2,0.6,.079,,2.4,-0.6,1.8,0.3,crawfja01
51,Glen Davis,C,25,BOS,9,191,5.2,.433,.022,.239,4.7,15.2,10.2,6.5,0.8,0.0,15.0,15.0,,-0.2,0.2,0.0,.003,,-5.1,0.2,-4.9,-0.1,davisgl01
52,Luol Deng,SF,25,CHI,16,687,15.4,.525,.296,.270,4.6,14.0,9.2,11.2,1.9,1.1,9.2,19.1,,1.1,1.1,2.1,.150,,1.0,1.4,2.4,0.8,denglu01
53,Toney Douglas,SG,24,NYK,4,112,10.5,.493,.439,.146,1.8,12.6,6.6,15.1,0.9,0.0,8.4,18.7,,0.1,0.0,0.2,.066,,-1.0,-1.1,-2.1,0.0,douglto01
54,Chris Duhon,PG,28,ORL,1,4,53.8,.868,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,,0.1,0.0,0.1,.755,,25.6,5.0,30.6,0.0,duhonch01
55,Tim Duncan*,C,34,SAS,6,212,15.5,.500,.000,.232,8.6,26.4,17.3,14.1,0.7,5.1,19.1,20.8,,-0.1,0.3,0.2,.053,,-0.4,1.5,1.1,0.2,duncati01
56,Mike Dunleavy,SG,30,IND,5,72,14.9,.494,.500,.600,0.0,10.0,4.7,19.0,3.0,0.0,3.8,16.5,,0.1,0.0,0.2,.116,,2.6,1.6,4.3,0.1,dunlemi02
57,Kevin Durant,SF,22,OKC,17,722,24.1,.582,.316,.484,3.0,18.8,11.1,13.3,1.2,2.0,9.1,29.0,,2.6,0.6,3.3,.217,,5.7,0.2,5.9,1.4,duranke01
58,Patrick Ewing,SF,26,NOH,2,2,75.9,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,0.0,0.0,0.0,.346,,43.6,6.3,49.9,0.0,ewingpa02
59,Raymond Felton,SG,26,DEN,5,152,11.2,.479,.320,.480,0.0,6.6,3.3,24.6,2.0,0.0,14.2,21.2,,-0.1,0.1,0.0,-0.001,,-1.1,-0.4,-1.5,0.0,feltora01
60,Rudy Fernández,SG,25,POR,6,81,6.8,.387,.556,.500,3.2,14.9,9.2,9.6,1.4,1.1,8.3,15.1,,-0.1,0.0,0.0,-0.022,,-3.2,-0.2,-3.4,0.0,fernaru01
61,Landry Fields,SG,22,NYK,4,71,0.3,.198,.267,.400,1.4,7.2,4.0,11.3,1.5,3.0,18.5,13.4,,-0.3,0.0,-0.2,-0.163,,-5.7,-1.8,-7.5,-0.1,fieldla01
62,Derek Fisher,PG,36,LAL,10,325,12.4,.538,.254,.313,0.4,10.7,5.2,17.5,2.4,0.5,9.5,12.3,,0.5,0.2,0.7,.101,,-0.9,2.4,1.5,0.3,fishede01
63,Gary Forbes,SF,25,DEN,1,2,-12.4,.000,.000,.000,0.0,55.6,27.8,0.0,0.0,0.0,0.0,22.8,,0.0,0.0,0.0,-0.497,,-14.8,-5.9,-20.7,0.0,forbega01
64,T.J. Ford,PG,27,IND,2,14,21.9,1.167,.333,.000,0.0,8.5,4.0,30.5,0.0,0.0,40.0,16.2,,0.0,0.0,0.0,.145,,6.2,-1.1,5.2,0.0,fordtj01
65,Jeff Foster,C,34,IND,5,93,10.2,.548,.000,.667,11.6,18.0,14.6,7.1,1.1,3.5,24.4,10.0,,0.0,0.1,0.1,.059,,-2.9,1.1,-1.8,0.0,fosteje01
66,Danilo Gallinari,SF,22,DEN,5,148,11.9,.563,.341,.477,0.8,12.0,6.4,12.3,1.4,0.0,11.6,18.6,,0.1,0.1,0.2,.065,,0.0,0.6,0.6,0.1,gallida01
67,Kevin Garnett*,PF,34,BOS,9,328,17.3,.479,.008,.228,8.3,27.3,18.3,12.4,2.8,2.3,12.0,23.2,,0.0,0.7,0.8,.113,,-0.1,2.5,2.4,0.4,garneke01
68,Marc Gasol,C,26,MEM,13,519,18.9,.563,.014,.518,8.9,23.8,16.2,9.4,1.4,4.5,13.1,17.5,,0.9,0.8,1.7,.153,,1.7,2.2,3.9,0.8,gasolma01
69,Pau Gasol*,C,30,LAL,10,358,17.3,.497,.018,.402,10.5,17.2,13.6,17.9,0.6,4.2,11.4,19.7,,0.6,0.2,0.9,.115,,1.6,0.3,1.9,0.4,gasolpa01
70,Paul George,SG,20,IND,5,133,10.0,.411,.394,.242,4.0,18.0,10.6,6.2,2.8,6.1,16.1,14.8,,-0.2,0.2,0.0,.012,,-1.8,2.8,1.1,0.1,georgpa01
71,Taj Gibson,PF,25,CHI,16,284,16.5,.575,.013,.197,10.7,17.1,13.9,5.7,1.0,6.0,14.5,15.7,,0.4,0.5,0.9,.153,,-1.1,2.7,1.5,0.3,gibsota01
72,Manu Ginóbili*,SG,33,SAS,5,174,22.3,.585,.400,.586,1.3,12.3,6.7,23.6,4.0,1.2,16.2,28.3,,0.3,0.3,0.6,.155,,4.2,2.9,7.1,0.4,ginobma01
73,Danny Granger,SF,27,IND,5,183,22.0,.556,.256,.178,3.5,14.4,8.7,19.5,1.7,0.4,6.7,25.7,,0.5,0.1,0.6,.170,,5.8,0.8,6.6,0.4,grangda01
74,Aaron Gray,C,26,NOH,6,87,9.6,.636,.000,.615,4.6,26.0,15.6,4.0,1.3,1.9,23.2,12.4,,0.0,0.1,0.1,.034,,-3.3,1.6,-1.7,0.0,grayaa01
75,Danny Green,SG,23,SAS,4,7,26.0,.417,.667,.000,0.0,17.0,8.3,70.8,7.6,10.3,14.3,46.9,,0.0,0.0,0.0,.027,,6.4,9.7,16.1,0.0,greenda02
76,Jeff Green,SF,24,BOS,9,173,9.9,.542,.302,.340,4.5,12.1,8.5,1.9,1.6,2.0,16.5,20.2,,0.0,0.2,0.2,.046,,-2.5,0.8,-1.7,0.0,greenje02
77,Willie Green,SG,29,NOH,6,84,6.1,.435,.250,.194,1.6,6.0,3.8,9.2,1.3,0.0,7.1,25.0,,-0.1,0.0,-0.2,-0.090,,-4.7,-2.0,-6.7,-0.1,greenwi01
78,Hamed Haddadi,C,25,MEM,9,31,11.7,.435,.100,.600,10.9,19.0,14.8,0.0,0.0,13.5,13.7,21.5,,0.0,0.1,0.0,.044,,-5.5,2.6,-2.9,0.0,haddaha01
79,Tyler Hansbrough,PF,25,IND,5,164,8.9,.412,.000,.300,8.5,10.2,9.3,5.4,2.0,0.0,11.7,21.2,,-0.2,0.1,-0.1,-0.027,,-3.0,-2.4,-5.4,-0.1,hansbty01
80,James Harden,SG,21,OKC,17,537,19.1,.634,.547,.576,2.2,16.9,9.8,19.2,2.1,1.9,13.8,17.1,,1.6,0.6,2.2,.193,,3.0,2.7,5.7,1.0,hardeja01
81,Al Harrington,PF,30,DEN,5,70,12.8,.589,.455,.182,1.6,9.5,5.6,13.3,2.2,0.0,14.4,18.1,,0.1,0.0,0.1,.064,,1.5,1.5,3.0,0.1,harrial01
82,Udonis Haslem,PF,30,MIA,12,290,7.1,.435,.000,.147,5.6,16.7,11.3,5.4,1.2,1.1,13.2,14.0,,-0.2,0.3,0.2,.030,,-3.8,-0.3,-4.1,-0.1,hasleud01
83,Spencer Hawes,C,22,PHI,5,98,8.1,.374,.030,.121,5.5,15.8,10.6,15.8,0.0,1.7,5.4,18.0,,-0.1,0.0,-0.1,-0.027,,-3.3,0.0,-3.3,0.0,hawessp01
84,Brendan Haywood,C,31,DAL,18,275,10.7,.561,.000,1.387,15.5,17.1,16.3,2.2,0.4,5.4,20.7,11.2,,0.3,0.3,0.6,.110,,-3.0,1.3,-1.6,0.0,haywobr01
85,Roy Hibbert,C,24,IND,5,132,12.4,.495,.000,.378,12.2,17.2,14.6,4.3,0.8,5.5,19.9,22.4,,-0.1,0.1,0.0,.006,,-3.5,-0.5,-4.0,-0.1,hibbero01
86,Nenê,C,28,DEN,5,162,17.1,.529,.000,1.043,9.6,21.3,15.5,9.1,1.6,2.1,10.6,21.2,,0.2,0.2,0.4,.115,,1.4,0.4,1.8,0.2,hilarne01
87,George Hill,PG,24,SAS,6,189,15.6,.554,.300,.600,3.0,15.8,9.2,12.7,2.5,0.8,11.2,17.7,,0.3,0.2,0.5,.135,,0.4,2.0,2.4,0.2,hillge01
88,Kirk Hinrich,PG,30,ATL,6,173,14.6,.582,.365,.019,0.7,9.0,4.9,17.3,2.3,1.0,7.1,16.0,,0.3,0.2,0.5,.132,,0.3,2.9,3.2,0.2,hinriki01
89,Jrue Holiday,PG,20,PHI,5,188,17.2,.550,.362,.259,1.7,9.4,5.5,25.8,3.0,0.9,14.6,19.3,,0.2,0.1,0.4,.094,,2.6,2.2,4.8,0.3,holidjr01
90,Al Horford,C,24,ATL,12,468,13.3,.458,.015,.190,6.5,23.1,14.9,16.0,0.6,2.2,10.3,17.3,,0.1,0.6,0.7,.070,,-0.1,0.1,0.0,0.2,horfoal01
91,Eddie House,SG,32,MIA,7,48,0.3,.324,.588,.000,2.6,9.9,6.3,3.5,4.6,0.0,19.0,21.3,,-0.2,0.1,-0.1,-0.133,,-9.2,0.3,-9.0,-0.1,houseed01
92,Dwight Howard,C,25,ORL,6,258,26.1,.677,.012,1.086,12.3,30.8,21.4,2.6,0.9,3.4,21.6,28.2,,0.7,0.6,1.3,.238,,3.3,1.7,5.0,0.5,howardw01
93,Juwan Howard,PF,37,MIA,11,60,9.0,.577,.000,1.444,6.2,13.8,10.1,2.7,0.0,0.0,12.0,13.6,,0.1,0.0,0.1,.109,,-3.0,-0.5,-3.6,0.0,howarju01
94,Serge Ibaka,PF,21,OKC,17,490,15.2,.514,.007,.276,11.4,17.6,14.6,1.1,0.4,8.1,11.4,17.0,,0.5,0.6,1.1,.109,,-1.6,0.8,-0.8,0.1,ibakase01
95,Andre Iguodala,SF,27,PHI,5,182,14.4,.490,.269,.269,4.2,17.0,10.5,32.0,1.5,0.9,19.4,19.1,,0.0,0.1,0.2,.045,,-0.3,1.4,1.1,0.1,iguodan01
96,Zydrunas Ilgauskas,C,35,MIA,9,104,10.7,.490,.000,.200,17.9,19.3,18.7,5.4,0.0,2.4,21.6,19.5,,0.0,0.1,0.1,.040,,-4.0,-1.5,-5.5,-0.1,ilgauzy01
97,D.J. Mbenga,C,30,NOH,5,26,16.3,.868,.000,1.000,10.2,14.5,12.4,6.3,4.3,9.3,25.8,7.5,,0.1,0.0,0.1,.172,,-2.2,7.9,5.7,0.1,mbengdj01
98,Royal Ivey,SG,29,OKC,2,6,57.0,1.500,1.000,.000,0.0,18.7,9.6,43.8,0.0,0.0,0.0,15.1,,0.1,0.0,0.1,.687,,32.0,10.4,42.3,0.1,iveyro01
99,Jarrett Jack,SG,27,NOH,6,111,8.5,.426,.147,.471,1.2,15.9,8.7,20.3,0.5,0.7,16.3,22.1,,-0.2,0.0,-0.2,-0.088,,-3.0,-2.0,-5.1,-0.1,jackja01
100,LeBron James,SF,26,MIA,21,922,23.7,.563,.228,.418,4.6,18.2,11.6,27.6,2.1,2.2,13.0,26.9,,2.4,1.4,3.8,.198,,5.2,1.9,7.1,2.1,jamesle01
101,Richard Jefferson,SF,30,SAS,6,176,7.7,.544,.548,.355,1.3,15.6,8.3,4.6,0.9,1.2,14.3,11.2,,0.0,0.2,0.2,.054,,-1.7,0.2,-1.4,0.0,jefferi01
102,Jared Jeffries,PF,29,NYK,4,85,16.8,.505,.000,.174,15.5,10.5,13.3,2.2,1.8,5.9,10.8,14.4,,0.1,0.1,0.2,.108,,1.5,1.1,2.7,0.1,jeffrja01
103,Armon Johnson,PG,21,POR,2,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-4.5,-2.9,-7.4,0.0,johnsar02
104,Chris Johnson,C,25,POR,4,19,16.4,1.064,.000,2.000,0.0,31.7,16.3,0.0,0.0,9.4,0.0,5.0,,0.1,0.0,0.1,.222,,-0.2,5.3,5.1,0.0,johnsch03
105,Joe Johnson,SG,29,ATL,12,497,15.3,.522,.212,.212,4.4,9.0,6.7,15.8,1.5,0.2,12.5,24.4,,0.3,0.3,0.6,.058,,1.8,-1.1,0.7,0.3,johnsjo02
106,Trey Johnson,SG,26,LAL,3,12,3.2,.255,.200,.400,9.8,33.4,20.8,13.0,0.0,0.0,0.0,23.3,,0.0,0.0,0.0,-0.105,,-7.1,-3.4,-10.5,0.0,johnstr01
107,Dahntay Jones,SG,30,IND,3,50,13.1,.543,.150,.450,4.3,0.0,2.3,7.9,1.1,0.0,11.1,24.4,,0.1,0.0,0.1,.056,,-0.6,-0.2,-0.8,0.0,jonesda02
108,James Jones,SF,30,MIA,12,272,11.5,.688,.725,.255,1.4,11.7,6.7,1.3,1.2,0.6,6.6,10.9,,0.6,0.3,0.9,.151,,0.6,0.9,1.5,0.2,jonesja02
109,Jason Kidd*,PG,37,DAL,21,744,15.7,.560,.714,.186,1.9,13.6,7.8,32.7,3.0,1.1,24.3,15.1,,0.9,0.9,1.9,.121,,2.1,2.7,4.8,1.3,kiddja01
110,Kyle Korver,SG,29,CHI,16,276,8.9,.519,.531,.071,0.4,7.9,4.1,10.9,1.6,0.8,13.7,19.6,,0.1,0.3,0.4,.072,,-1.9,0.5,-1.5,0.0,korveky01
111,Kosta Koufos,C,21,DEN,1,2,43.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,,0.0,0.0,0.0,.338,,15.6,2.9,18.5,0.0,koufoko01
112,Nenad Krstić,C,27,BOS,7,56,11.1,.644,.000,.375,11.5,14.5,13.1,5.5,0.0,6.1,24.4,10.5,,0.1,0.1,0.1,.115,,-2.0,2.1,0.1,0.0,krstine01
113,Carl Landry,PF,27,NOH,6,213,14.4,.567,.000,.529,6.9,11.2,9.1,5.2,1.1,1.1,12.5,22.5,,0.3,0.0,0.3,.066,,-0.4,-0.8,-1.2,0.0,landrca01
114,Ty Lawson,PG,23,DEN,5,167,20.1,.628,.212,.442,4.7,6.7,5.7,21.7,1.5,0.5,8.8,18.6,,0.6,0.0,0.6,.179,,4.5,1.0,5.4,0.3,lawsoty01
115,Jamaal Magloire,C,32,MIA,3,18,8.9,.400,.000,.000,6.9,26.3,16.8,19.8,3.1,0.0,16.7,16.3,,0.0,0.0,0.0,.056,,-4.2,3.3,-1.0,0.0,magloja01
116,Ian Mahinmi,C,24,DAL,6,33,7.5,.614,.000,1.800,11.4,11.0,11.2,0.0,1.7,0.0,0.0,13.2,,0.1,0.0,0.1,.209,,-8.8,0.4,-8.4,-0.1,mahinia01
117,Shawn Marion,SF,32,DAL,21,690,15.1,.509,.022,.209,8.4,15.2,11.8,11.6,1.7,2.3,12.8,19.9,,0.6,0.8,1.4,.096,,-0.3,1.2,0.9,0.5,mariosh01
118,Kenyon Martin,PF,33,DEN,5,148,12.9,.509,.000,.360,4.5,24.8,14.7,10.5,0.7,1.1,10.8,20.0,,0.0,0.1,0.2,.053,,-1.4,0.6,-0.7,0.0,martike01
119,Roger Mason,SG,30,NYK,3,55,10.4,.528,.722,.000,5.5,2.3,4.1,10.1,1.0,0.0,5.3,15.2,,0.1,0.0,0.1,.084,,0.6,-1.2,-0.5,0.0,masonro01
120,Wesley Matthews,SG,24,POR,6,202,12.8,.597,.368,.333,1.3,3.0,2.2,5.3,1.1,0.4,9.7,18.3,,0.4,-0.1,0.3,.064,,0.2,-1.1,-0.9,0.1,matthwe02
121,Eric Maynor,PG,23,OKC,17,220,13.3,.480,.325,.247,2.7,8.7,5.8,28.9,2.2,0.0,15.8,20.9,,0.2,0.1,0.3,.060,,-0.2,-0.5,-0.7,0.1,maynoer01
122,O.J. Mayo,SG,23,MEM,13,362,12.5,.501,.366,.216,3.1,10.1,6.5,14.5,1.6,0.9,10.4,20.6,,0.3,0.3,0.5,.071,,-0.3,0.9,0.6,0.2,mayooj01
123,Antonio McDyess,PF,36,SAS,6,145,7.9,.435,.000,.194,7.8,16.4,12.0,9.4,0.7,2.5,15.2,14.9,,-0.1,0.1,0.1,.021,,-3.6,0.4,-3.2,0.0,mcdyean01
124,Josh McRoberts,PF,23,IND,5,79,10.3,.433,.042,.458,10.9,15.1,12.9,13.0,2.7,1.0,14.8,19.4,,0.0,0.1,0.1,.038,,-3.7,0.8,-2.9,0.0,mcrobjo01
125,Jodie Meeks,SG,23,PHI,5,125,11.5,.580,.581,.194,1.7,7.1,4.4,5.3,1.3,0.0,5.6,13.7,,0.2,0.0,0.2,.074,,0.2,0.3,0.5,0.1,meeksjo01
126,Andre Miller,PG,34,POR,6,194,18.9,.574,.149,.358,3.3,8.7,6.1,32.7,0.6,0.0,14.4,23.8,,0.5,-0.1,0.4,.106,,2.9,-1.4,1.5,0.2,millean02
127,Mike Miller,SG,30,MIA,18,215,8.4,.443,.698,.000,5.2,22.0,13.8,10.3,1.8,0.4,13.1,13.8,,0.0,0.3,0.3,.061,,-1.7,1.1,-0.7,0.1,millemi01
