Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
1,Arron Afflalo,SG,24,DEN,6,120,15.8,.746,.438,.344,1.0,11.5,6.1,9.5,0.4,1.3,9.8,15.1,,0.4,0.0,0.4,.153,,2.2,0.2,2.3,0.1,afflaar01
2,LaMarcus Aldridge,PF,24,POR,6,229,17.5,.507,.022,.473,5.1,14.6,9.7,11.1,1.7,4.4,8.9,25.8,,0.2,0.0,0.2,.043,,0.7,0.7,1.3,0.2,aldrila01
3,Malik Allen,PF,31,DEN,4,11,6.6,.000,.000,.000,21.8,11.4,16.7,0.0,4.5,0.0,0.0,4.0,,0.0,0.0,0.0,.047,,-2.4,0.5,-1.9,0.0,allenma01
4,Ray Allen*,SG,34,BOS,24,925,13.1,.570,.477,.263,1.6,8.7,5.3,12.0,1.3,0.3,9.6,19.4,,1.1,1.3,2.4,.126,,1.5,0.4,1.9,0.9,allenra02
5,Tony Allen,SG,28,BOS,24,391,11.2,.536,.051,.367,4.2,8.5,6.4,7.4,3.4,3.1,16.8,16.7,,-0.1,0.9,0.8,.095,,-2.7,3.5,0.8,0.3,allento01
6,Lou Amundson,PF,27,PHO,16,194,13.1,.519,.000,.583,19.0,15.9,17.4,0.7,1.6,2.8,11.7,12.1,,0.3,0.2,0.5,.112,,-1.2,-1.1,-2.3,0.0,amundlo01
7,Chris Andersen,PF,31,DEN,6,116,10.2,.583,.000,.824,7.2,21.7,14.3,1.2,0.4,4.2,14.7,10.4,,0.1,0.0,0.1,.060,,-1.1,-0.6,-1.7,0.0,anderch01
8,Ryan Anderson,PF,21,ORL,9,89,8.5,.391,.483,.034,11.6,31.1,21.7,5.8,1.2,1.8,14.5,19.1,,-0.1,0.2,0.1,.043,,-3.8,-0.7,-4.6,-0.1,anderry01
9,Carmelo Anthony,SF,25,DEN,6,254,23.3,.564,.138,.413,6.6,18.3,12.3,15.0,2.4,1.0,11.4,32.1,,0.6,0.1,0.7,.132,,4.0,-0.9,3.1,0.3,anthoca01
10,Joel Anthony,C,27,MIA,5,79,11.6,.742,.000,.571,8.8,5.1,7.1,2.0,1.3,5.4,10.2,5.7,,0.1,0.1,0.3,.160,,-0.7,2.9,2.2,0.1,anthojo01
11,Carlos Arroyo,PG,30,MIA,5,115,8.7,.484,.038,.077,2.0,8.2,4.9,16.1,1.4,0.0,10.0,12.1,,0.0,0.1,0.2,.063,,-2.9,0.4,-2.5,0.0,arroyca01
12,D.J. Augustin,PG,22,CHA,4,73,5.6,.433,.353,.353,1.8,5.3,3.5,16.5,0.8,1.7,16.9,16.0,,-0.1,0.0,-0.1,-0.050,,-2.1,-1.6,-3.7,0.0,augusdj01
13,Jeff Ayres,C,22,POR,3,17,27.7,.608,.000,1.000,13.8,0.0,7.2,0.0,6.5,16.0,14.8,19.1,,0.0,0.0,0.1,.186,,3.3,6.4,9.7,0.0,pendeje02
14,Leandro Barbosa,PG,27,PHO,16,250,10.5,.506,.340,.233,1.0,9.0,5.1,12.9,1.1,0.6,11.7,23.6,,0.0,0.1,0.1,.014,,-2.5,-1.4,-3.9,-0.1,barbole01
15,J.J. Barea,PG,25,DAL,6,105,8.0,.457,.270,.081,4.3,8.5,6.4,25.3,1.0,0.7,20.7,21.5,,-0.2,0.1,-0.1,-0.024,,-1.9,-1.0,-2.8,0.0,bareajo01
16,Matt Barnes,SF,29,ORL,14,326,12.6,.531,.427,.267,6.3,18.4,12.6,9.9,1.7,0.8,10.7,14.2,,0.4,0.7,1.1,.156,,0.7,1.5,2.2,0.3,barnema02
17,Brandon Bass,PF,24,ORL,7,42,17.8,.607,.000,.462,6.1,17.2,11.9,4.7,0.0,0.0,6.0,19.6,,0.1,0.1,0.2,.204,,1.5,-0.3,1.2,0.0,bassbr01
18,Nicolas Batum,SF,21,POR,6,139,11.8,.605,.568,.216,3.4,13.9,8.4,6.4,0.8,0.0,9.0,15.4,,0.2,-0.1,0.2,.052,,0.6,-1.0,-0.4,0.1,batumni01
19,Jerryd Bayless,SG,21,POR,6,166,15.4,.536,.231,.369,2.8,9.3,5.9,26.7,0.7,0.0,9.6,24.1,,0.3,-0.1,0.2,.056,,0.9,-1.3,-0.3,0.1,bayleje01
20,Michael Beasley,PF,21,MIA,5,135,9.8,.491,.041,.184,8.5,19.0,13.4,4.1,1.6,0.0,19.7,22.7,,-0.2,0.2,-0.1,-0.024,,-2.8,-1.3,-4.1,-0.1,beaslmi01
