,,,,,Voting,Voting,Voting,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,-additional
ORV,C,Pau Gasol,31,LAL,27,600,0.045,0,,,65,37.4,17.4,10.4,3.6,0.6,1.4,.501,.259,.782,8.3,.165,gasolpa01
ORV,G,Steve Nash,37,PHO,24,600,0.04,0,,,62,31.6,12.5,3.0,10.7,0.6,0.1,.532,.390,.894,5.9,.144,nashst01
ORV,F,Kevin Garnett,35,BOS,22,600,0.037,0,,,60,31.1,15.8,8.2,2.9,0.9,1.0,.503,.333,.857,6.9,.178,garneke01
ORV,F,Tim Duncan,35,SAS,18,600,0.03,0,,,58,28.2,15.4,9.0,2.3,0.7,1.5,.492,.000,.695,5.9,.174,duncati01
ORV,G,Joe Johnson,30,ATL,16,600,0.027,0,,,60,35.5,18.8,3.7,3.9,0.8,0.2,.454,.388,.849,6.4,.145,johnsjo02
ORV,G,Deron Williams,27,NJN,14,600,0.023,0,,,55,36.3,21.0,3.3,8.7,1.2,0.4,.407,.336,.843,4.1,.099,willide01
ORV,F,Rudy Gay,25,MEM,10,600,0.017,0,,,65,37.3,19.0,6.4,2.3,1.5,0.8,.455,.312,.791,6.0,.120,gayru01
ORV,G,James Harden,22,OKC,8,600,0.013,0,,,62,31.4,16.8,4.1,3.7,1.0,0.2,.491,.390,.846,9.3,.230,hardeja01
ORV,F,Luol Deng,26,CHI,5,600,0.008,0,,,54,39.4,15.3,6.5,2.9,1.0,0.7,.412,.367,.770,5.8,.132,denglu01
ORV,C,Roy Hibbert,25,IND,5,600,0.008,0,,,65,29.8,12.8,8.8,1.7,0.5,2.0,.497,.000,.711,6.2,.154,hibbero01
ORV,G,Manu Ginóbili,34,SAS,3,600,0.005,0,,,34,23.3,12.9,3.4,4.4,0.7,0.4,.526,.413,.871,4.2,.257,ginobma01
ORV,F,Danny Granger,28,IND,3,600,0.005,0,,,62,33.3,18.7,5.0,1.8,1.0,0.6,.416,.381,.873,6.7,.155,grangda01
ORV,C,Joakim Noah,26,CHI,3,600,0.005,0,,,64,30.4,10.2,9.8,2.5,0.6,1.4,.508,.000,.748,9.0,.223,noahjo01
ORV,F,Chris Bosh,27,MIA,2,600,0.003,0,0,2,57,35.2,18.0,7.9,1.8,0.9,0.8,.487,.286,.821,6.9,.165,boshch01
ORV,G,Monta Ellis,26,TOT,2,600,0.003,0,0,2,58,36.6,20.4,3.4,6.0,1.5,0.3,.433,.308,.796,2.6,.059,ellismo01
ORV,C,Marcin Gortat,27,PHO,2,600,0.003,0,0,2,66,32.0,15.4,10.0,0.9,0.7,1.5,.555,.000,.649,7.6,.172,gortama01
ORV,F,Serge Ibaka,22,OKC,2,600,0.003,0,0,2,66,27.2,9.1,7.5,0.4,0.5,3.7,.535,.333,.661,6.2,.167,ibakase01
ORV,F,Paul Millsap,26,UTA,2,600,0.003,0,0,2,64,32.8,16.6,8.8,2.3,1.8,0.8,.495,.226,.792,7.8,.179,millspa01
ORV,F,Luis Scola,31,HOU,2,600,0.003,0,0,2,66,31.3,15.5,6.5,2.1,0.5,0.4,.491,.000,.773,3.4,.080,scolalu01
ORV,C,DeMarcus Cousins,21,SAC,1,600,0.002,0,0,1,64,30.5,18.1,11.0,1.6,1.5,1.2,.448,.143,.702,4.2,.104,couside01
ORV,F,David Lee,28,GSW,1,600,0.002,0,0,1,57,37.2,20.1,9.6,2.8,0.9,0.4,.503,.000,.782,5.0,.113,leeda02
