,,,,,Voting,Voting,Voting,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,-additional
ORV,C,Jamaal Magloire,25,NOH,9,615,0.015,0,,,82,33.9,13.6,10.3,1.0,0.5,1.2,.473,.000,.751,7.6,.131,magloja01
ORV,C,Pau Gasol,23,MEM,8,615,0.013,0,,,78,31.5,17.7,7.7,2.5,0.6,1.7,.482,.267,.714,8.1,.159,gasolpa01
ORV,G,Allen Iverson,28,PHI,8,615,0.013,0,,,48,42.5,26.4,3.7,6.8,2.4,0.1,.387,.286,.745,2.8,.066,iversal01
ORV,G,Ray Allen,28,SEA,6,615,0.01,0,,,56,38.4,23.0,5.1,4.8,1.3,0.2,.440,.392,.904,6.9,.153,allenra02
ORV,F,Elton Brand,24,LAC,5,615,0.008,0,,,69,38.7,20.0,10.3,3.3,0.9,2.2,.493,.000,.773,9.7,.174,brandel01
ORV,C,Erick Dampier,28,GSW,4,615,0.007,0,,,74,32.5,12.3,12.0,0.8,0.4,1.9,.535,.000,.654,8.9,.178,dampier01
ORV,G,Michael Finley,30,DAL,4,615,0.007,0,,,72,38.6,18.6,4.5,2.9,1.2,0.5,.443,.405,.850,7.6,.131,finlemi01
ORV,G,Manu Ginóbili,26,SAS,4,615,0.007,0,,,77,29.4,12.8,4.5,3.8,1.8,0.2,.418,.359,.802,9.1,.194,ginobma01
ORV,C,Zydrunas Ilgauskas,28,CLE,4,615,0.007,0,,,81,31.3,15.3,8.1,1.3,0.5,2.5,.483,.286,.746,7.8,.147,ilgauzy01
ORV,F,Amar'e Stoudemire,21,PHO,4,615,0.007,0,,,55,36.8,20.6,9.0,1.4,1.2,1.6,.475,.200,.713,4.4,.105,stoudam01
ORV,G,Jason Williams,28,MEM,4,615,0.007,0,,,72,29.4,10.9,2.0,6.8,1.3,0.1,.407,.330,.837,5.4,.122,willija02
ORV,G,Richard Hamilton,25,DET,3,615,0.005,0,,,78,35.5,17.6,3.6,4.0,1.3,0.2,.455,.265,.868,8.1,.141,hamilri01
ORV,F,Shawn Marion,25,PHO,2,615,0.003,0,0,2,79,40.7,19.0,9.3,2.7,2.1,1.3,.440,.340,.851,9.1,.135,mariosh01
ORV,G,Tony Parker,21,SAS,2,615,0.003,0,0,2,75,34.4,14.7,3.2,5.5,0.8,0.1,.447,.312,.702,7.5,.140,parketo01
ORV,F,Rasheed Wallace,29,TOT,2,615,0.003,0,0,2,68,35.1,16.0,6.8,2.3,0.9,1.8,.436,.331,.736,6.2,.125,wallara01
ORV,F,Carlos Boozer,22,CLE,1,615,0.002,0,0,1,75,34.6,15.5,11.4,2.0,1.0,0.7,.523,.167,.768,9.4,.174,boozeca01
ORV,G,Steve Francis,26,HOU,1,615,0.002,0,0,1,79,40.4,16.6,5.5,6.2,1.8,0.4,.403,.292,.775,7.1,.107,francst01
ORV,G,Corey Maggette,24,LAC,1,615,0.002,0,0,1,73,36.0,20.7,5.9,3.1,0.9,0.2,.447,.329,.848,8.6,.157,maggeco01
ORV,F,Kenyon Martin,26,NJN,1,615,0.002,0,0,1,65,34.6,16.7,9.5,2.5,1.5,1.3,.488,.280,.684,6.7,.142,martike01
ORV,C,Theo Ratliff,30,TOT,1,615,0.002,0,0,1,85,31.3,7.9,7.2,0.8,0.6,3.6,.485,,.645,5.2,.094,ratlith01
