Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
11,Thanasis Antetokounmpo,PF,31,MIL,28,133,4.1,.484,.038,.077,5.1,4.0,4.5,12.2,1.8,2.5,30.9,12.6,,-0.2,0.1,-0.1,-0.031,,-7.7,-0.2,-7.9,-0.2,antetth01
12,Cole Anthony,PG,23,ORL,66,1512,14.2,.541,.347,.329,4.1,15.9,10.0,19.9,1.7,1.8,13.1,23.5,,0.7,2.2,2.9,.091,,-1.2,0.7,-0.5,0.6,anthoco01
13,OG Anunoby,SF,26,TOT,43,1465,13.4,.607,.472,.172,3.0,10.9,6.9,9.4,1.9,1.7,11.1,17.7,,1.3,1.4,2.6,.086,,-0.7,0.5,-0.2,0.7,anunoog01
13,OG Anunoby,SF,26,TOR,27,900,12.5,.598,.508,.143,2.9,10.2,6.4,11.2,1.5,1.3,11.2,18.2,,0.6,0.5,1.1,.057,,-0.9,-0.6,-1.6,0.1,anunoog01
13,OG Anunoby,SF,26,NYK,16,565,14.8,.623,.408,.223,3.3,12.0,7.7,6.4,2.5,2.5,10.9,16.8,,0.7,0.8,1.5,.131,,-0.3,2.4,2.1,0.6,anunoog01
14,Ryan Arcidiacono,PG,29,NYK,20,45,-1.9,.000,1.000,.000,0.0,19.8,9.9,10.4,2.2,0.0,25.0,7.6,,-0.1,0.1,-0.1,-0.086,,-11.7,2.0,-9.7,-0.1,arcidry01
15,Deni Avdija,SF,23,WAS,63,1830,14.8,.600,.285,.320,4.1,21.7,12.6,17.6,1.3,1.2,14.9,19.8,,1.4,1.2,2.5,.067,,-0.8,-0.2,-1.0,0.5,avdijde01
16,Deandre Ayton,C,25,POR,44,1416,18.5,.595,.004,.115,10.7,29.5,19.6,8.7,1.6,2.2,12.0,19.8,,1.5,1.8,3.3,.112,,0.2,-0.2,0.0,0.7,aytonde01
17,Udoka Azubuike,C,24,PHO,14,107,13.6,.652,.000,.500,12.2,20.9,16.8,3.8,0.5,5.0,13.0,12.4,,0.1,0.1,0.3,.121,,-2.5,0.0,-2.5,0.0,azubuud01
18,Ibou Badji,C,21,POR,18,203,8.4,.620,.000,.526,10.0,17.2,13.4,8.5,0.5,8.9,37.4,7.9,,0.0,0.2,0.2,.050,,-7.7,2.2,-5.5,-0.2,badjiib01
19,Marvin Bagley III,C,24,TOT,44,932,18.8,.616,.047,.331,13.6,18.4,15.9,8.8,0.9,2.5,11.4,21.0,,1.7,0.5,2.2,.114,,0.5,-1.6,-1.0,0.2,baglema01
19,Marvin Bagley III,C,24,DET,26,478,18.0,.638,.033,.337,10.6,17.1,13.8,8.8,0.5,2.5,12.2,20.9,,0.9,0.2,1.1,.111,,0.4,-1.6,-1.2,0.1,baglema01
19,Marvin Bagley III,C,24,WAS,18,454,19.7,.594,.061,.324,16.7,19.6,18.1,8.8,1.2,2.5,10.5,21.1,,0.8,0.3,1.1,.117,,0.7,-1.6,-0.9,0.1,baglema01
20,Amari Bailey,PG,19,CHO,4,16,2.0,.317,.429,.286,13.4,0.0,6.9,8.8,0.0,0.0,11.3,24.3,,-0.1,0.0,-0.1,-0.209,,-6.7,-6.2,-12.9,0.0,baileam01
21,Patrick Baldwin Jr.,SF,21,WAS,23,187,8.5,.494,.569,.224,5.0,27.1,15.7,6.1,1.0,1.7,11.2,16.1,,-0.1,0.1,0.0,.004,,-4.4,-1.4,-5.8,-0.2,baldwpa01
22,LaMelo Ball,PG,22,CHO,22,711,20.7,.561,.466,.246,4.4,13.7,8.8,42.8,2.8,0.5,15.0,34.0,,0.5,0.6,1.1,.077,,3.6,-0.4,3.2,0.9,ballla01
23,Mo Bamba,C,25,PHI,44,517,14.6,.553,.275,.232,12.4,23.1,17.6,8.2,1.3,7.2,16.5,15.6,,0.3,0.8,1.1,.102,,-2.9,0.8,-2.1,0.0,bambamo01
24,Paolo Banchero,PF,21,ORL,65,2270,17.5,.550,.235,.405,3.6,19.2,11.4,25.0,1.4,1.5,13.1,29.7,,1.1,3.2,4.3,.091,,1.4,0.1,1.4,2.0,banchpa01
25,Desmond Bane,SG,25,MEM,37,1277,19.0,.597,.460,.201,2.8,12.0,7.3,28.7,1.5,1.5,11.6,28.9,,1.6,1.3,2.9,.108,,3.4,0.1,3.5,1.8,banede01
26,Dalano Banton,PG,24,TOT,39,532,12.8,.507,.366,.295,6.0,14.8,10.2,16.5,1.4,1.5,11.7,23.4,,0.0,0.5,0.5,.044,,-1.3,-0.7,-2.0,0.0,bantoda01
26,Dalano Banton,PG,24,BOS,24,171,9.8,.468,.314,.392,7.9,13.7,11.0,14.0,1.4,1.5,14.3,17.7,,0.0,0.2,0.2,.064,,-4.8,0.6,-4.2,-0.1,bantoda01
26,Dalano Banton,PG,24,POR,15,361,14.2,.519,.381,.267,5.0,15.3,9.9,17.7,1.4,1.5,10.9,26.1,,0.0,0.3,0.3,.035,,0.3,-1.3,-1.0,0.1,bantoda01
27,Dominick Barlow,PF,20,SAS,29,374,15.6,.559,.087,.385,12.0,18.2,15.1,11.4,1.4,3.1,5.4,14.5,,0.7,0.3,1.0,.132,,-1.3,-0.2,-1.5,0.1,barlodo01
28,Harrison Barnes,PF,31,SAC,65,1906,12.0,.632,.544,.253,2.8,8.2,5.5,5.1,1.1,0.5,6.4,15.1,,2.8,1.0,3.8,.095,,-0.4,-1.3,-1.8,0.1,barneha02
29,Scottie Barnes,SG,22,TOR,60,2094,19.4,.566,.314,.266,7.2,18.8,12.9,25.7,1.7,3.7,13.6,24.8,,2.4,2.2,4.6,.104,,2.8,0.9,3.7,3.0,barnesc01
30,RJ Barrett,SG,23,TOT,53,1675,15.8,.576,.296,.322,3.0,15.5,9.2,15.9,0.8,1.1,10.6,25.7,,1.4,1.3,2.7,.078,,0.5,-1.4,-0.9,0.5,barrerj01
30,RJ Barrett,SG,23,NYK,26,766,14.3,.536,.335,.320,2.7,13.4,8.0,12.9,0.8,1.1,9.6,27.4,,0.4,0.8,1.2,.072,,-0.4,-1.6,-2.0,0.0,barrerj01
30,RJ Barrett,SG,23,TOR,27,909,17.1,.615,.258,.325,3.2,17.3,10.1,18.5,0.9,1.1,11.6,24.3,,1.0,0.5,1.6,.083,,1.2,-1.2,0.0,0.5,barrerj01
31,Charles Bassey,C,23,SAS,19,205,17.7,.739,.025,.150,12.0,28.4,20.1,14.0,1.8,7.0,26.0,11.8,,0.3,0.3,0.6,.149,,-1.9,3.0,1.2,0.2,bassech01
32,Emoni Bates,SF,20,CLE,11,88,3.5,.370,.750,.125,1.3,12.4,6.9,8.9,0.6,2.0,5.6,17.8,,-0.2,0.1,-0.1,-0.048,,-5.8,-1.9,-7.7,-0.1,batesem01
33,Keita Bates-Diop,SF,28,TOT,50,654,11.4,.531,.416,.241,5.6,12.6,9.3,7.4,1.8,3.0,7.6,13.1,,0.5,0.7,1.2,.086,,-1.5,0.3,-1.2,0.1,bateske01
33,Keita Bates-Diop,SF,28,PHO,39,597,11.3,.525,.427,.240,6.0,12.7,9.5,7.4,1.8,3.0,7.3,12.9,,0.4,0.7,1.1,.087,,-1.5,0.3,-1.3,0.1,bateske01
33,Keita Bates-Diop,SF,28,BRK,11,57,12.9,.591,.313,.250,1.9,12.0,6.7,7.4,1.7,3.2,10.1,15.0,,0.0,0.1,0.1,.082,,-1.2,0.3,-0.9,0.0,bateske01
34,Nicolas Batum,PF,35,TOT,45,1094,10.6,.615,.714,.104,5.3,12.6,8.9,11.1,1.4,2.5,12.4,8.5,,1.4,1.0,2.4,.106,,-1.0,0.7,-0.3,0.5,batumni01
34,Nicolas Batum,PF,35,LAC,3,54,9.8,.500,.875,.000,0.0,14.2,7.4,11.1,2.7,6.6,11.1,7.3,,0.0,0.1,0.1,.092,,-1.5,4.3,2.8,0.1,batumni01
34,Nicolas Batum,PF,35,PHI,42,1040,10.6,.620,.707,.109,5.5,12.5,8.9,11.1,1.4,2.3,12.5,8.6,,1.4,1.0,2.3,.107,,-1.0,0.5,-0.5,0.4,batumni01
35,Darius Bazley,PF,23,PHI,3,10,-1.6,.000,.000,.000,0.0,11.3,5.5,23.1,0.0,0.0,50.0,8.6,,0.0,0.0,0.0,-0.147,,-7.7,-0.8,-8.5,0.0,bazleda01
36,Bradley Beal,SG,30,PHO,38,1248,15.6,.587,.306,.201,3.3,10.4,7.1,21.8,1.4,0.8,13.4,24.0,,1.2,1.0,2.3,.087,,-0.2,-1.0,-1.2,0.3,bealbr01
37,Malik Beasley,SG,27,MIL,64,1900,10.9,.619,.747,.049,2.3,11.6,7.1,6.3,1.3,0.3,7.2,14.4,,1.8,1.4,3.2,.082,,-0.6,-0.7,-1.3,0.3,beaslma01
38,MarJon Beauchamp,SF,23,MIL,45,589,9.0,.583,.458,.181,4.2,13.4,8.9,6.6,1.0,0.9,13.9,14.2,,0.2,0.4,0.6,.048,,-2.6,-1.0,-3.7,-0.2,beaucma01
39,Jules Bernard,SG,24,WAS,9,39,11.0,.491,.647,.176,8.0,8.5,8.2,17.9,1.2,2.1,9.8,21.9,,0.0,0.0,0.0,-0.002,,-2.2,-1.6,-3.8,0.0,bernaju01
40,Dāvis Bertāns,PF,31,TOT,29,368,12.6,.571,.881,.164,2.1,10.2,6.0,9.3,1.9,1.5,4.6,17.9,,0.4,0.3,0.7,.086,,0.3,-0.2,0.1,0.2,bertada01
40,Dāvis Bertāns,PF,31,OKC,15,91,17.3,.675,.923,.577,2.6,9.4,6.1,12.1,1.6,3.0,3.0,16.0,,0.3,0.1,0.4,.228,,3.2,0.8,3.9,0.1,bertada01
40,Dāvis Bertāns,PF,31,CHO,14,277,11.1,.540,.870,.065,1.9,10.4,6.0,8.4,2.0,1.0,5.1,18.5,,0.1,0.2,0.2,.040,,-0.7,-0.5,-1.2,0.1,bertada01
41,Patrick Beverley,PG,35,TOT,62,1205,11.3,.535,.473,.240,3.6,14.0,8.8,19.2,1.5,1.9,14.6,14.6,,0.8,1.2,1.9,.077,,-1.8,0.3,-1.5,0.1,beverpa01
41,Patrick Beverley,PG,35,PHI,47,919,11.6,.547,.452,.261,3.5,14.1,8.7,20.9,1.3,1.8,15.4,14.9,,0.7,0.8,1.5,.080,,-1.5,-0.1,-1.5,0.1,beverpa01
41,Patrick Beverley,PG,35,MIL,15,286,10.0,.496,.539,.171,3.9,13.8,9.0,14.0,2.2,2.3,11.9,13.9,,0.1,0.3,0.4,.066,,-3.0,1.6,-1.5,0.0,beverpa01
42,Saddiq Bey,SF,24,ATL,63,2062,13.0,.549,.514,.291,8.4,13.3,10.7,5.9,1.2,0.5,6.4,16.8,,2.8,0.7,3.5,.081,,0.1,-2.0,-1.9,0.0,beysa01
43,Goga Bitadze,C,24,ORL,53,907,17.8,.634,.062,.407,13.2,21.7,17.4,11.7,1.6,7.2,14.9,12.9,,1.7,1.8,3.5,.187,,-0.6,2.9,2.3,1.0,bitadgo01
44,Onuralp Bitim,SG,24,CHI,11,151,8.5,.559,.581,.093,3.6,9.9,6.7,6.4,0.7,0.7,10.0,14.5,,0.0,0.1,0.1,.037,,-2.4,-1.2,-3.5,-0.1,bitimon01
45,Bismack Biyombo,C,31,TOT,35,750,9.6,.555,.000,.390,8.6,20.7,14.5,10.0,0.7,4.3,21.7,10.6,,0.1,1.0,1.1,.067,,-5.0,1.5,-3.5,-0.3,biyombi01
45,Bismack Biyombo,C,31,MEM,30,718,9.9,.560,.000,.387,8.5,21.2,14.7,10.2,0.7,4.4,21.4,10.7,,0.1,0.9,1.0,.070,,-4.8,1.6,-3.2,-0.2,biyombi01
45,Bismack Biyombo,C,31,OKC,5,32,3.0,.410,.000,.500,10.9,10.0,10.5,7.0,0.0,2.9,29.1,9.3,,0.0,0.0,0.0,.011,,-8.2,-1.3,-9.5,-0.1,biyombi01
46,Anthony Black,PG,20,ORL,60,1090,8.3,.557,.380,.328,3.3,11.2,7.2,10.8,1.5,1.6,16.6,12.6,,0.1,1.4,1.5,.067,,-3.9,0.9,-3.0,-0.3,blackan01
47,Leaky Black,SF,24,CHO,22,218,10.0,.554,.385,.359,3.9,15.9,9.7,10.9,1.1,2.5,10.0,10.1,,0.2,0.1,0.3,.068,,-3.2,-0.2,-3.4,-0.1,blackle01
48,Bogdan Bogdanović,SG,31,ATL,63,1868,14.6,.562,.596,.135,2.2,10.3,6.1,14.7,2.1,0.9,8.3,22.4,,2.0,1.0,3.0,.077,,0.8,-0.6,0.3,1.1,bogdabo01
49,Bojan Bogdanović,PF-SF,34,TOT,41,1216,12.8,.585,.499,.240,1.6,10.0,5.7,10.6,1.1,0.4,11.8,24.3,,0.4,0.6,1.0,.039,,-0.5,-2.3,-2.8,-0.3,bogdabo02
49,Bojan Bogdanović,PF,34,DET,28,921,14.0,.600,.487,.245,1.5,10.0,5.7,11.9,1.2,0.4,11.8,24.5,,0.5,0.3,0.8,.043,,0.3,-2.4,-2.1,0.0,bogdabo02
49,Bojan Bogdanović,SF,34,NYK,13,295,9.2,.536,.538,.223,1.9,9.8,5.8,6.5,0.9,0.3,11.7,23.5,,-0.1,0.3,0.2,.026,,-3.1,-1.9,-5.0,-0.2,bogdabo02
50,Bol Bol,PF,24,PHO,29,324,19.4,.668,.304,.096,10.3,24.0,17.5,5.1,0.9,4.9,8.4,17.4,,0.7,0.5,1.1,.170,,1.4,0.5,1.9,0.3,bolbo01
51,Marques Bolden,C,25,TOT,4,16,-5.1,.000,.000,.000,0.0,20.6,10.3,0.0,0.0,0.0,50.0,5.5,,-0.1,0.0,0.0,-0.138,,-12.4,-2.9,-15.3,-0.1,boldema01
51,Marques Bolden,C,25,MIL,2,3,3.1,,,,0.0,71.1,36.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.101,,-7.7,2.3,-5.4,0.0,boldema01
51,Marques Bolden,C,25,CHO,2,13,-7.0,.000,.000,.000,0.0,8.9,4.3,0.0,0.0,0.0,50.0,6.7,,-0.1,0.0,-0.1,-0.193,,-13.4,-4.1,-17.5,0.0,boldema01
52,Devin Booker,PG,27,PHO,53,1900,22.2,.608,.302,.354,2.4,11.4,7.2,31.5,1.2,1.0,10.0,30.1,,5.6,1.5,7.1,.180,,4.1,-1.0,3.1,2.5,bookede01
53,Brandon Boston Jr.,SF,22,LAC,22,164,9.8,.483,.316,.228,7.2,8.0,7.6,5.3,0.6,2.7,7.5,25.1,,-0.1,0.1,0.0,-0.005,,-5.1,-3.6,-8.7,-0.3,bostobr01
54,Chris Boucher,PF,31,TOR,50,705,16.0,.625,.433,.424,9.4,23.0,16.1,4.5,1.0,3.0,9.8,17.3,,1.2,0.7,1.8,.124,,-0.4,-1.3,-1.7,0.1,bouchch01
55,James Bouknight,SG,23,CHO,14,81,15.9,.597,.732,.049,1.3,11.4,6.2,12.1,0.6,1.1,4.6,23.7,,0.1,0.0,0.1,.068,,4.3,-2.1,2.1,0.1,bouknja01
56,Jamaree Bouyea,PG,24,POR,6,57,-4.8,.238,.381,.000,3.7,16.9,9.9,19.4,0.0,0.0,27.6,21.7,,-0.4,0.0,-0.4,-0.297,,-13.0,-4.8,-17.9,-0.2,bouyeja01
57,Malaki Branham,PG,20,SAS,62,1278,8.8,.523,.412,.096,1.8,8.4,5.1,15.0,0.9,0.5,12.4,19.6,,-0.7,0.4,-0.4,-0.014,,-3.5,-2.3,-5.8,-1.3,branhma01
58,Christian Braun,SG,22,DEN,67,1289,11.6,.550,.331,.296,5.0,15.3,10.3,9.3,1.2,1.9,9.4,15.8,,0.9,1.5,2.4,.089,,-2.2,-0.2,-2.4,-0.1,braunch01
59,Mikal Bridges,SF,27,BRK,66,2330,15.4,.563,.425,.270,2.4,12.7,7.3,16.3,1.4,1.0,10.1,25.2,,1.8,1.7,3.5,.071,,0.9,-1.1,-0.2,1.0,bridgmi01
60,Miles Bridges,SF,25,CHO,56,2103,15.5,.554,.368,.172,2.8,20.2,11.2,14.4,1.3,1.2,9.4,24.8,,0.5,1.5,2.0,.045,,0.1,-1.0,-0.9,0.6,bridgmi02
61,Oshae Brissett,SF,25,BOS,43,466,13.5,.551,.389,.522,10.4,17.3,14.0,8.9,1.7,0.8,8.6,14.1,,0.7,0.7,1.5,.150,,-1.4,0.8,-0.6,0.2,brissos01
62,Izaiah Brockington,PG,24,NOP,1,3,26.5,.400,.200,.000,37.4,36.3,36.8,0.0,0.0,0.0,0.0,72.0,,0.0,0.0,0.0,-0.169,,-9.0,-8.5,-17.6,0.0,brockiz01
63,Malcolm Brogdon,PG,31,POR,39,1121,17.0,.560,.401,.234,2.7,12.9,7.5,30.9,1.2,0.6,9.9,23.1,,2.0,0.6,2.6,.111,,2.7,-0.7,2.0,1.1,brogdma01
64,Armoni Brooks,PG,25,BRK,10,104,8.2,.448,.696,.043,7.1,12.0,9.5,6.8,0.5,0.9,6.0,20.7,,-0.1,0.0,0.0,-0.020,,-2.1,-3.7,-5.8,-0.1,brookar01
65,Dillon Brooks,SF,28,HOU,57,1783,9.6,.560,.470,.200,2.6,9.4,6.0,7.6,1.4,0.4,10.1,17.5,,0.6,1.8,2.4,.064,,-3.1,0.0,-3.1,-0.5,brookdi01
66,Bruce Brown,SG-PG,27,TOT,55,1563,11.7,.556,.293,.232,3.1,14.9,8.9,12.5,1.5,0.9,10.4,16.3,,1.1,1.0,2.0,.062,,-2.3,-0.7,-3.0,-0.4,brownbr01
66,Bruce Brown,SG,27,IND,33,981,12.1,.568,.322,.261,2.9,15.0,8.9,12.5,1.7,0.6,10.5,16.7,,0.8,0.6,1.4,.069,,-1.8,-0.6,-2.4,-0.1,brownbr01
66,Bruce Brown,PG,27,TOR,22,582,10.9,.534,.242,.180,3.5,14.6,8.9,12.6,1.3,1.3,10.3,15.7,,0.2,0.4,0.6,.051,,-3.3,-0.9,-4.2,-0.3,brownbr01
67,Charlie Brown Jr.,SG,26,NYK,8,37,-3.2,.300,.700,.000,3.0,3.0,3.0,0.0,0.0,5.0,16.7,13.9,,-0.1,0.0,-0.1,-0.119,,-10.4,-3.3,-13.6,-0.1,brownch02
68,Greg Brown III,PF,22,DAL,6,40,10.4,.501,.273,.818,8.2,16.5,12.4,12.9,0.0,8.8,21.1,20.3,,0.0,0.0,0.0,-0.008,,-4.8,0.5,-4.4,0.0,browngr01
69,Jaylen Brown,SF,27,BOS,60,2004,18.9,.583,.328,.242,3.9,13.4,8.9,17.5,1.6,1.3,10.3,28.7,,2.6,2.8,5.4,.130,,1.2,0.0,1.1,1.6,brownja02
70,Kendall Brown,SG,20,IND,8,28,10.1,.579,.167,1.000,8.1,0.0,4.1,8.3,0.0,0.0,0.0,12.9,,0.1,0.0,0.1,.108,,-1.9,-2.5,-4.4,0.0,brownke03
71,Kobe Brown,PF,24,LAC,35,289,5.5,.477,.619,.032,4.1,13.7,9.0,7.3,1.0,0.9,9.9,10.7,,0.0,0.2,0.2,.035,,-4.7,0.0,-4.6,-0.2,brownko01
72,Moses Brown,C,24,POR,14,116,12.7,.445,.000,.206,20.2,34.2,26.8,5.1,0.9,3.1,13.9,15.8,,0.0,0.1,0.1,.042,,-4.8,-2.3,-7.1,-0.2,brownmo01
73,Troy Brown Jr.,SF,24,TOT,44,495,10.9,.583,.692,.168,3.8,15.8,10.1,11.6,0.9,0.4,12.0,15.4,,0.4,0.6,1.0,.100,,-0.8,0.3,-0.4,0.2,browntr01
73,Troy Brown Jr.,SF,24,MIN,37,410,11.6,.603,.712,.186,4.1,15.2,10.0,11.8,1.0,0.4,12.4,15.6,,0.4,0.6,1.0,.121,,-0.2,0.6,0.4,0.3,browntr01
73,Troy Brown Jr.,SF,24,DET,7,85,7.1,.483,.600,.080,2.6,18.8,10.5,10.8,0.6,0.0,10.4,14.4,,0.0,0.0,0.0,.002,,-3.5,-1.1,-4.5,-0.1,browntr01
74,Jalen Brunson,PG,27,NYK,61,2145,22.1,.591,.326,.310,1.8,9.7,5.7,32.1,1.3,0.5,9.7,31.2,,6.2,2.1,8.3,.185,,5.5,-0.3,5.2,3.9,brunsja01
75,Thomas Bryant,C,26,MIA,29,306,15.8,.610,.097,.290,10.2,22.8,16.4,8.0,1.0,2.9,12.5,17.4,,0.4,0.4,0.8,.132,,-1.8,-0.2,-2.0,0.0,bryanth01
76,Kobe Bufkin,SG,20,ATL,9,89,8.8,.426,.459,.108,2.3,15.1,8.5,22.6,1.6,1.0,11.4,20.3,,-0.1,0.0,0.0,-0.023,,-3.5,-0.3,-3.8,0.0,bufkiko01
77,Reggie Bullock,SF,32,HOU,28,253,7.8,.567,.786,.018,1.3,15.2,8.2,5.7,1.3,0.7,9.6,10.5,,0.1,0.3,0.4,.070,,-2.7,0.5,-2.2,0.0,bullore01
78,Alec Burks,SG,32,TOT,57,1100,13.1,.546,.587,.295,2.2,11.3,6.7,10.3,1.0,0.9,6.8,24.2,,0.8,0.5,1.4,.059,,-0.1,-2.2,-2.3,-0.1,burksal01
78,Alec Burks,SG,32,DET,43,901,14.9,.581,.608,.330,1.9,11.9,6.8,11.0,1.1,1.0,6.4,23.3,,1.4,0.4,1.7,.092,,1.3,-1.7,-0.4,0.4,burksal01
78,Alec Burks,SG,32,NYK,14,199,4.8,.411,.509,.170,3.3,9.0,6.1,7.4,0.5,0.5,8.4,28.3,,-0.5,0.1,-0.4,-0.090,,-6.2,-4.4,-10.6,-0.4,burksal01
79,Jared Butler,SG,23,WAS,24,202,16.5,.621,.411,.233,1.0,9.3,5.0,34.2,2.3,0.8,16.6,20.1,,0.3,0.1,0.4,.101,,0.1,-0.5,-0.4,0.1,butleja02
80,Jimmy Butler,PF,34,MIA,47,1605,22.3,.623,.169,.578,6.3,11.8,9.1,22.4,2.0,1.0,9.2,24.6,,4.9,2.0,6.9,.208,,4.1,0.6,4.7,2.7,butleji01
81,Jamal Cain,PF,24,MIA,17,226,11.3,.531,.377,.333,6.4,9.6,8.0,2.5,2.2,1.7,5.9,16.5,,0.1,0.3,0.4,.083,,-2.9,0.2,-2.7,0.0,cainja01
82,Kentavious Caldwell-Pope,SG,30,DEN,61,1929,10.4,.586,.497,.213,1.5,6.5,4.1,9.4,2.2,1.2,10.4,13.1,,1.5,2.0,3.6,.089,,-2.4,0.6,-1.8,0.1,caldwke01
83,Toumani Camara,PF,23,POR,63,1537,10.4,.536,.392,.244,8.5,14.7,11.4,6.9,2.0,1.7,14.8,13.9,,0.3,1.4,1.7,.053,,-3.3,0.1,-3.2,-0.5,camarto01
84,Clint Capela,C,29,ATL,58,1475,20.5,.585,.000,.329,19.3,25.6,22.3,6.1,1.0,5.1,9.0,17.1,,3.5,1.5,4.9,.160,,0.9,-1.2,-0.4,0.6,capelca01
85,Jevon Carter,PG,28,CHI,63,860,8.5,.494,.627,.022,1.0,5.6,3.2,12.1,1.9,1.7,8.9,17.8,,-0.4,0.6,0.2,.011,,-3.4,-0.4,-3.8,-0.4,carteje01
86,Wendell Carter Jr.,C,24,ORL,40,1050,16.2,.640,.377,.346,9.3,21.9,15.5,9.3,0.9,2.0,12.0,17.3,,1.9,1.5,3.4,.155,,0.8,0.1,0.9,0.8,cartewe01
87,D.J. Carton,SG,23,TOR,4,36,9.5,.539,.500,.625,6.0,6.2,6.1,10.4,1.3,0.0,8.9,13.3,,0.0,0.0,0.1,.068,,-4.3,-1.1,-5.4,0.0,cartodj01
88,Alex Caruso,SG,29,CHI,58,1606,14.3,.606,.611,.189,3.5,11.9,7.6,15.2,2.8,4.0,14.2,15.0,,1.7,2.1,3.7,.112,,0.0,2.4,2.3,1.7,carusal01
89,Colin Castleton,C,23,LAL,7,36,18.6,.765,.000,.400,13.0,14.8,13.9,11.8,0.0,0.0,7.8,15.4,,0.2,0.0,0.2,.232,,-0.1,-1.8,-2.0,0.0,castlco01
90,Malcolm Cazalon,SG,22,DET,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.012,,-6.0,-3.1,-9.1,0.0,cazalma01
91,Julian Champagnie,SF,22,SAS,59,1042,10.9,.568,.720,.215,3.5,12.5,8.0,9.5,1.6,2.4,10.7,14.3,,0.5,0.8,1.2,.057,,-1.5,-0.4,-1.9,0.0,champju02
92,Justin Champagnie,SF,22,WAS,4,19,13.8,.500,.545,.000,0.0,5.8,2.8,8.3,2.5,8.5,8.3,26.5,,0.0,0.0,0.0,-0.056,,-1.7,0.4,-1.3,0.0,champju01
