,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
16,Omar Cook,Feb 4 '04 POR @ PHO,22,2,22,213,17,51,0,5,3,6,5,13,46,16,1,16,20,37,.333,.000,.500,9.7,1.7,0.6,2.1,0.7,0.0,cookom01
17,Marquis Daniels,Oct 28 '03 DAL @ LAL,23,10,548,11707,1772,3933,103,439,672,932,521,1552,966,509,137,644,882,4319,.451,.235,.721,21.4,7.9,2.8,1.8,0.9,0.3,daniema01
18,Josh Davis,Mar 10 '04 ATL @ MIL,23,4,67,498,56,150,23,70,21,29,49,115,19,17,5,21,70,156,.373,.329,.724,7.4,2.3,1.7,0.3,0.3,0.1,davisjo02
19,Boris Diaw,Oct 29 '03 ATL @ NOH,21,14,1064,28768,3805,7711,475,1413,1054,1470,1258,4634,3684,648,510,1897,2269,9139,.493,.336,.717,27.0,8.6,4.4,3.5,0.6,0.5,diawbo01
20,Kaniel Dickens,Dec 20 '03 POR vs. SAS,25,3,19,85,8,20,3,9,3,4,5,12,2,2,2,3,9,22,.400,.333,.750,4.5,1.2,0.6,0.1,0.1,0.1,dickeka01
21,Ronald Dupree,Jan 7 '04 CHI @ MIA,23,6,157,1758,218,510,5,13,114,204,116,339,100,57,29,90,252,555,.427,.385,.559,11.2,3.5,2.2,0.6,0.4,0.2,duprero01
22,Ndudi Ebi,Nov 1 '03 MIN vs. TOR,19,2,19,86,17,35,0,1,6,13,8,19,4,1,5,6,13,40,.486,.000,.462,4.5,2.1,1.0,0.2,0.1,0.3,ebind01
23,Francisco Elson,Oct 29 '03 DEN vs. SAS,27,9,472,7207,725,1517,3,16,273,390,497,1638,260,228,255,355,1000,1726,.478,.188,.700,15.3,3.7,3.5,0.6,0.5,0.5,elsonfr01
24,Desmond Ferguson,Mar 31 '04 POR @ BOS,26,1,7,32,5,12,3,8,0,2,0,4,1,0,0,1,0,13,.417,.375,.000,4.6,1.9,0.6,0.1,0.0,0.0,fergude01
25,T.J. Ford,Oct 31 '03 MIL @ IND,20,8,429,11882,1829,4223,127,439,1012,1242,296,1331,2495,496,55,1047,972,4797,.433,.289,.815,27.7,11.2,3.1,5.8,1.2,0.1,fordtj01
26,Richie Frahm,Oct 30 '03 SEA vs. LAC,26,4,140,1473,178,433,95,267,51,63,36,164,83,37,10,35,122,502,.411,.356,.810,10.5,3.6,1.2,0.6,0.3,0.1,frahmri01
27,Hiram Fuller,Feb 27 '04 ATL @ DET,22,1,4,43,3,8,0,0,2,6,4,11,2,0,1,4,5,8,.375,,.333,10.8,2.0,2.8,0.5,0.0,0.3,fullehi01
28,Reece Gaines,Oct 29 '03 ORL @ NYK,23,3,71,605,48,148,7,26,20,33,9,53,50,17,3,26,40,123,.324,.269,.606,8.5,1.7,0.7,0.7,0.2,0.0,gainere01
29,Alex Garcia,Jan 5 '04 SAS @ DEN,23,2,10,159,19,59,5,18,4,6,7,15,18,6,1,9,15,47,.322,.278,.667,15.9,4.7,1.5,1.8,0.6,0.1,garcial01
30,Willie Green,Oct 28 '03 PHI vs. MIA,22,12,731,14783,2417,5682,517,1494,708,925,242,1303,1018,393,108,705,1259,6059,.425,.346,.765,20.2,8.3,1.8,1.4,0.5,0.1,greenwi01
31,Ben Handlogten,Oct 29 '03 UTA vs. POR,30,2,38,469,68,130,0,1,27,44,45,120,19,10,9,28,87,163,.523,.000,.614,12.3,4.3,3.2,0.5,0.3,0.2,handlbe01
32,Travis Hansen,Nov 5 '03 ATL @ GSW,25,1,41,507,46,130,9,30,22,27,30,70,19,10,9,15,67,123,.354,.300,.815,12.4,3.0,1.7,0.5,0.2,0.2,hansetr01
33,Udonis Haslem,Oct 28 '03 MIA @ PHI,23,20,879,21719,2669,5462,9,71,1239,1639,1615,5791,733,424,252,810,2069,6586,.489,.127,.756,24.7,7.5,6.6,0.8,0.5,0.3,hasleud01
34,Jarvis Hayes,Oct 29 '03 WAS @ CHI,22,7,427,9898,1397,3363,392,1101,367,460,244,1330,459,312,56,374,852,3553,.415,.356,.798,23.2,8.3,3.1,1.1,0.7,0.1,hayesja01
35,Kirk Hinrich,Nov 7 '03 CHI vs. PHI,23,13,879,27015,3503,8522,1172,3122,1416,1770,310,2576,4245,972,243,1617,2487,9594,.411,.375,.800,30.7,10.9,2.9,4.8,1.1,0.3,hinriki01
36,Josh Howard,Oct 28 '03 DAL @ LAL,23,10,507,15350,2759,6161,342,1029,1410,1830,846,2886,817,530,276,723,1297,7270,.448,.332,.770,30.3,14.3,5.7,1.6,1.0,0.5,howarjo01
37,Brandon Hunter,Jan 9 '04 BOS vs. CLE,23,2,67,630,90,189,0,3,40,82,75,187,22,17,8,44,82,220,.476,.000,.488,9.4,3.3,2.8,0.3,0.3,0.1,huntebr01
38,LeBron James,Oct 29 '03 CLE @ SAC,19,21,1476,56019,14677,29041,2382,6860,8300,11291,1713,11057,10855,2256,1106,5143,2669,40036,.505,.347,.735,38.0,27.1,7.5,7.4,1.5,0.7,jamesle01
39,Britton Johnsen,Oct 29 '03 ORL @ NYK,24,2,26,377,23,81,1,16,7,16,20,55,16,8,1,17,38,54,.284,.063,.438,14.5,2.1,2.1,0.6,0.3,0.0,johnsbr01
40,Linton Johnson,Nov 7 '03 CHI vs. PHI,23,6,151,2111,239,574,32,105,72,103,159,493,65,84,63,100,271,582,.416,.305,.699,14.0,3.9,3.3,0.4,0.6,0.4,johnsli01
41,Dahntay Jones,Nov 21 '03 MEM @ SEA,23,13,624,9799,1203,2739,107,325,840,1118,252,1082,529,261,144,507,1206,3353,.439,.329,.751,15.7,5.4,1.7,0.8,0.4,0.2,jonesda02
42,James Jones,Dec 26 '03 IND @ MIL,23,14,709,11098,1205,3003,776,1937,531,632,226,1276,366,226,218,231,930,3717,.401,.401,.840,15.7,5.2,1.8,0.5,0.3,0.3,jonesja02
43,Chris Kaman,Oct 30 '03 LAC @ SEA,21,13,735,19642,3432,7023,1,24,1343,1808,1487,5582,921,322,931,1544,1968,8208,.489,.042,.743,26.7,11.2,7.6,1.3,0.4,1.3,kamanch01
44,Jason Kapono,Oct 30 '03 CLE @ PHO,22,9,509,9068,1336,3026,457,1054,269,322,165,844,417,180,25,327,777,3398,.442,.434,.835,17.8,6.7,1.7,0.8,0.4,0.0,kaponja01
45,Kyle Korver,Oct 28 '03 PHI vs. MIA,22,17,1232,31183,4103,9277,2450,5715,1297,1479,345,3643,2114,804,403,1290,2522,11953,.442,.429,.877,25.3,9.7,3.0,1.7,0.7,0.3,korveky01
46,Maciej Lampe,Jan 23 '04 PHO vs. SAS,18,3,64,632,94,231,2,8,25,37,37,142,22,8,10,35,81,215,.407,.250,.676,9.9,3.4,2.2,0.3,0.1,0.2,lampema01
47,Raül López,Oct 29 '03 UTA vs. POR,23,2,113,2135,280,652,45,130,128,150,31,194,428,84,5,221,278,733,.429,.346,.853,18.9,6.5,1.7,3.8,0.7,0.0,lopezra01
48,Keith McLeod,Oct 29 '03 MIN vs. MIL,24,4,200,3723,363,1018,59,209,320,400,40,268,536,145,27,250,359,1105,.357,.282,.800,18.6,5.5,1.3,2.7,0.7,0.1,mcleoke01
49,Darko Miličić,Oct 31 '03 DET @ MIA,18,10,468,8638,1196,2602,0,6,421,734,628,1971,405,206,613,573,1065,2813,.460,.000,.574,18.5,6.0,4.2,0.9,0.4,1.3,milicda01
50,Travis Outlaw,Nov 15 '03 POR @ NOH,19,11,622,13026,1994,4713,344,1021,941,1265,480,1974,514,331,381,512,1035,5273,.423,.337,.744,20.9,8.5,3.2,0.8,0.5,0.6,outlatr01
51,Zaza Pachulia,Nov 5 '03 ORL vs. CHI,19,16,1098,22240,2608,5559,0,31,2198,2927,2362,6315,1433,768,378,1444,2738,7414,.469,.000,.751,20.3,6.8,5.8,1.3,0.7,0.3,pachuza01
52,Sasha Pavlović,Oct 29 '03 UTA vs. POR,20,10,567,8888,1070,2651,308,890,339,504,188,1000,517,272,98,460,1026,2787,.404,.346,.673,15.7,4.9,1.8,0.9,0.5,0.2,pavloal01
53,Desmond Penigar,Feb 20 '04 ORL vs. DEN,22,1,10,89,14,28,0,0,4,4,6,24,3,2,2,6,14,32,.500,,1.000,8.9,3.2,2.4,0.3,0.2,0.2,penigde01
54,Kirk Penney,Nov 3 '03 MIA @ DAL,23,2,6,30,2,9,1,4,0,0,0,2,2,1,0,5,1,5,.222,.250,,5.0,0.8,0.3,0.3,0.2,0.0,penneki01
55,Kendrick Perkins,Dec 13 '03 BOS @ CLE,19,14,782,17162,1705,3219,0,14,804,1353,1305,4532,813,263,903,1233,2142,4214,.530,.000,.594,21.9,5.4,5.8,1.0,0.3,1.2,perkike01
56,Mickaël Piétrus,Oct 29 '03 GSW vs. DAL,21,10,557,11950,1625,3821,679,1910,700,1053,440,1723,445,371,230,576,1270,4629,.425,.355,.665,21.5,8.3,3.1,0.8,0.7,0.4,pietrmi01
57,Zoran Planinić,Oct 31 '03 NJN vs. MIN,21,3,148,1584,197,486,37,128,130,192,47,198,165,58,7,120,237,561,.405,.289,.677,10.7,3.8,1.3,1.1,0.4,0.0,planizo01
58,Luke Ridnour,Oct 30 '03 SEA vs. LAC,22,12,830,21623,2933,6803,584,1674,1290,1496,363,1877,3713,814,161,1349,1779,7740,.431,.349,.862,26.1,9.3,2.3,4.5,1.0,0.2,ridnolu01
59,Theron Smith,Nov 8 '03 MEM @ UTA,23,2,53,688,60,179,9,24,20,24,52,157,35,11,9,41,76,149,.335,.375,.833,13.0,2.8,3.0,0.7,0.2,0.2,smithth01
60,Darius Songaila,Oct 29 '03 SAC vs. CLE,25,8,495,9229,1449,2904,3,19,514,609,553,1689,589,324,106,486,1197,3415,.499,.158,.844,18.6,6.9,3.4,1.2,0.7,0.2,songada01
61,Mike Sweetney,Oct 29 '03 NYK vs. ORL,21,4,233,3610,564,1164,0,2,388,563,400,1045,145,73,107,277,569,1516,.485,.000,.689,15.5,6.5,4.5,0.6,0.3,0.5,sweetmi01
62,Ime Udoka,Jan 14 '04 LAL vs. DEN,26,7,316,5711,614,1471,218,612,189,268,219,926,308,208,54,221,528,1635,.417,.356,.705,18.1,5.2,2.9,1.0,0.7,0.2,udokaim01
63,Slavko Vraneš,Jan 8 '04 POR @ MIN,21,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.000,,,3.0,0.0,0.0,0.0,0.0,0.0,vranesl01
64,Dwyane Wade*,Oct 28 '03 MIA @ PHI,22,16,1054,35773,8454,17617,549,1874,5708,7463,1258,4933,5701,1620,885,3326,2328,23165,.480,.293,.765,33.9,22.0,4.7,5.4,1.5,0.8,wadedw01
65,Luke Walton,Oct 28 '03 LAL vs. DAL,23,10,564,9685,1050,2449,182,558,367,513,481,1588,1317,313,102,597,810,2649,.429,.326,.715,17.2,4.7,2.8,2.3,0.6,0.2,waltolu01
66,David West,Oct 29 '03 NOH vs. ATL,23,15,1034,29144,5703,11519,57,215,2571,3148,1784,6590,2273,764,850,1660,2408,14034,.495,.265,.817,28.2,13.6,6.4,2.2,0.7,0.8,westda01
67,Mo Williams,Nov 1 '03 UTA @ DAL,21,13,818,23872,4051,9326,1094,2891,1563,1795,407,2264,3990,721,121,1849,2005,10759,.434,.378,.871,29.2,13.2,2.8,4.9,0.9,0.1,willima01
