,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
22,Darrun Hilliard,Nov 23 '15 DET @ MIL,22,3,91,859,104,276,31,102,56,75,7,85,71,22,3,51,74,295,.377,.304,.747,9.4,3.2,0.9,0.8,0.2,0.0,hillida01
23,Rondae Hollis-Jefferson,Oct 28 '15 BRK vs. CHI,21,6,305,6759,1004,2238,44,208,708,963,440,1684,579,278,162,392,620,2760,.449,.212,.735,22.2,9.0,5.5,1.9,0.9,0.5,holliro01
24,Richaun Holmes,Oct 28 '15 PHI @ BOS,22,9,449,8593,1590,2636,49,177,617,831,762,2348,428,228,419,377,1123,3846,.603,.277,.742,19.1,8.6,5.2,1.0,0.5,0.9,holmeri01
25,Marcelo Huertas,Oct 28 '15 LAL vs. MIN,32,2,76,1106,122,298,20,80,36,46,20,114,234,36,9,99,92,300,.409,.250,.783,14.6,3.9,1.5,3.1,0.5,0.1,huertma01
26,Josh Huestis,Mar 24 '16 OKC vs. UTA,24,3,76,1068,71,205,39,125,6,25,48,180,23,16,48,29,85,187,.346,.312,.240,14.1,2.5,2.4,0.3,0.2,0.6,huestjo01
27,R.J. Hunter,Nov 4 '15 BOS @ IND,22,4,45,395,49,132,26,88,9,11,3,46,19,18,4,13,39,133,.371,.295,.818,8.8,3.0,1.0,0.4,0.4,0.1,hunterj01
28,Damien Inglis,Oct 28 '15 MIL vs. NYK,20,1,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,.351,.231,.875,7.8,1.8,1.6,0.5,0.3,0.2,inglida01
29,Stanley Johnson,Oct 27 '15 DET @ ATL,19,8,449,8879,1028,2630,340,1114,410,548,253,1404,679,383,106,480,871,2806,.391,.305,.748,19.8,6.2,3.1,1.5,0.9,0.2,johnsst04
30,Nikola Jokić,Oct 28 '15 DEN @ HOU,20,9,655,20346,5231,9404,653,1878,2470,2984,1729,6995,4503,786,478,1881,1793,13585,.556,.348,.828,31.1,20.7,10.7,6.9,1.2,0.7,jokicni01
31,Tyus Jones,Nov 10 '15 MIN vs. CHO,19,9,596,12097,1710,3837,519,1409,438,539,150,1166,2550,596,55,459,456,4377,.446,.368,.813,20.3,7.3,2.0,4.3,1.0,0.1,jonesty01
32,Frank Kaminsky,Oct 28 '15 CHO @ MIA,22,8,413,8160,1306,3034,428,1226,590,791,300,1579,651,174,146,314,609,3630,.430,.349,.746,19.8,8.8,3.8,1.6,0.4,0.4,kaminfr01
33,Sasha Kaun,Oct 28 '15 CLE @ MEM,30,1,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,.529,,.455,3.8,0.9,1.0,0.1,0.2,0.2,kaunsa01
34,Kevon Looney,Jan 27 '16 GSW vs. DAL,19,9,509,8999,1090,1871,10,60,383,624,1077,2870,827,254,278,305,1125,2573,.583,.167,.614,17.7,5.1,5.6,1.6,0.5,0.5,looneke01
35,Trey Lyles,Oct 28 '15 UTA @ DET,20,9,568,10356,1583,3570,549,1581,678,911,487,2452,595,215,201,470,819,4393,.443,.347,.744,18.2,7.7,4.3,1.0,0.4,0.4,lylestr01
36,Boban Marjanović,Oct 30 '15 SAS vs. BRK,27,9,326,2859,692,1198,10,42,419,550,401,1179,152,59,95,207,343,1813,.578,.238,.762,8.8,5.6,3.6,0.5,0.2,0.3,marjabo01
37,Jarell Martin,Dec 18 '15 MEM @ DAL,21,4,184,2927,376,867,63,182,183,239,189,639,114,67,73,144,411,998,.434,.346,.766,15.9,5.4,3.5,0.6,0.4,0.4,martija01
38,T.J. McConnell,Oct 28 '15 PHI @ BOS,23,9,607,13115,1957,3814,144,426,340,435,334,1807,3082,747,109,984,876,4398,.513,.338,.782,21.6,7.2,3.0,5.1,1.2,0.2,mccontj01
39,Chris McCullough,Feb 8 '16 BRK vs. DEN,20,3,59,532,78,183,15,49,23,42,41,112,15,30,19,20,54,194,.426,.306,.548,9.0,3.3,1.9,0.3,0.5,0.3,mcculch01
40,Jordan McRae,Jan 29 '16 PHO @ NYK,24,4,123,1696,302,724,83,234,159,206,34,225,167,45,30,87,147,846,.417,.355,.772,13.8,6.9,1.8,1.4,0.4,0.2,mcraejo01
41,Salah Mejri,Oct 28 '15 DAL @ PHO,29,4,204,2430,280,464,12,41,121,205,259,808,94,72,190,123,382,693,.603,.293,.590,11.9,3.4,4.0,0.5,0.4,0.9,mejrisa01
42,Jordan Mickey,Oct 28 '15 BOS vs. PHI,21,3,64,482,62,138,2,17,26,43,37,128,17,9,27,28,53,152,.449,.118,.605,7.5,2.4,2.0,0.3,0.1,0.4,mickejo01
43,Luis Montero,Oct 30 '15 POR @ PHO,22,2,14,50,5,20,1,9,3,4,0,6,1,0,0,6,1,14,.250,.111,.750,3.6,1.0,0.4,0.1,0.0,0.0,montelu01
44,Emmanuel Mudiay,Oct 28 '15 DEN @ HOU,19,6,302,7187,1222,3051,276,855,579,778,138,884,1143,215,88,670,492,3299,.401,.323,.744,23.8,10.9,2.9,3.8,0.7,0.3,mudiaem01
45,Xavier Munford,Mar 17 '16 MEM @ MIL,23,2,20,265,33,83,9,25,8,16,4,32,26,14,3,17,29,83,.398,.360,.500,13.3,4.2,1.6,1.3,0.7,0.2,munfoxa02
46,Larry Nance Jr.,Nov 6 '15 LAL @ BRK,23,9,504,11700,1599,2961,200,588,481,696,951,3152,933,579,252,477,1081,3879,.540,.340,.691,23.2,7.7,6.3,1.9,1.1,0.5,nancela02
47,Raul Neto,Oct 28 '15 UTA @ DET,23,8,435,6765,935,2041,258,714,342,421,96,658,913,279,34,398,569,2470,.458,.361,.812,15.6,5.7,1.5,2.1,0.6,0.1,netora01
48,J.J. O'Brien,Jan 16 '16 UTA vs. LAL,23,1,2,6,0,1,0,0,0,0,0,1,0,1,0,0,1,0,.000,,,3.0,0.0,0.5,0.0,0.5,0.0,obriejj01
49,Jahlil Okafor,Oct 28 '15 PHI @ BOS,20,6,247,4827,1092,2016,6,27,376,556,377,1169,225,73,195,347,515,2566,.542,.222,.676,19.5,10.4,4.7,0.9,0.3,0.8,okafoja01
50,Kelly Oubre Jr.,Oct 30 '15 WAS @ MIL,20,9,574,14965,2666,6124,874,2669,1185,1581,569,2534,592,572,274,607,1493,7391,.435,.327,.750,26.1,12.9,4.4,1.0,1.0,0.5,oubreke01
51,Lamar Patterson,Oct 27 '15 ATL vs. DET,24,2,40,435,31,95,13,55,18,25,5,57,45,10,2,27,51,93,.326,.236,.720,10.9,2.3,1.4,1.1,0.3,0.1,pattela01
52,Cameron Payne,Nov 1 '15 OKC vs. DEN,21,9,383,6837,1146,2711,416,1133,295,359,108,803,1258,246,76,449,650,3003,.423,.367,.822,17.9,7.8,2.1,3.3,0.6,0.2,payneca01
53,Tibor Pleiß,Oct 30 '15 UTA @ PHI,26,1,12,82,11,25,0,2,2,2,6,15,2,1,2,8,19,24,.440,.000,1.000,6.8,2.0,1.3,0.2,0.1,0.2,pleisti01
54,Bobby Portis,Nov 3 '15 CHI @ CHO,20,9,585,13143,2753,5772,645,1691,671,885,1106,4107,716,339,211,627,1129,6822,.477,.381,.758,22.5,11.7,7.0,1.2,0.6,0.4,portibo01
55,Kristaps Porziņģis,Oct 28 '15 NYK @ MIL,20,8,446,13809,3085,6725,821,2278,1777,2139,774,3498,796,318,815,763,1345,8768,.459,.360,.831,31.0,19.7,7.8,1.8,0.7,1.8,porzikr01
56,Norman Powell,Nov 1 '15 TOR vs. MIL,22,9,540,12508,2307,4923,843,2136,1141,1380,194,1415,797,424,151,651,1000,6598,.469,.395,.827,23.2,12.2,2.6,1.5,0.8,0.3,powelno01
57,Willie Reed,Dec 4 '15 BRK @ NYK,25,3,152,1885,319,539,2,6,111,198,213,575,46,33,99,66,240,751,.592,.333,.561,12.4,4.9,3.8,0.3,0.2,0.7,reedwi02
58,Josh Richardson,Nov 5 '15 MIA @ MIN,22,9,546,15665,2316,5395,867,2383,850,1005,372,1673,1451,558,296,724,1213,6349,.429,.364,.846,28.7,11.6,3.1,2.7,1.0,0.5,richajo01
59,Terry Rozier,Oct 28 '15 BOS vs. PHI,21,9,583,16119,2989,7128,1214,3331,1050,1272,391,2298,2098,558,145,796,873,8242,.419,.364,.825,27.6,14.1,3.9,3.6,1.0,0.2,roziete01
60,D'Angelo Russell,Oct 28 '15 LAL vs. MIN,19,9,553,16621,3545,8242,1397,3801,1313,1664,275,1889,3169,591,177,1496,1052,9800,.430,.368,.789,30.1,17.7,3.4,5.7,1.1,0.3,russeda01
61,Jonathon Simmons,Nov 14 '15 SAS vs. PHI,26,4,258,5298,786,1774,145,457,425,562,124,621,483,158,61,343,513,2142,.443,.317,.756,20.5,8.3,2.4,1.9,0.6,0.2,simmojo02
62,Alex Stepheson,Feb 20 '16 LAC vs. GSW,28,1,8,73,9,27,0,0,4,12,19,28,2,1,5,0,12,22,.333,,.333,9.1,2.8,3.5,0.3,0.1,0.6,stephal01
63,Edy Tavares,Oct 29 '15 ATL @ NYK,23,2,13,101,15,24,0,0,3,11,11,32,4,1,12,7,11,33,.625,,.273,7.8,2.5,2.5,0.3,0.1,0.9,tavarwa01
64,Axel Toupane,Mar 4 '16 DEN vs. BRK,23,3,33,413,34,90,15,46,18,24,8,38,19,10,10,6,52,101,.378,.326,.750,12.5,3.1,1.2,0.6,0.3,0.3,toupaax01
65,Karl-Anthony Towns,Oct 28 '15 MIN @ LAL,20,9,571,19398,4814,9190,973,2442,2499,2980,1587,6205,1805,452,720,1545,1942,13100,.524,.398,.839,34.0,22.9,10.9,3.2,0.8,1.3,townska01
66,Myles Turner,Oct 29 '15 IND vs. MEM,19,9,551,15789,2831,5653,563,1606,1371,1773,799,3759,675,380,1225,764,1650,7596,.501,.351,.773,28.7,13.8,6.8,1.2,0.7,2.2,turnemy01
67,Rashad Vaughn,Oct 28 '15 MIL vs. NYK,19,3,139,1671,161,478,83,265,18,26,18,158,75,53,29,48,120,423,.337,.313,.692,12.0,3.0,1.1,0.5,0.4,0.2,vaughra01
68,Briante Weber,Mar 11 '16 MEM vs. NOP,23,3,45,611,58,142,5,26,22,30,24,86,64,39,9,32,56,143,.408,.192,.733,13.6,3.2,1.9,1.4,0.9,0.2,weberbr01
69,Alan Williams,Mar 17 '16 PHO @ UTA,23,4,67,872,163,322,0,2,87,139,115,371,39,37,38,51,155,413,.506,.000,.626,13.0,6.2,5.5,0.6,0.6,0.6,willial03
70,Justise Winslow,Oct 28 '15 MIA vs. CHO,19,8,344,8905,1121,2718,229,728,358,561,364,1760,889,307,137,500,794,2829,.412,.315,.638,25.9,8.2,5.1,2.6,0.9,0.4,winslju01
71,Christian Wood,Oct 28 '15 PHI @ BOS,20,8,339,7858,1671,3252,415,1117,860,1239,460,2366,469,183,295,487,637,4617,.514,.372,.694,23.2,13.6,7.0,1.4,0.5,0.9,woodch01
72,Delon Wright,Nov 1 '15 TOR vs. MIL,23,9,497,10310,1270,2806,333,940,597,741,394,1561,1531,604,174,452,528,3470,.453,.354,.806,20.7,7.0,3.1,3.1,1.2,0.4,wrighde01
73,Joe Young,Oct 28 '15 IND @ TOR,23,3,127,1077,168,427,40,135,53,69,19,130,119,33,1,64,74,429,.393,.296,.768,8.5,3.4,1.0,0.9,0.3,0.0,youngjo01
