Rk,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Golden State Warriors,11,242.3,36.5,81.2,.450,11.1,31.0,.358,25.5,50.2,.507,22.5,30.5,.735,11.5,26.8,38.3,17.2,10.3,5.5,14.9,26.6,106.6
2,Phoenix Suns,11,240.0,39.0,81.8,.477,7.1,18.7,.379,31.9,63.1,.506,19.0,24.4,.780,9.2,31.2,40.4,23.4,6.4,5.2,13.8,19.6,104.1
3,Dallas Mavericks,6,240.0,34.2,80.8,.423,7.0,22.2,.316,27.2,58.7,.463,23.2,30.0,.772,14.0,30.3,44.3,17.8,8.3,5.0,16.3,23.8,98.5
4,Los Angeles Lakers,5,240.0,38.0,86.0,.442,6.4,19.8,.323,31.6,66.2,.477,15.6,21.6,.722,14.2,29.2,43.4,14.4,5.8,4.0,15.2,23.0,98.0
5,Utah Jazz,17,241.5,36.4,79.4,.459,4.3,12.6,.341,32.1,66.8,.481,20.8,27.7,.749,13.0,31.2,44.2,22.2,7.4,4.8,16.0,24.6,97.9
6,San Antonio Spurs,20,240.0,35.3,76.8,.459,7.6,19.7,.384,27.7,57.1,.485,17.6,24.3,.724,10.5,30.1,40.6,19.9,7.1,5.5,13.9,20.5,95.7
7,Chicago Bulls,10,240.0,32.5,75.6,.430,5.9,16.6,.355,26.6,59.0,.451,21.5,29.5,.729,11.6,30.3,41.9,20.6,7.0,4.2,15.3,22.1,92.4
8,Washington Wizards,4,240.0,34.3,83.0,.413,6.3,20.5,.305,28.0,62.5,.448,16.8,21.8,.770,10.3,26.3,36.5,18.8,5.5,3.0,8.8,21.3,91.5
9,Detroit Pistons,16,243.1,32.7,76.0,.430,5.8,16.6,.350,26.9,59.4,.453,20.2,26.3,.767,11.8,28.8,40.6,20.1,7.1,4.7,13.3,23.9,91.4
10,Toronto Raptors,6,240.0,32.5,73.5,.442,5.3,14.5,.368,27.2,59.0,.460,20.5,25.5,.804,7.3,30.5,37.8,16.2,7.7,4.0,14.7,21.3,90.8
11,New Jersey Nets,12,240.0,32.6,73.3,.444,7.7,20.8,.368,24.9,52.5,.475,17.3,23.3,.743,8.6,31.3,39.8,23.0,6.3,2.9,16.1,21.2,90.2
12,Cleveland Cavaliers,20,242.5,32.1,76.3,.421,5.4,16.6,.326,26.7,59.8,.447,19.2,26.1,.737,11.9,31.4,43.3,17.5,7.2,3.5,13.0,20.7,88.8
13,Miami Heat,4,240.0,33.3,74.8,.445,5.5,17.0,.324,27.8,57.8,.481,16.8,27.3,.615,8.0,28.3,36.3,17.8,6.3,5.3,14.8,25.3,88.8
14,Denver Nuggets,5,240.0,33.6,79.4,.423,4.6,14.4,.319,29.0,65.0,.446,16.4,21.0,.781,13.0,30.4,43.4,17.6,5.6,4.2,15.2,18.0,88.2
15,Orlando Magic,4,240.0,34.5,72.3,.478,2.5,7.3,.345,32.0,65.0,.492,16.5,28.5,.579,11.3,29.0,40.3,18.0,4.3,3.5,14.8,24.3,88.0
16,Houston Rockets,7,240.0,29.7,72.4,.410,7.1,22.3,.321,22.6,50.1,.450,20.7,26.3,.788,9.9,31.7,41.6,18.1,7.0,4.1,14.9,19.3,87.3
,League Average,10,240.9,34.2,77.4,.442,6.4,18.3,.350,27.8,59.1,.471,19.4,26.1,.743,11.1,30.1,41.2,19.5,7.1,4.4,14.4,22.2,94.2
