,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999
1,Álex Abrines,SG,24,OKC,6,110,,94%,6%,,,8.4,21.6,1,0,7,0,0,2,6,0,2,abrinal01
2,Steven Adams,C,24,OKC,6,200,,,,,100%,-4.0,3.3,2,2,7,0,3,1,23,0,7,adamsst01
3,Bam Adebayo,C,20,MIA,5,77,,,,,100%,-11.3,-2.0,0,0,2,1,7,2,0,0,1,adebaba01
4,LaMarcus Aldridge,C,32,SAS,5,177,,,,22%,79%,-9.5,-1.2,3,4,5,0,22,0,29,6,7,aldrila01
5,Al-Farouq Aminu,PF,27,POR,4,131,,,,97%,2%,-15.9,-20.5,2,2,3,1,1,1,12,0,1,aminual01
6,Justin Anderson,SF,24,PHI,7,33,,,92%,8%,,8.9,6.6,1,1,4,0,0,0,0,0,0,anderju01
7,Kyle Anderson,SF,24,SAS,5,73,,3%,76%,21%,,-8.5,1.0,1,1,1,1,2,0,6,0,2,anderky01
8,Ryan Anderson,PF,29,HOU,11,95,,,,61%,39%,-28.2,-34.1,3,0,6,0,0,0,15,0,2,anderry01
9,Giannis Antetokounmpo,PF,23,MIL,7,280,,,,74%,26%,-0.4,-4.7,10,3,12,2,26,1,106,7,5,antetgi01
10,Carmelo Anthony,PF,33,OKC,6,194,,,,80%,20%,-15.7,-33.4,4,1,9,1,5,0,5,0,1,anthoca01
11,OG Anunoby,SF,20,TOR,10,238,,,67%,33%,,-4.6,-0.7,3,2,10,1,5,2,18,0,2,anunoog01
12,Trevor Ariza,SF,32,HOU,17,582,,,70%,30%,,7.1,17.9,3,3,16,1,12,3,58,1,5,arizatr01
13,Luke Babbitt,SF,28,MIA,2,3,,,100%,,,-100.0,-91.2,0,0,0,0,0,0,0,0,0,babbilu01
14,Wade Baldwin,PG,21,POR,4,19,17%,83%,,,,14.2,26.4,2,1,1,0,0,0,6,0,1,baldwwa01
15,Jerryd Bayless,SG,29,PHI,1,2,,100%,,,,8.3,5.6,0,0,0,0,0,0,0,0,0,bayleje01
16,Aron Baynes,C,31,BOS,19,389,,,,5%,95%,-2.5,-5.6,6,0,23,1,7,2,47,0,8,baynear01
17,Bradley Beal,SG,24,WAS,6,216,2%,90%,8%,,,-10.5,-31.0,8,3,8,3,8,1,39,1,5,bealbr01
18,Marco Belinelli,SG,31,PHI,10,273,,44%,56%,,,6.0,7.4,2,2,9,0,8,2,52,3,5,belinma01
19,Jordan Bell,C,23,GSW,17,173,,,14%,24%,62%,9.9,-0.4,1,2,9,0,7,0,36,0,4,belljo01
20,Dāvis Bertāns,PF,25,SAS,5,82,,,,94%,6%,0.5,15.0,0,1,3,0,3,1,12,0,1,bertada01
21,Nemanja Bjelica,PF,29,MIN,5,47,,,,100%,,-12.2,-3.4,0,1,3,0,4,0,6,1,1,bjeline01
22,Tarik Black,C,26,HOU,7,19,,,,13%,87%,-46.6,-49.5,0,1,3,0,0,0,4,0,1,blackta01
23,Eric Bledsoe,PG,28,MIL,7,225,100%,,,,,5.7,14.7,6,4,3,3,9,2,64,1,4,bledser01
24,Bojan Bogdanović,SF,28,IND,7,238,,,98%,2%,,6.1,-0.8,5,6,9,0,7,3,30,4,6,bogdabo02
25,Trevor Booker,PF,30,IND,7,64,,,,99%,1%,2.7,-4.4,0,0,2,1,4,0,0,1,1,booketr01
26,Tony Bradley,C,20,UTA,1,2,,,,,100%,66.7,68.6,0,0,0,0,0,0,0,0,0,bradlto01
27,Corey Brewer,SG,31,OKC,6,151,,88%,12%,,,-12.6,-16.6,1,1,7,0,2,1,11,0,1,breweco01
28,Malcolm Brogdon,PG,25,MIL,7,186,18%,82%,,,,-6.0,-14.3,4,5,4,0,2,0,44,2,4,brogdma01
29,Aaron Brooks,PG,33,MIN,2,3,100%,,,,,0.0,9.7,0,0,0,0,0,0,0,0,0,brookaa01
30,Jaylen Brown,SG,21,BOS,18,583,,71%,29%,,,0.7,-0.1,10,5,23,0,21,5,64,2,28,brownja02
31,Lorenzo Brown,PG,27,TOR,4,29,,77%,23%,,,-25.7,-22.7,1,0,1,0,1,0,4,0,0,brownlo01
32,Sterling Brown,SG,22,MIL,3,13,,100%,,,,4.3,4.1,0,0,1,0,0,0,0,0,0,brownst02
33,Alec Burks,SG,26,UTA,9,120,17%,55%,29%,,,2.1,5.0,2,4,3,0,10,0,43,5,5,burksal01
34,Jimmy Butler,SG,28,MIN,5,170,,55%,26%,19%,,-3.6,19.9,3,2,3,0,8,1,50,1,6,butleji01
35,José Calderón,PG,36,CLE,13,104,100%,,,,,1.6,3.8,3,2,6,0,1,0,22,0,1,caldejo01
36,Clint Capela,C,23,HOU,17,520,,,,,100%,4.2,6.5,4,3,18,3,23,0,51,5,9,capelca01
37,Ian Clark,SG,26,NOP,9,190,60%,40%,,,,-8.0,-13.6,5,4,8,0,1,3,25,1,4,clarkia01
38,Jordan Clarkson,SG,25,CLE,19,286,89%,11%,,,,-9.2,-10.0,3,5,11,2,1,3,28,1,11,clarkjo01
39,Zach Collins,C,20,POR,4,70,,,,8%,92%,-17.6,-12.6,1,0,5,1,1,1,14,0,3,colliza01
40,Darren Collison,PG,30,IND,7,214,100%,,,,,4.8,-4.6,5,3,1,0,5,1,75,2,3,collida01
41,Pat Connaughton,SG,25,POR,4,59,,35%,65%,,,-18.3,-12.8,0,1,4,0,1,0,14,0,1,connapa01
42,Quinn Cook,PG,24,GSW,17,175,100%,,,,,12.1,2.1,4,1,4,0,5,2,25,3,1,cookqu01
43,Robert Covington,SF,27,PHI,10,281,,,92%,8%,,-2.7,-13.2,6,4,13,1,4,2,58,0,2,covinro01
44,Jamal Crawford,SG,37,MIN,5,123,,47%,53%,,,-2.5,15.0,2,2,1,1,6,0,28,0,1,crawfja01
45,Jordan Crawford,SG,29,NOP,2,15,,93%,7%,,,-17.8,-18.1,1,2,0,0,0,0,2,0,0,crawfjo02
46,Jae Crowder,SF,27,UTA,11,323,,9%,62%,29%,,-8.9,-18.7,6,5,11,2,13,1,48,2,3,crowdja01
47,Stephen Curry,PG,29,GSW,15,555,99%,1%,,,,12.0,3.8,21,15,13,3,23,6,183,10,20,curryst01
48,Anthony Davis,PF,24,NOP,9,358,,,,,100%,0.5,5.1,4,13,12,6,25,0,35,8,6,davisan02
49,Ed Davis,C,28,POR,4,71,,,,67%,33%,-0.8,13.5,1,1,3,2,1,0,0,0,3,davised01
