,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
209,Landry Shamet,SG,23,BRK,12,206,,40%,50%,10%,,4.1,-4.8,4,0,8,1,1,3,19,0,5,shamela01
210,Ben Simmons,PG,24,PHI,12,402,83%,17%,,,,12.9,19.6,10,9,7,7,15,2,259,5,3,simmobe01
211,Anfernee Simons,SG,21,POR,6,107,40%,60%,,,,-21.7,-31.0,0,1,3,0,0,0,13,0,0,simonan01
212,Marcus Smart,PG,26,BOS,5,183,55%,46%,,,,-14.0,-2.4,9,2,5,1,10,5,71,3,5,smartma01
213,Ish Smith,PG,32,WAS,5,111,100%,,,,,-3.9,18.6,4,1,9,0,0,1,31,0,3,smithis01
214,Jalen Smith,PF,20,PHO,6,18,,,,87%,13%,0.0,-5.1,1,0,0,0,0,0,2,0,1,smithja04
215,Tony Snell,SG,29,ATL,9,66,,23%,77%,,,-24.8,-25.6,4,0,2,0,0,0,4,0,0,snellto01
216,Max Strus,SF,24,MIA,2,6,,80%,20%,,,11.1,30.9,0,0,0,0,0,0,0,0,0,strusma01
217,Jayson Tatum,SF,22,BOS,5,185,,1%,17%,81%,,-19.7,-25.5,6,3,6,2,22,0,58,2,9,tatumja01
218,Jeff Teague,PG,32,MIL,16,119,100%,,,,,-15.7,-23.4,2,3,4,0,5,0,30,1,3,teaguje01
219,Matt Thomas,SG,26,UTA,3,7,,100%,,,,-48.1,-48.2,0,0,1,0,0,0,0,0,1,thomama02
220,Tristan Thompson,C,29,BOS,5,132,,,,,100%,-32.1,-40.8,3,0,4,2,8,1,12,1,4,thomptr01
221,Matisse Thybulle,SG,23,PHI,12,220,,29%,59%,12%,,-4.0,-18.0,1,1,20,0,2,3,6,1,2,thybuma01
222,Xavier Tillman Sr.,PF,22,MEM,3,18,,,,47%,53%,-35.9,-28.5,0,0,1,1,0,0,3,0,1,tillmxa01
223,Anthony Tolliver,PF,35,PHI,1,2,,,,,100%,16.7,9.5,0,0,1,0,0,1,0,0,0,tollian01
224,Obi Toppin,PF,22,NYK,5,65,,,,95%,5%,2.3,13.8,0,0,3,1,3,0,5,0,1,toppiob01
225,Axel Toupane,SF,28,MIL,4,10,,,100%,,,-23.2,-28.6,0,0,0,0,0,0,0,0,0,toupaax01
226,P.J. Tucker,PF,35,MIL,23,681,,,62%,37%,,8.3,7.8,6,2,30,0,1,10,61,0,6,tuckepj01
227,Rayjon Tucker,PG,23,PHI,1,2,100%,,,,,-116.7,-124.2,0,0,0,0,1,0,0,0,0,tuckera01
228,Jonas Valančiūnas,C,28,MEM,5,166,,,,,100%,-9.6,0.2,1,4,12,4,4,0,34,0,3,valanjo01
229,Gabe Vincent,PG,24,MIA,3,14,41%,59%,,,,-14.0,5.4,1,0,0,0,0,0,5,0,0,vincega01
230,Kemba Walker,PG,30,BOS,3,91,100%,,,,,-29.2,-25.6,3,4,5,1,4,2,33,2,3,walkeke02
231,Tremont Waters,PG,23,BOS,3,6,100%,,,,,-6.0,7.6,1,1,0,0,1,0,4,1,0,watertr01
232,Russell Westbrook,PG,32,WAS,5,186,28%,62%,11%,,,-14.6,-3.5,9,6,4,4,15,0,131,1,6,westbru01
233,Grant Williams,PF,22,BOS,5,57,,,14%,48%,39%,-1.8,15.3,0,0,4,0,1,0,9,1,0,willigr01
234,Lou Williams,PG,34,ATL,18,277,78%,22%,,,,-2.7,-2.1,16,5,3,0,13,1,95,1,3,willilo02
235,Robert Williams,C,23,BOS,3,46,,,,,100%,10.2,29.3,1,0,5,0,1,1,5,0,3,williro04
236,Justise Winslow,SF,24,MEM,1,3,,,100%,,,66.7,77.0,0,0,0,0,0,0,2,0,0,winslju01
237,Cassius Winston,PG,22,WAS,1,5,100%,,,,,-31.1,-17.6,1,0,0,1,0,0,2,0,1,winstca01
238,Trae Young,PG,22,ATL,16,603,100%,,,,,-0.2,3.5,44,16,13,1,47,2,353,7,23,youngtr01
239,Ivica Zubac,C,23,LAC,17,301,,,,,100%,-3.8,-12.6,3,5,15,6,16,0,17,2,5,zubaciv01
