,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999
1,Steven Adams,C,20,OKC,18,331,,,,,100%,-6.0,-7.3,4,3,19,3,10,0,11,4,2,adamsst01
2,LaMarcus Aldridge,PF,28,POR,11,441,,,,66%,34%,-3.1,19.2,4,7,22,7,36,1,41,9,7,aldrila01
3,Lavoy Allen,PF,24,IND,4,15,,,,,100%,5.1,5.9,0,0,1,0,0,0,2,0,0,allenla01
4,Ray Allen*,SG,38,MIA,20,527,1%,50%,49%,,,4.8,5.0,14,5,24,4,10,3,73,1,4,allenra02
5,Tony Allen,SG,32,MEM,7,230,,91%,10%,,,-2.2,9.0,5,4,12,0,10,2,19,3,9,allento01
6,Chris Andersen,C,35,MIA,18,317,,,,35%,65%,6.9,6.5,0,3,17,3,15,2,12,0,8,anderch01
7,Alan Anderson,SF,31,BRK,12,261,,16%,84%,,,-3.7,-4.1,4,3,12,3,8,2,36,3,3,anderal01
8,Pero Antić,C,31,ATL,7,170,,,,,100%,7.2,19.2,3,3,12,1,1,0,14,0,4,anticpe01
9,Trevor Ariza,SF,28,WAS,11,407,,,99%,1%,,2.7,7.9,11,2,8,1,10,3,42,1,4,arizatr01
10,Hilton Armstrong,C,29,GSW,7,17,,,,28%,72%,-40.2,-39.1,1,2,1,1,0,0,4,0,0,armsthi01
11,Ömer Aşık,C,27,HOU,6,163,,,,,100%,6.4,13.3,3,3,14,5,2,0,9,1,7,asikom01
12,D.J. Augustin,PG,26,CHI,5,141,100%,,,,,4.6,23.2,3,5,6,0,7,1,53,2,9,augusdj01
13,Jeff Ayres,PF,26,SAS,17,65,,,66%,21%,14%,4.9,-5.6,0,0,3,1,2,0,12,0,0,pendeje02
14,Harrison Barnes,SF,21,GSW,7,156,,,20%,54%,26%,2.7,11.6,1,3,5,0,4,0,19,0,2,barneha02
15,Matt Barnes,SF,33,LAC,13,404,,,90%,10%,,-1.0,-6.8,9,4,23,1,8,3,50,1,6,barnema02
16,Will Barton,SG,23,POR,7,81,7%,72%,21%,,,-16.3,-11.3,3,2,3,1,2,0,6,0,0,bartowi01
17,Shane Battier,SF,35,MIA,16,202,,4%,77%,19%,,2.4,-0.2,2,1,14,2,1,2,12,0,0,battish01
18,Nicolas Batum,SF,25,POR,11,459,,,76%,24%,,-3.8,19.0,15,10,7,2,6,1,121,3,2,batumni01
19,Aron Baynes,C,27,SAS,14,101,,,,2%,98%,23.1,14.3,2,2,10,2,3,0,0,0,2,baynear01
20,Bradley Beal,SG,20,WAS,11,458,,100%,,,,3.1,15.7,9,9,17,3,17,2,107,4,10,bealbr01
21,Michael Beasley,SF,25,MIA,4,23,,,44%,56%,,5.6,3.2,0,0,1,0,2,0,4,1,2,beaslmi01
22,Marco Belinelli,SF,27,SAS,23,356,,29%,67%,4%,,-8.9,-28.2,7,3,10,1,6,3,48,1,5,belinma01
23,Patrick Beverley,PG,25,HOU,6,202,100%,,,,,-2.0,-5.9,1,1,6,1,3,3,25,0,4,beverpa01
24,Bismack Biyombo,C,21,CHA,3,48,,,,5%,96%,-9.1,2.2,0,0,2,0,0,0,2,0,0,biyombi01
25,DeJuan Blair,PF,24,DAL,6,81,,,,69%,31%,13.2,20.9,2,1,7,1,5,0,2,1,2,blairde01
26,Steve Blake,PG,33,GSW,6,45,77%,23%,,,,-22.7,-22.3,1,1,0,0,0,0,5,0,0,blakest01
27,Andray Blatche,PF,27,BRK,12,172,,,,,100%,4.4,8.5,1,6,10,1,11,2,9,0,6,blatcan01
28,Matt Bonner,PF,33,SAS,22,136,,,,86%,15%,16.9,7.7,1,0,5,1,0,1,24,0,1,bonnema01
29,Trevor Booker,PF,26,WAS,9,146,,,,100%,,-4.2,-6.9,0,0,10,1,3,1,19,0,3,booketr01
30,Carlos Boozer,PF,32,CHI,5,121,,,,76%,25%,-15.9,-20.9,2,2,5,2,4,0,11,1,7,boozeca01
31,Chris Bosh*,C,29,MIA,20,686,,,,,100%,-1.9,-15.4,5,4,23,2,25,6,48,8,4,boshch01
32,Elton Brand,C,34,ATL,7,81,,,,,100%,-17.3,-19.8,0,0,6,0,3,0,14,1,0,brandel01
33,Reggie Bullock,SF,22,LAC,2,5,,,90%,10%,,-120.0,-122.4,0,0,0,0,0,0,2,0,0,bullore01
34,Caron Butler,SF,33,OKC,18,419,,22%,71%,7%,,-5.9,-8.3,4,3,13,2,10,1,36,1,5,butleca01
35,Jimmy Butler,SG,24,CHI,5,218,,64%,36%,,,-6.9,-15.8,1,1,7,1,10,0,25,1,5,butleji01
36,Rasual Butler,SG,34,IND,11,70,,36%,63%,1%,,-10.8,-10.9,0,1,3,0,1,0,2,0,0,butlera01
37,José Calderón,PG,32,DAL,7,191,81%,19%,,,,-1.1,3.5,5,2,10,0,1,0,73,1,0,caldejo01
38,DeMarre Carroll,SF,27,ATL,7,246,,,99%,1%,,-5.0,-9.4,3,4,7,1,4,2,30,3,3,carrode01
39,Vince Carter,SG,37,DAL,7,190,,29%,65%,6%,,4.9,17.0,0,6,5,0,6,2,38,0,3,cartevi01
40,Mario Chalmers,PG,27,MIA,20,535,91%,10%,,,,2.2,-0.7,15,8,13,6,12,2,168,3,6,chalmma01
41,Victor Claver,SF,25,POR,2,7,,,41%,58%,1%,-38.0,-31.9,1,0,0,0,0,0,0,0,0,clavevi01
42,Norris Cole,PG,25,MIA,20,404,100%,,,,,6.2,6.3,12,5,13,2,4,0,88,1,5,coleno01
43,Darren Collison,PG,26,LAC,13,249,61%,39%,,,,-5.4,-11.4,7,2,6,1,12,4,74,1,12,collida01
44,Nick Collison,PF,33,OKC,17,183,,,2%,66%,32%,-7.3,-7.5,3,2,14,0,4,2,28,0,5,collini01
45,Mike Conley,PG,26,MEM,7,267,100%,,,,,-5.5,-0.6,11,3,6,0,10,3,119,3,6,conlemi01
46,Chris Copeland,SF,29,IND,12,82,,,,98%,2%,18.6,21.3,2,1,6,1,5,0,3,3,3,copelch01
47,Jamal Crawford,SG,33,LAC,13,313,,54%,46%,,,0.5,-1.8,6,9,7,0,23,0,56,8,9,crawfja01
48,Jordan Crawford,SG,25,GSW,6,57,8%,90%,2%,,,-4.3,-1.0,2,2,5,1,8,0,4,2,0,crawfjo02
49,Jae Crowder,SF,23,DAL,7,81,,1%,87%,11%,1%,8.1,13.9,1,2,6,0,0,1,5,0,2,crowdja01
50,Stephen Curry,PG,25,GSW,7,296,100%,,,,,0.8,37.4,15,9,9,1,14,0,131,3,5,curryst01
51,Samuel Dalembert,C,32,DAL,7,135,,,,,100%,-11.5,-14.7,1,2,8,1,7,0,0,1,6,dalemsa01
52,Troy Daniels,SG,22,HOU,4,68,,83%,17%,,,3.3,4.4,0,2,7,0,2,0,2,0,2,danietr01
53,Ed Davis,PF,24,MEM,7,25,,,6%,91%,4%,6.9,13.2,1,1,0,0,1,0,0,1,2,davised01
54,Glen Davis,PF,28,LAC,13,158,,,,25%,76%,1.3,0.0,3,2,13,2,0,0,20,0,6,davisgl01
55,Austin Daye,SF,25,SAS,1,6,,,,100%,,-10.0,-20.2,0,0,0,0,0,0,0,0,0,dayeau01
56,Nando De Colo,SF,26,TOR,1,4,,,100%,,,69.0,71.5,0,0,2,0,0,0,0,0,0,decolna01
57,DeMar DeRozan,SG,24,TOR,7,282,,27%,72%,1%,,-2.8,-6.6,4,10,10,2,33,3,58,5,3,derozde01
58,Boris Diaw,PF,31,SAS,23,604,,,2%,94%,4%,8.3,-4.0,15,9,25,1,16,4,190,2,6,diawbo01
59,Toney Douglas,PG,27,MIA,10,29,13%,82%,5%,,,-13.4,-16.4,0,0,0,1,0,0,13,0,1,douglto01
60,Chris Douglas-Roberts,SF,27,CHA,4,70,,11%,89%,,,-15.4,-7.0,0,1,6,2,7,0,5,2,1,douglch01
61,Jared Dudley,SF,28,LAC,7,45,,,79%,21%,,-9.8,-12.0,0,0,1,0,0,0,6,0,0,dudleja01
62,Tim Duncan*,C,37,SAS,23,752,,,,,100%,9.9,-0.8,11,10,31,4,47,1,100,10,21,duncati01
63,Mike Dunleavy,SF,33,CHI,5,163,,,100%,,,-10.2,-15.0,4,1,2,0,4,0,27,2,1,dunlemi02
64,Kevin Durant,SF,25,OKC,19,815,,,62%,37%,1%,0.1,11.1,28,34,20,6,56,2,169,9,9,duranke01
65,Wayne Ellington,SG,26,DAL,2,14,,76%,16%,8%,,15.4,18.6,2,0,1,0,1,0,4,0,0,ellinwa01
66,Monta Ellis,SG,28,DAL,7,249,,92%,8%,,,-10.8,-32.1,7,6,7,0,16,4,46,5,5,ellismo01
67,Landry Fields,SF,25,TOR,3,26,,,100%,1%,,19.3,23.3,0,1,0,0,0,0,2,0,0,fieldla01
68,Derek Fisher,SG,39,OKC,19,299,7%,73%,20%,,,-6.7,-8.0,3,2,10,1,5,3,35,1,1,fishede01
69,Jamaal Franklin,SG,22,MEM,2,4,,100%,,,,73.8,80.0,0,0,0,0,0,0,0,0,0,frankja01
70,Joel Freeland,C,26,POR,9,24,,,,40%,60%,-14.3,-7.8,2,1,3,1,0,0,3,0,0,freeljo01
71,Francisco García,SF,32,HOU,2,22,,16%,84%,,,-8.7,-9.4,0,0,3,0,1,0,0,0,0,garcifr01
72,Kevin Garnett*,C,37,BRK,12,250,,,,,100%,1.3,5.0,4,3,8,5,8,0,36,1,2,garneke01
73,Marc Gasol,C,29,MEM,7,299,,,,2%,98%,-6.4,-6.4,2,5,13,4,14,2,65,3,8,gasolma01
74,Paul George,SF,23,IND,19,781,,,98%,2%,,2.3,21.0,29,12,17,6,48,6,158,8,16,georgpa01
75,Taj Gibson,PF,28,CHI,5,154,,,,100%,,3.3,22.8,0,6,7,1,17,1,6,4,5,gibsota01
76,Manu Ginóbili*,SG,36,SAS,23,586,4%,94%,3%,,,15.7,12.1,29,15,21,4,31,11,217,4,8,ginobma01
77,Drew Gooden,C,32,WAS,10,146,,,,56%,44%,15.6,20.2,1,1,19,1,3,4,8,0,0,goodedr01
78,Marcin Gortat,C,29,WAS,11,382,,,,,100%,5.2,15.1,5,6,6,2,14,1,36,1,6,gortama01
79,Danny Granger,SF,30,LAC,13,134,,,50%,50%,,11.0,12.2,1,1,10,1,3,1,8,0,6,grangda01
80,Danny Green,SG,26,SAS,23,529,,73%,27%,,,11.3,2.2,14,4,28,1,6,1,50,2,7,greenda02
81,Draymond Green,SF,23,GSW,7,228,,1%,31%,68%,,5.3,27.6,9,2,11,6,6,1,45,2,5,greendr01
82,Willie Green,SG,32,LAC,5,19,,92%,8%,,,-14.1,-15.9,1,0,3,0,1,0,2,0,0,greenwi01
83,Blake Griffin,PF,24,LAC,13,478,,,,90%,11%,1.6,0.7,7,13,21,9,38,4,113,9,11,griffbl01
84,Jorge Gutiérrez,PG,25,BRK,2,3,100%,,,,,-42.9,-41.6,0,0,0,0,0,0,0,0,0,gutiejo01
85,Tyler Hansbrough,PF,28,TOR,3,29,,,,,100%,17.6,21.3,0,0,2,0,0,0,3,0,1,hansbty01
86,James Harden,SG,24,HOU,6,263,,64%,33%,3%,,2.0,16.3,10,4,3,7,17,4,80,2,11,hardeja01
87,Al Harrington,PF,33,WAS,7,59,,,,95%,5%,-15.5,-18.6,0,2,7,2,3,0,0,0,0,harrial01
88,Devin Harris,PG,30,DAL,7,176,98%,2%,,,,-1.5,2.2,8,1,3,2,4,2,62,1,3,harride01
89,Udonis Haslem,PF,33,MIA,16,169,,,57%,30%,13%,-21.6,-29.4,0,0,17,1,3,1,9,0,5,hasleud01
