Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Malik Allen,PF,25,MIA,10,0,13.8,2.2,4.9,.449,0.0,0.0,,2.2,4.9,.449,.449,0.6,0.9,.667,1.2,1.8,3.0,0.4,0.2,0.9,0.4,2.1,5.0,allenma01
2,Rafer Alston,PG,27,MIA,13,0,22.7,2.2,7.0,.319,0.9,4.0,.231,1.3,3.0,.436,.385,1.6,1.9,.840,0.3,1.9,2.2,1.7,0.4,0.1,0.8,1.7,7.0,alstora01
3,Chris Andersen,PF,25,DEN,5,0,6.8,0.6,1.8,.333,0.0,0.0,,0.6,1.8,.333,.333,0.0,0.0,,1.2,1.6,2.8,0.4,0.2,0.4,0.4,0.6,1.2,anderch01
4,Kenny Anderson,PG,33,IND,4,0,4.8,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,1.3,0.8,1.0,anderke01
5,Shandon Anderson,SG,30,NYK,4,4,29.3,1.8,6.8,.259,0.5,1.8,.286,1.3,5.0,.250,.296,0.3,0.5,.500,1.3,1.0,2.3,2.8,1.0,0.3,2.0,4.8,4.3,andersh01
6,Carmelo Anthony,SF,19,DEN,4,4,35.8,5.3,16.0,.328,0.5,2.8,.182,4.8,13.3,.358,.344,4.0,5.0,.800,1.8,6.5,8.3,2.8,1.3,0.0,4.3,2.8,15.0,anthoca01
7,Brandon Armstrong,SG,23,NJN,8,0,4.0,0.4,1.5,.250,0.0,0.1,.000,0.4,1.4,.273,.250,0.0,0.0,,0.1,0.1,0.3,0.4,0.1,0.0,0.0,0.5,0.8,armstbr01
8,Darrell Armstrong,PG,35,NOH,7,0,21.4,1.1,4.9,.235,0.7,3.6,.200,0.4,1.3,.333,.309,0.4,0.4,1.000,0.9,1.3,2.1,2.3,0.9,0.0,1.9,1.4,3.4,armstda01
9,Chucky Atkins,PG,29,BOS,4,4,33.3,4.3,9.8,.436,0.8,2.5,.300,3.5,7.3,.483,.474,4.3,4.8,.895,0.8,2.8,3.5,3.8,0.8,0.0,2.5,0.5,13.5,atkinch01
10,Stacey Augmon,SF,35,NOH,7,0,24.0,2.6,6.9,.375,0.0,0.1,.000,2.6,6.7,.383,.375,2.3,2.6,.889,0.6,2.1,2.7,1.0,0.9,0.1,1.9,1.9,7.4,augmost01
11,Vin Baker,PF,32,NYK,4,0,14.3,2.0,3.5,.571,0.0,0.0,,2.0,3.5,.571,.571,1.5,2.3,.667,1.5,1.5,3.0,0.3,0.8,0.5,0.5,2.0,5.5,bakervi01
12,Marcus Banks,PG,22,BOS,4,0,15.0,1.8,4.0,.438,0.5,1.3,.400,1.3,2.8,.455,.500,1.0,1.0,1.000,0.3,1.5,1.8,1.8,0.5,0.3,0.8,2.3,5.0,banksma01
13,Dana Barros,SG,36,BOS,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barroda01
14,Jon Barry,SG,34,DEN,5,1,20.0,1.6,4.8,.333,0.6,1.8,.333,1.0,3.0,.333,.396,0.4,0.6,.667,0.8,2.8,3.6,2.0,0.6,0.0,0.8,0.8,4.2,barryjo01
15,Shane Battier,SF,25,MEM,4,0,17.3,1.5,3.8,.400,0.8,1.8,.429,0.8,2.0,.375,.500,1.0,1.5,.667,1.5,1.5,3.0,0.3,0.0,0.3,1.0,4.3,4.8,battish01
16,Jonathan Bender,SF,23,IND,16,0,12.5,1.8,4.3,.406,0.6,1.6,.360,1.2,2.8,.432,.471,0.8,1.0,.750,0.6,1.1,1.8,0.4,0.1,0.9,0.8,1.2,4.8,bendejo01
17,Mike Bibby,PG,25,SAC,12,12,41.4,7.0,16.3,.429,2.0,4.6,.436,5.0,11.8,.426,.490,4.0,4.6,.873,0.8,3.4,4.2,7.0,1.9,0.4,2.9,3.3,20.0,bibbymi01
18,Chauncey Billups,PG,27,DET,23,23,38.3,4.8,12.4,.385,1.6,4.7,.346,3.2,7.8,.408,.449,5.3,5.9,.890,0.6,2.4,3.0,5.9,1.3,0.1,2.6,2.5,16.4,billuch01
19,Mark Blount,C,28,BOS,4,4,36.3,4.3,8.8,.486,0.0,0.0,,4.3,8.8,.486,.486,3.5,4.8,.737,2.5,6.8,9.3,1.0,1.5,2.0,2.3,4.3,12.0,blounma01
20,Bruce Bowen,SF,32,SAS,10,10,29.8,2.3,6.3,.365,1.1,2.9,.379,1.2,3.4,.353,.452,0.3,1.3,.231,0.6,2.3,2.9,1.0,0.4,0.3,0.4,2.4,6.0,bowenbr01
21,Ryan Bowen,PF,28,DEN,4,0,1.5,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,bowenry01
22,Earl Boykins,SG,27,DEN,5,0,24.2,5.6,12.6,.444,1.0,2.8,.357,4.6,9.8,.469,.484,1.2,1.4,.857,1.2,1.2,2.4,3.8,1.0,0.2,1.2,1.2,13.4,boykiea01
23,Shawn Bradley,C,31,DAL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,bradlsh01
24,Devin Brown,SG,25,SAS,9,0,14.4,2.0,4.1,.486,0.7,1.1,.600,1.3,3.0,.444,.568,1.1,1.9,.588,0.4,1.6,2.0,1.0,0.3,0.1,0.8,2.0,5.8,brownde02
25,P.J. Brown,PF,34,NOH,7,7,36.6,3.7,10.1,.366,0.0,0.0,,3.7,10.1,.366,.366,1.4,1.6,.909,4.1,5.6,9.7,2.1,0.4,1.6,1.9,2.3,8.9,brownpj01
26,Kobe Bryant*,SG,25,LAL,22,22,44.2,8.6,20.9,.413,1.1,4.4,.247,7.5,16.5,.457,.439,6.1,7.5,.813,0.8,3.9,4.7,5.5,1.9,0.3,2.8,2.7,24.5,bryanko01
27,Rodney Buford,SF,26,SAC,5,0,6.4,1.0,2.4,.417,0.2,0.6,.333,0.8,1.8,.444,.458,0.2,0.4,.500,0.0,1.0,1.0,0.6,0.4,0.0,0.0,0.4,2.4,buforro01
28,Caron Butler,SF,23,MIA,13,13,39.3,4.5,11.8,.386,0.2,0.8,.182,4.4,10.9,.401,.392,3.6,4.4,.825,1.4,7.1,8.5,2.4,2.2,0.5,1.8,3.5,12.8,butleca01
29,Rasual Butler,SF,24,MIA,10,0,5.8,0.9,2.2,.409,0.3,0.9,.333,0.6,1.3,.462,.477,0.0,0.0,,0.0,1.1,1.1,0.2,0.1,0.0,0.1,1.2,2.1,butlera01
30,Marcus Camby,C,29,DEN,5,5,38.8,5.4,11.0,.491,0.2,0.4,.500,5.2,10.6,.491,.500,1.6,2.8,.571,2.8,8.6,11.4,2.4,0.8,1.4,1.2,4.2,12.6,cambyma01
31,Elden Campbell,C,35,DET,14,0,8.9,0.7,2.5,.286,0.0,0.0,,0.7,2.5,.286,.286,0.7,1.3,.556,0.7,1.1,1.8,0.7,0.4,0.6,0.6,2.0,2.1,campbel01
32,Maurice Carter,SG,27,NOH,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cartema01
33,Sam Cassell,PG,34,MIN,16,15,31.1,5.9,12.6,.465,1.6,3.8,.417,4.3,8.9,.486,.527,3.3,3.8,.852,0.2,2.3,2.5,4.4,0.8,0.2,2.7,3.3,16.6,cassesa01
34,Kelvin Cato,PF,29,HOU,5,5,29.6,2.6,4.4,.591,0.0,0.0,,2.6,4.4,.591,.591,0.6,1.4,.429,2.8,4.0,6.8,0.4,1.0,0.8,1.0,3.6,5.8,catoke01
35,Doug Christie,SG,33,SAC,12,12,38.4,4.7,11.8,.397,1.1,2.8,.394,3.6,9.0,.398,.443,3.4,4.0,.854,1.4,4.8,6.2,3.9,1.8,0.4,1.8,2.9,13.8,chrisdo01
36,Jason Collins,C,25,NJN,11,11,24.2,1.3,3.5,.368,0.0,0.0,,1.3,3.5,.368,.368,1.1,1.5,.750,1.6,2.4,4.0,1.5,0.3,0.9,1.4,4.5,3.6,collija04
37,Brian Cook,C,23,LAL,13,0,3.5,0.4,1.2,.333,0.0,0.0,,0.4,1.2,.333,.333,0.2,0.2,1.000,0.2,0.7,0.9,0.1,0.1,0.0,0.2,0.5,0.9,cookbr01
38,Austin Croshere,PF,28,IND,13,2,16.5,1.5,4.2,.345,0.6,1.8,.333,0.8,2.4,.355,.418,1.3,1.6,.810,1.0,2.1,3.1,0.9,0.3,0.2,0.5,1.3,4.8,croshau01
39,Marquis Daniels,SG,23,DAL,5,5,36.8,6.4,15.0,.427,0.2,1.4,.143,6.2,13.6,.456,.433,2.8,4.4,.636,2.0,4.2,6.2,3.0,2.0,0.6,3.0,2.8,15.8,daniema01
40,Baron Davis,PG,24,NOH,7,7,37.1,6.1,16.3,.377,2.3,7.0,.327,3.9,9.3,.415,.447,3.6,4.7,.758,0.9,3.3,4.1,7.0,1.6,0.7,2.7,3.0,18.1,davisba01
41,Ricky Davis,SF,24,BOS,4,0,30.8,4.0,10.0,.400,1.0,2.5,.400,3.0,7.5,.400,.450,2.8,4.0,.688,0.8,2.3,3.0,3.5,0.5,0.0,3.0,1.8,11.8,davisri01
42,Tony Delk,SG,30,DAL,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,delkto01
43,Vlade Divac*,C,35,SAC,12,12,19.6,2.6,5.9,.437,0.0,0.0,,2.6,5.9,.437,.437,1.4,1.9,.739,1.8,3.1,4.9,1.8,0.3,0.4,1.2,2.6,6.6,divacvl01
44,Michael Doleac,C,26,DEN,5,0,9.8,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.4,1.0,1.4,0.6,0.0,0.0,0.2,1.6,2.0,doleami01
45,Tim Duncan*,PF,27,SAS,10,10,40.5,8.3,15.9,.522,0.0,0.1,.000,8.3,15.8,.525,.522,5.5,8.7,.632,3.3,8.0,11.3,3.2,0.8,2.0,4.2,3.4,22.1,duncati01
46,Francisco Elson,C,27,DEN,4,0,15.0,1.8,3.0,.583,0.0,0.0,,1.8,3.0,.583,.583,0.3,0.5,.500,0.3,2.0,2.3,0.5,0.5,0.3,0.8,3.5,3.8,elsonfr01
47,Michael Finley,SG,30,DAL,5,5,39.2,5.2,13.6,.382,1.4,5.2,.269,3.8,8.4,.452,.434,1.2,2.0,.600,1.2,2.0,3.2,2.6,0.8,0.6,1.8,1.6,13.0,finlemi01
48,Derek Fisher,SG,29,LAL,22,0,23.0,2.7,6.7,.405,1.0,2.5,.418,1.7,4.2,.398,.483,1.0,1.6,.657,0.5,2.1,2.5,2.2,0.8,0.0,0.9,2.1,7.5,fishede01
49,Jeff Foster,C,27,IND,16,13,19.2,1.6,2.7,.581,0.0,0.1,.000,1.6,2.6,.595,.581,0.5,0.6,.800,2.8,3.8,6.6,0.8,0.8,0.3,0.8,2.3,3.6,fosteje01
50,Rick Fox,SF,34,LAL,16,3,9.1,0.5,1.3,.400,0.1,0.4,.143,0.4,0.8,.538,.425,0.1,0.1,.500,0.4,1.1,1.4,1.1,0.2,0.1,0.6,1.3,1.1,foxri01
51,Steve Francis,PG,26,HOU,5,5,44.4,6.0,14.0,.429,1.4,3.4,.412,4.6,10.6,.434,.479,5.8,8.0,.725,1.2,7.2,8.4,7.6,1.4,0.2,4.2,3.6,19.2,francst01
52,Dan Gadzuric,C,25,MIL,1,0,9.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,1.0,.000,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,gadzuda01
53,Kevin Garnett*,PF,27,MIN,18,18,43.5,9.3,20.7,.452,0.3,0.9,.313,9.1,19.8,.458,.458,5.4,6.9,.776,2.2,12.4,14.6,5.1,1.3,2.3,4.2,3.2,24.3,garneke01
54,Pau Gasol*,PF,23,MEM,4,4,33.5,7.0,12.3,.571,0.0,0.0,,7.0,12.3,.571,.571,4.5,5.0,.900,1.0,4.0,5.0,2.5,1.0,1.5,1.3,2.5,18.5,gasolpa01
55,Devean George,SF,26,LAL,22,19,21.4,2.0,4.5,.430,1.0,2.7,.373,1.0,1.9,.512,.540,0.6,0.9,.650,0.5,1.8,2.3,0.5,1.0,0.4,0.5,2.0,5.5,georgde01
56,Manu Ginóbili*,SG,26,SAS,10,0,28.0,4.2,9.4,.447,1.0,3.5,.286,3.2,5.9,.542,.500,3.6,4.4,.818,1.5,3.8,5.3,3.1,1.7,0.1,2.1,3.0,13.0,ginobma01
57,Brian Grant,C,31,MIA,13,13,30.7,3.2,7.5,.429,0.0,0.1,.000,3.2,7.5,.433,.429,0.6,1.1,.571,3.5,5.2,8.6,0.8,0.5,0.6,1.4,4.0,7.1,grantbr01
58,Marcus Haislip,PF,23,MIL,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,haislma01
59,Darvin Ham,SF,30,DET,22,0,4.9,0.4,0.7,.500,0.0,0.0,.000,0.4,0.7,.533,.500,0.0,0.0,,0.4,0.3,0.6,0.0,0.1,0.2,0.4,0.9,0.7,hamda01
60,Richard Hamilton,SG,25,DET,23,23,40.2,7.9,17.6,.447,0.7,1.7,.385,7.2,15.9,.454,.465,5.1,6.0,.848,1.4,3.2,4.6,4.2,1.2,0.0,3.1,3.1,21.5,hamilri01
61,Anfernee Hardaway,SG,32,NYK,4,3,42.0,5.8,15.8,.365,1.3,3.5,.357,4.5,12.3,.367,.405,3.8,4.5,.833,1.0,3.5,4.5,5.8,1.5,0.3,2.5,2.0,16.5,hardaan01
62,Al Harrington,PF,23,IND,16,2,26.7,3.8,8.8,.429,0.1,0.3,.400,3.6,8.4,.430,.436,1.9,3.4,.545,2.1,4.3,6.4,0.8,1.4,0.6,1.8,3.5,9.5,harrial01
63,Lucious Harris,PG,33,NJN,11,0,16.5,1.7,4.5,.388,0.3,1.1,.250,1.5,3.4,.432,.418,1.3,1.6,.778,0.9,1.1,2.0,0.9,0.6,0.1,0.5,1.5,5.0,harrilu01
64,Jason Hart,PG,25,SAS,7,0,8.9,1.6,2.9,.550,0.0,0.0,,1.6,2.9,.550,.550,0.0,0.0,,0.0,0.4,0.4,0.1,0.7,0.0,0.1,0.7,3.1,hartja01
65,Udonis Haslem,PF,23,MIA,13,0,15.3,1.0,2.5,.394,0.0,0.0,,1.0,2.5,.394,.394,1.6,2.4,.677,1.4,2.0,3.4,0.2,0.4,0.2,0.2,1.7,3.6,hasleud01
66,Trenton Hassell,SG,24,MIN,18,18,26.2,3.4,6.6,.521,0.1,0.1,.500,3.4,6.5,.521,.525,0.7,0.9,.813,1.2,1.3,2.4,1.5,0.6,0.4,0.9,2.3,7.7,hassetr01
67,Nenê,PF,21,DEN,5,5,26.4,3.2,7.2,.444,0.0,0.0,,3.2,7.2,.444,.444,1.4,2.6,.538,2.4,2.6,5.0,3.0,1.0,0.6,1.8,4.4,7.8,hilarne01
68,Fred Hoiberg,SG,31,MIN,18,0,24.3,2.2,4.8,.453,1.2,2.7,.458,0.9,2.1,.447,.581,0.8,0.9,.938,0.5,3.2,3.7,1.3,0.9,0.0,0.4,1.6,6.4,hoibefr01
69,Robert Horry,PF,33,SAS,10,0,21.1,2.0,4.3,.465,0.8,2.2,.364,1.2,2.1,.571,.558,1.3,1.4,.929,2.5,3.8,6.3,0.9,0.8,0.2,1.0,3.1,6.1,horryro01
70,Josh Howard,SF,23,DAL,5,0,17.2,1.6,7.2,.222,0.2,1.0,.200,1.4,6.2,.226,.236,2.0,2.2,.909,3.4,3.0,6.4,0.8,1.2,1.2,1.4,2.4,5.4,howarjo01
71,Ryan Humphrey,PF,24,MEM,3,0,1.7,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7,humphry01
72,Brandon Hunter,PF,23,BOS,3,0,3.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.7,0.3,1.0,0.3,0.0,0.3,0.3,0.7,0.7,huntebr01
73,Lindsey Hunter,SG,33,DET,23,0,11.9,0.8,2.8,.292,0.3,1.3,.233,0.5,1.5,.343,.346,0.5,0.5,.917,0.2,1.2,1.4,0.9,0.8,0.2,0.6,1.8,2.4,hunteli01
74,Jim Jackson,SF,33,HOU,5,5,44.2,5.8,14.6,.397,1.6,5.8,.276,4.2,8.8,.477,.452,1.6,2.4,.667,0.6,9.8,10.4,2.0,1.0,0.2,1.8,1.8,14.8,jacksji01
75,Mark Jackson,PG,38,HOU,5,0,7.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.0,0.0,,0.0,0.6,0.6,1.0,0.4,0.0,0.4,0.2,0.4,jacksma01
76,Mike James,PG,28,DET,22,0,8.9,1.0,2.4,.396,0.3,0.6,.429,0.7,1.8,.385,.453,0.4,0.7,.563,0.3,0.9,1.2,1.1,0.2,0.0,0.7,1.0,2.6,jamesmi01
