Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Arron Afflalo,SG,23,DET,4,0,16.5,2.5,5.3,.476,0.5,2.5,.200,2.0,2.8,.727,.524,0.8,1.3,.600,0.3,0.5,0.8,0.3,0.0,0.5,0.8,2.3,6.3,afflaar01
2,LaMarcus Aldridge,PF,23,POR,6,6,39.5,8.5,17.3,.490,0.2,0.7,.250,8.3,16.7,.500,.495,2.3,3.3,.700,1.5,6.0,7.5,1.3,0.5,1.7,1.7,2.7,19.5,aldrila01
3,Ray Allen*,SG,33,BOS,14,14,40.4,5.9,14.7,.403,2.5,7.1,.350,3.4,7.6,.453,.488,3.9,4.1,.948,0.9,3.0,3.9,2.6,1.1,0.4,1.8,2.5,18.3,allenra02
4,Tony Allen,SG,27,BOS,10,0,6.0,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.4,0.9,allento01
5,Rafer Alston,PG,32,ORL,23,23,32.2,4.6,12.1,.380,1.6,4.9,.319,3.0,7.2,.422,.444,1.4,1.9,.750,0.1,2.3,2.4,4.1,1.4,0.2,1.7,2.3,12.2,alstora01
6,Chris Andersen,C,30,DEN,15,0,21.9,2.3,3.6,.630,0.0,0.1,.000,2.3,3.5,.642,.630,1.9,2.9,.659,1.9,4.4,6.3,0.6,0.3,2.1,0.5,2.8,6.5,anderch01
7,Carmelo Anthony,SF,24,DEN,16,16,38.3,9.1,20.1,.453,1.5,4.1,.364,7.6,16.0,.477,.491,7.4,9.0,.826,1.6,4.2,5.8,4.1,1.8,0.6,2.3,3.8,27.2,anthoca01
8,Joel Anthony,C,26,MIA,6,2,14.7,0.7,0.8,.800,0.0,0.0,,0.7,0.8,.800,.800,0.3,0.3,1.000,1.5,1.7,3.2,0.3,0.0,1.2,0.2,1.5,1.7,anthojo01
9,Trevor Ariza,SF,23,LAL,23,23,31.4,4.0,8.0,.497,1.7,3.7,.476,2.3,4.4,.515,.605,1.6,2.8,.563,1.0,3.3,4.2,2.3,1.6,0.4,1.7,3.2,11.3,arizatr01
10,Hilton Armstrong,C,24,NOH,4,1,13.3,1.5,3.3,.462,0.0,0.0,,1.5,3.3,.462,.462,0.8,2.5,.300,0.8,1.3,2.0,0.3,1.0,0.3,1.5,3.8,3.8,armsthi01
11,Renaldo Balkman,PF,24,DEN,8,0,2.5,0.3,0.8,.333,0.0,0.1,.000,0.3,0.6,.400,.333,0.0,0.0,,0.3,0.3,0.5,0.1,0.5,0.0,0.0,0.4,0.5,balkmre01
12,J.J. Barea,SG,24,DAL,10,4,22.1,3.1,7.1,.437,0.5,1.6,.313,2.6,5.5,.473,.472,0.9,1.3,.692,0.3,1.7,2.0,3.4,0.3,0.0,0.6,1.3,7.6,bareajo01
13,Brent Barry,SG,37,HOU,4,0,8.8,1.3,2.5,.500,0.8,2.0,.375,0.5,0.5,1.000,.650,0.0,0.0,,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.8,3.3,barrybr01
14,Brandon Bass,C,23,DAL,10,0,19.2,3.3,6.0,.550,0.0,0.0,,3.3,6.0,.550,.550,2.8,3.1,.903,1.3,2.8,4.1,0.7,0.7,0.4,0.4,2.2,9.4,bassbr01
15,Tony Battie,PF,32,ORL,21,0,6.1,1.0,2.1,.467,0.0,0.0,,1.0,2.1,.467,.467,0.1,0.2,.600,0.3,0.6,1.0,0.1,0.0,0.1,0.1,0.6,2.1,battito01
16,Shane Battier,SG,30,HOU,13,13,38.2,2.5,6.2,.407,1.3,4.2,.315,1.2,2.1,.593,.512,1.7,1.8,.957,1.6,3.3,4.9,2.4,1.1,0.7,1.2,2.5,8.1,battish01
17,Nicolas Batum,SF,20,POR,6,5,10.5,0.8,1.5,.556,0.3,0.7,.500,0.5,0.8,.600,.667,0.0,0.0,,0.2,0.3,0.5,0.2,0.2,0.3,0.5,1.2,2.0,batumni01
18,Jerryd Bayless,PG,20,POR,2,0,5.5,1.0,3.0,.333,0.0,0.5,.000,1.0,2.5,.400,.333,1.0,1.5,.667,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,3.0,bayleje01
19,Michael Beasley,PF,20,MIA,7,0,25.4,4.9,12.6,.386,0.6,1.9,.308,4.3,10.7,.400,.409,1.9,2.4,.765,1.4,5.9,7.3,1.0,0.3,1.0,1.6,2.0,12.1,beaslmi01
20,Mike Bibby,PG,30,ATL,11,11,35.5,4.5,9.6,.462,2.4,4.4,.542,2.1,5.3,.397,.585,1.9,2.0,.955,0.5,2.8,3.4,4.2,0.9,0.2,2.2,3.1,13.2,bibbymi01
21,Chauncey Billups,PG,32,DEN,16,16,38.7,5.6,12.3,.457,2.8,5.9,.468,2.9,6.4,.447,.569,6.6,7.3,.906,0.3,3.5,3.8,6.8,1.3,0.3,1.9,2.4,20.6,billuch01
22,Steve Blake,PG,28,POR,6,6,38.5,3.7,7.5,.489,1.7,4.0,.417,2.0,3.5,.571,.600,0.8,1.2,.714,0.7,3.3,4.0,6.2,0.8,0.0,1.5,1.8,9.8,blakest01
23,Matt Bonner,PF,28,SAS,5,5,20.0,1.0,4.6,.217,0.6,2.6,.231,0.4,2.0,.200,.283,0.4,0.4,1.000,1.2,2.0,3.2,0.0,0.6,0.4,0.4,2.0,3.0,bonnema01
24,Carlos Boozer,PF,27,UTA,5,5,37.2,7.6,14.4,.528,0.0,0.0,,7.6,14.4,.528,.528,5.4,7.0,.771,2.4,10.8,13.2,2.2,1.6,0.4,3.0,3.6,20.6,boozeca01
25,Bruce Bowen,SF,37,SAS,5,2,26.0,1.4,2.6,.538,1.0,1.8,.556,0.4,0.8,.500,.731,0.4,0.4,1.000,0.0,3.0,3.0,0.6,0.6,0.0,0.6,2.0,4.2,bowenbr01
26,Ryan Bowen,SF,33,NOH,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowenry01
27,Ronnie Brewer,SF,23,UTA,5,5,31.6,4.0,9.8,.408,0.0,0.4,.000,4.0,9.4,.426,.408,2.2,3.2,.688,1.4,3.2,4.6,2.6,1.4,0.2,2.2,1.8,10.2,brewero02
28,Aaron Brooks,PG,24,HOU,13,13,34.2,5.9,13.1,.453,2.1,4.9,.422,3.8,8.2,.472,.532,2.8,3.5,.804,0.3,2.3,2.6,3.4,0.4,0.2,2.2,2.2,16.8,brookaa01
29,Devin Brown,SG,30,NOH,3,0,11.0,1.0,2.7,.375,0.0,1.3,.000,1.0,1.3,.750,.375,0.7,0.7,1.000,0.7,1.0,1.7,0.0,0.0,0.0,1.0,0.7,2.7,brownde02
30,Kwame Brown,C,26,DET,3,0,16.0,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,1.0,1.3,.750,2.0,3.0,5.0,0.0,0.0,1.0,1.0,4.0,3.0,brownkw01
31,Shannon Brown,SG,23,LAL,21,0,13.1,1.7,4.0,.434,0.6,1.2,.480,1.1,2.8,.414,.506,0.9,1.1,.792,0.4,0.8,1.2,0.6,0.5,0.1,0.5,1.3,4.9,brownsh01
32,Kobe Bryant*,SG,30,LAL,23,23,40.9,10.5,23.0,.457,1.6,4.6,.349,8.9,18.4,.483,.492,7.6,8.6,.883,0.8,4.5,5.3,5.5,1.7,0.9,2.6,2.6,30.2,bryanko01
33,Rasual Butler,SF,29,NOH,5,5,31.6,3.4,7.4,.459,2.0,3.8,.526,1.4,3.6,.389,.595,1.8,1.8,1.000,0.6,2.4,3.0,0.2,0.2,0.8,1.2,2.8,10.6,butlera01
34,Andrew Bynum,C,21,LAL,23,18,17.4,2.5,5.5,.457,0.0,0.0,,2.5,5.5,.457,.457,1.2,1.9,.651,1.4,2.3,3.7,0.4,0.3,0.9,0.8,3.3,6.3,bynuman01
35,Will Bynum,PG,26,DET,4,0,19.5,4.5,9.8,.462,0.3,1.0,.250,4.3,8.8,.486,.474,2.5,2.5,1.000,0.3,1.3,1.5,2.5,1.3,0.0,2.0,2.3,11.8,bynumwi01
36,Matt Carroll,SG,28,DAL,4,0,3.5,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.3,0.5,carroma01
37,Anthony Carter,PG,33,DEN,16,0,14.3,1.3,3.1,.408,0.1,0.8,.167,1.1,2.3,.486,.429,0.1,0.3,.500,0.7,1.3,2.0,2.1,0.9,0.1,0.7,1.7,2.8,cartean01
38,Mario Chalmers,PG,22,MIA,7,7,33.0,2.9,7.1,.400,0.9,3.0,.286,2.0,4.1,.483,.460,0.7,1.0,.714,0.9,1.9,2.7,4.4,2.9,0.1,2.4,3.0,7.3,chalmma01
39,Tyson Chandler,C,26,NOH,4,4,23.5,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.8,1.5,.500,2.0,3.3,5.3,0.5,0.5,0.3,2.0,4.3,3.8,chandty01
40,Speedy Claxton,PG,30,ATL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,claxtsp01
41,Jarron Collins,C,30,UTA,3,3,11.7,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,2.0,2.7,.750,1.3,2.0,3.3,0.3,0.3,0.0,0.0,3.0,2.7,collija03
42,Brian Cook,PF,28,HOU,6,0,5.3,0.7,2.5,.267,0.3,1.5,.222,0.3,1.0,.333,.333,0.0,0.0,,0.5,1.5,2.0,0.5,0.3,0.2,0.7,0.7,1.7,cookbr01
43,Daequan Cook,SF,21,MIA,7,0,23.0,1.9,6.0,.310,1.3,4.3,.300,0.6,1.7,.333,.417,0.3,0.3,1.000,0.4,2.0,2.4,0.6,0.3,0.0,0.9,2.6,5.3,cookda02
44,Samuel Dalembert,C,27,PHI,6,6,22.2,2.7,4.2,.640,0.0,0.0,,2.7,4.2,.640,.640,0.5,0.7,.750,1.7,6.2,7.8,0.5,0.3,1.5,1.0,4.0,5.8,dalemsa01
45,Erick Dampier,C,33,DAL,10,10,25.5,2.2,3.6,.611,0.0,0.0,,2.2,3.6,.611,.611,1.3,2.1,.619,2.5,3.6,6.1,0.7,0.4,0.9,1.9,4.1,5.7,dampier01
46,Antonio Daniels,PG,33,NOH,5,0,12.8,0.4,2.6,.154,0.2,0.8,.250,0.2,1.8,.111,.192,1.8,2.2,.818,0.2,0.4,0.6,1.8,0.4,0.2,1.0,0.2,2.8,daniean01
47,Glen Davis,C,23,BOS,14,14,36.4,6.1,12.5,.491,0.0,0.0,,6.1,12.5,.491,.491,3.5,4.9,.710,2.4,3.3,5.6,1.8,1.3,0.6,1.4,4.2,15.8,davisgl01
48,Yakhouba Diawara,SF,26,MIA,5,0,4.2,0.2,0.6,.333,0.0,0.2,.000,0.2,0.4,.500,.333,0.0,0.4,.000,0.0,1.0,1.0,0.0,0.2,0.0,0.0,0.4,0.4,diawaya01
49,Tim Duncan*,C,32,SAS,5,5,32.8,8.2,15.4,.532,0.0,0.0,,8.2,15.4,.532,.532,3.4,5.6,.607,2.4,5.6,8.0,3.2,0.6,1.2,1.4,2.2,19.8,duncati01
50,Maurice Evans,SF,30,ATL,11,8,24.1,2.5,5.9,.431,0.7,2.5,.286,1.8,3.4,.541,.492,0.4,0.5,.667,0.7,0.7,1.5,0.9,0.5,0.3,0.4,2.6,6.2,evansma01
51,Reggie Evans,PF,28,PHI,5,0,7.2,0.4,1.8,.222,0.0,0.0,,0.4,1.8,.222,.222,0.6,0.8,.750,0.4,1.6,2.0,0.0,0.6,0.0,0.4,0.8,1.4,evansre01
52,Jordan Farmar,PG,22,LAL,20,1,13.0,1.7,4.4,.391,0.6,2.0,.308,1.1,2.4,.458,.460,0.7,1.0,.737,0.3,1.2,1.4,1.7,0.5,0.2,0.9,0.8,4.7,farmajo01
53,Rudy Fernández,SG,23,POR,6,1,27.0,2.5,5.8,.429,1.3,3.2,.421,1.2,2.7,.438,.543,1.2,1.2,1.000,0.3,2.5,2.8,1.0,1.3,0.5,1.5,2.0,7.5,fernaru01
54,Michael Finley,SF,35,SAS,5,5,28.6,3.0,6.8,.441,1.4,3.0,.467,1.6,3.8,.421,.544,0.6,0.8,.750,0.6,2.4,3.0,1.0,0.2,0.2,0.8,1.6,8.0,finlemi01
55,Derek Fisher,PG,34,LAL,22,22,28.9,2.9,7.3,.394,0.9,3.0,.284,2.0,4.2,.473,.453,1.4,1.6,.861,0.3,1.7,2.0,2.2,1.0,0.0,1.1,2.8,8.0,fishede01
56,Adonal Foyle,C,33,ORL,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,foylead01
57,Channing Frye,PF,25,POR,4,0,9.0,1.3,3.5,.357,0.0,0.0,,1.3,3.5,.357,.357,0.5,0.8,.667,0.3,0.5,0.8,0.3,0.0,0.0,0.0,1.3,3.0,fryech01
58,Thomas Gardner,SG,23,ATL,3,0,6.3,1.7,4.3,.385,1.0,2.0,.500,0.7,2.3,.286,.500,0.3,0.3,1.000,0.0,0.7,0.7,0.7,0.3,0.0,0.0,1.3,4.7,gardnth01
59,Pau Gasol*,C,28,LAL,23,23,40.5,7.0,12.0,.580,0.0,0.0,,7.0,12.0,.580,.580,4.3,6.1,.714,3.0,7.9,10.8,2.5,0.8,2.0,1.9,3.0,18.3,gasolpa01
60,Daniel Gibson,PG,22,CLE,14,0,12.3,0.9,2.9,.325,0.7,2.0,.357,0.2,0.9,.250,.450,0.8,0.8,1.000,0.1,0.4,0.5,0.4,0.1,0.2,0.5,1.3,3.4,gibsoda01
61,Drew Gooden,PF,27,SAS,4,0,17.8,2.8,8.3,.333,0.0,0.5,.000,2.8,7.8,.355,.333,1.8,1.8,1.000,1.3,2.5,3.8,0.3,0.3,0.3,0.8,3.3,7.3,goodedr01
62,Ben Gordon,SG,25,CHI,7,7,43.4,7.4,19.1,.388,2.4,6.6,.370,5.0,12.6,.398,.451,7.0,8.0,.875,0.4,2.4,2.9,3.0,0.4,0.1,1.1,3.1,24.3,gordobe01
63,Marcin Gortat,PF,24,ORL,24,1,11.3,1.4,2.2,.654,0.0,0.0,,1.4,2.2,.654,.654,0.4,0.7,.625,0.8,2.4,3.2,0.1,0.4,0.6,0.5,1.6,3.3,gortama01
64,Aaron Gray,C,24,CHI,2,0,4.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,grayaa01
65,Gerald Green,SG,23,DAL,6,0,4.3,0.7,2.3,.286,0.2,0.8,.200,0.5,1.5,.333,.321,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.2,0.0,0.3,0.7,1.8,greenge01
66,Willie Green,SG,27,PHI,6,6,24.7,3.5,8.5,.412,0.7,1.8,.364,2.8,6.7,.425,.451,0.2,0.5,.333,0.0,1.0,1.0,1.2,0.0,0.2,0.8,2.2,7.8,greenwi01
67,Richard Hamilton,SG,30,DET,4,4,38.5,5.3,14.8,.356,0.5,2.5,.200,4.8,12.3,.388,.373,2.3,2.5,.900,0.5,2.3,2.8,5.0,1.3,0.3,2.5,3.0,13.3,hamilri01
68,Matt Harpring,SG,32,UTA,5,0,9.8,2.2,4.4,.500,0.0,0.2,.000,2.2,4.2,.524,.500,0.4,0.4,1.000,0.6,1.2,1.8,0.8,0.4,0.2,0.4,2.4,4.8,harprma01
69,Jason Hart,PG,30,DEN,9,0,2.1,0.1,0.2,.500,0.0,0.0,,0.1,0.2,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.6,0.2,0.1,0.1,0.6,0.2,hartja01
70,Udonis Haslem,PF,28,MIA,7,7,29.1,3.6,6.6,.543,0.0,0.0,,3.6,6.6,.543,.543,1.3,1.4,.900,1.9,6.9,8.7,0.4,0.4,0.4,0.9,2.7,8.4,hasleud01
71,Chuck Hayes,C,25,HOU,13,4,13.3,0.8,1.6,.476,0.0,0.2,.000,0.8,1.5,.526,.476,0.0,0.0,,1.0,2.0,3.0,0.8,1.0,0.2,0.3,2.1,1.5,hayesch01
72,Walter Herrmann,SF,29,DET,4,0,5.5,0.8,2.0,.375,0.5,1.0,.500,0.3,1.0,.250,.500,0.0,0.0,,0.3,0.0,0.3,0.5,0.3,0.0,0.0,0.8,2.0,herrmwa01
73,Nenê,C,26,DEN,16,16,32.8,4.3,7.9,.548,0.0,0.0,,4.3,7.9,.548,.548,2.9,4.4,.657,2.3,5.2,7.5,2.6,1.3,0.6,1.9,4.1,11.5,hilarne01
74,George Hill,PG,22,SAS,4,0,19.0,1.8,5.3,.333,0.8,2.0,.375,1.0,3.3,.308,.405,1.5,1.8,.857,0.8,1.3,2.0,0.5,0.5,0.3,0.5,1.5,5.8,hillge01
75,Kirk Hinrich,SG,28,CHI,7,0,30.0,4.1,8.9,.468,1.9,4.3,.433,2.3,4.6,.500,.573,2.4,3.6,.680,0.3,2.4,2.7,2.9,1.7,0.4,1.1,2.6,12.6,hinriki01
76,Ryan Hollins,C,24,DAL,9,0,9.3,0.9,1.6,.571,0.0,0.0,,0.9,1.6,.571,.571,0.7,1.1,.600,1.0,1.7,2.7,0.1,0.1,0.4,0.4,2.4,2.4,holliry01
77,Al Horford,C,22,ATL,9,9,28.0,2.8,6.6,.424,0.0,0.1,.000,2.8,6.4,.431,.424,1.3,2.0,.667,1.3,4.4,5.8,2.0,0.7,0.7,0.4,2.9,6.9,horfoal01
78,Eddie House,PG,30,BOS,14,0,16.6,2.9,5.5,.519,1.3,2.6,.486,1.6,2.9,.550,.636,0.7,0.8,.909,0.1,1.3,1.4,0.9,0.8,0.0,0.4,1.9,7.7,houseed01
79,Dwight Howard,C,23,ORL,23,23,39.3,7.0,11.7,.601,0.0,0.1,.000,7.0,11.6,.605,.601,6.3,9.9,.636,4.3,11.0,15.3,1.9,0.9,2.6,2.9,4.4,20.3,howardw01
80,Josh Howard,SF,28,DAL,10,10,29.5,5.6,12.8,.438,0.8,3.2,.250,4.8,9.6,.500,.469,3.8,4.9,.776,1.0,4.1,5.1,1.3,0.9,0.4,2.1,2.4,15.8,howarjo01
81,Lindsey Hunter,PG,38,CHI,6,0,4.0,0.2,0.5,.333,0.2,0.5,.333,0.0,0.0,,.500,0.5,0.7,.750,0.0,0.8,0.8,0.8,0.3,0.0,0.0,0.5,1.0,hunteli01
82,Othello Hunter,PF,22,ATL,4,0,3.5,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.0,0.0,,0.8,0.8,1.5,0.0,0.3,0.3,0.0,0.3,1.0,hunteot01
83,Andre Iguodala,SF,25,PHI,6,6,44.8,7.3,16.3,.449,1.8,4.7,.393,5.5,11.7,.471,.505,5.0,7.7,.652,1.0,5.3,6.3,6.7,1.8,0.0,4.0,1.5,21.5,iguodan01
84,Zydrunas Ilgauskas,C,33,CLE,14,14,29.1,4.4,9.9,.449,0.1,0.9,.154,4.3,8.9,.480,.457,1.5,2.4,.636,1.9,5.9,7.8,1.2,0.4,0.9,0.6,3.4,10.5,ilgauzy01
85,D.J. Mbenga,C,28,LAL,7,0,2.3,0.1,0.9,.167,0.0,0.0,,0.1,0.9,.167,.167,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.3,0.3,0.0,0.3,mbengdj01
86,Royal Ivey,SG,27,PHI,6,0,7.5,0.5,1.8,.273,0.3,1.2,.286,0.2,0.7,.250,.364,0.5,0.7,.750,0.2,0.5,0.7,0.0,0.5,0.0,0.0,1.0,1.8,iveyro01
87,Darnell Jackson,PF,23,CLE,5,0,5.0,0.2,1.0,.200,0.0,0.0,,0.2,1.0,.200,.200,0.0,0.4,.000,0.0,1.0,1.0,0.2,0.0,0.0,0.2,1.0,0.4,jacksda01
88,LeBron James,SF,24,CLE,14,14,41.4,11.4,22.3,.510,1.9,5.8,.333,9.4,16.5,.571,.553,10.6,14.2,.749,1.4,7.8,9.1,7.3,1.6,0.9,2.7,2.1,35.3,jamesle01
89,Amir Johnson,PF,21,DET,3,0,4.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,0.7,johnsam01
90,Anthony Johnson,PG,34,ORL,19,1,14.7,1.7,4.5,.376,0.5,1.6,.300,1.2,2.9,.418,.429,0.5,0.9,.500,0.4,1.0,1.4,2.1,0.6,0.0,0.6,1.5,4.3,johnsan02
91,Joe Johnson,SG,27,ATL,11,11,39.0,6.4,15.3,.417,1.1,3.2,.343,5.3,12.1,.436,.452,2.5,4.1,.622,1.5,2.9,4.5,3.5,1.3,0.0,2.9,2.2,16.4,johnsjo02
92,Linton Johnson,PF,28,CHI,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.7,0.7,1.000,0.7,0.7,1.3,0.3,0.0,0.0,0.0,0.3,1.3,johnsli01
93,Dahntay Jones,SG,28,DEN,16,16,17.5,2.4,4.9,.481,0.2,0.8,.250,2.2,4.2,.522,.500,2.1,2.7,.767,1.0,1.4,2.4,0.6,0.8,0.3,0.8,2.6,7.0,jonesda02
94,James Jones,SF,28,MIA,7,7,33.6,2.4,4.6,.531,1.6,3.1,.500,0.9,1.4,.600,.703,3.1,3.4,.917,0.3,2.0,2.3,0.7,0.4,0.1,0.6,2.7,9.6,jonesja02
95,Solomon Jones,C,24,ATL,9,1,8.6,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.2,0.2,1.000,1.0,0.8,1.8,0.2,0.1,0.0,0.1,1.0,1.6,jonesso01
96,Jason Kidd*,PG,35,DAL,10,10,38.6,3.8,8.3,.458,2.1,4.7,.447,1.7,3.6,.472,.584,1.7,2.0,.850,0.7,5.1,5.8,5.9,2.2,0.3,2.0,2.4,11.4,kiddja01
97,Tarence Kinsey,SG,24,CLE,9,0,1.2,0.1,0.3,.333,0.0,0.0,,0.1,0.3,.333,.333,0.2,0.2,1.000,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.2,0.4,kinseta01
98,Andrei Kirilenko,PF,27,UTA,5,3,27.2,4.4,9.4,.468,0.2,1.0,.200,4.2,8.4,.500,.479,2.0,2.8,.714,1.4,1.4,2.8,2.0,2.2,0.6,1.0,1.2,11.0,kirilan01
99,Linas Kleiza,SF,24,DEN,14,0,15.0,2.2,4.7,.470,1.2,2.9,.425,1.0,1.9,.538,.598,1.3,1.7,.750,0.6,2.6,3.2,0.5,0.4,0.1,0.1,1.2,6.9,kleizli01
100,Brevin Knight,PG,33,UTA,5,0,3.4,0.0,0.6,.000,0.0,0.0,,0.0,0.6,.000,.000,0.0,0.0,,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.8,0.0,knighbr01
101,Kyle Korver,SF,27,UTA,5,2,27.2,3.6,9.2,.391,2.4,5.2,.462,1.2,4.0,.300,.522,1.0,1.4,.714,0.4,1.8,2.2,2.6,0.6,0.2,0.4,1.8,10.6,korveky01
