Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Jaylen Adams,PG,23,POR,3,0,7.0,1.0,3.0,.333,0.0,1.3,.000,1.0,1.7,.600,.333,0.0,0.0,,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0,adamsja01
2,Steven Adams,C,26,OKC,7,7,30.0,4.4,7.4,.596,0.0,0.1,.000,4.4,7.3,.608,.596,1.3,2.9,.450,4.9,6.7,11.6,1.3,0.6,0.3,2.3,1.4,10.1,adamsst01
3,Bam Adebayo,PF,22,MIA,19,19,36.2,6.5,11.6,.564,0.0,0.1,.000,6.5,11.5,.566,.564,4.7,6.1,.783,2.5,7.8,10.3,4.4,1.0,0.8,2.5,3.1,17.8,adebaba01
4,Jarrett Allen,C,21,BRK,4,4,33.0,3.5,6.0,.583,0.0,0.0,,3.5,6.0,.583,.583,3.3,4.0,.813,4.3,10.5,14.8,2.3,0.5,1.8,2.8,1.8,10.3,allenja01
5,Justin Anderson,SG,26,BRK,3,0,9.3,1.7,4.0,.417,1.7,3.7,.455,0.0,0.3,.000,.625,1.3,1.3,1.000,0.0,2.7,2.7,1.0,0.0,0.3,0.7,0.7,6.3,anderju01
6,Giannis Antetokounmpo,PF,25,MIL,9,9,30.8,10.0,17.9,.559,1.4,4.4,.325,8.6,13.4,.636,.599,5.2,9.0,.580,3.0,10.8,13.8,5.7,0.7,0.9,3.3,3.4,26.7,antetgi01
7,Carmelo Anthony,PF,35,POR,5,5,35.2,5.6,13.6,.412,1.6,3.8,.421,4.0,9.8,.408,.471,2.4,2.8,.857,0.2,4.8,5.0,2.0,1.0,0.4,2.6,4.0,15.2,anthoca01
8,OG Anunoby,SF,22,TOR,11,11,35.7,3.6,8.0,.455,1.5,3.7,.415,2.1,4.3,.489,.551,1.6,2.5,.643,2.4,4.5,6.9,1.2,1.0,1.2,1.5,2.5,10.5,anunoog01
9,D.J. Augustin,PG,32,ORL,5,0,25.6,3.6,9.2,.391,1.6,3.4,.471,2.0,5.8,.345,.478,4.4,4.6,.957,0.0,2.0,2.0,6.0,0.2,0.0,2.4,1.2,13.2,augusdj01
10,J.J. Barea,PG,35,DAL,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,3.0,3.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,bareajo01
11,Keita Bates-Diop,SF,24,DEN,5,0,4.8,0.2,1.0,.200,0.0,0.0,,0.2,1.0,.200,.200,0.2,0.4,.500,0.6,0.6,1.2,0.2,0.0,0.0,0.0,0.0,0.6,bateske01
