,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,-9999
1st,C,Ben Wallace,30,DET,51,60,0.850,74,36.1,9.7,12.2,1.7,1.4,2.4,.453,.111,.428,8.5,.153,6.7,2.6,94,wallabe01
1st,G,Bruce Bowen,33,SAS,48,60,0.800,82,32.0,8.2,3.5,1.5,0.7,0.5,.420,.403,.634,6.1,.111,4.0,1.2,102,bowenbr01
1st,F,Kevin Garnett,28,MIN,48,60,0.800,82,38.1,22.2,13.5,5.7,1.5,1.4,.502,.240,.811,16.1,.248,6.0,3.0,99,garneke01
1st,F,Tim Duncan,28,SAS,39,60,0.650,66,33.4,20.3,11.1,2.7,0.7,2.6,.496,.333,.670,11.2,.245,5.7,2.8,93,duncati01
1st,G,Larry Hughes,26,WAS,22,60,0.367,61,38.7,22.0,6.3,4.7,2.9,0.3,.430,.282,.777,7.7,.157,3.1,1.9,104,hughela01
2nd,C,Marcus Camby,30,DEN,21,60,0.350,66,30.5,10.3,10.0,2.3,0.9,3.0,.465,.000,.723,5.8,.138,4.5,3.3,96,cambyma01
2nd,F,Tayshaun Prince,24,DET,21,60,0.350,82,37.1,14.7,5.3,3.0,0.7,0.9,.487,.341,.807,9.4,.149,4.0,0.7,104,princta01
2nd,G,Chauncey Billups,28,DET,17,60,0.283,80,35.8,16.5,3.4,5.8,1.0,0.1,.442,.426,.898,12.1,.202,3.5,0.6,105,billuch01
2nd,F,Andrei Kirilenko,23,UTA,17,60,0.283,41,32.9,15.6,6.2,3.2,1.6,3.3,.493,.299,.784,5.5,.197,2.0,3.7,102,kirilan01
2nd,G,Jason Kidd,31,NJN,16,60,0.267,66,36.9,14.4,7.4,8.3,1.9,0.1,.398,.360,.740,7.2,.143,4.2,1.4,101,kiddja01
2nd,G,Dwyane Wade,23,MIA,16,60,0.267,77,38.6,24.1,5.2,6.8,1.6,1.1,.478,.289,.762,11.0,.177,4.3,0.7,103,wadedw01
ORV,C,Shaquille O'Neal,32,MIA,16,60,0.267,73,34.1,22.9,10.4,2.7,0.5,2.3,.601,,.461,11.0,.211,4.6,1.2,100,onealsh01
ORV,G,Allen Iverson,29,PHI,14,60,0.233,75,42.3,30.7,4.0,7.9,2.4,0.1,.424,.308,.835,9.0,.136,3.7,0.0,105,iversal01
ORV,G,Kobe Bryant,26,LAL,12,60,0.200,66,40.7,27.6,5.9,6.0,1.3,0.8,.433,.339,.816,8.1,.145,1.0,-0.8,111,bryanko01
ORV,G,Manu Ginóbili,27,SAS,9,60,0.150,74,29.6,16.0,4.4,3.9,1.6,0.4,.471,.376,.803,11.0,.240,4.6,2.8,98,ginobma01
