,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,-9999
1st,C,Rudy Gobert,26,UTA,196,200,0.980,81,31.8,15.9,12.9,2.0,0.8,2.3,.669,,.636,14.4,.268,5.7,2.5,100,goberru01
1st,F,Paul George,28,OKC,195,200,0.975,77,36.9,28.0,8.2,4.1,2.2,0.4,.438,.386,.839,11.9,.201,4.9,1.6,105,georgpa01
1st,F,Giannis Antetokounmpo,24,MIL,193,200,0.965,72,32.8,27.7,12.5,5.9,1.3,1.5,.578,.256,.729,14.4,.292,5.5,4.1,99,antetgi01
1st,G,Marcus Smart,24,BOS,145,200,0.725,80,27.5,8.9,2.9,4.0,1.8,0.4,.422,.364,.806,5.3,.116,3.1,2.0,107,smartma01
1st,G,Eric Bledsoe,29,MIL,100,200,0.500,78,29.1,15.9,4.6,5.5,1.5,0.4,.484,.329,.750,8.2,.173,3.7,1.2,105,bledser01
2nd,G,Jrue Holiday,28,NOP,90,200,0.450,67,35.9,21.2,5.0,7.7,1.6,0.8,.472,.325,.768,5.4,.108,1.9,-0.1,112,holidjr01
2nd,G,Klay Thompson,28,GSW,82,200,0.410,78,34.0,21.5,3.8,2.4,1.1,0.6,.467,.402,.816,5.3,.095,2.3,-1.4,112,thompkl01
2nd,C,Joel Embiid,24,PHI,80,200,0.400,64,33.7,27.5,13.6,3.7,0.7,1.9,.484,.300,.804,8.7,.194,3.8,0.9,104,embiijo01
2nd,F,Draymond Green,28,GSW,61,200,0.305,66,31.3,7.4,7.3,6.9,1.4,1.1,.445,.285,.692,4.3,.100,3.2,2.7,106,greendr01
2nd,F,Kawhi Leonard,27,TOR,39,200,0.195,60,34.0,26.6,7.3,3.3,1.8,0.4,.496,.371,.854,9.5,.224,3.4,1.1,105,leonaka01
