,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
ORV,G,Danny Green,31,TOR,66,200,0.330,80,27.7,10.3,4.0,1.6,0.9,0.7,.465,.455,.841,5.9,.128,2.9,0.8,108,greenda02
ORV,G,Patrick Beverley,30,LAC,48,200,0.240,78,27.4,7.6,5.0,3.8,0.9,0.6,.407,.397,.780,4.8,.108,2.0,1.2,111,beverpa01
ORV,C,Myles Turner,22,IND,39,200,0.195,74,28.6,13.3,7.2,1.6,0.8,2.7,.487,.388,.736,6.3,.144,4.4,2.4,101,turnemy01
ORV,F,P.J. Tucker,33,HOU,38,200,0.190,82,34.2,7.3,5.8,1.2,1.6,0.5,.396,.377,.695,5.0,.086,3.0,1.0,110,tuckepj01
ORV,F,Pascal Siakam,24,TOR,24,200,0.120,80,31.9,16.9,6.9,3.1,0.9,0.7,.549,.369,.785,9.3,.175,3.6,0.8,107,siakapa01
ORV,G,Derrick White,24,SAS,15,200,0.075,67,25.8,9.9,3.7,3.9,1.0,0.7,.479,.338,.772,3.6,.101,1.9,1.3,110,whitede01
ORV,G,Jimmy Butler,29,TOT,9,200,0.045,65,33.6,18.7,5.3,4.0,1.9,0.6,.462,.347,.855,7.9,.173,2.5,0.9,110,butleji01
ORV,G,Russell Westbrook,30,OKC,9,200,0.045,73,36.0,22.9,11.1,10.7,1.9,0.5,.428,.290,.656,6.8,.124,5.0,2.4,103,westbru01
ORV,G,Chris Paul,33,HOU,7,200,0.035,58,32.0,15.6,4.6,8.2,2.0,0.3,.419,.358,.862,6.6,.172,2.2,1.1,109,paulch01
ORV,F,Robert Covington,28,TOT,5,200,0.025,35,34.4,13.3,5.5,1.3,2.1,1.3,.431,.378,.764,2.5,.100,1.6,2.1,108,covinro01
ORV,F,Paul Millsap,33,DEN,5,200,0.025,70,27.1,12.6,7.2,2.0,1.2,0.8,.484,.365,.727,6.1,.155,2.9,1.0,106,millspa01
ORV,F,Kevin Durant,30,GSW,4,200,0.020,78,34.6,26.0,6.4,5.9,0.7,1.1,.521,.353,.885,11.5,.204,2.9,0.1,110,duranke01
ORV,G,James Harden,29,HOU,4,200,0.020,78,36.8,36.1,6.6,7.5,2.0,0.7,.442,.368,.879,15.2,.254,3.8,1.6,108,hardeja01
ORV,C,Al Horford,32,BOS,4,200,0.020,68,29.0,13.6,6.7,4.2,0.9,1.3,.535,.360,.821,7.5,.181,2.9,1.9,107,horfoal01
ORV,G,Malcolm Brogdon,26,MIL,3,200,0.015,64,28.6,15.6,4.5,3.2,0.7,0.2,.505,.426,.928,6.5,.171,2.3,0.1,108,brogdma01
ORV,G,Kyle Lowry,32,TOR,3,200,0.015,65,34.0,14.2,4.8,8.7,1.4,0.5,.411,.347,.830,6.6,.144,3.0,0.6,108,lowryky01
ORV,G,Josh Richardson,25,MIA,3,200,0.015,73,34.8,16.6,3.6,4.1,1.1,0.5,.412,.357,.861,5.6,.106,2.6,0.2,110,richajo01
ORV,G,Stephen Curry,30,GSW,2,200,0.010,69,33.8,27.3,5.3,5.2,1.3,0.4,.472,.437,.916,9.7,.199,2.5,-0.5,110,curryst01
ORV,F,Anthony Davis,25,NOP,2,200,0.010,56,33.0,25.9,12.0,3.9,1.6,2.4,.517,.331,.794,9.5,.247,3.1,2.3,105,davisan02
ORV,C,Derrick Favors,27,UTA,2,200,0.010,76,23.2,11.8,7.4,1.2,0.7,1.4,.586,.218,.675,7.9,.215,3.5,1.5,103,favorde01
ORV,F,Joe Ingles,31,UTA,2,200,0.010,82,31.3,12.1,4.0,5.7,1.2,0.2,.448,.391,.707,6.0,.113,3.6,1.1,107,inglejo01
ORV,G,Donovan Mitchell,22,UTA,2,200,0.010,77,33.7,23.8,4.1,4.2,1.4,0.4,.432,.362,.806,5.0,.092,3.7,0.1,107,mitchdo01
ORV,G,Ben Simmons,22,PHI,2,200,0.010,79,34.2,16.9,8.8,7.7,1.4,0.8,.563,.000,.600,8.2,.146,3.6,1.3,108,simmobe01
ORV,F,Thaddeus Young,30,IND,2,200,0.010,81,30.7,12.6,6.5,2.5,1.5,0.4,.527,.349,.644,6.9,.133,3.9,1.1,106,youngth01
ORV,F,Bam Adebayo,21,MIA,1,200,0.005,82,23.3,8.9,7.3,2.2,0.9,0.8,.576,.200,.735,6.8,.171,3.4,2.2,104,adebaba01
ORV,F,Kyle Anderson,25,MEM,1,200,0.005,43,29.8,8.0,5.8,3.0,1.3,0.9,.543,.265,.578,2.7,.100,1.8,2.4,107,anderky01
ORV,G,Bradley Beal,25,WAS,1,200,0.005,82,36.9,25.6,5.0,5.5,1.5,0.7,.475,.351,.808,7.6,.120,1.7,-0.8,114,bealbr01
ORV,F,Jordan Bell,24,GSW,1,200,0.005,68,11.6,3.3,2.7,1.1,0.3,0.8,.516,.000,.610,1.6,.096,1.1,1.3,108,belljo01
ORV,F,Jaylen Brown,22,BOS,1,200,0.005,74,25.9,13.0,4.2,1.4,0.9,0.4,.465,.344,.658,3.0,.076,2.4,-0.4,109,brownja02
ORV,G,Mike Conley,31,MEM,1,200,0.005,70,33.5,21.1,3.4,6.4,1.3,0.3,.438,.364,.845,8.0,.164,2.3,0.1,111,conlemi01
ORV,F,Ed Davis,29,BRK,1,200,0.005,81,17.9,5.8,8.6,0.8,0.4,0.4,.616,.000,.617,5.7,.191,2.5,0.7,105,davised01
ORV,C,Andre Drummond,25,DET,1,200,0.005,79,33.5,17.3,15.6,1.4,1.7,1.7,.533,.132,.590,10.0,.181,5.9,0.8,100,drumman01
ORV,G,Terrance Ferguson,20,OKC,1,200,0.005,74,26.1,6.9,1.9,1.0,0.5,0.2,.429,.366,.725,2.8,.070,1.6,0.1,112,fergute01
ORV,G,De'Aaron Fox,21,SAC,1,200,0.005,81,31.4,17.3,3.8,7.3,1.6,0.6,.458,.371,.727,5.6,.106,2.5,0.2,111,foxde01
ORV,G,Shai Gilgeous-Alexander,20,LAC,1,200,0.005,82,26.5,10.8,2.8,3.3,1.2,0.5,.476,.367,.800,3.3,.074,1.9,0.4,112,gilgesh01
ORV,G,Gary Harris,24,DEN,1,200,0.005,57,28.8,12.9,2.8,2.2,1.0,0.3,.424,.339,.799,2.6,.076,1.5,-0.4,111,harriga01
ORV,F,Andre Iguodala,35,GSW,1,200,0.005,68,23.2,5.7,3.7,3.2,0.9,0.8,.500,.333,.582,4.2,.129,1.8,1.7,109,iguodan01
ORV,G,Kyrie Irving,26,BOS,1,200,0.005,67,33.0,23.8,5.0,6.9,1.5,0.5,.487,.401,.873,9.1,.197,2.9,1.1,108,irvinky01
ORV,C,Nikola Jokić,23,DEN,1,200,0.005,80,31.3,20.1,10.8,7.3,1.4,0.7,.511,.307,.821,11.8,.226,4.3,2.9,105,jokicni01
ORV,G,Damian Lillard,28,POR,1,200,0.005,80,35.5,25.8,4.6,6.9,1.1,0.4,.444,.369,.912,12.1,.205,2.4,-0.3,112,lillada01
ORV,C,Brook Lopez,30,MIL,1,200,0.005,81,28.7,12.5,4.9,1.2,0.6,2.2,.452,.365,.842,6.7,.138,4.3,1.8,103,lopezbr01
ORV,F,Khris Middleton,27,MIL,1,200,0.005,77,31.1,18.3,6.0,4.3,1.0,0.1,.441,.378,.837,6.1,.123,3.6,0.1,106,middlkh01
ORV,G,Ricky Rubio,28,UTA,1,200,0.005,68,27.9,12.7,3.6,6.1,1.3,0.1,.404,.311,.855,3.7,.095,2.8,0.8,107,rubiori01
