,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
ORV,F,Luol Deng,27,CHI,11,60,0.183,75,38.7,16.5,6.3,3.0,1.1,0.4,.426,.322,.816,6.3,.105,3.3,-0.3,105,denglu01
ORV,C,Dwight Howard,27,LAL,9,60,0.150,76,35.8,17.1,12.4,1.4,1.1,2.4,.578,.167,.492,7.6,.134,4.8,1.1,100,howardw01
ORV,G,Kobe Bryant,34,LAL,6,60,0.100,78,38.6,27.3,5.6,6.0,1.4,0.3,.463,.324,.839,10.9,.174,2.6,-0.1,107,bryanko01
ORV,C,Roy Hibbert,26,IND,6,60,0.100,79,28.7,11.9,8.3,1.4,0.5,2.6,.448,.250,.741,6.1,.129,4.9,1.4,97,hibbero01
ORV,F,Kenneth Faried,23,DEN,4,60,0.067,80,28.1,11.5,9.2,1.0,1.0,1.0,.552,,.613,7.8,.167,3.4,0.2,102,farieke01
ORV,G,Russell Westbrook,24,OKC,4,60,0.067,82,34.9,23.2,5.2,7.4,1.8,0.3,.438,.323,.800,11.6,.195,3.9,-0.2,103,westbru01
ORV,F,Shane Battier,34,MIA,2,60,0.033,72,24.8,6.6,2.3,1.0,0.6,0.8,.420,.430,.842,4.4,.119,1.6,0.1,107,battish01
ORV,F,Nicolas Batum,24,POR,2,60,0.033,73,38.5,14.3,5.6,4.9,1.2,1.1,.423,.372,.848,5.8,.099,1.9,0.5,109,batumni01
ORV,F,Corey Brewer,26,DEN,2,60,0.033,82,24.4,12.1,2.9,1.5,1.4,0.3,.425,.296,.690,3.9,.093,2.2,0.6,105,breweco01
ORV,G,George Hill,26,IND,2,60,0.033,76,34.5,14.2,3.7,4.7,1.1,0.3,.443,.368,.817,9.7,.177,3.8,1.1,102,hillge01
ORV,G,Mike James,37,DAL,2,60,0.033,45,19.2,6.1,1.6,3.1,0.6,0.1,.373,.384,.793,0.4,.024,0.5,-1.0,110,jamesmi01
ORV,F,Kawhi Leonard,21,SAS,2,60,0.033,58,31.2,11.9,6.0,1.6,1.7,0.6,.494,.374,.825,6.2,.166,3.3,2.0,99,leonaka01
ORV,G,Tony Parker,30,SAS,2,60,0.033,66,32.9,20.3,3.0,7.6,0.8,0.1,.522,.353,.845,9.3,.206,2.3,-0.5,106,parketo01
ORV,G,Dwyane Wade,31,MIA,2,60,0.033,69,34.7,21.2,5.0,5.1,1.9,0.8,.521,.258,.725,9.6,.192,3.5,0.7,103,wadedw01
ORV,F,Metta World Peace,33,LAL,2,60,0.033,75,33.7,12.4,5.0,1.5,1.6,0.6,.403,.342,.734,4.6,.086,2.6,0.9,106,artesro01
ORV,G,Eric Bledsoe,23,LAC,1,60,0.017,76,20.4,8.5,3.0,3.1,1.4,0.7,.445,.397,.791,3.7,.115,2.6,2.2,101,bledser01
ORV,F,Kevin Durant,24,OKC,1,60,0.017,81,38.5,28.1,7.9,4.6,1.4,1.3,.510,.416,.905,18.9,.291,5.3,1.7,100,duranke01
ORV,G,Jrue Holiday,22,PHI,1,60,0.017,78,37.5,17.7,4.2,8.0,1.6,0.4,.431,.368,.752,3.3,.055,2.7,-0.7,107,holidjr01
ORV,F,Andrei Kirilenko,31,MIN,1,60,0.017,64,31.8,12.4,5.7,2.8,1.5,1.0,.507,.292,.752,6.0,.142,2.6,1.8,104,kirilan01
ORV,G,Iman Shumpert,22,NYK,1,60,0.017,45,22.1,6.8,3.0,1.7,1.0,0.2,.396,.402,.766,1.9,.094,1.0,0.7,106,shumpim01
ORV,F,David West,32,IND,1,60,0.017,73,33.4,17.1,7.7,2.9,1.0,0.9,.498,.211,.768,9.1,.179,4.7,1.5,99,westda01
