,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,-9999
1st,G,Tony Allen,31,MEM,53,60,0.883,79,26.7,8.9,4.6,1.2,1.5,0.6,.445,.125,.717,5.1,.115,4.1,2.4,98,allento01
1st,F,LeBron James,28,MIA,52,60,0.867,76,37.9,26.8,8.0,7.3,1.7,0.9,.565,.406,.753,19.3,.322,4.7,2.4,101,jamesle01
1st,F,Serge Ibaka,23,OKC,46,60,0.767,80,31.1,13.2,7.7,0.5,0.4,3.0,.573,.351,.749,9.4,.181,4.1,0.7,101,ibakase01
1st,G,Chris Paul,27,LAC,37,60,0.617,70,33.4,16.9,3.7,9.7,2.4,0.1,.481,.328,.885,13.9,.287,3.4,2.4,102,paulch01
1st,C,Tyson Chandler,30,NYK,24,60,0.400,66,32.8,10.4,10.7,0.9,0.6,1.1,.638,,.694,9.3,.207,2.6,-0.3,104,chandty01
1st,C,Joakim Noah,27,CHI,24,60,0.400,66,36.8,11.9,11.1,4.0,1.2,2.1,.481,.000,.751,7.3,.145,4.7,2.7,99,noahjo01
2nd,F,Paul George,22,IND,27,60,0.450,79,37.6,17.4,7.6,4.1,1.8,0.6,.419,.362,.807,9.0,.145,6.3,2.3,97,georgpa01
2nd,G,Avery Bradley,22,BOS,25,60,0.417,50,28.7,9.2,2.2,2.1,1.3,0.4,.402,.317,.755,0.4,.012,1.6,0.3,105,bradlav01
2nd,F,Tim Duncan,36,SAS,20,60,0.333,69,30.1,17.8,9.9,2.7,0.7,2.7,.502,.286,.817,8.3,.191,4.9,2.9,95,duncati01
2nd,G,Mike Conley,25,MEM,19,60,0.317,80,34.5,14.6,2.8,6.1,2.2,0.3,.440,.362,.830,9.9,.172,4.7,2.3,100,conlemi01
2nd,C,Marc Gasol,28,MEM,12,60,0.200,80,35.0,14.1,7.8,4.0,1.0,1.7,.494,.071,.848,11.5,.197,5.4,3.1,98,gasolma01
ORV,F,Andre Iguodala,29,DEN,16,60,0.267,80,34.7,13.0,5.3,5.4,1.7,0.7,.451,.317,.574,5.6,.097,3.2,1.4,105,iguodan01
ORV,C,Larry Sanders,24,MIL,16,60,0.267,71,27.3,9.8,9.5,1.2,0.7,2.8,.506,.000,.618,6.0,.149,3.7,2.0,99,sandela01
ORV,G,Thabo Sefolosha,28,OKC,15,60,0.250,81,27.5,7.6,3.9,1.5,1.3,0.5,.481,.419,.826,6.8,.146,3.1,1.8,103,sefolth01
