,,,,,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,Advanced,Advanced,Advanced,-additional
# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,-9999
1st,C,Rudy Gobert,28,UTA,200,200,1.000,71,30.8,14.3,13.5,1.3,0.6,2.7,.675,.000,.623,11.3,.248,5.2,2.8,101,goberru01
1st,G,Ben Simmons,24,PHI,200,200,1.000,58,32.4,14.3,7.2,6.9,1.6,0.6,.557,.300,.613,6.0,.153,3.3,2.2,106,simmobe01
1st,F,Draymond Green,30,GSW,176,200,0.880,63,31.5,7.0,7.1,8.9,1.7,0.8,.447,.270,.795,4.6,.112,3.4,3.3,106,greendr01
1st,G,Jrue Holiday,30,MIL,157,200,0.785,59,32.3,17.7,4.5,6.1,1.6,0.6,.503,.392,.787,6.6,.165,2.2,0.6,111,holidjr01
1st,F,Giannis Antetokounmpo,26,MIL,135,200,0.675,61,33.0,28.1,11.0,5.9,1.2,1.2,.569,.303,.685,10.2,.244,3.3,2.8,107,antetgi01
2nd,F,Bam Adebayo,23,MIA,111,200,0.555,64,33.5,18.7,9.0,5.4,1.2,1.0,.570,.250,.799,8.8,.197,3.2,2.0,108,adebaba01
2nd,G,Jimmy Butler,31,MIA,111,200,0.555,52,33.6,21.5,6.9,7.1,2.1,0.3,.497,.245,.863,9.3,.255,2.7,2.3,108,butleji01
2nd,C,Joel Embiid,26,PHI,87,200,0.435,51,31.1,28.5,10.6,2.8,1.0,1.4,.513,.377,.859,8.8,.266,3.2,1.2,104,embiijo01
2nd,G,Matisse Thybulle,23,PHI,63,200,0.315,65,20.0,3.9,1.9,1.0,1.6,1.1,.420,.301,.444,2.8,.102,2.7,4.5,103,thybuma01
2nd,F,Kawhi Leonard,29,LAC,43,200,0.215,52,34.1,24.8,6.5,5.2,1.6,0.4,.512,.398,.885,8.8,.238,2.4,1.3,110,leonaka01
ORV,G,Mikal Bridges,24,PHO,39,200,0.195,72,32.6,13.5,4.3,2.1,1.1,0.9,.543,.425,.840,8.0,.164,2.6,0.9,112,bridgmi01
ORV,C,Clint Capela,26,ATL,36,200,0.180,63,30.1,15.2,14.3,0.8,0.7,2.0,.594,,.573,8.2,.207,3.3,0.0,106,capelca01
ORV,C,Myles Turner,24,IND,24,200,0.120,47,31.0,12.6,6.5,1.0,0.9,3.4,.477,.335,.782,3.3,.110,2.2,2.0,108,turnemy01
ORV,G,Marcus Smart,26,BOS,22,200,0.110,48,32.9,13.1,3.5,5.7,1.5,0.5,.398,.330,.790,3.3,.100,1.5,0.2,113,smartma01
ORV,G,Luguentz Dort,21,OKC,17,200,0.085,52,29.7,14.0,3.6,1.7,0.9,0.4,.387,.343,.744,0.3,.011,1.0,-0.9,116,dortlu01
ORV,G,Chris Paul,35,PHO,14,200,0.070,70,31.4,16.4,4.5,8.9,1.4,0.3,.499,.395,.934,9.2,.201,2.7,1.1,111,paulch01
ORV,F,Paul George,30,LAC,11,200,0.055,54,33.7,23.3,6.6,5.2,1.1,0.4,.467,.411,.868,5.3,.139,2.3,0.3,110,georgpa01
ORV,G,Alex Caruso,26,LAL,5,200,0.025,58,21.0,6.4,2.9,2.8,1.1,0.3,.436,.401,.645,2.4,.095,2.1,2.5,106,carusal01
ORV,G,Dejounte Murray,24,SAS,5,200,0.025,67,31.9,15.7,7.1,5.4,1.5,0.1,.453,.317,.791,3.3,.074,2.6,1.0,111,murrade01
ORV,G,Kentavious Caldwell-Pope,27,LAL,4,200,0.020,67,28.4,9.7,2.7,1.9,0.9,0.4,.431,.410,.866,4.2,.107,2.6,1.0,109,caldwke01
ORV,G,T.J. McConnell,28,IND,4,200,0.020,69,26.0,8.6,3.7,6.6,1.9,0.3,.559,.313,.688,4.8,.128,2.2,1.7,110,mccontj01
ORV,F,Julius Randle,26,NYK,4,200,0.020,71,37.6,24.1,10.2,6.0,0.9,0.3,.456,.411,.811,7.8,.140,4.3,0.9,107,randlju01
ORV,G,Dennis Schröder,27,LAL,4,200,0.020,61,32.1,15.4,3.5,5.8,1.1,0.2,.437,.335,.848,3.8,.093,2.7,0.2,109,schrode01
ORV,F,OG Anunoby,23,TOR,3,200,0.015,43,33.3,15.9,5.5,2.2,1.5,0.7,.480,.398,.784,3.1,.104,1.6,0.4,112,anunoog01
ORV,F,Dillon Brooks,25,MEM,3,200,0.015,67,29.8,17.2,2.9,2.3,1.2,0.4,.419,.344,.815,1.4,.033,1.8,-1.1,113,brookdi01
ORV,G,Danny Green,33,PHI,3,200,0.015,69,28.0,9.5,3.8,1.7,1.3,0.8,.412,.405,.775,4.6,.115,3.1,1.5,108,greenda02
ORV,G,Fred VanVleet,26,TOR,3,200,0.015,52,36.5,19.6,4.2,6.3,1.7,0.7,.389,.366,.885,4.3,.108,1.8,0.2,113,vanvlfr01
ORV,F,Jaylen Brown,24,BOS,2,200,0.010,58,34.5,24.7,6.0,3.4,1.2,0.6,.484,.397,.764,4.8,.115,2.0,-0.7,113,brownja02
ORV,G,Mike Conley,33,UTA,2,200,0.010,51,29.4,16.2,3.5,6.0,1.4,0.2,.444,.412,.852,6.1,.197,2.1,1.3,109,conlemi01
ORV,F,Anthony Davis,27,LAL,2,200,0.010,36,32.3,21.8,7.9,3.1,1.3,1.6,.491,.260,.738,3.7,.152,2.4,2.2,104,davisan02
ORV,F,Royce O'Neale,27,UTA,2,200,0.010,71,31.6,7.0,6.8,2.5,0.8,0.5,.444,.385,.848,5.6,.121,3.3,2.1,108,onealro01
ORV,F,Robert Covington,30,POR,1,200,0.005,70,32.0,8.5,6.7,1.7,1.4,1.2,.401,.379,.806,3.7,.080,2.4,1.5,112,covinro01
ORV,F,Jae Crowder,30,PHO,1,200,0.005,60,27.5,10.1,4.7,2.1,0.8,0.5,.404,.389,.760,3.3,.097,1.9,0.8,111,crowdja01
ORV,G,Donovan Mitchell,24,UTA,1,200,0.005,53,33.4,26.4,4.4,5.2,1.0,0.3,.438,.386,.845,6.2,.167,2.2,-0.2,110,mitchdo01
ORV,C,Nerlens Noel,26,NYK,1,200,0.005,64,24.2,5.1,6.4,0.7,1.1,2.2,.614,.000,.714,5.2,.162,3.6,3.8,101,noelne01
ORV,C,Daniel Theis,28,TOT,1,200,0.005,65,24.6,9.6,5.5,1.7,0.6,0.9,.541,.322,.673,4.3,.128,1.8,0.7,111,theisda01
ORV,G,Russell Westbrook,32,WAS,1,200,0.005,65,36.4,22.2,11.5,11.7,1.4,0.4,.439,.315,.656,3.7,.075,3.2,1.1,110,westbru01
ORV,F,Andrew Wiggins,25,GSW,1,200,0.005,71,33.3,18.6,4.9,2.4,0.9,1.0,.477,.380,.714,3.9,.080,2.7,-0.4,111,wiggian01
ORV,F,Christian Wood,25,HOU,1,200,0.005,41,32.3,21.0,9.6,1.7,0.8,1.2,.514,.374,.631,2.8,.100,1.4,-0.3,112,woodch01
