Rk,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Indiana Pacers,7,240.0,33.1,76.3,.434,10.4,32.4,.322,22.7,43.9,.518,18.1,23.9,.760,9.1,29.6,38.7,17.1,6.6,3.6,14.4,20.3,94.9
2,Golden State Warriors,21,241.2,37.0,87.4,.423,10.2,32.5,.313,26.8,54.9,.488,16.2,21.0,.771,10.3,32.7,43.0,20.4,7.5,3.6,13.6,19.4,100.4
3,Boston Celtics,19,242.6,37.5,81.4,.461,9.2,27.5,.335,28.3,53.9,.525,16.4,22.4,.734,8.5,34.5,42.9,21.1,5.9,5.6,13.5,21.4,100.7
4,Milwaukee Bucks,7,243.6,37.0,83.6,.443,10.1,29.0,.350,26.9,54.6,.492,18.3,24.3,.753,10.7,32.4,43.1,21.6,6.6,4.1,13.0,19.4,102.4
5,Cleveland Cavaliers,22,242.3,38.3,82.0,.467,10.2,29.5,.347,28.1,52.5,.535,16.0,20.6,.775,8.2,31.9,40.0,22.4,6.5,4.4,11.8,21.9,102.9
6,Houston Rockets,17,240.0,38.5,82.6,.465,10.6,27.9,.382,27.8,54.8,.508,15.5,20.7,.750,8.5,35.1,43.6,21.4,6.8,4.4,14.0,19.5,103.1
7,Utah Jazz,11,240.0,37.9,86.6,.438,11.7,32.3,.363,26.2,54.4,.482,17.0,21.1,.806,8.5,35.7,44.2,18.2,9.4,5.5,12.6,20.9,104.5
8,Philadelphia 76ers,10,242.5,37.1,83.2,.446,11.4,29.9,.381,25.7,53.3,.482,19.3,26.7,.723,8.6,32.6,41.2,22.2,8.0,5.9,13.8,25.5,104.9
9,Oklahoma City Thunder,6,240.0,38.2,84.2,.453,11.3,31.5,.360,26.8,52.7,.509,17.8,26.0,.686,11.3,35.5,46.8,20.0,8.7,5.5,15.2,20.7,105.5
10,San Antonio Spurs,5,240.0,39.6,82.8,.478,9.4,28.0,.336,30.2,54.8,.551,17.0,20.4,.833,10.4,37.0,47.4,26.8,6.0,5.0,13.6,19.8,105.6
11,Washington Wizards,6,240.0,39.2,82.8,.473,11.0,26.8,.410,28.2,56.0,.503,19.8,24.8,.799,8.8,31.7,40.5,22.2,7.5,6.2,14.2,21.3,109.2
12,Minnesota Timberwolves,5,240.0,39.2,88.0,.445,15.0,43.4,.346,24.2,44.6,.543,17.0,22.8,.746,9.0,34.2,43.2,20.8,6.8,6.2,8.4,17.6,110.4
13,New Orleans Pelicans,9,240.0,42.3,92.4,.458,10.4,31.9,.328,31.9,60.6,.527,15.7,19.8,.792,10.1,36.7,46.8,25.6,9.2,4.9,13.8,19.0,110.8
14,Toronto Raptors,10,242.5,41.8,86.0,.486,9.4,24.3,.387,32.4,61.7,.525,18.7,22.9,.817,8.1,31.1,39.2,23.7,7.3,4.8,11.3,20.3,111.7
15,Miami Heat,5,240.0,39.2,87.4,.449,11.4,31.4,.363,27.8,56.0,.496,24.4,31.8,.767,13.2,36.8,50.0,26.6,9.0,4.2,16.0,24.0,114.2
16,Portland Trail Blazers,4,240.0,43.8,83.8,.522,10.0,25.0,.400,33.8,58.8,.574,17.0,21.8,.782,7.5,35.8,43.3,26.5,8.3,6.5,14.0,19.5,114.5
,League Average,10,241.2,38.4,84.2,.456,10.5,29.9,.351,27.9,54.3,.513,17.2,22.5,.765,9.2,33.7,42.8,21.8,7.3,4.8,13.2,20.7,104.4
