Rk,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Los Angeles Lakers,6,240.0,37.5,81.8,.458,11.7,32.5,.359,25.8,49.3,.524,17.3,20.7,.839,8.0,33.8,41.8,24.3,7.2,5.0,12.5,21.0,104.0
2,New York Knicks,5,240.0,37.6,84.8,.443,12.8,35.6,.360,24.8,49.2,.504,16.0,19.2,.833,8.0,36.2,44.2,20.6,4.8,6.8,10.8,19.0,104.0
3,Phoenix Suns,22,240.0,38.1,86.6,.440,11.5,34.5,.333,26.6,52.1,.511,16.8,22.5,.747,10.9,32.7,43.6,20.9,6.6,3.6,11.8,18.5,104.5
4,Milwaukee Bucks,23,242.2,39.6,87.2,.454,12.0,34.2,.352,27.6,53.0,.520,13.9,17.2,.808,8.1,33.3,41.4,20.9,7.3,3.8,13.2,20.1,105.2
5,Brooklyn Nets,12,242.1,39.0,88.9,.439,11.3,34.9,.322,27.8,54.0,.514,16.9,22.5,.752,11.4,33.7,45.1,19.3,6.5,6.2,12.9,18.6,106.2
6,Los Angeles Clippers,19,240.0,39.3,85.3,.461,14.1,36.1,.391,25.2,49.3,.512,14.8,19.4,.764,9.7,32.1,41.8,20.5,5.3,2.7,11.7,21.3,107.5
7,Atlanta Hawks,18,240.0,39.8,87.1,.458,10.9,31.2,.351,28.9,55.9,.517,17.2,23.8,.722,11.1,34.6,45.7,22.9,7.7,4.3,12.8,20.3,107.8
8,Philadelphia 76ers,12,240.0,39.5,87.8,.450,9.2,28.8,.319,30.3,59.0,.514,20.6,26.8,.769,9.6,33.2,42.8,20.8,6.0,3.8,12.5,23.8,108.8
9,Dallas Mavericks,7,240.0,39.0,80.0,.488,13.4,36.0,.373,25.6,44.0,.581,19.7,23.4,.841,8.9,33.1,42.0,22.6,6.9,5.0,11.0,20.6,111.1
10,Utah Jazz,11,240.0,42.9,88.5,.485,13.5,34.7,.390,29.4,53.7,.547,18.4,22.3,.824,10.0,30.2,40.2,21.4,7.9,4.3,10.5,21.1,117.7
11,Miami Heat,4,246.3,44.3,94.5,.468,13.3,40.5,.327,31.0,54.0,.574,16.8,22.3,.753,15.3,43.8,59.0,26.8,7.5,3.0,15.0,20.0,118.5
12,Denver Nuggets,10,245.0,43.0,87.5,.491,14.8,35.5,.417,28.2,52.0,.542,19.5,22.4,.871,8.2,35.0,43.2,23.8,5.8,4.9,11.5,20.3,120.3
13,Portland Trail Blazers,6,248.3,43.0,91.2,.472,15.2,37.3,.406,27.8,53.8,.517,19.7,24.3,.808,11.7,32.7,44.3,26.0,6.2,4.5,11.2,20.2,120.8
14,Boston Celtics,5,240.0,42.0,84.6,.496,14.4,33.8,.426,27.6,50.8,.543,25.0,27.4,.912,10.4,31.2,41.6,24.0,7.2,6.6,11.4,23.4,123.4
15,Memphis Grizzlies,5,240.0,42.2,86.4,.488,16.8,41.4,.406,25.4,45.0,.564,22.2,26.2,.847,9.8,35.8,45.6,23.0,5.2,6.2,13.6,19.2,123.4
16,Washington Wizards,5,240.0,45.8,89.6,.511,11.4,30.2,.377,34.4,59.4,.579,21.0,29.8,.705,9.6,35.2,44.8,26.6,8.6,7.2,11.8,23.8,124.0
,League Average,11,241.2,40.2,86.9,.462,12.5,34.3,.364,27.7,52.6,.527,17.5,22.2,.786,9.9,33.5,43.4,22.0,6.7,4.4,12.2,20.5,110.3
