,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
11,Jeff Ayres,PF,25,IND,9,71,.333,11.1,,.958,.333,.083,.125,.417,.042,,.348,.750,.000,.000,.200,.000,,.625,,,.125,2,,1.000,.000,,0,0,pendeje02
12,Harrison Barnes,SF,20,GSW,12,461,.444,13.6,,.679,.247,.154,.179,.099,.321,,.482,.700,.240,.379,.500,.365,,.547,1.000,,.105,15,,.269,.357,,0,0,barneha02
13,Matt Barnes,SF,32,LAC,6,162,.545,13.1,,.614,.386,.091,.045,.091,.386,,.630,.765,.500,.500,.250,.412,,.588,1.000,,.068,3,,.294,.400,,0,0,barnema02
14,Brandon Bass,PF,27,BOS,6,204,.483,9.0,,1.000,.379,.172,.172,.276,.000,,.483,.727,.200,.600,.250,,,.571,,,.138,4,,,,,0,0,bassbr01
15,Shane Battier,SF,34,MIA,22,392,.290,23.4,,.054,.011,.032,.011,.000,.946,,.200,1.000,.000,.000,,.295,,1.000,1.000,,.000,0,,.568,.340,,0,0,battish01
16,Jerryd Bayless,PG,24,MEM,15,320,.358,19.1,,.569,.102,.088,.036,.343,.431,,.397,.429,.167,.000,.489,.305,,.290,.889,,.015,2,,.254,.333,,1,0,bayleje01
17,Aron Baynes,C,26,SAS,4,23,.571,6.2,,1.000,.429,.429,.000,.143,.000,,.571,.333,.667,,1.000,,,.750,,,.286,1,,,,,0,0,baynear01
18,Kent Bazemore,SG,23,GSW,9,16,.125,9.6,,.875,.250,.375,.125,.125,.125,,.143,.500,.000,.000,.000,.000,,1.000,,,.000,0,,1.000,.000,,0,0,bazemke01
19,Marco Belinelli,SG,26,CHI,12,325,.411,16.6,,.561,.271,.037,.065,.187,.439,,.467,.552,.250,.429,.400,.340,,.464,1.000,,.019,1,,.319,.400,,0,0,belinma01
20,Patrick Beverley,PG,24,HOU,6,200,.431,13.0,,.631,.231,.246,.077,.077,.369,,.488,.467,.625,.200,.400,.333,,.150,.875,,.015,1,,.250,.333,,0,0,beverpa01
21,Andris Biedriņš,C,26,GSW,3,17,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,biedran01
22,Chauncey Billups,SG,36,LAC,6,115,.306,18.3,,.528,.139,.083,.111,.194,.472,,.263,.400,.000,.500,.143,.353,,.600,.500,,.000,0,,.118,.500,,0,0,billuch01
23,DeJuan Blair,PF,23,SAS,12,76,.618,6.8,,1.000,.382,.324,.265,.029,.000,,.618,.769,.636,.444,.000,,,.667,,,.029,1,,,,,0,0,blairde01
24,Steve Blake,PG,32,LAL,2,75,.393,20.0,,.571,.036,.107,.214,.214,.429,,.375,.000,.333,.333,.500,.417,,.000,.800,,.000,0,,.250,1.000,,2,0,blakest01
25,Andray Blatche,C,26,BRK,7,138,.500,9.1,,1.000,.362,.207,.172,.259,.000,,.500,.571,.750,.200,.400,,,.552,,,.069,4,,,,,0,0,blatcan01
26,Eric Bledsoe,PG,23,LAC,6,97,.500,11.1,,.700,.367,.233,.033,.067,.300,,.667,.727,.571,.000,1.000,.111,,.429,.000,,.033,1,,.111,.000,,0,0,bledser01
27,Keith Bogans,SG,32,BRK,2,23,.000,22.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,1.000,.000,,0,0,boganke01
28,Andrew Bogut,C,28,GSW,12,327,.582,3.4,,1.000,.612,.358,.015,.015,.000,,.582,.732,.375,.000,.000,,,.769,,,.239,15,,,,,0,0,bogutan01
29,Matt Bonner,PF,32,SAS,20,267,.475,17.7,,.458,.068,.271,.051,.068,.542,,.481,.500,.500,.333,.500,.469,,.769,1.000,,.000,0,,.094,.000,,0,0,bonnema01
30,Carlos Boozer,PF,31,CHI,12,431,.494,9.5,,.994,.345,.137,.304,.208,.006,,.497,.672,.261,.373,.543,.000,,.663,,,.024,4,,1.000,.000,,0,0,boozeca01
31,Chris Bosh*,C,28,MIA,23,751,.458,13.4,,.846,.283,.063,.125,.375,.154,,.468,.588,.533,.467,.367,.405,,.674,1.000,,.058,13,,.432,.375,,1,0,boshch01
32,Avery Bradley,PG,22,BOS,6,191,.405,11.3,,.810,.429,.071,.024,.286,.190,,.441,.556,.000,.000,.417,.250,,.533,1.000,,.048,2,,1.000,.250,,0,0,bradlav01
33,Corey Brewer,SF,26,DEN,6,146,.309,18.8,,.471,.162,.088,.044,.176,.529,,.375,.455,.333,.333,.333,.250,,.833,.889,,.000,0,,.417,.267,,2,0,breweco01
34,Ronnie Brewer,SF,27,OKC,1,8,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,brewero02
35,Aaron Brooks,PG,28,HOU,6,67,.382,12.0,,.735,.176,.382,.118,.059,.265,,.480,.500,.462,.500,.500,.111,,.000,.000,,.000,0,,.222,.000,,0,0,brookaa01
36,MarShon Brooks,SG,24,BRK,7,40,.375,10.0,,.875,.250,.500,.000,.125,.125,,.429,.500,.500,,.000,.000,,.667,,,.000,0,,.000,,,0,0,brookma01
37,Caron Butler,SF,32,LAC,6,136,.478,16.1,,.652,.196,.087,.130,.239,.348,,.600,.556,.750,.667,.545,.250,,.556,1.000,,.000,0,,.375,.500,,0,0,butleca01
38,Jimmy Butler,SF,23,CHI,12,490,.435,14.6,,.678,.287,.096,.035,.261,.322,,.449,.515,.364,.500,.400,.405,,.429,.867,,.017,2,,.324,.583,,0,0,butleji01
39,Marcus Camby,PF,38,NYK,3,3,1.000,0.9,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,cambyma01
40,Mario Chalmers,PG,26,MIA,23,650,.415,13.4,,.628,.279,.175,.104,.071,.372,,.452,.490,.438,.368,.462,.353,,.231,.875,,.000,0,,.324,.545,,0,0,chalmma01
41,Tyson Chandler,C,30,NYK,12,350,.538,1.7,,1.000,.962,.019,.000,.019,.000,,.538,.540,.000,,1.000,,,.786,,,.385,19,,,,,0,0,chandty01
42,Wilson Chandler,PF,25,DEN,6,205,.355,14.4,,.618,.184,.224,.132,.079,.382,,.383,.357,.412,.400,.333,.310,,.611,1.000,,.013,1,,.379,.455,,0,0,chandwi01
43,Earl Clark,PF,25,LAL,4,82,.368,15.3,,.789,.105,.105,.263,.316,.211,,.467,1.000,.500,.200,.500,.000,,.714,,,.000,0,,.250,.000,,0,0,clarkea01
44,Norris Cole,PG,24,MIA,21,418,.480,13.7,,.686,.333,.059,.078,.216,.314,,.457,.500,.333,.625,.364,.531,,.156,1.000,,.029,2,,.406,.615,,0,0,coleno01
45,Nick Collison,C,32,OKC,11,178,.468,3.4,,1.000,.745,.170,.043,.043,.000,,.468,.543,.250,.000,.500,,,.455,,,.043,2,,,,,0,0,collini01
46,Mike Conley,PG,25,MEM,15,575,.384,12.4,,.704,.329,.181,.069,.125,.296,,.428,.507,.385,.333,.333,.281,,.262,.889,,.000,0,,.203,.308,,1,0,conlemi01
47,Daequan Cook,SG,25,CHI,6,36,.100,23.3,,.200,.000,.000,.100,.100,.800,,.000,,,.000,.000,.125,,,1.000,,.000,0,,.375,.000,,0,0,cookda02
48,Chris Copeland,PF,28,NYK,9,93,.400,21.0,,.233,.133,.000,.033,.067,.767,,.143,.250,,.000,.000,.478,,.000,.909,,.000,0,,.130,.667,,0,0,copelch01
49,Jamal Crawford,SG,32,LAC,6,161,.387,16.6,,.645,.129,.113,.177,.226,.355,,.450,.500,.429,.273,.571,.273,,.556,.667,,.000,0,,.409,.444,,1,0,crawfja01
50,Jordan Crawford,SG,24,BOS,5,59,.304,17.2,,.478,.087,.261,.043,.087,.522,,.364,.000,.500,1.000,.000,.250,,.500,.667,,.000,0,,.250,.333,,0,0,crawfjo02
51,Stephen Curry,PG,24,GSW,12,497,.434,17.8,,.549,.140,.123,.068,.217,.451,,.465,.667,.310,.438,.431,.396,,.150,.524,,.000,0,,.160,.706,,1,0,curryst01
52,Samuel Dalembert,C,31,MIL,1,9,.000,4.4,,1.000,.500,.500,.000,.000,.000,,.000,.000,.000,,,,,,,,.000,0,,,,,0,0,dalemsa01
53,Marquis Daniels,SF,32,MIL,3,33,.545,9.8,,.818,.364,.182,.273,.000,.182,,.667,1.000,.000,.667,,.000,,.833,,,.091,1,,1.000,.000,,0,0,daniema01
54,Ed Davis,PF,23,MEM,8,48,.417,3.4,,1.000,.667,.333,.000,.000,.000,,.417,.375,.500,,,,,.800,,,.333,2,,,,,0,0,davised01
55,Austin Daye,SF,24,MEM,4,20,.375,16.4,,.875,.000,.250,.000,.625,.125,,.429,,1.000,,.200,.000,,.667,,,.000,0,,.000,,,0,0,dayeau01
56,Nando De Colo,SG,25,SAS,5,14,.250,22.5,,.250,.000,.000,.250,.000,.750,,1.000,,,1.000,,.000,,.000,,,.000,0,,.333,.000,,0,0,decolna01
57,Carlos Delfino,SF,30,HOU,5,120,.375,22.1,,.225,.150,.000,.025,.050,.775,,.444,.500,,1.000,.000,.355,,.500,.909,,.025,1,,.226,.429,,1,0,delfica01
58,Luol Deng,SF,27,CHI,5,224,.381,15.1,,.786,.226,.083,.107,.369,.214,,.470,.632,.429,.444,.387,.056,,.419,.000,,.000,0,,.222,.000,,0,0,denglu01
59,Boris Diaw,PF,30,SAS,16,273,.444,12.4,,.759,.241,.259,.074,.185,.241,,.463,.769,.500,.250,.100,.385,,.684,1.000,,.000,0,,.231,.667,,0,0,diawbo01
60,Keyon Dooling,PG,32,MEM,14,114,.333,19.8,,.458,.042,.042,.167,.208,.542,,.273,1.000,.000,.500,.000,.385,,.667,1.000,,.000,0,,.462,.500,,0,0,doolike01
61,Chris Duhon,PG,30,LAL,2,68,.364,22.5,,.273,.000,.091,.091,.091,.727,,.333,,1.000,.000,.000,.375,,1.000,1.000,,.000,0,,.000,,,0,0,duhonch01
62,Tim Duncan*,C,36,SAS,21,735,.470,9.4,,.997,.252,.302,.199,.243,.003,,.472,.691,.392,.375,.423,.000,,.563,,,.040,13,,.000,,,0,0,duncati01
63,Mike Dunleavy,SF,32,MIL,4,91,.567,17.7,,.467,.167,.100,.033,.167,.533,,.714,.800,.333,.000,1.000,.438,,.500,1.000,,.000,0,,.125,.500,,0,0,dunlemi02
64,Kevin Durant,SF,24,OKC,11,485,.455,14.9,,.715,.146,.179,.211,.179,.285,,.511,.750,.432,.500,.409,.314,,.233,.455,,.053,13,,.086,.333,,2,0,duranke01
65,Monta Ellis,SG,27,MIL,4,152,.436,15.5,,.655,.200,.145,.036,.273,.345,,.583,.545,.500,.500,.667,.158,,.381,.667,,.000,0,,.211,.000,,0,0,ellismo01
66,Reggie Evans,PF,32,BRK,7,209,.478,4.4,,1.000,.739,.130,.000,.130,.000,,.478,.529,.667,,.000,,,.727,,,.174,3,,,,,0,0,evansre01
67,Festus Ezeli,C,23,GSW,12,134,.462,2.6,,1.000,.615,.385,.000,.000,.000,,.462,.500,.400,,,,,.833,,,.231,3,,,,,0,0,ezelife01
68,Kenneth Faried,PF,23,DEN,5,145,.625,4.2,,1.000,.594,.281,.125,.000,.000,,.625,.789,.444,.250,,,,.900,,,.281,9,,,,,0,0,farieke01
69,Raymond Felton,PG,28,NYK,12,454,.444,11.5,,.827,.346,.173,.056,.253,.173,,.470,.571,.393,.333,.415,.321,,.222,.778,,.000,0,,.179,.400,,0,0,feltora01
70,Derek Fisher,SG,38,OKC,11,261,.457,21.2,,.271,.014,.071,.029,.157,.729,,.421,.000,.600,.000,.455,.471,,.375,.917,,.000,0,,.569,.448,,0,0,fishede01
71,Evan Fournier,SG,20,DEN,4,53,.353,14.0,,.529,.294,.235,.000,.000,.471,,.667,.400,1.000,,,.000,,.500,,,.000,0,,.375,.000,,0,0,fournev01
72,Francisco García,SF,31,HOU,6,164,.440,20.9,,.260,.080,.020,.100,.060,.740,,.385,.250,.000,.400,.667,.459,,.800,.941,,.000,0,,.459,.529,,0,0,garcifr01
73,Kevin Garnett*,C,36,BOS,6,212,.500,11.1,,.967,.183,.317,.150,.317,.033,,.517,.727,.368,.444,.579,.000,,.667,,,.050,3,,.000,,,0,0,garneke01
74,Marc Gasol,C,28,MEM,15,609,.454,10.9,,1.000,.151,.322,.249,.278,.000,,.454,.613,.439,.373,.456,,,.634,,,.015,3,,,,,0,0,gasolma01
75,Pau Gasol*,PF,32,LAL,4,146,.481,9.6,,1.000,.269,.269,.192,.269,.000,,.481,.857,.571,.200,.214,,,.480,,,.019,1,,,,,0,0,gasolpa01
76,Paul George,SF,22,IND,19,780,.430,15.5,,.625,.289,.054,.090,.191,.375,,.491,.663,.467,.360,.302,.327,,.341,.853,,.079,19,,.144,.400,,4,0,georgpa01
77,Taj Gibson,PF,27,CHI,12,206,.470,11.0,,.970,.348,.212,.167,.242,.030,,.484,.565,.286,.545,.500,.000,,.742,,,.076,4,,.000,,,2,0,gibsota01
78,Manu Ginóbili*,SG,35,SAS,21,560,.399,16.0,,.503,.249,.088,.088,.078,.497,,.495,.583,.412,.353,.467,.302,,.417,.690,,.026,5,,.146,.429,,0,0,ginobma01
79,Andrew Goudelock,SG,24,LAL,3,80,.444,13.9,,.722,.056,.389,.222,.056,.278,,.538,.500,.500,.625,.500,.200,,.429,1.000,,.028,1,,.000,,,0,0,goudean01
80,Danny Green,SG,25,SAS,21,669,.446,18.1,,.387,.188,.075,.038,.086,.613,,.389,.486,.429,.286,.188,.482,,.714,.945,,.038,5,,.307,.514,,1,0,greenda02
81,Draymond Green,SF,22,GSW,12,223,.429,14.8,,.589,.268,.143,.089,.089,.411,,.455,.533,.375,.400,.400,.391,,.467,1.000,,.018,1,,.261,.500,,0,0,greendr01
82,Gerald Green,SF,27,IND,9,105,.420,20.0,,.340,.100,.040,.060,.140,.660,,.588,.800,.500,.667,.429,.333,,.300,.909,,.080,4,,.394,.462,,0,0,greenge01
83,Jeff Green,PF,26,BOS,6,258,.435,12.1,,.741,.306,.188,.059,.188,.259,,.429,.654,.250,.000,.375,.455,,.370,.900,,.024,2,,.409,.556,,0,0,greenje02
84,Willie Green,SG,31,LAC,3,20,.667,13.8,,.667,.333,.000,.333,.000,.333,,1.000,1.000,,1.000,,.000,,.000,,,.000,0,,1.000,.000,,0,0,greenwi01
85,Blake Griffin,PF,23,LAC,6,158,.453,7.5,,1.000,.406,.250,.125,.219,.000,,.453,.577,.438,.375,.286,,,.621,,,.094,5,,,,,0,0,griffbl01
86,Jordan Hamilton,SF,22,DEN,1,2,.000,6.8,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,hamiljo02
87,Richard Hamilton,SG,34,CHI,4,68,.370,15.8,,.741,.074,.111,.333,.222,.259,,.350,.000,.667,.222,.500,.429,,.571,1.000,,.000,0,,.143,.000,,0,0,hamilri01
88,Ben Hansbrough,PG,25,IND,6,22,.000,19.3,,.400,.200,.000,.000,.200,.600,,.000,.000,,,.000,.000,,,,,.000,0,,.333,.000,,0,0,hansbbe01
89,Tyler Hansbrough,PF,27,IND,19,241,.419,4.1,,1.000,.597,.274,.065,.065,.000,,.419,.541,.294,.250,.000,,,.462,,,.097,6,,,,,0,0,hansbty01
90,James Harden,SG,23,HOU,6,243,.391,13.7,,.617,.304,.191,.035,.087,.383,,.423,.657,.227,.250,.100,.341,,.200,.333,,.026,3,,.000,,,1,0,hardeja01
91,Devin Harris,SG,29,ATL,6,225,.365,15.7,,.603,.254,.111,.000,.238,.397,,.474,.625,.286,,.400,.200,,.222,1.000,,.000,0,,.120,.000,,0,0,harride01
92,Udonis Haslem,PF,32,MIA,22,357,.593,9.6,,1.000,.442,.035,.140,.384,.000,,.593,.711,.667,.417,.515,,,.863,,,.105,9,,,,,0,0,hasleud01
93,John Henson,PF,22,MIL,4,33,.273,8.0,,.909,.364,.455,.000,.091,.091,,.300,.500,.200,,.000,.000,,1.000,,,.091,1,,.000,,,0,0,hensojo01
94,Roy Hibbert,C,26,IND,19,694,.511,6.4,,1.000,.404,.336,.179,.081,.000,,.511,.663,.481,.310,.316,,,.500,,,.072,17,,,,,0,0,hibbero01
95,George Hill,PG,26,IND,18,685,.401,17.4,,.541,.155,.101,.126,.159,.459,,.438,.656,.238,.577,.242,.358,,.224,.853,,.000,0,,.147,.286,,0,0,hillge01
96,Grant Hill*,SF,40,LAC,1,20,.500,12.5,,1.000,.000,.000,.750,.250,.000,,.500,,,.333,1.000,,,1.000,,,.000,0,,,,,0,0,hillgr01
97,Jordan Hill,PF,25,LAL,3,31,.500,14.9,,1.000,.200,.000,.200,.600,.000,,.500,1.000,,.000,.500,,,.400,,,.000,0,,,,,0,0,hilljo01
98,Kirk Hinrich,PG,32,CHI,4,162,.432,16.4,,.703,.135,.189,.081,.297,.297,,.462,.600,.143,1.000,.455,.364,,.333,.500,,.000,0,,.000,,,0,0,hinriki01
99,Ryan Hollins,C,28,LAC,5,37,.556,4.2,,1.000,.667,.222,.000,.111,.000,,.556,.833,.000,,.000,,,1.000,,,.444,4,,,,,0,0,holliry01
100,Al Horford,C,26,ATL,6,218,.494,11.3,,1.000,.217,.205,.157,.422,.000,,.494,.778,.588,.231,.400,,,.610,,,.120,10,,,,,0,0,horfoal01
101,Dwight Howard,C,27,LAL,4,126,.619,4.1,,1.000,.595,.310,.071,.024,.000,,.619,.800,.385,.333,.000,,,.769,,,.286,10,,,,,0,0,howardw01
102,Kris Humphries,PF,27,BRK,7,83,.452,9.8,,1.000,.355,.161,.161,.323,.000,,.452,.455,.400,.400,.500,,,.714,,,.065,2,,,,,0,0,humphkr01
103,Serge Ibaka,PF,23,OKC,11,366,.437,10.6,,.933,.326,.133,.207,.267,.067,,.437,.705,.222,.393,.250,.444,,.582,1.000,,.148,16,,.889,.375,,0,0,ibakase01
104,Andre Iguodala,SG,29,DEN,6,243,.500,15.1,,.618,.276,.092,.079,.171,.382,,.511,.714,.429,.167,.385,.483,,.542,.929,,.145,10,,.172,.600,,1,0,iguodan01
105,Ersan İlyasova,PF,25,MIL,4,117,.435,12.2,,.783,.348,.130,.087,.217,.217,,.444,.625,.333,.500,.200,.400,,.688,.750,,.000,0,,.100,1.000,,0,0,ilyaser01
106,Jarrett Jack,SG,29,GSW,12,426,.506,13.6,,.844,.169,.182,.195,.299,.156,,.546,.808,.571,.467,.435,.292,,.239,.714,,.000,0,,.250,.333,,1,0,jackja01
107,Reggie Jackson,PG,22,OKC,11,368,.479,12.6,,.639,.277,.227,.076,.059,.361,,.579,.727,.444,.556,.429,.302,,.250,.923,,.034,3,,.395,.412,,0,0,jacksre01
108,LeBron James,PF,28,MIA,23,960,.491,11.6,,.778,.370,.127,.104,.176,.222,,.524,.694,.327,.311,.434,.375,,.398,.611,,.067,28,,.188,.389,,1,0,jamesle01
109,Antawn Jamison,PF,36,LAL,4,79,.435,16.6,,.478,.261,.087,.043,.087,.522,,.455,.833,.000,.000,.000,.417,,.800,1.000,,.000,0,,.000,,,0,0,jamisan01
110,Richard Jefferson,SF,32,GSW,7,39,.444,11.8,,.667,.222,.222,.222,.000,.333,,.333,1.000,.000,.000,,.667,,1.000,1.000,,.000,0,,1.000,.667,,0,0,jefferi01
111,John Jenkins,SG,21,ATL,4,24,.000,11.7,,.667,.333,.333,.000,.000,.333,,.000,.000,.000,,,.000,,,,,.000,0,,.000,,,0,0,jenkijo01
112,Brandon Jennings,PG,23,MIL,4,133,.298,15.6,,.509,.263,.123,.088,.035,.491,,.379,.400,.286,.600,.000,.214,,.364,.500,,.000,0,,.214,.333,,0,0,jennibr01
113,Ivan Johnson,PF,28,ATL,6,108,.462,5.6,,1.000,.654,.115,.038,.192,.000,,.462,.529,.000,1.000,.400,,,.750,,,.077,1,,,,,0,0,johnsiv01
114,Joe Johnson,SG,31,BRK,7,271,.417,17.6,,.621,.039,.175,.126,.282,.379,,.516,1.000,.556,.462,.448,.256,,.242,.800,,.000,0,,.385,.400,,0,0,johnsjo02
115,Orlando Johnson,SG,23,IND,12,28,.182,16.4,,.727,.091,.182,.000,.455,.273,,.125,1.000,.000,,.000,.333,,.000,1.000,,.000,0,,.667,.500,,0,0,johnsor01
116,Dahntay Jones,SF,32,ATL,5,19,.250,10.1,,1.000,.250,.250,.000,.500,.000,,.250,1.000,.000,,.000,,,.000,,,.000,0,,,,,0,0,jonesda02
117,Dwayne Jones,PF,29,GSW,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,jonesdw02
118,James Jones,SF,32,MIA,9,33,.429,22.2,,.429,.000,.000,.000,.429,.571,,.000,,,,.000,.750,,,1.000,,.000,0,,.500,1.000,,0,0,jonesja02
119,Perry Jones,SF,21,OKC,1,5,.000,17.8,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,jonespe01
120,Terrence Jones,PF,21,HOU,2,35,.400,10.3,,.800,.500,.200,.100,.000,.200,,.500,.800,.000,.000,,.000,,.500,,,.300,3,,.000,,,0,0,joneste01
121,DeAndre Jordan,C,24,LAC,6,144,.455,2.8,,1.000,.500,.500,.000,.000,.000,,.455,.545,.364,,,,,.600,,,.227,4,,,,,0,0,jordade01
122,Cory Joseph,PG,21,SAS,20,192,.464,11.7,,.804,.321,.179,.107,.196,.196,,.533,.722,.100,.500,.636,.182,,.458,1.000,,.000,0,,.545,.333,,0,0,josepco01
123,Jason Kidd*,SG,39,NYK,12,247,.120,18.7,,.320,.160,.120,.000,.040,.680,,.000,.000,.000,,.000,.176,,,1.000,,.000,0,,.353,.167,,0,0,kiddja01
124,Kyle Korver,SF,31,ATL,6,177,.388,22.8,,.306,.020,.000,.061,.224,.694,,.467,1.000,,.667,.364,.353,,.714,1.000,,.000,0,,.176,.500,,0,0,korveky01
125,Kosta Koufos,C,23,DEN,6,100,.368,5.3,,.947,.368,.526,.053,.000,.053,,.333,.714,.100,.000,,1.000,,.833,.000,,.158,2,,.000,,,0,0,koufoko01
126,Carl Landry,PF,29,GSW,12,246,.520,9.6,,1.000,.310,.220,.190,.280,.000,,.520,.613,.636,.368,.429,,,.692,,,.040,4,,,,,0,0,landrca01
127,Ty Lawson,PG,25,DEN,6,236,.440,13.1,,.807,.284,.110,.138,.275,.193,,.500,.613,.417,.533,.400,.190,,.159,1.000,,.009,1,,.095,.000,,0,0,lawsoty01
128,Courtney Lee,SG,27,BOS,4,39,.200,17.9,,.600,.000,.000,.400,.200,.400,,.333,,,.000,1.000,.000,,1.000,,,.000,0,,1.000,.000,,0,0,leeco01
129,David Lee,PF,29,GSW,6,65,.394,8.2,,1.000,.364,.303,.061,.273,.000,,.394,.500,.300,.500,.333,,,.615,,,.030,1,,,,,0,0,leeda02
130,Kawhi Leonard,SF,21,SAS,21,775,.545,11.6,,.720,.318,.194,.109,.100,.280,,.605,.731,.634,.478,.286,.390,,.522,1.000,,.066,13,,.576,.353,,0,0,leonaka01
131,Jon Leuer,PF,23,MEM,5,11,.500,17.3,,1.000,.000,.000,.500,.500,.000,,.500,,,1.000,.000,,,1.000,,,.000,0,,,,,0,0,leuerjo01
132,Rashard Lewis,PF,33,MIA,11,47,.400,12.2,,.800,.200,.300,.150,.150,.200,,.500,1.000,.500,.000,.333,.000,,.375,,,.050,1,,.500,.000,,0,0,lewisra02
133,DeAndre Liggins,SG,24,OKC,8,68,.333,13.8,,.444,.444,.000,.000,.000,.556,,.500,.500,,,,.200,,1.000,1.000,,.000,0,,.800,.250,,0,0,liggide01
134,Jeremy Lin,PG,24,HOU,4,84,.250,18.1,,.500,.167,.083,.000,.250,.500,,.333,.750,.000,,.167,.167,,.250,1.000,,.000,0,,.167,.000,,0,0,linje01
135,Brook Lopez,C,24,BRK,7,263,.472,7.6,,.992,.512,.171,.089,.220,.008,,.467,.603,.286,.364,.333,1.000,,.719,.000,,.122,15,,.000,,,0,0,lopezbr01
136,Scott Machado,PG,22,GSW,5,8,.500,10.5,,1.000,.500,.000,.000,.500,.000,,.500,.000,,,1.000,,,1.000,,,.000,0,,,,,0,0,machasc01
137,Shelvin Mack,PG,22,ATL,4,22,.444,18.9,,.444,.000,.333,.000,.111,.556,,.500,,.667,,.000,.400,,.000,1.000,,.000,0,,.000,,,0,0,macksh01
138,Ian Mahinmi,C,26,IND,18,150,.448,5.9,,1.000,.621,.138,.000,.241,.000,,.448,.500,.750,,.143,,,.538,,,.069,2,,,,,0,0,mahinia01
139,Kenyon Martin,C,35,NYK,12,253,.580,6.0,,1.000,.620,.120,.040,.220,.000,,.580,.742,.333,.500,.273,,,.793,,,.180,9,,,,,0,0,martike01
140,Kevin Martin,SG,29,OKC,11,323,.380,15.3,,.643,.163,.132,.178,.171,.357,,.386,.619,.176,.391,.318,.370,,.656,.941,,.047,6,,.239,.545,,0,0,martike02
141,Luc Mbah a Moute,SF,26,MIL,4,136,.435,6.5,,.826,.609,.174,.000,.043,.174,,.526,.714,.000,,.000,.000,,.300,,,.087,1,,.750,.000,,0,0,mbahalu01
142,JaVale McGee,C,25,DEN,6,112,.581,2.8,,1.000,.677,.323,.000,.000,.000,,.581,.571,.600,,,,,.778,,,.290,8,,,,,0,0,mcgeeja01
