,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
12,Gilbert Arenas,PG,30,MEM,6,23,.250,14.5,,.500,.500,.000,.000,.000,.500,,.500,.500,,,,.000,,.000,,,.000,0,,.000,,,0,0,arenagi01
13,Ömer Aşık,C,25,CHI,6,128,.500,3.3,,1.000,.786,.143,.000,.071,.000,,.500,.545,.000,,1.000,,,1.000,,,.286,4,,,,,0,0,asikom01
14,Jeff Ayres,C,24,IND,4,9,.333,7.2,,1.000,.333,.333,.333,.000,.000,,.333,1.000,.000,.000,,,,1.000,,,.333,1,,,,,0,0,pendeje02
15,Kelenna Azubuike,SG,28,DAL,1,5,.333,22.3,,.667,.000,.000,.000,.667,.333,,.000,,,,.000,1.000,,,1.000,,.000,0,,1.000,1.000,,0,0,azubuke01
16,Leandro Barbosa,SG,29,IND,11,223,.370,13.3,,.726,.288,.164,.082,.192,.274,,.453,.571,.500,.333,.286,.150,,.375,1.000,,.000,0,,.400,.000,,0,0,barbole01
17,Matt Barnes,SF,31,LAL,11,185,.271,16.0,,.475,.203,.186,.017,.068,.525,,.393,.417,.455,1.000,.000,.161,,.636,1.000,,.034,1,,.645,.200,,1,0,barnema02
18,Brandon Bass,PF,26,BOS,20,608,.463,11.0,,1.000,.303,.097,.189,.411,.000,,.463,.547,.294,.485,.431,,,.741,,,.114,17,,,,,0,0,bassbr01
19,Shane Battier,SF,33,MIA,23,768,.379,20.4,,.214,.064,.107,.029,.014,.786,,.367,.111,.467,.250,1.000,.382,,.636,1.000,,.000,0,,.518,.316,,0,0,battish01
20,Rodrigue Beaubois,PG,23,DAL,2,12,.000,16.2,,.500,.000,.000,.500,.000,.500,,.000,,,.000,,.000,,,,,.000,0,,1.000,.000,,0,0,beaubro01
21,Mike Bibby,PG,33,NYK,5,118,.391,22.6,,.261,.043,.000,.043,.174,.739,,.333,1.000,,.000,.250,.412,,1.000,1.000,,.000,0,,.353,.667,,0,0,bibbymi01
22,DeJuan Blair,PF,22,SAS,10,76,.630,3.0,,1.000,.704,.259,.000,.037,.000,,.630,.737,.429,,.000,,,.647,,,.000,0,,,,,0,0,blairde01
23,Steve Blake,PG,31,LAL,12,306,.419,21.4,,.306,.065,.032,.065,.145,.694,,.421,.500,.500,.250,.444,.419,,.500,.889,,.000,0,,.442,.368,,0,0,blakest01
24,Eric Bledsoe,PG,22,LAC,11,189,.587,8.5,,.889,.460,.206,.063,.159,.111,,.607,.655,.462,.500,.700,.429,,.176,1.000,,.063,3,,.571,.500,,0,0,bledser01
25,Matt Bonner,PF,31,SAS,13,165,.313,21.0,,.281,.000,.094,.094,.094,.719,,.222,,.333,.000,.333,.348,,1.000,1.000,,.000,0,,.435,.500,,0,0,bonnema01
26,Carlos Boozer,PF,30,CHI,6,200,.422,11.0,,1.000,.222,.156,.367,.256,.000,,.422,.600,.286,.455,.304,,,.684,,,.000,0,,,,,0,0,boozeca01
27,Chris Bosh*,PF,27,MIA,14,439,.493,10.3,,.912,.358,.182,.108,.264,.088,,.489,.623,.370,.500,.385,.538,,.742,1.000,,.101,14,,.615,.625,,0,0,boshch01
28,Avery Bradley,PG,21,BOS,10,248,.368,13.0,,.676,.397,.029,.015,.235,.324,,.435,.519,.000,1.000,.313,.227,,.750,1.000,,.044,3,,.773,.294,,0,0,bradlav01
29,Elton Brand,C,32,PHI,13,356,.465,11.4,,1.000,.162,.162,.455,.222,.000,,.465,.563,.500,.422,.455,,,.674,,,.030,3,,,,,0,0,brandel01
30,Corey Brewer,SF,25,DEN,7,116,.426,14.6,,.630,.370,.093,.037,.130,.370,,.500,.550,.200,.500,.571,.300,,.882,.833,,.074,4,,.550,.364,,1,0,breweco01
31,Ronnie Brewer,SG,26,CHI,5,83,.250,11.3,,1.000,.375,.063,.125,.438,.000,,.250,.333,.000,.000,.286,,,.750,,,.000,0,,,,,0,0,brewero02
32,Kobe Bryant*,SG,33,LAL,12,476,.439,13.9,,.801,.209,.163,.169,.259,.199,,.477,.651,.347,.529,.385,.283,,.383,.765,,.033,10,,.067,.500,,0,0,bryanko01
33,Alec Burks,SG,20,UTA,4,63,.250,10.4,,.929,.357,.214,.036,.321,.071,,.269,.300,.000,1.000,.333,.000,,.714,,,.036,1,,.000,,,0,0,burksal01
34,Caron Butler,SF,31,LAC,10,268,.359,16.2,,.663,.141,.098,.174,.250,.337,,.410,.615,.222,.500,.304,.258,,.520,1.000,,.054,5,,.226,.286,,0,0,butleca01
35,Jimmy Butler,SG,22,CHI,3,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,butleji01
36,Andrew Bynum,C,24,LAL,12,451,.477,4.6,,1.000,.490,.425,.072,.013,.000,,.477,.693,.277,.273,.000,,,.589,,,.157,21,,,,,0,0,bynuman01
37,Brian Cardinal,SF,34,DAL,2,9,.500,21.7,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,1.000,,,1.000,,.000,0,,.000,,,0,0,cardibr01
38,DeMarre Carroll,SF,25,UTA,4,73,.474,10.9,,.737,.526,.105,.053,.053,.263,,.571,.700,.500,.000,.000,.200,,.375,1.000,,.000,0,,.600,.333,,1,0,carrode01
39,Vince Carter,SG,35,DAL,4,107,.293,12.5,,.756,.244,.220,.122,.171,.244,,.290,.500,.111,.600,.000,.300,,.111,1.000,,.073,2,,.400,.500,,0,0,cartevi01
40,Mario Chalmers,PG,25,MIA,23,819,.442,14.7,,.558,.240,.159,.091,.067,.442,,.509,.580,.455,.421,.500,.359,,.254,.939,,.014,2,,.370,.294,,0,0,chalmma01
41,Tyson Chandler,C,29,NYK,5,167,.440,2.1,,1.000,.840,.160,.000,.000,.000,,.440,.524,.000,,,,,.636,,,.240,5,,,,,0,0,chandty01
42,Earl Clark,PF,24,ORL,5,88,.444,6.8,,1.000,.500,.222,.056,.222,.000,,.444,.667,.500,.000,.000,,,.750,,,.222,4,,,,,0,0,clarkea01
43,Norris Cole,PG,23,MIA,19,170,.324,14.2,,.676,.351,.081,.054,.189,.324,,.360,.385,.333,.000,.429,.250,,.444,1.000,,.027,1,,.500,.167,,1,0,coleno01
44,Jason Collins,C,33,ATL,5,85,.545,6.3,,1.000,.545,.182,.091,.182,.000,,.545,.667,.500,.000,.500,,,.667,,,.091,1,,,,,0,0,collija04
45,Darren Collison,PG,24,IND,11,205,.514,11.8,,.843,.329,.086,.229,.200,.157,,.542,.652,.667,.500,.357,.364,,.156,1.000,,.029,2,,.455,.400,,0,0,collida01
46,Nick Collison,PF,31,OKC,20,332,.647,4.5,,1.000,.667,.176,.039,.118,.000,,.647,.735,.222,.000,1.000,,,.697,,,.255,13,,,,,0,0,collini01
47,Mike Conley,PG,24,MEM,7,277,.421,13.4,,.711,.289,.184,.039,.197,.289,,.389,.409,.286,.333,.467,.500,,.190,.636,,.000,0,,.318,.286,,0,0,conlemi01
48,Daequan Cook,SG,24,OKC,16,109,.378,21.4,,.351,.027,.054,.027,.243,.649,,.462,1.000,.500,1.000,.333,.333,,.833,1.000,,.000,0,,.375,.444,,0,0,cookda02
49,Dante Cunningham,PF,24,MEM,7,49,.364,9.3,,1.000,.364,.182,.182,.273,.000,,.364,.750,.500,.000,.000,,,.500,,,.091,1,,,,,0,0,cunnida01
50,Erick Dampier,C,36,ATL,4,55,.538,2.4,,1.000,.923,.000,.000,.077,.000,,.538,.500,,,1.000,,,1.000,,,.308,4,,,,,0,0,dampier01
51,Marquis Daniels,SG,31,BOS,15,92,.579,7.3,,.895,.579,.105,.053,.158,.105,,.647,.818,.000,.000,.667,.000,,.636,,,.158,3,,.000,,,0,0,daniema01
52,Baron Davis,PG,32,NYK,4,97,.478,20.0,,.391,.261,.000,.043,.087,.609,,.778,.833,,1.000,.500,.286,,.143,.250,,.043,1,,.071,.000,,1,0,davisba01
53,Glen Davis,PF,26,ORL,5,190,.438,9.7,,1.000,.393,.090,.135,.382,.000,,.438,.543,.500,.417,.324,,,.769,,,.067,5,,,,,0,0,davisgl01
54,Luol Deng,SF,26,CHI,6,228,.456,15.3,,.722,.152,.228,.063,.278,.278,,.491,.667,.444,.600,.409,.364,,.607,.750,,.013,1,,.182,.500,,1,0,denglu01
55,Boris Diaw,PF,29,SAS,14,346,.514,9.8,,.743,.486,.157,.029,.071,.257,,.519,.676,.273,.000,.200,.500,,.593,1.000,,.000,0,,.111,.500,,0,0,diawbo01
56,Keyon Dooling,SG,31,BOS,20,212,.438,18.4,,.417,.167,.063,.063,.125,.583,,.500,.750,.333,.333,.333,.393,,.400,1.000,,.000,0,,.393,.636,,0,0,doolike01
57,Toney Douglas,PG,25,NYK,1,8,1.000,1.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,.000,0,,,,,0,0,douglto01
58,Chris Duhon,PG,29,ORL,5,61,.200,17.1,,.400,.200,.200,.000,.000,.600,,.000,.000,.000,,,.333,,,1.000,,.000,0,,.000,,,0,0,duhonch01
59,Tim Duncan*,C,35,SAS,14,463,.495,8.9,,.995,.294,.294,.201,.206,.005,,.498,.583,.550,.390,.405,.000,,.594,,,.049,9,,.000,,,0,0,duncati01
60,Kevin Durant,SF,23,OKC,20,837,.517,13.5,,.713,.230,.167,.183,.133,.287,,.575,.670,.453,.557,.588,.373,,.420,.756,,.076,25,,.082,.556,,0,0,duranke01
61,Devin Ebanks,SG,22,LAL,9,126,.410,12.5,,.923,.282,.128,.103,.410,.077,,.444,.455,.400,.250,.500,.000,,.875,,,.077,3,,.333,.000,,0,0,ebankde01
62,Jeremy Evans,SF,24,UTA,2,7,.000,3.1,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,evansje01
63,Reggie Evans,PF,31,LAC,11,198,.533,2.9,,1.000,.867,.067,.000,.067,.000,,.533,.615,.000,,.000,,,.500,,,.000,0,,,,,0,0,evansre01
64,Christian Eyenga,SF,22,LAL,3,9,.667,3.7,,1.000,.667,.333,.000,.000,.000,,.667,.500,1.000,,,,,.500,,,.000,0,,,,,0,0,eyengch01
65,Kenneth Faried,PF,22,DEN,7,192,.533,4.0,,1.000,.683,.200,.083,.033,.000,,.533,.585,.583,.200,.000,,,.531,,,.133,7,,,,,0,0,farieke01
66,Derrick Favors,PF,20,UTA,4,116,.417,8.2,,1.000,.306,.333,.222,.139,.000,,.417,.727,.250,.500,.000,,,.333,,,.028,1,,,,,0,0,favorde01
67,Landry Fields,SG,23,NYK,5,115,.484,11.1,,.839,.226,.290,.161,.161,.161,,.538,.857,.444,.200,.600,.200,,.500,1.000,,.097,3,,.800,.250,,0,0,fieldla01
68,Derek Fisher,PG,37,OKC,20,446,.415,18.0,,.593,.085,.085,.136,.288,.407,,.443,.400,.300,.500,.471,.375,,.581,.889,,.000,0,,.563,.481,,0,0,fishede01
69,Randy Foye,SG,28,LAC,11,291,.392,17.9,,.568,.122,.095,.095,.257,.432,,.357,.556,.143,.286,.368,.438,,.533,.857,,.000,0,,.313,.500,,0,0,foyera01
70,Enes Freedom,C,19,UTA,4,43,.438,3.7,,1.000,.625,.313,.063,.000,.000,,.438,.400,.600,.000,,,,.429,,,.063,1,,,,,0,0,kanteen01
71,Danilo Gallinari,SF,23,DEN,7,222,.362,12.9,,.755,.298,.160,.085,.213,.245,,.423,.500,.267,.250,.500,.174,,.300,.750,,.021,2,,.130,.333,,0,0,gallida01
72,Kevin Garnett*,C,35,BOS,20,737,.497,11.9,,.988,.191,.188,.250,.359,.013,,.500,.721,.517,.388,.452,.250,,.772,1.000,,.047,15,,.250,.000,,0,0,garneke01
73,Marc Gasol,C,27,MEM,7,261,.522,8.3,,.986,.290,.304,.290,.101,.014,,.529,.750,.476,.350,.571,.000,,.528,,,.087,6,,.000,,,0,0,gasolma01
74,Pau Gasol*,PF,31,LAL,12,444,.434,9.1,,.965,.336,.231,.175,.224,.035,,.435,.688,.303,.400,.219,.400,,.583,1.000,,.119,16,,1.000,.400,,0,0,gasolpa01
75,Rudy Gay,SF,25,MEM,7,279,.421,13.3,,.833,.140,.289,.158,.246,.167,,.463,.625,.545,.500,.250,.211,,.386,1.000,,.035,3,,.105,.000,,0,0,gayru01
76,Paul George,SG,21,IND,11,371,.389,14.1,,.568,.368,.042,.053,.105,.432,,.481,.571,.500,.200,.300,.268,,.269,.909,,.095,9,,.390,.313,,0,0,georgpa01
77,Taj Gibson,PF,26,CHI,6,137,.457,8.1,,1.000,.391,.174,.217,.217,.000,,.457,.667,.125,.400,.400,,,.762,,,.174,7,,,,,0,0,gibsota01
78,Manu Ginóbili*,SG,34,SAS,14,390,.448,14.5,,.531,.276,.159,.048,.048,.469,,.545,.675,.435,.429,.286,.338,,.476,.739,,.021,2,,.147,.400,,0,0,ginobma01
79,Andrew Goudelock,SG,23,LAL,4,10,.667,18.8,,.667,.000,.000,.333,.333,.333,,.500,,,.000,1.000,1.000,,.000,.000,,.000,0,,.000,,,0,0,goudean01
80,Danny Granger,SF,28,IND,11,420,.397,16.5,,.580,.167,.126,.092,.195,.420,,.426,.517,.455,.313,.382,.356,,.465,.962,,.017,3,,.274,.500,,0,0,grangda01
81,Danny Green,SG,24,SAS,14,289,.418,17.7,,.363,.187,.088,.044,.044,.637,,.545,.529,.750,.500,.250,.345,,.778,1.000,,.022,1,,.500,.414,,1,0,greenda02
82,Willie Green,SG,30,ATL,5,63,.462,15.6,,.692,.231,.077,.077,.308,.308,,.556,.667,1.000,.000,.500,.250,,.400,1.000,,.000,0,,.500,.500,,0,0,greenwi01
83,Blake Griffin,PF,22,LAC,11,393,.500,6.4,,.994,.405,.381,.089,.119,.006,,.503,.676,.422,.400,.250,.000,,.667,,,.179,25,,.000,,,0,0,griffbl01
84,Hamed Haddadi,C,26,MEM,4,21,1.000,1.7,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,haddaha01
85,Jordan Hamilton,SF,21,DEN,2,5,.667,11.8,,1.000,.333,.000,.333,.333,.000,,.667,1.000,,1.000,.000,,,1.000,,,.000,0,,,,,0,0,hamiljo02
86,Richard Hamilton,SG,33,CHI,6,171,.414,12.8,,.914,.157,.214,.257,.286,.086,,.422,.818,.333,.222,.450,.333,,.778,.500,,.000,0,,.333,.500,,1,0,hamilri01
87,Tyler Hansbrough,PF,26,IND,11,164,.340,9.3,,1.000,.320,.200,.180,.300,.000,,.340,.438,.100,.333,.400,,,.882,,,.060,3,,,,,0,0,hansbty01
88,James Harden,SG,22,OKC,20,630,.435,12.8,,.636,.350,.126,.075,.084,.364,,.449,.560,.296,.188,.444,.410,,.115,.781,,.042,8,,.077,.500,,1,0,hardeja01
89,Justin Harper,PF,22,ORL,1,5,.000,18.2,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,harpeju01
90,Josh Harrellson,PF,22,NYK,4,25,.444,8.9,,.889,.333,.333,.000,.222,.111,,.500,.000,1.000,,.500,.000,,.500,,,.000,0,,1.000,.000,,0,0,harrejo01
91,Al Harrington,PF,31,DEN,7,163,.320,16.0,,.533,.240,.120,.027,.147,.467,,.350,.389,.333,.500,.273,.286,,.643,1.000,,.040,0,,.229,.375,,0,0,harrial01
92,Devin Harris,PG,28,UTA,4,120,.396,15.3,,.688,.146,.188,.083,.271,.313,,.455,.429,.556,.250,.462,.267,,.200,.750,,.000,0,,.067,.000,,0,0,harride01
93,Terrel Harris,SG,24,MIA,4,10,.500,22.5,,.500,.000,.000,.000,.500,.500,,1.000,,,,1.000,.000,,1.000,,,.000,0,,.000,,,0,0,harrite01
94,Udonis Haslem,PF,31,MIA,22,452,.455,10.2,,1.000,.284,.114,.386,.216,.000,,.455,.560,.600,.353,.421,,,.775,,,.102,7,,,,,0,0,hasleud01
95,Spencer Hawes,C,23,PHI,13,332,.463,10.5,,.954,.287,.194,.167,.306,.046,,.466,.645,.381,.444,.364,.400,,.771,1.000,,.028,2,,.400,.500,,0,0,hawessp01
96,Gordon Hayward,SF,21,UTA,4,123,.182,18.6,,.636,.091,.061,.061,.424,.364,,.238,.333,.000,.000,.286,.083,,.800,1.000,,.000,0,,.083,.000,,0,0,haywago01
97,Lazar Hayward,SF,25,OKC,5,18,.667,11.4,,1.000,.333,.000,.333,.333,.000,,.667,1.000,,1.000,.000,,,.500,,,.000,0,,,,,0,0,haywala01
98,Brendan Haywood,C,32,DAL,4,61,.286,2.8,,1.000,.643,.286,.000,.071,.000,,.286,.444,.000,,.000,,,.250,,,.214,2,,,,,0,0,haywobr01
99,Roy Hibbert,C,25,IND,11,340,.500,6.2,,.990,.394,.385,.144,.067,.010,,.495,.610,.450,.467,.143,1.000,,.431,1.000,,.048,5,,.000,,,0,0,hibbero01
100,George Hill,PG,25,IND,11,346,.448,15.6,,.619,.171,.114,.171,.162,.381,,.492,.611,.417,.556,.353,.375,,.219,.533,,.000,0,,.275,.364,,0,0,hillge01
101,Jordan Hill,C,24,LAL,12,217,.434,5.4,,1.000,.566,.208,.094,.132,.000,,.434,.467,.455,.200,.429,,,.348,,,.094,5,,,,,0,0,hilljo01
102,Kirk Hinrich,SG,31,ATL,6,141,.433,18.1,,.467,.167,.133,.033,.133,.533,,.500,.600,.250,.000,.750,.375,,.429,.833,,.000,0,,.313,.600,,1,0,hinriki01
103,Jrue Holiday,PG,21,PHI,13,494,.413,13.5,,.726,.263,.151,.151,.162,.274,,.415,.553,.370,.333,.310,.408,,.315,.300,,.011,1,,.102,.600,,1,0,holidjr01
104,Ryan Hollins,C,27,BOS,17,170,.423,3.0,,1.000,.731,.192,.077,.000,.000,,.423,.526,.200,.000,,,,.727,,,.385,7,,,,,0,0,holliry01
105,Al Horford,C,25,ATL,3,108,.588,7.8,,1.000,.471,.147,.088,.294,.000,,.588,.813,.400,.333,.400,,,.850,,,.235,8,,,,,0,0,horfoal01
106,Josh Howard,SF,31,UTA,4,63,.294,10.7,,.882,.353,.059,.235,.235,.118,,.267,.333,.000,.250,.250,.500,,.500,1.000,,.059,1,,.000,,,0,0,howarjo01
107,Juwan Howard,PF,38,MIA,9,24,.286,17.2,,1.000,.000,.000,.286,.714,.000,,.286,,,.000,.400,,,1.000,,,.000,0,,,,,0,0,howarju01
108,Serge Ibaka,PF,22,OKC,20,569,.528,9.5,,.975,.428,.082,.151,.314,.025,,.535,.706,.462,.667,.260,.250,,.771,1.000,,.164,26,,.500,.000,,0,0,ibakase01
109,Andre Iguodala,SF,28,PHI,13,505,.384,15.7,,.675,.252,.040,.086,.298,.325,,.382,.605,.167,.462,.200,.388,,.538,.842,,.139,19,,.224,.364,,1,0,iguodan01
110,Royal Ivey,SG,30,OKC,5,21,.364,18.9,,.545,.000,.091,.182,.273,.455,,.333,,.000,.500,.333,.400,,.500,1.000,,.000,0,,.600,.667,,0,0,iveyro01
111,Stephen Jackson,SF,33,SAS,14,299,.535,16.7,,.394,.225,.113,.014,.042,.606,,.429,.500,.125,1.000,.667,.605,,.583,.923,,.000,0,,.326,.571,,0,0,jacksst02
112,LeBron James,SF,27,MIA,23,983,.500,11.2,,.831,.327,.189,.129,.185,.169,,.549,.768,.432,.477,.333,.259,,.306,.455,,.064,30,,.165,.357,,0,0,jamesle01
113,Al Jefferson,C,27,UTA,4,141,.529,11.5,,.985,.191,.309,.191,.294,.015,,.537,.692,.571,.308,.550,.000,,.472,,,.000,0,,.000,,,1,0,jeffeal01
114,Jared Jeffries,PF,30,NYK,5,34,.167,5.5,,1.000,.500,.333,.000,.167,.000,,.167,.000,.000,,1.000,,,1.000,,,.000,0,,,,,0,0,jeffrja01
115,Yi Jianlian,PF,24,DAL,1,5,.333,11.5,,.667,.333,.333,.000,.000,.333,,.500,1.000,.000,,,.000,,.000,,,.333,1,,.000,,,0,0,jianlyi01
116,Ivan Johnson,PF,27,ATL,5,54,.313,10.3,,.938,.438,.063,.125,.313,.063,,.333,.429,.000,.500,.200,.000,,1.000,,,.000,0,,.000,,,0,0,johnsiv01
117,Joe Johnson,SG,30,ATL,6,243,.373,15.0,,.647,.147,.225,.137,.137,.353,,.439,.667,.435,.214,.429,.250,,.345,.556,,.000,0,,.194,.286,,0,0,johnsjo02
118,Dahntay Jones,SF,31,IND,7,58,.222,15.9,,.500,.167,.222,.000,.111,.500,,.222,.333,.250,,.000,.222,,.500,1.000,,.056,1,,.778,.286,,0,0,jonesda02
119,James Jones,SG,31,MIA,20,173,.372,22.1,,.302,.023,.047,.000,.233,.698,,.538,.000,.500,,.600,.300,,.714,.889,,.023,0,,.333,.000,,0,0,jonesja02
120,DeAndre Jordan,C,23,LAC,11,249,.525,2.4,,1.000,.775,.225,.000,.000,.000,,.525,.645,.111,,,,,.762,,,.500,15,,,,,0,0,jordade01
121,Jerome Jordan,C,25,NYK,1,4,.500,1.1,,1.000,1.000,.000,.000,.000,.000,,.500,.500,,,,,,.000,,,.500,1,,,,,0,0,jordaje01
122,Jason Kidd*,PG,38,DAL,4,144,.341,18.0,,.366,.220,.024,.073,.049,.634,,.333,.444,.000,.000,.500,.346,,.000,.556,,.000,0,,.115,.333,,0,0,kiddja01
123,Kyle Korver,SG,30,CHI,6,94,.409,23.0,,.409,.000,.000,.000,.409,.591,,.556,,,,.556,.308,,1.000,1.000,,.000,0,,.154,.000,,0,0,korveky01
124,Kosta Koufos,C,22,DEN,3,26,.333,7.0,,1.000,.333,.333,.333,.000,.000,,.333,1.000,.000,.000,,,,.000,,,.000,0,,,,,0,0,koufoko01
125,Ty Lawson,PG,24,DEN,7,242,.514,13.6,,.743,.275,.174,.073,.220,.257,,.580,.767,.421,.625,.458,.321,,.340,.778,,.018,2,,.107,.333,,1,0,lawsoty01
126,Kawhi Leonard,SF,20,SAS,14,379,.500,13.9,,.556,.300,.111,.067,.078,.444,,.540,.593,.600,.500,.286,.450,,.593,1.000,,.067,5,,.675,.407,,0,0,leonaka01
127,John Lucas III,PG,29,CHI,5,94,.450,16.9,,.675,.025,.200,.200,.250,.325,,.481,.000,.625,.375,.500,.385,,.154,.800,,.000,0,,.154,.500,,0,0,lucasjo02
128,Ian Mahinmi,C,25,DAL,4,70,.643,3.1,,1.000,.714,.214,.000,.071,.000,,.643,.600,.667,,1.000,,,.889,,,.214,2,,,,,0,0,mahinia01
129,Shawn Marion,SF,33,DAL,4,140,.425,12.0,,.650,.225,.350,.025,.050,.350,,.500,.556,.571,.000,.000,.286,,.385,1.000,,.025,1,,.643,.333,,0,0,mariosh01
130,Kenyon Martin,PF,34,LAC,11,193,.524,9.0,,1.000,.333,.262,.095,.310,.000,,.524,.714,.364,.250,.538,,,.682,,,.143,6,,,,,0,0,martike01
131,O.J. Mayo,SG,24,MEM,7,163,.274,16.0,,.613,.194,.113,.145,.161,.387,,.263,.417,.143,.111,.300,.292,,.200,.857,,.000,0,,.167,.250,,0,0,mayooj01
132,JaVale McGee,C,24,DEN,7,181,.434,3.6,,1.000,.566,.377,.038,.019,.000,,.434,.500,.400,.000,.000,,,.652,,,.208,11,,,,,0,0,mcgeeja01
133,Tracy McGrady*,SF,32,ATL,6,90,.385,11.9,,.846,.308,.154,.077,.308,.154,,.455,.500,.500,.500,.375,.000,,.400,,,.038,1,,.000,,,0,0,mcgratr01
134,Josh McRoberts,PF,24,LAL,6,16,.250,12.9,,.750,.250,.000,.500,.000,.250,,.333,1.000,,.000,,.000,,1.000,,,.250,1,,1.000,.000,,0,0,mcrobjo01
135,Jodie Meeks,SG,24,PHI,13,102,.346,17.8,,.500,.115,.115,.077,.192,.500,,.462,.667,.333,1.000,.200,.231,,.833,1.000,,.000,0,,.308,.500,,0,0,meeksjo01
136,Andre Miller,SG,35,DEN,7,200,.425,9.7,,.904,.342,.219,.219,.123,.096,,.409,.480,.438,.500,.000,.571,,.111,1.000,,.000,0,,.286,1.000,,0,0,millean02
137,Mike Miller,SG,31,MIA,23,368,.404,21.9,,.242,.061,.030,.020,.131,.758,,.375,.667,.000,.500,.308,.413,,.111,.968,,.000,0,,.213,.438,,0,0,millemi01
138,Patty Mills,PG,23,SAS,8,31,.545,16.2,,.545,.182,.182,.000,.182,.455,,.500,1.000,.500,,.000,.600,,.667,.667,,.000,0,,.200,1.000,,0,0,millspa02
139,Paul Millsap,PF,26,UTA,4,139,.370,8.6,,.944,.407,.185,.148,.204,.056,,.392,.455,.100,.375,.545,.000,,.700,,,.074,3,,.333,.000,,0,0,millspa01
140,Nazr Mohammed,C,34,OKC,8,83,.500,5.9,,1.000,.563,.125,.250,.063,.000,,.500,.667,.500,.250,.000,,,.875,,,.125,2,,,,,0,0,mohamna01
141,E'Twaun Moore,PG,22,BOS,9,21,.250,16.7,,.750,.000,.000,.500,.250,.250,,.333,,,.250,.500,.000,,.500,,,.000,0,,.500,.000,,0,0,mooreet01
142,Darius Morris,PG,21,LAL,4,8,1.000,15.4,,.667,.333,.000,.000,.333,.333,,1.000,1.000,,,1.000,1.000,,.000,.000,,.000,0,,.000,,,0,0,morrida01
