,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
41,Jarron Collins,C,30,UTA,3,35,.200,12.0,,1.000,.200,.200,.000,.600,.000,,.200,1.000,.000,,.000,,,.000,,,.000,0,,,,,0,0,collija03
42,Brian Cook,PF,28,HOU,6,32,.267,18.2,,.400,.133,.200,.000,.067,.600,,.333,.500,.333,,.000,.222,,.500,1.000,,.000,0,,.000,,,0,0,cookbr01
43,Daequan Cook,SF,21,MIA,7,161,.310,22.3,,.286,.071,.000,.048,.167,.714,,.333,.667,,.000,.286,.300,,.750,1.000,,.000,0,,.067,.000,,1,0,cookda02
44,Samuel Dalembert,C,27,PHI,6,133,.640,4.3,,1.000,.640,.160,.080,.120,.000,,.640,.688,.500,1.000,.333,,,.563,,,.160,4,,,,,0,0,dalemsa01
45,Erick Dampier,C,33,DAL,10,255,.611,3.0,,1.000,.722,.194,.000,.083,.000,,.611,.615,.571,,.667,,,.636,,,.194,7,,,,,0,0,dampier01
46,Antonio Daniels,PG,33,NOH,5,64,.154,12.3,,.692,.385,.077,.000,.231,.308,,.111,.200,.000,,.000,.250,,1.000,1.000,,.000,0,,.000,,,0,0,daniean01
47,Glen Davis,C,23,BOS,14,510,.491,9.7,,1.000,.417,.086,.120,.377,.000,,.491,.644,.400,.476,.348,,,.802,,,.034,6,,,,,0,0,davisgl01
48,Yakhouba Diawara,SF,26,MIA,5,21,.333,15.1,,.667,.333,.000,.000,.333,.333,,.500,1.000,,,.000,.000,,.000,,,.333,1,,.000,,,0,0,diawaya01
49,Tim Duncan*,C,32,SAS,5,164,.532,7.6,,1.000,.299,.377,.221,.104,.000,,.532,.696,.345,.588,.625,,,.439,,,.078,5,,,,,0,0,duncati01
50,Maurice Evans,SF,30,ATL,11,265,.431,15.1,,.569,.277,.031,.062,.200,.431,,.541,.556,.000,.750,.538,.286,,.700,.750,,.092,6,,.607,.235,,0,0,evansma01
51,Reggie Evans,PF,28,PHI,5,36,.222,1.5,,1.000,.889,.000,.111,.000,.000,,.222,.250,,.000,,,,1.000,,,.000,0,,,,,0,0,evansre01
52,Jordan Farmar,PG,22,LAL,20,260,.391,16.9,,.552,.218,.046,.115,.172,.448,,.458,.526,.500,.600,.267,.308,,.318,.833,,.011,1,,.179,.571,,1,0,farmajo01
53,Rudy Fernández,SG,23,POR,6,162,.429,17.4,,.457,.171,.086,.086,.114,.543,,.438,.500,.333,.333,.500,.421,,.286,.875,,.029,1,,.158,.333,,0,0,fernaru01
54,Michael Finley,SF,35,SAS,5,143,.441,15.2,,.559,.294,.000,.147,.118,.441,,.421,.500,,.400,.250,.467,,.500,1.000,,.059,2,,.400,.667,,0,0,finlemi01
55,Derek Fisher,PG,34,LAL,22,635,.394,17.5,,.581,.175,.038,.088,.281,.419,,.473,.393,.500,.571,.489,.284,,.636,.842,,.000,0,,.358,.333,,0,0,fishede01
56,Adonal Foyle,C,33,ORL,2,4,.000,11.5,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,foylead01
57,Channing Frye,PF,25,POR,4,36,.357,16.1,,1.000,.214,.000,.000,.786,.000,,.357,.333,,,.364,,,.800,,,.000,0,,,,,0,0,fryech01
58,Thomas Gardner,SG,23,ATL,3,19,.385,16.9,,.538,.231,.077,.077,.154,.462,,.286,.333,1.000,.000,.000,.500,,.500,1.000,,.000,0,,.167,.000,,0,0,gardnth01
59,Pau Gasol*,C,28,LAL,23,931,.580,5.9,,1.000,.446,.308,.149,.098,.000,,.580,.691,.565,.463,.296,,,.488,,,.138,35,,,,,0,0,gasolpa01
60,Daniel Gibson,PG,22,CLE,14,172,.325,22.4,,.300,.050,.000,.000,.250,.700,,.250,.000,,,.300,.357,,.667,.900,,.000,0,,.464,.462,,0,0,gibsoda01
61,Drew Gooden,PF,27,SAS,4,71,.333,11.9,,.939,.273,.152,.333,.182,.061,,.355,.667,.000,.364,.167,.000,,.636,,,.061,2,,.500,.000,,1,0,goodedr01
62,Ben Gordon,SG,25,CHI,7,304,.388,16.3,,.657,.142,.119,.119,.276,.343,,.398,.474,.250,.375,.432,.370,,.286,.647,,.000,0,,.109,.400,,0,0,gordobe01
63,Marcin Gortat,PF,24,ORL,24,271,.654,2.9,,1.000,.731,.173,.058,.038,.000,,.654,.711,.444,.667,.500,,,.941,,,.269,13,,,,,0,0,gortama01
64,Aaron Gray,C,24,CHI,2,9,.000,10.3,,1.000,.000,.500,.500,.000,.000,,.000,,.000,.000,,,,,,,.000,0,,,,,0,0,grayaa01
65,Gerald Green,SG,23,DAL,6,26,.286,18.0,,.643,.071,.071,.214,.286,.357,,.333,1.000,.000,.333,.250,.200,,.333,1.000,,.000,0,,.200,.000,,0,0,greenge01
66,Willie Green,SG,27,PHI,6,148,.412,16.6,,.784,.098,.059,.216,.412,.216,,.425,.400,.333,.455,.429,.364,,.647,1.000,,.000,0,,.545,.333,,0,0,greenwi01
67,Richard Hamilton,SG,30,DET,4,154,.356,14.3,,.831,.220,.034,.153,.424,.169,,.388,.538,.000,.333,.360,.200,,.421,1.000,,.000,0,,.400,.250,,0,0,hamilri01
68,Matt Harpring,SG,32,UTA,5,49,.500,11.8,,.955,.273,.091,.182,.409,.045,,.524,.667,.000,.500,.556,.000,,.909,,,.045,1,,.000,,,0,0,harprma01
69,Jason Hart,PG,30,DEN,9,19,.500,17.1,,1.000,.000,.000,.000,1.000,.000,,.500,,,,.500,,,.000,,,.000,0,,,,,0,0,hartja01
70,Udonis Haslem,PF,28,MIA,7,204,.543,11.6,,1.000,.261,.065,.261,.413,.000,,.543,.750,.667,.500,.421,,,.880,,,.109,5,,,,,0,0,hasleud01
71,Chuck Hayes,C,25,HOU,13,173,.476,7.5,,.905,.476,.333,.095,.000,.095,,.526,.500,.571,.500,,.000,,.600,,,.000,0,,.000,,,1,0,hayesch01
72,Walter Herrmann,SF,29,DET,4,22,.375,17.1,,.500,.125,.125,.250,.000,.500,,.250,1.000,.000,.000,,.500,,.000,1.000,,.000,0,,.500,.500,,0,0,herrmwa01
73,Nenê,C,26,DEN,16,525,.548,4.4,,1.000,.643,.135,.071,.151,.000,,.548,.667,.235,.333,.421,,,.826,,,.198,23,,,,,0,0,hilarne01
74,George Hill,PG,22,SAS,4,76,.333,14.8,,.619,.238,.048,.143,.190,.381,,.308,.200,1.000,.333,.250,.375,,.750,1.000,,.048,1,,.750,.500,,0,0,hillge01
75,Kirk Hinrich,SG,28,CHI,7,210,.468,18.3,,.516,.177,.000,.048,.290,.484,,.500,.455,,.667,.500,.433,,.438,.923,,.000,0,,.400,.583,,0,0,hinriki01
76,Ryan Hollins,C,24,DAL,9,84,.571,2.4,,1.000,.786,.071,.143,.000,.000,,.571,.727,.000,.000,,,,.750,,,.357,5,,,,,0,0,holliry01
77,Al Horford,C,22,ATL,9,252,.424,9.4,,.983,.288,.237,.186,.271,.017,,.431,.765,.286,.273,.313,.000,,.680,,,.102,5,,.000,,,0,0,horfoal01
78,Eddie House,PG,30,BOS,14,232,.519,21.2,,.519,.052,.013,.013,.442,.481,,.550,.500,1.000,.000,.559,.486,,.909,1.000,,.000,0,,.297,.455,,0,0,houseed01
79,Dwight Howard,C,23,ORL,23,903,.601,3.1,,.993,.612,.362,.019,.000,.007,,.605,.720,.402,.800,,.000,,.534,,,.254,64,,.000,,,1,0,howardw01
80,Josh Howard,SF,28,DAL,10,295,.438,14.0,,.750,.180,.180,.164,.227,.250,,.500,.652,.478,.524,.379,.250,,.396,.875,,.016,2,,.438,.286,,0,0,howarjo01
81,Lindsey Hunter,PG,38,CHI,6,24,.333,24.7,,.000,.000,.000,.000,.000,1.000,,,,,,,.333,,,1.000,,.000,0,,.000,,,0,0,hunteli01
82,Othello Hunter,PF,22,ATL,4,14,.667,0.4,,1.000,1.000,.000,.000,.000,.000,,.667,.667,,,,,,.500,,,.667,2,,,,,0,0,hunteot01
83,Andre Iguodala,SF,25,PHI,6,269,.449,14.8,,.714,.296,.071,.041,.306,.286,,.471,.586,.143,.250,.467,.393,,.242,.909,,.102,10,,.214,.500,,2,0,iguodan01
84,Zydrunas Ilgauskas,C,33,CLE,14,407,.449,13.4,,.906,.239,.109,.087,.471,.094,,.480,.697,.533,.333,.385,.154,,.783,1.000,,.058,8,,.923,.167,,0,0,ilgauzy01
85,D.J. Mbenga,C,28,LAL,7,16,.167,13.5,,1.000,.167,.000,.333,.500,.000,,.167,1.000,,.000,.000,,,1.000,,,.167,1,,,,,0,0,mbengdj01
86,Royal Ivey,SG,27,PHI,6,45,.273,17.8,,.364,.182,.091,.000,.091,.636,,.250,.500,.000,,.000,.286,,1.000,1.000,,.000,0,,.571,.500,,0,0,iveyro01
87,Darnell Jackson,PF,23,CLE,5,25,.200,11.4,,1.000,.200,.000,.600,.200,.000,,.200,.000,,.000,1.000,,,1.000,,,.200,0,,,,,0,0,jacksda01
88,LeBron James,SF,24,CLE,14,580,.510,13.1,,.740,.365,.080,.058,.237,.260,,.571,.702,.320,.444,.486,.333,,.326,.481,,.093,29,,.086,.000,,0,0,jamesle01
89,Amir Johnson,PF,21,DET,3,13,1.000,1.2,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,1.000,1,,,,,0,0,johnsam01
90,Anthony Johnson,PG,34,ORL,19,280,.376,14.2,,.647,.188,.224,.141,.094,.353,,.418,.625,.368,.250,.375,.300,,.174,.667,,.024,2,,.233,.571,,0,0,johnsan02
91,Joe Johnson,SG,27,ATL,11,429,.417,12.3,,.792,.238,.226,.137,.190,.208,,.436,.450,.474,.391,.406,.343,,.155,.500,,.012,2,,.371,.308,,0,0,johnsjo02
92,Linton Johnson,PF,28,CHI,3,10,.500,8.6,,1.000,.500,.000,.000,.500,.000,,.500,1.000,,,.000,,,.000,,,.000,0,,,,,0,0,johnsli01
93,Dahntay Jones,SG,28,DEN,16,280,.481,8.6,,.848,.519,.101,.038,.190,.152,,.522,.585,.250,.333,.533,.250,,.600,1.000,,.152,10,,.917,.273,,1,0,jonesda02
94,James Jones,SF,28,MIA,7,235,.531,21.6,,.313,.063,.000,.031,.219,.688,,.600,.500,,1.000,.571,.500,,.667,1.000,,.000,0,,.318,.714,,0,0,jonesja02
95,Solomon Jones,C,24,ATL,9,77,.500,7.5,,1.000,.500,.083,.083,.333,.000,,.500,.500,1.000,.000,.500,,,.667,,,.083,1,,,,,0,0,jonesso01
96,Jason Kidd*,PG,35,DAL,10,386,.458,19.8,,.434,.072,.060,.060,.241,.566,,.472,.667,.400,.000,.550,.447,,.294,.810,,.000,0,,.255,.750,,0,0,kiddja01
97,Tarence Kinsey,SG,24,CLE,9,11,.333,15.4,,1.000,.000,.000,.333,.667,.000,,.333,,,1.000,.000,,,1.000,,,.000,0,,,,,0,0,kinseta01
98,Andrei Kirilenko,PF,27,UTA,5,136,.468,9.9,,.894,.447,.085,.043,.319,.106,,.500,.524,.750,.500,.400,.200,,.857,1.000,,.064,3,,.000,,,0,0,kirilan01
99,Linas Kleiza,SF,24,DEN,14,210,.470,17.6,,.394,.197,.076,.015,.106,.606,,.538,.692,.400,.000,.429,.425,,.786,1.000,,.030,2,,.425,.647,,0,0,kleizli01
100,Brevin Knight,PG,33,UTA,5,17,.000,10.1,,1.000,.333,.000,.333,.333,.000,,.000,.000,,.000,.000,,,,,,.000,0,,,,,0,0,knighbr01
101,Kyle Korver,SF,27,UTA,5,136,.391,20.3,,.435,.065,.000,.065,.304,.565,,.300,1.000,,.667,.071,.462,,.833,1.000,,.022,1,,.423,.545,,0,0,korveky01
102,Carl Landry,PF,25,HOU,13,240,.557,7.1,,.971,.557,.143,.057,.214,.029,,.574,.641,.700,.500,.333,.000,,.718,,,.171,9,,.500,.000,,1,0,landrca01
103,Acie Law,PG,24,ATL,6,28,.333,13.6,,.667,.333,.111,.000,.222,.333,,.333,.333,.000,,.500,.333,,.000,1.000,,.000,0,,.667,.500,,0,0,lawac01
104,Courtney Lee,SG,23,ORL,21,550,.435,13.6,,.714,.325,.052,.104,.234,.286,,.500,.520,.500,.375,.528,.273,,.400,1.000,,.026,3,,.545,.292,,1,0,leeco01
105,Rashard Lewis,PF,29,ORL,24,986,.448,15.0,,.621,.170,.175,.178,.098,.379,,.481,.492,.541,.387,.529,.394,,.529,.923,,.011,4,,.288,.500,,1,0,lewisra02
106,Kyle Lowry,PG,22,HOU,13,254,.333,11.2,,.746,.444,.063,.032,.206,.254,,.362,.357,.500,.000,.385,.250,,.294,1.000,,.000,0,,.500,.375,,0,0,lowryky01
107,Tyronn Lue,PG,31,ORL,1,4,1.000,24.6,,.500,.000,.000,.000,.500,.500,,1.000,,,,1.000,1.000,,.000,.000,,.000,0,,.000,,,0,0,luety01
108,Jamaal Magloire,C,30,MIA,6,47,.333,0.9,,1.000,1.000,.000,.000,.000,.000,,.333,.333,,,,,,1.000,,,.333,1,,,,,0,0,magloja01
109,Stephon Marbury,PG,31,BOS,14,166,.303,15.2,,.818,.182,.152,.091,.394,.182,,.315,.250,.500,.167,.308,.250,,.529,.667,,.000,0,,.250,.000,,0,0,marbust01
110,Sean Marks,C,33,NOH,5,80,.462,4.3,,.923,.769,.077,.000,.077,.077,,.500,.600,.000,,.000,.000,,.833,,,.385,5,,.000,,,0,0,marksse01
111,Donyell Marshall,PF,35,PHI,6,50,.375,21.1,,.313,.063,.063,.063,.125,.688,,.400,1.000,.000,1.000,.000,.364,,.500,1.000,,.063,1,,.182,.500,,0,0,marshdo01
112,Kenyon Martin,PF,31,DEN,16,538,.497,8.6,,.967,.404,.199,.099,.265,.033,,.507,.705,.500,.200,.325,.200,,.811,1.000,,.166,24,,.200,1.000,,0,0,martike01
113,Roger Mason,SG,28,SAS,5,108,.375,21.5,,.406,.063,.000,.000,.344,.594,,.385,.500,,,.364,.368,,.000,.429,,.000,0,,.158,.000,,0,0,masonro01
114,Jason Maxiell,C,25,DET,4,64,.500,7.7,,1.000,.500,.100,.100,.300,.000,,.500,.800,.000,.000,.333,,,.200,,,.200,2,,,,,0,0,maxieja01
115,Antonio McDyess,PF,34,DET,4,136,.523,15.8,,1.000,.136,.023,.023,.818,.000,,.523,.500,.000,.000,.556,,,.913,,,.000,0,,,,,0,0,mcdyean01
116,C.J. Miles,SG,21,UTA,5,58,.300,17.4,,.600,.150,.000,.150,.300,.400,,.333,.333,,.333,.333,.250,,.750,1.000,,.000,0,,.375,.333,,0,0,milescj01
117,Andre Miller,PG,32,PHI,6,258,.475,11.3,,.901,.267,.119,.287,.228,.099,,.495,.630,.583,.414,.391,.300,,.311,1.000,,.000,0,,.300,.000,,0,0,millean02
118,Brad Miller,C,32,CHI,7,186,.471,11.6,,.863,.373,.098,.157,.235,.137,,.432,.579,.400,.250,.333,.714,,.842,1.000,,.020,1,,.429,.667,,1,0,millebr01
119,Paul Millsap,PF,23,UTA,5,155,.510,3.9,,1.000,.673,.102,.102,.122,.000,,.510,.606,.400,.400,.167,,,.800,,,.122,6,,,,,0,0,millspa01
120,Yao Ming*,C,28,HOU,9,323,.545,7.8,,1.000,.293,.374,.202,.131,.000,,.545,.724,.568,.250,.538,,,.593,,,.111,11,,,,,0,0,mingya01
121,Jamario Moon,SF,28,MIA,3,40,1.000,17.5,,.600,.200,.000,.000,.400,.400,,1.000,1.000,,,1.000,1.000,,.000,1.000,,.000,0,,.500,1.000,,0,0,moonja01
122,Mikki Moore,C,33,BOS,10,66,.500,6.7,,1.000,.600,.100,.100,.200,.000,,.500,.500,1.000,.000,.500,,,.600,,,.100,1,,,,,0,0,mooremi01
123,Randolph Morris,C,23,ATL,3,8,.000,13.6,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,morrira01
124,Ronald Murray,SG,29,ATL,11,341,.341,16.6,,.593,.236,.041,.146,.171,.407,,.384,.414,.400,.611,.143,.280,,.357,.786,,.016,2,,.240,.250,,2,0,murraro01
125,Dikembe Mutombo*,C,42,HOU,2,20,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,mutomdi01
126,Jameer Nelson,PG,26,ORL,5,90,.348,15.6,,.739,.174,.130,.087,.348,.261,,.412,.250,1.000,.000,.375,.167,,.286,1.000,,.000,0,,.333,.500,,0,0,nelsoja01
127,Joakim Noah,C,23,CHI,7,271,.510,1.8,,1.000,.863,.118,.000,.020,.000,,.510,.500,.667,,.000,,,.538,,,.255,10,,,,,0,0,noahjo01
128,Dirk Nowitzki*,PF,30,DAL,10,394,.518,13.0,,.876,.212,.112,.229,.324,.124,,.550,.667,.474,.513,.527,.286,,.415,.833,,.012,2,,.000,,,0,0,nowitdi01
129,Jermaine O'Neal,C,30,MIA,6,162,.549,9.5,,1.000,.137,.353,.451,.059,.000,,.549,.714,.444,.609,.333,,,.536,,,.039,1,,,,,0,0,onealje01
130,Fabricio Oberto,C,33,SAS,2,22,.667,6.1,,1.000,.500,.167,.333,.000,.000,,.667,1.000,.000,.500,,,,.750,,,.000,0,,,,,0,0,obertfa01
131,Greg Oden,C,21,POR,6,96,.524,2.5,,1.000,.619,.381,.000,.000,.000,,.524,.692,.250,,,,,.545,,,.333,6,,,,,0,0,odengr01
132,Lamar Odom,PF,29,LAL,23,735,.524,8.4,,.830,.495,.180,.024,.131,.170,,.526,.588,.595,.400,.222,.514,,.556,.889,,.083,15,,.229,.750,,0,0,odomla01
133,Mehmet Okur,C,29,UTA,2,43,.167,15.8,,.750,.167,.083,.083,.417,.250,,.111,.000,.000,.000,.200,.333,,1.000,1.000,,.000,0,,.000,,,0,0,okurme01
134,Travis Outlaw,SF,24,POR,6,170,.318,16.0,,.758,.091,.106,.303,.258,.242,,.340,.500,.286,.300,.353,.250,,.353,1.000,,.045,3,,.438,.571,,1,0,outlatr01
135,Zaza Pachulia,C,24,ATL,11,260,.415,4.6,,1.000,.623,.170,.113,.094,.000,,.415,.545,.222,.167,.200,,,.636,,,.075,4,,,,,0,0,pachuza01
136,Tony Parker*,PG,26,SAS,5,181,.546,10.4,,.870,.407,.120,.074,.269,.130,,.596,.682,.385,.250,.655,.214,,.196,1.000,,.000,0,,.286,.500,,0,0,parketo01
137,Chris Paul,PG,23,NOH,5,201,.411,11.8,,.781,.342,.123,.123,.192,.219,,.439,.640,.556,.333,.071,.313,,.080,.200,,.000,0,,.063,.000,,0,0,paulch01
138,Sasha Pavlović,SF,25,CLE,11,91,.500,13.0,,.600,.400,.050,.100,.050,.400,,.667,.750,1.000,.500,.000,.250,,.500,1.000,,.000,0,,.125,.000,,0,0,pavloal01
139,Kendrick Perkins,C,24,BOS,14,512,.575,5.2,,.992,.480,.370,.094,.047,.008,,.579,.590,.617,.333,.667,.000,,.575,,,.063,8,,.000,,,1,0,perkike01
140,Morris Peterson,SG,31,NOH,2,21,.200,23.0,,.400,.000,.000,.000,.400,.600,,.000,,,,.000,.333,,,1.000,,.000,0,,.333,.000,,0,0,petermo01
141,Johan Petro,C,23,DEN,10,26,.222,6.6,,1.000,.556,.111,.111,.222,.000,,.222,.200,1.000,.000,.000,,,.500,,,.000,0,,,,,0,0,petrojo01
142,Paul Pierce*,SF,31,BOS,14,556,.430,14.6,,.742,.249,.045,.176,.271,.258,,.463,.564,.200,.538,.367,.333,,.303,.895,,.014,3,,.140,.375,,0,0,piercpa01
