,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
29,Trevor Booker,PF,26,WAS,9,146,.448,9.5,,.931,.414,.241,.034,.241,.069,,.481,.500,.143,.000,.857,.000,,.538,,,.000,0,,.500,.000,,0,0,booketr01
30,Carlos Boozer,PF,32,CHI,5,121,.426,10.8,,1.000,.319,.085,.213,.383,.000,,.426,.467,.250,.400,.444,,,.700,,,.043,2,,,,,0,0,boozeca01
31,Chris Bosh*,C,29,MIA,20,686,.507,14.7,,.677,.279,.048,.109,.240,.323,,.555,.703,.455,.440,.455,.405,,.628,1.000,,.048,9,,.365,.519,,0,0,boshch01
32,Elton Brand,C,34,ATL,7,81,.167,12.2,,1.000,.250,.000,.333,.417,.000,,.167,.333,,.250,.000,,,1.000,,,.000,0,,,,,0,0,brandel01
33,Reggie Bullock,SF,22,LAC,2,5,1.000,17.5,,1.000,.000,.000,.000,1.000,.000,,1.000,,,,1.000,,,1.000,,,.000,0,,,,,0,0,bullore01
34,Caron Butler,SF,33,OKC,18,419,.324,18.9,,.454,.111,.037,.111,.204,.546,,.286,.583,.250,.250,.136,.356,,.500,.952,,.019,2,,.390,.348,,0,0,butleca01
35,Jimmy Butler,SG,24,CHI,5,218,.386,16.7,,.649,.228,.035,.070,.316,.351,,.432,.692,.500,.250,.278,.300,,.625,.833,,.053,3,,.150,.667,,0,0,butleji01
36,Rasual Butler,SG,34,IND,11,70,.400,22.6,,.200,.067,.000,.000,.133,.800,,.333,1.000,,,.000,.417,,1.000,1.000,,.067,1,,.500,.500,,0,0,butlera01
37,José Calderón,PG,32,DAL,7,191,.462,17.9,,.646,.123,.015,.123,.385,.354,,.452,.500,.000,.625,.400,.478,,.158,.636,,.000,0,,.217,.400,,0,0,caldejo01
38,DeMarre Carroll,SF,27,ATL,7,246,.469,15.5,,.551,.306,.061,.041,.143,.449,,.519,.667,.333,.000,.429,.409,,.500,1.000,,.020,1,,.227,.400,,0,0,carrode01
39,Vince Carter,SG,37,DAL,7,190,.456,16.6,,.544,.162,.132,.074,.176,.456,,.432,.455,.444,.000,.583,.484,,.313,.867,,.015,1,,.258,.625,,0,0,cartevi01
40,Mario Chalmers,PG,27,MIA,20,535,.423,12.6,,.613,.342,.180,.072,.018,.387,,.471,.658,.150,.375,.500,.349,,.313,.867,,.009,1,,.326,.286,,0,0,chalmma01
41,Victor Claver,SF,25,POR,2,7,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,clavevi01
42,Norris Cole,PG,25,MIA,20,404,.410,16.4,,.487,.282,.051,.000,.154,.513,,.447,.545,.250,,.333,.375,,.353,1.000,,.000,0,,.450,.389,,0,0,coleno01
43,Darren Collison,PG,26,LAC,13,249,.389,11.7,,.867,.322,.122,.178,.244,.133,,.436,.552,.182,.438,.409,.083,,.412,1.000,,.033,3,,.583,.143,,0,0,collida01
44,Nick Collison,PF,33,OKC,17,183,.414,9.0,,.828,.483,.138,.034,.207,.172,,.417,.500,.250,1.000,.167,.400,,.600,1.000,,.034,1,,.800,.500,,0,0,collini01
45,Mike Conley,PG,26,MEM,7,267,.431,11.4,,.735,.333,.225,.088,.098,.265,,.547,.647,.435,.556,.400,.111,,.268,.000,,.000,0,,.222,.000,,0,0,conlemi01
46,Chris Copeland,SF,29,IND,12,82,.429,16.7,,.429,.250,.107,.071,.000,.571,,.500,.571,.000,1.000,,.375,,.167,.833,,.000,0,,.063,.000,,0,0,copelch01
47,Jamal Crawford,SG,33,LAC,13,313,.398,17.9,,.538,.129,.152,.088,.170,.462,,.446,.636,.308,.267,.517,.342,,.366,.667,,.006,1,,.139,.273,,2,1,crawfja01
48,Jordan Crawford,SG,25,GSW,6,57,.364,10.8,,.788,.242,.333,.152,.061,.212,,.385,.625,.364,.000,.500,.286,,.200,.500,,.030,1,,.143,1.000,,0,0,crawfjo02
49,Jae Crowder,SF,23,DAL,7,81,.444,13.9,,.611,.333,.056,.056,.167,.389,,.455,.833,.000,.000,.000,.429,,.800,.667,,.111,2,,.571,.500,,0,0,crowdja01
50,Stephen Curry,PG,25,GSW,7,296,.440,17.4,,.509,.190,.103,.078,.138,.491,,.492,.636,.250,.444,.500,.386,,.138,.455,,.009,1,,.175,.200,,1,0,curryst01
51,Samuel Dalembert,C,32,DAL,7,135,.458,3.7,,1.000,.792,.083,.000,.125,.000,,.458,.579,.000,,.000,,,.636,,,.125,3,,,,,0,0,dalemsa01
52,Troy Daniels,SG,22,HOU,4,68,.529,25.5,,.118,.000,.000,.059,.059,.882,,.500,,,.000,1.000,.533,,1.000,1.000,,.000,0,,.333,.600,,1,0,danietr01
53,Ed Davis,PF,24,MEM,7,25,.300,2.8,,1.000,.600,.400,.000,.000,.000,,.300,.500,.000,,,,,.333,,,.100,0,,,,,0,0,davised01
54,Glen Davis,PF,28,LAC,13,158,.610,7.8,,1.000,.439,.195,.146,.220,.000,,.610,.722,.375,.500,.667,,,.920,,,.000,0,,,,,0,0,davisgl01
55,Austin Daye,SF,25,SAS,1,6,.000,11.5,,1.000,.500,.000,.000,.500,.000,,.000,.000,,,.000,,,,,,.000,0,,,,,0,0,dayeau01
56,Nando De Colo,SF,26,TOR,1,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,decolna01
57,DeMar DeRozan,SG,24,TOR,7,282,.385,13.9,,.846,.162,.197,.103,.385,.154,,.394,.684,.304,.083,.400,.333,,.333,.333,,.043,5,,.611,.455,,0,0,derozde01
58,Boris Diaw,PF,31,SAS,23,604,.500,11.4,,.719,.306,.250,.081,.081,.281,,.539,.714,.450,.385,.308,.400,,.484,1.000,,.013,2,,.311,.643,,0,0,diawbo01
59,Toney Douglas,PG,27,MIA,10,29,.333,21.5,,.333,.111,.000,.000,.222,.667,,.000,.000,,,.000,.500,,,.333,,.000,0,,.333,.500,,0,0,douglto01
60,Chris Douglas-Roberts,SF,27,CHA,4,70,.688,14.6,,.500,.438,.000,.000,.063,.500,,.875,.857,,,1.000,.500,,.714,1.000,,.000,0,,.375,.333,,0,0,douglch01
61,Jared Dudley,SF,28,LAC,7,45,.273,21.9,,.455,.000,.000,.091,.364,.545,,.000,,,.000,.000,.500,,,1.000,,.000,0,,.500,.667,,0,0,dudleja01
62,Tim Duncan*,C,37,SAS,23,752,.523,7.2,,.993,.393,.316,.144,.140,.007,,.527,.696,.467,.366,.350,.000,,.705,,,.028,8,,.500,.000,,0,0,duncati01
63,Mike Dunleavy,SF,33,CHI,5,163,.472,16.8,,.509,.245,.075,.019,.170,.491,,.481,.692,.250,.000,.333,.462,,.615,1.000,,.000,0,,.269,.429,,0,0,dunlemi02
64,Kevin Durant,SF,25,OKC,19,815,.460,14.5,,.704,.168,.168,.227,.140,.296,,.508,.718,.465,.375,.525,.344,,.530,.837,,.045,17,,.080,.500,,1,0,duranke01
65,Wayne Ellington,SG,26,DAL,2,14,.333,24.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.333,,,1.000,,.000,0,,.500,.333,,0,0,ellinwa01
66,Monta Ellis,SG,28,DAL,7,249,.409,14.0,,.732,.307,.094,.079,.252,.268,,.430,.487,.667,.500,.250,.353,,.250,.667,,.024,3,,.176,.333,,1,0,ellismo01
67,Landry Fields,SF,25,TOR,3,26,.000,4.0,,1.000,.500,.500,.000,.000,.000,,.000,.000,.000,,,,,,,,.000,0,,,,,0,0,fieldla01
68,Derek Fisher,SG,39,OKC,19,299,.315,19.8,,.438,.041,.110,.137,.151,.562,,.344,.333,.125,.300,.545,.293,,.364,.833,,.000,0,,.293,.417,,0,0,fishede01
69,Jamaal Franklin,SG,22,MEM,2,4,.000,10.9,,1.000,.500,.000,.000,.500,.000,,.000,.000,,,.000,,,,,,.000,0,,,,,0,0,frankja01
70,Joel Freeland,C,26,POR,9,24,.000,11.9,,1.000,.000,.333,.333,.333,.000,,.000,,.000,.000,.000,,,,,,.000,0,,,,,0,0,freeljo01
71,Francisco García,SF,32,HOU,2,22,.333,17.2,,.500,.000,.333,.000,.167,.500,,.667,,1.000,,.000,.000,,1.000,,,.000,0,,.000,,,0,0,garcifr01
72,Kevin Garnett*,C,37,BRK,12,250,.524,10.8,,.968,.333,.206,.143,.286,.032,,.541,.762,.385,.556,.389,.000,,.818,,,.063,4,,.500,.000,,1,0,garneke01
73,Marc Gasol,C,29,MEM,7,299,.405,8.8,,.991,.224,.397,.224,.147,.009,,.409,.654,.391,.231,.353,.000,,.681,,,.009,1,,.000,,,0,0,gasolma01
74,Paul George,SF,23,IND,19,781,.438,16.5,,.590,.197,.063,.149,.181,.410,,.462,.774,.350,.298,.298,.403,,.360,.788,,.051,16,,.264,.441,,0,0,georgpa01
75,Taj Gibson,PF,28,CHI,5,154,.561,5.8,,1.000,.544,.228,.105,.123,.000,,.561,.677,.385,.833,.143,,,.719,,,.158,9,,,,,0,0,gibsota01
76,Manu Ginóbili*,SG,36,SAS,23,586,.439,15.4,,.557,.224,.131,.105,.093,.443,,.477,.604,.484,.400,.273,.390,,.349,.683,,.008,2,,.162,.294,,1,0,ginobma01
77,Drew Gooden,C,32,WAS,10,146,.368,11.3,,.895,.342,.132,.105,.316,.105,,.412,.538,.200,.000,.500,.000,,.571,,,.026,1,,.250,.000,,0,0,goodedr01
78,Marcin Gortat,C,29,WAS,11,382,.492,6.9,,1.000,.381,.322,.246,.051,.000,,.492,.689,.316,.483,.167,,,.655,,,.068,8,,,,,0,0,gortama01
79,Danny Granger,SF,30,LAC,13,134,.275,17.5,,.450,.150,.125,.050,.125,.550,,.333,.667,.000,.500,.200,.227,,.500,1.000,,.000,0,,.409,.111,,0,0,grangda01
80,Danny Green,SG,26,SAS,23,529,.491,19.6,,.365,.113,.069,.057,.126,.635,,.517,.611,.364,.556,.500,.475,,.500,.917,,.006,1,,.257,.500,,1,0,greenda02
81,Draymond Green,SF,23,GSW,7,228,.467,16.0,,.517,.317,.067,.100,.033,.483,,.645,.737,.500,.500,.500,.276,,.700,1.000,,.100,6,,.172,.400,,2,0,greendr01
82,Willie Green,SG,32,LAC,5,19,.200,24.5,,.200,.000,.000,.000,.200,.800,,.000,,,,.000,.250,,,1.000,,.000,0,,.250,1.000,,0,0,greenwi01
83,Blake Griffin,PF,24,LAC,13,478,.500,9.4,,.970,.359,.244,.085,.282,.030,,.511,.690,.386,.500,.394,.143,,.638,1.000,,.081,16,,.429,.333,,0,0,griffbl01
84,Jorge Gutiérrez,PG,25,BRK,2,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,gutiejo01
85,Tyler Hansbrough,PF,28,TOR,3,29,.333,1.8,,1.000,1.000,.000,.000,.000,.000,,.333,.333,,,,,,1.000,,,.333,1,,,,,0,0,hansbty01
86,James Harden,SG,24,HOU,6,263,.376,16.4,,.594,.150,.143,.150,.150,.406,,.430,.550,.316,.300,.550,.296,,.176,.563,,.000,0,,.019,.000,,1,0,hardeja01
87,Al Harrington,PF,33,WAS,7,59,.400,14.5,,.533,.400,.000,.133,.000,.467,,.750,.833,,.500,,.000,,.333,,,.133,2,,.286,.000,,0,0,harrial01
88,Devin Harris,PG,30,DAL,7,176,.470,16.2,,.621,.227,.091,.136,.167,.379,,.488,.600,.500,.444,.364,.440,,.050,.273,,.015,1,,.080,.000,,2,0,harride01
89,Udonis Haslem,PF,33,MIA,16,169,.459,9.8,,1.000,.459,.027,.027,.486,.000,,.459,.647,.000,.000,.333,,,.765,,,.081,2,,,,,0,0,hasleud01
90,Chuck Hayes,C,30,TOR,5,38,.250,6.0,,1.000,.500,.250,.125,.125,.000,,.250,.250,.000,.000,1.000,,,1.000,,,.000,0,,,,,0,0,hayesch01
91,Gerald Henderson,SG,26,CHA,4,119,.378,14.4,,.757,.216,.081,.162,.297,.243,,.500,.750,.667,.500,.273,.000,,.571,,,.081,3,,.222,.000,,0,0,hendege02
92,Roy Hibbert,C,27,IND,19,542,.449,6.5,,.993,.320,.463,.122,.088,.007,,.452,.617,.397,.222,.462,.000,,.591,,,.048,6,,1.000,.000,,0,0,hibbero01
93,Nenê,PF,31,WAS,10,325,.464,11.0,,1.000,.268,.145,.196,.391,.000,,.464,.568,.400,.407,.444,,,.734,,,.036,5,,,,,0,0,hilarne01
94,George Hill,PG,27,IND,19,687,.444,14.4,,.567,.315,.118,.090,.045,.433,,.505,.607,.381,.438,.250,.364,,.333,.750,,.017,3,,.260,.450,,1,0,hillge01
95,Solomon Hill,SF,22,IND,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,hillso01
96,Kirk Hinrich,PG,33,CHI,5,167,.411,16.2,,.661,.179,.107,.089,.286,.339,,.432,.500,.500,.400,.375,.368,,.063,1.000,,.000,0,,.263,.600,,0,0,hinriki01
97,Ryan Hollins,PF,29,LAC,5,9,.250,3.8,,1.000,.500,.500,.000,.000,.000,,.250,.500,.000,,,,,.000,,,.000,0,,,,,0,0,holliry01
98,Dwight Howard,C,28,HOU,6,231,.547,2.8,,1.000,.642,.358,.000,.000,.000,,.547,.574,.500,,,,,.379,,,.226,20,,,,,0,0,howardw01
99,Serge Ibaka,PF,24,OKC,17,581,.592,11.4,,.912,.313,.116,.122,.361,.088,,.612,.848,.412,.500,.509,.385,,.768,1.000,,.136,20,,.923,.333,,0,0,ibakase01
100,Andre Iguodala,SF,30,GSW,7,248,.516,11.4,,.758,.323,.210,.081,.145,.242,,.511,.750,.308,.400,.333,.533,,.458,.875,,.210,12,,.467,.429,,0,0,iguodan01
101,Reggie Jackson,PG,23,OKC,19,531,.466,13.6,,.671,.342,.143,.075,.112,.329,,.500,.673,.304,.417,.278,.396,,.241,.762,,.025,4,,.208,.455,,5,0,jacksre01
102,Bernard James,C,28,DAL,2,8,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,jamesbe01
103,LeBron James,PF,29,MIA,20,763,.565,12.5,,.747,.376,.097,.076,.197,.253,,.618,.773,.636,.346,.418,.407,,.318,.371,,.059,20,,.081,.286,,0,0,jamesle01
104,Al Jefferson,C,29,CHA,3,106,.491,7.7,,1.000,.283,.434,.113,.170,.000,,.491,.600,.435,.500,.444,,,.769,,,.000,0,,,,,0,0,jeffeal01
105,Amir Johnson,PF,26,TOR,7,191,.654,5.2,,.962,.538,.346,.000,.077,.038,,.680,.714,.722,,.250,.000,,.529,,,.115,6,,.500,.000,,0,0,johnsam01
106,James Johnson,SF,26,MEM,3,28,.333,12.2,,.667,.467,.133,.067,.000,.333,,.300,.429,.000,.000,,.400,,.000,.500,,.067,1,,.200,1.000,,1,0,johnsja01
107,Joe Johnson,SG,32,BRK,12,469,.533,14.3,,.712,.076,.288,.223,.120,.288,,.580,.857,.623,.488,.455,.415,,.263,.864,,.000,0,,.377,.450,,0,0,johnsjo02
108,James Jones,SF,33,MIA,15,126,.450,22.4,,.200,.050,.025,.000,.125,.800,,.375,1.000,.000,,.200,.469,,.667,.933,,.000,0,,.281,.556,,0,0,jonesja02
109,Perry Jones,PF,22,OKC,11,55,.389,18.1,,.444,.111,.167,.000,.167,.556,,.500,.500,.667,,.333,.300,,.500,1.000,,.000,0,,.400,.250,,0,0,jonespe01
110,Terrence Jones,PF,22,HOU,6,138,.513,4.7,,.974,.564,.282,.077,.051,.026,,.526,.591,.455,.333,.500,.000,,.500,,,.103,4,,1.000,.000,,0,0,joneste01
111,DeAndre Jordan,C,25,LAC,13,442,.730,2.1,,1.000,.825,.175,.000,.000,.000,,.730,.731,.727,,,,,.761,,,.540,30,,,,,0,0,jordade01
112,Cory Joseph,SG,22,SAS,17,87,.486,10.5,,.914,.314,.171,.086,.343,.086,,.531,.636,.667,.667,.333,.000,,.176,,,.029,1,,.333,.000,,0,0,josepco01
113,Michael Kidd-Gilchrist,SF,20,CHA,4,91,.519,4.3,,.963,.778,.111,.000,.074,.037,,.538,.476,.667,,1.000,.000,,.571,,,.074,2,,.000,,,0,0,kiddgmi01
114,Andrei Kirilenko,PF,32,BRK,10,144,.467,4.1,,1.000,.733,.133,.067,.067,.000,,.467,.545,.000,.000,1.000,,,.714,,,.200,3,,,,,0,0,kirilan01
115,Kyle Korver,SG,32,ATL,7,250,.455,23.6,,.182,.030,.000,.030,.121,.818,,.583,1.000,,.500,.500,.426,,.857,.957,,.000,0,,.259,.429,,0,0,korveky01
116,Kosta Koufos,C,24,MEM,7,45,.438,4.0,,1.000,.500,.438,.000,.063,.000,,.438,.375,.571,,.000,,,.857,,,.000,0,,,,,0,0,koufoko01
117,Ognjen Kuzmić,C,23,GSW,3,8,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,kuzmiog01
118,Jeremy Lamb,SG,21,OKC,11,100,.405,13.5,,.667,.310,.024,.238,.095,.333,,.536,.769,.000,.400,.250,.143,,.400,.500,,.048,1,,.143,.500,,0,0,lambje01
119,Shane Larkin,PG,21,DAL,2,10,.000,16.1,,.667,.333,.000,.000,.333,.333,,.000,.000,,,.000,.000,,,,,.000,0,,.000,,,0,0,larkish01
120,Courtney Lee,SG,28,MEM,7,224,.417,14.7,,.683,.200,.133,.150,.183,.317,,.463,.583,.625,.333,.364,.316,,.684,1.000,,.033,1,,.316,.333,,1,0,leeco01
121,David Lee,PF,30,GSW,7,217,.532,3.4,,1.000,.662,.286,.000,.052,.000,,.532,.627,.364,,.250,,,.805,,,.221,16,,,,,0,0,leeda02
122,Kawhi Leonard,SF,22,SAS,23,736,.510,13.6,,.690,.230,.180,.130,.151,.310,,.552,.727,.442,.516,.444,.419,,.352,.935,,.067,16,,.338,.440,,0,0,leonaka01
123,Meyers Leonard,C,21,POR,4,9,.000,14.2,,1.000,.000,.500,.000,.500,.000,,.000,,.000,,.000,,,,,,.000,0,,,,,0,0,leoname01
124,Jon Leuer,PF,24,MEM,3,23,.429,12.9,,.714,.286,.286,.000,.143,.286,,.400,1.000,.000,,.000,.500,,.500,1.000,,.143,1,,.000,,,0,0,leuerjo01
125,Rashard Lewis,SF,34,MIA,18,319,.412,19.1,,.306,.106,.129,.047,.024,.694,,.500,.444,.727,.250,.000,.373,,.769,1.000,,.000,0,,.525,.355,,1,0,lewisra02
126,Damian Lillard,PG,23,POR,11,466,.439,14.4,,.630,.265,.153,.069,.143,.370,,.471,.660,.241,.385,.407,.386,,.071,.370,,.011,2,,.100,.571,,1,0,lillada01
127,Jeremy Lin,PG,25,HOU,6,177,.410,13.5,,.623,.279,.213,.016,.115,.377,,.526,.588,.385,.000,.714,.217,,.200,.600,,.000,0,,.174,.000,,0,0,linje01
128,Shaun Livingston,PG,28,BRK,12,325,.512,8.8,,.988,.302,.291,.267,.128,.012,,.506,.615,.480,.478,.364,1.000,,.349,.000,,.081,6,,.000,,,0,0,livinsh01
129,Robin Lopez,C,25,POR,11,367,.489,5.3,,1.000,.489,.295,.148,.068,.000,,.489,.535,.538,.308,.333,,,.698,,,.080,7,,,,,0,0,lopezro01
130,Kyle Lowry,PG,27,TOR,7,271,.404,14.5,,.606,.275,.193,.064,.073,.394,,.409,.467,.381,.286,.375,.395,,.148,.765,,.000,0,,.093,.250,,2,0,lowryky01
131,Shelvin Mack,PG,23,ATL,7,118,.404,19.6,,.426,.128,.064,.064,.170,.574,,.450,.500,.333,.333,.500,.370,,.222,.700,,.000,0,,.074,.000,,0,0,macksh01
132,Ian Mahinmi,C,27,IND,19,241,.481,3.0,,1.000,.815,.111,.000,.074,.000,,.481,.500,.667,,.000,,,.462,,,.222,5,,,,,0,0,mahinia01
133,Shawn Marion,SF,35,DAL,7,193,.407,11.0,,.695,.322,.288,.051,.034,.305,,.488,.684,.412,.000,.000,.222,,.700,1.000,,.085,4,,.556,.200,,0,0,mariosh01
134,Cartier Martin,SF,29,ATL,3,15,.667,14.9,,1.000,.000,.333,.000,.667,.000,,.667,,1.000,,.500,,,.000,,,.000,0,,,,,0,0,martica01
135,Wesley Matthews,SG,27,POR,11,426,.412,16.2,,.500,.184,.154,.074,.088,.500,,.500,.680,.238,.500,.583,.324,,.382,.955,,.015,2,,.221,.200,,0,0,matthwe02
136,CJ McCollum,SG,22,POR,6,24,.091,18.2,,.545,.000,.091,.273,.182,.455,,.167,,.000,.333,.000,.000,,.000,,,.000,0,,.000,,,0,0,mccolcj01
137,Josh McRoberts,PF,26,CHA,4,154,.455,16.2,,.485,.303,.030,.061,.091,.515,,.438,.600,.000,.000,.333,.471,,.571,.875,,.121,4,,.294,.200,,0,0,mcrobjo01
138,Andre Miller,SG,37,WAS,11,108,.463,8.7,,.927,.415,.244,.146,.122,.073,,.474,.471,.500,.833,.000,.333,,.389,1.000,,.000,0,,.000,,,1,0,millean02
139,Mike Miller,SF,33,MEM,7,173,.357,21.9,,.310,.048,.048,.071,.143,.690,,.077,.000,.000,.333,.000,.483,,.000,.929,,.000,0,,.069,.500,,0,0,millemi01
140,Patty Mills,PG,25,SAS,23,351,.447,20.0,,.440,.092,.035,.028,.284,.560,,.500,.692,.200,.500,.475,.405,,.226,.750,,.000,0,,.304,.458,,0,0,millspa02
141,Paul Millsap,PF,28,ATL,7,267,.398,12.0,,.738,.330,.194,.078,.136,.262,,.421,.588,.300,.250,.286,.333,,.469,1.000,,.019,2,,.148,.500,,0,0,millspa01
142,Nazr Mohammed,C,36,CHI,2,5,.000,3.1,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,mohamna01
143,Mike Muscala,PF,22,ATL,2,5,.000,17.6,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,muscami01
