,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
141,Anthony Morrow,SG,30,OKC,14,76,.458,19.1,,.417,.125,.000,.125,.167,.583,,.600,.667,,.667,.500,.357,,.500,1.000,,.000,0,,.286,.500,,0,0,morroan01
142,Donatas Motiejūnas,PF,25,HOU,5,98,.432,11.0,,.757,.189,.405,.162,.000,.243,,.429,.571,.467,.167,,.444,,.667,1.000,,.027,1,,.222,.000,,0,0,motiedo01
143,Timofey Mozgov,C,29,CLE,13,76,.400,5.0,,1.000,.533,.267,.200,.000,.000,,.400,.625,.250,.000,,,,.333,,,.333,4,,,,,0,0,mozgoti01
144,Xavier Munford,SG,23,MEM,4,89,.321,14.1,,.714,.214,.179,.143,.214,.286,,.400,.333,.200,.500,.500,.125,,.000,1.000,,.000,0,,.125,1.000,,1,0,munfoxa02
145,Mike Muscala,C,24,ATL,9,67,.500,10.8,,.700,.500,.050,.150,.000,.300,,.571,.500,1.000,.667,,.333,,.625,1.000,,.000,0,,.500,.333,,0,0,muscami01
146,Lucas Nogueira,C,23,TOR,5,29,.750,4.0,,1.000,.750,.000,.250,.000,.000,,.750,1.000,,.000,,,,1.000,,,.750,3,,,,,0,0,noguelu01
147,Dirk Nowitzki*,PF,37,DAL,5,170,.494,13.3,,.867,.157,.145,.313,.253,.133,,.514,.769,.500,.423,.476,.364,,.649,1.000,,.000,0,,.091,1.000,,0,0,nowitdi01
148,Kelly Olynyk,C,24,BOS,4,32,.111,13.3,,.667,.333,.111,.000,.222,.333,,.167,.000,.000,,.500,.000,,1.000,,,.000,0,,.000,,,0,0,olynyke01
149,Zaza Pachulia,C,31,DAL,5,112,.375,5.5,,1.000,.458,.375,.042,.125,.000,,.375,.455,.333,.000,.333,,,.778,,,.042,1,,,,,0,0,pachuza01
150,Tony Parker*,PG,33,SAS,10,264,.449,12.0,,.837,.306,.102,.224,.204,.163,,.488,.633,.500,.318,.450,.250,,.150,1.000,,.000,0,,.688,.364,,1,0,parketo01
151,Lamar Patterson,SG,24,ATL,4,20,.286,14.2,,.571,.429,.000,.000,.143,.429,,.250,.333,,,.000,.333,,1.000,1.000,,.000,0,,.000,,,0,0,pattela01
152,Patrick Patterson,PF,26,TOR,20,583,.404,15.8,,.485,.191,.184,.059,.051,.515,,.515,.769,.440,.125,.286,.300,,.500,1.000,,.051,6,,.486,.176,,0,0,pattepa01
153,Chris Paul,PG,30,LAC,4,125,.487,16.2,,.737,.158,.066,.224,.289,.263,,.554,.583,.800,.529,.500,.300,,.161,.667,,.013,1,,.050,.000,,0,0,paulch01
154,Cameron Payne,PG,21,OKC,10,64,.269,17.9,,.615,.038,.231,.192,.154,.385,,.313,.000,.500,.400,.000,.200,,.200,1.000,,.000,0,,.200,.500,,1,0,payneca01
155,Paul Pierce*,SF,38,LAC,5,54,.167,19.5,,.583,.083,.000,.083,.417,.417,,.143,.000,,.000,.200,.200,,1.000,1.000,,.000,0,,.200,.000,,0,0,piercpa01
156,Mason Plumlee,C,25,POR,11,306,.400,3.4,,1.000,.600,.357,.043,.000,.000,,.400,.524,.240,.000,,,,.714,,,.214,11,,,,,0,0,plumlma01
157,Dwight Powell,PF,24,DAL,4,64,.474,6.2,,.947,.684,.053,.000,.211,.053,,.500,.615,.000,,.250,.000,,.778,,,.263,4,,.000,,,0,0,poweldw01
158,Norman Powell,SG,22,TOR,18,206,.386,13.7,,.629,.314,.129,.043,.143,.371,,.455,.455,.556,.667,.300,.269,,.300,1.000,,.043,3,,.423,.364,,0,0,powelno01
159,Pablo Prigioni,PG,38,LAC,5,26,.000,19.4,,.600,.000,.000,.600,.000,.400,,.000,,,.000,,.000,,,,,.000,0,,.000,,,0,0,prigipa01
160,Zach Randolph,PF,34,MEM,4,120,.371,7.2,,1.000,.468,.258,.032,.242,.000,,.371,.345,.375,.000,.467,,,.348,,,.000,0,,,,,0,0,randoza01
161,JJ Redick,SG,31,LAC,6,166,.430,18.0,,.608,.114,.089,.114,.291,.392,,.479,.556,.429,.444,.478,.355,,1.000,1.000,,.000,0,,.065,.500,,0,0,redicjj01
162,Josh Richardson,SG,22,MIA,14,387,.371,17.8,,.483,.157,.090,.101,.135,.517,,.372,.571,.000,.444,.333,.370,,.625,1.000,,.022,1,,.326,.533,,1,0,richajo01
163,Austin Rivers,SG,23,LAC,6,144,.426,12.0,,.721,.246,.328,.115,.033,.279,,.500,.800,.400,.286,.000,.235,,.182,.500,,.033,2,,.059,.000,,0,0,riverau01
164,Andre Roberson,SG,24,OKC,18,471,.465,11.2,,.570,.430,.140,.000,.012,.430,,.571,.757,.000,,.000,.324,,.571,1.000,,.128,10,,.757,.214,,0,0,roberan03
165,Brian Roberts,PG,30,POR,10,36,.222,20.0,,.556,.000,.111,.111,.333,.444,,.400,,.000,1.000,.333,.000,,1.000,,,.000,0,,.250,.000,,0,0,roberbr01
166,Glenn Robinson III,SF,22,IND,4,10,.750,9.4,,1.000,.500,.000,.250,.250,.000,,.750,1.000,,.000,1.000,,,1.000,,,.250,1,,,,,0,0,robingl02
167,Terrence Ross,SF,24,TOR,20,335,.387,18.2,,.462,.134,.092,.101,.134,.538,,.455,.563,.273,.500,.438,.328,,.360,.857,,.042,4,,.344,.273,,0,0,rosste01
168,Terry Rozier,PG,21,BOS,5,99,.391,16.2,,.522,.261,.000,.130,.130,.478,,.417,.500,,.333,.333,.364,,.400,1.000,,.000,0,,.455,.400,,0,0,roziete01
169,Brandon Rush,SG,30,GSW,14,110,.450,19.9,,.400,.100,.050,.100,.150,.600,,.625,1.000,1.000,.500,.333,.333,,.600,1.000,,.050,1,,.417,.200,,0,0,rushbr01
170,Dennis Schröder,PG,22,ATL,10,191,.452,12.6,,.663,.404,.087,.029,.144,.337,,.507,.619,.222,.333,.400,.343,,.171,.583,,.010,1,,.029,.000,,0,0,schrode01
171,Luis Scola,PF,35,TOR,11,140,.258,18.2,,.323,.129,.161,.032,.000,.677,,.400,.500,.400,.000,,.190,,.500,1.000,,.000,0,,.381,.125,,0,0,scolalu01
172,Mike Scott,PF,27,ATL,10,161,.625,12.1,,.600,.325,.250,.025,.000,.400,,.708,.769,.700,.000,,.500,,.588,1.000,,.050,2,,.375,.667,,0,0,scottmi01
173,Thabo Sefolosha,SF,31,ATL,10,203,.478,13.6,,.587,.370,.043,.065,.109,.413,,.556,.588,1.000,.667,.200,.368,,.467,1.000,,.065,3,,.368,.286,,0,0,sefolth01
174,Iman Shumpert,SG,25,CLE,21,367,.417,17.1,,.433,.200,.067,.067,.100,.567,,.462,.667,.000,.500,.333,.382,,.667,.846,,.100,6,,.500,.412,,0,0,shumpim01
175,Jonathon Simmons,SG,26,SAS,3,26,.400,10.6,,.700,.500,.000,.200,.000,.300,,.286,.400,,.000,,.667,,.000,1.000,,.000,0,,.333,1.000,,0,0,simmojo02
176,Kyle Singler,SF,27,OKC,6,51,.333,14.3,,.556,.000,.444,.111,.000,.444,,.200,,.250,.000,,.500,,1.000,1.000,,.000,0,,.750,.667,,0,0,singlky01
177,Marcus Smart,PG,21,BOS,6,193,.367,16.3,,.467,.367,.033,.000,.067,.533,,.393,.409,.500,,.250,.344,,.273,.818,,.033,2,,.188,.667,,1,0,smartma01
178,J.R. Smith,SG,30,CLE,21,730,.436,22.2,,.197,.080,.053,.032,.032,.803,,.459,.800,.100,.333,.333,.430,,.471,.938,,.032,6,,.238,.583,,2,0,smithjr01
179,Josh Smith,PF,30,HOU,4,38,.462,18.4,,.385,.077,.231,.077,.000,.615,,.400,1.000,.333,.000,,.500,,.000,1.000,,.000,0,,.125,1.000,,0,0,smithjo03
180,Marreese Speights,C,28,GSW,24,201,.390,16.2,,.636,.203,.119,.119,.195,.364,,.373,.417,.357,.357,.348,.419,,.714,1.000,,.017,2,,.163,.286,,2,0,speigma01
181,Lance Stephenson,SF,25,MEM,4,95,.523,13.1,,.886,.250,.091,.205,.341,.114,,.538,.818,.000,.444,.533,.400,,.381,1.000,,.000,0,,.000,,,0,0,stephla01
182,Amar'e Stoudemire,C,33,MIA,9,82,.579,6.1,,1.000,.632,.105,.053,.211,.000,,.579,.667,1.000,.000,.250,,,.545,,,.158,3,,,,,0,0,stoudam01
183,Rodney Stuckey,PG,29,IND,7,125,.395,13.8,,.767,.116,.302,.140,.209,.233,,.364,.200,.308,.333,.556,.500,,.583,1.000,,.000,0,,.400,.250,,0,0,stuckro01
184,Jared Sullinger,PF,23,BOS,6,81,.310,10.3,,.905,.452,.071,.095,.286,.095,,.289,.263,.333,.250,.333,.500,,.818,1.000,,.000,0,,.000,,,0,0,sullija01
185,Jeff Teague,PG,27,ATL,10,279,.380,11.8,,.702,.364,.174,.074,.091,.298,,.435,.477,.524,.333,.182,.250,,.108,.556,,.000,0,,.139,.000,,0,0,teaguje01
186,Jason Terry,SG,38,HOU,5,124,.342,18.9,,.500,.132,.105,.079,.184,.500,,.368,.400,.250,.667,.286,.316,,.429,1.000,,.000,0,,.158,.667,,1,0,terryja01
187,Isaiah Thomas,PG,26,BOS,6,220,.395,13.2,,.613,.387,.084,.050,.092,.387,,.466,.500,.400,.667,.273,.283,,.382,.615,,.000,0,,.152,.429,,0,0,thomais02
188,Jason Thompson,C,29,TOR,10,55,.444,6.6,,.889,.556,.222,.000,.111,.111,,.500,.800,.000,,.000,.000,,.500,,,.222,2,,1.000,.000,,0,0,thompja02
189,Klay Thompson,SG,25,GSW,24,849,.444,17.2,,.490,.188,.088,.106,.104,.510,,.464,.612,.475,.313,.362,.424,,.621,.898,,.004,2,,.242,.429,,0,0,thompkl01
190,Tristan Thompson,PF,24,CLE,21,622,.527,2.6,,1.000,.699,.269,.011,.022,.000,,.527,.600,.320,.000,1.000,,,.633,,,.269,22,,,,,0,0,thomptr01
191,Anthony Tolliver,PF,30,DET,3,26,.500,20.3,,.500,.000,.000,.250,.250,.500,,1.000,,,1.000,1.000,.000,,1.000,,,.000,0,,.000,,,0,0,tollian01
192,Evan Turner,SG,27,BOS,6,214,.365,11.6,,.835,.306,.082,.271,.176,.165,,.394,.500,.143,.522,.133,.214,,.321,1.000,,.000,0,,.714,.200,,0,0,turneev01
193,Myles Turner,C,19,IND,7,197,.465,10.8,,.972,.268,.268,.056,.380,.028,,.478,.632,.421,.500,.407,.000,,.758,,,.056,4,,.000,,,0,0,turnemy01
194,Jonas Valančiūnas,C,23,TOR,12,321,.567,5.0,,1.000,.550,.225,.167,.058,.000,,.567,.621,.481,.700,.000,,,.603,,,.092,10,,,,,0,0,valanjo01
195,Anderson Varejão,C,33,GSW,17,93,.357,7.3,,1.000,.429,.286,.143,.143,.000,,.357,.667,.000,.500,.000,,,.400,,,.071,1,,,,,0,0,varejan01
196,Charlie Villanueva,PF,31,DAL,4,20,.250,14.2,,.583,.167,.333,.083,.000,.417,,.286,1.000,.000,.000,,.200,,1.000,1.000,,.083,1,,.000,,,0,0,villach01
197,Noah Vonleh,PF,20,POR,6,12,.000,10.7,,1.000,.000,.667,.000,.333,.000,,.000,,.000,,.000,,,,,,.000,0,,,,,0,0,vonleno01
198,Dwyane Wade*,SG,34,MIA,14,473,.469,11.7,,.909,.197,.244,.220,.248,.091,,.463,.640,.403,.446,.397,.522,,.187,.250,,.031,7,,.174,.500,,1,0,wadedw01
199,Dion Waiters,SG,24,OKC,18,491,.417,14.5,,.576,.273,.129,.030,.144,.424,,.447,.472,.294,.250,.579,.375,,.176,.857,,.008,1,,.518,.414,,0,0,waitedi01
200,Kemba Walker,PG,25,CHO,7,260,.366,12.9,,.719,.359,.098,.092,.176,.281,,.382,.436,.267,.357,.333,.326,,.048,.429,,.000,0,,.070,.667,,1,0,walkeke02
201,Briante Weber,PG,23,MIA,2,6,.000,16.1,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,weberbr01
202,David West,PF,35,SAS,10,176,.455,10.1,,.891,.309,.273,.109,.200,.109,,.449,.529,.533,.167,.364,.500,,.727,1.000,,.055,2,,.167,.000,,0,0,westda01
203,Russell Westbrook,PG,27,OKC,18,674,.405,12.6,,.733,.321,.109,.155,.148,.267,,.434,.524,.233,.328,.500,.324,,.112,.559,,.028,9,,.114,.417,,0,0,westbru01
204,Hassan Whiteside,C,26,MIA,10,291,.681,3.9,,1.000,.623,.275,.087,.014,.000,,.681,.814,.632,.000,.000,,,.660,,,.275,19,,,,,0,0,whiteha01
205,C.J. Wilcox,SG,25,LAC,2,7,.000,17.8,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,wilcocj01
206,Deron Williams,PG,31,DAL,3,49,.333,14.2,,.611,.278,.167,.000,.167,.389,,.273,.200,.333,,.333,.429,,.333,.000,,.000,0,,.143,.000,,0,0,willide01
207,Marvin Williams,PF,29,CHO,7,228,.275,13.0,,.667,.314,.157,.078,.118,.333,,.235,.313,.250,.000,.167,.353,,.750,1.000,,.039,1,,.235,.250,,0,0,willima02
208,Mo Williams,PG,33,CLE,13,68,.286,19.6,,.536,.071,.000,.214,.250,.464,,.333,.500,,.333,.286,.231,,.600,.333,,.000,0,,.000,,,0,0,willima01
209,Justise Winslow,SF,19,MIA,13,330,.432,11.3,,.757,.365,.203,.041,.149,.243,,.482,.704,.133,.333,.455,.278,,.556,1.000,,.068,3,,.778,.357,,1,0,winslju01
210,Delon Wright,PG,23,TOR,9,41,.300,6.5,,.900,.700,.000,.100,.100,.100,,.333,.429,,.000,.000,.000,,.333,,,.100,1,,1.000,.000,,0,0,wrighde01
211,Dorell Wright,SF,30,MIA,5,19,.500,19.5,,.500,.100,.100,.000,.300,.500,,.600,1.000,1.000,,.333,.400,,.000,1.000,,.000,0,,.200,1.000,,0,0,wrighdo01
212,James Young,SG,20,BOS,3,10,.333,19.6,,.667,.000,.000,.000,.667,.333,,.500,,,,.500,.000,,1.000,,,.000,0,,.000,,,0,0,youngja01
213,Joe Young,PG,23,IND,4,10,.375,20.7,,.500,.000,.000,.375,.125,.500,,.500,,,.667,.000,.250,,.000,1.000,,.000,0,,.000,,,0,0,youngjo01
214,Cody Zeller,C,23,CHO,7,137,.553,4.3,,1.000,.658,.211,.026,.105,.000,,.553,.520,.500,1.000,.750,,,.810,,,.105,4,,,,,0,0,zelleco01
215,Tyler Zeller,C,26,BOS,3,38,.467,9.3,,1.000,.467,.067,.067,.400,.000,,.467,.571,1.000,.000,.333,,,.857,,,.000,0,,,,,0,0,zellety01
