,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
144,James Posey,SF,29,MIA,22,607,.430,19.2,,.272,.193,.035,.000,.044,.728,,.452,.500,.500,,.200,.422,,.571,.971,,.000,0,,.470,.436,,1,0,poseyja01
145,Vitaly Potapenko,C,30,SAC,4,9,.500,13.4,,1.000,.000,.250,.500,.250,.000,,.500,,1.000,.500,.000,,,1.000,,,.000,0,,,,,0,0,potapvi01
146,Josh Powell,PF,23,DAL,6,25,.000,13.6,,1.000,.250,.000,.000,.750,.000,,.000,.000,,,.000,,,,,,.000,0,,,,,0,0,poweljo01
147,Ronnie Price,PG,22,SAC,4,9,.000,13.4,,1.000,.333,.000,.000,.667,.000,,.000,.000,,,.000,,,,,,.000,0,,,,,0,0,pricero01
148,Tayshaun Prince,SF,25,DET,18,745,.459,11.8,,.801,.299,.165,.156,.182,.199,,.459,.638,.447,.333,.286,.457,,.376,.810,,.061,14,,.522,.333,,2,1,princta01
149,Vladimir Radmanović,PF,25,LAC,12,246,.470,17.2,,.379,.273,.045,.015,.045,.621,,.480,.667,.000,.000,.000,.463,,.500,.947,,.045,2,,.244,.500,,0,0,radmavl01
150,Željko Rebrača,C,33,LAC,3,22,.333,4.7,,1.000,.667,.000,.333,.000,.000,,.333,.500,,.000,,,,1.000,,,.000,0,,,,,0,0,rebraze01
151,Michael Redd,SG,26,MIL,5,185,.524,10.4,,.821,.405,.071,.155,.190,.179,,.536,.559,.833,.538,.375,.467,,.432,.857,,.048,4,,.267,1.000,,0,0,reddmi01
152,Clifford Robinson,PF,39,NJN,8,198,.333,17.7,,.513,.179,.051,.026,.256,.487,,.350,.429,.500,.000,.300,.316,,.857,1.000,,.000,0,,.263,.400,,0,0,robincl02
153,Quinton Ross,SF,24,LAC,12,294,.534,11.9,,1.000,.247,.123,.110,.521,.000,,.534,.667,.667,.375,.474,,,.744,,,.068,5,,,,,0,0,rossqu01
154,Michael Ruffin,C,29,WAS,6,70,.500,0.9,,1.000,1.000,.000,.000,.000,.000,,.500,.500,,,,,,.000,,,.000,0,,,,,0,0,ruffimi01
155,Luke Schenscher,C,23,CHI,3,17,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.500,,,.000,0,,,,,0,0,schenlu01
156,Wayne Simien,PF,22,MIA,2,7,.000,13.2,,1.000,.000,.333,.333,.333,.000,,.000,,.000,.000,.000,,,,,,.000,0,,,,,0,0,simiewa01
157,Bobby Simmons,SF,25,MIL,5,159,.333,16.8,,.714,.143,.024,.167,.381,.286,,.300,.333,1.000,.286,.250,.417,,.556,1.000,,.000,0,,.333,.250,,0,0,simmobo01
158,James Singleton,SF,24,LAC,7,12,.333,24.4,,.333,.000,.000,.000,.333,.667,,1.000,,,,1.000,.000,,.000,,,.000,0,,.000,,,0,0,singlja01
159,Joe Smith,PF,30,MIL,5,106,.485,13.2,,1.000,.152,.061,.303,.485,.000,,.485,.400,1.000,.500,.438,,,.813,,,.000,0,,,,,0,0,smithjo02
160,Eric Snow,PG,32,CLE,13,408,.421,10.2,,.987,.408,.026,.237,.316,.013,,.427,.516,.000,.278,.458,.000,,.563,,,.000,0,,.000,,,0,0,snower01
161,Jerry Stackhouse,SG,31,DAL,22,711,.402,13.9,,.764,.196,.105,.239,.225,.236,,.422,.537,.345,.409,.371,.338,,.225,1.000,,.047,9,,.600,.410,,0,0,stackje01
162,Peja Stojaković,SF,28,IND,2,51,.444,16.1,,.833,.167,.000,.167,.500,.167,,.533,.667,,.667,.444,.000,,.625,,,.000,0,,.333,.000,,0,0,stojape01
163,Mike Sweetney,C,23,CHI,6,120,.412,6.2,,1.000,.382,.382,.206,.029,.000,,.412,.615,.231,.429,.000,,,.571,,,.059,2,,,,,0,0,sweetmi01
164,Donell Taylor,SG,23,WAS,1,3,.000,22.7,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,1.000,.000,,0,0,taylodo01
165,Jason Terry,PG,28,DAL,22,844,.442,14.6,,.726,.187,.103,.198,.238,.274,,.493,.536,.500,.466,.477,.307,,.311,.903,,.027,9,,.287,.310,,0,0,terryja01
166,Billy Thomas,SG,30,WAS,3,14,.000,19.2,,.429,.143,.000,.000,.286,.571,,.000,.000,,,.000,.000,,,,,.000,0,,.250,.000,,0,0,thomabi01
167,Etan Thomas,C,27,WAS,3,18,.400,4.0,,1.000,.600,.200,.200,.000,.000,,.400,.333,.000,1.000,,,,1.000,,,.000,0,,,,,0,0,thomaet01
168,John Thomas,C,30,NJN,8,56,.500,2.5,,1.000,.667,.333,.000,.000,.000,,.500,.750,.000,,,,,1.000,,,.000,0,,,,,0,0,thomajo02
169,Kenny Thomas,PF,28,SAC,6,148,.542,6.2,,1.000,.500,.208,.167,.125,.000,,.542,.583,.600,.500,.333,,,.385,,,.125,1,,,,,0,0,thomake01
170,Kurt Thomas,C,33,PHO,1,6,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,thomaku01
171,Tim Thomas,PF,28,PHO,20,636,.491,16.1,,.509,.218,.109,.114,.068,.491,,.536,.604,.500,.480,.467,.444,,.433,1.000,,.041,8,,.222,.417,,1,0,thomati01
172,Jamaal Tinsley,PG,27,IND,1,7,.333,24.8,,.333,.000,.000,.000,.333,.667,,1.000,,,,1.000,.000,,1.000,,,.000,0,,.000,,,0,0,tinslja01
173,Jake Tsakalidis,C,26,MEM,4,59,.600,3.6,,1.000,.500,.400,.000,.100,.000,,.600,.800,.500,,.000,,,.500,,,.000,0,,,,,0,0,tsakaja01
174,Nikoloz Tskitishvili,SF,22,PHO,4,8,.000,20.9,,.667,.000,.000,.000,.667,.333,,.000,,,,.000,.000,,,,,.000,0,,.000,,,0,0,tskitni01
175,Ronny Turiaf,C,23,LAL,3,25,.600,5.0,,1.000,.600,.200,.000,.200,.000,,.600,.667,1.000,,.000,,,.667,,,.200,0,,,,,0,0,turiaro01
176,Beno Udrih,PG,23,SAS,7,47,.333,10.6,,.800,.267,.267,.167,.100,.200,,.375,.500,.500,.200,.000,.167,,.556,.000,,.000,0,,.333,.000,,0,0,udrihbe01
177,Nick Van Exel,PG,34,SAS,12,133,.219,15.0,,.688,.094,.250,.188,.156,.313,,.182,.667,.000,.167,.200,.300,,.250,1.000,,.000,0,,.300,.333,,0,0,vanexni01
178,Keith Van Horn,SF,30,DAL,14,172,.339,15.3,,.525,.254,.068,.085,.119,.475,,.387,.533,.000,.000,.571,.286,,.667,1.000,,.017,1,,.393,.364,,0,0,vanhoke01
179,Anderson Varejão,C,23,CLE,13,238,.620,2.7,,1.000,.760,.160,.000,.080,.000,,.620,.711,.375,,.250,,,.710,,,.080,4,,,,,0,0,varejan01
180,Jacque Vaughn,SG,30,NJN,11,159,.364,14.9,,.970,.182,.061,.091,.636,.030,,.375,.500,.500,.000,.381,.000,,.583,,,.000,0,,.000,,,0,0,vaughja01
181,Sasha Vujačić,PG,21,LAL,7,129,.423,18.6,,.423,.154,.077,.038,.154,.577,,.182,.500,.000,.000,.000,.600,,1.000,.889,,.000,0,,.200,.333,,0,0,vujacsa01
182,Dwyane Wade*,SG,24,MIA,23,959,.497,11.2,,.916,.327,.104,.150,.336,.084,,.507,.639,.413,.424,.446,.378,,.210,.643,,.073,32,,.243,.556,,1,0,wadedw01
183,Antoine Walker,PF,29,MIA,23,862,.403,14.7,,.477,.297,.134,.021,.025,.523,,.489,.560,.421,.333,.143,.324,,.364,.917,,.007,1,,.189,.286,,1,0,walkean02
184,Ben Wallace*,C,31,DET,18,642,.465,2.6,,.986,.803,.070,.085,.028,.014,,.471,.561,.200,.000,.000,.000,,.667,,,.268,15,,.000,,,0,0,wallabe01
185,Rasheed Wallace,PF,31,DET,18,628,.430,15.8,,.646,.121,.121,.296,.108,.354,,.444,.519,.667,.318,.458,.405,,.531,1.000,,.022,4,,.253,.200,,0,0,wallara01
186,Luke Walton,SF,25,LAL,7,235,.458,9.7,,.867,.325,.205,.241,.096,.133,,.472,.667,.176,.450,.500,.364,,.529,.750,,.012,1,,.545,.333,,0,0,waltolu01
187,Hakim Warrick,PF,23,MEM,3,43,.250,6.6,,.938,.313,.438,.188,.000,.063,,.267,.200,.286,.333,,.000,,.500,,,.125,1,,.000,,,0,0,warriha01
188,Bonzi Wells,SG,29,SAC,6,249,.609,7.2,,.908,.563,.138,.080,.126,.092,,.608,.714,.250,.571,.545,.625,,.375,1.000,,.126,8,,.125,.000,,0,0,wellsbo01
189,Jiří Welsch,SF,26,MIL,4,15,.500,13.3,,1.000,.250,.000,.250,.500,.000,,.500,1.000,,.000,.500,,,1.000,,,.000,0,,,,,0,0,welscji01
190,Jason Williams,PG,30,MIA,23,686,.405,17.3,,.486,.243,.038,.022,.184,.514,,.544,.533,.143,.500,.647,.274,,.204,.731,,.000,0,,.232,.182,,2,0,willija02
191,Mo Williams,PG,23,MIL,5,75,.500,16.8,,.676,.176,.059,.118,.324,.324,,.652,.333,1.000,1.000,.636,.182,,.267,.000,,.000,0,,.000,,,0,0,willima01
192,Corliss Williamson,SF,32,SAC,3,11,.400,6.1,,1.000,.200,.600,.200,.000,.000,,.400,1.000,.333,.000,,,,.000,,,.000,0,,,,,0,0,willico02
193,Metta World Peace,SF,26,SAC,5,198,.383,13.1,,.667,.284,.173,.074,.136,.333,,.407,.565,.286,.167,.364,.333,,.182,.444,,.000,0,,.222,.500,,0,0,artesro01
194,Antoine Wright,SG,21,NJN,5,10,.250,12.7,,1.000,.250,.250,.000,.500,.000,,.250,1.000,.000,,.000,,,.000,,,.000,0,,,,,0,0,wrighan01
195,Lorenzen Wright,C,30,MEM,4,86,.611,2.4,,1.000,.722,.167,.056,.056,.000,,.611,.615,.667,1.000,.000,,,.455,,,.167,3,,,,,0,0,wrighlo02
