,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
1,Álex Abrines,SG,24,OKC,6,110,.400,19.1,,.350,.150,.050,.000,.150,.650,,.286,.333,.000,,.333,.462,,.000,.833,,.000,0,,.308,.750,,0,0,abrinal01
2,Steven Adams,C,24,OKC,6,200,.587,3.1,,1.000,.587,.413,.000,.000,.000,,.587,.667,.474,,,,,.815,,,.261,12,,,,,0,0,adamsst01
3,Bam Adebayo,C,20,MIA,5,77,.467,4.6,,.933,.800,.133,.000,.000,.067,,.500,.417,1.000,,,.000,,.714,,,.267,4,,.000,,,1,0,adebaba01
4,LaMarcus Aldridge,C,32,SAS,5,177,.463,9.3,,.938,.213,.275,.300,.150,.063,,.453,.824,.318,.375,.333,.600,,.588,.667,,.013,1,,.200,1.000,,0,0,aldrila01
5,Al-Farouq Aminu,PF,27,POR,4,131,.519,16.1,,.423,.269,.077,.019,.058,.577,,.636,.714,.500,.000,.667,.433,,.357,1.000,,.077,3,,.233,.571,,0,0,aminual01
6,Justin Anderson,SF,24,PHI,7,33,.375,21.1,,.125,.125,.000,.000,.000,.875,,1.000,1.000,,,,.286,,1.000,1.000,,.000,0,,.286,.500,,0,0,anderju01
7,Kyle Anderson,SF,24,SAS,5,73,.600,9.5,,.800,.450,.300,.000,.050,.200,,.750,.889,.500,,1.000,.000,,.667,,,.050,1,,.750,.000,,1,0,anderky01
8,Ryan Anderson,PF,29,HOU,11,95,.350,22.4,,.250,.050,.050,.050,.100,.750,,.400,1.000,.000,.000,.500,.333,,.000,1.000,,.000,0,,.200,1.000,,0,0,anderry01
9,Giannis Antetokounmpo,PF,23,MIL,7,280,.570,8.6,,.884,.430,.190,.157,.107,.116,,.607,.769,.478,.474,.385,.286,,.431,1.000,,.165,18,,.000,,,1,0,antetgi01
10,Carmelo Anthony,PF,33,OKC,6,194,.375,15.5,,.611,.139,.125,.208,.139,.389,,.477,.600,.444,.533,.300,.214,,.190,.667,,.028,2,,.071,.500,,0,0,anthoca01
11,OG Anunoby,SF,20,TOR,10,238,.558,13.8,,.442,.385,.058,.000,.000,.558,,.696,.700,.667,,,.448,,.688,1.000,,.135,7,,.690,.400,,0,0,anunoog01
12,Trevor Ariza,SF,32,HOU,17,582,.360,16.7,,.345,.194,.144,.007,.000,.655,,.500,.593,.350,1.000,,.286,,.917,.923,,.036,5,,.385,.314,,0,0,arizatr01
13,Luke Babbitt,SF,28,MIA,2,3,.000,19.0,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,babbilu01
14,Wade Baldwin,PG,21,POR,4,19,.250,13.0,,.750,.250,.250,.000,.250,.250,,.000,.000,.000,,.000,1.000,,,1.000,,.000,0,,.000,,,0,0,baldwwa01
15,Jerryd Bayless,SG,29,PHI,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,bayleje01
16,Aron Baynes,C,31,BOS,19,389,.506,9.6,,.742,.472,.112,.079,.079,.258,,.515,.667,.100,.714,.000,.478,,.618,.909,,.225,16,,.609,.571,,0,0,baynear01
17,Bradley Beal,SG,24,WAS,6,216,.454,16.8,,.583,.139,.120,.130,.194,.417,,.444,.733,.385,.214,.429,.467,,.464,.714,,.037,4,,.111,.600,,0,0,bealbr01
18,Marco Belinelli,SG,31,PHI,10,273,.406,17.8,,.566,.179,.047,.066,.274,.434,,.450,.632,.000,.429,.414,.348,,.963,.875,,.009,1,,.065,.333,,0,0,belinma01
19,Jordan Bell,C,23,GSW,17,173,.531,5.6,,.969,.625,.188,.125,.031,.031,,.548,.700,.333,.250,.000,.000,,.647,,,.344,9,,.000,,,1,0,belljo01
20,Dāvis Bertāns,PF,25,SAS,5,82,.167,22.5,,.111,.000,.111,.000,.000,.889,,.000,,.000,,,.188,,,1.000,,.000,0,,.375,.167,,0,0,bertada01
21,Nemanja Bjelica,PF,29,MIN,5,47,.438,11.5,,.563,.438,.125,.000,.000,.438,,.333,.286,.500,,,.571,,.333,1.000,,.000,0,,.143,1.000,,0,0,bjeline01
22,Tarik Black,C,26,HOU,7,19,.250,1.5,,1.000,.750,.250,.000,.000,.000,,.250,.333,.000,,,,,.000,,,.000,0,,,,,0,0,blackta01
23,Eric Bledsoe,PG,28,MIL,7,225,.440,12.2,,.738,.286,.167,.143,.143,.262,,.484,.667,.429,.417,.250,.318,,.233,.714,,.000,0,,.318,.286,,0,0,bledser01
24,Bojan Bogdanović,SF,28,IND,7,238,.395,17.5,,.444,.160,.123,.099,.062,.556,,.417,.846,.200,.250,.000,.378,,.600,1.000,,.012,1,,.289,.308,,0,0,bogdabo02
