,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
10,Malik Beasley,SG,22,DEN,14,281,.387,16.5,,.495,.129,.194,.097,.075,.505,,.370,.583,.333,.333,.143,.404,,.647,.789,,.022,1,,.234,.455,,0,0,beaslma01
11,Marco Belinelli,SG,32,SAS,7,131,.368,19.2,,.447,.158,.026,.053,.211,.553,,.353,.500,.000,.500,.250,.381,,.500,1.000,,.000,0,,.143,.333,,0,0,belinma01
12,Jordan Bell,C,24,GSW,15,106,.548,5.5,,1.000,.613,.097,.258,.032,.000,,.548,.579,.667,.500,.000,,,.706,,,.226,5,,,,,0,0,belljo01
13,Dāvis Bertāns,PF,26,SAS,5,79,.333,20.0,,.267,.133,.067,.000,.067,.733,,.500,.500,1.000,,.000,.273,,.500,1.000,,.067,0,,.182,.500,,0,0,bertada01
14,Patrick Beverley,PG,30,LAC,6,195,.426,18.7,,.362,.149,.149,.064,.000,.638,,.412,.714,.286,.000,,.433,,.286,.769,,.000,0,,.133,.250,,0,0,beverpa01
15,Khem Birch,C,26,ORL,5,92,.556,5.1,,1.000,.444,.389,.111,.056,.000,,.556,.875,.286,.500,.000,,,.800,,,.111,2,,,,,0,0,birchkh01
16,Eric Bledsoe,PG,29,MIL,15,423,.411,14.0,,.611,.303,.135,.114,.059,.389,,.522,.750,.240,.286,.455,.236,,.492,.588,,.011,2,,.194,.214,,1,0,bledser01
17,Bojan Bogdanović,SF,29,IND,4,148,.397,13.6,,.651,.302,.143,.111,.095,.349,,.439,.684,.222,.429,.000,.318,,.500,.857,,.032,2,,.045,1.000,,0,0,bogdabo02
18,Andrew Bogut,C,34,GSW,19,179,.649,3.2,,1.000,.730,.216,.054,.000,.000,,.649,.778,.375,.000,,,,.667,,,.189,7,,,,,0,0,bogutan01
19,Jonah Bolden,PF,23,PHI,10,79,.263,22.3,,.158,.053,.105,.000,.000,.842,,.333,1.000,.000,,,.250,,.000,1.000,,.000,0,,.188,.333,,0,0,boldejo01
20,Chris Boucher,PF,26,TOR,2,4,.400,15.8,,.400,.400,.000,.000,.000,.600,,.500,.500,,,,.333,,1.000,1.000,,.200,0,,.333,.000,,0,0,bouchch01
21,Malcolm Brogdon,SG,26,MIL,7,198,.449,14.6,,.526,.372,.090,.026,.038,.474,,.512,.586,.143,1.000,.333,.378,,.571,1.000,,.026,2,,.216,.500,,0,0,brogdma01
22,Bruce Brown,SG,22,DET,4,57,.357,11.0,,.643,.357,.286,.000,.000,.357,,.444,.600,.250,,,.200,,.000,1.000,,.000,0,,.600,.000,,0,0,brownbr01
23,Jaylen Brown,SG,22,BOS,9,274,.506,15.1,,.540,.253,.172,.115,.000,.460,,.638,.773,.400,.700,,.350,,.600,.929,,.046,4,,.250,.800,,1,0,brownja02
24,Sterling Brown,SG,23,MIL,11,162,.395,15.4,,.447,.289,.132,.026,.000,.553,,.471,.636,.200,.000,,.333,,.625,1.000,,.053,2,,.429,.333,,0,0,brownst02
25,Deonte Burton,SG,25,OKC,3,4,.200,12.3,,.600,.400,.200,.000,.000,.400,,.333,.500,.000,,,.000,,1.000,,,.200,1,,.000,,,0,0,burtode02
26,Jimmy Butler,SF,29,PHI,12,421,.451,12.8,,.743,.240,.206,.206,.091,.257,,.515,.643,.528,.528,.125,.267,,.343,.750,,.029,5,,.289,.308,,2,0,butleji01
27,José Calderón,PG,37,DET,3,10,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,caldejo01
28,Clint Capela,C,24,HOU,11,331,.561,2.3,,1.000,.707,.293,.000,.000,.000,,.561,.724,.167,,,,,.804,,,.354,27,,,,,0,0,capelca01
29,DeMarre Carroll,PF,32,BRK,5,119,.237,18.4,,.368,.105,.184,.053,.026,.632,,.143,.250,.143,.000,.000,.292,,1.000,.857,,.000,0,,.208,.200,,0,0,carrode01
30,Michael Carter-Williams,PG,27,ORL,5,92,.387,11.9,,.742,.226,.323,.129,.065,.258,,.435,.857,.300,.250,.000,.250,,.400,.500,,.000,0,,.250,.500,,0,0,cartemi01
31,Wilson Chandler,SF,31,LAC,4,52,.313,20.1,,.375,.188,.000,.125,.063,.625,,.667,.667,,.500,1.000,.100,,.750,1.000,,.000,0,,.100,.000,,0,0,chandwi01
32,Gary Clark,PF,24,HOU,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,clarkga01
33,Zach Collins,C,21,POR,16,275,.506,9.9,,.741,.519,.099,.074,.049,.259,,.567,.690,.125,.167,.750,.333,,.853,1.000,,.148,11,,.238,.800,,1,0,colliza01
34,Darren Collison,PG,31,IND,4,117,.422,14.7,,.756,.244,.044,.178,.289,.244,,.441,.636,.500,.250,.385,.364,,.533,.000,,.000,0,,.182,.500,,0,0,collida01
35,Pat Connaughton,SG,26,MIL,15,324,.481,16.0,,.455,.273,.130,.026,.026,.545,,.629,.810,.400,.500,.000,.357,,.727,1.000,,.052,4,,.286,.417,,0,0,connapa01
36,Quinn Cook,PG,25,GSW,17,193,.400,18.8,,.514,.114,.057,.114,.229,.486,,.472,.750,.750,.250,.375,.324,,.471,.727,,.000,0,,.147,.200,,0,0,cookqu01
37,DeMarcus Cousins,C,28,GSW,8,133,.396,10.0,,.774,.302,.377,.019,.075,.226,,.439,.688,.300,1.000,.000,.250,,.778,1.000,,.038,2,,.000,,,0,0,couside01
38,Torrey Craig,SF,28,DEN,14,330,.478,14.0,,.478,.319,.159,.000,.000,.522,,.485,.636,.182,,,.472,,.688,1.000,,.043,3,,.306,.364,,0,0,craigto01
39,Jae Crowder,SF,28,UTA,5,130,.370,18.4,,.348,.174,.109,.022,.043,.652,,.500,.875,.200,.000,.000,.300,,.500,1.000,,.022,1,,.233,.286,,0,0,crowdja01
40,Dante Cunningham,PF,31,SAS,5,13,.667,18.7,,.333,.000,.333,.000,.000,.667,,.000,,.000,,,1.000,,,1.000,,.000,0,,.000,,,0,0,cunnida01
41,Seth Curry,SG,28,POR,16,326,.366,20.4,,.366,.073,.110,.061,.122,.634,,.300,.500,.222,.000,.400,.404,,.333,.857,,.000,0,,.192,.600,,1,0,curryse01
42,Stephen Curry,PG,30,GSW,22,846,.441,19.8,,.434,.139,.102,.088,.104,.566,,.524,.667,.318,.605,.467,.377,,.388,.576,,.002,0,,.111,.407,,9,0,curryst01
43,Ed Davis,C,29,BRK,3,41,.700,2.0,,1.000,.800,.200,.000,.000,.000,,.700,.750,.500,,,,,.571,,,.100,1,,,,,0,0,davised01
44,DeMar DeRozan,SG,29,SAS,7,251,.487,10.4,,.992,.168,.303,.294,.227,.008,,.492,.800,.444,.429,.407,.000,,.276,,,.025,3,,1.000,.000,,0,0,derozde01
45,Spencer Dinwiddie,PG,25,BRK,5,131,.435,12.2,,.613,.371,.226,.016,.000,.387,,.474,.696,.143,.000,,.375,,.444,.444,,.032,2,,.250,.500,,0,0,dinwisp01
46,Andre Drummond,C,25,DET,4,127,.444,4.1,,.981,.630,.278,.056,.019,.019,,.453,.529,.333,.333,.000,.000,,.875,,,.259,11,,.000,,,0,0,drumman01
47,Jared Dudley,PF,33,BRK,4,82,.273,25.0,,.182,.000,.000,.000,.182,.818,,.500,,,,.500,.222,,1.000,1.000,,.000,0,,.000,,,0,0,dudleja01
48,Kevin Durant,SF,30,GSW,12,442,.514,16.6,,.671,.144,.074,.247,.206,.329,,.552,.886,.333,.450,.520,.438,,.556,.657,,.091,22,,.088,.571,,0,0,duranke01
49,Wayne Ellington,SG,31,DET,4,131,.314,20.2,,.371,.086,.057,.114,.114,.629,,.308,.333,.000,.500,.250,.318,,.750,.714,,.029,0,,.136,.333,,0,0,ellinwa01
50,Joel Embiid,C,24,PHI,11,334,.428,11.0,,.755,.358,.189,.170,.038,.245,,.467,.632,.367,.333,.000,.308,,.661,1.000,,.063,10,,.000,,,0,0,embiijo01
51,James Ennis III,SF,28,PHI,11,232,.484,14.4,,.500,.297,.156,.000,.047,.500,,.688,.895,.300,,.667,.281,,.591,1.000,,.016,1,,.469,.400,,0,0,ennisja01
52,Jacob Evans,SG,21,GSW,7,18,.400,20.4,,.600,.000,.200,.000,.400,.400,,.333,,.000,,.500,.500,,1.000,1.000,,.000,0,,.500,1.000,,0,0,evansja02
53,Tyreke Evans,SG,29,IND,4,84,.438,13.9,,.583,.396,.104,.000,.083,.417,,.357,.421,.400,,.000,.550,,.300,.545,,.000,0,,.000,,,0,0,evansty01
54,Kenneth Faried,C,29,HOU,6,56,.692,5.8,,.923,.462,.385,.000,.077,.077,,.667,1.000,.400,,.000,1.000,,.750,1.000,,.538,6,,.000,,,0,0,farieke01
55,Derrick Favors,C,27,UTA,5,103,.639,3.6,,.917,.750,.167,.000,.000,.083,,.697,.741,.500,,,.000,,.696,,,.472,15,,1.000,.000,,0,0,favorde01
56,Raymond Felton,PG,34,OKC,5,57,.308,20.6,,.385,.000,.077,.077,.231,.615,,.400,,.000,1.000,.333,.250,,.000,1.000,,.000,0,,.375,.000,,0,0,feltora01
57,Terrance Ferguson,SG,20,OKC,5,128,.360,19.1,,.280,.160,.040,.040,.040,.720,,.286,.500,.000,.000,.000,.389,,1.000,1.000,,.080,2,,.500,.444,,0,0,fergute01
58,Bryn Forbes,SG,25,SAS,7,212,.482,18.5,,.446,.107,.143,.071,.125,.554,,.480,.500,.375,.500,.571,.484,,.583,.933,,.018,1,,.065,1.000,,0,0,forbebr01
59,Evan Fournier,SG,26,ORL,5,175,.348,17.9,,.507,.116,.130,.116,.145,.493,,.457,.500,.556,.375,.400,.235,,.375,.750,,.014,1,,.235,.375,,0,0,fournev01
60,Melvin Frazier,SG,22,ORL,3,15,.400,13.8,,1.000,.200,.200,.000,.600,.000,,.400,1.000,.000,,.333,,,1.000,,,.200,1,,,,,0,0,frazime01
61,Tim Frazier,PG,28,MIL,11,40,.615,14.2,,.538,.462,.000,.000,.077,.462,,.714,.833,,,.000,.500,,.200,.667,,.000,0,,.000,,,0,0,fraziti01
62,Enes Freedom,C,26,POR,16,461,.514,4.9,,.973,.651,.158,.103,.062,.027,,.521,.579,.348,.467,.444,.250,,.541,1.000,,.014,2,,.000,,,0,0,kanteen01
63,Danilo Gallinari,SF,30,LAC,6,201,.351,15.6,,.613,.234,.126,.126,.126,.387,,.382,.577,.286,.357,.143,.302,,.654,.846,,.036,4,,.116,.200,,0,0,gallida01
64,Langston Galloway,SG,27,DET,4,110,.324,20.6,,.265,.088,.059,.088,.029,.735,,.222,.000,.000,.333,1.000,.360,,.000,1.000,,.000,0,,.560,.357,,0,0,gallola01
65,Marc Gasol,C,34,TOR,24,735,.422,17.3,,.506,.067,.239,.122,.078,.494,,.462,.833,.442,.364,.357,.382,,.881,.971,,.028,4,,.079,.143,,0,0,gasolma01
66,Rudy Gay,PF,32,SAS,7,179,.400,13.2,,.729,.157,.257,.229,.086,.271,,.392,.545,.389,.313,.333,.421,,.450,.875,,.014,0,,.158,1.000,,0,0,gayru01
67,Paul George,SF,28,OKC,5,204,.436,16.0,,.535,.208,.099,.149,.079,.465,,.537,.667,.100,.600,.625,.319,,.414,.867,,.030,2,,.277,.538,,0,0,georgpa01
68,Shai Gilgeous-Alexander,PG,20,LAC,6,173,.467,14.1,,.700,.250,.133,.167,.150,.300,,.452,.600,.125,.400,.556,.500,,.421,1.000,,.017,1,,.111,.500,,1,0,gilgesh01
69,Rudy Gobert,C,26,UTA,5,152,.594,2.4,,1.000,.750,.219,.031,.000,.000,,.594,.792,.000,.000,,,,.737,,,.344,9,,,,,0,0,goberru01
70,Aaron Gordon,PF,23,ORL,5,164,.468,12.5,,.677,.339,.113,.129,.097,.323,,.500,.476,.571,.375,.667,.400,,.333,.750,,.113,6,,.300,.167,,0,0,gordoaa01
71,Eric Gordon,SG,30,HOU,11,410,.447,18.6,,.367,.220,.107,.027,.013,.633,,.527,.667,.438,.000,.000,.400,,.586,.921,,.007,1,,.074,.571,,0,0,gordoer01
72,Treveon Graham,SG,25,BRK,5,79,.200,19.2,,.300,.200,.100,.000,.000,.700,,.667,.500,1.000,,,.000,,.500,,,.000,0,,.000,,,0,0,grahatr01
73,Jerami Grant,PF,24,OKC,5,176,.500,13.3,,.500,.400,.075,.000,.025,.500,,.550,.625,.000,,1.000,.450,,.727,1.000,,.150,4,,.650,.462,,0,0,grantje01
74,Jerian Grant,PG,26,ORL,3,14,.200,22.7,,.300,.100,.000,.000,.200,.700,,.667,1.000,,,.500,.000,,.500,,,.000,0,,.000,,,0,0,grantje02
75,Danny Green,SG,31,TOR,24,684,.342,20.8,,.232,.116,.032,.052,.032,.768,,.389,.500,.200,.250,.400,.328,,.786,.974,,.006,1,,.445,.340,,0,0,greenda02
76,Draymond Green,PF,28,GSW,22,851,.498,10.5,,.751,.415,.201,.096,.039,.249,,.587,.758,.391,.364,.333,.228,,.693,.923,,.061,13,,.193,.091,,2,0,greendr01
77,Gerald Green,SG,33,HOU,11,97,.300,20.7,,.275,.050,.100,.125,.000,.725,,.182,.000,.000,.400,,.345,,.500,.800,,.000,0,,.241,.571,,0,0,greenge01
78,JaMychal Green,PF,28,LAC,6,141,.535,15.9,,.465,.302,.093,.000,.070,.535,,.550,.615,.250,,.667,.522,,.818,1.000,,.116,5,,.217,.400,,0,0,greenja01
79,Blake Griffin,PF,29,DET,2,58,.462,10.9,,.667,.462,.154,.051,.000,.333,,.462,.500,.500,.000,,.462,,.250,.833,,.026,1,,.000,,,0,0,griffbl01
80,James Harden,PG,29,HOU,11,424,.413,16.7,,.481,.163,.246,.057,.015,.519,,.480,.674,.338,.533,.500,.350,,.115,.125,,.019,3,,.036,.000,,1,0,hardeja01
81,Maurice Harkless,SF,25,POR,16,388,.477,8.6,,.743,.505,.229,.009,.000,.257,,.556,.673,.320,.000,,.250,,.689,1.000,,.183,18,,.464,.154,,1,0,harklma01
82,Montrezl Harrell,C,25,LAC,6,158,.730,5.1,,.984,.603,.222,.127,.032,.016,,.742,.868,.429,.750,.500,.000,,.739,,,.238,15,,.000,,,1,0,harremo01
83,Gary Harris,SG,24,DEN,14,517,.462,12.4,,.639,.342,.196,.063,.038,.361,,.525,.685,.323,.300,.500,.351,,.623,.900,,.044,7,,.263,.067,,1,0,harriga01
84,Joe Harris,SG,27,BRK,5,149,.372,14.8,,.512,.372,.023,.070,.047,.488,,.545,.625,.000,.333,.500,.190,,.833,1.000,,.000,0,,.048,.000,,0,0,harrijo01
85,Tobias Harris,PF,26,PHI,12,443,.425,15.0,,.623,.150,.204,.192,.078,.377,,.471,.560,.353,.469,.615,.349,,.408,.955,,.030,3,,.270,.353,,0,0,harrito02
86,Isaiah Hartenstein,PF,20,HOU,2,2,1.000,2.5,,1.000,.500,.500,.000,.000,.000,,1.000,1.000,1.000,,,,,.500,,,.000,0,,,,,0,0,harteis01
87,Gordon Hayward,PF,28,BOS,9,267,.414,13.9,,.657,.271,.200,.071,.114,.343,,.435,.579,.214,.600,.375,.375,,.450,.889,,.029,2,,.208,.600,,0,0,haywago01
88,Juancho Hernangómez,PF,23,DEN,5,15,.333,17.6,,.333,.333,.000,.000,.000,.667,,.000,.000,,,,.500,,,1.000,,.000,0,,.500,1.000,,0,0,hernaju01
89,Nenê,C,36,HOU,7,53,1.000,4.8,,1.000,.600,.300,.000,.100,.000,,1.000,1.000,1.000,,1.000,,,.500,,,.000,0,,,,,0,0,hilarne01
90,George Hill,PG,32,MIL,15,395,.534,13.5,,.593,.398,.093,.068,.034,.407,,.614,.702,.273,.625,.500,.417,,.488,.850,,.017,2,,.250,.667,,1,0,hillge01
91,Aaron Holiday,PG,22,IND,3,13,.400,17.4,,.600,.200,.000,.000,.400,.400,,.333,1.000,,,.000,.500,,.000,.000,,.000,0,,.000,,,0,0,holidaa01
92,Rondae Hollis-Jefferson,SF,24,BRK,4,62,.485,4.4,,.970,.697,.121,.121,.030,.030,,.469,.478,.250,.750,.000,1.000,,.933,.000,,.152,5,,.000,,,0,0,holliro01
93,Rodney Hood,SG,26,POR,16,373,.468,17.1,,.541,.108,.162,.180,.090,.459,,.567,.667,.389,.700,.500,.353,,.353,.833,,.036,3,,.235,.500,,1,0,hoodro01
94,Al Horford,C,32,BOS,9,310,.418,16.7,,.600,.136,.164,.091,.209,.400,,.424,.533,.333,.500,.391,.409,,.750,.944,,.027,2,,.136,.333,,0,0,horfoal01
95,Danuel House Jr.,SF,25,HOU,7,141,.297,22.6,,.162,.108,.027,.027,.000,.838,,.500,.500,.000,1.000,,.258,,.667,1.000,,.054,1,,.355,.273,,1,0,houseda01
96,Serge Ibaka,C,29,TOR,24,500,.477,11.5,,.803,.301,.218,.114,.171,.197,,.535,.724,.500,.455,.303,.237,,.783,.889,,.119,18,,.158,.333,,0,0,ibakase01
97,Andre Iguodala,SF,35,GSW,21,629,.494,15.0,,.518,.313,.066,.066,.072,.482,,.628,.808,.545,.182,.333,.350,,.852,.929,,.223,35,,.388,.452,,0,0,iguodan01
98,Ersan İlyasova,PF,31,MIL,15,272,.432,16.1,,.506,.259,.099,.074,.074,.494,,.561,.714,.250,.500,.500,.300,,.609,1.000,,.000,0,,.200,.250,,0,0,ilyaser01
99,Joe Ingles,PF,31,UTA,5,151,.324,20.4,,.216,.135,.081,.000,.000,.784,,.500,.600,.333,,,.276,,.750,.875,,.000,0,,.172,.000,,0,0,inglejo01
100,Kyrie Irving,PG,26,BOS,9,330,.385,14.9,,.676,.207,.145,.173,.151,.324,,.421,.541,.308,.387,.407,.310,,.078,.667,,.000,0,,.155,.111,,0,0,irvinky01
101,Jonathan Isaac,PF,21,ORL,5,137,.275,16.8,,.500,.175,.075,.100,.150,.500,,.350,.857,.000,.000,.167,.200,,.429,1.000,,.050,2,,.550,.273,,0,0,isaacjo01
102,Wes Iwundu,SF,24,ORL,5,60,.333,14.7,,.500,.333,.056,.056,.056,.500,,.333,.500,.000,.000,.000,.333,,.667,1.000,,.056,1,,.667,.500,,0,0,iwundwe01
103,Reggie Jackson,PG,28,DET,4,108,.431,13.7,,.677,.200,.200,.185,.092,.323,,.432,.462,.308,.583,.333,.429,,.105,.778,,.031,1,,.429,.667,,0,0,jacksre01
104,Jonas Jerebko,PF,31,GSW,16,121,.286,17.4,,.548,.143,.167,.071,.167,.452,,.304,.667,.000,.333,.286,.263,,.857,1.000,,.024,1,,.526,.300,,1,0,jerebjo01
105,Amir Johnson,C,31,PHI,4,20,1.000,3.9,,1.000,.500,.500,.000,.000,.000,,1.000,1.000,1.000,,,,,.250,,,.000,0,,,,,0,0,johnsam01
106,Nikola Jokić,C,23,DEN,14,557,.506,10.1,,.785,.303,.307,.119,.057,.215,,.537,.671,.438,.452,.533,.393,,.573,.818,,.011,3,,.018,.000,,0,0,jokicni01
107,Damian Jones,C,23,GSW,4,8,1.000,1.9,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,.000,0,,,,,0,0,jonesda03
108,Cory Joseph,PG,27,IND,4,85,.500,14.0,,.625,.292,.125,.125,.083,.375,,.533,.714,.667,.000,.500,.444,,.500,1.000,,.000,0,,.222,.000,,0,0,josepco01
109,Luke Kennard,SG,22,DET,4,133,.489,15.6,,.681,.106,.191,.213,.170,.319,,.438,.200,.333,.600,.500,.600,,.714,1.000,,.000,0,,.067,.000,,0,0,kennalu01
110,Furkan Korkmaz,SG,21,PHI,4,36,.333,16.6,,.556,.167,.056,.222,.111,.444,,.300,.667,.000,.250,.000,.375,,.333,.667,,.000,0,,.375,.333,,0,0,korkmfu01
111,Kyle Korver,SG,37,UTA,4,30,.375,24.8,,.250,.000,.000,.000,.250,.750,,.500,,,,.500,.333,,1.000,1.000,,.000,0,,.500,.667,,0,0,korveky01
112,Rodions Kurucs,SF,20,BRK,4,68,.400,15.5,,.600,.400,.150,.000,.050,.400,,.500,.500,.333,,1.000,.250,,.667,1.000,,.150,3,,.250,.000,,1,0,kurucro01
113,Skal Labissière,PF,22,POR,3,11,.250,15.4,,.500,.000,.500,.000,.000,.500,,.500,,.500,,,.000,,.000,,,.000,0,,.000,,,0,0,labissk01
114,Jake Layman,SF,24,POR,6,20,.143,18.5,,.286,.286,.000,.000,.000,.714,,.500,.500,,,,.000,,1.000,,,.000,0,,.000,,,0,0,laymaja01
115,T.J. Leaf,PF,21,IND,1,10,.000,9.8,,.667,.667,.000,.000,.000,.333,,.000,.000,,,,.000,,,,,.000,0,,.000,,,0,0,leaftj01
116,Kawhi Leonard,SF,27,TOR,24,939,.490,13.8,,.708,.238,.153,.190,.127,.292,,.536,.737,.421,.394,.508,.379,,.282,.509,,.077,33,,.124,.500,,1,0,leonaka01
117,Meyers Leonard,C,26,POR,11,170,.523,16.3,,.492,.231,.092,.138,.031,.508,,.625,.733,.667,.444,.500,.424,,.900,1.000,,.108,6,,.030,.000,,0,0,leoname01
118,Jon Leuer,PF,29,DET,1,5,.500,7.2,,1.000,.500,.000,.500,.000,.000,,.500,1.000,,.000,,,,1.000,,,.500,1,,,,,0,0,leuerjo01
119,Caris LeVert,SF,24,BRK,5,144,.493,13.2,,.644,.274,.164,.192,.014,.356,,.511,.700,.333,.429,.000,.462,,.167,.333,,.027,2,,.077,.500,,0,0,leverca01
120,Damian Lillard,PG,28,POR,16,650,.418,17.3,,.521,.267,.061,.070,.124,.479,,.459,.557,.350,.304,.390,.373,,.127,.322,,.006,2,,.057,.556,,2,0,lillada01
121,Jeremy Lin,PG,30,TOR,8,27,.222,16.6,,.778,.111,.111,.111,.444,.222,,.143,.000,.000,.000,.250,.500,,.000,.000,,.000,0,,.000,,,0,0,linje01
122,Shaun Livingston,PG,33,GSW,22,322,.453,10.1,,.973,.293,.173,.400,.107,.027,,.466,.682,.538,.300,.375,.000,,.765,,,.133,9,,.000,,,2,0,livinsh01
123,Kevon Looney,C,22,GSW,21,432,.688,4.4,,1.000,.667,.183,.054,.097,.000,,.688,.758,.706,.200,.444,,,.813,,,.258,23,,,,,0,0,looneke01
124,Brook Lopez,C,30,MIL,15,438,.455,16.8,,.440,.254,.127,.045,.015,.560,,.661,.853,.412,.333,.500,.293,,.564,1.000,,.090,11,,.160,.083,,0,0,lopezbr01
125,Kyle Lowry,PG,32,TOR,24,901,.439,16.8,,.478,.219,.133,.068,.058,.522,,.526,.639,.432,.421,.438,.359,,.300,.769,,.000,0,,.131,.368,,0,0,lowryky01
126,Trey Lyles,PF,23,DEN,3,8,.000,13.9,,.667,.000,.667,.000,.000,.333,,.000,,.000,,,.000,,,,,.000,0,,.000,,,0,0,lylestr01
127,Thon Maker,PF,21,DET,4,69,.269,14.1,,.538,.269,.231,.000,.038,.462,,.500,.571,.333,,1.000,.000,,1.000,,,.192,4,,.333,.000,,0,0,makerth01
128,Boban Marjanović,C,30,PHI,11,105,.600,10.0,,.925,.300,.175,.200,.250,.075,,.649,.667,.429,.750,.700,.000,,.542,,,.075,3,,.667,.000,,0,0,marjabo01
129,Jarell Martin,PF,24,ORL,3,18,.444,19.9,,.222,.111,.111,.000,.000,.778,,1.000,1.000,1.000,,,.286,,1.000,1.000,,.000,0,,.429,.667,,0,0,martija01
130,Wesley Matthews,SG,32,IND,4,119,.300,20.0,,.300,.200,.000,.033,.067,.700,,.222,.333,,.000,.000,.333,,.500,1.000,,.000,0,,.190,.750,,0,0,matthwe02
131,Patrick McCaw,SG,23,TOR,11,48,.200,16.7,,.400,.200,.200,.000,.000,.600,,.000,.000,.000,,,.333,,,1.000,,.000,0,,.667,.000,,0,0,mccawpa01
132,CJ McCollum,SG,27,POR,16,635,.440,14.8,,.666,.151,.209,.171,.134,.334,,.464,.642,.329,.433,.511,.393,,.231,.587,,.009,2,,.068,.250,,1,0,mccolcj01
133,T.J. McConnell,PG,26,PHI,9,75,.444,9.6,,1.000,.148,.333,.333,.185,.000,,.444,.500,.444,.333,.600,,,.417,,,.000,0,,,,,0,0,mccontj01
134,Doug McDermott,SF,27,IND,3,29,.200,18.5,,.300,.300,.000,.000,.000,.700,,.667,.667,,,,.000,,1.000,,,.000,0,,.143,.000,,0,0,mcderdo01
135,Alfonzo McKinnie,SF,26,GSW,22,235,.441,14.8,,.458,.271,.153,.017,.017,.542,,.593,.750,.333,1.000,.000,.313,,.813,1.000,,.068,4,,.719,.348,,0,0,mckinal01
136,Jodie Meeks,SG,31,TOR,14,66,.310,16.4,,.552,.172,.172,.069,.138,.448,,.438,.600,.400,.500,.250,.154,,.857,.500,,.000,0,,.308,.250,,0,0,meeksjo01
137,Khris Middleton,SF,27,MIL,15,515,.418,17.8,,.542,.104,.104,.204,.129,.458,,.404,.619,.143,.415,.423,.435,,.455,.675,,.000,0,,.239,.364,,0,0,middlkh01
138,Malcolm Miller,SF,25,TOR,10,28,.250,21.6,,.250,.125,.000,.125,.000,.750,,.500,1.000,,.000,,.167,,1.000,1.000,,.000,0,,.167,.000,,0,0,millema01
139,Patty Mills,PG,30,SAS,7,152,.326,16.2,,.488,.209,.140,.070,.070,.512,,.524,.556,.500,.000,1.000,.136,,.182,.667,,.000,0,,.273,.167,,0,0,millspa02
140,Paul Millsap,PF,33,DEN,14,469,.465,10.2,,.758,.287,.338,.108,.025,.242,,.513,.622,.453,.412,.500,.316,,.525,1.000,,.045,6,,.211,.250,,0,0,millspa01
