,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
143,Joe Smith,PF,28,MIL,5,175,.491,6.9,,.982,.545,.073,.182,.182,.018,,.500,.500,.750,.300,.600,.000,,.815,,,.091,5,,.000,,,0,0,smithjo02
144,Steve Smith,SG,34,NOH,5,46,.462,17.1,,.577,.115,.115,.231,.115,.423,,.400,1.000,.000,.333,.333,.545,,.333,1.000,,.038,1,,.182,.500,,0,0,smithst01
145,Darius Songaila,PF,25,SAC,7,85,.625,1.1,,1.000,.813,.188,.000,.000,.000,,.625,.692,.333,,,,,.800,,,.188,3,,,,,0,0,songada01
146,Latrell Sprewell,SF,33,MIN,18,771,.421,16.3,,.689,.133,.084,.172,.301,.311,,.437,.634,.346,.415,.387,.385,,.430,.865,,.013,4,,.365,.343,,0,0,sprewla01
147,Michael Stewart,C,28,BOS,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,stewami01
148,Peja Stojaković,SF,26,SAC,12,517,.384,15.0,,.631,.242,.066,.101,.222,.369,,.424,.521,.231,.250,.455,.315,,.566,.957,,.030,6,,.274,.250,,0,0,stojape01
149,Erick Strickland,PG,30,MIL,3,41,.417,16.9,,.583,.167,.167,.000,.250,.417,,.714,1.000,.500,,.667,.000,,.200,,,.000,0,,.000,,,0,0,stricer01
150,Mike Sweetney,PF,21,NYK,4,57,.545,6.6,,1.000,.455,.091,.455,.000,.000,,.545,.800,.000,.400,,,,.667,,,.091,1,,,,,0,0,sweetmi01
151,Stromile Swift,PF,24,MEM,4,74,.346,7.1,,1.000,.385,.308,.115,.192,.000,,.346,.400,.375,.333,.200,,,.444,,,.038,1,,,,,0,0,swiftst01
152,Wally Szczerbiak,SF,26,MIN,12,298,.420,15.4,,.741,.170,.098,.196,.277,.259,,.446,.421,.455,.455,.452,.345,,.676,1.000,,.018,2,,.276,.375,,0,0,szczewa02
153,Maurice Taylor,PF,27,HOU,5,115,.474,12.6,,1.000,.184,.158,.237,.421,.000,,.474,.714,.500,.444,.375,,,.556,,,.026,1,,,,,0,0,tayloma01
154,Kurt Thomas,PF,31,NYK,4,139,.429,13.2,,1.000,.143,.041,.449,.367,.000,,.429,.429,.500,.500,.333,,,.857,,,.000,0,,,,,0,0,thomaku01
155,Tim Thomas,SF,26,NYK,1,22,.400,15.6,,.900,.000,.100,.500,.300,.100,,.444,,1.000,.600,.000,.000,,.750,,,.000,0,,.000,,,0,0,thomati01
156,Jamaal Tinsley,PG,25,IND,16,422,.398,14.4,,.561,.309,.122,.073,.057,.439,,.478,.447,.600,.667,.143,.296,,.212,.938,,.000,0,,.204,.455,,1,0,tinslja01
157,Robert Traylor,C,26,NOH,4,40,.444,8.0,,1.000,.333,.333,.111,.222,.000,,.444,.667,.333,.000,.500,,,1.000,,,.000,0,,,,,0,0,traylro01
158,Gary Trent,C,29,MIN,13,71,.320,8.4,,.920,.360,.360,.120,.080,.080,,.348,.111,.556,.667,.000,.000,,.625,,,.000,0,,.000,,,1,0,trentga01
159,Jake Tsakalidis,C,24,MEM,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,tsakaja01
160,Hedo Türkoğlu,SF,24,SAS,10,271,.321,18.7,,.481,.086,.074,.136,.185,.519,,.308,.286,.333,.182,.400,.333,,.583,1.000,,.000,0,,.333,.500,,0,0,turkohe01
161,Keith Van Horn,SF,28,MIL,5,137,.333,11.1,,.771,.438,.042,.063,.229,.229,,.324,.429,.000,.333,.182,.364,,.833,1.000,,.063,3,,.364,.250,,0,0,vanhoke01
162,Dwyane Wade*,PG,22,MIA,13,510,.455,8.4,,.958,.444,.132,.180,.201,.042,,.459,.571,.360,.353,.368,.375,,.241,1.000,,.058,11,,.375,.667,,1,0,wadedw01
163,Antoine Walker,PF,27,DAL,5,140,.361,6.7,,.836,.557,.230,.016,.033,.164,,.412,.529,.143,.000,.500,.100,,.714,.000,,.033,2,,.200,.500,,0,0,walkean02
164,Samaki Walker,PF,27,MIA,4,11,.000,7.3,,1.000,.500,.000,.500,.000,.000,,.000,.000,,.000,,,,,,,.000,0,,,,,0,0,walkesa01
165,Ben Wallace*,C,29,DET,23,924,.454,4.9,,.985,.629,.137,.107,.112,.015,,.460,.543,.250,.455,.261,.000,,.667,,,.200,36,,.000,,,0,0,wallabe01
166,Gerald Wallace,SF,21,SAC,3,20,.500,10.9,,1.000,.333,.167,.000,.500,.000,,.500,1.000,1.000,,.000,,,.667,,,.167,1,,,,,0,0,wallage01
167,Rasheed Wallace,PF,29,DET,23,803,.413,13.2,,.755,.245,.126,.227,.157,.245,,.468,.614,.250,.538,.311,.243,,.743,.824,,.084,20,,.214,.400,,0,0,wallara01
168,Luke Walton,PF,23,LAL,17,134,.345,12.8,,.552,.414,.034,.069,.034,.448,,.313,.417,.000,.000,.000,.385,,.400,1.000,,.000,0,,.308,.000,,0,0,waltolu01
169,Charlie Ward,PG,33,SAS,5,13,.667,21.0,,.500,.000,.000,.167,.333,.500,,.333,,,.000,.500,1.000,,.000,.667,,.000,0,,.667,1.000,,0,0,wardch01
170,Earl Watson,PG,24,MEM,4,62,.533,12.5,,.800,.533,.000,.067,.200,.200,,.667,.625,,1.000,.667,.000,,.375,,,.000,0,,.000,,,1,0,watsoea01
171,Clarence Weatherspoon,PF,33,HOU,2,22,.400,10.6,,1.000,.200,.200,.200,.400,.000,,.400,1.000,1.000,.000,.000,,,.500,,,.200,1,,,,,0,0,weathcl01
172,Chris Webber*,PF,30,SAC,12,446,.452,9.4,,.980,.332,.236,.080,.332,.020,,.456,.545,.362,.313,.470,.250,,.663,1.000,,.075,13,,.000,,,0,0,webbech01
173,Bonzi Wells,SG,27,MEM,4,94,.514,11.1,,.973,.243,.135,.243,.351,.027,,.528,.778,1.000,.333,.308,.000,,.421,,,.054,2,,1.000,.000,,0,0,wellsbo01
174,Jiří Welsch,SG,24,BOS,4,104,.478,12.7,,.826,.261,.130,.174,.261,.174,,.526,.833,.000,.500,.500,.250,,.800,.000,,.087,2,,.250,.000,,0,0,welscji01
175,David Wesley,SG,33,NOH,7,243,.324,20.6,,.595,.068,.000,.000,.527,.405,,.295,.400,,,.282,.367,,.923,1.000,,.000,0,,.200,.167,,0,0,wesleda01
176,David West,PF,23,NOH,7,111,.536,4.6,,1.000,.536,.286,.143,.036,.000,,.536,.733,.250,.250,1.000,,,.600,,,.071,2,,,,,0,0,westda01
177,Rodney White,SF,23,DEN,4,26,.267,15.5,,.800,.200,.067,.133,.400,.200,,.333,.667,1.000,.000,.167,.000,,.500,,,.000,0,,.000,,,0,0,whitero02
178,Mike Wilks,PG,24,HOU,2,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,wilksmi01
179,Aaron Williams,C,32,NJN,11,149,.545,4.0,,1.000,.636,.182,.061,.121,.000,,.545,.667,.333,.500,.250,,,.722,,,.242,8,,,,,0,0,williaa01
180,Frank Williams,PG,23,NYK,4,74,.273,16.9,,.409,.227,.045,.000,.136,.591,,.222,.200,.000,,.333,.308,,.500,1.000,,.000,0,,.538,.286,,0,0,willifr02
181,Jason Williams,PG,28,MEM,4,130,.326,16.8,,.543,.217,.065,.087,.174,.457,,.360,.400,.333,.500,.250,.286,,.111,.833,,.000,0,,.048,.000,,0,0,willija02
182,Scott Williams,C,35,DAL,3,11,.000,7.1,,1.000,.500,.250,.000,.250,.000,,.000,.000,.000,,.000,,,,,,.000,0,,,,,0,0,willisc01
183,Shammond Williams,PG,28,NOH,3,18,.400,7.3,,.800,.600,.000,.200,.000,.200,,.500,.667,,.000,,.000,,.000,,,.000,0,,.000,,,0,0,willish01
184,Corliss Williamson,PF,30,DET,22,327,.364,5.9,,.992,.471,.298,.140,.083,.008,,.367,.421,.389,.176,.300,.000,,.750,,,.058,5,,.000,,,1,0,willico02
185,Kevin Willis,C,41,SAS,7,25,.375,10.1,,.875,.250,.375,.125,.125,.125,,.429,.500,.667,.000,.000,.000,,1.000,,,.125,0,,.000,,,0,0,willike02
186,Loren Woods,C,25,MIA,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,woodslo01
187,Metta World Peace,SF,24,IND,15,584,.378,12.3,,.745,.332,.124,.124,.166,.255,,.409,.570,.188,.375,.279,.288,,.354,.842,,.039,6,,.303,.350,,0,0,artesro01
188,Lorenzen Wright,C,28,MEM,4,100,.435,10.1,,1.000,.217,.217,.391,.174,.000,,.435,.600,.200,.444,.500,,,.700,,,.000,0,,,,,0,0,wrighlo02
189,Wang Zhizhi,C,26,MIA,3,7,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,zhizhwa01
