,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
141,Shake Milton,SG,25,PHI,12,158,.474,15.1,,.605,.158,.184,.237,.026,.395,,.435,.333,.571,.444,.000,.533,,.700,.875,,.000,0,,.333,.400,,0,0,miltosh01
142,Donovan Mitchell,SG,25,UTA,6,229,.398,13.7,,.639,.180,.278,.143,.038,.361,,.506,.667,.486,.474,.000,.208,,.186,.300,,.030,3,,.063,.333,,0,0,mitchdo01
143,Greg Monroe,C,31,MIN,2,7,.400,2.5,,1.000,.800,.200,.000,.000,.000,,.400,.250,1.000,,,,,.000,,,.000,0,,,,,0,0,monrogr01
144,Moses Moody,SG,19,GSW,13,105,.536,15.4,,.536,.143,.214,.071,.107,.464,,.533,.750,.500,.500,.333,.538,,.750,1.000,,.107,3,,.385,.600,,0,0,moodymo01
145,Ja Morant,PG,22,MEM,9,338,.440,10.6,,.728,.332,.321,.054,.022,.272,,.478,.508,.492,.300,.250,.340,,.109,.176,,.049,8,,.140,.000,,1,1,moranja01
146,Juwan Morgan,PF,24,BOS,9,15,.000,23.6,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,1.000,.000,,0,0,morgaju01
147,Markieff Morris,PF,32,MIA,1,3,.000,14.7,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,morrima02
148,Monte Morris,PG,26,DEN,5,156,.490,18.2,,.490,.020,.235,.118,.118,.510,,.560,1.000,.583,.500,.500,.423,,.357,.909,,.000,0,,.385,.200,,0,0,morrimo01
149,Trey Murphy III,SF,21,NOP,6,120,.409,24.4,,.136,.000,.045,.045,.045,.864,,.000,,.000,.000,.000,.474,,,1.000,,.000,0,,.263,.600,,0,0,murphtr02
150,Svi Mykhailiuk,SF,24,TOR,3,5,.000,25.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.500,.000,,0,0,mykhasv01
151,Larry Nance Jr.,PF,29,NOP,6,130,.564,10.3,,.769,.436,.231,.077,.026,.231,,.667,.882,.222,.667,1.000,.222,,.400,1.000,,.051,2,,.000,,,1,0,nancela02
152,Aaron Nesmith,SF,22,BOS,15,52,.235,19.4,,.353,.059,.176,.059,.059,.647,,.500,.000,.667,1.000,.000,.091,,1.000,1.000,,.000,0,,.273,.000,,0,0,nesmiaa01
153,Georges Niang,PF,28,PHI,12,198,.417,23.2,,.104,.042,.042,.000,.021,.896,,.800,1.000,1.000,,.000,.372,,1.000,1.000,,.000,0,,.326,.429,,0,0,niangge01
154,Zeke Nnaji,PF,21,DEN,2,9,1.000,22.7,,.000,.000,.000,.000,.000,1.000,,,,,,,1.000,,,1.000,,.000,0,,1.000,1.000,,0,0,nnajize01
155,Jaylen Nowell,SG,22,MIN,1,12,.300,16.9,,.500,.200,.100,.000,.200,.500,,.600,1.000,1.000,,.000,.000,,.333,,,.100,1,,.400,.000,,0,0,nowelja01
156,Frank Ntilikina,SG,23,DAL,12,125,.333,22.2,,.167,.042,.042,.042,.042,.833,,.500,1.000,.000,1.000,.000,.300,,.500,1.000,,.000,0,,.300,.500,,0,0,ntilila01
157,Jordan Nwora,SF,23,MIL,8,20,.222,18.1,,.556,.222,.000,.000,.333,.444,,.400,.500,,,.333,.000,,1.000,,,.111,1,,.000,,,0,0,nworajo01
158,Royce O'Neale,SF,28,UTA,6,188,.400,18.9,,.286,.143,.143,.000,.000,.714,,.700,.800,.600,,,.280,,1.000,1.000,,.000,0,,.200,.200,,0,0,onealro01
159,Josh Okogie,SG,23,MIN,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,okogijo01
160,Onyeka Okongwu,C,21,ATL,5,108,.563,2.8,,1.000,.625,.375,.000,.000,.000,,.563,.900,.000,,,,,.667,,,.188,3,,,,,0,0,okongon01
161,Victor Oladipo,SG,29,MIA,15,368,.368,16.8,,.544,.169,.132,.125,.118,.456,,.446,.478,.500,.529,.250,.274,,.394,.765,,.007,0,,.194,.167,,0,0,oladivi01
162,Eric Paschall,PF,25,UTA,4,24,.500,10.1,,.667,.500,.167,.000,.000,.333,,.500,.667,.000,,,.500,,.500,1.000,,.000,0,,.500,1.000,,0,0,pascher01
163,Chris Paul,PG,36,PHO,13,448,.561,16.5,,.684,.058,.200,.271,.155,.316,,.642,.889,.613,.571,.708,.388,,.132,.316,,.000,0,,.061,.667,,1,0,paulch01
164,Cameron Payne,PG,27,PHO,13,172,.297,14.4,,.595,.216,.216,.135,.027,.405,,.386,.375,.250,.500,1.000,.167,,.294,.200,,.014,1,,.000,,,0,0,payneca01
165,Elfrid Payton,PG,27,PHO,2,8,.667,5.0,,1.000,.333,.667,.000,.000,.000,,.667,1.000,.500,,,,,1.000,,,.000,0,,,,,0,0,paytoel01
166,Gary Payton II,SG,29,GSW,12,203,.659,10.9,,.659,.273,.386,.000,.000,.341,,.724,.917,.588,,,.533,,.619,1.000,,.182,5,,.600,.556,,0,0,paytoga02
167,Jordan Poole,SG,22,GSW,22,606,.508,17.0,,.496,.110,.276,.043,.067,.504,,.627,.786,.614,.273,.647,.391,,.342,.660,,.016,4,,.133,.412,,1,0,poolejo01
168,Otto Porter Jr.,PF,28,GSW,19,371,.494,18.9,,.390,.078,.156,.078,.078,.610,,.633,.667,.750,.667,.333,.404,,.737,1.000,,.000,0,,.298,.429,,0,0,porteot01
169,Bobby Portis,C,26,MIL,12,298,.417,15.5,,.591,.148,.209,.157,.078,.409,,.500,.529,.542,.389,.556,.298,,.471,1.000,,.035,3,,.298,.357,,1,0,portibo01
170,Dwight Powell,C,30,DAL,18,249,.629,3.7,,.943,.743,.171,.000,.029,.057,,.667,.731,.500,,.000,.000,,.955,,,.400,13,,1.000,.000,,0,0,poweldw01
171,Taurean Prince,PF,27,MIN,5,65,.370,14.3,,.481,.296,.148,.037,.000,.519,,.462,.500,.500,.000,,.286,,.833,1.000,,.000,0,,.643,.333,,0,0,princta02
172,Payton Pritchard,PG,24,BOS,24,309,.422,21.2,,.294,.039,.127,.059,.069,.706,,.633,.750,.692,.667,.429,.333,,.632,.833,,.000,0,,.236,.353,,0,0,pritcpa01
173,Paul Reed,C,22,PHI,12,140,.528,5.0,,.917,.694,.167,.000,.056,.083,,.515,.600,.333,,.000,.667,,.765,1.000,,.167,6,,.333,1.000,,0,0,reedpa01
174,Naz Reid,C,22,MIN,5,54,.412,11.6,,.588,.412,.176,.000,.000,.412,,.400,.429,.333,,,.429,,.750,1.000,,.059,1,,.286,.500,,0,0,reidna01
175,Austin Rivers,SG,29,DEN,5,108,.444,19.8,,.333,.000,.333,.000,.000,.667,,.667,,.667,,,.333,,.250,1.000,,.000,0,,.583,.286,,1,0,riverau01
176,Duncan Robinson,SG,27,MIA,13,159,.439,21.9,,.175,.123,.053,.000,.000,.825,,.700,.714,.667,,,.383,,1.000,.944,,.000,0,,.085,.500,,0,0,robindu01
177,D'Angelo Russell,PG,25,MIN,6,196,.333,16.3,,.569,.125,.167,.167,.111,.431,,.293,.556,.250,.250,.125,.387,,.250,.583,,.028,2,,.032,.000,,0,0,russeda01
178,Landry Shamet,SG,24,PHO,12,192,.396,18.5,,.458,.063,.146,.125,.125,.542,,.455,1.000,.429,.500,.167,.346,,.700,.889,,.083,4,,.269,.429,,0,0,shamela01
179,Day'Ron Sharpe,PF,20,BRK,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,sharpda01
180,Pascal Siakam,PF,27,TOR,6,260,.477,12.9,,.841,.140,.327,.131,.243,.159,,.522,.800,.514,.500,.385,.235,,.234,1.000,,.019,2,,.059,.000,,0,0,siakapa01
181,Marcus Smart,PG,27,BOS,21,760,.405,16.1,,.509,.154,.254,.068,.032,.491,,.458,.605,.380,.368,.556,.350,,.385,.938,,.014,3,,.226,.419,,1,0,smartma01
182,Jaden Springer,SG,19,PHI,5,13,.500,11.6,,.833,.167,.167,.500,.000,.167,,.600,1.000,1.000,.333,,.000,,.333,,,.167,1,,.000,,,0,0,sprinja01
183,Nik Stauskas,SG,28,BOS,13,24,.250,25.3,,.167,.000,.000,.000,.167,.833,,.000,,,,.000,.300,,,.667,,.000,0,,.200,1.000,,0,0,stausni01
184,Max Strus,SF,25,MIA,18,523,.374,21.1,,.220,.154,.044,.016,.005,.780,,.525,.679,.250,.000,.000,.331,,.524,.936,,.049,8,,.183,.231,,0,0,strusma01
185,Jayson Tatum,SF,23,BOS,24,983,.426,15.5,,.585,.178,.208,.083,.117,.415,,.449,.643,.378,.333,.364,.393,,.516,.636,,.040,17,,.097,.316,,0,0,tatumja01
186,Garrett Temple,SG,35,NOP,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,templga01
187,Daniel Theis,C,29,BOS,16,200,.588,10.4,,.725,.373,.216,.137,.000,.275,,.730,.895,.727,.286,,.214,,.852,1.000,,.157,7,,.357,.400,,0,0,theisda01
188,Cam Thomas,SG,20,BRK,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,thomaca02
189,Klay Thompson,SG,31,GSW,22,792,.429,18.7,,.457,.065,.136,.152,.103,.543,,.482,.667,.440,.464,.447,.385,,.728,.935,,.014,5,,.195,.333,,0,0,thompkl01
190,Tristan Thompson,C,30,CHI,5,38,.400,3.3,,1.000,.400,.600,.000,.000,.000,,.400,.500,.333,,,,,.500,,,.000,0,,,,,0,0,thomptr01
191,Matisse Thybulle,SG,24,PHI,9,137,.458,15.8,,.417,.250,.125,.042,.000,.583,,.700,1.000,.333,.000,,.286,,.857,1.000,,.125,3,,.429,.333,,0,0,thybuma01
192,Xavier Tillman Sr.,PF,23,MEM,9,139,.720,4.7,,.920,.640,.240,.040,.000,.080,,.739,.750,.833,.000,,.500,,.882,1.000,,.280,7,,.500,1.000,,0,0,tillmxa01
193,Juan Toscano-Anderson,SF,28,GSW,14,49,.400,16.8,,.500,.100,.300,.000,.100,.500,,.400,1.000,.333,,.000,.400,,.500,1.000,,.000,0,,.200,.000,,0,0,toscaju01
194,Karl-Anthony Towns,C,26,MIN,6,222,.488,11.5,,.725,.375,.200,.063,.088,.275,,.500,.567,.313,.600,.571,.455,,.690,.800,,.075,6,,.045,.000,,1,0,townska01
195,Gary Trent Jr.,SG,23,TOR,6,199,.378,18.9,,.524,.061,.134,.073,.256,.476,,.419,.600,.182,.500,.476,.333,,.389,.923,,.024,2,,.077,1.000,,0,0,trentga02
196,P.J. Tucker,PF,36,MIA,18,509,.495,14.1,,.532,.211,.174,.147,.000,.468,,.534,.652,.421,.500,,.451,,.645,.957,,.000,0,,.941,.458,,0,0,tuckepj01
197,Rayjon Tucker,SG,24,MIL,8,19,.333,13.9,,.667,.333,.000,.333,.000,.333,,.500,1.000,,.000,,.000,,.000,,,.000,0,,1.000,.000,,0,0,tuckera01
198,Jonas Valančiūnas,C,29,NOP,6,175,.485,6.9,,.912,.397,.368,.118,.029,.088,,.516,.556,.520,.500,.000,.167,,.500,1.000,,.074,3,,.000,,,0,0,valanjo01
199,Jarred Vanderbilt,PF,22,MIN,6,129,.481,1.5,,1.000,.852,.148,.000,.000,.000,,.481,.565,.000,,,,,.769,,,.444,9,,,,,0,0,vandeja01
200,Fred VanVleet,PG,27,TOR,4,140,.352,20.5,,.333,.093,.130,.037,.074,.667,,.389,.600,.143,.500,.500,.333,,.000,.583,,.000,0,,.167,.333,,0,0,vanvlfr01
201,Luca Vildoza,PG,26,MIL,7,17,.333,22.0,,.167,.167,.000,.000,.000,.833,,1.000,1.000,,,,.200,,.000,1.000,,.000,0,,.200,.000,,0,0,vildolu01
202,Gabe Vincent,PG,25,MIA,18,423,.382,20.1,,.382,.099,.084,.046,.153,.618,,.500,.769,.364,.167,.500,.309,,.280,.760,,.000,0,,.259,.190,,1,0,vincega01
203,Nikola Vučević,C,31,CHI,5,181,.440,16.6,,.538,.187,.132,.132,.088,.462,,.551,.471,.667,.583,.500,.310,,.741,1.000,,.033,3,,.095,.000,,0,0,vucevni01
204,Ish Wainright,PF,27,PHO,7,26,.417,13.6,,.500,.250,.250,.000,.000,.500,,.333,.333,.333,,,.500,,.500,1.000,,.000,0,,.833,.400,,0,0,wainris01
205,Yuta Watanabe,SF,27,TOR,4,10,.333,8.7,,.833,.333,.333,.167,.000,.167,,.400,1.000,.000,.000,,.000,,1.000,,,.167,1,,.000,,,0,0,watanyu01
206,Coby White,PG,21,CHI,5,98,.333,21.3,,.356,.089,.089,.044,.133,.644,,.438,1.000,.250,.000,.333,.276,,.571,1.000,,.000,0,,.069,.500,,1,0,whiteco01
207,Derrick White,SG,27,BOS,23,585,.364,15.8,,.528,.102,.301,.091,.034,.472,,.409,.833,.302,.375,.167,.313,,.474,.962,,.000,0,,.265,.318,,0,0,whitede01
208,Hassan Whiteside,C,32,UTA,6,65,.417,3.1,,1.000,.500,.500,.000,.000,.000,,.417,.667,.167,,,,,.200,,,.083,1,,,,,0,0,whiteha01
209,Andrew Wiggins,SF,26,GSW,22,767,.469,13.5,,.656,.184,.305,.082,.085,.344,,.540,.750,.473,.440,.423,.333,,.611,1.000,,.082,23,,.229,.375,,0,0,wiggian01
210,Grant Williams,PF,23,BOS,24,654,.433,16.9,,.407,.213,.140,.047,.007,.593,,.492,.688,.238,.286,1.000,.393,,.867,.971,,.033,4,,.472,.381,,1,0,willigr01
211,Patrick Williams,PF,20,CHI,5,153,.468,15.9,,.553,.213,.085,.106,.149,.447,,.577,.700,.250,.400,.714,.333,,.533,1.000,,.085,4,,.524,.273,,0,0,willipa01
212,Robert Williams,C,24,BOS,17,394,.679,3.8,,.987,.641,.269,.051,.026,.013,,.688,.740,.619,.500,.500,.000,,.698,,,.308,22,,.000,,,1,0,williro04
213,Ziaire Williams,SF,20,MEM,10,168,.442,18.6,,.308,.173,.058,.058,.019,.692,,.750,.778,1.000,.667,.000,.306,,.833,1.000,,.154,7,,.444,.313,,0,0,willizi02
214,Delon Wright,SG,29,ATL,5,137,.517,12.8,,.552,.379,.172,.000,.000,.448,,.625,.818,.200,,,.385,,.200,.800,,.000,0,,.308,.250,,0,0,wrighde01
215,Thaddeus Young,PF,33,TOR,6,87,.500,12.8,,.611,.278,.222,.056,.056,.389,,.727,.800,.750,.000,1.000,.143,,.625,1.000,,.111,2,,.571,.250,,0,0,youngth01
216,Trae Young,PG,23,ATL,5,186,.319,19.7,,.449,.116,.145,.087,.101,.551,,.484,.375,.600,.667,.286,.184,,.133,.571,,.000,0,,.079,.333,,0,0,youngtr01
217,Omer Yurtseven,C,23,MIA,9,38,.667,7.7,,.889,.444,.222,.222,.000,.111,,.750,.875,.500,.750,,.000,,1.000,,,.056,1,,.000,,,0,0,yurtsom01
