,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
22,Andray Blatche,PF,20,WAS,2,25,.667,10.4,,1.000,.333,.167,.000,.500,.000,,.667,1.000,1.000,,.333,,,.250,,,.000,0,,,,,0,0,blatcan01
23,Matt Bonner,PF,26,SAS,9,25,.286,16.1,,.429,.143,.286,.000,.000,.571,,.333,1.000,.000,,,.250,,.000,1.000,,.000,0,,.000,,,0,0,bonnema01
24,Josh Boone,PF,22,NJN,12,118,.500,0.6,,1.000,.958,.042,.000,.000,.000,,.500,.522,.000,,,,,.917,,,.250,5,,,,,0,0,boonejo01
25,Calvin Booth,C,30,WAS,1,18,.667,9.7,,1.000,.333,.000,.667,.000,.000,,.667,1.000,,.500,,,,1.000,,,.000,0,,,,,0,0,boothca01
26,Carlos Boozer,PF,25,UTA,17,654,.536,7.4,,1.000,.434,.166,.202,.199,.000,,.536,.679,.500,.377,.417,,,.667,,,.060,18,,,,,0,0,boozeca01
27,Chris Bosh*,C,22,TOR,6,222,.396,13.0,,.945,.220,.132,.220,.374,.055,,.407,.650,.333,.400,.294,.200,,.600,1.000,,.066,5,,.000,,,2,0,boshch01
28,Bruce Bowen,SF,35,SAS,20,689,.395,19.2,,.378,.067,.059,.118,.134,.622,,.311,.500,.429,.214,.250,.446,,.571,.939,,.017,2,,.905,.478,,1,0,bowenbr01
29,Ronnie Brewer,SG,21,UTA,8,41,.600,5.3,,1.000,.500,.300,.100,.100,.000,,.600,.800,.667,.000,.000,,,.500,,,.200,2,,,,,0,0,brewero02
30,Dee Brown,PG,22,UTA,8,52,.353,13.4,,.647,.412,.000,.000,.235,.353,,.545,.714,,,.250,.000,,.500,,,.000,0,,.167,.000,,0,0,brownde03
31,Kwame Brown,C,24,LAL,5,133,.528,2.6,,1.000,.611,.389,.000,.000,.000,,.528,.682,.286,,,,,.789,,,.167,5,,,,,0,0,brownkw01
32,P.J. Brown,PF,37,CHI,10,228,.493,10.8,,1.000,.284,.104,.179,.433,.000,,.493,.474,.429,.667,.448,,,.788,,,.030,2,,,,,0,0,brownpj01
33,Shannon Brown,SG,21,CLE,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,brownsh01
34,Kobe Bryant*,SG,28,LAL,5,215,.462,14.5,,.785,.223,.131,.123,.308,.215,,.490,.655,.471,.375,.425,.357,,.160,.000,,.031,3,,.036,1.000,,1,0,bryanko01
35,Greg Buckner,SG,30,DAL,6,44,.000,15.2,,.429,.143,.286,.000,.000,.571,,.000,.000,.000,,,.000,,,,,.000,0,,.750,.000,,0,0,buckngr01
36,Pat Burke,C,33,PHO,3,7,.500,4.2,,1.000,.500,.500,.000,.000,.000,,.500,1.000,.000,,,,,1.000,,,.000,0,,,,,0,0,burkepa01
37,Andrew Bynum,C,19,LAL,5,55,.533,5.3,,1.000,.400,.533,.067,.000,.000,,.533,.833,.375,.000,,,,.750,,,.267,4,,,,,0,0,bynuman01
38,José Calderón,PG,25,TOR,6,146,.507,14.3,,.826,.290,.000,.043,.493,.174,,.561,.550,,.667,.559,.250,,.000,1.000,,.000,0,,.250,.333,,0,0,caldejo01
39,Marcus Camby,C,32,DEN,5,184,.378,7.0,,1.000,.533,.067,.222,.178,.000,,.378,.458,.333,.300,.250,,,.706,,,.111,4,,,,,0,0,cambyma01
40,Anthony Carter,PG,31,DEN,1,14,1.000,16.0,,1.000,.000,.250,.000,.750,.000,,1.000,,1.000,,1.000,,,.750,,,.000,0,,,,,0,0,cartean01
41,Vince Carter,SG,30,NJN,12,487,.396,12.6,,.770,.298,.119,.115,.238,.230,,.398,.514,.321,.296,.339,.389,,.375,1.000,,.034,8,,.204,.545,,0,0,cartevi01
42,Jarron Collins,C,28,UTA,13,110,.333,8.6,,1.000,.444,.111,.000,.444,.000,,.333,.000,1.000,,.500,,,1.000,,,.000,0,,,,,0,0,collija03
43,Jason Collins,PF,28,NJN,12,329,.571,4.1,,1.000,.667,.143,.095,.095,.000,,.571,.714,.000,.500,.500,,,.750,,,.143,2,,,,,0,0,collija04
44,Brian Cook,PF,26,LAL,5,51,.333,15.8,,.611,.278,.000,.111,.222,.389,,.273,.400,,.000,.250,.429,,.667,1.000,,.000,0,,.286,.500,,0,0,cookbr01
45,Austin Croshere,PF,31,DAL,3,34,.333,13.0,,.667,.167,.333,.000,.167,.333,,.125,.500,.000,,.000,.750,,.000,1.000,,.000,0,,.000,,,0,0,croshau01
46,Erick Dampier,C,31,DAL,5,38,.667,1.0,,1.000,.667,.333,.000,.000,.000,,.667,1.000,.000,,,,,1.000,,,.333,1,,,,,0,0,dampier01
47,Antonio Daniels,SG,31,WAS,4,176,.447,11.7,,.868,.342,.105,.132,.289,.132,,.485,.846,.000,.200,.364,.200,,.063,1.000,,.000,0,,.000,,,0,0,daniean01
48,Baron Davis,PG,27,GSW,11,445,.513,13.6,,.649,.335,.073,.084,.157,.351,,.589,.641,.286,.500,.667,.373,,.123,.360,,.031,6,,.239,.313,,1,1,davisba01
49,Dale Davis,C,37,DET,8,51,.375,1.1,,1.000,.875,.125,.000,.000,.000,,.375,.429,.000,,,,,.667,,,.000,0,,,,,0,0,davisda01
50,Carlos Delfino,SG,24,DET,16,135,.405,17.0,,.568,.162,.027,.135,.243,.432,,.571,.500,.000,.400,.778,.188,,.750,1.000,,.027,1,,.625,.200,,0,0,delfica01
51,Luol Deng,SF,21,CHI,10,410,.524,10.6,,.994,.321,.119,.137,.417,.006,,.527,.593,.350,.522,.529,.000,,.705,,,.048,8,,.000,,,0,0,denglu01
52,Boris Diaw,PF,24,PHO,10,235,.475,8.7,,.898,.525,.119,.136,.119,.102,,.528,.613,.571,.250,.429,.000,,.464,,,.034,2,,.667,.000,,2,0,diawbo01
53,Yakhouba Diawara,SG,24,DEN,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,diawaya01
54,DeSagana Diop,C,25,DAL,6,140,.600,2.9,,1.000,.667,.200,.133,.000,.000,,.600,.700,.667,.000,,,,.222,,,.067,1,,,,,0,0,diopde01
55,Juan Dixon,SG,28,TOR,6,63,.381,18.5,,.619,.095,.095,.000,.429,.381,,.462,.500,1.000,,.333,.250,,.667,1.000,,.000,0,,.250,.500,,0,0,dixonju01
56,Michael Doleac,C,29,MIA,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,doleami01
57,Keyon Dooling,SG,26,ORL,4,65,.480,11.5,,.880,.400,.000,.080,.400,.120,,.500,.700,,1.000,.200,.333,,.455,1.000,,.080,2,,1.000,.333,,0,0,doolike01
58,Chris Duhon,PG,24,CHI,9,172,.290,18.9,,.387,.161,.000,.097,.129,.613,,.250,.200,,.000,.500,.316,,.667,.833,,.000,0,,.368,.429,,0,0,duhonch01
59,Tim Duncan*,C,30,SAS,20,736,.521,6.3,,1.000,.362,.392,.189,.057,.000,,.521,.694,.405,.492,.316,,,.483,,,.063,18,,,,,0,0,duncati01
60,Monta Ellis,SG,21,GSW,11,238,.390,11.4,,.890,.354,.098,.134,.305,.110,,.425,.586,.250,.273,.360,.111,,.355,1.000,,.037,3,,.444,.250,,0,0,ellismo01
61,Francisco Elson,C,30,SAS,20,230,.591,7.5,,.977,.523,.136,.068,.250,.023,,.605,.739,.500,.333,.455,.000,,.692,,,.227,8,,.000,,,0,0,elsonfr01
62,Maurice Evans,SG,28,LAL,5,82,.385,16.5,,.500,.192,.038,.154,.115,.500,,.385,.200,1.000,.250,.667,.385,,.400,1.000,,.038,1,,.615,.500,,0,0,evansma01
63,Jordan Farmar,PG,20,LAL,5,114,.429,14.3,,.643,.250,.143,.036,.214,.357,,.556,.857,.500,.000,.333,.200,,.100,1.000,,.000,0,,.200,1.000,,0,0,farmajo01
64,Michael Finley,SF,33,SAS,20,538,.410,20.0,,.410,.045,.051,.096,.219,.590,,.397,.750,.444,.412,.308,.419,,.552,.977,,.006,1,,.371,.590,,0,0,finlemi01
65,Derek Fisher,SG,32,UTA,16,445,.405,15.6,,.736,.223,.074,.091,.347,.264,,.416,.444,.333,.545,.381,.375,,.459,.833,,.000,0,,.313,.500,,1,0,fishede01
66,T.J. Ford,PG,23,TOR,6,136,.487,12.6,,.868,.329,.026,.092,.421,.132,,.485,.440,1.000,.714,.438,.500,,.156,1.000,,.000,0,,.300,.667,,0,0,fordtj01
67,Adonal Foyle,C,31,GSW,3,6,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,.000,0,,,,,0,0,foylead01
68,Devean George,SF,29,DAL,6,109,.200,17.8,,.520,.080,.120,.160,.160,.480,,.154,1.000,.000,.000,.000,.250,,.500,1.000,,.000,0,,.417,.400,,0,0,georgde01
69,Daniel Gibson,PG,20,CLE,20,402,.431,18.5,,.431,.155,.069,.043,.164,.569,,.460,.500,.500,.400,.421,.409,,.391,.926,,.000,0,,.485,.344,,1,0,gibsoda01
70,Manu Ginóbili*,SG,29,SAS,20,602,.401,14.6,,.599,.227,.150,.113,.109,.401,,.412,.554,.378,.321,.259,.384,,.361,.816,,.008,2,,.202,.350,,0,0,ginobma01
71,Gordan Giriček,SG,29,UTA,17,307,.418,18.6,,.714,.055,.077,.110,.473,.286,,.369,.400,.429,.400,.349,.538,,.708,1.000,,.011,0,,.308,.375,,0,0,giricgo01
72,Drew Gooden,PF,25,CLE,20,605,.493,10.6,,.990,.239,.159,.338,.254,.010,,.497,.604,.438,.426,.529,.000,,.646,,,.045,9,,.500,.000,,0,0,goodedr01
73,Ben Gordon,SG,23,CHI,10,395,.415,17.7,,.626,.109,.082,.082,.354,.374,,.402,.500,.417,.250,.404,.436,,.351,.750,,.000,0,,.236,.462,,0,0,gordobe01
74,Joey Graham,SF,24,TOR,6,109,.286,11.7,,.952,.286,.143,.143,.381,.048,,.300,.667,.000,.333,.125,.000,,.667,,,.048,1,,.000,,,0,0,grahajo01
75,Adrian Griffin,SF,32,CHI,4,9,.000,10.0,,1.000,.333,.167,.167,.333,.000,,.000,.000,.000,.000,.000,,,,,,.000,0,,,,,0,0,griffad01
76,Richard Hamilton,SG,28,DET,16,638,.429,12.8,,.921,.206,.060,.357,.298,.079,,.431,.538,.467,.444,.333,.400,,.540,1.000,,.008,2,,.500,.500,,0,0,hamilri01
77,Matt Harpring,SF,30,UTA,17,433,.456,9.8,,.971,.346,.118,.228,.279,.029,,.470,.723,.438,.290,.316,.000,,.758,,,.007,1,,1.000,.000,,0,0,harprma01
78,Al Harrington,PF,26,GSW,11,262,.398,13.8,,.612,.316,.082,.082,.133,.388,,.400,.548,.000,.375,.308,.395,,.250,.933,,.020,2,,.289,.455,,0,0,harrial01
79,Devin Harris,PG,23,DAL,6,163,.492,10.3,,.841,.429,.111,.095,.206,.159,,.528,.704,.286,.667,.231,.300,,.214,1.000,,.000,0,,.600,.333,,1,0,harride01
80,Udonis Haslem,PF,26,MIA,4,103,.480,9.8,,1.000,.320,.120,.320,.240,.000,,.480,.875,.333,.250,.333,,,.917,,,.160,3,,,,,0,0,hasleud01
81,Chuck Hayes,PF,23,HOU,7,197,.706,2.5,,.941,.824,.118,.000,.000,.059,,.750,.786,.500,,,.000,,.750,,,.000,0,,.000,,,0,0,hayesch01
82,Jarvis Hayes,SF,25,WAS,4,139,.326,17.0,,.587,.087,.196,.087,.217,.413,,.296,.250,.222,.250,.400,.368,,.625,1.000,,.000,0,,.368,.571,,0,0,hayesja01
83,Brendan Haywood,C,27,WAS,3,34,.714,3.9,,1.000,.714,.143,.143,.000,.000,,.714,1.000,.000,.000,,,,.600,,,.286,2,,,,,0,0,haywobr01
84,Luther Head,SG,24,HOU,7,141,.306,18.9,,.361,.139,.111,.000,.111,.639,,.385,.600,.250,,.250,.261,,.800,.833,,.000,0,,.304,.286,,0,0,headlu01
85,Nenê,C,24,DEN,5,179,.585,2.3,,1.000,.849,.057,.094,.000,.000,,.585,.644,.000,.400,,,,.774,,,.151,6,,,,,0,0,hilarne01
86,Grant Hill*,SG,34,ORL,4,143,.500,8.6,,1.000,.474,.000,.237,.289,.000,,.500,.611,,.111,.636,,,.579,,,.079,3,,,,,0,0,hillgr01
87,Kirk Hinrich,PG,26,CHI,10,362,.376,17.5,,.632,.145,.043,.111,.333,.368,,.419,.471,.000,.462,.436,.302,,.226,.692,,.000,0,,.140,.500,,0,0,hinriki01
88,Robert Horry,PF,36,SAS,18,361,.417,18.5,,.383,.167,.033,.033,.150,.617,,.522,.800,.000,.000,.444,.351,,.583,1.000,,.133,7,,.351,.538,,0,0,horryro01
89,Eddie House,SG,28,NJN,4,18,.250,22.4,,.250,.000,.000,.125,.125,.750,,.500,,,.000,1.000,.167,,1.000,1.000,,.000,0,,.500,.333,,0,0,houseed01
90,Dwight Howard,C,21,ORL,4,167,.548,1.9,,1.000,.762,.190,.048,.000,.000,,.548,.594,.500,.000,,,,.609,,,.262,10,,,,,0,0,howardw01
91,Josh Howard,SF,26,DAL,6,248,.515,12.5,,.818,.253,.162,.111,.293,.182,,.543,.760,.438,.545,.414,.389,,.386,1.000,,.020,2,,.056,.000,,0,0,howarjo01
92,Juwan Howard,PF,33,HOU,7,157,.400,10.1,,1.000,.286,.171,.200,.343,.000,,.400,.600,.333,.286,.333,,,.786,,,.000,0,,,,,0,0,howarju01
93,Larry Hughes,SG,28,CLE,18,639,.347,15.7,,.729,.166,.090,.106,.367,.271,,.345,.424,.278,.286,.342,.352,,.340,.947,,.000,0,,.296,.375,,0,0,hughela01
94,Kris Humphries,PF,21,TOR,6,69,.333,1.6,,1.000,.889,.000,.111,.000,.000,,.333,.375,,.000,,,,.667,,,.222,2,,,,,0,0,humphkr01
95,Lindsey Hunter,PG,36,DET,13,133,.226,19.5,,.419,.161,.000,.032,.226,.581,,.231,.400,,.000,.143,.222,,.333,.750,,.000,0,,.278,.400,,0,0,hunteli01
96,Zydrunas Ilgauskas,C,31,CLE,20,649,.492,8.9,,1.000,.386,.162,.188,.264,.000,,.492,.658,.438,.270,.442,,,.608,,,.046,9,,,,,0,0,ilgauzy01
97,Allen Iverson*,SG,31,DEN,5,223,.368,11.4,,.851,.281,.175,.211,.184,.149,,.381,.500,.350,.292,.333,.294,,.108,.400,,.000,0,,.059,.000,,0,0,iversal01
98,Luke Jackson,SF,25,TOR,3,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,jackslu02
99,Stephen Jackson,SF,28,GSW,11,454,.379,15.3,,.553,.286,.087,.037,.143,.447,,.393,.565,.214,.167,.217,.361,,.229,.808,,.025,3,,.139,.300,,1,0,jacksst02
100,LeBron James,SF,22,CLE,20,893,.416,12.1,,.812,.311,.140,.123,.238,.188,,.448,.685,.268,.265,.337,.280,,.255,.333,,.050,18,,.107,.250,,2,0,jamesle01
101,Antawn Jamison,PF,30,WAS,4,173,.476,13.3,,.748,.223,.204,.117,.204,.252,,.519,.522,.524,.417,.571,.346,,.425,1.000,,.019,2,,.308,.375,,0,0,jamisan01
102,Šarūnas Jasikevičius,PG,30,GSW,4,6,.000,22.4,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,jasiksa01
103,Richard Jefferson,SF,26,NJN,12,489,.482,11.4,,.762,.405,.071,.054,.232,.238,,.531,.647,.583,.111,.410,.325,,.721,1.000,,.101,15,,.350,.429,,0,0,jefferi01
104,Damon Jones,PG,30,CLE,11,139,.308,22.0,,.154,.038,.038,.038,.038,.846,,.250,1.000,.000,.000,.000,.318,,1.000,1.000,,.000,0,,.409,.444,,0,0,jonesda01
105,Eddie Jones,SG,35,MIA,3,66,.222,20.4,,.333,.111,.000,.000,.222,.667,,.333,1.000,,,.000,.167,,1.000,1.000,,.000,0,,.500,.333,,0,0,jonesed02
106,James Jones,SF,26,PHO,11,171,.528,20.9,,.500,.056,.000,.139,.306,.500,,.611,1.000,,.400,.636,.444,,.636,1.000,,.000,0,,.167,1.000,,0,0,jonesja02
107,Jason Kapono,SF,25,MIA,4,77,.471,16.8,,.765,.118,.059,.118,.471,.235,,.462,.500,.000,1.000,.375,.500,,.833,1.000,,.000,0,,.250,1.000,,0,0,kaponja01
108,Jason Kidd*,PG,33,NJN,12,484,.432,17.9,,.453,.216,.007,.054,.176,.547,,.448,.469,1.000,.250,.462,.420,,.300,.912,,.000,0,,.247,.450,,0,0,kiddja01
109,Andrei Kirilenko,SF,25,UTA,17,527,.447,9.1,,.927,.447,.130,.057,.293,.073,,.456,.527,.500,.143,.389,.333,,.615,1.000,,.073,9,,.333,.000,,0,0,kirilan01
110,Linas Kleiza,PF,22,DEN,5,66,.231,16.0,,.538,.231,.000,.231,.077,.462,,.286,.333,,.000,1.000,.167,,.500,1.000,,.077,0,,.333,.500,,0,0,kleizli01
111,John Lucas III,PG,24,HOU,2,8,.000,46.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,1,0,lucasjo02
112,Shawn Marion,SF,28,PHO,11,455,.500,9.5,,.776,.414,.197,.118,.046,.224,,.542,.635,.500,.333,.429,.353,,.750,1.000,,.125,18,,.471,.375,,1,0,mariosh01
113,Donyell Marshall,PF,33,CLE,19,204,.333,17.7,,.348,.217,.029,.043,.058,.652,,.375,.600,.000,.000,.000,.311,,.667,1.000,,.014,1,,.511,.304,,0,0,marshdo01
114,Darrick Martin,PG,35,TOR,2,8,.000,25.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,martida01
115,Roger Mason,SG,26,WAS,4,56,.438,21.0,,.375,.063,.000,.063,.250,.625,,.333,1.000,,.000,.250,.500,,.500,1.000,,.000,0,,.200,.500,,0,0,masonro01
116,Jason Maxiell,C,23,DET,14,146,.667,7.5,,.970,.515,.091,.273,.091,.030,,.688,.941,.000,.556,.333,.000,,.773,,,.333,11,,.000,,,0,0,maxieja01
117,Antonio McDyess,PF,32,DET,16,354,.349,12.9,,.981,.255,.075,.142,.509,.019,,.356,.407,.375,.200,.370,.000,,.811,,,.075,6,,.000,,,1,0,mcdyean01
118,Tracy McGrady*,SG,27,HOU,7,280,.394,15.4,,.775,.213,.081,.094,.388,.225,,.435,.618,.615,.333,.323,.250,,.296,.556,,.000,0,,.056,.000,,0,0,mcgratr01
119,C.J. Miles,SG,19,UTA,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,milescj01
120,Darko Miličić,PF,21,ORL,4,115,.588,5.4,,1.000,.412,.412,.118,.059,.000,,.588,.643,.571,.500,.500,,,.750,,,.206,7,,,,,0,0,milicda01
121,Paul Millsap,PF,21,UTA,17,263,.525,4.0,,.988,.688,.125,.100,.075,.013,,.532,.618,.200,.625,.167,.000,,.571,,,.088,6,,.000,,,0,0,millspa01
122,Yao Ming*,C,26,HOU,7,260,.440,7.3,,1.000,.304,.280,.392,.024,.000,,.440,.658,.343,.367,.000,,,.727,,,.088,11,,,,,0,0,mingya01
123,Nazr Mohammed,C,29,DET,2,6,.500,6.9,,1.000,.500,.000,.500,.000,.000,,.500,1.000,,.000,,,,.000,,,.000,0,,,,,0,0,mohamna01
124,Mikki Moore,C,31,NJN,12,399,.560,9.6,,1.000,.420,.060,.100,.420,.000,,.560,.738,.833,.300,.405,,,.875,,,.200,18,,,,,0,0,mooremi01
125,Alonzo Mourning*,C,36,MIA,4,55,.909,2.7,,1.000,.545,.455,.000,.000,.000,,.909,.833,1.000,,,,,.900,,,.273,3,,,,,0,0,mournal01
126,Ronald Murray,SG,27,DET,12,136,.355,9.1,,.935,.419,.097,.161,.258,.065,,.379,.615,.333,.200,.125,.000,,.455,,,.065,2,,.500,.000,,0,0,murraro01
127,Dikembe Mutombo*,C,40,HOU,7,40,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.333,,,.000,0,,,,,0,0,mutomdi01
128,Boštjan Nachbar,SF,26,NJN,12,281,.421,16.8,,.495,.232,.021,.053,.189,.505,,.468,.591,.000,.200,.444,.375,,.773,1.000,,.053,5,,.458,.409,,0,0,nachbbo01
129,Eduardo Nájera,PF,30,DEN,5,96,.235,10.4,,.824,.353,.118,.176,.176,.176,,.286,.333,.500,.000,.333,.000,,.750,,,.059,1,,.333,.000,,0,0,najered01
130,Steve Nash*,PG,32,PHO,11,413,.463,13.6,,.756,.263,.069,.225,.200,.244,,.455,.571,.545,.306,.438,.487,,.091,.368,,.000,0,,.077,1.000,,0,0,nashst01
131,Jameer Nelson,PG,24,ORL,4,129,.420,14.7,,.720,.280,.040,.080,.320,.280,,.444,.500,.500,.250,.438,.357,,.125,1.000,,.000,0,,.357,.600,,0,0,nelsoja01
132,Rasho Nesterović,C,30,TOR,5,71,.467,11.4,,1.000,.000,.533,.067,.400,.000,,.467,,.500,.000,.500,,,.714,,,.000,0,,,,,0,0,nestera01
133,Ira Newble,SF,32,CLE,6,10,.000,25.6,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,newblir01
134,Andrés Nocioni,PF,27,CHI,10,197,.360,16.2,,.547,.198,.116,.105,.128,.453,,.383,.529,.400,.333,.182,.333,,.667,1.000,,.012,1,,.282,.364,,0,0,nocioan01
135,Dirk Nowitzki*,PF,28,DAL,6,239,.383,15.1,,.798,.191,.064,.223,.319,.202,,.427,.556,.167,.381,.433,.211,,.688,1.000,,.021,2,,.053,.000,,0,0,nowitdi01
136,Shaquille O'Neal*,C,34,MIA,4,121,.559,3.1,,1.000,.576,.407,.017,.000,.000,,.559,.676,.375,1.000,,,,.576,,,.254,14,,,,,0,0,onealsh01
137,Fabricio Oberto,C,31,SAS,20,415,.625,3.8,,.988,.750,.113,.088,.038,.013,,.633,.683,.556,.429,.333,.000,,.800,,,.038,3,,.000,,,1,0,obertfa01
138,Lamar Odom,PF,27,LAL,5,192,.482,8.2,,.871,.471,.200,.082,.118,.129,,.514,.600,.353,.429,.500,.273,,.289,.667,,.035,3,,.091,1.000,,0,0,odomla01
139,Mehmet Okur,C,27,UTA,17,585,.388,16.9,,.568,.148,.120,.093,.208,.432,,.442,.556,.227,.294,.553,.316,,.696,1.000,,.011,2,,.063,.200,,0,0,okurme01
140,Anthony Parker,SG,31,TOR,6,240,.419,17.0,,.677,.145,.032,.210,.290,.323,,.429,.111,1.000,.385,.556,.400,,.500,.875,,.016,0,,.450,.444,,1,0,parkean01
141,Smush Parker,PG,25,LAL,5,59,.154,17.5,,.538,.154,.077,.077,.231,.462,,.143,.000,.000,.000,.333,.167,,1.000,1.000,,.000,0,,.167,.000,,0,0,parkesm01
142,Tony Parker*,PG,24,SAS,20,751,.480,10.1,,.940,.403,.129,.111,.297,.060,,.489,.567,.533,.410,.394,.333,,.261,1.000,,.000,0,,.238,.600,,0,0,parketo01
143,Sasha Pavlović,SG,23,CLE,20,616,.381,12.4,,.693,.376,.063,.095,.159,.307,,.397,.465,.083,.278,.433,.345,,.558,.950,,.053,9,,.362,.429,,0,0,pavloal01
