,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
145,Tony Parker*,PG,25,SAS,17,654,.497,9.9,,.935,.389,.150,.098,.297,.065,,.507,.630,.500,.333,.407,.350,,.255,.857,,.000,0,,.500,.400,,0,0,parketo01
146,Chris Paul,PG,22,NOH,12,486,.502,10.4,,.905,.285,.253,.136,.231,.095,,.530,.635,.554,.433,.431,.238,,.085,.800,,.005,1,,.000,,,0,0,paulch01
147,Sasha Pavlović,SG,24,CLE,8,111,.385,12.9,,.654,.385,.038,.115,.115,.346,,.353,.300,.000,.333,.667,.444,,.500,1.000,,.000,0,,.333,.667,,0,0,pavloal01
148,Oleksiy Pecherov,C,22,WAS,3,8,.000,17.9,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,pecheol01
149,Kendrick Perkins,C,23,BOS,25,631,.585,3.9,,.991,.708,.151,.104,.028,.009,,.590,.613,.563,.545,.333,.000,,.661,,,.179,17,,.000,,,1,0,perkike01
150,Morris Peterson,SG,30,NOH,12,277,.485,17.4,,.500,.176,.029,.074,.221,.500,,.500,.333,.500,.800,.533,.471,,.647,.938,,.000,0,,.618,.571,,0,0,petermo01
151,Eric Piatkowski,SF,37,PHO,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,piatker01
152,Paul Pierce*,SF,30,BOS,26,990,.441,14.7,,.678,.254,.073,.135,.216,.322,,.478,.553,.444,.500,.388,.361,,.375,.884,,.011,3,,.042,.800,,1,0,piercpa01
153,James Posey,PF,31,BOS,26,573,.437,20.0,,.261,.185,.008,.017,.050,.739,,.548,.682,.000,.000,.333,.398,,.706,1.000,,.042,5,,.341,.500,,0,0,poseyja01
154,Leon Powe,C,24,BOS,23,270,.493,2.6,,1.000,.726,.205,.068,.000,.000,,.493,.604,.200,.200,,,,.667,,,.123,9,,,,,0,0,powele01
155,Ronnie Price,PG,24,UTA,12,68,.323,17.3,,.548,.258,.097,.065,.129,.452,,.412,.750,.333,.000,.000,.214,,.143,.667,,.032,1,,.000,,,2,0,pricero01
156,Tayshaun Prince,SF,27,DET,17,671,.481,11.4,,.880,.284,.154,.168,.274,.120,,.503,.712,.531,.429,.316,.320,,.391,1.000,,.053,11,,.600,.133,,0,0,princta01
157,Vladimir Radmanović,SF,27,LAL,21,481,.444,16.1,,.483,.265,.079,.026,.113,.517,,.521,.650,.333,.500,.353,.372,,.632,.828,,.040,6,,.372,.517,,1,0,radmavl01
158,Shavlik Randolph,PF,24,PHI,2,4,.000,0.0,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,randosh01
159,Theo Ratliff,C,34,DET,12,131,.500,1.8,,1.000,.750,.250,.000,.000,.000,,.500,.667,.000,,,,,.333,,,.417,5,,,,,0,0,ratlith01
160,JJ Redick,SG,23,ORL,2,10,.000,24.1,,.250,.000,.000,.000,.250,.750,,.000,,,,.000,.000,,,,,.000,0,,.000,,,0,0,redicjj01
161,Jeremy Richardson,SF,23,ATL,3,6,.250,14.8,,1.000,.000,.000,.750,.250,.000,,.250,,,.000,1.000,,,1.000,,,.000,0,,,,,0,0,richaje01
162,Rajon Rondo,PG,21,BOS,26,831,.407,9.9,,.924,.361,.240,.084,.240,.076,,.420,.453,.365,.227,.492,.250,,.520,.800,,.008,2,,.200,.500,,0,0,rondora01
163,Luis Scola,PF,27,HOU,6,220,.448,5.1,,.985,.582,.224,.045,.134,.015,,.455,.513,.267,.333,.556,.000,,.633,,,.000,0,,.000,,,0,0,scolalu01
164,Brian Skinner,C,31,PHO,4,21,.500,10.6,,1.000,.250,.250,.250,.250,.000,,.500,.000,1.000,.000,1.000,,,.500,,,.250,0,,,,,0,0,skinnbr01
165,J.R. Smith,SG,22,DEN,4,108,.535,13.7,,.488,.465,.000,.000,.023,.512,,.762,.750,,,1.000,.318,,.313,.714,,.070,3,,.000,,,0,0,smithjr01
166,Jason Smith,PF,21,PHI,6,82,.444,9.7,,.944,.389,.111,.111,.333,.056,,.471,.571,.000,.500,.500,.000,,.625,,,.111,2,,.000,,,0,0,smithja02
167,Joe Smith,PF,32,CLE,13,263,.486,11.0,,.986,.189,.297,.230,.270,.014,,.493,.643,.409,.647,.350,.000,,.778,,,.068,5,,.000,,,1,0,smithjo02
168,Josh Smith,PF,22,ATL,7,237,.398,12.2,,.795,.364,.125,.057,.250,.205,,.457,.563,.455,.200,.364,.167,,.594,1.000,,.080,6,,.111,.000,,0,0,smithjo03
169,Darius Songaila,C,29,WAS,5,77,.421,8.0,,1.000,.474,.158,.105,.263,.000,,.421,.333,.667,.500,.400,,,.875,,,.000,0,,,,,0,0,songada01
170,Jerry Stackhouse,SG,33,DAL,5,102,.316,14.9,,.684,.237,.026,.132,.289,.316,,.385,.444,.000,.400,.364,.167,,.700,1.000,,.053,2,,.667,.000,,0,0,stackje01
171,DeShawn Stevenson,SG,26,WAS,6,196,.367,19.0,,.400,.150,.067,.017,.167,.600,,.333,.333,.500,.000,.300,.389,,.125,.929,,.017,1,,.417,.400,,1,0,stevede01
172,Peja Stojaković,SF,30,NOH,12,455,.436,16.5,,.617,.158,.090,.120,.248,.383,,.366,.429,.417,.250,.364,.549,,.800,1.000,,.000,0,,.176,.667,,0,0,stojape01
173,Damon Stoudamire,PG,34,SAS,7,35,.333,16.6,,.733,.133,.133,.067,.400,.267,,.364,.500,.500,.000,.333,.250,,.500,1.000,,.000,0,,.000,,,0,0,stoudda01
174,Salim Stoudamire,PG,25,ATL,3,28,.444,22.4,,.333,.000,.000,.111,.222,.667,,.667,,,1.000,.500,.333,,.500,1.000,,.000,0,,.000,,,0,0,stoudsa01
175,Amar'e Stoudemire,C,25,PHO,5,204,.485,8.3,,.960,.434,.202,.162,.162,.040,,.495,.698,.250,.438,.313,.250,,.702,1.000,,.121,12,,.250,.000,,1,0,stoudam01
176,D.J. Strawberry,SG,22,PHO,1,5,.000,16.4,,.750,.250,.000,.000,.500,.250,,.000,.000,,,.000,.000,,,,,.000,0,,.000,,,0,0,strawdj01
177,Rodney Stuckey,PG,21,DET,17,380,.371,11.0,,.940,.362,.103,.129,.345,.060,,.376,.381,.333,.533,.325,.286,,.366,1.000,,.000,0,,.143,1.000,,2,0,stuckro01
178,Wally Szczerbiak,SF,30,CLE,13,374,.376,19.5,,.504,.080,.040,.104,.280,.496,,.429,.600,.200,.154,.514,.323,,.741,.900,,.000,0,,.274,.353,,0,0,szczewa02
179,Jason Terry,SG,30,DAL,5,180,.433,16.7,,.467,.217,.000,.133,.117,.533,,.429,.615,,.125,.429,.438,,.583,.929,,.033,2,,.313,.300,,0,0,terryja01
180,Billy Thomas,SF,32,CLE,3,8,.500,25.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.500,,,1.000,,.000,0,,.000,,,0,0,thomabi01
181,Kurt Thomas,PF,35,SAS,17,268,.457,12.6,,1.000,.214,.057,.214,.514,.000,,.457,.600,.750,.467,.361,,,.813,,,.000,0,,,,,0,0,thomaku01
182,Ronny Turiaf,C,25,LAL,19,187,.389,10.8,,1.000,.278,.139,.250,.333,.000,,.389,.700,.000,.222,.417,,,.786,,,.111,4,,,,,0,0,turiaro01
183,Hedo Türkoğlu,SF,28,ORL,10,399,.447,10.5,,.752,.454,.057,.135,.106,.248,,.500,.531,.375,.421,.533,.286,,.170,.700,,.057,7,,.086,.333,,0,0,turkohe01
184,Ime Udoka,PF,30,SAS,16,236,.465,16.4,,.437,.239,.028,.085,.085,.563,,.548,.706,.000,.500,.333,.400,,.529,1.000,,.000,0,,.525,.524,,0,0,udokaim01
185,Anderson Varejão,C,25,CLE,13,240,.407,6.5,,1.000,.556,.093,.204,.148,.000,,.407,.467,.200,.364,.375,,,.727,,,.019,1,,,,,0,0,varejan01
186,Jacque Vaughn,PG,32,SAS,14,91,.273,10.7,,.955,.364,.091,.045,.455,.045,,.286,.375,.500,.000,.200,.000,,.333,,,.000,0,,1.000,.000,,0,0,vaughja01
187,Sasha Vujačić,SG,23,LAL,21,456,.399,21.6,,.428,.072,.007,.022,.326,.572,,.407,.600,.000,.333,.378,.392,,.708,.839,,.007,1,,.215,.529,,1,0,vujacsa01
188,Ben Wallace*,PF,33,CLE,13,304,.515,2.8,,1.000,.788,.182,.000,.030,.000,,.515,.577,.333,,.000,,,.765,,,.333,9,,,,,0,0,wallabe01
189,Rasheed Wallace,C,33,DET,17,585,.424,15.9,,.631,.158,.089,.271,.113,.369,,.484,.688,.333,.473,.348,.320,,.532,.958,,.030,6,,.067,.400,,0,0,wallara01
190,Luke Walton,SF,27,LAL,21,353,.454,11.5,,.732,.371,.144,.113,.103,.268,,.465,.667,.357,.364,.000,.423,,.606,.909,,.021,2,,.538,.500,,1,0,waltolu01
191,Bonzi Wells,SG,31,NOH,12,170,.386,8.3,,.965,.421,.105,.246,.193,.035,,.400,.542,.333,.214,.364,.000,,.545,,,.070,2,,1.000,.000,,0,0,wellsbo01
192,David West,PF,27,NOH,12,485,.466,10.9,,.991,.183,.237,.288,.283,.009,,.465,.625,.423,.492,.371,.500,,.644,1.000,,.046,9,,.500,.000,,0,0,westda01
193,Delonte West,PG,24,CLE,13,453,.400,15.0,,.618,.282,.091,.073,.173,.382,,.382,.516,.200,.500,.211,.429,,.385,.833,,.036,3,,.214,.333,,1,0,westde01
194,Mario West,SG,23,ATL,6,6,.333,5.8,,1.000,.667,.000,.000,.333,.000,,.333,.500,,,.000,,,1.000,,,.000,0,,,,,0,0,westma02
195,Deron Williams,PG,23,UTA,12,513,.492,12.9,,.694,.383,.055,.066,.191,.306,,.488,.586,.500,.333,.343,.500,,.210,.429,,.022,3,,.054,.667,,0,0,willide01
196,Lou Williams,PG,21,PHI,6,135,.400,12.2,,.850,.333,.067,.167,.283,.150,,.431,.450,.250,.400,.471,.222,,.409,1.000,,.017,1,,.111,.000,,0,0,willilo02
197,Marvin Williams,SF,21,ATL,7,199,.414,13.6,,1.000,.241,.052,.086,.621,.000,,.414,.429,.667,.800,.333,,,.667,,,.052,3,,,,,0,0,willima02
198,Loren Woods,C,29,HOU,1,1,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,woodslo01
199,Antoine Wright,SG,23,DAL,1,7,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,wrighan01
200,Julian Wright,SF,20,NOH,11,131,.455,10.3,,.795,.364,.182,.114,.136,.205,,.514,.625,.625,.200,.333,.222,,.333,1.000,,.136,4,,.333,.000,,0,0,wrighju01
201,Nick Young,SG,22,WAS,4,17,.111,15.6,,.778,.222,.000,.222,.333,.222,,.143,.500,,.000,.000,.000,,.000,,,.111,1,,.500,.000,,0,0,youngni01
202,Thaddeus Young,PF,19,PHI,6,160,.480,7.9,,.900,.500,.080,.160,.160,.100,,.511,.520,.500,.250,.750,.200,,.565,1.000,,.060,3,,.800,.250,,0,0,youngth01
