,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
132,Byron Mullens,PF,20,OKC,1,4,.000,17.2,,1.000,.000,.000,.500,.500,.000,,.000,,,.000,.000,,,,,,.000,0,,,,,0,0,mulleby01
133,Ronald Murray,SG,30,CHI,5,97,.405,14.6,,.676,.297,.054,.027,.297,.324,,.440,.636,.000,.000,.364,.333,,.273,.500,,.054,2,,.083,.000,,0,0,murraro01
134,Eduardo Nájera,PF,33,DAL,5,36,.250,15.2,,.375,.375,.000,.000,.000,.625,,.667,.667,,,,.000,,.000,,,.000,0,,.200,.000,,0,0,najered01
135,Steve Nash*,PG,35,PHO,16,539,.518,15.1,,.738,.152,.152,.173,.262,.262,,.567,.724,.517,.576,.500,.380,,.075,.526,,.000,0,,.040,.500,,0,0,nashst01
136,Jameer Nelson,PG,27,ORL,14,479,.479,16.3,,.558,.263,.058,.079,.158,.442,,.547,.600,.545,.600,.433,.393,,.155,.424,,.000,0,,.083,.714,,0,0,nelsoja01
137,Joakim Noah,C,24,CHI,5,188,.528,5.7,,1.000,.547,.208,.057,.189,.000,,.528,.621,.545,.667,.200,,,.571,,,.113,6,,,,,0,0,noahjo01
138,Dirk Nowitzki*,PF,31,DAL,6,233,.547,12.7,,.934,.142,.151,.358,.283,.066,,.545,.733,.500,.605,.400,.571,,.426,1.000,,.000,0,,.143,1.000,,0,0,nowitdi01
139,Jermaine O'Neal,C,31,MIA,5,117,.205,10.3,,1.000,.227,.205,.341,.227,.000,,.205,.500,.000,.200,.100,,,.889,,,.091,4,,,,,0,0,onealje01
140,Shaquille O'Neal*,C,37,CLE,11,243,.516,3.2,,1.000,.624,.355,.022,.000,.000,,.516,.621,.333,.500,,,,.583,,,.194,17,,,,,0,0,onealsh01
141,Lamar Odom,PF,30,LAL,23,667,.469,9.0,,.789,.474,.191,.041,.082,.211,,.529,.663,.432,.250,.125,.244,,.469,.900,,.046,7,,.195,.375,,1,0,odomla01
142,Mehmet Okur,C,30,UTA,1,11,1.000,12.4,,.500,.500,.000,.000,.000,.500,,1.000,1.000,,,,1.000,,.000,1.000,,.000,0,,.000,,,0,0,okurme01
143,Kevin Ollie,PG,37,OKC,1,5,.000,12.5,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,ollieke01
144,Zaza Pachulia,C,25,ATL,11,161,.514,6.9,,1.000,.486,.171,.143,.200,.000,,.514,.706,.333,.600,.143,,,.556,,,.057,2,,,,,0,0,pachuza01
145,Jannero Pargo,PG,30,CHI,2,8,.200,16.0,,.600,.200,.000,.400,.000,.400,,.000,.000,,.000,,.500,,,1.000,,.000,0,,.000,,,0,0,pargoja01
146,Anthony Parker,SG,34,CLE,11,331,.469,19.4,,.313,.109,.109,.016,.078,.688,,.500,.571,.429,.000,.600,.455,,.700,1.000,,.016,1,,.477,.524,,0,0,parkean01
147,Tony Parker*,PG,27,SAS,10,335,.474,10.0,,.981,.286,.260,.136,.299,.019,,.470,.545,.550,.381,.370,.667,,.169,1.000,,.000,0,,.333,.000,,0,0,parketo01
148,Kendrick Perkins,C,25,BOS,23,575,.510,4.7,,.990,.563,.292,.094,.042,.010,,.516,.630,.321,.556,.250,.000,,.673,,,.063,6,,.000,,,1,0,perkike01
149,Johan Petro,C,24,DEN,6,45,.545,5.9,,1.000,.455,.273,.091,.182,.000,,.545,.600,1.000,.000,.000,,,.667,,,.182,1,,,,,0,0,petrojo01
150,Paul Pierce*,SF,32,BOS,24,930,.438,15.1,,.696,.226,.065,.134,.271,.304,,.457,.553,.455,.378,.418,.392,,.271,.900,,.015,4,,.167,.353,,0,0,piercpa01
151,Mickaël Piétrus,SF,27,ORL,14,282,.438,22.6,,.238,.088,.013,.000,.138,.763,,.368,.571,1.000,,.182,.459,,.571,.929,,.038,3,,.426,.538,,2,0,pietrmi01
152,Leon Powe,SF,26,CLE,3,9,.250,7.4,,1.000,.500,.000,.500,.000,.000,,.250,.500,,.000,,,,1.000,,,.000,0,,,,,0,0,powele01
153,Josh Powell,PF,27,LAL,13,40,.375,14.1,,.875,.250,.000,.250,.375,.125,,.429,1.000,,.000,.333,.000,,.667,,,.250,2,,1.000,.000,,0,0,poweljo01
154,Ronnie Price,PG,26,UTA,10,90,.292,16.3,,.708,.250,.083,.083,.292,.292,,.294,.333,.000,.500,.286,.286,,.600,.500,,.000,0,,.000,,,1,0,pricero01
155,Theo Ratliff,C,36,CHA,4,47,.375,9.6,,1.000,.375,.000,.250,.375,.000,,.375,.667,,.500,.000,,,1.000,,,.250,2,,,,,0,0,ratlith01
156,JJ Redick,SG,25,ORL,14,269,.423,17.9,,.507,.155,.056,.085,.211,.493,,.417,.455,.500,.333,.400,.429,,.533,.800,,.000,0,,.286,.100,,0,0,redicjj01
157,Chris Richard,PF,25,CHI,2,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,richach01
158,Jason Richardson,SG,29,PHO,16,533,.502,14.9,,.547,.278,.103,.045,.121,.453,,.525,.694,.217,.300,.481,.475,,.547,.896,,.045,10,,.416,.595,,0,0,richaja01
159,Quentin Richardson,SF,29,MIA,5,149,.400,17.3,,.511,.089,.178,.111,.133,.489,,.391,1.000,.375,.200,.167,.409,,.556,.889,,.044,2,,.136,1.000,,0,0,richaqu01
160,Luke Ridnour,PG,28,MIL,7,121,.467,17.0,,.689,.111,.089,.067,.422,.311,,.516,.600,.250,1.000,.474,.357,,.188,.600,,.000,0,,.071,1.000,,0,0,ridnolu01
161,Nate Robinson,PG,25,BOS,17,128,.375,17.1,,.484,.203,.078,.078,.125,.516,,.419,.385,.600,.600,.250,.333,,.231,.545,,.000,0,,.091,.333,,0,0,robinna01
162,Rajon Rondo,PG,23,BOS,24,975,.463,8.4,,.926,.451,.190,.083,.202,.074,,.470,.578,.387,.370,.348,.375,,.366,.667,,.012,3,,.125,.333,,0,0,rondora01
163,Derrick Rose,PG,21,CHI,5,212,.456,10.7,,.952,.264,.232,.136,.320,.048,,.462,.394,.586,.412,.450,.333,,.236,1.000,,.000,0,,.000,,,0,0,rosede01
164,Brandon Roy,SG,25,POR,3,83,.303,16.0,,.636,.242,.061,.061,.273,.364,,.381,.625,.000,.500,.222,.167,,.375,1.000,,.000,0,,.167,.000,,1,0,roybr01
165,John Salmons,SG,30,MIL,7,285,.404,12.6,,.789,.321,.073,.165,.229,.211,,.465,.514,.500,.556,.320,.174,,.225,1.000,,.009,1,,.217,.200,,0,0,salmojo01
166,Brian Scalabrine,PF,31,BOS,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,scalabr01
167,Thabo Sefolosha,SG,25,OKC,6,127,.296,14.0,,.519,.370,.000,.074,.074,.481,,.357,.500,,.000,.000,.231,,.400,1.000,,.074,1,,.538,.286,,0,0,sefolth01
168,J.R. Smith,SG,24,DEN,6,159,.368,19.2,,.456,.175,.053,.053,.175,.544,,.385,.700,.000,.333,.200,.355,,.300,.818,,.070,3,,.097,1.000,,1,0,smithjr01
169,Joe Smith,PF,34,ATL,5,24,.000,10.7,,1.000,.333,.000,.333,.333,.000,,.000,.000,,.000,.000,,,,,,.000,0,,,,,0,0,smithjo02
170,Josh Smith,PF,24,ATL,11,392,.481,6.9,,.953,.519,.202,.047,.186,.047,,.488,.582,.385,.167,.417,.333,,.433,1.000,,.101,13,,.167,1.000,,0,0,smithjo03
171,Jerry Stackhouse,SG,35,MIL,7,144,.326,15.7,,.651,.256,.023,.186,.186,.349,,.321,.455,.000,.250,.250,.333,,.556,1.000,,.047,2,,.400,.833,,1,0,stackje01
172,DeShawn Stevenson,SG,28,DAL,2,6,.000,24.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.333,.000,,0,0,stevede01
173,Amar'e Stoudemire,PF,27,PHO,16,584,.519,7.2,,.983,.406,.310,.100,.167,.017,,.528,.639,.446,.500,.425,.000,,.629,,,.130,28,,.500,.000,,1,0,stoudam01
174,Jeff Teague,PG,21,ATL,9,59,.333,14.9,,.762,.238,.143,.048,.333,.238,,.313,.600,.000,1.000,.143,.400,,.000,.500,,.000,0,,.000,,,0,0,teaguje01
175,Garrett Temple,SG,23,SAS,6,15,.333,23.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.333,,,1.000,,.000,0,,1.000,.333,,0,0,templga01
176,Jason Terry,SG,32,DAL,6,174,.377,17.2,,.565,.116,.101,.174,.174,.435,,.359,.375,.429,.500,.167,.400,,.714,.833,,.000,0,,.433,.538,,1,0,terryja01
177,Etan Thomas,C,31,OKC,2,17,.833,1.7,,1.000,.667,.333,.000,.000,.000,,.833,.750,1.000,,,,,.800,,,.333,2,,,,,0,0,thomaet01
178,Kurt Thomas,C,37,MIL,7,199,.486,12.5,,1.000,.200,.114,.257,.429,.000,,.486,.857,.750,.222,.400,,,.824,,,.000,0,,,,,0,0,thomaku01
179,Tyrus Thomas,C,23,CHA,4,68,.625,9.6,,1.000,.375,.125,.042,.458,.000,,.625,.778,.333,.000,.636,,,.933,,,.125,3,,,,,0,0,thomaty01
180,Anderson Varejão,PF,27,CLE,11,255,.417,4.6,,.979,.646,.167,.104,.063,.021,,.426,.516,.250,.200,.333,.000,,.850,,,.083,3,,.000,,,0,0,varejan01
181,Sasha Vujačić,SG,25,LAL,10,76,.435,21.5,,.348,.087,.000,.000,.261,.652,,.500,.000,,,.667,.400,,1.000,1.000,,.000,0,,.400,.167,,0,0,vujacsa01
182,Dwyane Wade*,SG,28,MIA,5,210,.564,13.0,,.664,.355,.091,.100,.118,.336,,.644,.795,.500,.364,.538,.405,,.298,.200,,.091,10,,.027,.000,,0,0,wadedw01
183,Gerald Wallace,SF,27,CHA,4,164,.477,10.2,,.750,.523,.023,.000,.205,.250,,.485,.391,1.000,,.667,.455,,.500,1.000,,.023,1,,.545,.667,,0,0,wallage01
184,Rasheed Wallace,C,35,BOS,24,410,.416,16.7,,.560,.112,.168,.152,.128,.440,,.471,.643,.476,.263,.563,.345,,.758,1.000,,.040,5,,.200,.545,,0,0,wallara01
185,Luke Walton,SF,29,LAL,16,96,.304,18.3,,.609,.087,.043,.261,.217,.391,,.357,.000,.000,.500,.400,.222,,.400,1.000,,.000,0,,.778,.286,,1,0,waltolu01
186,Hakim Warrick,PF,27,CHI,3,31,.182,12.4,,.909,.273,.000,.182,.455,.091,,.200,.000,,.500,.200,.000,,.500,,,.000,0,,.000,,,0,0,warriha01
187,Kyle Weaver,SG,23,OKC,1,12,.250,11.0,,.750,.500,.000,.000,.250,.250,,.333,.000,,,1.000,.000,,.000,,,.000,0,,.000,,,0,0,weaveky01
188,Martell Webster,SF,23,POR,6,152,.423,15.1,,.673,.269,.038,.096,.269,.327,,.486,.786,.000,.200,.357,.294,,.471,1.000,,.038,2,,.294,.200,,1,0,webstma02
189,Delonte West,SG,26,CLE,11,269,.418,14.7,,.716,.224,.045,.179,.269,.284,,.521,.467,.000,.583,.611,.158,,.280,1.000,,.030,2,,.421,.250,,0,0,westde01
190,Mario West,SG,25,ATL,7,20,.750,11.2,,.750,.750,.000,.000,.000,.250,,1.000,1.000,,,,.000,,.333,,,.250,1,,.000,,,0,0,westma02
191,Russell Westbrook,PG,21,OKC,6,212,.473,10.5,,.868,.374,.077,.220,.198,.132,,.481,.559,.571,.500,.278,.417,,.132,.800,,.055,5,,.167,.000,,0,0,westbru01
192,Deron Williams,PG,25,UTA,10,398,.450,14.0,,.658,.322,.087,.074,.174,.342,,.480,.521,.692,.273,.385,.392,,.255,.650,,.000,0,,.098,.200,,2,0,willide01
193,Jason Williams,PG,34,ORL,14,192,.342,19.4,,.368,.184,.000,.026,.158,.632,,.500,.857,,.000,.167,.250,,.000,.500,,.000,0,,.208,.000,,0,0,willija02
194,Jawad Williams,PG,26,CLE,3,4,.000,26.5,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,willija04
195,Marvin Williams,SF,23,ATL,11,345,.392,8.7,,.975,.430,.165,.089,.291,.025,,.390,.441,.308,.286,.391,.500,,.500,1.000,,.063,4,,.500,.000,,0,0,willima02
196,Mo Williams,PG,27,CLE,11,411,.409,17.0,,.591,.142,.102,.110,.236,.409,,.467,.611,.385,.286,.500,.327,,.400,.824,,.008,1,,.192,.200,,0,0,willima01
197,Shelden Williams,PF,26,BOS,8,57,.444,5.9,,1.000,.667,.000,.222,.111,.000,,.444,.500,,.500,.000,,,1.000,,,.222,1,,,,,0,0,willish02
198,Metta World Peace,SF,30,LAL,23,839,.398,15.6,,.539,.287,.047,.047,.157,.461,,.489,.589,.417,.333,.375,.291,,.418,.794,,.016,4,,.385,.311,,0,0,artesro01
199,Dorell Wright,SF,24,MIA,5,112,.360,16.2,,.680,.240,.040,.000,.400,.320,,.412,.500,.000,,.400,.250,,.286,1.000,,.040,1,,.625,.200,,0,0,wrighdo01
