,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
23,Aaron Brooks,PG,32,IND,1,7,.667,18.3,,.333,.000,.333,.000,.000,.667,,1.000,,1.000,,,.500,,.000,.000,,.000,0,,.500,.000,,0,0,brookaa01
24,Bobby Brown,PG,32,HOU,5,22,.500,19.9,,.450,.050,.150,.100,.150,.550,,.556,1.000,.667,.500,.333,.455,,.200,.800,,.000,0,,.091,1.000,,0,0,brownbo02
25,Jaylen Brown,SF,20,BOS,17,215,.479,12.7,,.676,.380,.085,.070,.141,.324,,.604,.815,.667,.400,.100,.217,,.586,1.000,,.070,3,,.348,.375,,0,0,brownja02
26,Trey Burke,PG,24,WAS,3,20,.000,20.9,,.500,.000,.000,.250,.250,.500,,.000,,,.000,.000,.000,,,,,.000,0,,.000,,,0,0,burketr01
27,Jimmy Butler,SF,27,CHI,6,239,.426,11.8,,.787,.315,.130,.204,.139,.213,,.471,.529,.429,.455,.400,.261,,.300,.667,,.009,1,,.087,.000,,0,0,butleji01
28,José Calderón,PG,35,ATL,6,75,.478,15.7,,.478,.348,.000,.000,.130,.522,,.636,.625,,,.667,.333,,.286,1.000,,.000,0,,.250,.667,,0,0,caldejo01
29,Isaiah Canaan,SG,25,CHI,3,95,.500,15.7,,.462,.231,.192,.038,.000,.538,,.667,.833,.600,.000,,.357,,.375,.800,,.000,0,,.357,.200,,0,0,canaais01
30,Clint Capela,C,22,HOU,11,286,.561,3.1,,.988,.805,.146,.012,.024,.012,,.568,.652,.250,.000,.000,.000,,.891,,,.256,19,,.000,,,1,0,capelca01
31,DeMarre Carroll,SF,30,TOR,10,155,.405,17.5,,.405,.189,.108,.027,.081,.595,,.533,.429,.750,.000,.667,.318,,.875,1.000,,.027,1,,.318,.429,,0,0,carrode01
32,Vince Carter,SF,40,MEM,6,195,.476,14.9,,.524,.238,.167,.071,.048,.476,,.545,.700,.286,.667,.500,.400,,.500,1.000,,.095,3,,.150,.000,,0,0,cartevi01
33,Michael Carter-Williams,PG,25,CHI,5,53,.400,8.1,,.933,.333,.400,.067,.133,.067,,.429,.600,.333,.000,.500,.000,,.000,,,.000,0,,.000,,,0,0,cartemi01
34,Semaj Christon,PG,24,OKC,2,21,.400,27.6,,.400,.000,.000,.000,.400,.600,,.500,,,,.500,.333,,.000,1.000,,.000,0,,.000,,,1,0,chrisse01
35,Ian Clark,SG,25,GSW,16,219,.506,15.3,,.544,.215,.177,.063,.089,.456,,.628,.706,.714,.600,.286,.361,,.704,.846,,.000,0,,.361,.385,,0,0,clarkia01
36,Norris Cole,PG,28,OKC,4,25,.250,17.4,,.500,.250,.000,.000,.250,.500,,.250,.500,,,.000,.250,,.000,1.000,,.000,0,,.000,,,0,0,coleno01
37,Mike Conley,PG,29,MEM,6,224,.485,14.1,,.631,.282,.117,.165,.068,.369,,.508,.621,.500,.412,.286,.447,,.182,.412,,.000,0,,.079,.667,,1,0,conlemi01
38,Pat Connaughton,SG,24,POR,3,24,.222,19.5,,.333,.111,.111,.111,.000,.667,,.667,1.000,.000,1.000,,.000,,1.000,,,.000,0,,.167,.000,,0,0,connapa01
39,Allen Crabbe,SG,24,POR,4,92,.375,19.3,,.458,.125,.000,.125,.208,.542,,.545,.333,,.667,.600,.231,,.833,1.000,,.000,0,,.308,.500,,0,0,crabbal01
40,Jamal Crawford,SG,36,LAC,7,196,.422,16.3,,.699,.108,.193,.181,.217,.301,,.500,.778,.500,.467,.389,.240,,.207,.667,,.000,0,,.160,.250,,2,0,crawfja01
41,Jae Crowder,SF,26,BOS,18,596,.435,14.7,,.560,.340,.055,.055,.100,.440,,.500,.662,.455,.182,.200,.352,,.839,.935,,.020,3,,.227,.250,,0,0,crowdja01
42,Stephen Curry,PG,28,GSW,17,601,.484,18.7,,.449,.192,.090,.080,.087,.551,,.564,.583,.500,.600,.556,.419,,.266,.500,,.000,0,,.122,.571,,7,0,curryst01
43,Troy Daniels,SG,25,MEM,6,68,.333,25.2,,.000,.000,.000,.000,.000,1.000,,,,,,,.333,,,1.000,,.000,0,,.222,.500,,0,0,danietr01
44,Deyonta Davis,C,20,MEM,3,11,.600,1.0,,1.000,1.000,.000,.000,.000,.000,,.600,.600,,,,,,.667,,,.400,2,,,,,0,0,davisde01
45,Dewayne Dedmon,C,27,SAS,12,97,.609,2.1,,1.000,.870,.087,.000,.043,.000,,.609,.700,.000,,.000,,,.643,,,.348,7,,,,,0,0,dedmode01
46,Sam Dekker,PF,22,HOU,4,31,.250,15.5,,.500,.167,.250,.000,.083,.500,,.000,.000,.000,,.000,.500,,,1.000,,.000,0,,.333,.500,,0,0,dekkesa01
47,Malcolm Delaney,PG,27,ATL,1,3,1.000,21.9,,.667,.000,.000,.000,.667,.333,,1.000,,,,1.000,1.000,,.000,1.000,,.000,0,,.000,,,0,0,delanma01
48,Matthew Dellavedova,PG,26,MIL,6,159,.390,16.3,,.610,.024,.390,.049,.146,.390,,.400,1.000,.250,.500,.667,.375,,.200,1.000,,.000,0,,.063,.000,,0,0,dellama01
49,DeMar DeRozan,SG,27,TOR,10,373,.434,11.2,,.914,.320,.149,.143,.303,.086,,.469,.554,.615,.360,.358,.067,,.187,1.000,,.029,4,,.333,.000,,0,0,derozde01
50,Boris Diaw,PF,34,UTA,11,203,.500,12.1,,.708,.333,.167,.104,.104,.292,,.529,.688,.625,.000,.400,.429,,.722,1.000,,.063,3,,.143,.000,,0,0,diawbo01
51,Mike Dunleavy,SF,36,ATL,6,53,.429,18.5,,.286,.286,.000,.000,.000,.714,,.500,.500,,,,.400,,1.000,1.000,,.000,0,,.400,.000,,0,0,dunlemi02
52,Kevin Durant,PF,28,GSW,15,533,.556,14.1,,.679,.265,.104,.179,.131,.321,,.610,.732,.500,.479,.629,.442,,.541,.632,,.093,25,,.105,.444,,1,0,duranke01
53,Monta Ellis,SG,31,IND,4,76,.400,16.0,,.600,.100,.200,.150,.150,.400,,.500,.500,.750,.000,.667,.250,,.167,1.000,,.000,0,,.500,.500,,0,0,ellismo01
54,James Ennis III,SF,26,MEM,6,159,.421,13.6,,.500,.395,.053,.000,.053,.500,,.526,.533,1.000,,.000,.316,,.500,.833,,.053,2,,.684,.385,,0,0,ennisja01
55,Dante Exum,PG,21,UTA,7,84,.407,12.2,,.556,.481,.037,.037,.000,.444,,.467,.462,.000,1.000,,.333,,.429,.750,,.037,1,,.417,.400,,0,0,exumda01
56,Derrick Favors,PF,25,UTA,11,225,.581,5.7,,1.000,.565,.161,.161,.113,.000,,.581,.800,.400,.400,.000,,,.833,,,.194,12,,,,,0,0,favorde01
57,Cristiano Felício,C,24,CHI,6,82,.600,2.3,,1.000,.800,.133,.067,.000,.000,,.600,.750,.000,.000,,,,1.000,,,.267,4,,,,,0,0,feliccr01
58,Raymond Felton,PG,32,LAC,7,127,.469,13.9,,.719,.281,.125,.063,.250,.281,,.478,.778,.250,.500,.250,.444,,.273,1.000,,.000,0,,.556,.800,,0,0,feltora01
59,Bryn Forbes,SG,23,SAS,6,73,.286,20.7,,.571,.048,.000,.238,.333,.429,,.333,.000,,.200,.429,.222,,.500,.500,,.000,0,,.222,.000,,0,0,forbebr01
60,Enes Freedom,C,24,OKC,5,45,.385,5.4,,1.000,.538,.269,.077,.115,.000,,.385,.571,.286,.000,.000,,,.600,,,.115,3,,,,,0,0,kanteen01
61,Channing Frye,C,33,CLE,12,154,.517,20.2,,.350,.100,.083,.033,.133,.650,,.524,.833,.200,.500,.500,.513,,.909,.950,,.050,3,,.154,.833,,0,0,fryech01
62,Marc Gasol,C,32,MEM,6,240,.470,11.6,,.855,.193,.253,.277,.133,.145,,.451,.375,.571,.261,.727,.583,,.594,1.000,,.000,0,,.083,1.000,,0,0,gasolma01
63,Pau Gasol*,C,36,SAS,16,365,.439,8.9,,.842,.386,.254,.158,.044,.158,,.458,.614,.345,.278,.400,.333,,.500,1.000,,.044,5,,.389,.286,,0,0,gasolpa01
64,Paul George,SF,26,IND,4,172,.386,18.2,,.523,.148,.034,.136,.205,.477,,.348,.385,.333,.250,.389,.429,,.313,.611,,.045,4,,.143,.667,,0,0,georgpa01
65,Taj Gibson,PF,31,OKC,5,118,.600,6.4,,1.000,.400,.343,.171,.086,.000,,.600,.571,.583,.500,1.000,,,.714,,,.114,4,,,,,0,0,gibsota01
66,Manu Ginóbili*,SG,39,SAS,16,284,.412,13.2,,.588,.423,.082,.041,.041,.412,,.544,.659,.250,.500,.000,.225,,.419,1.000,,.021,2,,.175,.286,,1,0,ginobma01
67,Rudy Gobert,C,24,UTA,9,246,.635,2.0,,1.000,.762,.222,.016,.000,.000,,.635,.750,.286,.000,,,,.750,,,.397,22,,,,,0,0,goberru01
68,Eric Gordon,SG,28,HOU,11,358,.421,16.5,,.421,.264,.091,.033,.050,.579,,.471,.500,.545,.250,.167,.386,,.333,.889,,.008,1,,.129,.444,,0,0,gordoer01
69,Marcin Gortat,C,32,WAS,13,409,.505,4.4,,1.000,.591,.301,.065,.043,.000,,.505,.673,.250,.500,.000,,,.766,,,.054,5,,,,,0,0,gortama01
70,Jerami Grant,PF,22,OKC,5,111,.613,9.0,,.806,.613,.097,.032,.065,.194,,.680,.789,.667,.000,.000,.333,,.647,1.000,,.452,10,,.500,.333,,1,0,grantje01
71,Jerian Grant,PG,24,CHI,5,52,.261,16.7,,.609,.304,.000,.261,.043,.391,,.357,.571,,.000,1.000,.111,,.800,1.000,,.000,0,,.333,.000,,1,0,grantje02
72,Danny Green,SG,29,SAS,16,436,.405,19.8,,.315,.162,.045,.072,.036,.685,,.543,.722,.600,.250,.250,.342,,.684,.962,,.018,1,,.342,.308,,3,0,greenda02
73,Draymond Green,PF,26,GSW,17,593,.447,14.3,,.516,.354,.130,.025,.006,.484,,.482,.632,.143,.250,.000,.410,,.750,.969,,.087,12,,.128,.500,,2,0,greendr01
74,Gerald Green,SF,31,BOS,13,192,.472,20.0,,.375,.125,.000,.069,.181,.625,,.481,.778,,.200,.385,.467,,.769,1.000,,.042,3,,.311,.500,,0,0,greenge01
75,JaMychal Green,PF,26,MEM,6,118,.472,16.7,,.556,.222,.111,.028,.194,.444,,.500,.750,.500,.000,.286,.438,,.500,1.000,,.083,3,,.438,.429,,1,0,greenja01
76,Blake Griffin,PF,27,LAC,3,99,.490,8.7,,.882,.431,.216,.039,.196,.118,,.467,.682,.364,.000,.200,.667,,.714,1.000,,.078,4,,.167,1.000,,0,0,griffbl01
77,Tim Hardaway Jr.,SG,24,ATL,6,200,.329,17.2,,.488,.195,.085,.085,.122,.512,,.400,.563,.143,.286,.400,.262,,.625,.818,,.037,3,,.119,.200,,0,0,hardati02
78,James Harden,PG,27,HOU,11,407,.413,15.2,,.472,.358,.050,.046,.018,.528,,.563,.603,.545,.300,.500,.278,,.103,.156,,.014,3,,.043,.600,,2,0,hardeja01
79,Maurice Harkless,SF,23,POR,4,99,.294,9.9,,.647,.559,.088,.000,.000,.353,,.364,.368,.333,,,.167,,.625,1.000,,.147,4,,.417,.000,,0,0,harklma01
80,Montrezl Harrell,C,23,HOU,5,21,.333,13.1,,1.000,.333,.000,.000,.667,.000,,.333,.000,,,.500,,,.000,,,.000,0,,,,,0,0,harremo01
81,Andrew Harrison,PG,22,MEM,6,119,.448,16.2,,.552,.310,.034,.034,.172,.448,,.500,.333,.000,1.000,.800,.385,,.375,.800,,.000,0,,.077,.000,,0,0,harrian01
82,Spencer Hawes,PF,28,MIL,3,17,.400,11.7,,.600,.400,.200,.000,.000,.400,,.333,.500,.000,,,.500,,.000,1.000,,.200,0,,.000,,,0,0,hawessp01
83,Gordon Hayward,SF,26,UTA,11,411,.441,16.3,,.638,.122,.128,.207,.181,.362,,.458,.696,.500,.359,.382,.412,,.364,.821,,.037,7,,.118,.625,,0,0,haywago01
84,John Henson,C,26,MIL,2,12,.250,3.5,,1.000,.500,.500,.000,.000,.000,,.250,.000,.500,,,,,1.000,,,.000,0,,,,,0,0,hensojo01
85,Nenê,C,34,HOU,9,161,.706,4.6,,.980,.706,.118,.020,.137,.020,,.720,.833,.667,1.000,.143,.000,,.722,,,.176,9,,.000,,,0,0,hilarne01
86,George Hill,PG,30,UTA,8,281,.469,14.8,,.684,.153,.173,.235,.122,.316,,.507,.533,.647,.391,.500,.387,,.294,.667,,.000,0,,.258,.375,,0,0,hillge01
87,Rodney Hood,SG,24,UTA,11,277,.352,16.9,,.524,.124,.171,.124,.105,.476,,.436,.769,.500,.154,.273,.260,,.375,.846,,.019,2,,.240,.333,,1,0,hoodro01
88,Al Horford,C,30,BOS,18,610,.584,11.8,,.726,.300,.216,.100,.111,.274,,.609,.789,.512,.368,.524,.519,,.619,.963,,.089,16,,.173,.333,,0,0,horfoal01
89,Dwight Howard,C,31,ATL,6,157,.500,2.7,,1.000,.750,.194,.000,.056,.000,,.500,.593,.286,,.000,,,.833,,,.333,10,,,,,0,0,howardw01
90,Kris Humphries,PF,31,ATL,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,humphkr01
91,Serge Ibaka,PF,27,TOR,10,307,.462,14.7,,.708,.185,.131,.162,.231,.292,,.522,.792,.412,.286,.533,.316,,.813,1.000,,.100,11,,.132,.400,,0,0,ibakase01
92,Andre Iguodala,SF,33,GSW,16,419,.455,13.8,,.584,.347,.059,.079,.099,.416,,.644,.857,.167,.250,.500,.190,,.711,1.000,,.257,25,,.310,.154,,0,0,iguodan01
93,Ersan İlyasova,PF,29,ATL,6,90,.348,9.7,,.783,.609,.000,.043,.130,.217,,.389,.429,,.000,.333,.200,,.714,1.000,,.000,0,,.000,,,0,0,ilyaser01
94,Joe Ingles,SF,29,UTA,11,334,.403,18.0,,.339,.194,.113,.016,.016,.661,,.476,.583,.429,.000,.000,.366,,.200,.933,,.000,0,,.317,.692,,0,0,inglejo01
95,Kyrie Irving,PG,24,CLE,18,653,.468,13.6,,.681,.268,.157,.108,.149,.319,,.512,.586,.534,.375,.455,.373,,.271,.386,,.000,0,,.144,.588,,0,0,irvinky01
96,LeBron James,SF,32,CLE,18,744,.565,11.2,,.721,.419,.141,.065,.096,.279,,.625,.789,.407,.240,.486,.411,,.358,.386,,.089,33,,.150,.438,,0,0,jamesle01
97,Richard Jefferson,SF,36,CLE,14,179,.421,14.6,,.500,.316,.079,.026,.079,.500,,.579,.750,.333,.000,.333,.263,,.727,.600,,.105,4,,.526,.100,,0,0,jefferi01
98,Brandon Jennings,PG,27,WAS,13,178,.389,15.8,,.639,.194,.139,.111,.222,.361,,.522,.429,.200,.500,.750,.154,,.000,.500,,.000,0,,.231,.000,,0,0,jennibr01
99,Jonas Jerebko,PF,29,BOS,12,128,.484,13.7,,.516,.387,.097,.000,.032,.484,,.625,.750,.000,,1.000,.333,,.800,1.000,,.129,3,,.333,.400,,0,0,jerebjo01
100,Amir Johnson,PF,29,BOS,14,142,.500,4.6,,.900,.767,.100,.000,.033,.100,,.519,.565,.333,,.000,.333,,.714,1.000,,.200,5,,.333,1.000,,0,0,johnsam01
101,Joe Johnson,SF,35,UTA,11,326,.436,14.8,,.662,.015,.398,.158,.090,.338,,.489,1.000,.547,.381,.333,.333,,.186,.800,,.000,0,,.378,.294,,0,0,johnsjo02
102,Wesley Johnson,SF,29,LAC,3,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,johnswe01
103,Dahntay Jones,SF,36,CLE,10,33,.500,8.2,,.800,.400,.300,.100,.000,.200,,.500,.500,.333,1.000,,.500,,.250,1.000,,.100,1,,.500,.000,,0,0,jonesda02
104,Damian Jones,C,21,GSW,4,21,.429,7.3,,1.000,.286,.429,.286,.000,.000,,.429,1.000,.333,.000,,,,.667,,,.143,1,,,,,0,0,jonesda03
105,James Jones,SF,36,CLE,8,30,.200,15.5,,.400,.200,.200,.000,.000,.600,,.500,1.000,.000,,,.000,,.000,,,.200,1,,.333,.000,,0,0,jonesja02
106,DeAndre Jordan,C,28,LAC,7,264,.705,2.0,,.984,.918,.066,.000,.000,.016,,.717,.732,.500,,,.000,,.791,,,.557,31,,.000,,,1,0,jordade01
107,Cory Joseph,PG,25,TOR,10,212,.437,15.4,,.690,.141,.155,.127,.268,.310,,.449,.400,.545,.333,.474,.409,,.182,1.000,,.000,0,,.455,.400,,0,0,josepco01
108,Kyle Korver,SG,35,CLE,18,326,.425,23.7,,.138,.025,.000,.000,.113,.863,,.636,1.000,,,.556,.391,,.857,.926,,.013,1,,.406,.393,,0,0,korveky01
109,Joffrey Lauvergne,C,25,CHI,3,26,.364,8.0,,.818,.545,.182,.000,.091,.182,,.444,.500,.500,,.000,.000,,.750,,,.091,1,,.500,.000,,0,0,lauvejo01
110,Jake Layman,SF,22,POR,2,16,.500,12.6,,.750,.500,.000,.000,.250,.250,,.333,.500,,,.000,1.000,,1.000,1.000,,.000,0,,.000,,,0,0,laymaja01
111,David Lee,PF,33,SAS,15,245,.521,3.8,,.979,.729,.188,.021,.042,.021,,.532,.657,.111,1.000,.000,.000,,.680,,,.125,6,,.000,,,0,0,leeda02
112,Kawhi Leonard,SF,25,SAS,12,429,.525,13.5,,.728,.213,.188,.198,.129,.272,,.551,.674,.421,.550,.538,.455,,.198,.800,,.054,9,,.164,.889,,0,0,leonaka01
113,Meyers Leonard,PF,24,POR,3,31,.200,22.0,,.200,.000,.200,.000,.000,.800,,1.000,,1.000,,,.000,,1.000,,,.000,0,,.250,.000,,0,0,leoname01
114,Damian Lillard,PG,26,POR,4,151,.433,14.4,,.644,.322,.122,.089,.111,.356,,.517,.552,.818,.375,.200,.281,,.100,.222,,.022,1,,.031,.000,,1,0,lillada01
115,Shaun Livingston,PG,31,GSW,14,220,.576,9.2,,1.000,.271,.153,.475,.102,.000,,.576,.875,.667,.393,.500,,,.559,,,.203,12,,,,,0,0,livinsh01
116,Robin Lopez,C,28,CHI,6,162,.654,8.0,,1.000,.423,.288,.019,.269,.000,,.654,.636,.733,1.000,.571,,,.588,,,.038,2,,,,,0,0,lopezro01
117,Kevin Love,PF,28,CLE,18,578,.436,16.0,,.491,.216,.119,.092,.064,.509,,.421,.489,.462,.250,.357,.450,,.578,.940,,.018,4,,.405,.444,,0,0,loveke01
118,Kyle Lowry,PG,30,TOR,8,300,.462,14.0,,.591,.333,.161,.054,.043,.409,,.545,.645,.400,.400,.500,.342,,.167,.385,,.000,0,,.053,.500,,1,0,lowryky01
119,Trey Lyles,PF,21,UTA,2,10,.429,15.3,,.571,.143,.286,.000,.143,.429,,.500,1.000,.500,,.000,.333,,1.000,1.000,,.000,0,,.667,.500,,0,0,lylestr01
120,Sheldon Mac,SG,24,WAS,7,17,.556,16.9,,.444,.222,.000,.000,.111,.556,,.750,1.000,,,1.000,.400,,1.000,1.000,,.000,0,,.600,.333,,0,0,mcclesh01
121,Shelvin Mack,PG,26,UTA,9,155,.347,12.3,,.694,.286,.204,.163,.041,.306,,.294,.357,.400,.125,.000,.467,,.300,.286,,.000,0,,.133,.000,,0,0,macksh01
122,Ian Mahinmi,C,30,WAS,5,63,.556,5.3,,1.000,.556,.333,.111,.000,.000,,.556,.400,.667,1.000,,,,.800,,,.000,0,,,,,0,0,mahinia01
123,Thon Maker,C,19,MIL,6,116,.387,10.0,,.677,.452,.194,.032,.000,.323,,.476,.571,.167,1.000,,.200,,.700,1.000,,.161,4,,.400,.250,,0,0,makerth01
124,Jarell Martin,PF,22,MEM,3,10,.333,6.2,,1.000,.667,.000,.000,.333,.000,,.333,.000,,,1.000,,,1.000,,,.000,0,,,,,0,0,martija01
125,Luc Mbah a Moute,SF,30,LAC,7,224,.395,15.7,,.628,.209,.140,.023,.256,.372,,.444,.667,.167,.000,.455,.313,,.917,1.000,,.000,0,,.750,.333,,0,0,mbahalu01
126,James Michael McAdoo,PF,24,GSW,13,56,.529,11.9,,.706,.353,.118,.118,.118,.294,,.583,.833,.500,.500,.000,.400,,.571,1.000,,.235,3,,.000,,,0,0,mcadoja01
127,Patrick McCaw,SG,21,GSW,15,181,.438,15.5,,.521,.333,.083,.042,.063,.479,,.520,.563,.500,.500,.333,.348,,.615,1.000,,.000,0,,.304,.714,,1,0,mccawpa01
128,CJ McCollum,SG,25,POR,4,140,.400,13.9,,.725,.138,.250,.188,.150,.275,,.362,.545,.300,.267,.417,.500,,.190,.727,,.000,0,,.182,.500,,0,0,mccolcj01
129,Doug McDermott,SF,25,OKC,5,66,.500,20.9,,.278,.000,.167,.056,.056,.722,,.400,,.667,.000,.000,.538,,1.000,1.000,,.000,0,,.077,1.000,,0,0,mcderdo01
130,JaVale McGee,C,29,GSW,16,149,.732,1.6,,1.000,.911,.071,.000,.018,.000,,.732,.725,.750,,1.000,,,.878,,,.411,21,,,,,0,0,mcgeeja01
131,Jordan Mickey,PF,22,BOS,2,18,.400,5.9,,1.000,.600,.200,.000,.200,.000,,.400,.667,.000,,.000,,,.000,,,.200,0,,,,,0,0,mickejo01
132,Khris Middleton,SF,25,MIL,6,231,.397,15.5,,.756,.115,.103,.321,.218,.244,,.407,.667,.500,.400,.235,.368,,.417,1.000,,.026,2,,.316,.333,,0,0,middlkh01
133,C.J. Miles,SF,29,IND,4,82,.458,19.4,,.333,.125,.083,.042,.083,.667,,.750,1.000,.500,.000,1.000,.313,,.667,1.000,,.042,1,,.313,.200,,0,0,milescj01
134,Patty Mills,PG,28,SAS,16,416,.407,19.7,,.364,.136,.057,.014,.157,.636,,.490,.632,.625,.000,.364,.360,,.280,.906,,.000,0,,.213,.421,,1,0,millspa02
135,Paul Millsap,PF,31,ATL,6,219,.505,10.7,,.828,.293,.242,.212,.081,.172,,.573,.655,.542,.571,.375,.176,,.617,.667,,.030,2,,.059,.000,,0,0,millspa01
136,Nikola Mirotić,PF,25,CHI,6,162,.340,19.6,,.300,.120,.120,.020,.040,.700,,.467,1.000,.167,.000,.000,.286,,.714,.900,,.000,0,,.314,.182,,0,0,mirotni01
137,Greg Monroe,C,26,MIL,6,141,.529,3.8,,1.000,.588,.294,.078,.039,.000,,.529,.633,.400,.250,.500,,,.630,,,.020,1,,,,,0,0,monrogr01
138,Markieff Morris,PF,27,WAS,13,373,.407,13.2,,.738,.221,.200,.159,.152,.262,,.421,.563,.310,.391,.409,.368,,.667,.929,,.062,8,,.263,.400,,1,0,morrima02
139,Anthony Morrow,SG,31,CHI,3,29,.556,10.8,,1.000,.222,.333,.111,.333,.000,,.556,.500,.333,1.000,.667,,,.800,,,.000,0,,,,,0,0,morroan01
140,Dejounte Murray,PG,20,SAS,11,168,.377,6.9,,.951,.475,.213,.230,.033,.049,,.397,.483,.462,.214,.000,.000,,.348,,,.033,1,,.667,.000,,0,0,murrade01
