,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
16,Matt Barnes,SF,30,LAL,10,131,.395,11.0,,.684,.474,.105,.000,.105,.316,,.500,.667,.250,,.000,.167,,.615,1.000,,.026,1,,.417,.200,,0,0,barnema02
17,Earl Barron,C,29,POR,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,barroea01
18,Brandon Bass,PF,25,ORL,6,139,.421,13.6,,1.000,.184,.053,.211,.553,.000,,.421,.714,.000,.375,.381,,,.813,,,.132,4,,,,,0,0,bassbr01
19,Tony Battie,C,34,PHI,5,38,.429,12.2,,1.000,.000,.286,.429,.286,.000,,.429,,1.000,.333,.000,,,.667,,,.000,0,,,,,0,0,battito01
20,Shane Battier,SF,32,MEM,13,339,.439,14.5,,.561,.227,.258,.061,.015,.439,,.568,.600,.529,.500,1.000,.276,,.429,1.000,,.000,0,,.552,.250,,2,0,battish01
21,Nicolas Batum,SF,22,POR,6,151,.413,18.3,,.435,.196,.130,.065,.043,.565,,.600,.556,.667,.667,.500,.269,,.333,.857,,.043,2,,.346,.111,,1,0,batumni01
22,Marco Belinelli,SG,24,NOH,6,173,.365,17.7,,.587,.095,.095,.175,.222,.413,,.405,.667,.500,.455,.214,.308,,.800,1.000,,.016,1,,.269,.286,,0,0,belinma01
23,Mike Bibby,PG,32,MIA,20,415,.281,21.7,,.313,.031,.021,.052,.208,.688,,.333,.667,.000,.600,.250,.258,,.200,1.000,,.000,0,,.318,.238,,0,0,bibbymi01
24,Chauncey Billups,PG,34,NYK,1,35,.273,20.2,,.455,.091,.000,.091,.273,.545,,.200,.000,,1.000,.000,.333,,.000,.500,,.000,0,,.167,.000,,0,0,billuch01
25,DeJuan Blair,PF,21,SAS,4,50,.333,3.5,,1.000,.571,.381,.048,.000,.000,,.333,.583,.000,.000,,,,.571,,,.048,0,,,,,0,0,blairde01
26,Steve Blake,PG,30,LAL,9,145,.304,22.2,,.217,.043,.043,.000,.130,.783,,.200,.000,.000,,.333,.333,,.000,.833,,.000,0,,.333,.333,,0,0,blakest01
27,Keith Bogans,SG,30,CHI,16,307,.406,21.7,,.145,.087,.014,.014,.029,.855,,.300,.500,.000,.000,.000,.424,,1.000,1.000,,.000,0,,.525,.323,,0,0,boganke01
28,Matt Bonner,PF,30,SAS,6,123,.480,20.6,,.280,.000,.160,.080,.040,.720,,.857,,1.000,1.000,.000,.333,,.500,1.000,,.000,0,,.278,.400,,0,0,bonnema01
29,Carlos Boozer,C,29,CHI,16,507,.433,7.7,,.994,.421,.213,.185,.174,.006,,.435,.453,.342,.394,.548,.000,,.714,,,.067,10,,1.000,.000,,0,0,boozeca01
30,Chris Bosh*,PF,26,MIA,21,834,.474,10.4,,.986,.313,.175,.162,.337,.014,,.481,.626,.314,.426,.459,.000,,.652,,,.065,18,,.000,,,0,0,boshch01
31,Elton Brand,PF,31,PHI,5,185,.548,10.3,,1.000,.177,.210,.532,.081,.000,,.548,.727,.615,.515,.200,,,.500,,,.032,2,,,,,0,0,brandel01
32,Corey Brewer,SG,24,DAL,6,23,.444,14.2,,.667,.333,.222,.000,.111,.333,,.500,.667,.500,,.000,.333,,.333,1.000,,.111,1,,.667,.500,,0,0,breweco01
33,Ronnie Brewer,SG,25,CHI,16,260,.480,12.6,,.860,.340,.100,.040,.380,.140,,.488,.765,.000,.000,.421,.429,,.810,1.000,,.100,5,,.286,.500,,0,0,brewero02
34,Shannon Brown,SG,25,LAL,10,166,.459,15.9,,.590,.230,.098,.033,.230,.410,,.583,.857,.667,.500,.286,.280,,.476,1.000,,.049,3,,.320,.250,,0,0,brownsh01
35,Kobe Bryant*,SG,32,LAL,10,354,.446,14.6,,.780,.113,.204,.253,.210,.220,,.490,.619,.500,.468,.436,.293,,.366,.583,,.022,4,,.073,.000,,0,0,bryanko01
36,Rasual Butler,SG,31,CHI,3,7,1.000,25.9,,.000,.000,.000,.000,.000,1.000,,,,,,,1.000,,,1.000,,.000,0,,.000,,,0,0,butlera01
37,Andrew Bynum,C,23,LAL,10,320,.543,5.1,,1.000,.429,.400,.152,.019,.000,,.543,.689,.405,.438,1.000,,,.579,,,.095,10,,,,,0,0,bynuman01
38,Marcus Camby,C,36,POR,6,167,.455,6.2,,.955,.545,.182,.091,.136,.045,,.429,.583,.250,.000,.333,1.000,,.556,1.000,,.091,2,,1.000,1.000,,0,0,cambyma01
39,Brian Cardinal,SF,33,DAL,9,37,.750,23.8,,.000,.000,.000,.000,.000,1.000,,,,,,,.750,,,1.000,,.000,0,,.500,1.000,,0,0,cardibr01
40,Anthony Carter,PG,35,NYK,4,49,.533,12.8,,.800,.267,.200,.000,.333,.200,,.583,.500,.333,,.800,.333,,.429,1.000,,.000,0,,.000,,,0,0,cartean01
41,Mario Chalmers,PG,24,MIA,21,511,.435,19.6,,.323,.105,.105,.065,.048,.677,,.550,.846,.538,.125,.500,.381,,.364,.938,,.000,0,,.452,.421,,1,0,chalmma01
42,Tyson Chandler,C,28,DAL,21,680,.582,2.7,,1.000,.786,.153,.010,.051,.000,,.582,.662,.400,.000,.000,,,.754,,,.296,27,,,,,0,0,chandty01
43,Wilson Chandler,SF,23,DEN,5,115,.276,16.3,,.759,.138,.069,.172,.379,.241,,.318,.500,.500,.200,.273,.143,,.286,1.000,,.000,0,,.429,.000,,0,0,chandwi01
44,Earl Clark,SF,23,ORL,1,6,.333,13.1,,1.000,.333,.000,.000,.667,.000,,.333,1.000,,,.000,,,.000,,,.000,0,,,,,0,0,clarkea01
45,Jason Collins,C,32,ATL,12,158,.643,7.0,,1.000,.643,.000,.143,.214,.000,,.643,.556,,1.000,.667,,,.778,,,.071,1,,,,,0,0,collija04
46,Darren Collison,PG,23,IND,5,146,.391,11.9,,.870,.196,.261,.130,.283,.130,,.350,.333,.333,.333,.385,.667,,.214,.250,,.000,0,,.333,.500,,0,0,collida01
47,Nick Collison,C,30,OKC,17,413,.632,4.6,,1.000,.711,.105,.053,.132,.000,,.632,.611,.625,.250,.900,,,.625,,,.171,13,,,,,0,0,collini01
48,Mike Conley,PG,23,MEM,13,507,.388,13.1,,.798,.246,.175,.104,.273,.202,,.411,.511,.281,.421,.400,.297,,.183,.818,,.000,0,,.054,.500,,0,0,conlemi01
49,Daequan Cook,SG,23,OKC,17,195,.393,24.1,,.179,.054,.018,.000,.107,.821,,.600,1.000,1.000,,.333,.348,,.833,1.000,,.018,1,,.522,.417,,4,0,cookda02
50,Jamal Crawford,SG,30,ATL,12,358,.394,18.1,,.613,.097,.116,.090,.310,.387,,.421,.533,.389,.357,.417,.350,,.350,.667,,.000,0,,.233,.500,,0,0,crawfja01
51,Glen Davis,C,25,BOS,9,191,.391,10.5,,.978,.239,.261,.174,.304,.022,,.400,.364,.333,.375,.500,.000,,.611,,,.000,0,,.000,,,0,0,davisgl01
52,Luol Deng,SF,25,CHI,16,687,.426,13.9,,.704,.274,.143,.078,.209,.296,,.469,.603,.394,.389,.375,.324,,.658,.909,,.022,5,,.382,.346,,1,1,denglu01
53,Toney Douglas,SG,24,NYK,4,112,.366,16.0,,.561,.220,.098,.098,.146,.439,,.348,.444,.250,.250,.333,.389,,.250,.571,,.000,0,,.222,.250,,0,0,douglto01
54,Chris Duhon,PG,28,ORL,1,4,.500,25.7,,.000,.000,.000,.000,.000,1.000,,,,,,,.500,,,1.000,,.000,0,,.000,,,0,0,duhonch01
55,Tim Duncan*,C,34,SAS,6,212,.478,6.2,,1.000,.435,.319,.145,.101,.000,,.478,.700,.273,.500,.143,,,.576,,,.116,7,,,,,0,0,duncati01
56,Mike Dunleavy,SG,30,IND,5,72,.350,20.5,,.500,.100,.000,.050,.350,.500,,.400,.500,,1.000,.286,.300,,.750,1.000,,.000,0,,.100,1.000,,0,0,dunlemi02
57,Kevin Durant,SF,22,OKC,17,722,.449,15.5,,.684,.180,.125,.165,.214,.316,,.500,.758,.419,.421,.392,.339,,.542,.811,,.081,26,,.083,.333,,0,0,duranke01
58,Patrick Ewing,SF,26,NOH,2,2,1.000,24.2,,.000,.000,.000,.000,.000,1.000,,,,,,,1.000,,,1.000,,.000,0,,1.000,1.000,,0,0,ewingpa02
59,Raymond Felton,SG,26,DEN,5,152,.360,14.0,,.680,.200,.240,.040,.200,.320,,.412,.400,.417,.500,.400,.250,,.286,.500,,.000,0,,.188,.000,,0,0,feltora01
60,Rudy Fernández,SG,25,POR,6,81,.222,17.0,,.444,.222,.056,.167,.000,.556,,.125,.250,.000,.000,,.300,,1.000,.667,,.000,0,,.100,.000,,0,0,fernaru01
61,Landry Fields,SG,22,NYK,4,71,.200,13.5,,.733,.200,.267,.067,.200,.267,,.273,.667,.000,.000,.333,.000,,1.000,,,.000,0,,.250,.000,,0,0,fieldla01
62,Derek Fisher,PG,36,LAL,10,325,.433,15.3,,.746,.224,.134,.015,.373,.254,,.440,.600,.444,.000,.360,.412,,.591,.857,,.000,0,,.176,.667,,0,0,fishede01
63,Gary Forbes,SF,25,DEN,1,2,.000,1.1,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,forbega01
64,T.J. Ford,PG,27,IND,2,14,1.000,33.3,,.667,.000,.000,.000,.667,.333,,1.000,,,,1.000,1.000,,.500,1.000,,.000,0,,.000,,,1,1,fordtj01
65,Jeff Foster,C,34,IND,5,93,.583,7.6,,1.000,.417,.250,.083,.250,.000,,.583,.600,.333,1.000,.667,,,.857,,,.000,0,,,,,0,0,fosteje01
66,Danilo Gallinari,SF,22,DEN,5,148,.432,15.0,,.659,.273,.045,.136,.205,.341,,.414,.417,.000,.333,.556,.467,,.250,1.000,,.068,2,,.200,.000,,0,0,gallida01
67,Kevin Garnett*,PF,34,BOS,9,328,.441,10.2,,.992,.236,.268,.189,.299,.008,,.444,.667,.441,.333,.342,.000,,.571,,,.047,6,,.000,,,0,0,garneke01
68,Marc Gasol,C,26,MEM,13,519,.511,7.3,,.986,.312,.418,.135,.121,.014,,.518,.614,.492,.526,.353,.000,,.653,,,.028,3,,.000,,,0,0,gasolma01
69,Pau Gasol*,C,30,LAL,10,358,.420,8.3,,.982,.295,.330,.277,.080,.018,,.418,.515,.459,.323,.222,.500,,.565,1.000,,.027,3,,1.000,.500,,0,0,gasolpa01
70,Paul George,SG,20,IND,5,133,.303,12.9,,.606,.394,.091,.030,.091,.394,,.350,.308,.333,1.000,.333,.231,,.286,1.000,,.091,3,,.462,.333,,0,0,georgpa01
71,Taj Gibson,PF,25,CHI,16,284,.566,10.0,,.987,.382,.158,.092,.355,.013,,.573,.793,.500,.143,.481,.000,,.721,,,.132,9,,.000,,,1,0,gibsota01
72,Manu Ginóbili*,SG,33,SAS,5,174,.443,15.6,,.600,.243,.143,.071,.143,.400,,.524,.765,.200,.600,.400,.321,,.409,.778,,.014,1,,.321,.222,,2,1,ginobma01
73,Danny Granger,SF,27,IND,5,183,.478,15.1,,.744,.244,.044,.133,.322,.256,,.522,.727,.500,.417,.414,.348,,.286,1.000,,.011,1,,.174,.250,,0,0,grangda01
74,Aaron Gray,C,26,NOH,6,87,.692,4.7,,1.000,.462,.462,.000,.077,.000,,.692,.833,.500,,1.000,,,.889,,,.000,0,,,,,0,0,grayaa01
75,Danny Green,SG,23,SAS,4,7,.333,22.1,,.333,.167,.000,.000,.167,.667,,.500,1.000,,,.000,.250,,1.000,1.000,,.167,1,,.250,.000,,0,0,greenda02
76,Jeff Green,SF,24,BOS,9,173,.434,13.3,,.698,.264,.264,.057,.113,.302,,.432,.643,.286,.333,.333,.438,,.688,1.000,,.057,3,,.688,.545,,1,0,greenje02
77,Willie Green,SG,29,NOH,6,84,.389,15.2,,.750,.083,.194,.194,.278,.250,,.444,.667,.714,.429,.200,.222,,.583,1.000,,.028,1,,.333,.333,,0,0,greenwi01
78,Hamed Haddadi,C,25,MEM,9,31,.300,10.9,,.900,.300,.500,.100,.000,.100,,.333,1.000,.000,.000,,.000,,.667,,,.200,2,,.000,,,1,0,haddaha01
79,Tyler Hansbrough,PF,25,IND,5,164,.333,9.3,,1.000,.417,.150,.100,.333,.000,,.333,.320,.444,.333,.300,,,.700,,,.050,3,,,,,0,0,hansbty01
80,James Harden,SG,21,OKC,17,537,.475,16.0,,.453,.295,.058,.022,.079,.547,,.683,.707,.625,.333,.727,.303,,.233,.913,,.058,8,,.197,.333,,0,0,hardeja01
81,Al Harrington,PF,30,DEN,5,70,.455,14.4,,.545,.273,.136,.091,.045,.455,,.417,.667,.000,.000,1.000,.500,,.800,1.000,,.045,1,,.400,.500,,0,0,harrial01
82,Udonis Haslem,PF,30,MIA,12,290,.397,10.4,,1.000,.294,.132,.279,.294,.000,,.397,.700,.222,.316,.250,,,.926,,,.088,5,,,,,0,0,hasleud01
83,Spencer Hawes,C,22,PHI,5,98,.364,9.0,,.970,.273,.333,.212,.152,.030,,.375,.667,.273,.286,.200,.000,,.750,,,.091,2,,.000,,,0,0,hawessp01
84,Brendan Haywood,C,31,DAL,18,275,.581,2.7,,1.000,.710,.226,.065,.000,.000,,.581,.727,.286,.000,,,,.667,,,.323,9,,,,,0,0,haywobr01
85,Roy Hibbert,C,24,IND,5,132,.444,7.6,,1.000,.400,.289,.111,.200,.000,,.444,.556,.308,.400,.444,,,.600,,,.044,2,,,,,0,0,hibbero01
86,Nenê,C,28,DEN,5,162,.478,5.2,,1.000,.652,.109,.174,.065,.000,,.478,.533,.400,.250,.667,,,.636,,,.261,8,,,,,0,0,hilarne01
87,George Hill,PG,24,SAS,6,189,.400,13.3,,.700,.320,.140,.120,.120,.300,,.457,.500,.143,.833,.333,.267,,.375,.750,,.020,1,,.467,.429,,1,0,hillge01
88,Kirk Hinrich,PG,30,ATL,6,173,.500,18.3,,.635,.096,.077,.058,.404,.365,,.545,.600,.500,.667,.524,.421,,.444,1.000,,.000,0,,.053,1.000,,0,0,hinriki01
89,Jrue Holiday,PG,20,PHI,5,188,.414,14.9,,.638,.224,.121,.138,.155,.362,,.351,.615,.143,.125,.333,.524,,.308,.818,,.000,0,,.333,.429,,0,0,holidjr01
90,Al Horford,C,24,ATL,12,468,.423,13.0,,.985,.197,.153,.124,.511,.015,,.430,.778,.381,.235,.357,.000,,.810,,,.080,11,,.000,,,0,0,horfoal01
91,Eddie House,SG,32,MIA,7,48,.235,22.3,,.412,.000,.000,.118,.294,.588,,.143,,,.000,.200,.300,,1.000,1.000,,.000,0,,.300,.333,,0,0,houseed01
92,Dwight Howard,C,25,ORL,6,258,.630,4.8,,.988,.432,.519,.037,.000,.012,,.638,.857,.476,.333,,.000,,.490,,,.198,16,,.000,,,1,0,howardw01
93,Juwan Howard,PF,37,MIA,11,60,.444,6.6,,1.000,.222,.556,.222,.000,.000,,.444,.500,.200,1.000,,,,.750,,,.000,0,,,,,0,0,howarju01
94,Serge Ibaka,PF,21,OKC,17,490,.462,10.0,,.993,.331,.172,.138,.352,.007,,.465,.688,.280,.400,.373,.000,,.687,,,.117,17,,1.000,.000,,0,0,ibakase01
95,Andre Iguodala,SF,27,PHI,5,182,.423,15.0,,.731,.288,.000,.077,.365,.269,,.500,.733,,.000,.421,.214,,.368,1.000,,.173,9,,.286,.250,,0,0,iguodan01
96,Zydrunas Ilgauskas,C,35,MIA,9,104,.467,8.2,,1.000,.400,.233,.100,.267,.000,,.467,.500,.571,.333,.375,,,.571,,,.033,1,,,,,0,0,ilgauzy01
97,D.J. Mbenga,C,30,NOH,5,26,1.000,6.5,,1.000,.500,.000,.500,.000,.000,,1.000,1.000,,1.000,,,,.500,,,.000,0,,,,,0,0,mbengdj01
98,Royal Ivey,SG,29,OKC,2,6,1.000,22.6,,.000,.000,.000,.000,.000,1.000,,,,,,,1.000,,,1.000,,.000,0,,1.000,1.000,,0,0,iveyro01
99,Jarrett Jack,SG,27,NOH,6,111,.353,14.0,,.853,.147,.235,.176,.294,.147,,.414,.200,.625,.333,.400,.000,,.333,,,.000,0,,.200,.000,,0,0,jackja01
100,LeBron James,SF,26,MIA,21,922,.466,13.1,,.772,.279,.155,.118,.220,.228,,.500,.702,.414,.364,.378,.353,,.278,.500,,.078,28,,.094,.375,,0,0,jamesle01
101,Richard Jefferson,SF,30,SAS,6,176,.387,18.6,,.452,.161,.065,.000,.226,.548,,.429,.600,.000,,.429,.353,,.833,1.000,,.032,1,,.294,.800,,0,0,jefferi01
102,Jared Jeffries,PF,29,NYK,4,85,.478,2.3,,1.000,.826,.130,.043,.000,.000,,.478,.474,.667,.000,,,,.727,,,.043,1,,,,,0,0,jeffrja01
103,Armon Johnson,PG,21,POR,2,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,johnsar02
104,Chris Johnson,C,25,POR,4,19,1.000,0.4,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,1.000,1,,,,,0,0,johnsch03
105,Joe Johnson,SG,29,ATL,12,497,.439,15.0,,.788,.106,.202,.167,.313,.212,,.442,.524,.500,.455,.371,.429,,.290,.667,,.010,2,,.238,.200,,0,0,johnsjo02
106,Trey Johnson,SG,26,LAL,3,12,.200,20.3,,.800,.000,.000,.000,.800,.200,,.250,,,,.250,.000,,1.000,,,.000,0,,.000,,,0,0,johnstr01
107,Dahntay Jones,SG,30,IND,3,50,.450,9.5,,.850,.350,.300,.050,.150,.150,,.529,.571,.500,1.000,.333,.000,,.111,,,.000,0,,.667,.000,,0,0,jonesda02
108,James Jones,SF,30,MIA,12,272,.471,22.6,,.275,.000,.020,.020,.235,.725,,.500,,1.000,1.000,.417,.459,,.429,1.000,,.000,0,,.486,.444,,0,0,jonesja02
109,Jason Kidd*,PG,37,DAL,21,744,.398,21.3,,.286,.075,.050,.031,.130,.714,,.457,.500,.125,.400,.571,.374,,.190,.837,,.000,0,,.113,.231,,1,0,kiddja01
110,Kyle Korver,SG,29,CHI,16,276,.388,20.7,,.469,.041,.041,.031,.357,.531,,.348,.500,.000,.333,.371,.423,,.813,.955,,.010,1,,.231,.333,,0,0,korveky01
111,Kosta Koufos,C,21,DEN,1,2,1.000,4.2,,1.000,.000,1.000,.000,.000,.000,,1.000,,1.000,,,,,.000,,,.000,0,,,,,0,0,koufoko01
112,Nenad Krstić,C,27,BOS,7,56,.625,11.2,,1.000,.375,.125,.000,.500,.000,,.625,1.000,.000,,.500,,,.800,,,.125,1,,,,,0,0,krstine01
113,Carl Landry,PF,27,NOH,6,213,.456,7.6,,1.000,.412,.250,.118,.221,.000,,.456,.643,.294,.500,.267,,,.839,,,.118,8,,,,,0,0,landrca01
114,Ty Lawson,PG,23,DEN,5,167,.500,11.2,,.788,.404,.154,.058,.173,.212,,.512,.714,.250,.333,.333,.455,,.048,1.000,,.000,0,,.273,.667,,1,0,lawsoty01
115,Jamaal Magloire,C,32,MIA,3,18,.400,2.2,,1.000,1.000,.000,.000,.000,.000,,.400,.400,,,,,,.500,,,.400,1,,,,,0,0,magloja01
116,Ian Mahinmi,C,24,DAL,6,33,.600,9.1,,1.000,.200,.200,.600,.000,.000,,.600,1.000,.000,.667,,,,.667,,,.000,0,,,,,0,0,mahinia01
117,Shawn Marion,SF,32,DAL,21,690,.467,6.1,,.978,.373,.458,.129,.018,.022,,.477,.631,.408,.310,.250,.000,,.600,,,.084,18,,.600,.000,,1,0,mariosh01
118,Kenyon Martin,PF,33,DEN,5,148,.480,9.0,,1.000,.260,.340,.120,.280,.000,,.480,.615,.412,.333,.500,,,.750,,,.100,4,,,,,0,0,martike01
119,Roger Mason,SG,30,NYK,3,55,.389,21.5,,.278,.056,.000,.056,.167,.722,,.400,.000,,1.000,.333,.385,,.500,.600,,.000,0,,.462,.333,,0,0,masonro01
120,Wesley Matthews,SG,24,POR,6,202,.474,13.3,,.632,.263,.211,.053,.105,.368,,.528,.733,.417,.000,.500,.381,,.632,1.000,,.018,1,,.429,.556,,0,0,matthwe02
121,Eric Maynor,PG,23,OKC,17,220,.377,15.8,,.675,.169,.299,.091,.117,.325,,.385,.615,.304,.143,.444,.360,,.050,.778,,.000,0,,.080,.000,,5,0,maynoer01
122,O.J. Mayo,SG,23,MEM,13,362,.388,14.6,,.634,.254,.127,.112,.142,.366,,.376,.529,.235,.067,.474,.408,,.500,1.000,,.022,3,,.347,.529,,2,0,mayooj01
123,Antonio McDyess,PF,36,SAS,6,145,.417,13.3,,1.000,.250,.028,.139,.583,.000,,.417,.556,.000,.200,.429,,,.867,,,.056,1,,,,,0,0,mcdyean01
124,Josh McRoberts,PF,23,IND,5,79,.333,6.6,,.958,.500,.250,.042,.167,.042,,.348,.417,.333,.000,.250,.000,,.500,,,.000,0,,.000,,,0,0,mcrobjo01
125,Jodie Meeks,SG,23,PHI,5,125,.419,19.5,,.419,.129,.032,.032,.226,.581,,.385,.500,.000,.000,.429,.444,,.600,1.000,,.000,0,,.222,.500,,0,0,meeksjo01
126,Andre Miller,PG,34,POR,6,194,.493,11.3,,.851,.313,.194,.149,.194,.149,,.509,.714,.308,.300,.538,.400,,.207,1.000,,.000,0,,.100,.000,,0,0,millean02
127,Mike Miller,SG,30,MIA,18,215,.340,20.7,,.302,.151,.038,.019,.094,.698,,.438,.500,.500,.000,.400,.297,,.286,1.000,,.019,1,,.243,.333,,1,0,millemi01
128,Patty Mills,PG,22,POR,2,5,.000,13.0,,.500,.500,.000,.000,.000,.500,,.000,.000,,,,.000,,,,,.000,0,,.000,,,0,0,millspa02
129,Nazr Mohammed,C,33,OKC,14,148,.412,7.1,,1.000,.500,.118,.235,.147,.000,,.412,.471,.250,.375,.400,,,.786,,,.118,3,,,,,0,0,mohamna01
130,Troy Murphy,PF,30,BOS,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,murphtr01
131,Gary Neal,SG,26,SAS,6,111,.370,17.5,,.587,.065,.196,.109,.217,.413,,.444,1.000,.111,.400,.600,.263,,.250,.800,,.000,0,,.263,.000,,0,0,nealga01
132,Jameer Nelson,PG,28,ORL,6,216,.378,14.8,,.683,.305,.122,.073,.183,.317,,.446,.600,.400,.167,.333,.231,,.080,.667,,.000,0,,.154,.250,,3,0,nelsoja01
133,Joakim Noah,C,25,CHI,16,529,.411,3.4,,1.000,.710,.250,.000,.040,.000,,.411,.409,.419,,.400,,,.588,,,.129,13,,,,,0,0,noahjo01
134,Andrés Nocioni,SF,31,PHI,1,10,.000,22.0,,.333,.000,.000,.000,.333,.667,,.000,,,,.000,.000,,,,,.000,0,,.500,.000,,0,0,nocioan01
135,Steve Novak,SF,27,SAS,1,6,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,novakst01
136,Dirk Nowitzki*,PF,32,DAL,21,826,.485,12.5,,.874,.179,.162,.321,.212,.126,,.488,.648,.344,.472,.488,.460,,.485,.957,,.023,9,,.200,.200,,0,0,nowitdi01
137,Jermaine O'Neal,C,32,BOS,9,197,.488,6.9,,1.000,.395,.279,.209,.116,.000,,.488,.471,.583,.444,.400,,,.714,,,.047,1,,,,,0,0,onealje01
138,Shaquille O'Neal*,C,38,BOS,2,12,.500,4.4,,1.000,.500,.500,.000,.000,.000,,.500,1.000,.000,,,,,1.000,,,.000,0,,,,,0,0,onealsh01
139,Lamar Odom,PF,31,LAL,10,286,.459,10.5,,.796,.367,.245,.082,.102,.204,,.526,.667,.542,.250,.200,.200,,.537,.750,,.000,0,,.050,1.000,,1,0,odomla01
140,Emeka Okafor,C,28,NOH,6,188,.645,6.0,,1.000,.290,.516,.194,.000,.000,,.645,.889,.563,.500,,,,.850,,,.194,6,,,,,0,0,okafoem01
141,Zaza Pachulia,C,26,ATL,11,195,.478,5.6,,1.000,.522,.217,.130,.130,.000,,.478,.583,.200,.667,.333,,,.636,,,.043,1,,,,,0,0,pachuza01
142,Tony Parker*,PG,28,SAS,6,221,.462,9.2,,.914,.344,.280,.097,.194,.086,,.494,.656,.423,.444,.333,.125,,.238,1.000,,.000,0,,.500,.000,,0,0,parketo01
143,Chris Paul,PG,25,NOH,6,250,.545,14.7,,.753,.117,.195,.260,.182,.247,,.569,.556,.533,.550,.643,.474,,.030,.556,,.000,0,,.211,.500,,0,0,paulch01
