,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
144,Kendrick Perkins,C,26,OKC,17,479,.453,3.9,,1.000,.563,.359,.016,.063,.000,,.453,.556,.304,.000,.500,,,.517,,,.031,2,,,,,0,0,perkike01
145,Paul Pierce*,SF,33,BOS,9,343,.459,14.5,,.682,.250,.068,.182,.182,.318,,.465,.541,.200,.444,.481,.447,,.468,.905,,.007,1,,.085,.750,,0,0,piercpa01
146,Quincy Pondexter,SF,22,NOH,3,9,.167,18.7,,.500,.333,.167,.000,.000,.500,,.333,.500,.000,,,.000,,1.000,,,.167,1,,.667,.000,,1,0,pondequ01
147,Leon Powe,C,27,MEM,4,14,.250,9.5,,1.000,.375,.125,.125,.375,.000,,.250,.333,.000,.000,.333,,,1.000,,,.000,0,,,,,0,0,powele01
148,Josh Powell,PF,28,ATL,9,48,.556,8.6,,1.000,.444,.000,.333,.222,.000,,.556,.500,,.667,.500,,,.800,,,.111,1,,,,,0,0,poweljo01
149,A.J. Price,PG,24,IND,5,80,.371,19.7,,.543,.057,.114,.086,.286,.457,,.316,.500,.500,.000,.300,.438,,.167,.286,,.000,0,,.000,,,1,0,priceaj01
150,Zach Randolph,PF,29,MEM,13,515,.446,8.2,,.964,.281,.379,.161,.143,.036,,.454,.540,.424,.444,.375,.250,,.408,.500,,.000,0,,.250,.000,,0,0,randoza01
151,Theo Ratliff,C,37,LAL,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,ratlith01
152,JJ Redick,SG,26,ORL,6,120,.357,17.1,,.643,.143,.095,.095,.310,.357,,.519,.667,.250,.750,.462,.067,,.500,1.000,,.024,1,,.133,.000,,0,0,redicjj01
153,Jason Richardson,SG,30,ORL,5,153,.333,15.6,,.510,.275,.078,.059,.098,.490,,.346,.500,.250,.000,.200,.320,,.667,1.000,,.020,1,,.400,.300,,0,0,richaja01
154,Quentin Richardson,SF,30,ORL,6,98,.533,23.0,,.333,.133,.000,.000,.200,.667,,.600,1.000,,,.333,.500,,.667,1.000,,.133,2,,.200,1.000,,1,0,richaqu01
155,Nate Robinson,PG,26,OKC,3,12,.286,23.1,,.143,.000,.000,.143,.000,.857,,.000,,,.000,,.333,,,.500,,.000,0,,.167,.000,,0,0,robinna01
156,Rajon Rondo,PG,24,BOS,9,345,.477,7.2,,.972,.533,.140,.084,.215,.028,,.490,.596,.267,.333,.435,.000,,.333,,,.009,1,,.333,.000,,0,0,rondora01
157,Derrick Rose,PG,22,CHI,16,649,.396,13.5,,.731,.303,.176,.064,.189,.269,,.451,.570,.333,.333,.408,.248,,.177,.560,,.029,11,,.030,.000,,5,0,rosede01
158,Brandon Roy,SG,26,POR,6,138,.500,16.1,,.682,.114,.159,.159,.250,.318,,.600,1.000,.286,.571,.636,.286,,.167,.500,,.000,0,,.214,.000,,0,0,roybr01
159,Brandon Rush,SG,25,IND,5,55,.462,17.7,,.692,.231,.000,.000,.462,.308,,.333,.667,,,.167,.750,,.667,1.000,,.077,1,,.500,1.000,,0,0,rushbr01
160,Thabo Sefolosha,SG,26,OKC,17,344,.463,14.1,,.612,.343,.030,.060,.179,.388,,.659,.870,.500,.500,.333,.154,,.630,1.000,,.075,4,,.577,.200,,0,0,sefolth01
161,Ish Smith,PG,22,MEM,5,10,.667,8.8,,1.000,.000,.333,.667,.000,.000,,.667,,1.000,.500,,,,.000,,,.000,0,,,,,0,0,smithis01
162,J.R. Smith,SF,25,DEN,5,76,.356,17.7,,.533,.178,.067,.089,.200,.467,,.292,.500,.000,.250,.222,.429,,.429,.889,,.022,1,,.381,.500,,0,0,smithjr01
163,Jason Smith,C,24,NOH,6,58,.467,16.8,,1.000,.000,.067,.267,.667,.000,,.467,,.000,.500,.500,,,1.000,,,.000,0,,,,,0,0,smithja02
164,Joe Smith,PF,35,LAL,5,11,.000,16.8,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,smithjo02
165,Josh Smith,PF,25,ATL,12,438,.404,11.0,,.860,.310,.263,.041,.246,.140,,.449,.698,.400,.286,.214,.125,,.591,1.000,,.082,13,,.292,.000,,0,0,smithjo03
166,Marreese Speights,C,23,PHI,2,21,.167,9.8,,1.000,.333,.167,.167,.333,.000,,.167,.250,.000,.000,.250,,,1.000,,,.250,1,,,,,0,0,speigma01
167,Tiago Splitter,C,26,SAS,3,50,.625,2.4,,1.000,.750,.250,.000,.000,.000,,.625,.750,.250,,,,,.600,,,.000,0,,,,,0,0,splitti01
168,DeShawn Stevenson,SG,29,DAL,21,332,.349,22.0,,.181,.060,.048,.012,.060,.819,,.133,.200,.000,.000,.200,.397,,.500,.815,,.000,0,,.324,.545,,1,0,stevede01
169,Peja Stojaković,SF,33,DAL,19,350,.408,20.1,,.358,.067,.067,.058,.167,.642,,.465,.500,.375,.714,.400,.377,,.750,.966,,.000,0,,.338,.346,,1,0,stojape01
170,Amar'e Stoudemire,C,28,NYK,4,134,.382,8.2,,1.000,.400,.200,.109,.291,.000,,.382,.545,.273,.167,.313,,,.429,,,.055,3,,,,,0,0,stoudam01
171,Pape Sy,SF,22,ATL,4,11,.667,9.2,,1.000,.333,.333,.000,.333,.000,,.667,1.000,1.000,,.000,,,.500,,,.333,1,,,,,0,0,sypa01
172,Jeff Teague,PG,22,ATL,8,238,.514,9.5,,.903,.333,.292,.083,.194,.097,,.554,.667,.619,.500,.286,.143,,.306,1.000,,.042,3,,.000,,,0,0,teaguje01
173,Jason Terry,SG,33,DAL,21,684,.478,16.4,,.646,.112,.123,.164,.246,.354,,.497,.633,.515,.477,.439,.442,,.512,.881,,.011,3,,.368,.514,,0,0,terryja01
174,Etan Thomas,C,32,ATL,1,7,.000,1.7,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.500,0,,,,,0,0,thomaet01
175,Kurt Thomas,PF,38,CHI,7,74,.556,13.6,,.889,.222,.056,.222,.389,.111,,.625,.750,1.000,.750,.429,.000,,.800,,,.056,1,,.000,,,0,0,thomaku01
176,Ronny Turiaf,C,28,NYK,4,75,.667,1.5,,1.000,.917,.083,.000,.000,.000,,.667,.727,.000,,,,,.750,,,.000,0,,,,,0,0,turiaro01
177,Hedo Türkoğlu,SF,31,ORL,6,209,.294,16.0,,.559,.235,.059,.118,.147,.441,,.342,.500,.250,.250,.200,.233,,.385,.286,,.015,1,,.200,.333,,0,0,turkohe01
178,Evan Turner,SG,22,PHI,5,97,.447,11.2,,.868,.316,.158,.211,.184,.132,,.394,.500,.333,.250,.429,.800,,.692,1.000,,.026,1,,.200,.000,,0,0,turneev01
179,Greivis Vásquez,PG,24,MEM,13,142,.512,12.2,,.732,.268,.317,.049,.098,.268,,.567,.455,.538,1.000,.750,.364,,.000,.500,,.000,0,,.000,,,0,0,vasqugr01
180,Dwyane Wade*,SG,29,MIA,21,828,.485,10.6,,.861,.327,.223,.147,.164,.139,,.520,.713,.398,.345,.459,.269,,.305,.500,,.080,28,,.077,.750,,2,0,wadedw01
181,Von Wafer,SG,25,BOS,3,5,.000,13.9,,.500,.500,.000,.000,.000,.500,,.000,.000,,,,.000,,,,,.000,0,,.000,,,0,0,wafervo01
182,Henry Walker,SG,23,NYK,4,89,.300,14.9,,.633,.300,.167,.067,.100,.367,,.316,.222,.600,.000,.333,.273,,.333,1.000,,.033,0,,.273,.333,,1,0,walkebi01
183,Gerald Wallace,PF,28,POR,6,226,.448,9.6,,.746,.522,.104,.030,.090,.254,,.540,.657,.286,.500,.167,.176,,.444,1.000,,.045,3,,.235,.000,,0,0,wallage01
184,Luke Walton,SF,30,LAL,1,4,.000,23.5,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.500,.000,,0,0,waltolu01
185,C.J. Watson,PG,26,CHI,16,136,.339,17.1,,.732,.143,.071,.054,.464,.268,,.390,.750,.250,.667,.269,.200,,.125,.333,,.000,0,,.200,.333,,0,0,watsocj01
186,Delonte West,PG,27,BOS,9,170,.468,16.5,,.596,.170,.064,.191,.170,.404,,.536,.375,.667,.556,.625,.368,,.133,1.000,,.064,1,,.316,.500,,0,0,westde01
187,Russell Westbrook,PG,22,OKC,17,638,.394,11.2,,.860,.315,.166,.166,.213,.140,,.410,.528,.351,.333,.342,.292,,.132,.286,,.015,4,,.104,.400,,0,0,westbru01
188,Damien Wilkins,SF,31,ATL,8,39,.538,8.8,,.846,.538,.077,.154,.077,.154,,.636,.714,.000,.500,1.000,.000,,.429,,,.154,1,,.000,,,0,0,wilkida02
189,Lou Williams,SG,24,PHI,5,130,.327,15.9,,.615,.192,.173,.077,.173,.385,,.344,.600,.444,.000,.111,.300,,.364,.500,,.000,0,,.150,.333,,0,0,willilo02
190,Marvin Williams,SF,24,ATL,12,216,.393,14.7,,.804,.268,.071,.054,.411,.196,,.422,.400,.250,1.000,.391,.273,,.789,1.000,,.036,2,,.727,.125,,0,0,willima02
191,Shawne Williams,PF,24,NYK,4,101,.417,18.7,,.417,.125,.042,.125,.125,.583,,.400,.333,.000,.333,.667,.429,,.500,1.000,,.042,1,,.643,.444,,0,0,willish03
192,Metta World Peace,SF,31,LAL,9,287,.443,14.9,,.646,.253,.139,.089,.165,.354,,.510,.750,.455,.286,.308,.321,,.462,.778,,.013,1,,.250,.143,,0,0,artesro01
193,Sam Young,SF,25,MEM,13,256,.448,11.8,,.875,.333,.125,.052,.365,.125,,.476,.719,.333,.000,.371,.250,,.550,1.000,,.042,4,,.917,.273,,0,0,youngsa01
194,Thaddeus Young,PF,22,PHI,5,127,.417,7.3,,.983,.400,.350,.033,.200,.017,,.424,.625,.238,.500,.333,.000,,.720,,,.067,4,,.000,,,0,0,youngth01
