,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999
42,Patrick Beverley,PG,31,LAC,51,1342,60%,39%,1%,,,10.5,6.6,39,9,54,7,17,28,458,5,8,beverpa01
43,Khem Birch,C,27,ORL,48,922,,,,37%,64%,-6.9,-8.0,6,9,48,12,47,6,126,5,10,birchkh01
44,Goga Bitadze,C,20,IND,54,471,,,,2%,98%,-0.7,-3.4,7,5,38,8,13,1,54,1,3,bitadgo01
45,Bismack Biyombo,C,27,CHO,53,1029,,,,3%,97%,-6.6,0.7,12,12,51,13,60,3,116,12,33,biyombi01
46,Nemanja Bjelica,PF,31,SAC,72,2011,,,,81%,19%,-1.1,2.4,39,23,103,17,40,7,500,14,27,bjeline01
47,Eric Bledsoe,PG,30,MIL,61,1646,100%,,,,,11.8,3.5,75,39,39,24,106,15,799,32,39,bledser01
48,Bogdan Bogdanović,SG,27,SAC,61,1766,,52%,45%,3%,,-1.6,1.0,50,31,49,8,43,15,494,16,30,bogdabo01
49,Bojan Bogdanović,SF,30,UTA,63,2083,,5%,63%,33%,,5.5,8.0,79,46,38,10,110,9,324,27,72,bogdabo02
50,Bol Bol,PF,20,DEN,7,87,,,2%,92%,6%,-11.4,-13.9,2,3,8,2,5,0,13,1,1,bolbo01
51,Jonah Bolden,C,24,TOT,7,47,,,,21%,79%,-2.0,-2.9,1,1,5,0,1,1,0,0,1,boldejo01
51,Jonah Bolden,C,24,PHI,4,14,,,,34%,66%,-43.5,-46.1,1,1,2,0,1,0,0,0,0,boldejo01
51,Jonah Bolden,C,24,PHO,3,33,,,,15%,85%,15.7,15.4,0,0,3,0,0,1,0,0,1,boldejo01
52,Marques Bolden,C,21,CLE,1,3,,,,,100%,47.6,55.7,0,0,1,0,0,0,0,0,0,boldema01
53,Jordan Bone,PG,22,DET,10,53,97%,3%,,,,4.3,8.6,0,0,1,1,0,0,21,0,1,bonejo01
54,Isaac Bonga,SF,20,WAS,66,1250,,2%,72%,25%,1%,0.0,7.1,29,14,89,6,43,26,190,15,14,bongais01
55,Devin Booker,SG,23,PHO,70,2512,1%,86%,12%,1%,,2.1,6.0,137,65,65,46,187,24,1109,37,68,bookede01
56,Chris Boucher,C,27,TOR,62,819,,,,19%,81%,7.4,1.0,12,8,72,3,58,7,68,16,19,bouchch01
57,Brian Bowen,SF,21,IND,6,31,,23%,77%,,,19.4,17.3,1,0,1,0,0,1,0,0,1,bowenbr02
58,Ky Bowman,PG,22,GSW,45,1015,100%,,,,,-8.5,0.4,39,18,44,5,18,16,302,6,17,bowmaky01
59,Avery Bradley,SG,29,LAL,49,1186,,85%,14%,1%,,7.6,2.8,26,11,41,4,9,7,141,2,23,bradlav01
60,Tony Bradley,C,22,UTA,58,663,,,,,100%,-1.3,-4.4,4,2,75,17,21,1,62,6,20,bradlto01
61,Jarrell Brantley,PF,23,UTA,9,96,,,35%,61%,4%,-19.5,-22.4,3,2,5,2,1,0,28,0,1,brantja01
62,Ignas Brazdeikis,SF,21,NYK,9,53,,,92%,8%,,-14.3,-8.1,2,0,3,0,3,0,9,1,0,brazdig01
63,Corey Brewer,PF,33,SAC,5,33,,,20%,80%,,8.6,10.8,1,0,3,1,2,1,4,1,0,breweco01
64,Mikal Bridges,SF,23,PHO,73,2042,,12%,78%,10%,,3.2,6.5,41,17,87,6,44,26,316,11,33,bridgmi01
65,Miles Bridges,SF,21,CHO,65,1995,,3%,72%,25%,,-9.9,-7.5,47,18,61,15,58,7,285,13,44,bridgmi02
66,Oshae Brissett,SF,21,TOR,19,135,,,73%,26%,1%,15.3,9.0,3,2,9,1,4,0,20,0,5,brissos01
67,Ryan Broekhoff,SF,29,DAL,17,180,,4%,76%,21%,,0.9,-4.2,4,2,8,0,3,1,28,0,3,broekry01
68,Malcolm Brogdon,PG,27,IND,54,1666,64%,36%,1%,,,2.8,0.8,72,36,42,14,58,9,870,12,53,brogdma01
69,Dillon Brooks,SG,24,MEM,73,2112,,68%,32%,,,-1.0,-0.6,52,30,119,22,91,19,356,24,38,brookdi01
70,Bruce Brown,PG,23,DET,58,1634,53%,47%,,,,-3.8,0.6,61,25,85,9,54,9,550,11,43,brownbr01
71,Charlie Brown Jr.,SG,22,ATL,10,40,10%,57%,33%,,,37.0,45.5,2,0,2,0,3,1,5,1,0,brownch02
72,Jaylen Brown,SG,23,BOS,57,1934,,50%,46%,4%,,6.1,-0.8,42,46,65,15,111,8,280,25,66,brownja02
73,Moses Brown,C,20,POR,9,33,,,,,100%,-45.7,-45.2,2,0,6,1,4,0,2,0,0,brownmo01
74,Sterling Brown,SF,24,MIL,52,767,1%,30%,61%,8%,,4.8,-6.6,21,9,27,7,21,2,123,7,30,brownst02
75,Troy Brown Jr.,SF,20,WAS,69,1782,,21%,68%,11%,,-6.0,-3.0,38,22,53,10,61,14,421,17,46,browntr01
76,Jalen Brunson,PG,23,DAL,57,1022,96%,4%,,,,8.1,4.5,33,16,32,9,30,26,477,12,11,brunsja01
77,Thomas Bryant,C,22,WAS,46,1147,,,,6%,94%,-7.4,-4.2,17,9,48,18,62,4,189,22,14,bryanth01
78,Reggie Bullock,SG,28,NYK,29,684,2%,72%,26%,,,-5.4,1.2,10,5,25,1,9,6,96,4,9,bullore01
79,Trey Burke,PG,27,TOT,33,520,98%,3%,,,,2.5,-0.7,12,2,10,6,10,3,199,3,15,burketr01
79,Trey Burke,PG,27,PHI,25,329,100%,,,,,4.9,2.8,8,0,5,3,5,1,125,2,8,burketr01
79,Trey Burke,PG,27,DAL,8,191,93%,7%,,,,-1.5,-6.8,4,2,5,3,5,2,74,1,7,burketr01
80,Alec Burks,SF-SG,28,TOT,66,1754,7%,45%,46%,2%,,-6.3,0.0,57,14,48,13,120,18,438,27,43,burksal01
80,Alec Burks,SF,28,GSW,48,1390,8%,42%,49%,2%,,-9.2,-0.7,46,14,40,9,101,15,342,20,33,burksal01
80,Alec Burks,SG,28,PHI,18,364,5%,54%,38%,3%,,5.0,2.9,11,0,8,4,19,3,96,7,10,burksal01
81,Deonte Burton,SF,26,OKC,39,356,2%,22%,51%,24%,1%,-11.7,-15.0,8,3,18,3,7,1,44,4,7,burtode02
82,Jimmy Butler,SF,30,MIA,58,1959,,,64%,36%,,5.8,6.4,77,17,29,19,232,4,851,48,45,butleji01
83,Bruno Caboclo,C,24,TOT,30,244,,,,8%,92%,-4.6,-4.8,7,4,20,2,4,3,28,1,5,cabocbr01
83,Bruno Caboclo,C,24,MEM,22,192,,,,10%,90%,-3.1,-2.5,3,2,16,2,2,3,22,1,4,cabocbr01
83,Bruno Caboclo,C,24,HOU,8,52,,,,,100%,-10.2,-13.4,4,2,4,0,2,0,6,0,1,cabocbr01
84,Devontae Cacok,C,23,LAL,1,9,,,,,100%,17.5,11.8,0,0,0,0,0,0,2,0,0,cacokde01
85,Kentavious Caldwell-Pope,SG,26,LAL,69,1762,,35%,58%,7%,,4.5,-2.6,39,15,65,3,41,21,267,9,15,caldwke01
86,Vlatko Čančar,PF,22,DEN,14,45,,,20%,43%,37%,-7.6,-10.0,2,0,3,1,1,0,6,0,1,cancavl01
87,Clint Capela,C,25,HOU,39,1279,,,,,100%,2.4,-1.0,22,22,35,9,54,12,122,16,40,capelca01
88,DeMarre Carroll,SF-C,33,TOT,24,290,,,43%,55%,2%,0.5,-0.6,6,5,16,4,20,2,65,2,4,carrode01
88,DeMarre Carroll,SF,33,SAS,15,135,,,73%,27%,,7.2,8.7,4,1,8,4,10,0,26,0,2,carrode01
88,DeMarre Carroll,C,33,HOU,9,155,,,17%,79%,4%,-5.3,-8.7,2,4,8,0,10,2,39,2,2,carrode01
89,Jevon Carter,PG,24,PHO,58,945,100%,,,,,1.2,1.0,15,6,47,3,7,9,201,2,11,carteje01
90,Vince Carter,PF,43,ATL,60,876,,,7%,90%,4%,-9.4,-2.0,21,3,44,5,9,4,115,2,6,cartevi01
91,Wendell Carter Jr.,C,20,CHI,43,1256,,,,,100%,-0.9,4.0,17,23,83,22,66,10,132,10,32,cartewe01
92,Michael Carter-Williams,SG,28,ORL,45,833,32%,67%,1%,,,1.8,3.7,32,14,33,3,47,32,258,13,20,cartemi01
93,Alex Caruso,PG,25,LAL,64,1175,53%,46%,1%,,,10.4,7.1,34,15,37,3,34,26,291,9,24,carusal01
94,Willie Cauley-Stein,C,26,TOT,54,1097,,,,2%,98%,-5.5,2.0,13,13,67,7,34,4,165,8,18,caulewi01
94,Willie Cauley-Stein,C,26,GSW,41,940,,,,,100%,-7.1,2.4,12,13,57,5,28,4,141,5,16,caulewi01
94,Willie Cauley-Stein,C,26,DAL,13,157,,,,15%,85%,4.2,-0.7,1,0,10,2,6,0,24,3,2,caulewi01
95,Tyson Chandler,C,37,HOU,26,219,,,,,100%,4.7,1.8,1,1,21,4,6,2,13,1,1,chandty01
96,Wilson Chandler,PF,32,BRK,35,734,,,19%,78%,3%,-7.0,-8.0,11,7,46,5,9,1,99,2,4,chandwi01
97,Joe Chealey,PG,24,CHO,4,33,100%,,,,,-22.6,-15.7,1,0,1,0,1,0,2,0,1,chealjo01
98,Zylan Cheatham,PF,24,NOP,4,51,,,33%,67%,1%,-24.5,-23.5,1,0,5,1,0,0,7,0,0,cheatzy01
99,Chris Chiozza,PG,24,TOT,28,401,100%,,,,,10.7,13.3,23,6,10,2,3,7,208,1,7,chiozch01
99,Chris Chiozza,PG,24,WAS,10,123,100%,,,,,18.6,24.0,6,3,2,0,0,0,71,0,4,chiozch01
99,Chris Chiozza,PG,24,BRK,18,278,100%,,,,,7.2,8.5,17,3,8,2,3,7,137,1,3,chiozch01
100,Marquese Chriss,PF,22,GSW,59,1196,,,,36%,64%,-9.0,-0.2,29,17,57,21,68,7,270,12,23,chrisma01
101,Gary Clark,SF-PF,25,TOT,42,567,,,8%,88%,4%,-3.4,-4.4,5,3,29,1,5,3,43,2,1,clarkga01
101,Gary Clark,PF,25,HOU,18,212,,,4%,86%,10%,3.4,0.5,1,1,16,0,3,0,32,1,1,clarkga01
101,Gary Clark,SF,25,ORL,24,355,,,10%,89%,1%,-7.5,-7.2,4,2,13,1,2,3,11,1,0,clarkga01
102,Brandon Clarke,PF,23,MEM,58,1300,,,,80%,20%,-0.2,0.8,21,14,55,12,54,6,182,19,20,clarkbr01
103,Jordan Clarkson,SG,27,TOT,71,1705,5%,82%,13%,,,-0.3,2.0,38,31,44,11,71,4,341,25,52,clarkjo01
103,Jordan Clarkson,SG,27,CLE,29,666,2%,89%,8%,1%,,-6.3,2.2,21,9,12,3,37,1,174,15,22,clarkjo01
103,Jordan Clarkson,SG,27,UTA,42,1039,7%,77%,16%,,,3.6,1.9,17,22,32,8,34,3,167,10,30,clarkjo01
104,Nic Claxton,C,20,BRK,15,187,,,,29%,71%,-17.5,-17.8,0,4,5,4,9,2,37,3,5,claxtni01
105,Chris Clemons,SG,22,HOU,33,291,82%,18%,,,,-11.0,-15.3,11,2,14,2,2,6,64,0,4,clemoch01
106,Antonius Cleveland,SG,25,DAL,11,46,6%,26%,68%,,,-9.2,-14.3,1,0,6,0,2,0,2,1,2,clevean01
107,Amir Coffey,SG,22,LAC,18,159,,53%,43%,4%,,2.7,-3.9,5,1,12,1,3,0,37,1,4,coffeam01
108,John Collins,PF,22,ATL,41,1363,,,,53%,47%,-5.6,4.1,22,30,78,17,69,1,144,22,54,collijo01
109,Zach Collins,PF,22,POR,11,290,,,,79%,21%,7.3,8.9,5,3,23,4,3,2,34,0,6,colliza01
110,Mike Conley,PG,32,UTA,47,1363,100%,,,,,2.0,-0.4,55,23,35,7,57,30,499,12,15,conlemi01
111,Pat Connaughton,SG,27,MIL,67,1243,7%,57%,35%,2%,,5.1,-7.6,28,17,46,1,17,7,267,6,18,connapa01
112,Quinn Cook,PG,26,LAL,44,508,92%,8%,,,,5.0,-1.0,16,11,11,1,7,4,119,2,12,cookqu01
113,Tyler Cook,PF-SF,22,TOT,13,54,,,21%,20%,59%,-17.6,-13.3,0,2,5,0,4,0,2,0,0,cookty01
113,Tyler Cook,PF,22,CLE,11,35,,,,9%,92%,-21.2,-13.3,0,1,4,0,3,0,2,0,0,cookty01
113,Tyler Cook,SF,22,DEN,2,19,,,58%,42%,,-11.0,-13.3,0,1,1,0,1,0,0,0,0,cookty01
114,Robert Covington,PF-C,29,TOT,70,2137,,,7%,69%,25%,0.2,3.5,43,25,111,13,57,18,217,15,23,covinro01
114,Robert Covington,PF,29,MIN,48,1411,,,10%,89%,,-2.5,3.9,32,17,71,7,42,13,132,11,14,covinro01
114,Robert Covington,C,29,HOU,22,726,,,,28%,72%,5.3,2.9,11,8,40,6,15,5,85,4,9,covinro01
115,Allen Crabbe,SG-SF,27,TOT,37,653,10%,51%,39%,1%,,-16.5,-10.6,5,6,29,2,7,2,81,2,7,crabbal01
115,Allen Crabbe,SG,27,ATL,28,522,12%,63%,25%,1%,,-15.4,-8.9,3,3,23,2,6,2,68,2,7,crabbal01
115,Allen Crabbe,SF,27,MIN,9,131,,6%,93%,1%,,-21.1,-17.3,2,3,6,0,1,0,13,0,0,crabbal01
116,Torrey Craig,SF,29,DEN,58,1072,,22%,73%,5%,,-5.7,-11.3,11,4,77,4,15,5,110,6,10,craigto01
117,Jamal Crawford,SG,39,BRK,1,6,,100%,,,,28.6,29.3,0,0,0,0,0,0,7,0,0,crawfja01
118,Jae Crowder,SF-PF,29,TOT,65,1875,,3%,67%,29%,1%,-2.1,-3.7,40,12,66,10,44,17,373,10,21,crowdja01
118,Jae Crowder,SF,29,MEM,45,1322,,4%,91%,5%,,-3.5,-4.5,31,11,40,6,32,12,285,7,14,crowdja01
118,Jae Crowder,PF,29,MIA,20,553,,,8%,87%,5%,1.4,-1.8,9,1,26,4,12,5,88,3,7,crowdja01
119,Jarrett Culver,SG,20,MIN,63,1506,11%,58%,30%,,,-3.4,2.3,32,20,69,15,55,4,266,10,53,culveja01
120,Seth Curry,SG,29,DAL,64,1576,,73%,27%,1%,,3.8,-2.0,24,19,39,7,28,11,306,10,14,curryse01
121,Stephen Curry,PG,31,GSW,5,139,100%,,,,,-14.9,-6.4,9,4,3,2,13,1,77,3,4,curryst01
122,Troy Daniels,SG,28,TOT,47,532,8%,38%,53%,2%,,2.4,-3.3,3,3,19,2,7,1,42,4,4,danietr01
122,Troy Daniels,SG,28,LAL,41,456,,37%,61%,2%,,3.0,-3.3,2,3,15,1,7,1,35,4,4,danietr01
122,Troy Daniels,SG,28,DEN,6,76,57%,43%,,,,-1.1,-3.4,1,0,4,1,0,0,7,0,0,danietr01
123,Anthony Davis,PF,26,LAL,62,2131,,,,60%,40%,4.7,-3.0,70,47,99,16,179,16,487,54,41,davisan02
124,Ed Davis,C,30,UTA,28,303,,,,,100%,-16.5,-20.5,4,1,38,4,4,0,31,2,6,davised01
125,Terence Davis,SG,22,TOR,72,1209,7%,61%,33%,,,8.6,3.0,38,18,53,9,26,4,281,11,28,daviste02
126,Dewayne Dedmon,C,30,TOT,44,774,,,,,100%,-2.0,2.0,22,10,68,17,18,7,51,8,13,dedmode01
126,Dewayne Dedmon,C,30,SAC,34,541,,,,,100%,-3.0,-1.0,16,9,47,14,12,4,35,4,9,dedmode01
126,Dewayne Dedmon,C,30,ATL,10,233,,,,,100%,0.4,9.0,6,1,21,3,6,3,16,4,4,dedmode01
127,Matthew Dellavedova,PG,29,CLE,57,821,56%,44%,,,,0.3,11.2,43,12,26,3,11,19,419,3,7,dellama01
128,DeMar DeRozan,SF,30,SAS,68,2316,,,71%,29%,,-2.5,-4.1,60,62,84,19,216,11,972,51,64,derozde01
129,Cheick Diallo,C,23,PHO,47,479,,,,19%,82%,-5.7,-7.0,13,6,33,5,17,3,50,3,11,diallch01
130,Hamidou Diallo,SF,21,OKC,46,896,4%,28%,65%,3%,,1.0,-1.0,16,16,47,13,34,19,92,10,21,diallha01
131,Gorgui Dieng,C,30,TOT,63,1096,,,,5%,95%,-3.3,0.1,17,10,61,10,38,20,177,8,23,dienggo01
131,Gorgui Dieng,C,30,MIN,46,778,,,,3%,98%,-5.3,-0.9,13,7,46,7,24,16,142,4,17,dienggo01
131,Gorgui Dieng,C,30,MEM,17,318,,,,12%,88%,1.6,2.5,4,3,15,3,14,4,35,4,6,dienggo01
132,Spencer Dinwiddie,PG,26,BRK,64,1994,85%,16%,,,,0.8,3.2,103,22,64,30,201,14,1033,40,53,dinwisp01
133,Donte DiVincenzo,SG,23,MIL,66,1520,33%,64%,3%,,,13.3,5.8,49,22,47,11,32,21,360,4,27,divindo01
134,Luka Dončić,PG,20,DAL,61,2047,53%,42%,5%,,,5.4,1.2,153,62,49,34,248,11,1320,80,67,doncilu01
135,Luguentz Dort,SF,20,OKC,36,820,3%,21%,74%,2%,,3.6,2.5,10,4,43,2,26,21,64,9,12,dortlu01
136,Damyean Dotson,SG,25,NYK,48,836,3%,81%,16%,,,-4.6,2.4,13,4,28,1,13,5,144,2,7,dotsoda01
137,Sekou Doumbouya,PF,19,DET,38,754,,,15%,86%,,-10.9,-8.9,3,9,29,10,28,3,45,10,27,doumbse01
138,PJ Dozier,SG,23,DEN,29,412,14%,57%,28%,2%,,-4.9,-8.1,16,4,14,5,13,6,153,2,9,doziepj01
139,Goran Dragić,PG,33,MIA,59,1663,71%,29%,,,,3.3,0.8,87,24,46,17,77,18,718,14,27,dragigo01
140,Andre Drummond,C,26,TOT,57,1879,,,,,100%,-5.9,-1.6,68,53,83,41,142,7,374,31,93,drumman01
140,Andre Drummond,C,26,DET,49,1654,,,,,100%,-4.4,-0.5,56,47,70,35,122,7,341,24,82,drumman01
140,Andre Drummond,C,26,CLE,8,225,,,,,100%,-16.6,-9.2,12,6,13,6,20,0,33,7,11,drumman01
141,Jared Dudley,PF,34,LAL,45,364,,,18%,79%,3%,3.7,-2.3,6,1,19,0,0,5,67,0,2,dudleja01
142,Kris Dunn,PG,25,CHI,51,1269,81%,19%,,,,-0.6,4.6,37,12,65,11,23,8,420,8,20,dunnkr01
143,Carsen Edwards,SG,21,BOS,37,351,12%,87%,1%,,,-6.1,-14.0,10,0,18,2,6,4,54,1,7,edwarca01
144,Henry Ellenson,C,23,BRK,5,15,,,,22%,78%,36.9,37.7,0,0,1,0,0,0,3,0,1,ellenhe01
145,Wayne Ellington,SG,32,NYK,36,558,12%,85%,3%,,,-2.1,5.1,7,6,20,3,4,3,106,1,5,ellinwa01
146,Joel Embiid,C,25,PHI,51,1506,,,,,100%,5.2,5.0,50,56,80,31,177,9,361,44,42,embiijo01
147,James Ennis III,SF-SG,29,TOT,69,1265,,26%,67%,8%,,0.9,-0.2,21,17,64,15,46,11,149,8,21,ennisja01
147,James Ennis III,SF,29,PHI,49,776,,5%,92%,3%,,1.6,-0.9,12,8,41,8,26,7,95,5,15,ennisja01
147,James Ennis III,SG,29,ORL,20,489,,60%,26%,14%,,-0.2,1.0,9,9,23,7,20,4,54,3,6,ennisja01
148,Drew Eubanks,C,22,SAS,22,272,,,,3%,97%,-11.5,-11.3,9,5,24,5,11,2,38,1,8,eubandr01
149,Jacob Evans,SG,22,TOT,29,418,24%,65%,11%,,,-10.5,-2.1,17,3,27,2,14,6,74,1,11,evansja02
149,Jacob Evans,SG,22,GSW,27,414,25%,65%,11%,,,-11.3,-2.9,17,3,27,2,14,6,74,1,11,evansja02
149,Jacob Evans,SG,22,MIN,2,4,,100%,,,,74.7,79.5,0,0,0,0,0,0,0,0,0,evansja02
150,Dante Exum,SG,24,TOT,35,485,8%,69%,23%,1%,,-9.6,-3.6,18,6,14,3,21,8,93,3,9,exumda01
150,Dante Exum,SG,24,UTA,11,83,24%,32%,44%,,,-7.8,-10.3,7,0,4,1,1,0,15,0,3,exumda01
150,Dante Exum,SG,24,CLE,24,402,4%,76%,19%,1%,,-10.0,-2.2,11,6,10,2,20,8,78,3,6,exumda01
