,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
23,Ömer Aşık,C,31,TOT,18,182,,,,,100%,-6.5,-5.3,4,2,13,2,6,1,6,1,4,asikom01
23,Ömer Aşık,C,31,NOP,14,121,,,,,100%,1.0,-0.8,1,1,8,2,5,1,4,0,3,asikom01
23,Ömer Aşık,C,31,CHI,4,61,,,,,100%,-21.6,-14.2,3,1,5,0,1,0,2,1,1,asikom01
24,D.J. Augustin,PG,30,ORL,75,1760,100%,,,,,-3.9,2.0,68,27,32,12,70,12,665,11,42,augusdj01
25,Luke Babbitt,SF,28,TOT,50,715,,4%,22%,74%,1%,-3.9,0.9,9,2,31,5,8,3,80,2,8,babbilu01
25,Luke Babbitt,SF,28,ATL,37,570,,,11%,89%,1%,-3.9,2.4,6,2,29,5,8,3,67,2,6,babbilu01
25,Luke Babbitt,SF,28,MIA,13,145,,18%,67%,15%,,-3.9,-5.0,3,0,2,0,0,0,13,0,2,babbilu01
26,Dwayne Bacon,SG,22,CHO,53,713,,7%,76%,17%,,1.7,1.8,16,4,22,0,10,1,99,5,5,bacondw01
27,Ron Baker,SG,24,NYK,29,385,10%,84%,6%,,,2.5,7.1,13,2,13,0,5,2,104,0,1,bakerro01
28,Wade Baldwin,PG,21,POR,7,80,50%,51%,,,,5.1,2.3,0,1,3,1,6,1,11,2,1,baldwwa01
29,Lonzo Ball,PG,20,LAL,52,1780,84%,14%,2%,,,-0.8,1.3,96,21,50,7,28,10,869,5,39,balllo01
30,J.J. Barea,PG,33,DAL,69,1603,100%,,,,,-0.9,4.4,107,25,24,4,42,27,995,8,24,bareajo01
31,Harrison Barnes,PF,25,DAL,77,2634,,,39%,61%,,-6.6,-9.3,52,43,42,10,125,1,391,24,50,barneha02
32,Will Barton,SG,27,DEN,81,2683,1%,45%,54%,1%,,1.3,0.2,63,43,72,11,96,9,782,26,70,bartowi01
33,Nicolas Batum,SG,29,CHO,64,1981,,66%,29%,4%,,0.0,-0.4,101,11,22,6,46,4,805,15,12,batumni01
34,Jerryd Bayless,SG,29,PHI,39,925,1%,52%,45%,1%,,-4.1,-11.5,20,12,43,3,14,3,127,2,18,bayleje01
35,Aron Baynes,C,31,BOS,81,1485,,,,1%,99%,7.0,5.3,27,9,100,23,34,4,225,8,33,baynear01
36,Kent Bazemore,SG,28,ATL,65,1789,2%,86%,12%,,,-4.3,3.0,99,43,66,10,93,15,519,23,35,bazemke01
37,Bradley Beal,SG,24,WAS,82,2977,41%,59%,,,,2.8,8.1,115,74,89,6,139,14,877,43,62,bealbr01
38,Malik Beasley,SG,21,DEN,62,583,22%,74%,4%,,,-1.0,-2.7,12,9,19,1,14,6,79,3,12,beaslma01
39,Michael Beasley,PF,29,NYK,74,1653,,,5%,93%,3%,-4.8,-1.5,61,49,85,15,86,4,285,31,40,beaslmi01
40,Marco Belinelli,SG,31,TOT,80,1947,,49%,49%,1%,,-2.0,-0.7,54,24,38,5,52,6,350,11,21,belinma01
40,Marco Belinelli,SG,31,ATL,52,1210,,49%,49%,2%,,-10.0,-5.9,29,15,13,4,38,6,247,6,15,belinma01
40,Marco Belinelli,SG,31,PHI,28,737,,50%,50%,,,11.1,7.8,25,9,25,1,14,0,103,5,6,belinma01
41,Jordan Bell,C,23,GSW,57,809,,,4%,47%,49%,11.7,6.8,31,11,63,4,24,1,230,5,16,belljo01
42,DeAndre' Bembry,SF,23,ATL,26,455,,19%,69%,12%,,-5.0,1.1,22,16,19,1,12,6,115,3,11,bembrde01
43,Dragan Bender,PF,20,PHO,82,2069,,,,66%,34%,-11.3,-3.5,64,21,109,8,21,9,298,5,24,bendedr01
44,Dāvis Bertāns,PF,25,SAS,77,1086,,,,93%,7%,3.6,1.0,23,8,47,1,19,4,176,4,6,bertada01
45,Patrick Beverley,SG,29,LAC,11,334,62%,38%,,,,4.5,4.6,20,2,8,1,6,8,73,1,4,beverpa01
46,Khem Birch,C,25,ORL,42,578,,,,29%,72%,0.4,6.3,4,5,34,8,29,1,82,3,8,birchkh01
47,Jabari Bird,SG,23,BOS,13,115,,67%,33%,,,9.2,5.7,4,3,2,0,5,0,19,1,2,birdja01
48,Bismack Biyombo,C,25,ORL,82,1495,,,,22%,78%,-12.7,-12.3,23,16,88,26,73,4,148,17,40,biyombi01
49,Nemanja Bjelica,PF,29,MIN,67,1371,,,11%,87%,3%,0.4,-3.2,17,20,68,7,21,2,195,3,21,bjeline01
50,Tarik Black,C,26,HOU,51,536,,,3%,14%,83%,-7.2,-18.3,12,8,61,6,32,2,32,11,10,blackta01
51,Antonio Blakeney,SG,21,CHI,19,314,,96%,4%,,,-1.7,6.5,3,4,8,1,16,1,49,2,9,blakean01
52,Eric Bledsoe,PG,28,TOT,74,2322,100%,,,,,2.5,8.1,132,49,62,18,122,15,840,39,45,bledser01
52,Eric Bledsoe,PG,28,PHO,3,83,88%,12%,,,,-39.8,-30.9,3,4,1,3,7,1,19,4,1,bledser01
52,Eric Bledsoe,PG,28,MIL,71,2239,100%,,,,,4.1,9.6,129,45,61,15,115,14,821,35,44,bledser01
53,Vander Blue,SG,25,LAL,5,45,,42%,58%,,,16.1,17.9,1,0,1,0,1,0,8,0,0,blueva01
54,Bogdan Bogdanović,SG,25,SAC,78,2175,,35%,61%,4%,,-8.9,-2.8,81,26,81,7,36,7,598,12,33,bogdabo01
55,Bojan Bogdanović,SF,28,IND,80,2464,,,87%,13%,,2.1,1.4,40,36,57,7,85,10,278,19,62,bogdabo02
56,Andrew Bogut,C,33,LAL,24,216,,,,1%,99%,-5.4,-4.0,9,1,16,9,0,1,35,0,1,bogutan01
57,Joel Bolomboy,PF,24,MIL,6,38,,,,50%,51%,-19.8,-19.9,0,1,2,0,2,0,0,0,1,bolomjo01
58,Devin Booker,SG,21,PHO,54,1865,5%,84%,11%,,,-10.0,-0.8,102,51,55,30,126,9,594,33,60,bookede01
59,Trevor Booker,PF,30,TOT,68,1158,,,3%,75%,23%,-0.4,-1.7,18,19,51,11,43,1,209,13,26,booketr01
59,Trevor Booker,PF,30,BRK,18,395,,,,44%,56%,4.7,9.6,11,6,21,7,17,1,98,5,10,booketr01
59,Trevor Booker,PF,30,PHI,33,494,,,5%,95%,,-4.4,-10.4,5,9,22,2,19,0,70,5,9,booketr01
59,Trevor Booker,PF,30,IND,17,269,,,1%,84%,14%,-0.5,-2.2,2,4,8,2,7,0,41,3,7,booketr01
60,Chris Boucher,PF,25,GSW,1,1,,,,100%,,-100.0,-106.3,0,0,0,0,0,0,0,0,0,bouchch01
61,Avery Bradley,SG,27,TOT,46,1433,4%,91%,5%,,,-3.6,-5.3,53,24,46,4,29,7,226,8,53,bradlav01
61,Avery Bradley,SG,27,DET,40,1268,,97%,3%,,,-4.6,-6.5,51,22,39,4,28,5,198,8,50,bradlav01
61,Avery Bradley,SG,27,LAC,6,165,38%,42%,20%,,,4.1,4.0,2,2,7,0,1,2,28,0,3,bradlav01
62,Tony Bradley,C,20,UTA,9,29,,,,,100%,8.7,3.9,0,0,0,0,1,0,2,0,1,bradlto01
63,Corey Brewer,SF-SG,31,TOT,72,1208,,37%,54%,9%,,-1.6,-2.5,30,7,52,8,34,16,151,5,25,breweco01
63,Corey Brewer,SF,31,LAL,54,694,,,84%,16%,,-5.4,-4.7,24,6,36,4,22,8,91,3,15,breweco01
63,Corey Brewer,SG,31,OKC,18,514,,86%,14%,,,3.6,0.4,6,1,16,4,12,8,60,2,10,breweco01
64,Malcolm Brogdon,PG,25,MIL,48,1436,39%,57%,4%,,,-1.4,-2.1,39,13,57,3,30,3,348,7,40,brogdma01
65,Aaron Brooks,PG,33,MIN,32,189,100%,,,,,-18.1,-21.6,7,3,14,0,3,2,48,0,4,brookaa01
66,Dillon Brooks,SF,22,MEM,82,2350,,18%,72%,10%,,-5.1,3.5,64,22,90,10,83,18,313,20,48,brookdi01
67,MarShon Brooks,SG,29,MEM,7,193,3%,56%,39%,2%,,-0.8,6.1,9,2,2,1,11,0,59,4,4,brookma01
68,Anthony Brown,SF,25,MIN,1,4,,,100%,,,43.3,40.9,0,0,0,0,0,0,2,0,0,brownan02
69,Bobby Brown,PG,33,HOU,20,115,82%,18%,,,,-24.2,-33.8,4,4,4,0,1,0,30,0,2,brownbo02
70,Jaylen Brown,SG,21,BOS,70,2152,2%,51%,45%,3%,,7.4,8.2,47,44,58,15,121,12,268,30,52,brownja02
71,Lorenzo Brown,PG,27,TOR,14,139,12%,81%,7%,,,17.3,9.6,1,1,5,0,1,0,35,0,1,brownlo01
72,Markel Brown,SG,26,HOU,4,31,62%,38%,,,,-26.3,-35.1,2,0,4,0,0,1,4,0,0,brownma02
73,Sterling Brown,SG,22,MIL,54,776,3%,65%,31%,1%,,-2.1,-2.5,11,7,42,3,11,2,64,2,19,brownst02
74,Nicolás Brussino,SF,24,ATL,4,10,,,100%,,,82.9,89.0,0,0,0,0,0,0,0,0,0,brussni01
75,Thomas Bryant,C,20,LAL,15,72,,,,49%,51%,-6.1,-4.7,0,0,4,2,3,0,14,1,0,bryanth01
76,Reggie Bullock,SF,26,DET,62,1732,,55%,45%,,,0.1,0.4,25,13,37,3,23,1,229,4,27,bullore01
77,Trey Burke,PG,25,NYK,36,785,100%,,,,,-5.5,-1.9,26,9,15,4,28,1,394,8,8,burketr01
78,Alec Burks,SG,26,UTA,64,1059,5%,87%,8%,,,-0.2,-6.7,25,17,27,9,57,4,160,9,24,burksal01
79,Jimmy Butler,SG,28,MIN,59,2164,,79%,19%,1%,,8.8,13.7,61,20,39,10,179,4,649,38,43,butleji01
80,Dwight Buycks,PG,28,DET,29,427,100%,,,,,0.3,0.6,25,8,18,2,20,1,144,1,25,buyckdw01
81,Bruno Caboclo,SF,22,TOT,12,107,,,21%,78%,2%,4.2,11.0,4,0,4,0,1,0,9,0,1,cabocbr01
81,Bruno Caboclo,SF,22,TOR,2,7,,,100%,,,80.2,72.4,0,0,0,0,0,0,2,0,0,cabocbr01
81,Bruno Caboclo,SF,22,SAC,10,100,,,15%,83%,2%,-1.1,6.7,4,0,4,0,1,0,7,0,1,cabocbr01
82,José Calderón,PG,36,CLE,57,914,96%,4%,,,,3.5,3.2,28,7,36,3,9,7,278,1,8,caldejo01
83,Kentavious Caldwell-Pope,SG,24,LAL,74,2458,11%,75%,14%,,,-1.2,0.9,54,28,62,2,72,17,380,16,20,caldwke01
84,Isaiah Canaan,PG-SG,26,TOT,20,422,97%,3%,,,,0.2,10.8,20,1,10,0,19,4,187,2,12,canaais01
84,Isaiah Canaan,SG,26,HOU,1,4,100%,,,,,-27.8,-36.4,0,0,0,0,0,0,0,0,1,canaais01
84,Isaiah Canaan,PG,26,PHO,19,418,97%,3%,,,,0.5,11.3,20,1,10,0,19,4,187,2,11,canaais01
85,Clint Capela,C,23,HOU,74,2034,,,,1%,99%,9.8,2.3,30,27,75,22,132,4,173,37,65,capelca01
86,DeMarre Carroll,PF,31,BRK,73,2180,,,13%,76%,11%,-2.0,4.2,34,34,72,13,94,8,362,26,56,carrode01
87,Vince Carter,SF,41,SAC,58,1026,,4%,52%,44%,,-4.2,4.6,24,4,59,4,14,6,162,2,4,cartevi01
88,Michael Carter-Williams,PG,26,CHO,52,835,82%,18%,,,,-2.9,-3.9,32,6,42,8,38,20,276,5,10,cartemi01
89,Alex Caruso,PG,23,LAL,37,562,77%,22%,1%,,,0.6,2.5,31,8,29,0,10,5,175,2,8,carusal01
90,Omri Casspi,SF,29,GSW,53,740,,2%,76%,23%,,4.5,-2.1,20,9,33,5,33,1,114,9,13,casspom01
91,Willie Cauley-Stein,C,24,SAC,73,2044,,,,17%,84%,-8.1,-0.8,42,32,101,23,125,7,386,26,68,caulewi01
92,Tyler Cavanaugh,PF,23,ATL,39,518,,,,29%,71%,-3.7,2.5,6,3,25,4,8,0,69,2,9,cavanty01
93,Mario Chalmers,PG,31,MEM,66,1421,94%,6%,,,,-2.8,6.0,62,24,70,18,49,33,453,8,32,chalmma01
94,Tyson Chandler,C,35,PHO,46,1151,,,,3%,97%,-10.7,-1.5,26,8,47,20,38,4,114,4,6,chandty01
95,Wilson Chandler,SF,30,DEN,74,2346,,,69%,31%,,1.6,0.9,38,30,68,11,54,4,403,14,24,chandwi01
96,Marquese Chriss,PF,20,PHO,72,1527,,,,88%,12%,-9.4,0.3,49,20,95,28,66,2,192,11,42,chrisma01
97,Ian Clark,SG,26,NOP,74,1455,52%,48%,1%,,,1.4,-0.7,35,13,57,2,20,8,255,4,27,clarkia01
98,Jordan Clarkson,SG,25,TOT,81,1888,51%,47%,2%,,,-1.2,-0.6,55,41,31,10,75,10,519,27,51,clarkjo01
98,Jordan Clarkson,SG,25,LAL,53,1256,49%,50%,1%,,,-1.4,0.2,48,27,18,6,52,6,401,20,36,clarkjo01
98,Jordan Clarkson,SG,25,CLE,28,632,56%,41%,3%,,,-0.8,-2.1,7,14,13,4,23,4,118,7,15,clarkjo01
99,Gian Clavell,SG,24,DAL,7,64,,86%,14%,,,13.1,16.9,2,0,3,0,1,2,9,0,0,clavegi01
100,Antonius Cleveland,SG,23,TOT,17,123,6%,36%,58%,,,-12.9,-8.7,2,1,12,0,3,0,5,0,1,clevean01
100,Antonius Cleveland,SG,23,DAL,13,81,,42%,58%,,,-11.3,-7.9,1,0,4,0,2,0,5,0,1,clevean01
100,Antonius Cleveland,SG,23,ATL,4,42,17%,25%,58%,,,-16.0,-10.2,1,1,8,0,1,0,0,0,0,clevean01
101,John Collins,PF,20,ATL,74,1785,,,2%,69%,29%,-6.8,-1.6,35,28,115,24,79,5,238,22,48,collijo01
102,Zach Collins,C,20,POR,66,1045,,,,11%,89%,2.0,-1.2,25,11,87,12,20,0,125,4,17,colliza01
103,Kyle Collinsworth,SF,26,DAL,32,480,,61%,38%,1%,,-2.8,0.8,16,6,15,1,15,2,132,3,13,colliky01
104,Darren Collison,PG,30,IND,69,2018,100%,,,,,3.1,3.2,49,22,53,5,56,13,847,15,32,collida01
105,Nick Collison,PF,37,OKC,15,75,,,,23%,77%,-1.3,-4.6,3,0,4,2,4,0,9,0,0,collini01
106,Mike Conley,PG,30,MEM,12,373,100%,,,,,-0.7,6.4,11,6,10,1,25,5,120,7,8,conlemi01
107,Pat Connaughton,SG,25,POR,82,1488,2%,54%,43%,1%,,4.5,2.6,23,7,67,6,19,3,225,6,23,connapa01
108,Quinn Cook,PG,24,GSW,33,740,100%,,,,,-2.9,-11.2,15,8,21,3,8,1,207,3,16,cookqu01
109,Charles Cooke,SG,23,NOP,13,38,15%,57%,19%,9%,,-14.4,-16.4,0,0,0,0,0,1,3,0,1,cookech01
110,Jack Cooley,PF,26,SAC,7,87,,,,1%,99%,-1.8,6.0,1,0,6,1,5,1,13,1,4,cooleja01
111,Matt Costello,C,24,SAS,4,32,,,,14%,86%,25.4,22.7,0,1,6,0,0,0,6,0,0,costema01
112,DeMarcus Cousins,C,27,NOP,48,1737,,,,,100%,1.4,-0.6,101,57,62,48,180,5,598,46,61,couside01
113,Robert Covington,SF,27,PHI,80,2532,,10%,74%,16%,,10.1,14.8,71,27,147,10,58,9,367,15,42,covinro01
114,Allen Crabbe,SG,25,BRK,75,2197,13%,74%,13%,,,-2.9,2.5,37,17,86,11,47,7,277,11,26,crabbal01
115,Torrey Craig,SF,27,DEN,39,629,,8%,86%,7%,,-0.3,-1.9,8,6,36,2,12,4,59,0,14,craigto01
116,Jamal Crawford,SG,37,MIN,80,1653,2%,91%,6%,,,-5.1,-13.0,59,18,40,8,43,11,408,14,17,crawfja01
117,Jordan Crawford,SG,29,NOP,5,53,16%,44%,41%,,,-12.1,-14.1,1,3,3,0,0,0,33,0,2,crawfjo02
118,Jae Crowder,SF,27,TOT,80,2090,,11%,80%,9%,,0.4,-3.4,39,15,86,15,63,5,243,6,34,crowdja01
118,Jae Crowder,SF,27,CLE,53,1346,,11%,85%,4%,,-4.8,-8.8,23,8,58,9,39,4,143,4,20,crowdja01
118,Jae Crowder,SF,27,UTA,27,744,,12%,71%,17%,,9.9,6.4,16,7,28,6,24,1,100,2,14,crowdja01
119,Dante Cunningham,SF,30,TOT,73,1562,,,21%,68%,11%,-0.6,-1.1,16,7,65,2,26,5,124,7,24,cunnida01
119,Dante Cunningham,SF,30,NOP,51,1115,,,25%,74%,1%,0.5,-1.8,4,5,38,1,17,3,65,3,15,cunnida01
119,Dante Cunningham,SF,30,BRK,22,447,,,13%,51%,36%,-3.4,0.6,12,2,27,1,9,2,59,4,9,cunnida01
120,Stephen Curry,PG,29,GSW,51,1631,99%,1%,,,,13.2,12.1,97,27,51,9,98,5,710,16,21,curryst01
121,Troy Daniels,SG,26,PHO,79,1622,13%,84%,3%,,,-12.3,-4.5,24,13,57,12,18,2,111,0,16,danietr01
122,Anthony Davis,PF,24,NOP,75,2727,,,,49%,51%,5.2,11.0,50,65,98,19,246,7,423,67,46,davisan02
123,Deyonta Davis,C,21,MEM,62,943,,,,5%,95%,-7.4,-1.1,8,8,71,9,22,1,100,5,6,davisde01
124,Ed Davis,C,28,POR,78,1471,,,,57%,43%,4.2,2.1,11,19,111,24,58,5,104,15,30,davised01
125,Dewayne Dedmon,C,28,ATL,62,1542,,,,,100%,-5.5,0.7,34,15,84,19,41,4,222,21,12,dedmode01
126,Sam Dekker,PF,23,LAC,73,883,,,18%,82%,1%,4.7,5.6,15,6,38,3,30,0,84,7,18,dekkesa01
127,Malcolm Delaney,PG,28,ATL,54,1014,45%,54%,1%,,,-4.9,1.4,47,8,29,3,35,18,394,7,18,delanma01
128,Matthew Dellavedova,PG,27,MIL,38,712,87%,13%,,,,-5.3,-6.4,35,5,24,7,7,5,331,2,6,dellama01
129,Luol Deng,SF,32,LAL,1,13,,,100%,,,-31.2,-29.8,0,0,0,0,0,0,2,0,0,denglu01
130,DeMar DeRozan,SG,28,TOR,80,2711,,59%,40%,1%,,7.5,-1.5,82,60,50,13,236,4,1034,53,77,derozde01
131,Cheick Diallo,PF,21,NOP,52,581,,,,76%,24%,-7.3,-10.6,5,5,40,14,34,1,45,9,15,diallch01
132,Gorgui Dieng,C,28,MIN,79,1333,,,,29%,71%,-6.2,-13.3,18,13,79,13,47,1,175,5,29,dienggo01
133,Spencer Dinwiddie,PG,24,BRK,80,2306,83%,17%,,,,-2.1,4.3,77,21,71,15,116,24,1274,22,52,dinwisp01
134,Tyler Dorsey,SG,21,ATL,56,974,9%,70%,21%,,,-8.1,-2.8,20,8,31,3,24,5,190,7,29,dorsety01
135,Damyean Dotson,SG,23,NYK,44,474,,48%,50%,2%,,-4.8,-1.0,9,3,18,2,11,3,72,5,4,dotsoda01
136,Milton Doyle,SG,24,BRK,10,125,61%,39%,,,,-2.7,1.3,1,1,2,0,3,1,24,2,5,doylemi01
137,PJ Dozier,PG,21,OKC,2,3,100%,,,,,-36.7,-40.0,0,0,1,0,0,0,0,0,0,doziepj01
138,Goran Dragić,PG,31,MIA,75,2378,51%,49%,,,,0.2,-1.8,87,41,63,19,103,12,845,25,52,dragigo01
139,Larry Drew II,PG,27,TOT,10,70,96%,4%,,,,-9.9,-12.4,3,0,2,0,0,0,23,0,0,drewla02
139,Larry Drew II,PG,27,PHI,3,15,81%,19%,,,,-16.2,-21.0,1,0,0,0,0,0,5,0,0,drewla02
139,Larry Drew II,PG,27,NOP,7,55,100%,,,,,-8.2,-10.1,2,0,2,0,0,0,18,0,0,drewla02
140,Andre Drummond,C,24,DET,78,2625,,,,,100%,-1.2,-3.1,83,53,88,32,184,8,525,32,59,drumman01
141,Jared Dudley,PF,32,PHO,48,686,,,8%,88%,3%,-0.9,10.6,20,2,28,1,8,6,182,2,5,dudleja01
142,Kris Dunn,PG,23,CHI,52,1525,97%,3%,,,,-9.3,-2.8,90,33,76,17,50,4,740,11,36,dunnkr01
143,Kevin Durant,SF,29,GSW,68,2325,,,55%,45%,1%,7.0,1.9,113,49,77,17,168,3,863,44,38,duranke01
144,Jarell Eddie,SF,26,TOT,3,9,,,100%,,,1.0,1.1,0,0,0,0,0,0,0,0,0,eddieja01
144,Jarell Eddie,SF,26,BOS,2,6,,,100%,,,-81.8,-85.6,0,0,0,0,0,0,0,0,0,eddieja01
144,Jarell Eddie,SF,26,CHI,1,3,,,100%,,,166.7,174.4,0,0,0,0,0,0,0,0,0,eddieja01
145,Henry Ellenson,PF,21,DET,38,329,,,,32%,69%,-0.4,-0.3,10,3,11,1,13,0,54,3,2,ellenhe01
146,Wayne Ellington,SG,30,MIA,77,2041,22%,49%,29%,,,3.3,4.6,26,14,56,2,21,2,188,7,14,ellinwa01
147,Joel Embiid,C,23,PHI,63,1912,,,,,100%,11.4,12.7,74,85,99,41,202,7,471,41,72,embiijo01
148,James Ennis III,SF,27,TOT,72,1604,,18%,79%,3%,,-4.8,-0.3,29,9,45,7,54,6,162,11,24,ennisja01
148,James Ennis III,SF,27,MEM,45,1053,,25%,70%,5%,,-4.8,2.4,22,5,24,5,32,4,110,5,12,ennisja01
148,James Ennis III,SF,27,DET,27,551,,5%,95%,,,-4.9,-5.5,7,4,21,2,22,2,52,6,12,ennisja01
149,Tyler Ennis,PG,23,LAL,54,683,85%,15%,,,,-0.8,0.9,24,7,33,4,10,6,249,2,20,ennisty01
150,Jawun Evans,PG,21,LAC,48,778,100%,,,,,1.4,1.4,30,12,48,1,22,19,224,6,25,evansja01
151,Jeremy Evans,SF,30,ATL,1,5,,,100%,,,-45.5,-39.6,1,0,1,0,0,0,0,0,0,evansje01
152,Tyreke Evans,PG,28,MEM,52,1607,26%,69%,5%,,,1.0,12.6,73,19,47,10,90,1,630,22,65,evansty01
153,Dante Exum,PG,22,UTA,14,235,92%,9%,,,,8.5,3.9,11,3,10,3,11,1,99,1,4,exumda01
154,Kenneth Faried,PF,28,DEN,32,461,,,14%,74%,12%,-4.9,-7.0,7,3,25,8,23,1,42,2,10,farieke01
155,Derrick Favors,C,26,UTA,77,2153,,,,43%,57%,3.8,-2.0,22,23,93,16,109,8,254,29,41,favorde01
156,Kay Felder,PG,22,TOT,16,140,100%,,,,,-17.8,-10.9,13,1,5,0,5,4,47,0,4,feldeka01
156,Kay Felder,PG,22,CHI,14,134,100%,,,,,-18.2,-10.9,12,1,5,0,5,4,47,0,4,feldeka01
156,Kay Felder,PG,22,DET,2,6,100%,,,,,-10.0,-9.8,1,0,0,0,0,0,0,0,0,feldeka01
157,Cristiano Felício,C,25,CHI,55,977,,,,,100%,-17.7,-13.3,13,17,39,16,44,2,134,11,19,feliccr01
158,Raymond Felton,PG,33,OKC,82,1365,100%,,,,,-1.7,-7.6,42,24,38,3,17,6,493,4,24,feltora01
159,Terrance Ferguson,SG,19,OKC,61,763,6%,90%,3%,,,-7.0,-12.7,4,2,39,0,3,2,46,0,7,fergute01
160,Yogi Ferrell,SG,24,DAL,82,2282,22%,63%,15%,,,0.1,8.6,51,13,65,6,42,16,492,10,33,ferreyo01
161,Dorian Finney-Smith,PF,24,DAL,21,448,,34%,46%,20%,,-2.6,1.1,12,4,20,4,8,1,66,1,8,finnedo01
162,Bryn Forbes,SG,24,SAS,80,1517,3%,84%,14%,,,3.7,1.3,8,13,48,7,31,11,191,9,19,forbebr01
163,Evan Fournier,SF,25,ORL,57,1837,,7%,89%,4%,,-3.5,2.9,40,29,65,10,64,4,391,14,46,fournev01
164,De'Aaron Fox,PG,20,SAC,73,2026,97%,3%,,,,-10.4,-5.7,102,52,80,5,96,12,755,25,64,foxde01
165,Tim Frazier,PG,27,WAS,59,838,100%,,,,,-4.0,-6.0,34,11,44,5,10,9,457,2,15,fraziti01
166,Enes Freedom,C,25,NYK,71,1830,,,,1%,100%,-5.0,-2.0,35,37,109,26,83,1,241,25,67,kanteen01
167,Channing Frye,C,34,TOT,53,695,,,,1%,99%,7.5,8.0,11,3,39,3,10,3,95,4,4,fryech01
167,Channing Frye,C,34,CLE,44,545,,,,,100%,7.4,7.4,8,2,33,3,8,3,70,3,3,fryech01
167,Channing Frye,C,34,LAL,9,150,,,,7%,94%,8.0,9.9,3,1,6,0,2,0,25,1,1,fryech01
168,Markelle Fultz,SG,19,PHI,14,253,10%,70%,18%,2%,,5.5,0.9,3,5,12,0,8,1,129,2,18,fultzma01
