,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
38,MarJon Beauchamp,SF,23,MIL,45,589,,21%,70%,9%,,-1.2,-5.6,11,10,27,1,14,1,70,1,16,beaucma01
39,Jules Bernard,SG,24,WAS,9,39,,66%,34%,,,5.8,15.6,2,0,3,0,2,2,13,1,1,bernaju01
40,Dāvis Bertāns,PF,31,TOT,29,368,,,7%,52%,41%,1.8,8.2,5,0,16,1,7,3,58,1,5,bertada01
40,Dāvis Bertāns,PF,31,OKC,15,91,,,11%,68%,21%,5.5,-2.7,0,0,6,1,5,1,22,0,1,bertada01
40,Dāvis Bertāns,PF,31,CHO,14,277,,,6%,47%,48%,0.6,11.8,5,0,10,0,2,2,36,1,4,bertada01
41,Patrick Beverley,PG,35,TOT,62,1205,100%,,,,,-2.7,-6.2,42,8,50,1,28,14,420,9,11,beverpa01
41,Patrick Beverley,PG,35,PHI,47,919,100%,,,,,0.3,-2.8,32,8,41,1,23,10,340,7,8,beverpa01
41,Patrick Beverley,PG,35,MIL,15,286,100%,,,,,-12.3,-17.1,10,0,9,0,5,4,80,2,3,beverpa01
42,Saddiq Bey,SF,24,ATL,63,2062,,1%,70%,29%,,-1.0,2.7,20,10,39,2,108,3,222,27,49,beysa01
43,Goga Bitadze,C,24,ORL,53,907,,,,,100%,2.7,1.9,18,5,47,12,31,1,179,8,15,bitadgo01
44,Onuralp Bitim,SG,24,CHI,11,151,,19%,69%,13%,,-5.1,-3.1,4,0,6,0,0,1,18,0,3,bitimon01
45,Bismack Biyombo,C,31,TOT,35,750,,,,58%,42%,-3.7,3.2,13,8,44,13,14,4,129,4,13,biyombi01
45,Bismack Biyombo,C,31,MEM,30,718,,,,60%,40%,-4.2,3.4,12,8,41,12,13,4,124,4,11,biyombi01
45,Bismack Biyombo,C,31,OKC,5,32,,,,21%,79%,7.7,-0.4,1,0,3,1,1,0,5,0,2,biyombi01
46,Anthony Black,PG,20,ORL,60,1090,70%,28%,2%,,,-0.4,-2.6,38,6,64,1,30,18,210,7,16,blackan01
47,Leaky Black,SF,24,CHO,22,218,,,37%,63%,1%,-11.4,-1.3,2,1,8,2,4,2,45,0,5,blackle01
48,Bogdan Bogdanović,SG,31,ATL,63,1868,,57%,42%,1%,,2.7,11.0,48,22,78,7,51,7,451,12,41,bogdabo01
49,Bojan Bogdanović,PF-SF,34,TOT,41,1216,,,34%,65%,1%,-13.8,-11.0,48,25,44,4,56,5,202,13,37,bogdabo02
49,Bojan Bogdanović,PF,34,DET,28,921,,,40%,59%,1%,-13.5,-7.9,43,16,28,1,44,4,170,10,29,bogdabo02
49,Bojan Bogdanović,SF,34,NYK,13,295,,,15%,85%,1%,-14.5,-20.6,5,9,16,3,12,1,32,3,8,bogdabo02
50,Bol Bol,PF,24,PHO,29,324,,,1%,81%,18%,1.1,-1.6,5,5,23,0,5,0,26,5,2,bolbo01
51,Marques Bolden,C,25,TOT,4,16,,,,,100%,29.8,37.6,0,0,1,1,0,0,0,0,0,boldema01
51,Marques Bolden,C,25,MIL,2,3,,,,,100%,145.2,142.0,0,0,1,0,0,0,0,0,0,boldema01
51,Marques Bolden,C,25,CHO,2,13,,,,,100%,3.2,13.5,0,0,0,1,0,0,0,0,0,boldema01
52,Devin Booker,PG,27,PHO,53,1900,88%,12%,,,,5.8,7.7,74,37,69,14,139,11,909,31,42,bookede01
53,Brandon Boston Jr.,SF,22,LAC,22,164,1%,31%,49%,16%,3%,-20.4,-26.3,0,4,15,1,6,3,14,0,5,bostobr01
54,Chris Boucher,PF,31,TOR,50,705,,,12%,55%,34%,2.8,8.8,6,11,46,4,50,12,53,12,14,bouchch01
55,James Bouknight,SG,23,CHO,14,81,,72%,28%,,,-10.5,-0.3,2,0,3,0,1,0,14,0,2,bouknja01
56,Jamaree Bouyea,PG,24,POR,6,57,100%,,,,,-20.6,-12.5,4,2,1,1,0,1,21,0,2,bouyeja01
57,Malaki Branham,PG,20,SAS,62,1278,69%,31%,,,,-12.9,-8.9,51,18,43,2,23,13,323,8,34,branhma01
58,Christian Braun,SG,22,DEN,67,1289,1%,44%,53%,1%,,0.0,-8.1,16,12,59,9,58,3,225,13,38,braunch01
59,Mikal Bridges,SF,27,BRK,66,2330,1%,27%,47%,24%,2%,-2.7,-1.8,68,53,50,4,117,19,615,28,45,bridgmi01
60,Miles Bridges,SF,25,CHO,56,2103,,17%,64%,19%,,-11.4,-3.3,57,40,57,8,89,9,462,33,58,bridgmi02
61,Oshae Brissett,SF,25,BOS,43,466,,15%,57%,29%,,9.3,-2.1,5,4,24,2,28,0,86,5,5,brissos01
62,Izaiah Brockington,PG,24,NOP,1,3,100%,,,,,21.4,16.3,0,0,0,0,0,0,0,0,1,brockiz01
63,Malcolm Brogdon,PG,31,POR,39,1121,61%,39%,,,,-3.6,7.2,34,17,32,4,50,8,517,12,29,brogdma01
64,Armoni Brooks,PG,25,BRK,10,104,72%,28%,,,,11.0,13.7,3,0,1,0,1,0,10,1,4,brookar01
65,Dillon Brooks,SF,28,HOU,57,1783,1%,18%,71%,10%,,-0.6,-2.9,34,26,99,8,58,17,232,10,23,brookdi01
66,Bruce Brown,SG-PG,27,TOT,55,1563,15%,79%,6%,,,-1.9,-1.6,27,24,64,5,51,1,373,14,31,brownbr01
66,Bruce Brown,SG,27,IND,33,981,2%,91%,7%,,,3.5,2.6,14,18,42,3,38,1,242,11,20,brownbr01
66,Bruce Brown,PG,27,TOR,22,582,36%,58%,6%,,,-11.1,-8.5,13,6,22,2,13,0,131,3,11,brownbr01
67,Charlie Brown Jr.,SG,26,NYK,8,37,,41%,55%,5%,,-13.0,-17.5,1,0,3,0,0,1,0,0,1,brownch02
68,Greg Brown III,PF,22,DAL,6,40,,,59%,35%,7%,-7.5,-8.8,2,1,3,1,4,0,8,1,1,browngr01
69,Jaylen Brown,SF,27,BOS,60,2004,,29%,69%,1%,,9.4,-4.7,51,50,66,22,135,6,551,39,59,brownja02
70,Kendall Brown,SG,20,IND,8,28,,52%,49%,,,-7.1,-9.0,0,0,2,0,3,1,4,0,0,brownke03
71,Kobe Brown,PF,24,LAC,35,289,,,,89%,11%,-8.6,-14.4,1,3,24,2,1,1,40,0,4,brownko01
72,Moses Brown,C,24,POR,14,116,,,,,100%,-15.8,-7.8,3,1,11,1,4,0,8,1,8,brownmo01
73,Troy Brown Jr.,SF,24,TOT,44,495,,30%,55%,14%,1%,-3.2,-8.0,13,4,20,2,6,2,102,0,5,browntr01
73,Troy Brown Jr.,SF,24,MIN,37,410,,36%,55%,8%,1%,0.5,-6.9,12,2,17,2,5,2,84,0,2,browntr01
73,Troy Brown Jr.,SF,24,DET,7,85,,,54%,46%,,-21.1,-13.5,1,2,3,0,1,0,18,0,3,browntr01
74,Jalen Brunson,PG,27,NYK,61,2145,100%,,,,,6.9,8.5,82,53,59,10,169,63,972,64,49,brunsja01
75,Thomas Bryant,C,26,MIA,29,306,,,,1%,99%,-6.6,-8.0,2,1,14,7,14,0,42,3,5,bryanth01
76,Kobe Bufkin,SG,20,ATL,9,89,86%,14%,,,,5.0,7.1,3,0,3,0,1,0,33,0,4,bufkiko01
77,Reggie Bullock,SF,32,HOU,28,253,10%,38%,43%,9%,,-3.6,-4.6,5,0,7,1,1,0,24,1,1,bullore01
78,Alec Burks,SG,32,TOT,57,1100,,58%,39%,2%,,-11.4,-6.6,25,12,35,3,60,15,191,8,15,burksal01
78,Alec Burks,SG,32,DET,43,901,,53%,44%,3%,,-9.9,-2.8,18,9,32,3,50,12,164,6,11,burksal01
78,Alec Burks,SG,32,NYK,14,199,,83%,17%,,,-18.1,-23.7,7,3,3,0,10,3,27,2,4,burksal01
79,Jared Butler,SG,23,WAS,24,202,87%,13%,,,,-4.8,5.1,9,4,14,2,9,3,116,5,3,butleja02
80,Jimmy Butler,PF,34,MIA,47,1605,,,18%,81%,1%,3.8,6.3,46,24,24,9,167,5,581,36,53,butleji01
81,Jamal Cain,PF,24,MIA,17,226,,,28%,72%,,-5.6,-6.8,1,0,7,0,12,1,9,1,3,cainja01
82,Kentavious Caldwell-Pope,SG,30,DEN,61,1929,4%,88%,8%,,,11.0,15.4,40,13,65,3,31,17,342,5,12,caldwke01
83,Toumani Camara,PF,23,POR,63,1537,,,,85%,16%,-4.8,6.8,33,17,84,12,41,29,184,9,24,camarto01
84,Clint Capela,C,29,ATL,58,1475,,,,,100%,-2.9,-1.9,18,17,77,11,84,15,158,18,59,capelca01
85,Jevon Carter,PG,28,CHI,63,860,100%,,,,,-0.2,2.6,15,6,26,4,2,4,175,1,6,carteje01
86,Wendell Carter Jr.,C,24,ORL,40,1050,,,,6%,95%,0.8,-0.8,13,13,48,20,47,5,158,9,16,cartewe01
87,D.J. Carton,SG,23,TOR,4,36,61%,32%,8%,,,-38.0,-34.2,1,0,0,0,2,0,8,1,0,cartodj01
88,Alex Caruso,SG,29,CHI,58,1606,13%,82%,5%,,,0.5,5.0,58,16,68,1,30,32,411,5,19,carusal01
89,Colin Castleton,C,23,LAL,7,36,,,,,100%,-31.4,-31.2,0,0,4,1,1,0,6,0,0,castlco01
90,Malcolm Cazalon,SG,22,DET,1,3,,,,100%,,63.3,71.3,0,0,0,0,0,0,0,0,0,cazalma01
91,Julian Champagnie,SF,22,SAS,59,1042,,6%,70%,24%,,-4.2,4.9,20,6,33,1,28,4,175,5,14,champju02
92,Justin Champagnie,SF,22,WAS,4,19,,23%,28%,49%,,-3.6,6.1,1,0,1,0,0,0,2,0,1,champju01
93,Max Christie,SG,20,LAL,53,833,10%,77%,13%,,,-1.4,-1.1,25,5,30,4,19,1,133,2,18,chrisma02
94,Sidy Cissoko,SF,19,SAS,6,32,,,81%,19%,,21.1,29.0,0,1,1,0,2,0,0,0,1,cissosi01
95,Jordan Clarkson,SG,31,UTA,54,1649,,70%,24%,6%,,-5.5,-5.0,66,53,39,11,80,3,653,16,50,clarkjo01
96,Nic Claxton,C,24,BRK,56,1659,,,,,100%,-5.9,-7.6,18,17,61,21,63,11,275,16,30,claxtni01
97,Noah Clowney,PF,19,BRK,9,82,,,7%,58%,35%,-18.6,-16.8,1,1,4,1,1,0,22,0,2,clownno01
98,Amir Coffey,SF,26,LAC,54,1027,,3%,72%,24%,1%,-2.5,-10.5,11,6,42,4,24,7,136,9,11,coffeam01
99,John Collins,PF,26,UTA,62,1754,,,18%,73%,9%,-6.6,-7.9,33,30,112,14,73,14,175,20,62,collijo01
100,Zach Collins,C,26,SAS,55,1257,,,,31%,70%,-13.4,-9.5,52,23,106,23,49,7,365,11,28,colliza01
101,Mike Conley,PG,36,MIN,61,1762,100%,,,,,6.1,-1.0,56,9,43,2,25,24,875,5,13,conlemi01
102,Pat Connaughton,SF,31,MIL,61,1332,2%,39%,58%,1%,,-1.9,-8.8,23,10,46,3,14,9,290,4,7,connapa01
103,Bilal Coulibaly,SF,19,WAS,62,1685,1%,47%,51%,1%,,-11.5,-3.9,51,19,65,5,65,3,264,19,42,coulibi01
104,Ricky Council IV,SG,22,PHI,22,202,,21%,70%,9%,,-4.8,-7.6,1,0,6,1,30,0,17,8,6,councri01
105,Robert Covington,SF-PF,33,TOT,29,488,,7%,75%,19%,,11.7,9.9,2,4,22,3,12,2,57,2,7,covinro01
105,Robert Covington,PF,33,LAC,3,69,,,96%,4%,,32.8,28.9,0,0,3,0,1,1,19,0,0,covinro01
105,Robert Covington,SF,33,PHI,26,419,,8%,71%,21%,,8.3,6.8,2,4,19,3,11,1,38,2,7,covinro01
106,Torrey Craig,SF,33,CHI,38,786,,,21%,79%,,-9.1,-9.2,14,5,46,2,14,3,91,5,5,craigto01
107,Jae Crowder,PF,33,MIL,36,858,,1%,76%,24%,,-3.3,-9.1,7,4,30,3,7,6,128,1,6,crowdja01
108,Jalen Crutcher,PG,24,NOP,1,3,100%,,,,,50.0,44.9,0,0,0,0,0,0,0,0,0,crutcja01
109,Cade Cunningham,PG,22,DET,56,1885,64%,33%,3%,,,-7.9,0.1,114,55,77,12,95,6,980,17,81,cunnica01
110,Seth Curry,SG,33,TOT,44,616,30%,57%,13%,,,3.3,5.8,10,4,16,3,12,7,107,6,9,curryse01
110,Seth Curry,SG,33,DAL,36,457,40%,52%,9%,,,7.3,7.1,8,2,13,2,8,4,72,5,5,curryse01
110,Seth Curry,SG,33,CHO,8,159,3%,72%,25%,,,-8.0,2.3,2,2,3,1,4,3,35,1,4,curryse01
111,Stephen Curry,PG,35,GSW,59,1936,76%,24%,,,,1.0,-1.8,94,53,53,14,100,13,670,32,39,curryst01
112,Dyson Daniels,PG,20,NOP,52,1139,47%,48%,5%,,,5.8,1.0,28,15,43,3,22,4,317,2,11,daniedy01
113,Anthony Davis,C,30,LAL,63,2264,,,,3%,97%,0.1,2.4,46,43,99,19,184,4,533,50,75,davisan02
114,Johnny Davis,SG,21,WAS,35,337,6%,68%,26%,,,-7.9,1.9,2,4,15,2,5,3,31,1,6,davisjo06
115,JD Davison,SG,21,BOS,5,9,,65%,35%,,,22.9,11.9,0,0,1,0,1,0,0,0,0,davisjd01
116,Dexter Dennis,SG,24,DAL,4,30,,48%,52%,,,-11.2,-12.6,3,0,1,0,3,0,9,3,0,dennide01
117,DeMar DeRozan,SF,34,CHI,65,2452,,3%,56%,41%,,-2.2,-0.7,58,27,74,10,220,12,854,57,59,derozde01
118,Moussa Diabaté,C,22,LAC,11,64,,,,,100%,3.4,-1.1,1,0,2,0,5,1,11,0,3,diabamo01
119,Mamadi Diakite,PF,27,SAS,3,16,,,,100%,,16.1,23.8,0,0,1,0,3,0,5,0,0,diakima01
120,Hamidou Diallo,SG,25,WAS,2,5,,100%,,,,34.4,44.1,1,0,1,0,0,0,2,0,0,diallha01
121,Gradey Dick,SG,20,TOR,46,839,2%,34%,52%,12%,,-12.2,-11.0,16,8,38,2,11,8,136,2,15,dickgr01
122,Ousmane Dieng,PF,20,OKC,30,338,,,11%,70%,19%,1.9,-7.0,8,8,12,0,8,1,83,2,3,diengou01
123,Spencer Dinwiddie,PG,30,TOT,61,1783,81%,19%,,,,-0.2,2.3,45,13,50,11,83,7,811,21,17,dinwisp01
123,Spencer Dinwiddie,PG,30,BRK,48,1474,89%,11%,,,,-1.6,1.2,40,8,43,9,77,5,723,18,16,dinwisp01
123,Spencer Dinwiddie,PG,30,LAL,13,309,44%,57%,,,,6.6,7.9,5,5,7,2,6,2,88,3,1,dinwisp01
124,Donte DiVincenzo,SG,27,NYK,65,1745,1%,87%,12%,,,2.6,-3.6,48,19,58,10,28,15,399,5,26,divindo01
125,Luka Dončić,PG,24,DAL,58,2168,78%,22%,,,,3.6,7.5,160,53,65,5,243,9,1360,71,40,doncilu01
126,Luguentz Dort,SF,24,OKC,64,1825,,5%,71%,24%,,8.9,1.9,17,19,88,11,52,46,210,10,29,dortlu01
127,Ayo Dosunmu,SG,24,CHI,65,1808,8%,56%,35%,1%,,-4.1,-4.6,39,26,63,6,39,6,454,7,46,dosunay01
128,Jeff Dowtin,PG,26,PHI,4,57,43%,57%,,,,9.0,6.7,1,2,0,0,0,1,17,0,1,dowtije01
129,Henri Drell,SF,23,CHI,1,3,,,,100%,,80.0,82.1,0,0,0,0,0,0,4,0,0,drellhe01
130,Andre Drummond,C,30,CHI,67,1140,,,,,100%,-1.0,1.6,18,15,46,23,82,4,74,13,38,drumman01
131,Chris Duarte,SF,26,SAC,45,588,,37%,61%,2%,,-1.7,-2.9,10,3,32,2,12,14,86,2,9,duartch01
132,Kris Dunn,PG,29,UTA,57,1053,69%,26%,5%,,,2.0,7.5,45,14,57,6,11,3,548,1,16,dunnkr01
133,Kevin Durant,PF,35,PHO,60,2234,,,5%,87%,8%,4.8,7.2,102,69,54,13,161,8,764,42,39,duranke01
134,Jalen Duren,C,20,DET,51,1523,,,,,100%,-7.6,0.6,39,32,90,32,75,1,304,26,41,durenja01
135,Tari Eason,PF,22,HOU,22,480,,1%,40%,59%,,10.7,11.9,9,3,31,2,16,2,65,5,17,easonta01
136,Anthony Edwards,SG,22,MIN,63,2214,4%,76%,20%,,,9.2,8.5,88,72,52,15,199,1,796,56,53,edwaran01
137,Kessler Edwards,SF,23,SAC,41,194,,,54%,42%,4%,-1.8,-2.6,0,0,12,0,3,4,23,0,4,edwarke02
138,Keon Ellis,SG,24,SAC,40,510,25%,52%,23%,,,5.8,6.1,11,5,34,1,6,3,129,0,3,elliske01
139,Joel Embiid,C,29,PHI,34,1157,,,,,100%,9.4,11.4,48,47,56,24,174,1,485,33,48,embiijo01
140,Drew Eubanks,C,26,PHO,61,959,,,,,100%,-6.0,-12.2,19,11,46,18,33,3,125,5,18,eubandr01
141,Tosan Evbuomwan,SF,22,TOT,7,91,,11%,61%,28%,,-17.8,-11.0,1,0,4,0,0,2,16,0,1,evbuoto01
141,Tosan Evbuomwan,SF,22,MEM,4,74,,13%,75%,11%,,-17.8,-11.3,1,0,4,0,0,1,16,0,1,evbuoto01
141,Tosan Evbuomwan,SF,22,DET,3,17,,,,100%,,-18.0,-10.1,0,0,0,0,0,1,0,0,0,evbuoto01
142,Dante Exum,PG,28,DAL,41,787,100%,,,,,9.5,10.9,13,16,29,2,30,16,289,5,15,exumda01
143,Bruno Fernando,C,25,ATL,29,374,,,,,100%,-1.3,0.7,5,7,33,9,20,0,51,3,10,fernabr01
144,Dorian Finney-Smith,PF,30,BRK,57,1618,,1%,40%,41%,17%,-0.2,4.1,25,10,63,8,18,1,222,2,17,finnedo01
145,Adam Flagler,SG,24,OKC,1,6,100%,,,,,8.3,0.2,0,0,0,0,0,0,3,0,0,flaglad01
146,Malachi Flynn,PG,25,TOT,55,609,91%,9%,,,,-8.6,-5.2,21,12,19,5,15,3,217,3,11,flynnma01
146,Malachi Flynn,PG,25,TOR,31,474,88%,12%,,,,-7.2,-3.6,16,10,16,4,8,3,179,2,6,flynnma01
146,Malachi Flynn,PG,25,NYK,14,60,100%,,,,,-3.4,-7.8,1,1,1,0,5,0,13,1,3,flynnma01
146,Malachi Flynn,PG,25,DET,10,75,100%,,,,,-21.5,-13.9,4,1,2,1,2,0,25,0,2,flynnma01
147,Simone Fontecchio,SF,28,TOT,65,1609,,,73%,27%,,-0.7,5.1,33,19,49,8,32,5,228,8,35,fontesi01
147,Simone Fontecchio,SF,28,UTA,50,1160,,,90%,10%,,-0.1,4.6,23,14,38,7,19,3,172,4,21,fontesi01
147,Simone Fontecchio,SF,28,DET,15,449,,,30%,70%,,-2.4,6.5,10,5,11,1,13,2,56,4,14,fontesi01
148,Jordan Ford,PG,25,SAC,6,22,100%,,,,,28.1,27.6,1,0,0,0,0,0,6,0,0,fordjo01
149,Trent Forrest,SG,25,ATL,28,287,36%,61%,3%,,,-11.5,-10.5,6,4,17,0,4,2,142,0,3,forretr01
150,Evan Fournier,SG,31,TOT,17,261,,33%,67%,,,-10.9,-5.0,6,2,14,0,6,0,52,0,4,fournev01
150,Evan Fournier,SG,31,NYK,3,39,,12%,88%,,,-17.1,-21.6,0,0,3,0,1,0,6,0,0,fournev01
150,Evan Fournier,SG,31,DET,14,222,,36%,63%,1%,,-9.8,-2.1,6,2,11,0,5,0,46,0,4,fournev01
151,De'Aaron Fox,PG,26,SAC,57,2032,100%,,,,,2.2,4.4,83,54,68,7,152,19,788,41,56,foxde01
152,Javon Freeman-Liberty,PG,24,TOR,7,71,58%,43%,,,,-8.7,-4.7,1,1,2,1,5,1,17,1,0,freemja01
153,Alex Fudge,SF,20,LAL,4,14,,,,100%,,-71.3,-71.0,0,1,0,0,1,0,0,0,1,fudgeal01
154,Markelle Fultz,PG,25,ORL,29,639,65%,35%,,,,0.1,-1.5,20,10,20,4,14,2,206,5,18,fultzma01
155,Andrew Funk,SG,24,CHI,1,1,100%,,,,,200.0,202.1,0,0,0,0,0,0,0,0,0,funkan01
156,Wenyen Gabriel,PF,26,MEM,4,67,,2%,78%,20%,,-3.5,3.4,2,2,1,4,3,0,7,1,1,gabriwe01
