,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
32,Earl Barron,C,30,GSW,2,9,,,,,100%,-11.8,-8.2,0,0,3,0,0,0,0,0,0,barroea01
33,Brandon Bass,PF,26,BOS,59,1868,,,,97%,3%,4.7,4.3,17,26,80,13,72,6,133,9,60,bassbr01
34,Tony Battie,C,35,PHI,27,295,,,,8%,92%,8.2,3.8,2,1,16,0,1,2,37,0,2,battito01
35,Shane Battier,SF,33,MIA,65,1499,,32%,65%,3%,,4.9,-3.4,29,2,54,2,6,18,182,1,12,battish01
36,Nicolas Batum,SF,23,POR,59,1791,,1%,66%,33%,,-1.8,-1.5,45,22,37,10,69,20,198,15,38,batumni01
37,Jerryd Bayless,PG,23,TOR,31,705,79%,22%,,,,-2.0,2.2,18,20,34,7,36,7,262,4,7,bayleje01
38,Michael Beasley,SF,23,MIN,47,1087,,,73%,26%,1%,-3.3,-1.9,28,26,42,15,47,1,99,9,31,beaslmi01
39,Rodrigue Beaubois,PG,23,DAL,53,1151,100%,,,,,1.9,1.0,35,18,51,9,29,1,354,9,21,beaubro01
40,Marco Belinelli,SG,25,NOH,66,1966,36%,63%,1%,,,-6.6,-6.2,33,27,49,4,47,11,214,12,22,belinma01
41,Raja Bell,SG,35,UTA,34,796,,100%,1%,,,-1.1,-2.2,13,5,34,2,6,11,86,2,4,bellra01
42,Keith Benson,C,23,GSW,3,9,,,,,100%,51.7,55.4,0,0,0,0,0,0,0,0,0,bensoke02
43,Mike Bibby,PG,33,NYK,39,557,100%,,,,,-2.5,-7.1,17,1,22,1,1,7,191,0,1,bibbymi01
44,Andris Biedriņš,C,25,GSW,47,739,,,,,100%,-8.2,-5.9,3,3,70,5,5,1,38,1,1,biedran01
45,Chauncey Billups,SG,35,LAC,20,607,18%,73%,9%,,,6.8,4.9,20,11,13,6,27,4,178,2,14,billuch01
46,Bismack Biyombo,C,19,CHA,63,1455,,,,34%,66%,-16.7,-2.0,12,14,87,16,65,5,55,15,33,biyombi01
47,DeJuan Blair,PF,22,SAS,64,1363,,,,91%,9%,1.9,-10.5,39,16,77,15,54,4,181,13,52,blairde01
48,Steve Blake,PG,31,LAL,53,1237,100%,,,,,0.2,-2.1,56,9,35,3,6,19,388,0,8,blakest01
49,Andray Blatche,PF,25,WAS,26,626,,,,79%,21%,-13.3,-9.1,7,18,21,3,23,3,65,4,20,blatcan01
50,Eric Bledsoe,PG,22,LAC,40,464,84%,16%,,,,4.1,1.4,23,13,29,7,21,2,152,4,5,bledser01
51,Keith Bogans,SF,31,NJN,5,94,,8%,90%,1%,,-22.2,-16.0,2,1,7,0,4,1,6,3,0,boganke01
52,Andrew Bogut,C,27,MIL,12,364,,,,,100%,2.6,2.7,11,8,17,2,11,10,70,3,4,bogutan01
53,Matt Bonner,PF,31,SAS,65,1326,,,,83%,17%,13.4,9.3,9,0,41,1,6,8,148,0,6,bonnema01
54,Trevor Booker,PF,24,WAS,50,1261,,,,94%,6%,-6.3,-0.5,23,21,71,8,42,2,94,13,12,booketr01
55,Carlos Boozer,PF,30,CHI,66,1948,,,,90%,10%,6.2,-8.7,47,30,103,21,73,1,283,15,47,boozeca01
56,Chris Bosh*,PF,27,MIA,57,2007,,,,49%,51%,10.3,9.6,43,38,57,18,136,5,237,26,49,boshch01
57,Earl Boykins,PG,35,HOU,8,111,100%,,,,,-7.3,-7.9,4,2,2,0,3,0,38,0,2,boykiea01
58,Craig Brackins,PF,24,PHI,14,88,,,55%,45%,,-30.0,-35.8,2,1,4,1,1,0,18,0,5,brackcr01
59,Avery Bradley,PG,21,BOS,64,1368,67%,33%,,,,4.4,2.6,31,34,35,3,39,11,199,8,32,bradlav01
60,Elton Brand,C,32,PHI,60,1732,,,,47%,53%,6.3,3.3,15,24,106,13,64,0,221,16,28,brandel01
61,Corey Brewer,SF,25,DEN,59,1287,,11%,86%,4%,,2.5,-1.4,30,17,37,6,59,19,194,10,37,breweco01
62,Ronnie Brewer,SG,26,CHI,66,1635,,59%,41%,,,8.7,-1.9,26,16,21,7,45,6,313,6,26,brewero02
63,Jon Brockman,PF,24,MIL,35,239,,,8%,79%,14%,-0.6,-0.9,4,1,14,4,6,12,19,1,8,brockjo01
64,MarShon Brooks,SG,23,NJN,56,1648,4%,88%,8%,,,-10.9,-8.7,44,36,56,6,69,5,296,19,34,brookma01
65,Derrick Brown,SF,24,CHA,65,1443,,1%,91%,8%,,-14.7,1.7,16,21,44,3,71,3,143,19,41,brownde04
66,Kwame Brown,C,29,GSW,9,187,,,,,100%,-5.2,-1.7,4,4,8,4,16,0,9,3,5,brownkw01
67,Shannon Brown,SG,26,PHO,59,1400,,97%,3%,,,-2.7,-4.3,22,23,30,9,44,4,154,7,29,brownsh01
68,Kobe Bryant*,SG,33,LAL,58,2232,,99%,1%,,,3.0,5.2,88,78,40,22,177,2,580,44,45,bryanko01
69,Chase Budinger,SF,23,HOU,58,1298,,20%,77%,3%,,0.8,0.8,32,19,38,2,30,2,162,9,30,budinch01
70,Alec Burks,SG,20,UTA,59,939,2%,96%,3%,,,-1.9,-3.6,20,15,42,10,62,8,116,13,35,burksal01
71,Caron Butler,SF,31,LAC,63,1871,,1%,95%,3%,,8.1,12.4,24,19,56,12,45,6,178,7,41,butleca01
72,Jimmy Butler,SG,22,CHI,42,359,,4%,95%,2%,,16.9,8.3,3,5,13,2,28,0,33,4,13,butleji01
73,Rasual Butler,SF,32,TOR,34,453,,2%,92%,6%,,-11.4,-9.0,7,3,24,4,4,0,44,1,5,butlera01
74,Derrick Byars,PF,27,SAS,2,37,,,43%,57%,,-11.0,-19.1,0,0,1,0,0,0,3,0,0,byarsde01
75,Andrew Bynum,C,24,LAL,60,2112,,,,,100%,1.8,0.7,42,45,63,11,165,2,187,40,60,bynuman01
76,Will Bynum,PG,29,DET,36,514,98%,2%,,,,-3.7,2.3,27,16,14,6,30,1,153,10,18,bynumwi01
77,José Calderón,PG,30,TOR,53,1799,99%,1%,,,,-4.7,-2.1,69,23,46,2,15,6,1024,5,17,caldejo01
78,Marcus Camby,C,37,TOT,59,1352,,,,,100%,2.0,3.5,43,5,77,6,28,5,227,10,11,cambyma01
78,Marcus Camby,C,37,POR,40,894,,,,,100%,2.1,4.6,35,5,54,5,16,4,162,6,8,cambyma01
78,Marcus Camby,C,37,HOU,19,458,,,,1%,99%,1.7,1.6,8,0,23,1,12,1,65,4,3,cambyma01
79,Brian Cardinal,SF,34,DAL,44,277,,4%,61%,35%,,-9.1,-11.3,6,2,21,0,1,2,40,0,1,cardibr01
80,DeMarre Carroll,SF-PF,25,TOT,24,348,,58%,42%,1%,,0.6,-0.1,7,2,19,2,7,0,38,0,12,carrode01
80,DeMarre Carroll,PF,25,DEN,4,21,,,93%,7%,,-6.8,-10.2,1,0,0,1,0,0,7,0,0,carrode01
80,DeMarre Carroll,SF,25,UTA,20,327,,61%,38%,,,1.1,0.6,6,2,19,1,7,0,31,0,12,carrode01
81,Matt Carroll,SG,31,CHA,53,596,,90%,8%,1%,,-13.7,2.4,13,6,25,4,16,7,84,3,14,carroma01
82,Anthony Carter,PG,36,TOR,24,209,100%,,,,,-9.7,-6.4,9,7,9,1,3,4,74,0,0,cartean01
83,Vince Carter,SG,35,DAL,61,1542,,42%,58%,,,7.6,12.2,39,20,74,13,52,8,317,7,21,cartevi01
84,Omri Casspi,SF,23,CLE,65,1341,,,99%,1%,,-10.9,-5.9,27,21,57,10,53,6,149,8,33,casspom01
85,Mario Chalmers,PG,25,MIA,64,1825,96%,4%,,,,10.4,8.7,77,29,61,19,25,19,480,6,18,chalmma01
86,Tyson Chandler,C,29,NYK,62,2061,,,,,100%,3.1,-0.8,29,25,76,21,140,20,130,27,25,chandty01
87,Wilson Chandler,SF,24,DEN,8,215,,,87%,13%,,-4.7,-8.6,8,3,9,4,6,1,41,2,4,chandwi01
88,Josh Childress,SF,28,PHO,34,491,,,97%,3%,,-5.0,-5.5,5,2,24,0,1,3,79,0,4,childjo01
89,Earl Clark,PF,24,ORL,45,559,,,6%,87%,7%,-14.5,-18.7,6,10,41,6,13,4,46,1,14,clarkea01
90,Norris Cole,PG,23,MIA,65,1260,100%,,,,,-0.9,-12.4,56,26,57,10,35,7,302,9,37,coleno01
91,Jason Collins,C,33,ATL,30,308,,,,,100%,2.2,-1.8,1,2,22,1,6,2,23,1,3,collija04
92,Darren Collison,PG,24,IND,60,1878,100%,,,,,3.3,0.1,63,36,60,8,48,7,643,10,47,collida01
93,Nick Collison,PF,31,OKC,63,1307,,,,60%,41%,11.4,7.7,17,19,90,11,29,4,204,7,22,collini01
94,Mike Conley,PG,24,MEM,62,2174,100%,,,,,5.8,10.9,66,47,62,5,50,13,856,12,40,conlemi01
95,Brian Cook,PF,31,TOT,32,276,,,,72%,28%,-2.8,-0.7,2,2,27,5,3,0,21,0,2,cookbr01
95,Brian Cook,PF,31,LAC,16,121,,,,70%,30%,-12.8,-16.4,1,0,17,2,1,0,4,0,1,cookbr01
95,Brian Cook,PF,31,WAS,16,155,,,,74%,26%,5.0,11.6,1,2,10,3,2,0,17,0,1,cookbr01
96,Daequan Cook,SG,24,OKC,57,989,,90%,9%,1%,,5.7,-1.4,6,0,39,2,7,6,32,1,4,cookda02
97,DeMarcus Cousins,C,21,SAC,64,1950,,,,,100%,-4.7,3.5,53,55,119,35,176,14,222,47,103,couside01
98,Jamal Crawford,PG,31,POR,60,1613,38%,61%,1%,,,-2.9,-3.5,48,38,23,12,76,7,430,13,38,crawfja01
99,Jordan Crawford,SG,23,WAS,64,1753,3%,96%,1%,,,-9.3,-7.5,72,35,55,22,86,8,412,22,32,crawfjo02
100,Dante Cunningham,PF,24,MEM,64,1124,,,2%,97%,2%,-1.5,-5.9,13,5,49,7,33,1,85,8,12,cunnida01
101,Eddy Curry,C,29,MIA,14,83,,,,,100%,-42.0,-50.0,2,3,10,4,4,0,3,0,3,curryed01
102,Stephen Curry,PG,23,GSW,26,732,96%,5%,,,,4.8,10.9,39,16,24,2,10,5,309,1,7,curryst01
103,Samuel Dalembert,C,30,HOU,65,1446,,,,,100%,2.4,3.7,21,25,96,15,55,2,71,5,30,dalemsa01
104,Erick Dampier,C,36,ATL,15,83,,,,8%,92%,5.2,1.4,1,0,5,2,0,0,8,0,0,dampier01
105,Marquis Daniels,SG,31,BOS,38,484,1%,40%,58%,2%,,-0.5,-4.0,7,17,20,1,11,1,107,5,20,daniema01
106,Baron Davis,PG,32,NYK,29,595,94%,6%,,,,3.2,-0.2,54,14,26,5,12,1,310,2,8,davisba01
107,Ed Davis,PF,22,TOR,66,1534,,,,44%,56%,-8.0,-8.2,19,24,81,14,54,2,135,14,20,davised01
108,Glen Davis,PF,26,ORL,61,1427,,,,45%,55%,-1.0,-3.5,28,15,41,27,87,10,113,20,43,davisgl01
109,Josh Davis,PF,31,MEM,15,130,,,,46%,54%,-18.2,-21.4,3,0,14,0,4,0,15,0,3,davisjo02
110,Eric Dawson,C,27,SAS,4,39,,,,2%,98%,-28.3,-36.7,1,1,5,0,1,0,0,0,1,dawsoer01
111,Austin Daye,SF,23,DET,41,603,,1%,89%,10%,,-13.0,-9.2,18,11,38,3,19,0,73,4,11,dayeau01
112,Carlos Delfino,SF,29,MIL,54,1537,,45%,55%,,,-6.0,-12.0,41,14,41,3,23,13,267,5,33,delfica01
113,Luol Deng,SF,26,CHI,54,2129,,,95%,5%,,9.5,-0.4,49,32,39,11,68,7,346,15,41,denglu01
114,Justin Dentmon,PG,26,TOT,6,91,100%,,,,,-13.4,-12.3,3,2,4,0,3,1,23,0,2,dentmju01
114,Justin Dentmon,PG,26,SAS,2,19,100%,,,,,-13.9,-21.9,0,1,0,0,0,0,3,0,0,dentmju01
114,Justin Dentmon,PG,26,TOR,4,72,100%,,,,,-13.3,-9.8,3,1,4,0,3,1,20,0,2,dentmju01
115,DeMar DeRozan,SG,22,TOR,63,2206,,68%,32%,,,-2.5,3.9,32,56,70,18,155,5,299,31,72,derozde01
116,Boris Diaw,PF,29,TOT,57,1424,,,1%,83%,16%,-6.9,2.3,58,28,69,15,16,4,457,1,15,diawbo01
116,Boris Diaw,PF,29,CHA,37,1018,,,2%,91%,8%,-16.0,-0.5,47,22,42,9,12,3,348,1,11,diawbo01
116,Boris Diaw,PF,29,SAS,20,406,,,,62%,38%,15.8,9.1,11,6,27,6,4,1,109,0,4,diawbo01
117,Ike Diogu,PF,28,SAS,2,14,,,,8%,92%,36.8,29.0,0,0,1,0,1,0,0,0,1,dioguik01
118,DeSagana Diop,C,30,CHA,27,325,,,,,100%,-20.6,-5.6,4,6,20,6,1,2,53,0,4,diopde01
119,Keyon Dooling,SG,31,BOS,46,662,12%,86%,2%,,,-10.8,-17.3,12,12,18,6,11,9,110,1,4,doolike01
120,Toney Douglas,PG,25,NYK,38,656,89%,11%,,,,-0.4,-4.7,33,10,13,7,12,4,186,4,15,douglto01
121,Goran Dragić,PG,25,HOU,66,1752,80%,20%,,,,1.9,3.3,67,52,61,20,66,12,790,14,35,dragigo01
122,Jared Dudley,SG,26,PHO,65,2020,,55%,45%,,,2.0,6.5,43,15,37,8,77,10,256,22,34,dudleja01
123,Chris Duhon,PG,29,ORL,63,1226,100%,,,,,0.7,-0.4,44,24,32,1,5,8,360,1,9,duhonch01
124,Tim Duncan*,C,35,SAS,58,1634,,,,,100%,8.8,1.8,47,26,50,17,126,5,292,29,53,duncati01
125,Mike Dunleavy,SF,31,MIL,55,1445,,11%,82%,7%,,5.2,9.1,34,11,52,6,59,19,257,10,15,dunlemi02
126,Kevin Durant,SF,23,OKC,66,2546,,,78%,22%,,7.1,1.9,91,111,62,30,196,2,542,48,42,duranke01
127,Jerome Dyson,PG,24,NOH,9,180,100%,,,,,1.5,6.1,8,8,6,3,14,1,39,4,3,dysonje01
128,Devin Ebanks,SG,22,LAL,24,396,,50%,49%,,,-0.2,-1.9,6,3,13,3,17,1,26,1,7,ebankde01
129,Wayne Ellington,SG,24,MIN,51,973,17%,76%,8%,,,-0.4,2.4,15,6,30,2,17,4,80,5,8,ellinwa01
130,Monta Ellis,SG,26,TOT,58,2120,19%,81%,1%,,,-1.1,1.8,78,67,68,19,100,18,791,21,36,ellismo01
130,Monta Ellis,SG,26,GSW,37,1365,18%,81%,1%,,,-2.4,2.2,60,37,37,16,63,12,512,13,27,ellismo01
130,Monta Ellis,SG,26,MIL,21,755,20%,80%,,,,1.1,1.2,18,30,31,3,37,6,279,8,9,ellismo01
131,Francisco Elson,C,35,PHI,5,16,,,,31%,69%,-42.8,-47.8,1,0,0,0,0,0,2,0,0,elsonfr01
132,Andre Emmett,SF,29,NJN,6,45,,,83%,17%,,-2.3,4.5,0,0,0,1,4,0,2,0,0,emmetan01
133,Semih Erden,C,25,CLE,28,333,,,,,100%,-11.5,-4.5,4,4,36,6,20,1,20,1,9,erdense01
134,Jeremy Evans,SF,24,UTA,29,217,,7%,36%,57%,,-10.4,-11.8,3,1,17,0,7,1,29,0,2,evansje01
135,Maurice Evans,SF,33,WAS,24,343,,18%,80%,2%,,2.1,9.1,2,6,19,1,5,0,19,2,5,evansma01
136,Reggie Evans,PF,31,LAC,56,771,,,4%,91%,5%,-9.7,-16.5,8,11,36,13,27,0,38,5,14,evansre01
137,Tyreke Evans,SG,22,SAC,63,2162,3%,62%,35%,,,-6.9,-2.6,67,51,55,20,122,6,663,27,75,evansty01
138,Christian Eyenga,SF,22,TOT,7,102,,9%,91%,,,-21.7,-16.3,1,1,3,1,3,1,10,0,0,eyengch01
138,Christian Eyenga,SF,22,CLE,6,83,,11%,89%,,,-28.5,-21.6,1,0,3,1,2,1,8,0,0,eyengch01
138,Christian Eyenga,SF,22,LAL,1,19,,,100%,,,8.3,6.9,0,1,0,0,1,0,2,0,0,eyengch01
139,Kenneth Faried,PF,22,DEN,46,1037,,,1%,93%,7%,0.6,-4.0,20,16,61,15,72,12,80,12,43,farieke01
140,Jordan Farmar,PG,25,NJN,39,831,100%,,,,,-10.3,-4.8,41,16,20,7,24,6,290,5,9,farmajo01
141,Derrick Favors,PF,20,UTA,65,1376,,,,79%,21%,-0.9,-2.6,25,25,69,23,98,2,92,18,49,favorde01
142,Raymond Felton,PG,27,POR,60,1906,98%,2%,,,,3.4,11.4,107,41,44,15,42,11,881,9,25,feltora01
143,Rudy Fernández,SG,26,DEN,31,710,7%,70%,23%,,,4.5,1.5,24,7,16,0,17,13,168,4,5,fernaru01
144,Kyrylo Fesenko,C,25,IND,3,17,,,,,100%,18.2,15.0,0,0,1,0,3,0,2,0,1,fesenky01
145,Landry Fields,SG,23,NYK,66,1894,,49%,50%,2%,,5.8,6.0,55,25,42,12,64,7,383,13,36,fieldla01
146,Derek Fisher,PG,37,TOT,63,1508,99%,1%,,,,5.1,2.7,55,12,45,6,24,23,360,4,20,fishede01
146,Derek Fisher,PG,37,LAL,43,1101,98%,2%,,,,2.5,1.5,44,9,34,5,17,20,297,2,17,fishede01
146,Derek Fisher,PG,37,OKC,20,407,100%,,,,,12.0,6.0,11,3,11,1,7,3,63,2,3,fishede01
147,Jonny Flynn,PG,22,TOT,29,416,100%,,,,,-15.0,-15.3,24,9,16,1,14,1,224,2,11,flynnjo01
147,Jonny Flynn,PG,22,HOU,11,135,100%,,,,,-26.0,-27.5,7,2,7,1,4,1,64,0,3,flynnjo01
147,Jonny Flynn,PG,22,POR,18,281,100%,,,,,-9.7,-9.4,17,7,9,0,10,0,160,2,8,flynnjo01
148,Jeff Foote,C,24,NOH,4,39,,,,5%,95%,0.0,4.3,0,1,3,1,0,0,0,0,2,footeje01
149,Gary Forbes,SG,26,TOR,48,713,17%,74%,9%,,,-4.6,-1.2,27,15,27,3,38,4,115,7,23,forbega01
150,T.J. Ford,PG,28,SAS,14,191,100%,,,,,9.9,2.1,12,9,9,2,5,2,107,1,0,fordtj01
151,Courtney Fortson,PG,23,TOT,10,95,100%,,,,,-20.6,-22.5,4,6,2,0,6,0,23,3,4,fortsco01
151,Courtney Fortson,PG,23,LAC,4,46,100%,,,,,-40.1,-43.6,3,2,1,0,3,0,11,1,2,fortsco01
151,Courtney Fortson,PG,23,HOU,6,49,100%,,,,,-2.3,-2.6,1,4,1,0,3,0,12,2,2,fortsco01
152,Jeff Foster,C,35,IND,11,141,,,,,100%,7.1,4.1,6,0,15,0,5,1,9,1,1,fosteje01
153,Randy Foye,SG,28,LAC,65,1682,1%,84%,15%,,,1.9,-2.1,41,16,61,10,33,10,328,8,34,foyera01
154,Jimmer Fredette,PG,22,SAC,61,1135,76%,24%,,,,-10.4,-6.7,33,22,44,3,20,2,244,2,27,fredeji01
155,Enes Freedom,C,19,UTA,66,874,,,,1%,99%,-8.5,-12.4,6,24,47,7,55,2,18,13,37,kanteen01
156,Channing Frye,PF,28,PHO,64,1669,,,,94%,6%,4.5,10.3,29,14,104,11,33,8,206,10,17,fryech01
157,Dan Gadzuric,C,33,NYK,2,13,,,,42%,58%,-8.0,-11.4,0,0,3,1,1,0,0,0,1,gadzuda01
158,Sundiata Gaines,SG,25,NJN,57,793,63%,35%,2%,,,-6.6,0.2,30,13,22,6,43,4,282,12,19,gainesu01
159,Danilo Gallinari,SF,23,DEN,43,1351,,,75%,24%,1%,8.4,8.8,27,20,39,12,81,18,253,10,25,gallida01
160,Francisco García,SF,30,SAC,49,798,,29%,69%,2%,,-7.9,-2.5,9,4,41,3,9,1,69,0,5,garcifr01
161,Kevin Garnett*,C,35,BOS,60,1864,,,,13%,87%,7.5,11.0,51,21,55,21,71,5,397,9,24,garneke01
162,Marc Gasol,C,27,MEM,65,2370,,,,1%,99%,5.3,11.6,49,38,108,24,138,10,460,27,41,gasolma01
163,Pau Gasol*,PF,31,LAL,65,2430,,,,63%,37%,3.6,8.5,59,52,60,12,103,10,519,22,56,gasolpa01
164,Rudy Gay,SF,25,MEM,65,2422,,,83%,17%,,2.3,-0.2,62,63,57,15,118,6,329,25,67,gayru01
165,Alonzo Gee,SG,24,CLE,63,1827,,49%,50%,1%,,-6.1,3.1,31,48,73,14,107,4,271,26,57,geeal01
166,Paul George,SG,21,IND,66,1958,,90%,10%,,,6.0,7.3,55,29,112,20,77,16,354,13,52,georgpa01
167,Daniel Gibson,SG,25,CLE,35,916,6%,92%,2%,,,-2.8,6.5,31,8,36,1,9,6,171,0,8,gibsoda01
168,Taj Gibson,PF,26,CHI,63,1284,,,,97%,3%,15.3,9.6,8,21,75,15,65,2,115,9,38,gibsota01
169,Manu Ginóbili*,SG,34,SAS,34,792,6%,87%,7%,,,15.1,9.7,44,18,24,1,36,8,333,7,14,ginobma01
170,Mickell Gladness,PF,25,TOT,26,252,,,8%,57%,35%,-12.9,-11.0,1,4,27,0,7,0,11,2,7,gladnmi01
170,Mickell Gladness,PF,25,MIA,8,28,,,,63%,37%,-24.3,-31.3,0,3,5,0,0,0,5,0,0,gladnmi01
170,Mickell Gladness,PF,25,GSW,18,224,,,9%,57%,35%,-11.5,-8.5,1,1,22,0,7,0,6,2,7,gladnmi01
171,Ryan Gomes,SF,29,LAC,32,425,,,86%,13%,,-6.8,-11.3,7,3,19,4,5,1,27,1,1,gomesry01
172,Drew Gooden,C,30,MIL,56,1469,,,,1%,99%,-5.4,-10.6,51,34,62,12,95,14,316,17,34,goodedr01
173,Ben Gordon,SG,28,DET,52,1398,28%,72%,1%,,,-7.8,-3.9,59,33,57,9,56,9,288,14,31,gordobe01
174,Eric Gordon,SG,23,NOH,9,310,85%,15%,,,,4.3,9.6,11,12,11,1,27,0,67,10,8,gordoer01
175,Marcin Gortat,C,27,PHO,66,2114,,,,,100%,1.6,6.1,18,40,75,19,113,16,139,21,57,gortama01
176,Andrew Goudelock,SG,23,LAL,40,419,35%,65%,,,,-3.8,-6.1,7,6,16,2,3,3,54,0,6,goudean01
177,Danny Granger,SF,28,IND,62,2062,,,97%,4%,,7.2,11.2,34,30,47,28,106,5,251,19,68,grangda01
178,Aaron Gray,C,27,TOR,49,813,,,,,100%,-9.5,-7.7,16,6,70,16,24,1,56,5,15,grayaa01
179,Danny Green,SG,24,SAS,66,1522,,68%,31%,1%,,8.5,1.1,36,17,49,9,43,3,194,11,26,greenda02
180,Gerald Green,SF,26,NJN,31,781,,2%,85%,13%,,-0.6,8.3,14,18,44,11,32,1,77,8,5,greenge01
181,Willie Green,SG,30,ATL,53,922,1%,96%,4%,,,-3.8,-10.7,13,12,32,6,28,3,91,6,6,greenwi01
182,Donté Greene,PF,23,SAC,53,777,,,9%,83%,9%,-6.6,-0.8,14,6,45,5,24,3,74,1,20,greendo01
183,Blake Griffin,PF,22,LAC,66,2392,,,,65%,35%,7.7,18.7,53,41,86,21,208,20,525,58,56,griffbl01
184,Hamed Haddadi,C,26,MEM,35,206,,,,,100%,5.6,3.5,4,6,26,5,11,1,16,2,3,haddaha01
