,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
26,Jon Barry,SG,35,TOT,69,1505,4%,73%,22%,,,7.9,8.9,49,16,43,0,16,,362,1,8,barryjo01
26,Jon Barry,SG,35,ATL,16,275,16%,83%,2%,,,-16.1,-5.8,10,4,16,0,3,,61,0,2,barryjo01
26,Jon Barry,SG,35,HOU,53,1230,1%,71%,27%,,,13.3,12.3,39,12,27,0,13,,301,1,6,barryjo01
27,Tony Battie,C,28,ORL,81,1894,,,,13%,87%,-3.8,-2.1,34,18,162,14,34,,90,6,20,battito01
28,Shane Battier,SG,26,MEM,80,2516,,59%,39%,1%,,6.8,10.8,29,18,119,14,84,,293,11,51,battish01
29,Lonny Baxter,PF,26,NOH,4,36,,,50%,50%,,-30.1,-22.0,1,1,5,2,1,,0,0,2,baxtelo01
30,Raja Bell,SG,28,UTA,63,1790,,97%,3%,,,-6.3,-2.2,42,15,91,16,43,,189,7,25,bellra01
31,Jonathan Bender,SF,24,IND,7,93,,,38%,62%,1%,-18.5,-19.8,2,6,5,1,3,,9,0,5,bendejo01
32,Travis Best,PG,32,NJN,76,1461,100%,,,,,-6.8,-8.0,40,17,68,3,48,,322,6,21,besttr01
33,Mike Bibby,PG,26,SAC,80,3084,98%,2%,,,,2.8,1.6,122,60,76,15,145,,1184,30,29,bibbymi01
34,Andris Biedriņš,C,18,GSW,30,384,,,,,100%,6.1,9.5,3,6,56,1,16,,31,2,15,biedran01
35,Chauncey Billups,PG,28,DET,80,2866,92%,8%,,,,6.6,7.0,117,37,68,23,126,,1010,18,36,billuch01
36,Steve Blake,PG,24,WAS,44,648,100%,,,,,-7.2,-8.3,21,15,17,2,7,,153,1,7,blakest01
37,Mark Blount,C,29,BOS,82,2130,,,,,100%,-0.5,-3.2,50,52,125,17,74,,277,16,31,blounma01
38,Tony Bobbitt,SG,25,LAL,2,12,5%,95%,,,,-14.4,-10.9,0,0,1,0,0,,0,0,0,bobbito01
39,Keith Bogans,SG,24,CHA,74,1791,7%,89%,4%,,,-6.5,-0.2,63,32,58,13,84,,282,23,57,boganke01
40,Matt Bonner,C,24,TOR,82,1553,,,2%,16%,82%,-1.6,-0.1,6,15,115,14,30,,118,8,18,bonnema01
41,Calvin Booth,C,28,TOT,51,451,,,1%,25%,75%,-7.2,-10.1,9,3,47,1,12,,22,0,6,boothca01
41,Calvin Booth,C,28,DAL,34,262,,,2%,42%,56%,-3.9,-10.9,3,2,32,1,6,,11,0,5,boothca01
41,Calvin Booth,C,28,MIL,17,189,,,,,100%,-11.8,-8.9,6,1,15,0,6,,11,0,1,boothca01
42,Carlos Boozer,PF,23,UTA,51,1772,,,,90%,11%,-3.2,3.5,54,42,81,30,123,,309,26,67,boozeca01
43,Curtis Borchardt,C,24,UTA,67,859,,,,,100%,-9.3,-5.3,10,14,79,18,27,,108,7,22,borchcu01
44,Chris Bosh*,PF,20,TOR,81,3017,,,3%,69%,29%,-0.3,5.4,61,71,135,24,235,,373,45,76,boshch01
45,Bruce Bowen,SF,33,SAS,82,2627,,2%,91%,7%,,9.1,0.4,31,15,62,7,43,,296,4,34,bowenbr01
46,Ryan Bowen,SF,29,HOU,66,604,,21%,78%,2%,,10.5,6.7,6,1,24,0,11,,43,3,12,bowenry01
47,Earl Boykins,PG,28,DEN,82,2162,100%,,,,,1.3,-1.8,62,41,40,3,68,,824,8,45,boykiea01
48,Michael Bradley,PF,25,TOT,18,119,,,,56%,44%,2.1,2.5,3,1,7,1,2,,12,0,1,bradlmi01
48,Michael Bradley,PF,25,ORL,8,55,,,,59%,42%,12.1,15.0,1,0,2,0,0,,5,0,0,bradlmi01
48,Michael Bradley,PF,25,SAC,8,48,,,,70%,30%,-12.8,-15.4,2,0,5,1,1,,5,0,1,bradlmi01
48,Michael Bradley,PF,25,PHI,2,16,,,,5%,95%,12.3,13.2,0,1,0,0,1,,2,0,0,bradlmi01
49,Shawn Bradley,C,32,DAL,77,885,,,,,100%,12.8,8.5,9,9,88,9,22,,38,5,9,bradlsh01
50,Torraye Braggs,PF,28,HOU,7,24,,,32%,68%,,-17.0,-21.9,1,1,2,0,0,,0,0,1,braggto01
51,Elton Brand,PF,25,LAC,81,3001,,,2%,94%,4%,2.4,13.0,34,63,127,36,225,,441,70,81,brandel01
52,Jamison Brewer,PG,24,NYK,18,185,63%,37%,,,,-20.0,-18.0,9,3,7,0,2,,26,1,3,breweja01
53,Primož Brezec,C,25,CHA,72,2276,,,,,100%,-8.0,-3.9,41,35,116,10,87,,186,23,51,brezepr01
54,Damone Brown,SF,25,WAS,14,152,,,62%,38%,,-0.6,-0.4,7,7,7,0,3,,31,1,4,brownda02
55,Devin Brown,SG,26,SAS,67,1238,,60%,38%,2%,,2.8,-9.1,26,17,45,6,47,,209,12,30,brownde02
56,Kedrick Brown,SF,23,PHI,8,55,,,100%,,,-24.8,-24.3,4,1,2,0,1,,8,0,0,brownke01
57,Kwame Brown,PF,22,WAS,42,908,,,2%,80%,18%,-7.2,-9.0,16,28,58,11,55,,88,8,22,brownkw01
58,P.J. Brown,PF,35,NOH,82,2817,,,,61%,39%,-8.4,-0.4,27,33,106,20,100,,390,15,58,brownpj01
59,Tierre Brown,PG,25,LAL,76,1066,86%,14%,,,,-4.4,-1.1,35,21,20,6,32,,382,7,31,brownti01
60,Rick Brunson,PG,32,LAC,80,1945,95%,5%,,,,-1.1,-0.6,87,21,40,11,12,,850,1,19,brunsri01
61,Kobe Bryant*,SG,26,LAL,66,2689,3%,96%,1%,,,-2.8,2.5,144,76,55,31,239,,950,55,66,bryanko01
62,Greg Buckner,SG,28,DEN,70,1522,,91%,8%,,,1.9,-0.3,23,8,82,4,31,,279,13,19,buckngr01
63,Rodney Buford,SF,27,NJN,64,1313,,67%,33%,1%,,-9.7,-11.9,18,5,41,6,20,,140,1,20,buforro01
64,Antonio Burks,PG,24,MEM,24,219,92%,8%,,,,-7.9,-11.4,7,3,3,2,3,,64,1,8,burksan01
65,Caron Butler,SF,24,LAL,77,2746,,24%,76%,,,-4.7,-3.9,49,24,60,38,140,,345,33,71,butleca01
66,Jackie Butler,C,19,NYK,3,5,,,,100%,,25.6,28.5,0,0,0,0,2,,0,2,0,butleja01
67,Rasual Butler,SF,25,MIA,65,1203,,1%,85%,14%,,5.8,-2.2,26,4,49,1,16,,130,2,12,butlera01
68,Žarko Čabarkapa,PF,23,TOT,40,475,,,4%,90%,7%,4.1,6.9,11,7,27,2,29,,57,5,10,cabarza01
68,Žarko Čabarkapa,PF,23,PHO,3,11,,,,100%,,64.9,57.6,0,0,0,0,1,,0,1,2,cabarza01
68,Žarko Čabarkapa,PF,23,GSW,37,464,,,4%,89%,7%,2.6,5.7,11,7,27,2,28,,57,4,8,cabarza01
69,Marcus Camby,C,30,DEN,66,2015,,,,30%,70%,3.1,2.0,61,19,99,13,73,,324,11,16,cambyma01
70,Elden Campbell,C,36,TOT,40,390,,,,12%,88%,-1.5,-5.7,9,7,29,8,23,,39,1,12,campbel01
70,Elden Campbell,C,36,NJN,10,50,,,,2%,98%,-9.6,-7.9,0,1,6,0,2,,6,0,1,campbel01
70,Elden Campbell,C,36,DET,30,340,,,,14%,87%,-0.3,-5.4,9,6,23,8,21,,33,1,11,campbel01
71,Brian Cardinal,PF,27,MEM,58,1433,,,,92%,7%,5.2,3.6,49,18,95,8,61,,254,7,33,cardibr01
72,Geno Carlisle,SG,28,POR,6,16,,100%,,,,-31.5,-26.9,0,0,0,1,3,,2,1,0,carlige01
73,Matt Carroll,SG,24,CHA,25,430,,54%,45%,1%,,2.1,9.5,5,16,16,3,30,,37,6,12,carroma01
74,Anthony Carter,PG,29,MIN,66,742,97%,3%,,,,3.0,1.7,45,8,32,6,18,,339,5,7,cartean01
75,Vince Carter,SF-SG,28,TOT,77,2828,,37%,56%,7%,,0.2,6.5,74,57,112,28,182,,741,36,51,cartevi01
75,Vince Carter,SG,28,TOR,20,608,,96%,3%,,,-10.2,-10.3,6,5,29,9,29,,138,8,11,cartevi01
75,Vince Carter,SF,28,NJN,57,2220,,21%,70%,8%,,3.1,11.0,68,52,83,19,153,,603,28,40,cartevi01
76,Sam Cassell,PG,35,MIN,59,1522,99%,1%,,,,3.2,2.7,59,25,39,17,50,,643,6,23,cassesa01
77,Kelvin Cato,C,30,ORL,62,1525,,,,1%,99%,1.9,7.4,32,12,105,13,57,,83,4,21,catoke01
78,Lionel Chalmers,PG,24,LAC,36,433,99%,1%,,,,-5.5,-5.2,15,4,15,1,7,,108,2,10,chalmli01
79,Tyson Chandler,C,22,CHI,80,2189,,,,35%,66%,2.6,3.1,27,37,122,35,145,,148,34,46,chandty01
80,Calbert Cheaney,SG,33,GSW,55,951,4%,54%,41%,1%,,-3.9,-2.0,17,6,22,10,17,,142,3,12,cheanca01
81,Josh Childress,SG,21,ATL,80,2376,8%,66%,25%,1%,,-10.3,0.9,48,38,99,11,95,,329,19,75,childjo01
82,Doug Christie,SG,34,TOT,52,1525,4%,92%,3%,,,1.9,1.7,74,14,38,7,28,,434,5,17,chrisdo01
82,Doug Christie,SG,34,SAC,31,996,3%,94%,3%,,,5.5,4.0,51,9,23,3,21,,334,4,15,chrisdo01
82,Doug Christie,SG,34,ORL,21,529,7%,89%,4%,,,-4.9,-2.5,23,5,15,4,7,,100,1,2,chrisdo01
83,Speedy Claxton,PG,26,TOT,62,1866,100%,,,,,-5.2,-3.1,50,44,60,12,80,,867,23,47,claxtsp01
83,Speedy Claxton,PG,26,GSW,46,1501,100%,,,,,-5.5,-5.0,40,31,53,10,62,,660,17,41,claxtsp01
83,Speedy Claxton,PG,26,NOH,16,365,100%,,,,,-4.0,4.8,10,13,7,2,18,,207,6,6,claxtsp01
84,Mateen Cleaves,PG,27,SEA,14,65,67%,34%,,,,-17.8,-20.9,1,1,1,0,1,,15,0,2,cleavma01
85,Derrick Coleman,C,37,DET,5,50,,,,35%,65%,-24.9,-29.8,1,1,5,0,2,,0,1,1,colemde01
86,Jason Collier,C,27,ATL,70,942,,,,,100%,-19.7,-11.8,27,21,90,11,32,,38,7,28,collija02
87,Jarron Collins,C,26,UTA,50,961,,,,1%,100%,0.1,6.9,10,6,68,10,40,,124,2,31,collija03
88,Jason Collins,C,26,NJN,80,2542,,,,,100%,3.0,12.9,21,21,151,32,79,,229,13,44,collija04
89,Nick Collison,C,24,SEA,82,1396,,,,17%,83%,4.9,3.2,15,20,135,18,56,,71,18,47,collini01
90,Brian Cook,C,24,LAL,72,1087,,,,44%,56%,2.1,7.8,15,7,75,3,14,,83,3,8,cookbr01
91,Omar Cook,PG,23,TOR,5,74,100%,,,,,15.2,17.1,4,1,4,0,2,,48,0,1,cookom01
92,Jamal Crawford,SG,24,NYK,70,2688,8%,91%,2%,,,-3.9,-3.3,84,29,55,22,68,,659,13,28,crawfja01
93,Austin Croshere,PF,29,IND,73,1827,,,2%,95%,4%,-5.8,-12.5,39,28,83,20,93,,242,14,44,croshau01
94,Eddy Curry,C,22,CHI,63,1808,,,,,100%,-2.3,-6.6,30,53,88,48,158,,83,46,59,curryed01
95,Michael Curry,SF,36,IND,18,249,,4%,81%,15%,,-11.9,-13.6,3,0,13,2,4,,31,0,2,currymi01
96,Samuel Dalembert,C,23,PHI,72,1785,,,,,100%,1.2,3.6,40,24,149,17,68,,82,17,25,dalemsa01
97,Erick Dampier,C,29,DAL,59,1609,,,,,100%,9.7,5.8,24,34,115,23,103,,118,20,40,dampier01
98,Antonio Daniels,PG,29,SEA,75,2026,62%,38%,,,,5.3,5.4,38,30,30,5,100,,755,23,28,daniean01
99,Erik Daniels,SF,22,SAC,21,72,,,31%,67%,2%,-23.9,-26.9,5,0,5,1,0,,9,0,1,danieer01
100,Marquis Daniels,SG,24,DAL,60,1412,11%,81%,8%,,,1.8,-6.9,44,26,56,9,63,,285,15,40,daniema01
101,Antonio Davis,PF,36,CHI,72,1843,,,,94%,6%,0.3,-1.7,39,20,74,19,57,,182,7,28,davisan01
102,Baron Davis,PG,25,TOT,46,1581,59%,41%,,,,1.9,8.4,87,23,37,11,93,,829,23,24,davisba01
102,Baron Davis,PG,25,NOH,18,593,66%,34%,,,,-3.6,5.6,21,10,14,2,39,,287,10,4,davisba01
102,Baron Davis,PG,25,GSW,28,988,55%,46%,,,,5.2,10.1,66,13,23,9,54,,542,13,20,davisba01
103,Dale Davis,C,35,TOT,61,1307,,,,34%,66%,2.0,3.2,5,13,77,10,40,,108,5,24,davisda01
103,Dale Davis,C,35,GSW,36,577,,,,1%,99%,-5.7,-3.9,2,7,35,6,15,,50,2,13,davisda01
103,Dale Davis,C,35,IND,25,730,,,,60%,40%,8.1,8.8,3,6,42,4,25,,58,3,11,davisda01
104,Josh Davis,PF,24,PHI,42,328,,,,98%,2%,4.9,6.2,10,2,29,1,8,,28,1,12,davisjo02
105,Ricky Davis,SG,25,BOS,82,2696,1%,71%,27%,1%,,-1.3,-7.0,105,56,82,14,139,,556,25,50,davisri01
106,Andrew DeClercq,C,31,ORL,8,49,,,,19%,81%,-14.1,-11.5,0,0,9,1,1,,0,1,2,declean01
107,Carlos Delfino,SG,22,DET,30,459,,57%,43%,,,-2.2,-7.7,12,4,17,2,13,,84,2,12,delfica01
108,Tony Delk,SG,31,ATL,56,1340,42%,58%,,,,-8.5,3.2,25,20,55,5,53,,220,8,25,delkto01
109,Luol Deng,SF,19,CHI,61,1663,,,81%,18%,1%,4.4,5.5,55,39,43,9,68,,303,22,48,denglu01
110,Boris Diaw,SG,22,ATL,66,1201,6%,52%,38%,5%,,-7.0,5.2,58,16,56,4,27,,324,5,17,diawbo01
111,Dan Dickau,PG,26,TOT,71,2090,99%,1%,,,,-8.4,0.1,74,47,78,10,74,,756,14,54,dickada01
111,Dan Dickau,PG,26,DAL,4,16,100%,,,,,-62.5,-68.9,0,0,0,0,1,,2,0,1,dickada01
111,Dan Dickau,PG,26,NOH,67,2074,99%,1%,,,,-8.0,0.6,74,47,78,10,73,,754,14,53,dickada01
112,Kaniel Dickens,SF,26,NJN,11,61,,3%,49%,48%,,-27.9,-26.5,0,2,0,0,1,,3,0,0,dickeka01
113,DeSagana Diop,C,23,CLE,39,306,,,,13%,87%,-5.7,-7.0,4,4,39,0,2,,31,1,7,diopde01
114,Vlade Divac*,C,36,LAL,15,130,,,,,100%,-13.9,-10.7,7,4,6,2,6,,43,4,5,divacvl01
115,Juan Dixon,SG,26,WAS,63,1054,32%,66%,2%,,,-4.2,-5.4,29,24,44,6,34,,255,8,18,dixonju01
116,Michael Doleac,C,27,MIA,80,1175,,,,14%,86%,2.5,-6.7,14,8,84,11,17,,103,3,19,doleami01
117,Keyon Dooling,PG,24,MIA,74,1184,92%,8%,,,,3.2,-5.8,37,17,32,1,37,,291,4,12,doolike01
118,Predrag Drobnjak,C,29,ATL,71,1435,,,,2%,98%,-8.7,3.1,14,37,72,9,57,,113,13,37,drobnpr01
119,Chris Duhon,PG,22,CHI,82,2177,95%,6%,,,,2.8,3.3,76,23,84,8,24,,872,9,25,duhonch01
120,Tim Duncan*,PF,28,SAS,66,2203,,,,47%,53%,16.9,17.8,44,47,93,18,200,,404,41,57,duncati01
121,Mike Dunleavy,SF,24,GSW,79,2570,,1%,77%,22%,,-1.5,2.6,58,42,98,14,79,,461,15,45,dunlemi02
122,Ronald Dupree,SF,24,DET,47,472,,3%,95%,2%,,-2.5,-8.0,12,7,29,0,23,,52,2,7,duprero01
123,Ndudi Ebi,SG,20,MIN,2,54,,88%,13%,,,16.2,14.8,1,1,5,0,3,,2,1,2,ebind01
124,Corsley Edwards,C,25,NOH,10,110,,,,,100%,-15.6,-7.5,1,1,9,0,6,,6,0,6,edwarco01
125,John Edwards,C,23,IND,25,139,,,,26%,74%,-27.5,-29.3,1,5,8,1,4,,7,0,2,edwarjo01
126,Howard Eisley,PG,32,UTA,74,1428,93%,7%,,,,-7.8,-4.1,66,24,55,12,18,,535,3,13,eisleho01
127,Obinna Ekezie,C,29,ATL,42,732,,,,4%,96%,-6.0,5.6,7,16,43,14,40,,22,2,15,ekeziob01
128,Francisco Elson,C,28,DEN,67,939,,,,,100%,-0.2,-3.1,17,12,72,6,30,,72,5,14,elsonfr01
129,Melvin Ely,PF,26,CHA,79,1649,,,,44%,57%,-4.0,4.0,37,30,103,22,90,,175,15,24,elyme01
130,Andre Emmett,SG,22,MEM,8,28,5%,95%,,,,-18.5,-21.5,0,0,1,1,2,,0,0,3,emmetan01
131,Maurice Evans,SG,26,SAC,65,1233,,53%,47%,,,-0.8,-4.7,9,18,36,5,34,,105,6,29,evansma01
132,Reggie Evans,PF,24,SEA,79,1881,,,5%,91%,4%,1.3,-2.7,15,29,62,25,87,,139,21,48,evansre01
133,Michael Finley,SG,31,DAL,64,2358,,51%,47%,2%,,7.8,4.1,36,16,70,5,49,,375,7,29,finlemi01
134,Derek Fisher,PG,30,GSW,74,2222,79%,21%,,,,-2.2,0.4,82,32,52,8,53,,672,8,29,fishede01
135,Marcus Fizer,PF,26,MIL,54,903,,,,80%,20%,-9.1,-7.6,25,17,50,10,38,,146,5,15,fizerma01
136,Luis Flores,PG,23,TOT,16,77,83%,17%,,,,14.4,16.9,2,4,2,1,0,,25,0,4,florelu01
136,Luis Flores,PG,23,GSW,15,73,82%,18%,,,,12.9,15.6,2,4,2,1,0,,25,0,3,florelu01
136,Luis Flores,PG,23,DEN,1,4,100%,,,,,42.9,40.8,0,0,0,0,0,,0,0,1,florelu01
137,Danny Fortson,C,28,SEA,62,1047,,,,45%,55%,4.8,2.7,7,14,67,56,119,,20,22,46,fortsda01
138,Jeff Foster,C,28,IND,61,1594,,,,12%,88%,7.8,11.6,18,14,87,20,70,,105,18,27,fosteje01
139,Tremaine Fowlkes,SF,28,IND,8,56,,12%,80%,8%,,-6.3,-7.3,3,2,2,0,1,,0,0,1,fowlktr01
140,Adonal Foyle,C,29,GSW,78,1700,,,,1%,100%,-0.7,3.1,16,19,116,13,36,,130,8,21,foylead01
141,Richie Frahm,SG,27,POR,43,499,,85%,14%,,,-4.5,0.2,8,4,15,1,7,,65,0,10,frahmri01
142,Steve Francis,PG,27,ORL,78,2978,71%,28%,,,,-1.0,6.8,157,71,101,40,228,,1196,54,56,francst01
143,Matt Freije,PF,23,NOH,23,441,,,11%,89%,,-9.6,-1.5,9,3,20,2,4,,44,1,8,freijma01
144,Lawrence Funderburke,PF,34,CHI,2,21,,,,80%,20%,-3.3,-4.5,0,0,2,0,3,,0,1,0,fundela01
145,Dan Gadzuric,C,26,MIL,81,1783,,,,6%,94%,-1.5,3.2,28,18,137,18,97,,68,28,35,gadzuda01
146,Reece Gaines,PG,24,TOT,21,187,19%,74%,7%,,,-16.8,-18.6,2,3,6,1,0,,18,0,0,gainere01
146,Reece Gaines,PG,24,HOU,10,108,15%,80%,5%,,,-8.3,-13.5,1,2,3,1,0,,9,0,0,gainere01
146,Reece Gaines,PG,24,MIL,11,79,23%,66%,10%,,,-28.5,-25.7,1,1,3,0,0,,9,0,0,gainere01
147,Alex Garcia,SG,24,NOH,8,146,13%,86%,1%,,,-15.6,-7.6,4,1,7,2,1,,39,0,3,garcial01
148,Kevin Garnett*,PF,28,MIN,82,3121,,,,62%,38%,1.7,0.7,81,57,81,37,228,,1039,51,60,garneke01
149,Pat Garrity,PF,28,ORL,71,955,,,5%,92%,4%,-7.6,-6.5,14,3,43,9,10,,69,2,14,garripa01
150,Pau Gasol*,PF,24,MEM,56,1790,,,,54%,47%,4.5,2.9,53,54,81,10,163,,327,37,71,gasolpa01
151,Devean George,SF,27,LAL,15,306,,1%,40%,58%,1%,-13.7,-11.0,6,3,16,2,7,,32,1,4,georgde01
152,Eddie Gill,PG,26,IND,73,1021,100%,,,,,-4.6,-7.3,29,21,42,6,29,,197,4,19,gilled01
153,Kendall Gill,SG,36,MIL,14,284,1%,70%,28%,1%,,-2.8,0.5,4,3,15,1,10,,63,2,3,gillke01
154,Manu Ginóbili*,SG,27,SAS,74,2193,,59%,39%,2%,,16.6,17.2,97,37,59,24,165,,637,37,50,ginobma01
155,Gordan Giriček,SG,27,UTA,81,1660,,87%,13%,,,-3.0,3.7,44,29,64,6,60,,285,14,38,giricgo01
156,Dion Glover,SG,26,SAS,7,68,,8%,68%,24%,,1.5,-7.6,1,1,2,0,4,,10,2,4,glovedi01
157,Anthony Goldwire,PG,33,TOT,33,537,100%,,,,,-6.3,-4.0,10,3,6,2,12,,174,1,4,goldwan01
157,Anthony Goldwire,PG,33,DET,9,55,100%,,,,,-22.3,-27.2,1,0,2,0,3,,0,0,0,goldwan01
157,Anthony Goldwire,PG,33,MIL,24,482,100%,,,,,-4.4,-1.4,9,3,4,2,9,,174,1,4,goldwan01
158,Drew Gooden,PF,23,CLE,82,2523,,,2%,98%,1%,2.1,3.7,56,34,103,22,142,,277,34,85,goodedr01
159,Ben Gordon,SG,21,CHI,82,2002,3%,87%,10%,,,3.7,5.0,87,60,99,22,76,,372,17,57,gordobe01
160,Brian Grant,C,32,LAL,69,1136,,,,6%,94%,-5.0,-2.1,16,8,98,16,35,,79,7,20,grantbr01
161,Willie Green,SG,23,PHI,57,1066,48%,52%,,,,-6.1,-7.2,32,25,61,10,50,,225,9,20,greenwi01
162,Adrian Griffin,SF,30,CHI,69,667,,8%,84%,8%,,4.3,3.6,14,8,31,1,16,,121,2,9,griffad01
163,Eddie Griffin,PF,22,MIN,70,1492,,,,93%,6%,4.5,4.6,28,13,89,3,34,,115,6,33,griffed01
164,Tom Gugliotta,PF,35,TOT,47,966,,,,74%,26%,-11.7,-4.0,45,7,73,2,16,,144,1,8,guglito01
164,Tom Gugliotta,PF,35,BOS,20,218,,,,84%,16%,-11.2,-12.8,8,1,14,0,2,,27,0,1,guglito01
164,Tom Gugliotta,PF,35,ATL,27,748,,,,71%,29%,-11.8,-1.4,37,6,59,2,14,,117,1,7,guglito01
