,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
33,Keita Bates-Diop,SF,25,SAS,30,245,,10%,65%,25%,,-8.2,-7.0,1,2,6,2,10,0,27,3,8,bateske01
34,Nicolas Batum,SF,32,LAC,67,1835,,,14%,84%,2%,9.0,5.3,42,7,48,2,26,13,354,7,6,batumni01
35,Aron Baynes,C,34,TOR,53,980,,,,,100%,-4.9,-5.9,13,9,57,18,20,13,116,4,15,baynear01
36,Kent Bazemore,SF,31,GSW,67,1333,,39%,43%,17%,1%,6.7,9.5,40,24,75,9,35,19,261,8,14,bazemke01
37,Darius Bazley,PF,20,OKC,55,1714,,4%,24%,68%,4%,-13.4,-5.1,52,47,34,10,89,4,245,17,53,bazleda01
38,Bradley Beal,SG,27,WAS,60,2147,1%,73%,26%,,,-0.6,3.2,88,65,73,18,206,15,617,66,60,bealbr01
39,Malik Beasley,SG,24,MIN,37,1214,1%,91%,8%,,,-7.3,-2.9,20,25,30,7,37,3,212,11,29,beaslma01
40,Jordan Bell,C,26,TOT,6,82,,,,52%,48%,-18.7,-17.6,2,1,6,0,0,1,17,0,3,belljo01
40,Jordan Bell,C,26,WAS,5,67,,,,63%,37%,-23.2,-21.8,1,1,4,0,0,1,12,0,3,belljo01
40,Jordan Bell,C,26,GSW,1,15,,,,,100%,1.6,0.8,1,0,2,0,0,0,5,0,0,belljo01
41,DeAndre' Bembry,SF,26,TOR,51,972,4%,41%,52%,3%,,0.7,2.0,41,22,30,2,34,9,263,7,21,bembrde01
42,Dāvis Bertāns,PF,28,WAS,57,1464,,,,95%,5%,1.8,6.4,16,8,60,6,30,10,110,10,6,bertada01
43,Patrick Beverley,PG,32,LAC,37,832,79%,21%,,,,9.1,3.3,21,1,43,7,13,11,186,1,10,beverpa01
44,Saddiq Bey,SF,21,DET,70,1909,,3%,71%,26%,,-5.7,-2.7,27,7,52,8,69,4,236,17,34,beysa01
45,Tyler Bey,SF,22,DAL,18,71,,,14%,68%,18%,-27.1,-30.0,1,1,3,0,3,1,8,1,2,beyty01
46,Khem Birch,C,28,TOT,67,1529,,,,35%,65%,-3.3,3.6,14,15,66,10,66,9,225,10,30,birchkh01
46,Khem Birch,C,28,ORL,48,952,,,,53%,47%,-4.4,6.2,6,9,38,5,42,7,132,6,22,birchkh01
46,Khem Birch,C,28,TOR,19,577,,,,6%,94%,-1.4,-0.8,8,6,28,5,24,2,93,4,8,birchkh01
47,Goga Bitadze,C,21,IND,45,561,,,,,100%,-1.1,-1.3,5,1,58,5,28,0,85,4,15,bitadgo01
48,Bismack Biyombo,C,28,CHO,66,1349,,,,,100%,-8.2,-9.8,27,11,70,21,43,4,187,10,30,biyombi01
49,Nemanja Bjelica,PF,32,TOT,37,595,,,,74%,26%,-6.5,-4.4,11,10,25,8,19,0,169,5,10,bjeline01
49,Nemanja Bjelica,PF,32,SAC,26,439,,,,89%,11%,-8.6,-5.7,11,7,17,7,16,0,119,5,7,bjeline01
49,Nemanja Bjelica,PF,32,MIA,11,156,,,,31%,69%,-0.6,-0.7,0,3,8,1,3,0,50,0,3,bjeline01
50,Eric Bledsoe,SG,31,NOP,71,2111,36%,64%,,,,-1.3,-1.9,71,25,58,10,86,26,629,22,26,bledser01
51,Keljin Blevins,SF,25,POR,17,75,39%,43%,18%,,,-18.4,-20.9,3,0,6,0,0,0,10,0,4,blevike01
52,Bogdan Bogdanović,SG,28,ATL,44,1305,,28%,70%,2%,,4.2,2.6,28,15,42,5,16,6,357,2,19,bogdabo01
53,Bojan Bogdanović,SF,31,UTA,72,2216,,6%,45%,50%,,9.2,-0.9,44,55,38,13,100,8,352,18,61,bogdabo02
54,Bol Bol,PF,21,DEN,32,160,,,,52%,48%,-23.1,-29.4,2,7,8,0,7,0,17,3,0,bolbo01
55,Marques Bolden,C,22,CLE,6,29,,,,85%,15%,8.9,17.5,0,1,0,0,0,0,0,0,0,boldema01
56,Jordan Bone,PG,23,ORL,14,196,100%,,,,,-15.8,-7.2,2,0,2,0,0,2,44,0,0,bonejo01
57,Isaac Bonga,SF,21,WAS,40,432,,2%,62%,36%,,-1.5,0.4,9,4,29,2,4,9,52,2,1,bongais01
58,Devin Booker,SG,24,PHO,67,2270,,94%,6%,,,7.2,3.1,102,52,74,29,176,17,716,43,46,bookede01
59,Chris Boucher,C,28,TOR,60,1453,,,,17%,83%,3.3,6.9,13,11,117,7,96,12,160,22,41,bouchch01
60,Brian Bowen,SF,22,IND,6,15,,24%,76%,,,0.0,0.0,0,0,1,0,1,0,0,1,0,bowenbr02
61,Avery Bradley,SG,30,TOT,27,602,49%,47%,4%,,,-9.9,-5.3,19,6,21,2,6,3,110,1,9,bradlav01
61,Avery Bradley,SG,30,MIA,10,211,22%,74%,4%,,,-1.7,-1.9,5,3,9,1,4,1,32,1,4,bradlav01
61,Avery Bradley,SG,30,HOU,17,391,64%,33%,4%,,,-14.4,-7.1,14,3,12,1,2,2,78,0,5,bradlav01
62,Tony Bradley,C,23,TOT,42,684,,,,5%,95%,-1.6,2.5,8,9,32,13,27,0,82,3,18,bradlto01
62,Tony Bradley,C,23,PHI,20,287,,,,9%,91%,13.0,8.0,1,3,21,2,5,0,34,1,6,bradlto01
62,Tony Bradley,C,23,OKC,22,397,,,,2%,98%,-12.2,-1.5,7,6,11,11,22,0,48,2,12,bradlto01
63,Jarrell Brantley,PF,24,UTA,28,138,,1%,44%,51%,4%,-6.1,-16.2,3,2,14,1,1,0,41,0,4,brantja01
64,Ignas Brazdeikis,SF,22,TOT,13,249,,,20%,81%,,-5.6,2.8,3,3,13,4,5,1,38,0,8,brazdig01
64,Ignas Brazdeikis,SF,22,NYK,4,7,,,46%,54%,,-52.7,-55.4,0,1,0,0,1,0,2,0,0,brazdig01
64,Ignas Brazdeikis,SF,22,PHI,1,8,,,,100%,,42.9,37.3,0,0,0,0,0,0,0,0,1,brazdig01
64,Ignas Brazdeikis,SF,22,ORL,8,234,,,19%,81%,,-5.8,3.4,3,2,13,4,4,1,36,0,7,brazdig01
65,Mikal Bridges,SF,24,PHO,72,2348,,7%,89%,4%,,7.6,4.4,35,14,60,3,61,14,361,17,24,bridgmi01
66,Miles Bridges,PF,22,CHO,66,1932,,,4%,92%,4%,0.3,5.5,56,24,72,10,55,8,363,15,26,bridgmi02
67,Amida Brimah,C,26,IND,5,29,,,,6%,94%,37.6,38.0,2,0,2,1,2,0,2,1,0,brimaam01
68,Oshae Brissett,SF,22,IND,21,519,,1%,40%,41%,19%,5.5,6.6,2,6,26,1,32,2,47,5,6,brissos01
69,Malcolm Brogdon,PG,28,IND,56,1930,57%,38%,6%,,,-0.7,-1.5,76,27,40,7,67,5,789,18,66,brogdma01
70,Armoni Brooks,SG,22,HOU,20,520,58%,40%,2%,,,-13.4,-6.2,11,3,20,3,5,0,75,0,6,brookar01
71,Dillon Brooks,SF,25,MEM,67,1997,,12%,81%,6%,,4.4,7.2,59,34,98,16,93,13,358,22,40,brookdi01
72,Bruce Brown,PG,24,BRK,65,1451,33%,65%,2%,,,5.2,0.4,27,19,71,2,56,1,265,11,39,brownbr01
73,Charlie Brown Jr.,SG,23,OKC,9,152,60%,39%,1%,,,-12.1,-1.3,1,3,9,0,5,3,20,1,2,brownch02
74,Jaylen Brown,SG,24,BOS,58,1999,1%,51%,47%,1%,,1.2,0.6,56,63,58,21,114,7,464,34,62,brownja02
75,Moses Brown,C,21,OKC,43,920,,,,,100%,-19.1,-11.3,5,14,55,11,61,2,23,14,28,brownmo01
76,Sterling Brown,SG,25,HOU,51,1229,4%,42%,52%,2%,,-6.1,3.1,26,9,58,3,12,2,178,3,16,brownst02
77,Troy Brown Jr.,SF,21,TOT,34,524,,25%,69%,6%,,1.5,3.1,12,4,23,4,12,4,70,7,7,browntr01
77,Troy Brown Jr.,SF,21,WAS,21,287,,26%,65%,10%,,-8.4,-7.1,7,4,11,4,8,2,48,3,3,browntr01
77,Troy Brown Jr.,SF,21,CHI,13,237,,24%,75%,1%,,13.5,15.3,5,0,12,0,4,2,22,4,4,browntr01
78,Jalen Brunson,PG,24,DAL,68,1697,78%,22%,,,,4.4,4.2,53,13,37,10,59,34,602,15,17,brunsja01
79,Elijah Bryant,SG,25,MIL,1,32,12%,58%,20%,10%,,14.4,8.9,1,2,2,0,2,0,8,1,0,bryanel01
80,Thomas Bryant,C,23,WAS,10,271,,,,,100%,-3.3,-1.6,2,4,18,4,16,3,35,10,2,bryanth01
81,Reggie Bullock,SF,29,NYK,65,1949,,2%,96%,2%,,1.9,-1.3,27,10,77,4,11,6,238,0,13,bullore01
82,Trey Burke,PG,28,DAL,62,911,99%,1%,,,,0.6,-2.2,22,4,33,3,22,9,203,4,17,burketr01
83,Alec Burks,SG,29,NYK,49,1255,1%,27%,73%,1%,,5.2,4.2,33,9,52,2,49,8,260,12,31,burksal01
84,Jimmy Butler,SF,31,MIA,52,1745,,,70%,30%,,5.4,10.7,67,22,30,15,182,11,893,38,42,butleji01
85,Bruno Caboclo,PF,25,HOU,6,36,,,,33%,67%,1.3,9.4,3,0,4,0,0,1,3,0,1,cabocbr01
86,Devontae Cacok,PF,24,LAL,20,98,,,4%,73%,23%,16.6,14.4,2,1,4,1,5,0,2,1,4,cacokde01
87,Kentavious Caldwell-Pope,SG,27,LAL,67,1902,3%,39%,54%,4%,,2.8,0.4,34,16,52,6,42,22,305,10,22,caldwke01
88,Facundo Campazzo,PG,29,DEN,65,1425,100%,,,,,3.3,-2.5,50,10,43,7,29,27,575,9,8,campafa01
89,Vlatko Čančar,PF,23,DEN,41,281,,4%,48%,34%,15%,-17.0,-23.8,8,3,10,0,6,1,34,3,5,cancavl01
90,Devin Cannady,PG,24,ORL,8,74,100%,,,,,-12.7,-3.8,0,2,3,0,1,0,3,0,0,cannade01
91,Clint Capela,C,26,ATL,63,1898,,,,,100%,7.4,10.5,12,18,72,25,105,2,119,21,50,capelca01
92,Vernon Carey Jr.,C,19,CHO,19,115,,,,,100%,-7.2,-5.2,2,1,7,2,4,1,4,1,3,careyve01
93,Jevon Carter,PG,25,PHO,60,717,18%,80%,2%,,,3.9,-2.7,9,4,30,1,4,3,177,2,7,carteje01
94,Wendell Carter Jr.,C,21,TOT,54,1375,,,,9%,91%,-9.3,-6.4,22,22,78,20,84,5,252,18,34,cartewe01
94,Wendell Carter Jr.,C,21,CHI,32,792,,,,,100%,-7.0,-8.0,14,12,52,14,52,3,168,7,22,cartewe01
94,Wendell Carter Jr.,C,21,ORL,22,583,,,,20%,80%,-12.3,-4.1,8,10,26,6,32,2,84,11,12,cartewe01
95,Michael Carter-Williams,SG,29,ORL,31,800,71%,28%,1%,,,-2.7,8.1,33,23,30,8,40,28,311,14,21,cartemi01
96,Alex Caruso,PG,26,LAL,58,1216,100%,,,,,4.7,3.2,54,14,54,5,36,32,383,7,23,carusal01
97,Willie Cauley-Stein,C,27,DAL,53,906,,,,15%,85%,7.9,7.6,15,7,85,5,37,8,86,6,12,caulewi01
98,Chris Chiozza,PG,25,BRK,22,232,100%,,,,,5.4,0.5,12,2,9,1,6,1,151,1,8,chiozch01
99,Marquese Chriss,PF,23,GSW,2,27,,,,9%,91%,-44.3,-45.5,1,0,1,1,2,0,5,0,1,chrisma01
100,Gary Clark,SF-PF,26,TOT,39,654,,3%,42%,55%,,-8.4,0.4,13,0,26,0,4,4,76,2,5,clarkga01
100,Gary Clark,SF,26,ORL,35,637,,3%,41%,56%,,-7.9,1.3,13,0,25,0,4,4,74,2,5,clarkga01
100,Gary Clark,SF,26,DEN,2,4,,35%,65%,,,-65.3,-70.2,0,0,0,0,0,0,0,0,0,clarkga01
100,Gary Clark,PF,26,PHI,2,13,,,82%,18%,,-12.9,-18.6,0,0,1,0,0,0,2,0,0,clarkga01
101,Brandon Clarke,PF,24,MEM,59,1415,,,18%,74%,8%,0.2,-1.9,13,12,50,4,68,7,221,29,31,clarkbr01
102,Jordan Clarkson,SG,28,UTA,68,1818,24%,75%,1%,,,7.9,-3.5,41,42,37,13,61,4,418,16,39,clarkjo01
103,Nic Claxton,C,21,BRK,32,594,,,,1%,99%,13.6,10.4,6,7,39,4,37,3,68,10,11,claxtni01
104,Amir Coffey,SG,23,LAC,44,394,,16%,74%,9%,,-2.4,-10.0,7,5,13,0,14,2,56,1,7,coffeam01
105,John Collins,PF,23,ATL,63,1848,,,,86%,14%,4.7,4.5,23,29,102,21,93,13,188,31,53,collijo01
106,Mike Conley,PG,33,UTA,51,1498,100%,,,,,17.0,13.2,68,24,29,5,58,22,768,8,24,conlemi01
107,Pat Connaughton,SG,28,MIL,69,1575,1%,36%,60%,3%,,7.0,2.6,20,6,63,4,15,11,195,2,16,connapa01
108,Quinn Cook,PG,27,TOT,23,157,100%,,,,,-1.5,2.6,5,2,6,0,4,0,44,2,7,cookqu01
108,Quinn Cook,PG,27,LAL,16,62,100%,,,,,-0.6,-3.3,1,2,1,0,2,0,12,1,2,cookqu01
108,Quinn Cook,PG,27,CLE,7,95,100%,,,,,-2.1,6.5,4,0,5,0,2,0,32,1,5,cookqu01
109,Tyler Cook,SF-PF,23,TOT,32,438,,,1%,76%,23%,-4.0,0.0,8,5,13,4,21,0,41,7,8,cookty01
109,Tyler Cook,PF,23,BRK,4,17,,,,,100%,35.9,31.1,0,0,0,1,0,0,6,0,1,cookty01
109,Tyler Cook,SF,23,DET,28,421,,,1%,79%,20%,-5.6,-1.2,8,5,13,3,21,0,35,7,7,cookty01
110,DeMarcus Cousins,C,30,TOT,41,713,,,,,100%,-4.1,0.0,30,16,56,12,33,10,187,9,22,couside01
110,DeMarcus Cousins,C,30,HOU,25,506,,,,,100%,-4.3,4.4,19,9,40,7,25,4,148,6,13,couside01
110,DeMarcus Cousins,C,30,LAC,16,207,,,,,100%,-3.7,-10.9,11,7,16,5,8,6,39,3,9,couside01
111,Robert Covington,PF,30,POR,70,2243,,,14%,86%,1%,4.4,7.0,28,6,117,15,23,13,299,2,16,covinro01
112,Torrey Craig,SF,30,TOT,50,803,,2%,52%,45%,,-2.5,-9.7,8,6,43,5,9,5,118,0,11,craigto01
112,Torrey Craig,SF,30,MIL,18,201,,8%,58%,34%,,-10.3,-16.8,0,2,14,1,1,2,38,0,6,craigto01
112,Torrey Craig,SF,30,PHO,32,602,,,50%,49%,,0.1,-7.3,8,4,29,4,8,3,80,0,5,craigto01
113,Jae Crowder,PF,30,PHO,60,1648,,,25%,75%,,7.1,1.8,42,3,64,7,32,18,297,7,14,crowdja01
114,Jarrett Culver,SG,21,MIN,34,499,1%,7%,75%,18%,,-11.0,-6.5,11,8,35,3,21,5,61,2,16,culveja01
115,Seth Curry,SG,30,PHI,57,1638,18%,81%,1%,,,8.0,4.4,30,15,31,8,21,8,366,5,16,curryse01
116,Stephen Curry,PG,32,GSW,63,2152,100%,,,,,4.0,8.6,115,58,46,13,152,14,843,45,56,curryst01
117,Nate Darling,SG,22,CHO,7,26,27%,65%,8%,,,-66.9,-65.2,0,0,0,0,0,1,2,0,0,darlina01
118,Anthony Davis,PF,27,LAL,36,1162,,,,91%,10%,4.9,3.4,29,29,33,6,81,6,266,18,24,davisan02
119,Ed Davis,C,31,MIN,23,299,,,,,100%,-7.8,-2.6,1,0,36,6,6,2,53,0,8,davised01
120,Terence Davis,SG,23,TOT,61,1074,6%,48%,46%,1%,,-2.6,-0.4,35,16,44,6,27,2,202,9,30,daviste02
120,Terence Davis,SG,23,TOR,34,493,5%,48%,46%,1%,,0.7,1.7,17,6,19,3,9,0,95,6,13,daviste02
120,Terence Davis,SG,23,SAC,27,581,6%,48%,46%,1%,,-5.4,-2.1,18,10,25,3,18,2,107,3,17,daviste02
121,Gabriel Deck,PF,25,OKC,10,212,,,14%,48%,39%,-12.6,-1.9,1,3,2,0,10,1,60,2,2,deckga01
122,Dewayne Dedmon,C,31,MIA,16,210,,,,,100%,15.9,16.9,2,5,18,4,13,1,32,5,3,dedmode01
123,Matthew Dellavedova,PG,30,CLE,13,224,73%,27%,,,,-2.7,6.1,5,1,7,0,1,1,140,0,5,dellama01
124,DeMar DeRozan,PF,31,SAS,61,2056,,,31%,69%,,-2.5,-1.9,55,49,66,5,220,15,1044,51,60,derozde01
125,Mamadi Diakite,PF,24,MIL,14,141,,,,13%,87%,5.4,-0.2,1,1,10,1,6,2,20,0,4,diakima01
126,Hamidou Diallo,SG-SF,22,TOT,52,1226,11%,38%,48%,3%,,-7.8,1.2,31,16,57,16,101,7,248,26,33,diallha01
126,Hamidou Diallo,SG,22,OKC,32,761,18%,52%,26%,4%,,-5.6,6.7,20,10,36,11,67,6,193,16,22,diallha01
126,Hamidou Diallo,SF,22,DET,20,465,,15%,84%,2%,,-11.4,-7.9,11,6,21,5,34,1,55,10,11,diallha01
127,Gorgui Dieng,C,31,TOT,38,552,,,,,100%,-6.6,-7.5,10,7,32,9,32,3,111,7,7,dienggo01
127,Gorgui Dieng,C,31,MEM,22,371,,,,,100%,-1.6,-3.3,4,6,23,7,21,2,69,3,5,dienggo01
127,Gorgui Dieng,C,31,SAS,16,181,,,,,100%,-16.9,-16.0,6,1,9,2,11,1,42,4,2,dienggo01
128,Spencer Dinwiddie,SG,27,BRK,3,64,1%,98%,1%,,,28.7,24.2,4,0,1,1,3,0,24,0,0,dinwisp01
129,Donte DiVincenzo,SG,24,MIL,66,1814,8%,84%,9%,,,7.3,3.7,52,19,49,12,26,17,472,3,31,divindo01
130,Luka Dončić,PG,21,DAL,66,2262,52%,44%,4%,,,3.3,3.0,182,69,73,14,210,7,1375,52,51,doncilu01
131,Luguentz Dort,SG,21,OKC,52,1543,28%,71%,1%,,,-7.7,5.6,31,23,50,17,78,57,218,17,48,dortlu01
132,Damyean Dotson,SG,26,CLE,46,907,33%,47%,20%,1%,,-11.9,-4.8,25,9,21,4,17,2,215,3,14,dotsoda01
133,Devon Dotson,PG,21,CHI,11,50,100%,,,,,31.4,32.7,0,0,1,0,0,1,18,0,2,dotsode01
134,Sekou Doumbouya,PF,20,DET,56,869,,,,93%,6%,-7.0,-3.3,9,14,29,11,32,3,112,6,29,doumbse01
135,PJ Dozier,SG,24,DEN,50,1088,6%,53%,36%,4%,,10.1,7.6,20,17,44,4,35,10,222,10,25,doziepj01
136,Goran Dragić,PG,34,MIA,50,1337,67%,33%,,,,0.8,1.3,72,22,45,15,41,9,535,8,23,dragigo01
137,Andre Drummond,C,27,TOT,46,1242,,,,3%,97%,-4.0,-0.2,52,34,62,27,106,9,217,30,68,drumman01
137,Andre Drummond,C,27,CLE,25,722,,,,5%,95%,-7.3,1.4,40,24,28,10,67,7,142,17,50,drumman01
137,Andre Drummond,C,27,LAL,21,520,,,,,100%,0.6,-2.4,12,10,34,17,39,2,75,13,18,drumman01
138,Jared Dudley,PF,35,LAL,12,81,,,15%,64%,21%,0.6,-2.1,2,0,3,0,0,0,13,0,1,dudleja01
139,Kris Dunn,PG,26,ATL,4,45,42%,51%,7%,,,-32.8,-35.8,0,3,2,0,2,0,6,0,2,dunnkr01
140,Kevin Durant,PF,32,BRK,35,1157,,,,55%,45%,11.7,10.3,70,33,39,7,91,4,457,23,25,duranke01
141,Anthony Edwards,SG,19,MIN,72,2314,,27%,62%,10%,,-5.3,0.3,68,55,58,17,138,2,528,34,68,edwaran01
142,Carsen Edwards,SG,22,BOS,31,276,28%,67%,6%,,,-5.2,-6.7,3,2,13,0,7,3,37,2,5,edwarca01
143,CJ Elleby,SF,20,POR,30,192,,48%,46%,6%,,-3.7,-5.9,3,2,21,0,7,2,24,1,2,ellebcj01
144,Henry Ellenson,PF,24,TOR,2,38,,,,69%,31%,9.8,10.6,0,0,6,0,2,1,12,0,1,ellenhe01
145,Wayne Ellington,SG,33,DET,46,1012,,90%,10%,,,-4.2,0.5,25,5,24,2,8,4,158,2,7,ellinwa01
146,Joel Embiid,C,26,PHI,51,1585,,,,,100%,12.4,12.3,62,54,65,23,225,5,350,42,45,embiijo01
147,James Ennis III,SF,30,ORL,41,986,3%,30%,51%,16%,,-3.5,7.6,12,13,40,7,40,12,142,9,19,ennisja01
148,Drew Eubanks,C,23,SAS,54,755,,,,2%,98%,-5.4,-4.7,11,10,56,16,43,6,97,10,19,eubandr01
149,Dante Exum,SG,25,CLE,6,116,3%,45%,52%,,,4.5,13.4,4,1,4,0,1,4,26,0,0,exumda01
150,Tacko Fall,C,25,BOS,19,136,,,,,100%,11.6,11.1,1,2,14,2,8,0,9,1,3,fallta01
151,Derrick Favors,C,29,UTA,68,1039,,,,2%,98%,1.3,-11.7,18,4,101,9,37,2,124,12,16,favorde01
152,Cristiano Felício,C,28,CHI,18,84,,,,,100%,11.4,12.5,2,1,3,1,7,1,18,0,1,feliccr01
153,Terrance Ferguson,SG,22,PHI,13,49,,13%,59%,28%,,-17.1,-23.0,4,0,4,0,0,0,5,0,0,fergute01
154,Bruno Fernando,C,22,ATL,33,226,,,,,100%,-4.7,-7.8,6,5,15,6,9,0,23,2,8,fernabr01
155,Yogi Ferrell,PG,27,TOT,10,136,100%,,,,,-0.7,-2.9,1,0,6,1,4,3,52,1,6,ferreyo01
155,Yogi Ferrell,PG,27,CLE,2,40,100%,,,,,-12.0,-3.6,1,0,1,1,1,1,11,1,2,ferreyo01
155,Yogi Ferrell,PG,27,LAC,8,96,100%,,,,,4.0,-2.6,0,0,5,0,3,2,41,0,4,ferreyo01
156,Dorian Finney-Smith,PF,27,DAL,60,1921,,,47%,53%,,5.3,6.7,30,6,57,5,22,8,251,5,23,finnedo01
157,Malik Fitts,PF,23,LAC,3,11,,,64%,36%,,-24.0,-30.7,0,0,3,0,0,0,0,0,1,fittsma01
158,Malachi Flynn,PG,22,TOR,47,928,100%,,,,,-5.3,-6.2,24,11,34,4,23,3,336,9,13,flynnma01
