,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
14,Carmelo Anthony,SF,25,DEN,69,2634,,,83%,17%,,5.3,3.4,60,61,83,49,256,16,504,59,109,anthoca01
15,Joel Anthony,C,27,MIA,80,1322,,,,6%,94%,1.4,-2.3,6,11,111,16,42,5,29,6,22,anthojo01
16,Gilbert Arenas,PG,28,WAS,32,1169,82%,18%,,,,-4.1,2.0,50,41,43,13,96,4,496,22,41,arenagi01
17,Trevor Ariza,SF,24,HOU,72,2629,,,91%,9%,,-0.7,-0.5,71,42,71,18,108,10,614,23,62,arizatr01
18,Hilton Armstrong,PF-C,25,TOT,33,335,,,,45%,55%,-5.7,-3.0,3,7,30,8,11,6,47,0,11,armsthi01
18,Hilton Armstrong,PF,25,NOH,18,239,,,,53%,47%,-7.6,-5.0,2,4,22,5,9,5,37,0,2,armsthi01
18,Hilton Armstrong,C,25,SAC,6,56,,,,46%,54%,6.4,11.2,1,2,3,0,1,0,4,0,3,armsthi01
18,Hilton Armstrong,C,25,HOU,9,40,,,,,100%,-11.1,-10.7,0,1,5,3,1,1,6,0,6,armsthi01
19,Carlos Arroyo,PG,30,MIA,72,1585,84%,16%,,,,2.7,-0.3,22,15,40,9,29,12,510,6,14,arroyca01
20,Darrell Arthur,PF,21,MEM,32,457,,,,84%,16%,-12.4,-12.1,7,1,35,9,12,2,35,0,18,arthuda01
21,Chucky Atkins,PG,35,DET,40,644,100%,,,,,-5.4,0.6,18,5,18,8,6,9,196,1,5,atkinch01
22,D.J. Augustin,PG,22,CHA,80,1472,100%,,,,,0.7,-1.4,52,14,45,7,43,18,428,7,47,augusdj01
23,Jeff Ayres,C,22,POR,39,405,,,,,100%,-6.1,-11.1,0,4,40,6,10,7,3,2,6,pendeje02
24,Kelenna Azubuike,SF,26,GSW,9,231,,9%,79%,12%,,-8.6,-5.2,0,1,11,2,14,4,22,4,6,azubuke01
25,Renaldo Balkman,SF,25,DEN,13,91,,,52%,48%,,-17.3,-22.1,3,1,9,1,3,0,17,0,1,balkmre01
26,Marcus Banks,PG,28,TOR,22,244,100%,,,,,-3.8,-1.8,11,4,7,2,7,4,55,0,4,banksma01
27,Leandro Barbosa,PG,27,PHO,44,786,37%,63%,,,,6.3,1.1,13,19,33,11,31,4,157,8,20,barbole01
28,J.J. Barea,PG,25,DAL,78,1546,90%,10%,,,,-1.4,-7.0,57,33,49,5,34,48,579,10,31,bareajo01
29,Andrea Bargnani,PF,24,TOR,80,2799,,,,68%,32%,-4.1,-6.7,33,39,111,24,102,16,214,21,43,bargnan01
30,Matt Barnes,SF,29,ORL,81,2097,,1%,94%,5%,,11.5,6.8,67,21,85,11,65,16,323,15,35,barnema02
31,Earl Barron,C,28,NYK,7,232,,,,,100%,1.4,5.5,1,6,16,1,15,4,21,1,7,barroea01
32,Brandon Bass,PF,24,ORL,50,648,,,6%,94%,1%,5.4,-3.5,9,7,33,6,32,0,45,11,16,bassbr01
33,Tony Battie,C,33,NJN,15,134,,,,22%,78%,-19.8,-10.0,1,0,17,1,4,2,6,0,1,battito01
34,Shane Battier,SG,31,HOU,67,2168,,76%,25%,,,-0.2,0.7,38,14,97,5,42,34,372,8,21,battish01
35,Nicolas Batum,SF,21,POR,37,918,,5%,94%,1%,,8.6,6.1,17,5,24,2,27,16,98,11,11,batumni01
36,Jerryd Bayless,SG,21,POR,74,1304,41%,57%,3%,,,0.2,-5.5,38,23,55,16,99,18,391,18,40,bayleje01
37,Michael Beasley,PF,21,MIA,78,2328,,,,84%,16%,0.1,-6.7,31,51,120,28,117,4,231,25,70,beaslmi01
38,Rodrigue Beaubois,PG,21,DAL,56,700,100%,,,,,4.8,2.3,22,12,37,7,21,1,167,12,9,beaubro01
39,Marco Belinelli,SG,23,TOR,66,1121,3%,92%,6%,,,1.8,5.4,34,14,30,7,42,10,195,7,22,belinma01
40,Charlie Bell,SG,30,MIL,71,1611,4%,86%,11%,,,1.4,-1.0,25,17,65,2,27,19,240,7,25,bellch01
41,Raja Bell,SG,33,TOT,6,180,,89%,11%,,,9.3,8.9,2,0,7,3,2,4,27,1,1,bellra01
41,Raja Bell,SG,33,CHA,5,157,,92%,8%,,,14.8,13.8,2,0,6,3,2,3,21,1,1,bellra01
41,Raja Bell,SG,33,GSW,1,23,,69%,31%,,,-28.2,-24.6,0,0,1,0,0,1,6,0,0,bellra01
42,Jonathan Bender,SF,29,NYK,25,292,,1%,54%,41%,4%,-12.1,-8.9,8,10,22,3,12,1,36,2,9,bendejo01
43,Mike Bibby,PG,31,ATL,80,2195,100%,,,,,7.0,4.2,67,13,67,4,25,15,663,5,10,bibbymi01
44,Andris Biedriņš,C,23,GSW,33,763,,,,,100%,-8.3,-5.7,13,12,71,4,10,1,132,2,6,biedran01
45,Chauncey Billups,PG,33,DEN,73,2490,78%,22%,,,,4.4,0.6,109,42,70,16,164,8,912,23,61,billuch01
46,DeJuan Blair,PF,20,SAS,82,1494,,,1%,64%,35%,4.3,-2.3,30,21,111,26,82,4,149,30,60,blairde01
47,Steve Blake,PG,29,TOT,80,2159,98%,2%,,,,-2.6,-3.3,91,22,38,4,6,24,862,1,8,blakest01
47,Steve Blake,PG,29,POR,51,1397,100%,,,,,3.7,-0.4,45,11,25,4,4,17,456,1,6,blakest01
47,Steve Blake,PG,29,LAC,29,762,94%,6%,,,,-14.1,-8.7,46,11,13,0,2,7,406,0,2,blakest01
48,Andray Blatche,PF,23,WAS,81,2256,,,,63%,37%,-6.9,-3.1,56,59,105,21,127,28,386,39,87,blatcan01
49,Keith Bogans,SF,29,SAS,79,1559,,39%,53%,8%,,2.8,-4.8,28,10,68,7,18,22,212,2,26,boganke01
50,Andrew Bogut,C,25,MIL,69,2229,,,,,100%,5.4,7.8,41,44,132,28,114,51,302,33,64,bogutan01
51,Matt Bonner,PF,29,SAS,65,1161,,,,50%,50%,8.3,3.6,17,8,56,8,18,10,166,8,8,bonnema01
52,Josh Boone,PF,25,NJN,63,1045,,,,68%,32%,-11.0,-1.0,20,11,76,4,25,1,64,6,17,boonejo01
53,Carlos Boozer,PF,28,UTA,78,2673,,,,55%,45%,4.8,-2.5,79,66,133,39,201,5,535,63,96,boozeca01
54,Chris Bosh*,C,25,TOR,70,2526,,,,5%,95%,0.0,5.8,46,62,89,27,283,14,388,64,74,boshch01
55,Ryan Bowen,SF,34,OKC,1,8,,,100%,,,66.9,62.8,0,0,1,0,1,0,0,0,0,bowenry01
56,Earl Boykins,PG,33,WAS,67,1117,100%,,,,,-11.3,-8.1,34,22,18,0,20,9,390,4,24,boykiea01
57,Elton Brand,PF,30,PHI,76,2297,,,,79%,21%,-2.4,5.6,22,56,116,22,126,3,258,36,55,brandel01
58,Corey Brewer,SG,23,MIN,82,2482,,89%,11%,,,-10.2,-0.6,85,36,97,23,123,32,419,24,59,breweco01
59,Ronnie Brewer,SG,24,TOT,58,1742,,60%,40%,,,2.4,-4.6,22,16,46,5,66,8,334,13,34,brewero02
59,Ronnie Brewer,SG,24,UTA,53,1662,,61%,39%,,,3.1,-4.3,21,15,46,5,64,8,327,12,32,brewero02
59,Ronnie Brewer,SG,24,MEM,5,80,,56%,44%,,,-12.2,-10.8,1,1,0,0,2,0,7,1,2,brewero02
60,Primož Brezec,C,30,TOT,21,95,,,,,100%,-2.8,-2.3,0,0,14,0,1,0,2,0,1,brezepr01
60,Primož Brezec,C,30,PHI,7,36,,,,,100%,10.0,14.8,0,0,6,0,0,0,0,0,1,brezepr01
60,Primož Brezec,C,30,MIL,14,59,,,,,100%,-10.6,-12.7,0,0,8,0,1,0,2,0,0,brezepr01
61,Jon Brockman,PF,22,SAC,52,654,,,1%,76%,22%,0.3,5.8,9,2,48,6,21,11,53,7,8,brockjo01
62,Aaron Brooks,PG,25,HOU,82,2919,100%,,,,,-0.4,0.4,111,75,106,18,88,20,985,23,80,brookaa01
63,Bobby Brown,PG,25,TOT,45,519,77%,22%,,,,-9.4,-5.2,27,9,8,5,4,11,209,1,9,brownbo02
63,Bobby Brown,PG,25,NOH,22,328,64%,35%,1%,,,-2.9,0.1,17,2,5,3,2,7,113,0,5,brownbo02
63,Bobby Brown,PG,25,LAC,23,191,100%,,,,,-20.7,-14.4,10,7,3,2,2,4,96,1,4,brownbo02
64,Derrick Brown,SF,22,CHA,57,535,,,4%,83%,14%,1.4,-0.2,4,3,20,3,30,3,47,2,25,brownde04
65,Devin Brown,SG,31,TOT,50,1060,,98%,2%,,,-0.7,2.3,22,15,35,9,36,8,140,8,23,brownde02
65,Devin Brown,SG,31,NOH,39,967,,98%,2%,,,-2.4,0.8,21,14,30,8,36,8,125,8,21,brownde02
65,Devin Brown,SG,31,CHI,11,93,,94%,6%,,,16.0,18.0,1,1,5,1,0,0,15,0,2,brownde02
66,Kwame Brown,C,27,DET,48,660,,,,,100%,-10.1,-5.1,11,12,50,9,44,8,48,6,13,brownkw01
67,Shannon Brown,SG,24,LAL,82,1700,16%,83%,1%,,,1.4,-6.5,26,20,81,7,43,6,255,5,23,brownsh01
68,Kobe Bryant*,SG,31,LAL,73,2835,1%,78%,21%,,,8.6,12.4,109,66,60,35,233,11,831,46,67,bryanko01
69,Chase Budinger,SF,21,HOU,74,1488,,29%,66%,5%,,0.3,1.2,30,6,39,4,40,11,201,8,33,budinch01
70,Caron Butler,SF-SG,29,TOT,74,2783,,13%,84%,3%,,-1.0,3.1,48,41,90,30,118,1,357,15,69,butleca01
70,Caron Butler,SF,29,WAS,47,1853,,4%,93%,3%,,-3.2,4.3,34,27,58,22,74,0,246,11,43,butleca01
70,Caron Butler,SG,29,DAL,27,930,,31%,67%,2%,,3.4,0.7,14,14,32,8,44,1,111,4,26,butleca01
71,Rasual Butler,SF,30,LAC,82,2702,,31%,67%,3%,,-5.7,4.2,40,17,68,7,50,8,250,9,28,butlera01
72,Andrew Bynum,C,22,LAL,65,1977,,,,,100%,6.9,3.5,21,28,109,23,130,4,157,35,51,bynuman01
73,Will Bynum,PG,27,DET,63,1667,99%,1%,,,,-9.7,-6.6,59,35,46,8,61,5,640,12,51,bynumwi01
74,José Calderón,PG,28,TOR,68,1817,100%,,,,,-2.2,-0.2,77,17,58,4,31,14,899,6,25,caldejo01
75,Marcus Camby,PF-C,35,TOT,74,2314,,,,57%,43%,2.4,8.9,67,19,107,2,46,18,393,14,16,cambyma01
75,Marcus Camby,PF,35,LAC,51,1596,,,,82%,18%,-2.2,8.1,47,12,71,2,34,11,319,9,14,cambyma01
75,Marcus Camby,C,35,POR,23,718,,,,,100%,12.7,10.7,20,7,36,0,12,7,74,5,2,cambyma01
76,Brian Cardinal,PF,32,MIN,29,267,,,,96%,4%,-9.8,0.2,4,1,33,2,3,7,50,0,0,cardibr01
77,Rodney Carney,SG,25,PHI,68,857,4%,50%,43%,3%,,-6.0,-1.7,9,3,47,3,29,1,81,6,7,carnero01
78,DeMarre Carroll,SF,23,MEM,71,795,,7%,67%,26%,,-0.8,1.1,12,8,56,2,19,6,73,5,20,carrode01
79,Matt Carroll,SG,29,DAL,25,121,,26%,64%,10%,,-6.6,-9.8,2,4,8,1,2,0,12,0,1,carroma01
80,Anthony Carter,PG,34,DEN,54,859,82%,18%,,,,-1.2,-6.9,39,8,30,6,5,2,356,1,6,cartean01
81,Vince Carter,SG,33,ORL,75,2310,,85%,15%,,,11.2,7.0,48,36,98,10,104,13,585,20,39,cartevi01
82,Omri Casspi,SF,21,SAC,77,1931,,12%,67%,21%,,-3.0,3.2,39,22,66,13,78,18,206,19,31,casspom01
83,Mario Chalmers,PG,23,MIA,73,1807,100%,,,,,0.8,-3.9,58,31,69,18,36,31,544,9,21,chalmma01
84,Tyson Chandler,C,27,CHA,51,1163,,,,,100%,-1.2,-3.9,21,12,58,33,64,12,33,9,24,chandty01
85,Wilson Chandler,SG,22,NYK,65,2320,,55%,41%,3%,,-2.6,3.0,28,29,106,28,79,9,334,21,42,chandwi01
86,Earl Clark,PF,22,PHO,51,383,,,10%,71%,20%,-2.6,-9.0,14,6,19,1,16,4,50,0,13,clarkea01
87,Jarron Collins,C,31,PHO,34,261,,,,2%,99%,-0.1,-6.0,2,1,16,5,7,11,14,2,5,collija03
88,Jason Collins,C,31,ATL,24,115,,,,,100%,-5.9,-11.3,0,0,8,3,1,1,9,0,3,collija04
89,Mardy Collins,SG,25,LAC,43,470,18%,59%,23%,,,-10.5,-3.9,24,5,25,1,10,5,95,3,7,collima01
90,Darren Collison,PG,22,NOH,76,2109,88%,12%,,,,-4.9,-4.2,110,54,38,7,78,5,971,21,60,collida01
91,Nick Collison,C,29,OKC,75,1557,,,,10%,91%,9.9,9.3,14,12,143,24,44,57,86,5,27,collini01
92,Mike Conley,PG,22,MEM,80,2569,100%,1%,,,,0.4,5.8,107,41,87,6,74,7,925,16,47,conlemi01
93,Will Conroy,PG,27,HOU,5,36,92%,8%,,,,-17.4,-17.0,1,1,2,1,0,0,17,0,0,conrowi01
94,Brian Cook,PF,29,HOU,15,44,,,11%,89%,,-35.0,-34.9,4,2,4,0,3,0,2,1,0,cookbr01
95,Daequan Cook,SG,22,MIA,45,691,,82%,18%,,,-1.3,-5.0,9,7,26,2,9,0,96,3,8,cookda02
96,Jamal Crawford,SG,29,ATL,79,2460,43%,56%,,,,4.4,-1.8,60,37,57,14,117,8,519,26,47,crawfja01
97,Dante Cunningham,PF,22,POR,63,707,,,1%,98%,1%,4.7,0.9,0,7,49,5,23,5,33,6,8,cunnida01
98,Eddy Curry,C,27,NYK,7,62,,,,,100%,-15.9,-12.3,1,6,4,5,7,1,0,1,2,curryed01
99,JamesOn Curry,PG,24,LAC,1,0,100%,,,,,,,0,0,0,0,0,0,0,0,0,curryja01
100,Stephen Curry,PG,21,GSW,80,2896,64%,36%,,,,-3.2,2.2,134,61,149,10,71,33,1054,17,49,curryst01
101,Samuel Dalembert,C,28,PHI,82,2124,,,,,100%,-4.8,-0.2,33,29,143,16,58,7,143,7,25,dalemsa01
102,Erick Dampier,C,34,DAL,55,1280,,,,,100%,6.2,4.9,19,15,99,12,45,2,75,7,25,dampier01
103,Marquis Daniels,SF,29,BOS,51,937,,42%,57%,1%,,3.6,-0.7,11,19,42,2,29,8,159,10,25,daniema01
104,Baron Davis,PG,30,LAC,75,2523,91%,9%,,,,-4.6,6.9,131,45,105,17,109,19,1306,26,58,davisba01
105,Glen Davis,PF,24,BOS,54,933,,,,82%,18%,-3.4,-9.8,14,12,68,19,68,20,91,16,50,davisgl01
106,Paul Davis,PF,25,WAS,2,8,,,,100%,,0.4,5.9,0,0,0,0,1,1,7,0,0,davispa01
107,Ricky Davis,SF,30,LAC,36,499,,75%,25%,,,-12.2,-5.9,19,8,19,0,12,3,85,1,2,davisri01
108,Austin Daye,SF,21,DET,69,915,,15%,75%,10%,,-8.0,-2.7,26,7,70,5,22,3,73,8,11,dayeau01
109,Carlos Delfino,SF,27,MIL,75,2279,,7%,87%,7%,,2.8,2.0,69,23,65,7,52,13,455,10,34,delfica01
110,Luol Deng,SF,24,CHI,70,2651,,1%,85%,14%,,1.1,8.0,37,47,65,16,147,13,316,32,53,denglu01
111,DeMar DeRozan,SG,20,TOR,77,1664,,72%,27%,1%,,-6.2,-7.2,19,21,90,7,95,14,119,22,42,derozde01
112,Boris Diaw,PF,27,CHA,82,2906,,,1%,79%,19%,2.4,3.2,98,26,111,33,59,14,738,20,30,diawbo01
113,Yakhouba Diawara,SG,27,MIA,6,44,,13%,83%,4%,,-1.1,-4.0,1,2,5,0,0,0,6,0,1,diawaya01
114,Travis Diener,PG,27,TOT,9,51,100%,,,,,-29.2,-29.8,0,0,1,0,0,0,17,0,0,dienetr01
114,Travis Diener,PG,27,IND,4,25,100%,,,,,-20.0,-17.0,0,0,0,0,0,0,9,0,0,dienetr01
114,Travis Diener,PG,27,POR,5,26,100%,,,,,-38.0,-42.2,0,0,1,0,0,0,8,0,0,dienetr01
115,DeSagana Diop,C,28,CHA,27,262,,,,1%,100%,5.0,3.6,4,2,20,1,4,0,11,3,1,diopde01
116,Keyon Dooling,PG,29,NJN,53,971,74%,25%,1%,,,-3.8,8.5,30,16,20,6,24,15,300,7,10,doolike01
117,Joey Dorsey,PF,26,TOT,15,106,,,,89%,12%,12.7,15.4,1,0,10,5,4,0,6,0,8,dorsejo01
117,Joey Dorsey,PF,26,HOU,7,54,,,,78%,22%,23.6,24.5,1,0,4,3,1,0,6,0,4,dorsejo01
117,Joey Dorsey,PF,26,SAC,8,52,,,,99%,1%,1.4,6.1,0,0,6,2,3,0,0,0,4,dorsejo01
118,Toney Douglas,PG,23,NYK,56,1087,56%,44%,1%,,,-5.2,-1.8,28,10,43,6,25,10,276,5,21,douglto01
119,Chris Douglas-Roberts,SF,23,NJN,67,1730,2%,28%,64%,6%,,-11.6,-2.5,36,37,44,14,78,6,214,15,61,douglch01
120,Goran Dragić,PG,23,PHO,80,1442,100%,,,,,4.2,-2.0,61,30,57,7,63,5,578,10,29,dragigo01
121,Jared Dudley,SF,24,PHO,82,1991,1%,26%,71%,2%,,6.3,1.7,30,13,77,9,62,28,261,10,34,dudleja01
122,Chris Duhon,PG,27,NYK,67,2072,88%,12%,,,,-3.2,1.3,78,19,37,5,24,14,878,3,16,duhonch01
123,Tim Duncan*,C,33,SAS,78,2438,,,,,100%,7.6,4.8,61,52,85,11,189,6,541,41,68,duncati01
124,Mike Dunleavy,SF,29,IND,67,1486,,,49%,51%,,-1.9,2.0,42,18,61,4,70,24,236,20,19,dunlemi02
125,Kevin Durant,SF,21,OKC,82,3239,,3%,89%,8%,,7.1,16.5,89,114,84,41,325,7,513,56,67,duranke01
126,Wayne Ellington,SG,22,MIN,76,1384,1%,98%,2%,,,-7.3,4.2,44,14,39,7,32,8,158,6,24,ellinwa01
127,Monta Ellis,SG,24,GSW,64,2647,11%,75%,14%,,,-7.5,-11.4,88,98,82,30,174,22,777,35,86,ellismo01
128,Francisco Elson,C,33,TOT,12,66,,,,,100%,-0.2,-1.8,1,0,6,0,3,1,5,1,1,elsonfr01
128,Francisco Elson,C,33,MIL,11,62,,,,,100%,-3.4,-5.4,1,0,6,0,1,1,5,0,1,elsonfr01
128,Francisco Elson,C,33,PHI,1,4,,,,,100%,50.0,54.8,0,0,0,0,2,0,0,1,0,elsonfr01
129,Maurice Evans,SF,31,ATL,79,1317,,21%,77%,2%,,0.6,-6.7,9,7,56,1,29,6,105,7,20,evansma01
130,Reggie Evans,PF,29,TOR,28,311,,,,98%,2%,-0.3,1.9,5,8,15,5,28,9,17,8,8,evansre01
131,Tyreke Evans,SG,20,SAC,72,2677,10%,71%,19%,,,-6.7,-6.2,74,60,80,31,209,18,960,49,83,evansty01
132,Jordan Farmar,PG,23,LAL,82,1474,100%,,,,,2.1,-4.8,37,11,34,10,43,7,289,13,22,farmajo01
133,Raymond Felton,PG,25,CHA,80,2643,91%,9%,,,,2.3,2.0,122,25,83,11,57,10,1010,14,48,feltora01
134,Rudy Fernández,SG,24,POR,62,1441,4%,88%,8%,,,0.3,-5.8,41,10,35,9,28,20,275,7,12,fernaru01
135,Kyrylo Fesenko,C,23,UTA,49,408,,,,,100%,13.3,8.6,8,5,48,6,30,1,30,7,9,fesenky01
136,Michael Finley,SF,36,TOT,46,709,,22%,73%,5%,,-1.5,-7.1,10,5,22,3,4,1,100,0,4,finlemi01
136,Michael Finley,SF,36,SAS,25,395,,25%,69%,6%,,-0.5,-6.9,7,4,9,0,2,0,46,0,3,finlemi01
136,Michael Finley,SF,36,BOS,21,314,,19%,77%,4%,,-2.8,-7.4,3,1,13,3,2,1,54,0,1,finlemi01
137,Derek Fisher,PG,35,LAL,82,2227,99%,1%,,,,7.9,6.4,51,16,78,7,47,48,434,7,18,fishede01
138,Jonny Flynn,PG,20,MIN,81,2339,100%,,,,,-13.2,-7.8,117,66,36,16,112,11,808,15,61,flynnjo01
139,T.J. Ford,PG,26,IND,47,1189,100%,,,,,-7.3,-5.9,55,22,39,5,57,9,421,8,20,fordtj01
140,Jeff Foster,C,33,IND,16,255,,,,,100%,-0.7,2.6,5,4,26,3,4,3,51,3,3,fosteje01
141,Randy Foye,PG,26,WAS,70,1667,70%,28%,2%,,,-8.1,-4.5,56,23,58,10,52,10,511,6,26,foyera01
142,Channing Frye,C,26,PHO,81,2190,,,,6%,95%,8.0,5.7,31,10,168,17,51,13,279,9,14,fryech01
143,Dan Gadzuric,C,31,MIL,32,314,,,,2%,98%,6.3,4.8,3,5,42,6,14,9,29,6,10,gadzuda01
144,Sundiata Gaines,PG,23,UTA,32,217,100%,,,,,3.5,-2.2,7,4,9,1,19,0,82,5,4,gainesu01
145,Danilo Gallinari,SF,21,NYK,81,2747,,8%,57%,35%,,-2.5,4.3,35,36,102,15,121,35,306,18,25,gallida01
146,Francisco García,SG,28,SAC,25,575,42%,58%,,,,-2.3,2.7,10,8,26,2,7,2,94,2,8,garcifr01
147,Kevin Garnett*,PF,33,BOS,69,2060,,,,96%,4%,7.7,7.7,34,15,81,27,96,9,409,21,22,garneke01
148,Marc Gasol,C,25,MEM,69,2469,,,,7%,93%,2.1,9.5,46,32,148,33,162,44,378,42,40,gasolma01
149,Pau Gasol*,C,29,LAL,65,2403,,,,38%,62%,6.5,3.4,62,51,83,14,153,16,500,37,60,gasolpa01
150,Rudy Gay,SF,23,MEM,80,3175,,,85%,15%,,0.0,8.0,54,67,97,22,192,6,336,37,92,gayru01
151,Alonzo Gee,SG,22,WAS,11,182,,93%,7%,,,-2.4,3.2,1,5,5,1,13,3,16,1,12,geeal01
152,Devean George,SF,32,GSW,45,761,,,40%,58%,1%,0.5,5.2,8,5,47,1,8,3,82,1,0,georgde01
153,Daniel Gibson,PG,23,CLE,56,1068,76%,24%,,,,8.9,2.1,17,8,45,1,19,9,153,1,10,gibsoda01
154,Taj Gibson,PF,24,CHI,82,2204,,,15%,77%,9%,-0.8,1.8,28,26,162,32,87,7,157,18,51,gibsota01
155,J.R. Giddens,SF,24,TOT,32,239,,15%,60%,25%,,-11.1,-10.9,10,3,17,0,11,2,32,1,5,giddejr01
155,J.R. Giddens,SF,24,BOS,21,99,,20%,80%,,,2.7,-1.5,6,0,8,0,5,0,15,0,3,giddejr01
155,J.R. Giddens,SF,24,NYK,11,140,,11%,45%,43%,,-20.8,-17.6,4,3,9,0,6,2,17,1,2,giddejr01
156,Trey Gilder,SF,25,MEM,2,5,,45%,55%,,,20.5,22.1,0,0,0,0,0,0,0,0,0,gildetr01
157,Manu Ginóbili*,SG,32,SAS,75,2150,2%,65%,33%,1%,,8.7,6.7,101,31,61,12,124,38,817,31,47,ginobma01
158,Ryan Gomes,SF,27,MIN,76,2210,,,68%,32%,,-9.7,0.7,43,23,83,13,61,4,279,15,35,gomesry01
159,Drew Gooden,C-PF,28,TOT,70,1755,,,,37%,63%,-7.9,-8.7,41,29,115,16,108,13,109,26,44,goodedr01
159,Drew Gooden,C,28,DAL,46,1030,,,,1%,99%,-4.6,-10.2,17,17,77,10,58,12,58,13,26,goodedr01
159,Drew Gooden,PF,28,LAC,24,725,,,,88%,12%,-12.5,-6.7,24,12,38,6,50,1,51,13,18,goodedr01
160,Ben Gordon,SG,26,DET,62,1730,8%,77%,15%,,,-6.9,-1.8,55,38,75,10,89,12,375,21,26,gordobe01
161,Eric Gordon,SG,21,LAC,62,2229,3%,95%,2%,,,-5.4,3.7,81,40,43,11,144,10,401,38,52,gordoer01
162,Marcin Gortat,C,25,ORL,81,1088,,,,6%,94%,3.2,-7.1,8,16,83,13,35,13,41,9,15,gortama01
163,Joey Graham,SF,27,DEN,63,759,,5%,85%,10%,,-3.3,-9.3,9,15,49,16,39,10,52,7,18,grahajo01
164,Stephen Graham,SG,27,CHA,70,804,,57%,41%,3%,,0.7,-1.1,14,8,48,6,31,8,54,7,18,grahast01
165,Danny Granger,SF,26,IND,62,2278,,5%,68%,27%,,-1.0,5.0,56,58,80,20,181,11,407,39,65,grangda01
166,Aaron Gray,C,25,TOT,32,311,,,,,100%,-3.2,-0.3,10,5,32,3,14,2,46,2,8,grayaa01
166,Aaron Gray,C,25,CHI,8,50,,,,,100%,-25.8,-24.6,0,0,5,1,3,0,5,1,3,grayaa01
166,Aaron Gray,C,25,NOH,24,261,,,,,100%,1.1,4.4,10,5,27,2,11,2,41,1,5,grayaa01
167,Danny Green,SG,22,CLE,20,115,8%,57%,32%,4%,,-9.0,-16.9,4,1,5,0,3,2,11,0,5,greenda02
168,Jeff Green,PF,23,OKC,82,3043,,,16%,81%,3%,2.1,-8.9,40,42,119,25,123,14,306,37,44,greenje02
169,Willie Green,SG,28,PHI,73,1553,20%,78%,2%,,,-4.6,0.2,31,21,56,7,51,8,359,12,16,greenwi01
170,Donté Greene,SF,21,SAC,76,1630,,,60%,39%,2%,-4.4,0.4,33,35,81,12,70,16,156,20,43,greendo01
171,Taylor Griffin,SF,23,PHO,8,32,,29%,71%,,,1.9,-3.6,0,0,2,1,1,0,2,0,0,griffta01
172,Hamed Haddadi,C,24,MEM,36,240,,,,3%,97%,-12.8,-11.9,2,6,37,3,9,1,20,3,9,haddaha01
173,Malik Hairston,SG,22,SAS,47,317,,39%,58%,3%,,1.5,-4.6,5,4,15,0,14,3,38,6,3,hairsma01
