,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
94,Michael Carter-Williams,PG,27,TOT,28,372,89%,12%,,,,0.4,-2.1,12,3,21,1,22,8,174,2,8,cartemi01
94,Michael Carter-Williams,PG,27,HOU,16,145,89%,11%,,,,-22.8,-28.9,4,2,13,1,13,3,54,2,4,cartemi01
94,Michael Carter-Williams,PG,27,ORL,12,227,88%,12%,,,,15.2,15.0,8,1,8,0,9,5,120,0,4,cartemi01
95,Alex Caruso,PG,24,LAL,25,531,62%,38%,,,,4.6,7.4,29,12,33,0,26,10,173,4,18,carusal01
96,Omri Casspi,SF,30,MEM,36,520,,3%,66%,30%,1%,0.8,3.9,11,7,18,1,26,0,58,5,12,casspom01
97,Willie Cauley-Stein,C,25,SAC,81,2213,,,,,100%,0.7,3.8,30,27,132,11,109,9,458,32,74,caulewi01
98,Troy Caupain,PG,23,ORL,4,16,,89%,11%,,,23.0,22.0,0,0,0,0,0,0,9,0,0,caupatr01
99,Tyler Cavanaugh,PF,24,UTA,11,39,,,,98%,2%,-41.4,-47.2,0,1,2,0,1,0,2,0,0,cavanty01
100,Tyson Chandler,C,36,TOT,55,875,,,,,100%,-1.3,2.0,8,5,58,23,34,2,88,2,6,chandty01
100,Tyson Chandler,C,36,PHO,7,89,,,,,100%,-29.5,-21.0,1,2,11,4,7,0,14,1,0,chandty01
100,Tyson Chandler,C,36,LAL,48,786,,,,1%,100%,1.9,4.7,7,3,47,19,27,2,74,1,6,chandty01
101,Wilson Chandler,PF-SF,31,TOT,51,1177,,,17%,81%,3%,4.7,3.3,27,6,53,7,10,5,192,3,7,chandwi01
101,Wilson Chandler,PF,31,PHI,36,951,,,9%,88%,3%,8.0,6.7,23,6,42,5,7,5,168,2,6,chandwi01
101,Wilson Chandler,SF,31,LAC,15,226,,,51%,48%,1%,-9.3,-10.9,4,0,11,2,3,0,24,1,1,chandwi01
102,Joe Chealey,PG,23,CHO,1,8,63%,37%,,,,-20.0,-18.7,0,0,0,0,0,0,3,0,1,chealjo01
103,Chris Chiozza,PG,23,HOU,7,33,100%,,,,,-17.9,-23.1,1,0,1,0,0,0,10,0,1,chiozch01
104,Marquese Chriss,PF,21,TOT,43,499,,,,55%,46%,-18.3,-12.4,11,4,45,11,20,3,56,3,20,chrisma01
104,Marquese Chriss,PF,21,HOU,16,104,,,,24%,76%,-11.3,-16.8,3,2,7,5,4,1,15,1,4,chrisma01
104,Marquese Chriss,PF,21,CLE,27,395,,,,63%,38%,-20.2,-11.2,8,2,38,6,16,2,41,2,16,chrisma01
105,Gary Clark,PF,24,HOU,51,641,,,13%,71%,17%,1.2,-4.5,5,1,31,0,3,7,48,2,3,clarkga01
106,Ian Clark,SG,27,NOP,60,973,44%,51%,5%,,,-3.5,-2.8,27,21,38,6,9,5,210,2,21,clarkia01
107,Jordan Clarkson,SG,26,CLE,81,2214,6%,83%,11%,,,-8.5,3.8,63,44,38,16,87,10,486,22,55,clarkjo01
108,John Collins,PF,21,ATL,61,1829,,,,82%,18%,-2.3,6.6,37,39,107,27,137,7,288,45,65,collijo01
109,Zach Collins,C,21,POR,77,1356,,,,46%,54%,-0.1,-6.0,23,14,94,27,56,9,166,14,29,colliza01
110,Darren Collison,PG,31,IND,76,2143,100%,,,,,2.1,-2.8,78,28,49,9,67,11,1067,10,33,collida01
111,Bonzie Colson,SF,23,MIL,8,98,,15%,39%,46%,,-9.3,-18.3,0,1,2,1,3,0,6,1,3,colsobo01
112,Mike Conley,PG,31,MEM,70,2342,100%,,,,,0.0,6.2,88,34,53,5,158,41,1041,48,44,conlemi01
113,Pat Connaughton,SG,26,MIL,61,1261,25%,66%,9%,,,5.2,-4.8,15,9,47,5,18,6,297,3,19,connapa01
114,Quinn Cook,PG,25,GSW,74,1059,100%,,,,,-5.8,-17.0,31,13,40,3,14,1,261,6,19,cookqu01
115,DeMarcus Cousins,C,28,GSW,30,771,,,,,100%,4.5,-2.8,26,20,49,22,73,17,255,18,32,couside01
116,Robert Covington,SF,28,TOT,35,1203,,,94%,6%,,2.8,3.3,17,10,60,7,33,12,109,4,9,covinro01
116,Robert Covington,SF,28,PHI,13,440,,,86%,14%,,2.6,-0.4,12,2,19,3,8,4,32,1,4,covinro01
116,Robert Covington,SF,28,MIN,22,763,,,98%,2%,,2.9,5.5,5,8,41,4,25,8,77,3,5,covinro01
117,Allen Crabbe,SG,26,BRK,43,1133,1%,70%,28%,1%,,-0.8,-0.9,16,8,41,10,16,5,107,3,10,crabbal01
118,Torrey Craig,SF,28,DEN,75,1503,,26%,64%,11%,,3.4,-0.6,17,7,91,11,23,8,176,6,15,craigto01
119,Jamal Crawford,SG,38,PHO,64,1211,57%,43%,1%,,,-15.2,-8.9,71,19,25,4,36,6,501,8,8,crawfja01
120,Mitch Creek,SF,26,TOT,5,48,,4%,83%,14%,,0.7,1.2,1,0,1,0,2,0,14,1,2,creekmi01
120,Mitch Creek,SF,26,BRK,4,36,,5%,95%,,,3.9,4.1,0,0,1,0,2,0,12,1,1,creekmi01
120,Mitch Creek,SF,26,MIN,1,12,,,45%,55%,,-8.9,-7.4,1,0,0,0,0,0,2,0,1,creekmi01
121,Jae Crowder,SF,28,UTA,80,2166,,2%,64%,33%,,4.2,-2.6,45,17,75,12,78,18,328,18,27,crowdja01
122,Dante Cunningham,PF,31,SAS,64,928,,3%,57%,41%,,-7.5,-12.6,16,4,46,2,8,5,113,0,8,cunnida01
123,Seth Curry,SG,28,POR,74,1399,14%,70%,16%,,,3.5,-0.6,35,10,40,4,18,11,161,4,15,curryse01
124,Stephen Curry,PG,30,GSW,69,2331,98%,2%,,,,13.2,16.2,112,50,65,14,108,23,843,31,36,curryst01
125,Troy Daniels,SG,27,PHO,51,760,9%,72%,19%,,,-7.7,1.6,13,4,30,8,8,6,59,4,6,danietr01
126,Anthony Davis,C,25,NOP,56,1850,,,,4%,96%,3.2,8.6,44,35,84,15,175,14,516,43,40,davisan02
127,Deyonta Davis,C,22,ATL,9,118,,,,28%,72%,-12.6,-6.9,1,0,7,2,5,0,12,0,0,davisde01
128,Ed Davis,C,29,BRK,81,1446,,,,,100%,4.0,6.4,13,15,120,27,79,5,156,16,24,davised01
129,Tyler Davis,C,21,OKC,1,1,,,,,100%,0.0,-3.1,0,0,0,0,0,0,0,0,0,davisty01
130,Dewayne Dedmon,C,29,ATL,64,1609,,,,5%,95%,-5.3,0.9,37,18,114,19,49,3,214,12,25,dedmode01
131,Sam Dekker,PF,24,TOT,47,788,,,12%,82%,6%,-4.6,-0.1,5,9,22,4,22,1,107,2,21,dekkesa01
131,Sam Dekker,PF,24,CLE,9,169,,,,100%,,-9.4,0.8,0,3,6,1,5,0,20,0,4,dekkesa01
131,Sam Dekker,PF,24,WAS,38,619,,,15%,77%,7%,-3.3,-0.4,5,6,16,3,17,1,87,2,17,dekkesa01
132,Ángel Delgado,C,24,LAC,2,15,,,,,100%,12.4,11.4,0,0,1,0,1,0,0,0,2,delgaan01
133,Matthew Dellavedova,PG,28,TOT,48,812,71%,29%,,,,-3.9,5.1,56,8,27,2,15,11,416,2,5,dellama01
133,Matthew Dellavedova,PG,28,MIL,12,97,98%,2%,,,,-3.3,-12.1,9,1,2,1,2,2,68,0,0,dellama01
133,Matthew Dellavedova,PG,28,CLE,36,715,68%,32%,,,,-4.0,7.5,47,7,25,1,13,9,348,2,5,dellama01
134,Luol Deng,SF,33,MIN,22,392,,5%,71%,22%,3%,11.6,14.5,8,5,13,0,14,0,40,5,7,denglu01
135,DeMar DeRozan,SG,29,SAS,77,2688,,20%,75%,4%,,0.5,-5.1,94,75,79,14,213,16,1146,62,98,derozde01
136,Marcus Derrickson,PF,22,GSW,11,67,,,49%,51%,,-5.2,-12.1,2,0,5,1,2,0,3,0,1,derrima01
137,Cheick Diallo,PF,22,NOP,64,896,,,1%,74%,26%,-4.4,-3.9,14,16,64,12,30,4,81,9,20,diallch01
138,Hamidou Diallo,SG,20,OKC,51,526,8%,79%,13%,,,-6.6,-11.1,10,2,39,7,33,9,42,7,13,diallha01
139,Gorgui Dieng,C,29,MIN,76,1031,,,,2%,98%,-4.2,-3.6,17,16,59,9,45,11,172,9,21,dienggo01
140,Spencer Dinwiddie,PG,25,BRK,68,1914,44%,54%,2%,,,-2.6,-4.7,83,32,63,24,158,32,747,39,36,dinwisp01
141,Donte DiVincenzo,SG,22,MIL,27,411,52%,44%,4%,,,11.1,2.9,9,6,19,2,4,5,72,2,3,divindo01
142,Luka Dončić,SG,19,DAL,72,2318,8%,71%,21%,,,-3.3,-3.7,161,48,56,17,177,16,1048,44,52,doncilu01
143,Tyler Dorsey,SG,22,TOT,48,698,4%,86%,10%,,,-2.6,1.1,11,6,30,3,25,0,138,12,19,dorsety01
143,Tyler Dorsey,SG,22,ATL,27,251,12%,83%,5%,,,0.3,6.6,4,1,8,1,13,0,45,8,8,dorsety01
143,Tyler Dorsey,SG,22,MEM,21,447,,87%,13%,,,-4.3,-1.9,7,5,22,2,12,0,93,4,11,dorsety01
144,Damyean Dotson,SG,24,NYK,73,2004,3%,35%,60%,3%,,-8.0,2.4,40,18,65,6,36,9,337,6,16,dotsoda01
145,PJ Dozier,SG,22,BOS,6,51,,45%,56%,,,22.5,18.0,0,0,1,0,1,1,11,0,0,doziepj01
146,Goran Dragić,PG,32,MIA,36,991,100%,,,,,1.4,2.1,40,17,29,8,43,7,404,13,25,dragigo01
147,Andre Drummond,C,25,DET,79,2647,,,,,100%,3.0,10.0,39,63,116,43,193,13,274,37,90,drumman01
148,Jared Dudley,PF,33,BRK,59,1220,,,,84%,16%,1.4,2.1,30,3,52,8,20,19,203,4,11,dudleja01
149,Kris Dunn,PG,24,CHI,46,1389,58%,39%,2%,,,-7.4,1.9,57,18,70,11,27,10,662,9,29,dunnkr01
150,Kevin Durant,SF,30,GSW,78,2702,,,21%,69%,10%,11.8,16.1,126,58,79,21,211,14,1108,46,38,duranke01
151,Trevon Duval,PG,20,MIL,3,6,100%,,,,,18.2,9.7,0,0,0,0,0,0,5,0,0,duvaltr01
152,Vince Edwards,SF,22,HOU,2,16,,,100%,,,-6.3,-11.3,0,0,0,0,0,0,0,0,0,edwarvi01
153,Henry Ellenson,PF,22,TOT,19,259,,,6%,81%,13%,-3.7,5.0,5,3,16,1,13,2,40,5,5,ellenhe01
153,Henry Ellenson,PF,22,DET,2,25,,,,74%,26%,-13.9,-13.6,0,0,2,0,1,0,3,0,0,ellenhe01
153,Henry Ellenson,PF,22,NYK,17,234,,,7%,81%,12%,-2.6,7.0,5,3,14,1,12,2,37,5,5,ellenhe01
154,Wayne Ellington,SG,31,TOT,53,1297,13%,68%,19%,,,-1.0,-0.7,25,6,44,7,7,7,165,0,10,ellinwa01
154,Wayne Ellington,SG,31,MIA,25,533,31%,51%,18%,,,-8.1,-9.2,10,1,18,3,3,2,66,0,3,ellinwa01
154,Wayne Ellington,SG,31,DET,28,764,,80%,20%,,,3.9,5.2,15,5,26,4,4,5,99,0,7,ellinwa01
155,Joel Embiid,C,24,PHI,64,2154,,,,,100%,7.7,10.5,79,78,107,40,257,5,562,50,76,embiijo01
156,James Ennis III,SF,28,TOT,58,1230,,13%,71%,16%,,0.3,-5.5,14,6,56,11,42,9,96,7,13,ennisja01
156,James Ennis III,SF,28,HOU,40,949,,6%,74%,20%,,0.3,-6.3,8,5,39,8,31,8,65,6,9,ennisja01
156,James Ennis III,SF,28,PHI,18,281,,37%,60%,3%,,0.3,-2.9,6,1,17,3,11,1,31,1,4,ennisja01
