,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
13,Darrell Armstrong,PG,35,NOH,79,2247,100%,,,,,2.0,5.5,108,30,32,9,35,,695,2,28,armstda01
14,Carlos Arroyo,PG,24,UTA,71,2008,100%,1%,,,,-1.2,0.7,84,42,49,20,72,,756,13,48,arroyca01
15,Chucky Atkins,PG,29,TOT,64,1544,100%,,,,,2.0,-0.6,63,21,28,6,22,,482,4,16,atkinch01
15,Chucky Atkins,PG,29,DET,40,751,100%,,,,,1.9,-5.7,33,10,19,3,10,,200,1,4,atkinch01
15,Chucky Atkins,PG,29,BOS,24,793,100%,,,,,2.1,4.3,30,11,9,3,12,,282,3,12,atkinch01
16,Stacey Augmon,SF,35,NOH,69,1416,,23%,74%,3%,,-1.0,-1.0,30,27,40,6,58,,196,8,26,augmost01
17,Vin Baker,PF,32,TOT,54,1313,,,,64%,36%,-2.6,-1.6,18,25,69,21,75,,151,26,59,bakervi01
17,Vin Baker,PF,32,BOS,37,1000,,,,82%,18%,-2.8,-1.8,14,13,41,13,56,,125,19,36,bakervi01
17,Vin Baker,PF,32,NYK,17,313,,,,5%,95%,-2.3,-0.7,4,12,28,8,19,,26,7,23,bakervi01
18,Marcus Banks,PG,22,BOS,81,1385,97%,3%,,,,-3.9,-3.9,50,40,51,19,41,,387,5,42,banksma01
19,Leandro Barbosa,PG,21,PHO,70,1500,88%,12%,,,,-3.6,0.9,72,29,67,9,24,,359,5,35,barbole01
20,Matt Barnes,SF,23,LAC,38,724,,,77%,23%,,-13.2,-10.0,30,10,46,2,30,,100,7,9,barnema02
21,Dana Barros,SG,36,BOS,1,11,,100%,,,,-68.0,-66.8,0,0,1,0,1,,0,0,0,barroda01
22,Brent Barry,SG,32,SEA,59,1803,34%,63%,3%,,,0.9,2.8,108,21,74,9,45,,777,14,17,barrybr01
23,Jon Barry,SG,34,DEN,57,1101,1%,93%,6%,,,-0.2,-1.6,37,13,31,3,24,,315,3,7,barryjo01
24,Mengke Bateer,C,28,TOR,7,40,,,,,100%,-11.4,-8.1,0,1,6,1,0,,3,0,1,bateeme01
25,Tony Battie,C,27,TOT,73,1478,,,,36%,64%,-2.1,0.6,24,18,109,11,38,,129,8,21,battito01
25,Tony Battie,C,27,BOS,23,501,,,,27%,74%,-4.0,-3.0,7,6,36,6,15,,46,1,6,battito01
25,Tony Battie,C,27,CLE,50,977,,,,41%,59%,-1.1,2.5,17,12,73,5,23,,83,7,15,battito01
26,Shane Battier,SF,25,MEM,79,1947,,7%,87%,7%,,4.7,3.8,23,16,112,14,52,,220,12,19,battish01
27,Lonny Baxter,C-PF,25,TOT,62,766,,,4%,47%,49%,-7.1,-2.6,10,15,77,5,37,,44,10,27,baxtelo01
27,Lonny Baxter,PF,25,CHI,14,147,,,2%,79%,19%,-11.9,-5.2,3,4,20,3,4,,10,0,8,baxtelo01
27,Lonny Baxter,C,25,TOR,36,487,,,,29%,71%,-1.6,2.0,5,8,44,2,27,,22,10,15,baxtelo01
27,Lonny Baxter,PF,25,WAS,12,132,,,21%,79%,,-21.8,-16.4,2,3,13,0,6,,12,0,4,baxtelo01
28,Jerome Beasley,PF,23,MIA,2,5,,,,48%,52%,36.4,35.8,0,0,0,0,0,,0,0,1,beaslje01
29,Raja Bell,SG,27,UTA,82,2020,,88%,12%,,,-2.3,-1.5,41,25,82,38,85,,234,11,60,bellra01
30,Troy Bell,PG,23,MEM,6,34,100%,,,,,13.4,10.8,2,4,3,0,1,,8,0,4,belltr01
31,Jonathan Bender,SF,23,IND,21,271,,,96%,3%,,-3.0,-10.4,12,9,9,8,19,,20,2,6,bendejo01
32,Travis Best,PG,31,DAL,61,762,100%,,,,,9.0,5.1,20,3,25,8,18,,238,2,5,besttr01
33,Mike Bibby,PG,25,SAC,82,2980,100%,,,,,5.9,1.6,110,40,57,16,110,,982,21,48,bibbymi01
34,Chauncey Billups,PG,27,DET,78,2758,87%,13%,,,,7.4,2.8,96,55,59,24,138,,934,22,62,billuch01
35,Steve Blake,PG,23,WAS,75,1392,95%,5%,,,,-4.1,2.9,84,28,41,6,17,,468,0,11,blakest01
36,Corie Blount,PF-C,35,TOT,62,1050,,,,57%,43%,-0.6,6.5,23,8,79,5,13,,124,3,9,blounco01
36,Corie Blount,PF,35,CHI,46,756,,,,63%,37%,-0.5,8.0,19,7,45,4,11,,98,2,6,blounco01
36,Corie Blount,C,35,TOR,16,294,,,,41%,59%,-0.9,2.6,4,1,34,1,2,,26,1,3,blounco01
37,Mark Blount,C,28,BOS,82,2402,,,,12%,88%,-0.9,1.4,27,69,131,27,111,,173,23,44,blounma01
38,Keith Bogans,SF,23,ORL,73,1787,,26%,74%,,,-9.8,-3.5,41,21,58,8,42,,210,9,32,boganke01
39,Calvin Booth,C,27,SEA,71,1206,,,,20%,80%,-2.4,-2.6,9,22,79,8,43,,69,8,29,boothca01
40,Carlos Boozer,PF,22,CLE,75,2592,,,,96%,4%,0.3,9.8,51,38,99,25,125,,317,35,67,boozeca01
41,Curtis Borchardt,C,23,UTA,16,258,,,,10%,90%,-4.8,-3.5,10,4,25,4,7,,31,2,6,borchcu01
42,Chris Bosh*,C,19,TOR,75,2510,,,,2%,98%,-3.6,-0.7,31,45,117,12,130,,178,22,64,boshch01
43,Ruben Boumtje-Boumtje,C,25,POR,9,26,,,,,100%,-44.1,-42.7,0,0,1,0,1,,3,0,1,boumtru01
44,Bruce Bowen,SF,32,SAS,82,2624,,41%,59%,,,8.6,1.5,48,20,56,12,42,,242,9,32,bowenbr01
45,Ryan Bowen,PF,28,DEN,52,392,,,69%,29%,1%,-0.2,-1.3,5,0,25,1,4,,39,0,7,bowenry01
46,Earl Boykins,SG,27,DEN,82,1849,59%,41%,,,,-0.6,-2.8,67,24,23,2,45,,646,6,31,boykiea01
47,Michael Bradley,C-PF,24,TOT,16,98,,,,35%,65%,-6.3,-2.1,4,1,7,0,1,,2,0,0,bradlmi01
47,Michael Bradley,PF,24,TOR,5,38,,,,38%,62%,6.9,10.3,2,1,4,0,1,,2,0,0,bradlmi01
47,Michael Bradley,C,24,ATL,11,60,,,,33%,67%,-14.7,-10.0,2,0,3,0,0,,0,0,0,bradlmi01
48,Shawn Bradley,C,31,DAL,66,773,,,,,100%,4.9,0.2,10,3,83,3,17,,43,2,14,bradlsh01
49,Torraye Braggs,PF,27,TOT,15,154,,,6%,94%,,10.0,9.6,5,3,8,2,7,,15,2,5,braggto01
49,Torraye Braggs,PF,27,HOU,11,132,,,2%,98%,,14.4,12.9,4,3,7,2,7,,13,2,4,braggto01
49,Torraye Braggs,PF,27,WAS,4,22,,,27%,73%,,-16.0,-10.1,1,0,1,0,0,,2,0,1,braggto01
50,Elton Brand,PF,24,LAC,69,2670,,,,88%,12%,-4.5,1.7,56,73,120,33,237,,504,55,62,brandel01
51,J.R. Bremer,PG,23,TOT,36,443,100%,,,,,-7.7,-5.7,11,4,13,6,5,,109,1,9,bremejr01
51,J.R. Bremer,PG,23,CLE,31,403,100%,,,,,-10.9,-8.8,9,3,11,4,5,,84,1,6,bremejr01
51,J.R. Bremer,PG,23,GSW,5,40,100%,,,,,24.6,25.6,2,1,2,2,0,,25,0,3,bremejr01
52,Jamison Brewer,PG,23,IND,13,160,98%,2%,,,,9.1,2.5,6,2,3,1,1,,39,0,5,breweja01
53,Primož Brezec,C,24,IND,18,72,,,,,100%,-10.2,-17.2,1,2,8,0,3,,6,2,5,brezepr01
54,Damone Brown,PF,24,NJN,3,17,,,,100%,,-94.0,-97.2,0,0,0,1,1,,0,0,3,brownda02
55,Devin Brown,SG,25,SAS,58,627,15%,76%,9%,,,2.9,-6.2,16,13,34,4,24,,71,4,18,brownde02
56,Kedrick Brown,SF,22,TOT,55,969,,36%,62%,1%,,3.0,6.0,16,7,37,3,14,,137,5,11,brownke01
56,Kedrick Brown,SF,22,BOS,21,408,,15%,85%,,,7.6,10.0,6,3,15,2,7,,57,3,5,brownke01
56,Kedrick Brown,SF,22,CLE,34,561,,52%,46%,2%,,-0.4,3.1,10,4,22,1,7,,80,2,6,brownke01
57,Kwame Brown,PF,21,WAS,74,2239,,,,79%,21%,-4.0,4.4,42,51,73,20,151,,248,25,45,brownkw01
58,P.J. Brown,PF,34,NOH,80,2753,,,,93%,7%,1.3,5.6,47,25,101,12,75,,338,15,56,brownpj01
59,Tierre Brown,PG,24,NOH,3,17,100%,,,,,-70.8,-70.7,1,5,0,1,1,,4,0,0,brownti01
60,Rick Brunson,PG,31,TOT,40,412,100%,,,,,-8.2,-1.5,18,11,18,4,5,,174,2,5,brunsri01
60,Rick Brunson,PG,31,TOR,3,10,94%,6%,,,,31.3,34.7,0,0,0,0,0,,5,0,0,brunsri01
60,Rick Brunson,PG,31,CHI,37,402,100%,,,,,-9.1,-2.4,18,11,18,4,5,,169,2,5,brunsri01
61,Kobe Bryant*,SG,25,LAL,65,2447,1%,92%,7%,,,6.2,5.9,67,65,54,20,200,,719,39,69,bryanko01
62,Greg Buckner,SG,27,PHI,53,703,9%,70%,20%,1%,,-3.2,-0.7,17,9,41,3,11,,99,1,9,buckngr01
63,Rodney Buford,SF,26,SAC,22,141,,25%,75%,,,-24.3,-30.9,3,0,2,1,2,,14,0,5,buforro01
64,Caron Butler,SF,23,MIA,68,2030,,8%,92%,1%,,1.9,2.7,38,28,74,17,67,,296,11,58,butleca01
65,Mitchell Butler,SG,33,WAS,41,552,,51%,48%,2%,,2.6,10.0,14,7,31,3,10,,74,2,13,butlemi02
66,Rasual Butler,SF,24,MIA,45,675,2%,23%,75%,,,3.6,3.6,11,10,42,6,6,,54,3,5,butlera01
67,Žarko Čabarkapa,PF,22,PHO,49,570,,,2%,53%,45%,-12.8,-10.1,22,12,25,10,26,,84,9,15,cabarza01
68,Marcus Camby,C,29,DEN,72,2162,,,,11%,89%,1.7,1.7,60,23,157,10,58,,281,10,23,cambyma01
69,Elden Campbell,C,35,DET,65,892,,,,2%,98%,4.6,-2.5,15,23,69,20,58,,95,7,25,campbel01
70,Brian Cardinal,PF,26,GSW,76,1634,,,27%,69%,5%,4.3,8.5,44,24,87,13,96,,224,19,40,cardibr01
71,Matt Carroll,SG,23,TOT,16,70,2%,66%,32%,,,-17.6,-19.4,4,0,1,1,2,,4,0,1,carroma01
71,Matt Carroll,SG,23,POR,13,48,3%,67%,30%,,,-35.5,-34.3,2,0,1,0,0,,2,0,1,carroma01
71,Matt Carroll,SG,23,SAS,3,22,,65%,36%,,,21.3,13.2,2,0,0,1,2,,2,0,0,carroma01
72,Anthony Carter,PG,28,SAS,5,87,100%,,,,,-0.9,-9.3,6,2,4,1,0,,27,0,0,cartean01
73,Maurice Carter,SG,27,TOT,10,110,7%,88%,5%,,,3.0,1.4,2,4,3,1,6,,8,0,4,cartema01
73,Maurice Carter,SG,27,LAL,4,50,16%,80%,5%,,,1.0,-3.0,1,4,3,1,3,,4,0,2,cartema01
73,Maurice Carter,SG,27,NOH,6,60,,95%,5%,,,4.6,5.0,1,0,0,0,3,,4,0,2,cartema01
74,Vince Carter,SG,27,TOR,73,2785,,66%,34%,,,-0.1,10.7,111,62,103,32,116,,799,18,53,cartevi01
75,Sam Cassell,PG,34,MIN,81,2838,97%,3%,,,,9.7,12.8,117,50,78,32,91,,1248,22,35,cassesa01
76,Kelvin Cato,PF,29,HOU,69,1743,,,,61%,39%,2.9,1.8,42,20,108,15,72,,163,16,36,catoke01
77,Tyson Chandler,PF,21,CHI,35,782,,,1%,62%,37%,-10.7,-4.7,12,10,43,15,49,,49,10,19,chandty01
78,Calbert Cheaney,SF,32,GSW,79,2067,2%,40%,57%,2%,,0.9,3.4,47,24,61,9,29,,307,5,34,cheanca01
79,Doug Christie,SG,33,SAC,82,2780,,84%,16%,,,6.8,4.5,93,35,70,14,57,,785,8,21,chrisdo01
80,Keon Clark,PF,28,UTA,2,27,,,,84%,16%,26.8,28.5,0,0,0,0,0,,2,0,0,clarkke01
81,Speedy Claxton,PG,25,GSW,60,1595,100%,,,,,3.7,7.4,51,42,42,6,72,,616,16,51,claxtsp01
82,Mateen Cleaves,PG,26,CLE,4,92,100%,,,,,-13.4,-10.6,5,0,4,0,1,,38,0,2,cleavma01
83,Derrick Coleman,C,36,PHI,34,843,,,,23%,77%,-4.6,-2.5,30,17,43,5,32,,101,9,34,colemde01
84,Bimbo Coles,PG,35,MIA,22,170,100%,,,,,-13.7,-14.9,5,0,10,2,3,,33,0,1,colesbi01
85,Jason Collier,C,26,ATL,20,545,,,,3%,97%,2.3,8.2,4,13,38,10,39,,39,7,11,collija02
86,Jarron Collins,C,25,UTA,81,1732,,,,30%,70%,-4.3,-4.8,21,18,105,29,95,,160,14,35,collija03
87,Jason Collins,C,25,NJN,78,2220,,,,,100%,6.4,8.1,22,28,116,36,74,,335,13,47,collija04
88,Brian Cook,C,23,LAL,35,442,,,,19%,81%,-1.5,-6.2,9,6,33,0,9,,43,2,4,cookbr01
89,Omar Cook,PG,22,POR,17,139,70%,28%,1%,,,-8.7,-7.4,7,3,9,0,0,,53,0,2,cookom01
90,Chris Crawford,PF,28,ATL,56,1207,,,5%,84%,12%,-5.1,-0.4,21,18,68,9,51,,103,10,30,crawfch01
91,Jamal Crawford,SG,23,CHI,80,2811,11%,69%,20%,,,-6.2,2.6,105,52,64,17,83,,891,15,46,crawfja01
92,Austin Croshere,PF,28,IND,77,1051,,,3%,71%,26%,2.5,-5.6,25,13,51,11,38,,119,5,28,croshau01
93,Eddy Curry,PF,21,CHI,73,2154,,,,51%,49%,-6.9,0.1,35,57,112,48,174,,155,42,97,curryed01
94,Michael Curry,SF,35,TOR,70,1229,,22%,69%,8%,,-6.4,-4.4,19,12,73,11,21,,122,2,13,currymi01
95,Samuel Dalembert,C,22,PHI,82,2197,,,,,100%,-0.9,3.8,24,25,190,10,77,,47,13,35,dalemsa01
96,Erick Dampier,C,28,GSW,74,2403,,,,,100%,-0.6,0.4,24,53,117,29,142,,144,23,59,dampier01
97,Antonio Daniels,PG,28,SEA,71,1512,57%,41%,2%,,,1.4,3.3,35,18,31,6,62,,715,13,18,daniean01
98,Marquis Daniels,SG,23,DAL,56,1039,30%,67%,3%,,,1.4,-4.7,21,17,25,3,33,,254,6,28,daniema01
99,Antonio Davis,C,35,TOT,80,2570,,,,11%,89%,-6.5,0.3,45,32,98,25,98,,317,13,81,davisan01
99,Antonio Davis,C,35,TOR,15,538,,,,52%,48%,-8.5,-5.9,6,7,21,6,20,,33,1,22,davisan01
99,Antonio Davis,C,35,CHI,65,2032,,,,,100%,-6.0,1.9,39,25,77,19,78,,284,12,59,davisan01
100,Baron Davis,PG,24,NOH,67,2686,54%,46%,,,,2.8,9.7,120,50,61,23,140,,1105,34,64,davisba01
101,Dale Davis,C,34,POR,76,1682,,,,4%,96%,-5.1,-6.0,9,14,85,4,47,,164,4,31,davisda01
102,Hubert Davis,SG,33,TOT,17,78,52%,48%,1%,,,4.5,0.5,0,1,2,1,0,,8,0,1,davishu01
102,Hubert Davis,SG,33,DET,3,23,68%,33%,,,,38.5,32.1,0,0,1,0,0,,2,0,0,davishu01
102,Hubert Davis,SG,33,NJN,14,55,45%,54%,1%,,,-9.8,-12.8,0,1,1,1,0,,6,0,1,davishu01
103,Josh Davis,PF,23,ATL,4,23,,,18%,69%,13%,-17.3,-12.6,0,1,2,1,1,,0,1,0,davisjo02
104,Ricky Davis,SF-SG,24,TOT,79,2474,22%,10%,58%,10%,,-4.1,-3.2,97,52,82,16,111,,587,19,49,davisri01
104,Ricky Davis,SG,24,CLE,22,796,69%,28%,3%,,,-6.8,-4.8,41,14,29,7,32,,231,4,18,davisri01
104,Ricky Davis,SF,24,BOS,57,1678,,1%,84%,15%,,-2.8,-2.5,56,38,53,9,79,,356,15,31,davisri01
105,Andrew DeClercq,C,30,ORL,71,1211,,,,4%,96%,-3.5,6.3,25,11,130,12,24,,104,6,40,declean01
106,Tony Delk,SG,30,DAL,33,509,39%,61%,,,,-4.5,-10.7,12,2,25,1,23,,59,4,13,delkto01
107,Derrick Dial,SG,28,ORL,9,86,44%,56%,,,,8.5,16.7,1,0,3,0,1,,4,0,2,dialde01
108,Boris Diaw,SG,21,ATL,76,1919,,55%,44%,2%,,-5.6,-1.6,72,21,97,12,33,,411,4,15,diawbo01
109,Dan Dickau,PG,25,TOT,43,294,95%,5%,,,,-5.0,-1.9,8,14,21,0,3,,79,0,4,dickada01
109,Dan Dickau,PG,25,ATL,23,143,100%,,,,,-10.7,-6.1,4,7,9,0,1,,37,0,2,dickada01
109,Dan Dickau,PG,25,POR,20,151,90%,10%,,,,0.4,2.0,4,7,12,0,2,,42,0,2,dickada01
110,Kaniel Dickens,PF,25,POR,3,12,,,,57%,43%,-12.0,-10.4,0,0,1,1,1,,0,0,0,dickeka01
111,DeSagana Diop,C,22,CLE,56,730,,,,13%,87%,-4.7,-2.0,15,7,79,3,9,,70,2,7,diopde01
112,Vlade Divac*,C,35,SAC,81,2317,,,,,100%,7.4,4.6,100,48,124,20,107,,991,20,72,divacvl01
113,Juan Dixon,SG,25,WAS,71,1478,8%,90%,3%,,,-7.5,-2.4,50,37,34,5,49,,303,5,34,dixonju01
114,Michael Doleac,C,26,TOT,72,1029,,,,4%,96%,-5.7,-5.4,26,13,96,5,23,,97,2,17,doleami01
114,Michael Doleac,C,26,NYK,46,685,,,,4%,96%,-1.4,0.2,18,11,53,5,17,,67,2,11,doleami01
114,Michael Doleac,C,26,DEN,26,344,,,,6%,94%,-14.3,-16.7,8,2,43,0,6,,30,0,6,doleami01
115,Keyon Dooling,PG,23,LAC,58,1137,86%,14%,,,,-7.4,-3.3,32,25,29,3,37,,289,6,14,doolike01
116,Bryce Drew,PG,29,NOH,15,78,51%,49%,,,,-15.1,-15.0,5,3,0,0,1,,29,1,0,drewbr01
117,Predrag Drobnjak,C,28,LAC,61,949,,,,17%,83%,-12.9,-10.4,17,22,41,3,35,,88,4,17,drobnpr01
118,Tim Duncan*,PF,27,SAS,69,2527,,,,57%,43%,11.2,8.5,70,74,80,23,268,,475,61,87,duncati01
119,Mike Dunleavy,SF,23,GSW,75,2336,,3%,89%,7%,,-4.1,-8.3,74,43,95,12,60,,484,13,31,dunlemi02
120,Ronald Dupree,SF,23,CHI,47,893,1%,36%,62%,2%,,-7.0,-0.1,23,11,46,9,49,,128,9,30,duprero01
121,Ndudi Ebi,SF,19,MIN,17,32,,,34%,54%,13%,-14.0,-20.3,0,2,4,1,2,,6,0,0,ebind01
122,Howard Eisley,PG,31,TOT,67,1457,100%,,,,,-6.5,-4.4,69,17,48,11,25,,600,6,30,eisleho01
122,Howard Eisley,PG,31,NYK,33,730,100%,,,,,-7.4,-7.1,31,12,32,6,8,,337,1,16,eisleho01
122,Howard Eisley,PG,31,PHO,34,727,100%,,,,,-5.5,-1.7,38,5,16,5,17,,263,5,14,eisleho01
123,Francisco Elson,C,27,DEN,62,875,,,,,100%,-1.4,-3.0,19,7,86,3,19,,68,5,17,elsonfr01
124,Melvin Ely,PF,25,LAC,42,510,,,,70%,30%,0.8,6.7,2,6,32,7,20,,50,6,7,elyme01
125,Reggie Evans,PF,23,SEA,75,1280,,,8%,82%,9%,-3.4,-4.0,9,22,49,13,62,,75,9,28,evansre01
126,Desmond Ferguson,SF,26,POR,7,32,,22%,78%,,,15.8,17.5,1,0,0,0,1,,2,0,0,fergude01
127,Michael Finley,SG,30,DAL,72,2778,4%,79%,17%,,,4.9,0.2,52,24,67,5,69,,480,11,32,finlemi01
128,Derek Fisher,SG,29,LAL,82,1769,59%,41%,,,,2.5,-2.6,46,22,29,7,45,,403,11,20,fishede01
129,Marcus Fizer,SF,25,CHI,46,738,,,29%,58%,14%,-6.2,1.0,14,11,47,19,47,,99,5,17,fizerma01
130,Alton Ford,PF,22,HOU,9,41,,,,17%,83%,-1.4,-3.4,0,2,4,0,3,,6,2,1,fordal02
131,T.J. Ford,PG,20,MIL,55,1472,100%,,,,,0.5,-1.3,83,43,47,9,37,,775,8,29,fordtj01
132,Danny Fortson,C,27,DAL,56,625,,,,72%,28%,6.2,1.7,9,9,68,11,46,,21,12,23,fortsda01
133,Jeff Foster,C,27,IND,82,1961,,,,1%,100%,13.3,13.1,21,13,80,13,68,,147,19,42,fosteje01
134,Tremaine Fowlkes,SF,27,DET,36,261,,14%,77%,9%,,-5.0,-12.3,6,2,7,3,7,,29,0,8,fowlktr01
135,Rick Fox,SF,34,LAL,38,846,,,97%,3%,,5.1,1.5,35,9,48,2,12,,203,3,15,foxri01
136,Adonal Foyle,C,28,GSW,44,572,,,,3%,97%,-6.6,-6.8,7,4,38,5,14,,39,5,11,foylead01
137,Richie Frahm,SF,26,SEA,54,469,,15%,79%,6%,,8.0,9.9,3,4,22,0,8,,57,2,8,frahmri01
138,Steve Francis,PG,26,HOU,79,3194,91%,10%,,,,2.8,4.8,137,88,86,30,167,,1130,28,48,francst01
139,Hiram Fuller,PF,22,ATL,4,43,,,,96%,4%,2.8,7.6,0,2,1,1,3,,5,0,1,fullehi01
140,Dan Gadzuric,C,25,MIL,75,1260,,,,5%,95%,2.8,2.1,13,16,109,4,55,,62,16,17,gadzuda01
141,Reece Gaines,PG,23,ORL,38,364,87%,13%,,,,-4.1,4.1,9,6,7,3,8,,89,1,5,gainere01
142,Alex Garcia,SG,23,SAS,2,13,57%,43%,,,,19.7,11.6,1,0,0,0,1,,0,0,1,garcial01
143,Kevin Garnett*,PF,27,MIN,82,3231,,,4%,94%,2%,9.8,20.7,77,63,90,35,200,,908,41,44,garneke01
144,Pat Garrity,PF,27,ORL,2,22,,,57%,40%,3%,-46.8,-39.1,0,0,1,0,0,,3,0,0,garripa01
145,Pau Gasol*,PF,23,MEM,78,2458,,,,53%,48%,2.3,-1.3,71,77,91,19,183,,455,39,132,gasolpa01
146,Devean George,SF,26,LAL,82,1951,,,89%,11%,,4.0,0.1,40,31,82,8,33,,243,6,20,georgde01
147,Eddie Gill,PG,25,POR,22,157,82%,18%,,,,-6.0,-4.5,8,2,6,1,7,,34,1,2,gilled01
148,Kendall Gill,SG,35,CHI,56,1411,30%,67%,3%,,,-9.9,-4.6,46,22,36,11,47,,194,7,31,gillke01
149,Manu Ginóbili*,SG,26,SAS,77,2260,3%,89%,7%,,,8.8,1.7,98,39,67,14,106,,640,29,46,ginobma01
150,Gordan Giriček,SF-SG,26,TOT,73,2041,,25%,72%,2%,,-2.2,5.4,40,42,53,8,63,,282,15,40,giricgo01
150,Gordan Giriček,SF,26,ORL,48,1435,,8%,88%,3%,,-4.2,5.7,21,30,35,5,33,,187,9,19,giricgo01
150,Gordan Giriček,SG,26,UTA,25,606,,66%,34%,,,2.4,4.7,19,12,18,3,30,,95,6,21,giricgo01
151,Dion Glover,SG,25,TOT,69,1643,1%,89%,10%,,,-4.6,0.2,42,37,38,17,75,,289,16,57,glovedi01
151,Dion Glover,SG,25,ATL,55,1465,1%,89%,11%,,,-4.3,0.7,33,32,37,15,68,,255,16,49,glovedi01
151,Dion Glover,SG,25,TOR,14,178,2%,93%,5%,,,-7.4,-4.2,9,5,1,2,7,,34,0,8,glovedi01
152,Anthony Goldwire,PG,32,TOT,11,85,100%,,,,,4.6,-0.8,1,2,2,0,1,,24,1,0,goldwan01
152,Anthony Goldwire,PG,32,MIN,5,66,100%,,,,,6.9,0.8,0,2,2,0,1,,21,1,0,goldwan01
152,Anthony Goldwire,PG,32,NJN,6,19,100%,,,,,-3.3,-6.2,1,0,0,0,0,,3,0,0,goldwan01
153,Drew Gooden,PF,22,ORL,79,2134,,,5%,50%,45%,-13.0,-11.1,42,33,85,27,110,,204,18,63,goodedr01
154,Brian Grant,C,31,MIA,76,2303,,,,4%,96%,0.7,0.2,30,21,123,14,41,,162,8,47,grantbr01
155,Horace Grant,PF,38,LAL,55,1106,,,,77%,23%,1.2,-3.7,16,7,40,2,19,,155,2,10,grantho01
156,Paul Grant,C,30,UTA,10,98,,,,4%,96%,-12.3,-11.0,3,2,14,2,3,,6,0,2,grantpa01
157,Willie Green,SG,22,PHI,53,767,37%,61%,2%,,,-3.8,-1.4,25,22,32,9,38,,112,6,24,greenwi01
158,Adrian Griffin,SG,29,HOU,19,133,,40%,56%,4%,,-11.1,-13.5,1,2,7,0,1,,22,0,0,griffad01
159,Tom Gugliotta,PF,34,TOT,55,819,,,5%,90%,6%,-8.9,-7.1,28,6,47,4,11,,140,2,16,guglito01
159,Tom Gugliotta,PF,34,PHO,30,304,,,13%,83%,4%,-13.7,-10.4,13,3,15,3,2,,46,0,7,guglito01
159,Tom Gugliotta,PF,34,UTA,25,515,,,,94%,6%,-6.1,-5.2,15,3,32,1,9,,94,2,9,guglito01
160,Marcus Haislip,PF,23,MIL,31,263,,,10%,65%,25%,2.4,1.2,4,3,17,1,15,,10,4,4,haislma01
161,Darvin Ham,SF,30,DET,54,484,,8%,83%,10%,,2.6,-4.4,13,9,26,6,16,,36,3,3,hamda01
