,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
52,Bruce Bowen,SF,35,SAS,82,2464,,21%,74%,5%,,13.2,10.4,28,17,57,11,31,31,271,9,12,bowenbr01
53,Earl Boykins,PG,30,TOT,66,2031,100%,,,,,-6.8,-6.8,54,38,34,5,61,7,672,11,30,boykiea01
53,Earl Boykins,PG,30,DEN,31,877,100%,,,,,0.8,-1.3,18,21,12,1,35,4,302,6,16,boykiea01
53,Earl Boykins,PG,30,MIL,35,1154,100%,,,,,-12.5,-11.0,36,17,22,4,26,3,370,5,14,boykiea01
54,Cedric Bozeman,SG,23,ATL,23,199,29%,51%,20%,,,-5.3,0.0,4,2,17,0,1,4,18,0,6,bozemce01
55,Elton Brand,PF,27,LAC,80,3077,,,12%,74%,14%,-0.4,0.8,47,78,124,26,218,10,523,68,56,brandel01
56,Ronnie Brewer,SG,21,UTA,56,675,,57%,43%,,,-1.0,-5.2,10,6,26,1,41,7,51,9,16,brewero02
57,Primož Brezec,C,27,CHA,58,838,,,,,100%,-7.2,-4.2,6,11,110,5,27,6,54,4,23,brezepr01
58,Andre Brown,PF,25,SEA,38,271,,,2%,95%,3%,-3.7,-0.5,10,10,16,1,9,0,4,5,7,brownan01
59,Dee Brown,PG,22,UTA,49,450,100%,,,,,2.3,-1.1,17,6,26,4,10,3,175,2,3,brownde03
60,Devin Brown,SG,28,NOK,58,1662,15%,78%,7%,,,0.0,3.0,35,29,75,12,73,13,326,14,36,brownde02
61,Kwame Brown,C,24,LAL,41,1132,,,,3%,97%,3.8,5.4,19,21,68,14,64,15,163,28,26,brownkw01
62,P.J. Brown,PF,37,CHI,72,1456,,,,71%,29%,6.9,2.4,19,17,98,19,55,11,105,6,50,brownpj01
63,Shannon Brown,SG,21,CLE,23,202,,69%,31%,1%,,-15.0,-20.5,4,5,14,3,8,0,24,2,5,brownsh01
64,Kobe Bryant*,SG,28,LAL,77,3140,2%,68%,30%,,,1.1,6.0,109,86,71,26,297,19,964,66,78,bryanko01
65,Greg Buckner,SG,30,DAL,76,1372,,77%,23%,,,2.6,-8.4,13,10,76,4,13,13,173,4,22,buckngr01
66,Pat Burke,C,33,PHO,23,164,,,,,100%,-10.4,-18.9,4,0,11,1,8,1,13,2,4,burkepa01
67,Caron Butler,SF,26,WAS,63,2474,,,77%,23%,,1.1,5.0,60,44,60,33,125,11,526,27,63,butleca01
68,Jackie Butler,C,21,SAS,11,103,,,,40%,60%,-17.3,-27.3,2,2,11,3,5,1,10,2,2,butleja01
69,Rasual Butler,SF,27,NOK,81,2223,,34%,65%,1%,,-2.4,-1.7,18,19,86,9,38,8,143,12,28,butlera01
70,Andrew Bynum,C,19,LAL,82,1793,,,,,100%,-3.1,-5.3,27,24,177,22,99,2,210,28,43,bynuman01
71,José Calderón,PG,25,TOR,77,1614,93%,7%,,,,1.6,0.6,61,26,49,12,52,14,893,13,18,caldejo01
72,Marcus Camby,C,32,DEN,70,2369,,,,37%,64%,2.4,1.4,63,26,113,13,100,23,481,21,24,cambyma01
73,Brian Cardinal,PF,29,MEM,28,313,,,1%,78%,21%,-6.0,-0.4,18,3,25,1,8,8,67,1,4,cardibr01
74,Rodney Carney,SF,22,PHI,67,1169,,13%,81%,6%,,-5.4,-3.1,14,18,71,4,41,1,57,8,14,carnero01
75,Matt Carroll,SG,26,CHA,72,1878,3%,87%,10%,,,-3.1,1.4,22,19,79,15,61,11,203,15,37,carroma01
76,Anthony Carter,PG,31,DEN,2,37,100%,,,,,3.9,2.1,3,2,2,0,0,0,29,0,0,cartean01
77,Vince Carter,SG,30,NJN,82,3126,,72%,26%,2%,,1.0,7.3,89,53,128,39,221,32,906,48,67,cartevi01
78,Sam Cassell,PG,37,LAC,58,1407,100%,,,,,0.9,2.3,53,23,42,18,62,24,577,13,25,cassesa01
79,Kelvin Cato,C,32,NYK,18,95,,,,32%,68%,-8.3,-5.0,2,1,4,1,4,1,0,0,2,catoke01
80,Tyson Chandler,C,24,NOK,73,2525,,,,,100%,-0.6,3.0,24,23,119,41,89,16,147,24,24,chandty01
81,Josh Childress,SG,23,ATL,55,2024,16%,67%,16%,1%,,-2.6,5.5,23,24,56,15,101,9,277,28,56,childjo01
82,Doug Christie,SG,36,LAC,7,82,,32%,68%,,,-21.9,-21.8,4,1,5,0,2,0,19,0,1,chrisdo01
83,Speedy Claxton,PG,28,ATL,42,1054,100%,,,,,-5.7,-0.5,39,17,59,3,22,21,399,6,20,claxtsp01
84,Jarron Collins,C,28,UTA,82,913,,,,1%,99%,5.9,3.4,9,11,71,9,31,31,128,7,18,collija03
85,Jason Collins,PF,28,NJN,80,1844,,,,82%,18%,3.0,6.6,10,14,125,27,43,49,96,8,21,collija04
86,Mardy Collins,SF,22,NYK,52,777,4%,62%,34%,,,-6.0,-3.2,24,11,23,10,31,3,192,6,14,collima01
87,Nick Collison,C,26,SEA,82,2378,,,,24%,76%,-2.2,2.7,44,22,172,14,94,28,178,27,67,collini01
88,Will Conroy,PG-SG,24,TOT,7,52,89%,11%,,,,-12.5,-10.4,1,0,1,0,1,0,20,0,0,conrowi01
88,Will Conroy,SG,24,MEM,3,17,67%,33%,,,,-34.7,-29.2,0,0,0,0,0,0,3,0,0,conrowi01
88,Will Conroy,PG,24,LAC,4,35,100%,,,,,-1.8,-1.2,1,0,1,0,1,0,17,0,0,conrowi01
89,Brian Cook,PF,26,LAL,65,1018,,,16%,82%,2%,2.5,3.5,29,3,71,9,20,6,148,2,18,cookbr01
90,Jamal Crawford,SG,26,NYK,59,2198,6%,78%,15%,1%,,-3.8,-0.8,82,24,49,17,87,5,566,25,36,crawfja01
91,Austin Croshere,PF,31,DAL,61,727,,,8%,90%,2%,1.8,-7.7,13,10,47,4,24,3,99,5,19,croshau01
92,Eddy Curry,C,24,NYK,81,2849,,,,3%,97%,-5.8,-8.0,48,85,96,92,311,14,168,77,93,curryed01
93,Samuel Dalembert,C,25,PHI,82,2535,,,,,100%,-0.6,7.1,49,39,156,31,113,15,135,32,32,dalemsa01
94,Erick Dampier,C,31,DAL,76,1915,,,,,100%,11.9,7.3,26,21,131,28,89,5,100,19,26,dampier01
95,Antonio Daniels,SG,31,WAS,80,1761,46%,54%,,,,-0.5,0.4,32,17,31,7,109,34,667,27,31,daniean01
96,Marquis Daniels,SG,26,IND,45,800,2%,84%,15%,,,-4.3,-1.6,15,19,22,9,33,19,134,10,17,daniema01
97,Baron Davis,PG,27,GSW,63,2221,89%,11%,,,,4.7,11.9,107,49,71,13,151,28,1167,43,56,davisba01
98,Dale Davis,C,37,DET,46,464,,,,,100%,6.6,2.2,1,4,25,4,14,1,27,2,3,davisda01
99,Paul Davis,C,22,LAC,31,180,,,,8%,92%,-5.3,-5.0,4,2,11,1,6,0,17,2,3,davispa01
100,Ricky Davis,SF,27,MIN,81,3021,,1%,97%,2%,,-4.1,0.6,123,40,100,14,113,20,837,22,37,davisri01
101,Carlos Delfino,SG,24,DET,82,1372,,31%,69%,,,3.5,-1.8,30,16,38,7,39,17,197,5,34,delfica01
102,Luol Deng,SF,21,CHI,82,3071,,,83%,17%,,6.8,6.4,46,54,73,28,160,28,483,38,85,denglu01
103,Boris Diaw,PF,24,PHO,73,2268,,,,86%,14%,5.2,-6.0,76,32,100,16,54,15,829,22,29,diawbo01
104,Yakhouba Diawara,SG,24,DEN,64,1177,2%,53%,43%,1%,,1.6,-0.4,16,5,69,8,28,5,136,7,19,diawaya01
105,Dan Dickau,PG,28,POR,50,444,100%,,,,,4.4,10.6,13,6,22,2,13,6,150,4,5,dickada01
106,Travis Diener,PG,24,ORL,26,288,100%,,,,,0.9,-0.1,7,2,8,3,2,0,83,1,0,dienetr01
107,Ike Diogu,PF,23,TOT,59,760,,,11%,76%,14%,-2.8,-0.4,12,19,55,15,65,5,58,15,35,dioguik01
107,Ike Diogu,PF,23,GSW,17,222,,,37%,57%,6%,-7.4,-7.2,6,5,17,2,22,0,10,7,7,dioguik01
107,Ike Diogu,PF,23,IND,42,538,,,,83%,17%,-0.9,2.5,6,14,38,13,43,5,48,8,28,dioguik01
108,DeSagana Diop,C,25,DAL,81,1480,,,,,100%,4.8,-5.2,10,16,157,12,39,6,69,6,21,diopde01
109,Juan Dixon,SG,28,TOT,81,1926,11%,88%,1%,,,-3.4,-0.6,36,23,79,20,44,14,275,12,34,dixonju01
109,Juan Dixon,SG,28,POR,55,1243,17%,82%,1%,,,-4.4,0.9,31,17,50,15,28,7,182,8,21,dixonju01
109,Juan Dixon,SG,28,TOR,26,683,1%,98%,2%,,,-1.6,-3.4,5,6,29,5,16,7,93,4,13,dixonju01
110,Michael Doleac,C,29,MIA,56,698,,,,13%,88%,-5.2,-5.5,8,9,51,8,13,7,53,3,11,doleami01
111,Keyon Dooling,SG,26,ORL,66,1435,5%,87%,8%,,,1.0,-0.1,34,15,37,7,52,15,256,12,29,doolike01
112,Quincy Douby,PG,22,SAC,42,359,79%,21%,,,,-7.4,-6.1,8,5,12,0,6,5,33,2,5,doubyqu01
113,Chris Duhon,PG,24,CHI,78,1906,99%,1%,,,,4.7,-1.3,70,19,69,5,34,30,673,7,28,duhonch01
114,Tim Duncan*,C,30,SAS,80,2726,,,,29%,71%,13.8,14.5,70,81,119,23,275,11,621,69,93,duncati01
115,Mike Dunleavy,SG-PF,26,TOT,82,2580,,41%,23%,31%,6%,-2.3,-0.3,68,35,96,19,97,49,504,22,30,dunlemi02
115,Mike Dunleavy,PF,26,GSW,39,1051,,,12%,74%,14%,-1.6,-1.4,33,14,43,6,34,26,263,10,17,dunlemi02
115,Mike Dunleavy,SG,26,IND,43,1529,,69%,30%,1%,,-2.7,0.5,35,21,53,13,63,23,241,12,13,dunlemi02
116,Ronald Dupree,SF,26,DET,19,94,,,84%,16%,,3.3,-1.5,1,2,5,0,3,1,10,1,2,duprero01
117,Monta Ellis,SG,21,GSW,77,2638,41%,57%,3%,,,0.2,2.3,67,73,83,43,155,65,769,34,63,ellismo01
118,Francisco Elson,C,30,SAS,70,1332,,,,,100%,7.1,-3.3,29,21,106,16,36,19,130,8,27,elsonfr01
119,Melvin Ely,PF-C,28,TOT,30,309,,,,62%,38%,-14.0,-13.5,7,11,27,2,16,5,40,1,9,elyme01
119,Melvin Ely,PF,28,CHA,24,244,,,,76%,24%,-12.9,-9.6,6,9,20,1,14,4,32,1,7,elyme01
119,Melvin Ely,C,28,SAS,6,65,,,,8%,93%,-18.2,-28.0,1,2,7,1,2,1,8,0,2,elyme01
120,Maurice Evans,SG,28,LAL,76,1732,7%,91%,2%,,,0.7,1.4,25,18,61,7,62,10,177,13,48,evansma01
121,Reggie Evans,PF,26,DEN,66,1127,,,,63%,37%,4.2,3.3,23,27,64,13,71,28,105,12,34,evansre01
122,Daniel Ewing,PG,23,LAC,61,712,93%,7%,,,,4.4,6.0,24,11,26,7,15,4,208,1,10,ewingda01
123,Jordan Farmar,PG,20,LAL,72,1090,100%,,,,,1.5,2.2,40,14,20,11,14,11,323,6,12,farmajo01
124,Desmon Farmer,SG,25,SEA,8,32,,50%,50%,,,19.4,22.8,1,0,0,0,1,0,19,1,0,farmede01
125,Raymond Felton,PG,22,CHA,78,2832,76%,25%,,,,-2.0,6.2,136,60,68,15,98,24,1208,17,48,feltora01
126,Michael Finley,SF,33,SAS,82,1823,,1%,76%,24%,,4.6,-8.6,19,15,45,7,26,2,256,6,7,finlemi01
127,Derek Fisher,SG,32,UTA,82,2287,29%,71%,,,,3.7,0.9,66,23,72,25,88,45,580,18,38,fishede01
128,T.J. Ford,PG,23,TOR,75,2243,100%,,,,,0.8,-0.9,130,56,79,19,108,12,1336,16,48,fordtj01
129,Danny Fortson,C,30,SEA,14,158,,,,34%,66%,-1.7,1.6,1,2,14,6,8,7,3,5,4,fortsda01
130,Jeff Foster,C,30,IND,75,1740,,,,1%,99%,-1.2,3.2,29,10,97,17,52,16,122,14,25,fosteje01
131,Randy Foye,PG,23,MIN,82,1879,76%,24%,,,,-4.9,-1.3,72,30,73,25,76,11,509,13,56,foyera01
132,Adonal Foyle,C,31,GSW,48,475,,,,9%,91%,-4.4,-4.4,10,4,41,2,8,1,41,1,4,foylead01
133,Steve Francis,SG,29,NYK,44,1237,18%,77%,5%,,,-1.7,2.5,44,21,52,13,96,13,391,21,22,francst01
134,Matt Freije,PF,25,ATL,19,147,,,,66%,34%,1.1,6.7,1,1,8,1,2,4,19,0,4,freijma01
135,Channing Frye,PF,23,NYK,72,1896,,,,73%,27%,-4.7,-2.4,47,17,135,20,41,18,161,9,23,fryech01
136,Dan Gadzuric,C,28,MIL,54,840,,,,13%,87%,-5.4,-0.8,5,17,83,14,42,12,61,8,16,gadzuda01
137,Jorge Garbajosa,PF,29,TOR,67,1909,,,45%,51%,4%,3.1,3.6,25,14,42,6,23,26,276,4,16,garbajo01
138,Francisco García,SF,25,SAC,79,1410,,15%,72%,13%,,-0.2,2.6,27,19,93,12,32,12,197,9,14,garcifr01
139,Kevin Garnett*,PF,30,MIN,76,2995,,,,72%,29%,-0.5,14.8,76,44,80,33,195,15,696,38,50,garneke01
140,Pat Garrity,PF,30,ORL,33,277,,,,82%,18%,-0.6,-1.7,5,0,20,5,7,1,33,0,4,garripa01
141,Pau Gasol*,C,26,MEM,59,2133,,,,,100%,-5.9,-0.7,75,57,98,12,185,17,478,43,75,gasolpa01
142,Rudy Gay,SF,20,MEM,78,2103,,1%,84%,16%,,-3.2,5.2,37,46,87,24,93,5,221,23,53,gayru01
143,Mickaël Gelabale,SF,23,SEA,70,1239,,16%,75%,10%,,-2.8,0.7,16,15,58,8,36,7,125,12,11,gelabmi01
144,Devean George,SF,29,DAL,60,1283,,1%,51%,48%,,3.2,-7.2,20,15,64,11,23,5,75,7,12,georgde01
145,Daniel Gibson,PG,20,CLE,60,988,100%,,,,,5.3,1.2,17,7,51,5,18,2,163,8,12,gibsoda01
146,Manu Ginóbili*,SG,29,SAS,75,2060,,75%,25%,,,13.4,8.7,84,42,58,17,149,33,588,37,40,ginobma01
147,Gordan Giriček,SG,29,UTA,61,1188,,96%,4%,,,7.6,6.1,25,14,48,6,22,18,136,3,15,giricgo01
148,Andreas Glyniadakis,C,25,SEA,13,81,,,,,100%,-17.6,-14.7,1,3,9,1,1,0,2,0,1,glynian01
149,Ryan Gomes,PF,24,BOS,73,2275,,,31%,66%,3%,-8.0,-9.4,36,29,84,23,110,11,280,18,44,gomesry01
150,Drew Gooden,PF,25,CLE,80,2238,,,,85%,15%,0.8,-8.2,26,38,107,18,92,10,201,22,50,goodedr01
151,Ben Gordon,SG,23,CHI,82,2704,8%,84%,8%,,,6.0,2.2,89,59,96,48,143,30,647,28,55,gordobe01
152,Joey Graham,SF,24,TOR,79,1319,,2%,87%,10%,,3.1,2.9,9,17,84,16,61,13,114,16,26,grahajo01
153,Stephen Graham,SG,24,POR,14,165,,31%,69%,,,-14.6,-10.0,2,2,10,6,4,0,11,1,3,grahast01
154,Danny Granger,SF,23,IND,82,2785,,,85%,14%,,-3.0,-0.1,39,40,112,28,108,18,262,35,40,grangda01
155,Gerald Green,SF,21,BOS,81,1780,,22%,66%,11%,1%,-7.3,-6.2,34,36,95,20,79,7,185,16,44,greenge01
156,Willie Green,SG,25,PHI,74,1842,6%,87%,7%,,,-6.7,-6.5,43,28,61,21,50,13,240,11,30,greenwi01
157,Orien Greene,SG,24,IND,41,254,26%,72%,3%,,,-6.5,-3.7,12,6,17,4,11,2,47,3,3,greenor01
158,Lynn Greer,SG,27,MIL,41,432,44%,56%,,,,-2.8,2.2,11,3,14,1,15,3,128,3,6,greerly01
159,Adrian Griffin,SF,32,CHI,54,585,,20%,78%,1%,,6.7,1.5,13,6,37,3,7,1,138,1,10,griffad01
160,Eddie Griffin,PF,24,MIN,13,92,,,,43%,57%,-43.6,-40.3,1,2,3,2,4,2,8,1,5,griffed01
161,Mike Hall,SF,22,WAS,2,13,,,83%,17%,,-16.8,-16.1,0,0,1,0,0,1,2,0,0,hallmi01
162,Richard Hamilton,SG,28,DET,75,2763,1%,94%,5%,,,6.6,6.0,52,45,72,44,132,15,624,30,67,hamilri01
163,Matt Harpring,SF,30,UTA,77,1965,,19%,79%,2%,,6.3,6.0,44,29,97,25,112,24,215,27,42,harprma01
164,Al Harrington,PF,26,TOT,78,2563,,,12%,65%,24%,-1.5,0.3,54,36,138,34,99,34,345,18,60,harrial01
164,Al Harrington,PF,26,IND,36,1208,,,25%,63%,12%,-3.4,-0.5,30,15,54,22,42,14,124,9,31,harrial01
164,Al Harrington,PF,26,GSW,42,1355,,,,66%,34%,0.1,0.9,24,21,84,12,57,20,221,9,29,harrial01
165,Junior Harrington,PG,26,MEM,29,543,79%,21%,,,,-2.6,3.4,19,15,33,12,18,4,193,0,10,harriju01
166,Othella Harrington,PF,33,CHA,26,220,,,,92%,8%,-4.2,-0.3,4,4,18,5,7,4,12,0,5,harriot01
167,Devin Harris,PG,23,DAL,80,2081,98%,2%,,,,14.7,14.0,70,32,109,18,121,79,674,39,52,harride01
168,David Harrison,C,24,IND,24,190,,,,,100%,-11.0,-8.4,9,8,28,5,13,0,14,4,7,harrida01
169,Jason Hart,PG,28,TOT,36,846,87%,11%,2%,,,-2.1,-1.6,16,11,36,4,13,2,232,1,11,hartja01
169,Jason Hart,PG,28,SAC,13,100,27%,58%,15%,,,-6.8,-5.0,0,1,7,1,4,0,22,1,2,hartja01
169,Jason Hart,PG,28,LAC,23,746,95%,5%,,,,-1.5,-1.2,16,10,29,3,9,2,210,0,9,hartja01
170,Udonis Haslem,PF,26,MIA,79,2483,,,,83%,17%,0.6,3.6,42,29,117,19,88,36,217,24,45,hasleud01
171,Trenton Hassell,SG,27,MIN,76,2223,,86%,13%,,,-4.2,0.2,40,13,74,8,36,7,446,7,23,hassetr01
172,Chuck Hayes,PF,23,HOU,78,1714,,,,82%,18%,11.6,10.4,20,7,154,11,37,25,119,9,35,hayesch01
173,Jarvis Hayes,SF,25,WAS,81,1626,,12%,84%,4%,,-5.3,-7.6,24,13,91,6,34,11,184,6,14,hayesja01
174,Brendan Haywood,C,27,WAS,77,1740,,,,,100%,2.0,5.0,8,33,118,16,101,29,101,27,33,haywobr01
175,Luther Head,SG,24,HOU,80,2211,26%,74%,,,,1.4,-9.7,80,21,69,9,35,2,443,8,40,headlu01
176,Alan Henderson,PF,34,PHI,38,418,,,,70%,30%,0.0,3.6,2,3,38,4,24,6,23,8,5,hendeal01
177,Walter Herrmann,PF,27,CHA,48,936,,,17%,72%,12%,-0.5,4.4,13,6,35,5,15,18,57,7,12,herrmwa01
178,Nenê,C,24,DEN,64,1715,,,,,100%,4.2,4.1,31,32,99,26,124,21,180,31,42,hilarne01
179,Grant Hill*,SG,34,ORL,65,2009,,53%,40%,7%,,-1.0,-4.2,51,43,70,27,145,21,303,38,37,hillgr01
180,Kirk Hinrich,PG,26,CHI,80,2839,63%,37%,,,,5.8,1.6,95,42,117,27,93,40,1088,27,58,hinriki01
181,Robert Hite,SG,23,MIA,12,136,18%,73%,9%,,,-7.6,-7.1,2,3,4,0,5,1,20,2,6,hitero01
182,Julius Hodge,SG,23,TOT,9,65,8%,70%,22%,,,-5.0,-4.1,2,0,1,0,0,0,26,0,2,hodgeju01
182,Julius Hodge,SG,23,DEN,4,37,13%,69%,18%,,,-10.7,-12.6,0,0,1,0,0,0,21,0,2,hodgeju01
182,Julius Hodge,SG,23,MIL,5,28,,72%,28%,,,2.4,7.2,2,0,0,0,0,0,5,0,0,hodgeju01
183,Ryan Hollins,C,22,CHA,27,185,,,,5%,96%,-25.3,-22.5,2,5,19,3,15,1,2,4,4,holliry01
184,Robert Horry,PF,36,SAS,68,1124,,,,99%,1%,8.3,-1.4,26,5,53,9,17,11,180,3,4,horryro01
185,Eddie House,SG,28,NJN,56,946,6%,87%,7%,,,-5.0,-5.8,15,4,37,2,11,6,149,3,11,houseed01
186,Dwight Howard,C,21,ORL,82,3023,,,,,100%,1.3,1.3,62,109,118,46,294,11,353,71,90,howardw01
