,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999
1,Shareef Abdur-Rahim,PF,29,SAC,72,1961,,,,70%,30%,4.0,4.4,36,39,113,18,117,8,347,28,65,abdursh01
2,Alex Acker,SG,23,DET,5,35,63%,37%,,,,-43.4,-52.0,3,1,3,0,0,0,9,0,2,ackeral01
3,Malik Allen,PF,27,CHI,54,701,,,,64%,36%,3.2,2.7,9,9,54,9,13,15,44,3,14,allenma01
4,Ray Allen*,SG,30,SEA,78,3022,3%,94%,4%,,,-1.2,8.8,88,64,64,23,125,15,635,29,50,allenra02
5,Tony Allen,PG,24,BOS,51,978,21%,74%,5%,,,-2.4,-1.0,26,25,57,7,66,6,149,18,27,allento01
6,Rafer Alston,PG,29,HOU,63,2431,98%,2%,,,,-2.0,-1.4,103,34,85,3,44,7,932,7,20,alstora01
7,Chris Andersen,C,27,NOK,32,570,,,,30%,70%,1.2,5.0,10,5,39,8,45,14,14,9,9,anderch01
8,Alan Anderson,SF,23,CHA,36,564,,20%,54%,25%,,0.1,5.2,16,8,17,4,20,1,72,4,18,anderal01
9,Derek Anderson,SG,31,TOT,43,1047,14%,53%,31%,2%,,-2.1,-3.5,26,14,36,8,29,15,224,4,10,anderde01
9,Derek Anderson,SG,31,HOU,20,582,,45%,51%,3%,,-1.3,0.2,18,8,16,6,19,5,123,4,4,anderde01
9,Derek Anderson,SG,31,MIA,23,465,32%,62%,7%,,,-3.0,-8.2,8,6,20,2,10,10,101,0,6,anderde01
10,Shandon Anderson,SF,32,MIA,48,638,1%,23%,76%,,,2.3,-2.4,15,8,40,0,11,4,69,4,7,andersh01
11,Martynas Andriuškevičius,C,19,CLE,6,9,,,,,100%,34.5,32.0,0,0,0,0,0,0,0,0,0,andrima01
12,Carmelo Anthony,SF,21,DEN,80,2941,,,86%,14%,,0.4,0.6,61,59,95,47,285,13,475,66,120,anthoca01
13,Rafael Araújo,C,25,TOR,52,601,,,,2%,98%,-10.7,-8.6,10,8,46,14,11,7,33,2,18,araujra01
14,Gilbert Arenas,PG,24,WAS,80,3384,100%,,,,,2.6,4.9,138,73,113,48,326,32,1071,66,62,arenagi01
15,Trevor Ariza,SF,20,TOT,57,999,,11%,88%,1%,,0.9,7.3,26,15,34,10,50,9,129,5,18,arizatr01
15,Trevor Ariza,SF,20,NYK,36,709,,15%,85%,,,-0.8,7.7,17,11,23,8,27,7,99,3,8,arizatr01
15,Trevor Ariza,SF,20,ORL,21,290,,1%,94%,5%,,4.8,6.4,9,4,11,2,23,2,30,2,10,arizatr01
16,Darrell Armstrong,PG,37,DAL,62,622,100%,,,,,1.5,-6.1,37,10,22,2,9,25,198,1,9,armstda01
17,Carlos Arroyo,PG-SG,26,TOT,77,1194,64%,35%,,,,2.7,-0.9,38,22,44,14,50,11,502,7,21,arroyca01
17,Carlos Arroyo,PG,26,DET,50,600,100%,,,,,3.0,-5.9,18,12,27,8,18,4,341,1,12,arroyca01
17,Carlos Arroyo,SG,26,ORL,27,594,29%,71%,1%,,,2.4,4.2,20,10,17,6,32,7,161,6,9,arroyca01
18,Chucky Atkins,PG-SG,31,TOT,71,1713,80%,20%,,,,0.9,-3.3,49,26,44,8,34,13,450,3,19,atkinch01
18,Chucky Atkins,SG,31,WAS,28,552,39%,62%,,,,-6.4,-9.7,18,8,14,4,5,8,152,0,3,atkinch01
18,Chucky Atkins,PG,31,MEM,43,1161,100%,,,,,4.3,-0.2,31,18,30,4,29,5,298,3,16,atkinch01
19,Stacey Augmon,SF,37,ORL,36,385,,14%,83%,3%,,6.1,8.0,3,5,11,1,10,6,52,1,7,augmost01
20,Vin Baker,C,34,LAC,8,85,,,,16%,84%,11.0,9.3,4,1,8,1,7,2,8,2,3,bakervi01
21,Marcus Banks,PG,24,TOT,58,1497,98%,2%,,,,-4.6,-3.3,58,27,60,16,59,7,465,12,30,banksma01
21,Marcus Banks,PG,24,BOS,18,269,97%,3%,,,,-6.7,-5.4,9,8,11,3,12,2,68,4,4,banksma01
21,Marcus Banks,PG,24,MIN,40,1228,99%,2%,,,,-4.1,-2.9,49,19,49,13,47,5,397,8,26,banksma01
22,Leandro Barbosa,SG,23,PHO,57,1592,6%,93%,1%,,,3.1,-4.8,35,25,54,16,64,16,382,13,33,barbole01
23,Matt Barnes,PF-SF,25,TOT,56,631,,1%,55%,43%,1%,1.8,5.5,14,11,47,3,16,5,61,3,17,barnema02
23,Matt Barnes,SF,25,NYK,6,93,,6%,94%,,,-20.3,-13.7,4,1,5,0,1,0,13,0,5,barnema02
23,Matt Barnes,PF,25,PHI,50,538,,,48%,50%,2%,5.7,8.8,10,10,42,3,15,5,48,3,12,barnema02
24,Andre Barrett,PG,23,TOT,19,282,100%,,,,,-5.2,-2.4,7,6,5,0,5,2,125,2,11,barrean01
24,Andre Barrett,PG,23,PHO,2,21,100%,,,,,-31.8,-38.0,0,0,0,0,1,0,4,1,0,barrean01
24,Andre Barrett,PG,23,TOR,17,261,100%,,,,,-3.0,0.5,7,6,5,0,4,2,121,1,11,barrean01
25,Earl Barron,C,24,MIA,8,45,,,,,100%,-42.1,-46.9,3,1,5,0,1,1,0,0,1,barroea01
26,Brent Barry,SG,34,SAS,74,1259,3%,91%,6%,,,10.6,3.6,31,14,47,5,22,7,278,5,12,barrybr01
27,Jon Barry,SG,36,HOU,20,342,1%,62%,36%,2%,,-8.1,-7.3,15,6,11,1,9,1,63,1,2,barryjo01
28,Eddie Basden,SF,22,CHI,19,141,,23%,73%,4%,,9.6,9.0,5,2,6,0,2,0,19,0,3,basdeed01
29,Brandon Bass,PF,20,NOK,29,268,,,,97%,3%,-9.2,-6.5,4,5,9,2,8,0,6,1,9,bassbr01
30,Esteban Batista,PF,22,ATL,57,495,,,,12%,88%,-1.1,4.9,3,11,51,12,22,11,16,5,18,batises01
31,Tony Battie,C,29,ORL,82,2215,,,,9%,91%,-2.5,-3.1,38,12,158,15,58,20,109,8,30,battito01
32,Shane Battier,SF,27,MEM,81,2839,,,63%,37%,,7.1,9.2,35,20,128,17,81,48,318,18,46,battish01
33,Lonny Baxter,C-PF,27,TOT,41,400,,,,19%,81%,2.4,5.2,2,7,31,5,19,7,9,5,15,baxtelo01
33,Lonny Baxter,C,27,HOU,23,281,,,,1%,99%,6.0,8.1,2,4,26,4,11,6,5,3,10,baxtelo01
33,Lonny Baxter,PF,27,CHA,18,119,,,,60%,40%,-6.0,-1.7,0,3,5,1,8,1,4,2,5,baxtelo01
34,Charlie Bell,SG,26,MIL,59,1283,24%,72%,4%,,,0.9,3.1,25,9,44,2,38,11,298,7,23,bellch01
35,Raja Bell,SG,29,PHO,79,2959,1%,63%,36%,,,6.9,3.6,39,22,107,17,46,81,490,6,22,bellra01
36,Jonathan Bender,SF,25,IND,2,21,,,,68%,32%,-17.4,-19.2,0,0,2,0,1,0,5,0,1,bendejo01
37,Mike Bibby,PG,27,SAC,82,3167,100%,,,,,2.2,2.6,128,50,64,14,118,30,956,24,33,bibbymi01
38,Andris Biedriņš,C,19,GSW,68,1000,,,,,100%,1.5,4.5,7,9,113,8,38,8,56,10,16,biedran01
39,Chauncey Billups,PG,29,DET,81,2925,94%,6%,,,,10.8,10.4,102,38,55,24,160,11,1552,28,56,billuch01
40,Steve Blake,PG,25,POR,68,1781,85%,15%,,,,-11.7,-1.2,55,18,44,5,15,9,657,2,16,blakest01
41,Andray Blatche,PF,19,WAS,29,175,,,13%,79%,9%,-1.4,-3.6,5,4,16,0,6,1,21,3,5,blatcan01
42,Mark Blount,C,30,TOT,81,2240,,,,,100%,-4.3,-3.3,54,51,133,32,105,18,209,30,45,blounma01
42,Mark Blount,C,30,BOS,39,1083,,,,,100%,-2.2,-0.7,40,30,56,19,58,9,140,19,22,blounma01
42,Mark Blount,C,30,MIN,42,1157,,,,,100%,-6.2,-5.7,14,21,77,13,47,9,69,11,23,blounma01
43,Keith Bogans,SG-SF,25,TOT,72,1912,,46%,54%,,,-5.2,-3.1,47,23,60,11,77,24,274,18,45,boganke01
43,Keith Bogans,SG,25,CHA,39,848,,91%,9%,,,-8.5,-5.2,22,9,27,6,42,13,97,9,23,boganke01
43,Keith Bogans,SF,25,HOU,33,1064,,10%,90%,1%,,-2.5,-1.4,25,14,33,5,35,11,177,9,22,boganke01
44,Andrew Bogut,PF,21,MIL,82,2348,,,,80%,20%,1.5,6.8,63,26,150,15,84,66,433,22,55,bogutan01
45,Matt Bonner,PF,25,TOR,78,1710,,,25%,73%,2%,-4.6,-1.9,10,9,102,8,28,17,136,7,16,bonnema01
46,Calvin Booth,C,29,WAS,33,250,,,,,100%,-3.0,-5.3,4,2,27,0,5,2,26,1,1,boothca01
47,Carlos Boozer,PF,24,UTA,33,1025,,,,89%,12%,-3.4,-0.2,28,16,50,17,64,4,187,14,26,boozeca01
48,Chris Bosh*,C,21,TOR,70,2751,,,,19%,81%,-1.4,6.6,44,63,109,21,279,43,428,64,69,boshch01
49,Bruce Bowen,SF,34,SAS,82,2755,,,88%,12%,,8.4,0.7,30,24,68,8,30,40,285,6,22,bowenbr01
50,Ryan Bowen,SF,30,HOU,68,652,,22%,59%,19%,,-4.7,-3.8,10,1,40,2,8,7,53,2,8,bowenry01
51,Earl Boykins,PG,29,DEN,60,1542,100%,,,,,-3.5,-6.1,46,25,20,4,45,7,502,11,39,boykiea01
52,Michael Bradley,PF,26,PHI,46,367,,,,40%,60%,-9.2,-7.9,6,6,18,3,2,4,43,1,3,bradlmi01
