,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999
1,Precious Achiuwa,C,23,TOR,55,1140,,,,17%,83%,-1.5,-3.8,8,21,53,19,58,7,128,15,31,achiupr01
2,Steven Adams,C,29,MEM,42,1133,,,,,100%,9.5,8.3,40,10,40,23,51,7,223,15,14,adamsst01
3,Bam Adebayo,C,25,MIA,75,2598,,,,,100%,1.7,5.4,60,46,83,50,194,10,587,37,49,adebaba01
4,Ochai Agbaji,SG,22,UTA,59,1209,38%,40%,20%,3%,,-0.5,0.9,15,8,65,9,32,3,159,4,20,agbajoc01
5,Santi Aldama,PF,22,MEM,77,1682,,,2%,69%,29%,2.2,-2.5,19,20,93,11,48,11,231,12,20,aldamsa01
6,Nickeil Alexander-Walker,SG,24,TOT,59,884,2%,39%,51%,8%,,-2.5,-2.0,38,9,59,3,25,23,262,6,13,alexani01
6,Nickeil Alexander-Walker,SG,24,UTA,36,528,,34%,56%,10%,,-2.3,-1.4,31,8,38,3,16,16,183,3,5,alexani01
6,Nickeil Alexander-Walker,SG,24,MIN,23,356,5%,48%,42%,5%,,-2.9,-3.0,7,1,21,0,9,7,79,3,8,alexani01
7,Grayson Allen,SG,27,MIL,72,1972,5%,75%,21%,,,5.7,4.1,49,11,68,1,44,23,409,7,22,allengr01
8,Jarrett Allen,C,24,CLE,68,2220,,,,,100%,7.9,4.9,41,18,90,17,100,13,271,20,43,allenja01
9,Jose Alvarado,PG,24,NOP,61,1310,100%,,,,,4.7,3.9,46,20,61,6,33,15,430,5,30,alvarjo01
10,Kyle Anderson,PF,29,MIN,69,1957,,,8%,90%,2%,1.9,4.0,54,21,63,10,67,16,780,16,19,anderky01
11,Giannis Antetokounmpo,PF,28,MIL,63,2024,,,,59%,41%,7.4,7.8,71,62,69,59,385,5,927,98,82,antetgi01
12,Thanasis Antetokounmpo,PF,30,MIL,37,206,,,16%,52%,32%,-25.9,-31.1,1,2,10,4,9,0,39,0,5,antetth01
13,Cole Anthony,PG,22,ORL,60,1552,100%,,,,,-0.6,3.6,43,28,83,6,76,8,558,20,22,anthoco01
14,OG Anunoby,SF,25,TOR,67,2386,2%,50%,48%,1%,,2.1,2.4,54,29,87,29,77,15,307,19,65,anunoog01
15,Ryan Arcidiacono,PG,28,TOT,20,172,85%,15%,,,,-10.3,-8.0,4,3,10,0,0,7,53,0,2,arcidry01
15,Ryan Arcidiacono,PG,28,NYK,11,26,21%,79%,,,,7.4,4.3,0,1,1,0,0,0,5,0,0,arcidry01
15,Ryan Arcidiacono,PG,28,POR,9,146,96%,4%,,,,-13.5,-10.2,4,2,9,0,0,7,48,0,2,arcidry01
16,Deni Avdija,SF,22,WAS,76,2020,,8%,62%,30%,,-0.6,1.3,62,30,129,23,78,6,502,21,36,avdijde01
17,Deandre Ayton,C,24,PHO,67,2035,,,,3%,97%,-1.6,-6.8,23,41,117,35,96,0,279,24,39,aytonde01
18,Udoka Azubuike,C,23,UTA,36,359,,,,2%,99%,-11.2,-11.1,2,5,29,2,9,0,24,2,3,azubuud01
19,Marvin Bagley III,C,23,DET,42,990,,,,18%,82%,-11.0,-3.4,11,10,51,12,51,7,94,12,15,baglema01
20,Patrick Baldwin Jr.,SF,20,GSW,31,226,,1%,22%,69%,9%,-11.4,-14.0,5,0,9,3,3,1,27,0,3,baldwpa01
21,LaMelo Ball,PG,21,CHO,36,1268,75%,25%,,,,-5.2,0.8,71,17,51,13,40,11,686,9,27,ballla01
22,Mo Bamba,C,24,TOT,49,769,,,,,100%,0.8,4.1,11,9,69,8,27,0,111,7,14,bambamo01
22,Mo Bamba,C,24,ORL,40,681,,,,,100%,1.7,5.4,8,8,58,4,22,0,101,7,12,bambamo01
22,Mo Bamba,C,24,LAL,9,88,,,,,100%,-5.5,-6.2,3,1,11,4,5,0,10,0,2,bambamo01
23,Paolo Banchero,PF,20,ORL,72,2430,,,27%,70%,3%,-4.5,-4.4,79,78,90,22,258,8,634,53,92,banchpa01
24,Desmond Bane,SG,24,MEM,58,1841,4%,86%,10%,,,8.2,8.6,48,33,78,17,78,8,615,28,73,banede01
25,Dalano Banton,PG,23,TOR,31,279,46%,49%,6%,,,-6.6,-8.4,7,7,20,1,11,0,85,2,7,bantoda01
26,Dominick Barlow,PF,19,SAS,28,408,,,13%,55%,32%,-12.0,-2.1,5,4,40,5,12,2,59,5,8,barlodo01
27,Harrison Barnes,PF,30,SAC,82,2662,,,16%,84%,,3.9,4.8,38,24,52,11,180,22,317,31,31,barneha02
