,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
29,Matt Barnes,SF,36,SAC,54,1367,,3%,83%,14%,,-4.0,-0.1,59,15,81,6,22,6,342,4,19,barnema02
29,Matt Barnes,SF,36,GSW,20,410,,1%,33%,66%,,4.5,-8.1,15,3,26,2,9,0,105,0,2,barnema02
30,Will Barton,SG,26,DEN,60,1705,,47%,52%,1%,,-2.5,-4.6,47,30,49,10,85,4,507,20,45,bartowi01
31,Brandon Bass,PF,31,LAC,52,577,,,1%,83%,16%,-13.3,-20.3,8,12,21,5,49,0,53,14,16,bassbr01
32,Nicolas Batum,SG,28,CHO,77,2617,,57%,42%,1%,,1.6,3.5,126,41,42,10,111,4,1047,27,41,batumni01
33,Jerryd Bayless,PG,28,PHI,3,71,94%,6%,,,,-14.2,-8.4,5,4,2,0,5,0,29,0,4,bayleje01
34,Aron Baynes,C,30,DET,75,1163,,,,2%,98%,5.9,10.5,12,11,93,19,41,9,74,6,22,baynear01
35,Kent Bazemore,SF,27,ATL,73,1963,1%,40%,58%,2%,,-2.8,-3.1,81,35,85,5,68,17,395,11,30,bazemke01
36,Bradley Beal,SG,23,WAS,77,2684,3%,94%,3%,,,5.7,12.3,83,44,99,14,124,9,617,35,61,bealbr01
37,Malik Beasley,SG,20,DEN,22,165,86%,14%,,,,16.8,17.5,2,3,4,0,3,3,25,0,6,beaslma01
38,Michael Beasley,PF,28,MIL,56,935,,,24%,74%,2%,-2.0,-2.7,23,25,59,7,55,2,122,15,19,beaslmi01
39,Marco Belinelli,SG,30,CHO,74,1778,,63%,36%,1%,,0.0,-0.7,42,20,37,5,54,15,349,9,11,belinma01
40,DeAndre' Bembry,SF,22,ATL,38,371,4%,61%,31%,4%,,-4.4,-3.6,9,5,10,1,8,3,73,4,17,bembrde01
41,Dragan Bender,PF,19,PHO,43,574,,,,69%,31%,-2.5,4.0,12,9,44,4,6,2,49,2,2,bendedr01
42,Anthony Bennett,PF,23,BRK,23,264,,,,75%,25%,-11.1,-5.1,6,3,11,2,13,2,29,2,7,bennean01
43,Ben Bentil,PF,21,DAL,3,10,,,,100%,,-57.1,-54.1,0,0,1,0,0,0,0,0,0,bentibe01
44,Dāvis Bertāns,PF,24,SAS,67,808,,,3%,77%,20%,6.6,-1.7,17,8,53,3,15,7,110,5,6,bertada01
45,Patrick Beverley,SG,28,HOU,67,2058,24%,73%,3%,,,7.8,3.5,61,20,95,4,40,40,684,8,29,beverpa01
46,Bismack Biyombo,C,24,ORL,81,1793,,,,15%,85%,-8.6,-2.9,24,19,107,31,104,3,174,18,44,biyombi01
47,Nemanja Bjelica,PF,28,MIN,65,1190,,,6%,94%,,0.6,2.3,26,21,74,7,26,0,182,8,14,bjeline01
48,Tarik Black,C,25,LAL,67,1091,,,,10%,90%,-1.7,7.7,18,17,108,15,56,2,94,17,32,blackta01
49,Eric Bledsoe,PG,27,PHO,66,2176,96%,4%,,,,-4.4,3.3,128,58,69,24,183,9,979,41,45,bledser01
50,Bojan Bogdanović,SF,27,TOT,81,2083,,,65%,35%,,-7.3,-5.0,55,50,59,12,98,6,267,26,71,bogdabo02
50,Bojan Bogdanović,SF,27,BRK,55,1482,,,73%,27%,,-10.2,-6.1,42,36,41,6,72,5,214,20,53,bogdabo02
50,Bojan Bogdanović,SF,27,WAS,26,601,,,45%,55%,,-0.2,-2.3,13,14,18,6,26,1,53,6,18,bogdabo02
51,Andrew Bogut,C,32,TOT,27,583,,,,,100%,-3.1,0.2,23,4,42,15,3,3,116,1,2,bogutan01
51,Andrew Bogut,C,32,DAL,26,582,,,,,100%,-2.7,0.6,23,4,42,15,3,3,116,1,2,bogutan01
51,Andrew Bogut,C,32,CLE,1,1,,,,,100%,-200.0,-203.4,0,0,0,0,0,0,0,0,0,bogutan01
52,Joel Bolomboy,PF,23,UTA,12,53,,,,28%,72%,14.6,10.2,1,0,1,0,2,0,5,0,1,bolomjo01
53,Devin Booker,SG,20,PHO,78,2730,1%,79%,20%,,,-4.8,3.5,125,70,105,31,198,18,630,55,92,bookede01
54,Trevor Booker,PF,29,BRK,71,1754,,,,87%,13%,-7.8,-2.6,47,47,54,16,55,1,356,18,36,booketr01
55,Avery Bradley,SG,26,BOS,55,1835,16%,82%,2%,,,1.3,-3.2,55,28,66,3,34,5,286,8,60,bradlav01
56,Corey Brewer,SF,30,TOT,82,1281,,21%,71%,7%,,4.1,2.2,20,17,49,10,38,10,230,10,28,breweco01
56,Corey Brewer,SF,30,HOU,58,923,,28%,71%,2%,,9.0,3.7,12,8,38,10,26,8,151,8,20,breweco01
56,Corey Brewer,SF,30,LAL,24,358,,5%,72%,23%,,-8.6,-1.6,8,9,11,0,12,2,79,2,8,breweco01
57,Malcolm Brogdon,SG,24,MIL,75,1982,44%,51%,5%,,,2.6,5.1,65,29,70,8,48,8,742,13,41,brogdma01
58,Aaron Brooks,PG,32,IND,65,894,100%,,,,,-2.6,-3.0,41,18,53,2,16,6,283,3,15,brookaa01
59,Anthony Brown,SF,24,TOT,11,159,,9%,67%,24%,,1.8,4.2,2,2,6,1,0,1,19,0,1,brownan02
59,Anthony Brown,SF,24,NOP,9,143,,,74%,26%,,-2.5,-0.6,2,2,6,0,0,0,13,0,1,brownan02
59,Anthony Brown,SF,24,ORL,2,16,,92%,8%,,,40.4,47.5,0,0,0,1,0,1,6,0,0,brownan02
60,Bobby Brown,PG,32,HOU,25,123,100%,,,,,-10.2,-16.8,1,1,2,0,1,0,34,0,1,brownbo02
61,Jaylen Brown,SF,20,BOS,78,1341,,21%,69%,10%,,-1.9,-7.5,21,21,58,15,66,5,156,23,35,brownja02
62,Nicolás Brussino,SG,23,DAL,54,521,8%,52%,40%,,,-12.0,-10.2,16,5,20,0,6,2,106,2,5,brussni01
63,Reggie Bullock,SF,25,DET,31,467,,92%,8%,,,5.7,8.1,5,1,12,1,4,1,66,2,5,bullore01
64,Trey Burke,PG,24,WAS,57,703,98%,2%,,,,-9.8,-13.9,28,13,22,4,15,4,233,5,8,burketr01
65,Alec Burks,SG,25,UTA,42,653,10%,81%,9%,,,0.3,-5.1,15,9,27,5,37,2,65,12,21,burksal01
66,Jimmy Butler,SF,27,CHI,76,2809,,15%,82%,3%,,3.2,10.9,82,48,52,18,301,9,961,54,59,butleji01
67,Bruno Caboclo,SF,21,TOR,9,40,,,94%,6%,,5.0,0.4,0,0,1,2,0,0,10,0,1,cabocbr01
68,José Calderón,PG,35,TOT,41,539,85%,15%,,,,-9.2,-5.2,33,4,16,0,3,1,200,1,3,caldejo01
68,José Calderón,PG,35,LAL,24,292,92%,8%,,,,-22.3,-16.3,20,4,9,0,1,1,110,1,2,caldejo01
68,José Calderón,PG,35,ATL,17,247,76%,24%,,,,6.3,8.0,13,0,7,0,2,0,90,0,1,caldejo01
69,Kentavious Caldwell-Pope,SG,23,DET,76,2529,,100%,,,,-3.7,-6.1,46,30,58,4,69,8,444,13,29,caldwke01
70,Isaiah Canaan,SG,25,CHI,39,592,48%,48%,4%,,,-6.6,-7.9,11,6,13,1,14,4,84,3,8,canaais01
71,Clint Capela,C,22,HOU,65,1551,,,,,100%,8.1,3.1,29,21,91,17,91,6,173,23,56,capelca01
72,DeMarre Carroll,SF,30,TOR,72,1882,,,77%,23%,,3.2,-2.5,25,17,65,8,55,9,175,5,28,carrode01
73,Vince Carter,SF,40,MEM,73,1799,,7%,81%,12%,,4.2,6.4,30,8,108,8,40,3,305,4,16,cartevi01
74,Michael Carter-Williams,PG,25,CHI,45,846,71%,29%,1%,,,-0.1,-0.3,38,13,54,6,41,16,268,13,22,cartemi01
75,Omri Casspi,PF,28,TOT,36,643,,,13%,87%,,-7.3,-4.6,7,16,22,3,15,0,87,3,12,casspom01
75,Omri Casspi,PF,28,SAC,22,397,,,17%,83%,1%,-0.9,3.4,4,9,7,1,11,0,62,3,8,casspom01
75,Omri Casspi,PF,28,NOP,1,24,,,40%,60%,,-23.1,-21.3,0,1,1,1,0,0,0,0,1,casspom01
75,Omri Casspi,PF,28,MIN,13,222,,,3%,97%,,-17.1,-17.1,3,6,14,1,4,0,25,0,3,casspom01
76,Willie Cauley-Stein,C,23,SAC,75,1421,,,,20%,80%,-5.9,-2.9,26,23,95,14,70,4,182,17,33,caulewi01
77,Tyson Chandler,C,34,PHO,47,1298,,,,5%,95%,-3.7,3.3,28,5,60,25,56,4,71,9,11,chandty01
78,Wilson Chandler,SF,29,DEN,71,2197,,1%,79%,20%,,-1.1,-2.6,40,32,96,17,89,2,359,35,36,chandwi01
79,Marquese Chriss,PF,19,PHO,82,1743,,,4%,83%,13%,-10.7,-8.6,37,31,140,26,74,23,124,16,55,chrisma01
80,Rakeem Christmas,PF,25,IND,29,219,,,,62%,38%,-9.2,-9.6,0,3,17,5,13,3,8,1,6,chrisra01
81,Semaj Christon,PG,24,OKC,64,973,94%,6%,,,,-6.5,-9.2,24,8,34,5,15,2,305,3,12,chrisse01
82,Ian Clark,SG,25,GSW,77,1137,30%,63%,7%,,,2.7,-12.6,33,11,43,3,21,4,205,8,24,clarkia01
83,Jordan Clarkson,SG,24,LAL,82,2397,11%,80%,9%,,,-8.8,-4.2,83,45,48,10,80,8,477,23,58,clarkjo01
84,Norris Cole,PG,28,OKC,13,125,100%,,,,,-5.5,-6.2,4,1,8,1,4,0,29,0,3,coleno01
85,Darren Collison,PG,29,SAC,68,2063,100%,,,,,-3.6,0.8,73,26,58,4,59,8,754,13,36,collida01
86,Nick Collison,PF,36,OKC,20,128,,,,73%,27%,-16.8,-17.9,2,1,8,0,4,0,26,2,0,collini01
87,Mike Conley,PG,29,MEM,69,2292,100%,,,,,3.8,7.4,93,45,44,9,134,27,1005,30,37,conlemi01
88,Pat Connaughton,SG,24,POR,39,316,11%,85%,4%,,,-5.2,-5.3,11,1,17,2,5,0,70,2,5,connapa01
89,Quinn Cook,PG,23,TOT,14,188,93%,7%,,,,-10.0,-7.7,9,4,5,0,2,2,60,1,1,cookqu01
89,Quinn Cook,PG,23,DAL,5,77,95%,5%,,,,-9.4,-6.3,6,2,3,0,1,1,30,0,0,cookqu01
89,Quinn Cook,PG,23,NOP,9,111,92%,8%,,,,-10.4,-8.7,3,2,2,0,1,1,30,1,1,cookqu01
90,DeMarcus Cousins,C,26,TOT,72,2465,,,,36%,64%,-1.3,3.9,98,91,103,56,285,10,800,79,105,couside01
90,DeMarcus Cousins,C,26,SAC,55,1891,,,,46%,54%,-1.5,4.7,78,73,65,41,229,6,644,59,89,couside01
90,DeMarcus Cousins,C,26,NOP,17,574,,,,3%,98%,-0.8,1.3,20,18,38,15,56,4,156,20,16,couside01
91,Robert Covington,SF,26,PHI,67,2119,,13%,84%,4%,,-3.4,5.5,51,29,90,25,76,7,250,10,30,covinro01
92,Allen Crabbe,SG,24,POR,79,2254,,68%,32%,,,-3.1,-6.4,23,20,95,8,55,3,226,14,17,crabbal01
93,Jamal Crawford,SG,36,LAC,82,2157,1%,26%,70%,3%,,-2.0,-13.4,76,43,48,6,75,9,491,18,18,crawfja01
94,Jordan Crawford,SG,28,NOP,19,442,,47%,53%,,,0.1,2.3,15,5,18,3,11,1,131,4,1,crawfjo02
95,Jae Crowder,SF,26,BOS,72,2335,,,78%,22%,,7.5,11.0,53,16,76,9,94,6,373,18,12,crowdja01
96,Dante Cunningham,PF,29,NOP,66,1649,,,21%,78%,1%,-0.4,2.6,16,4,56,6,13,4,86,3,18,cunnida01
97,Seth Curry,PG,26,DAL,70,2029,58%,42%,,,,-1.2,4.1,51,19,50,6,37,6,442,14,28,curryse01
98,Stephen Curry,PG,28,GSW,79,2638,100%,,,,,17.1,17.2,163,43,87,11,137,11,1208,37,56,curryst01
99,Troy Daniels,SG,25,MEM,67,1183,4%,87%,9%,,,1.1,0.5,21,17,53,1,19,8,101,6,12,danietr01
100,Anthony Davis,C,23,NOP,75,2708,,,,36%,64%,1.2,9.7,54,73,86,34,284,11,380,73,55,davisan02
101,Deyonta Davis,C,20,MEM,36,238,,,,1%,99%,-8.2,-9.5,1,2,23,4,10,1,4,4,1,davisde01
102,Ed Davis,PF,27,POR,46,789,,,,57%,43%,-6.4,-7.6,9,12,87,12,30,3,62,3,21,davised01
103,Dewayne Dedmon,C,27,SAS,76,1330,,,,4%,96%,9.0,1.6,25,9,99,17,49,4,101,16,26,dedmode01
104,Sam Dekker,PF,22,HOU,77,1419,,,13%,87%,,3.9,-3.5,19,11,43,6,32,5,191,8,18,dekkesa01
105,Malcolm Delaney,PG,27,ATL,73,1248,89%,12%,,,,0.9,3.1,59,16,43,10,27,24,462,4,19,delanma01
106,Matthew Dellavedova,PG,26,MIL,76,1986,100%,,,,,-1.9,-4.0,107,13,55,7,24,9,811,5,28,dellama01
107,Luol Deng,SF,31,LAL,56,1486,,,64%,36%,,-6.6,1.0,26,8,28,5,33,2,179,8,24,denglu01
108,DeMar DeRozan,SG,27,TOR,74,2620,,71%,28%,1%,,2.8,-5.2,84,72,56,14,286,6,712,47,93,derozde01
109,Cheick Diallo,PF,20,NOP,17,199,,,5%,91%,4%,-11.4,-10.0,1,5,9,1,10,1,10,1,3,diallch01
110,Boris Diaw,PF,34,UTA,73,1283,,,,98%,2%,1.4,-4.7,53,16,39,8,17,11,402,4,8,diawbo01
111,Gorgui Dieng,PF,27,MIN,82,2653,,,,82%,18%,0.4,4.3,38,23,141,17,71,6,373,17,47,dienggo01
112,Spencer Dinwiddie,PG,23,BRK,59,1334,63%,36%,1%,,,-4.4,3.0,40,7,61,9,70,7,457,15,22,dinwisp01
113,Toney Douglas,PG,30,MEM,24,394,71%,29%,,,,1.7,1.1,13,4,17,1,11,3,134,3,9,douglto01
114,Goran Dragić,PG,30,MIA,73,2459,58%,42%,,,,1.2,0.2,109,64,88,16,136,12,1031,26,69,dragigo01
115,Andre Drummond,C,23,DET,81,2409,,,,,100%,-6.1,-11.6,48,47,107,31,158,6,209,39,58,drumman01
116,Jared Dudley,PF,31,PHO,64,1362,,,9%,87%,5%,-2.5,5.2,46,15,62,6,19,9,269,1,8,dudleja01
117,Mike Dunleavy,SF,36,TOT,53,841,,4%,69%,27%,1%,-5.5,-7.0,17,7,38,1,16,5,126,0,7,dunlemi02
117,Mike Dunleavy,SF,36,CLE,23,366,,8%,58%,31%,3%,-1.8,-5.7,10,1,20,0,7,3,54,0,4,dunlemi02
117,Mike Dunleavy,SF,36,ATL,30,475,,,77%,23%,,-8.3,-8.1,7,6,18,1,9,2,72,0,3,dunlemi02
118,Kris Dunn,PG,22,MIN,78,1333,65%,34%,1%,,,-2.9,-2.8,45,26,109,4,23,11,440,5,18,dunnkr01
119,Kevin Durant,PF,28,GSW,62,2070,,,2%,75%,23%,15.8,8.7,78,39,73,10,179,6,733,46,28,duranke01
120,Jarell Eddie,SF,25,PHO,5,62,,59%,41%,,,-3.6,2.4,1,0,1,0,4,0,0,0,0,eddieja01
121,Henry Ellenson,PF,20,DET,19,146,,,,94%,6%,-0.3,1.2,10,1,2,2,5,1,17,3,2,ellenhe01
122,Wayne Ellington,SG,29,MIA,62,1500,,40%,58%,2%,,3.0,3.0,17,6,34,4,8,8,174,1,9,ellinwa01
123,Monta Ellis,SG,31,IND,74,1998,1%,96%,3%,,,-1.1,-1.8,76,38,65,8,59,10,553,15,31,ellismo01
124,Joel Embiid,C,22,PHI,31,786,,,,,100%,3.0,11.1,27,44,48,30,102,9,164,16,36,embiijo01
125,James Ennis III,SF,26,MEM,64,1501,,42%,53%,5%,,1.6,1.3,25,20,78,10,50,11,151,8,30,ennisja01
126,Tyler Ennis,PG,22,TOT,53,588,93%,7%,,,,0.6,4.0,28,6,32,6,9,5,198,4,16,ennisty01
126,Tyler Ennis,PG,22,HOU,31,196,80%,20%,,,,-9.1,-16.0,13,3,17,4,1,0,84,1,5,ennisty01
126,Tyler Ennis,PG,22,LAL,22,392,100%,,,,,5.4,14.0,15,3,15,2,8,5,114,3,11,ennisty01
127,Tyreke Evans,SF,27,TOT,40,788,,16%,81%,4%,,-9.4,-7.4,35,11,23,10,48,0,303,14,29,evansty01
127,Tyreke Evans,SF,27,NOP,26,474,,25%,70%,5%,,-7.9,-6.7,20,7,16,7,33,0,225,11,18,evansty01
127,Tyreke Evans,SF,27,SAC,14,314,,1%,97%,3%,,-11.6,-8.3,15,4,7,3,15,0,78,3,11,evansty01
128,Dante Exum,PG,21,UTA,66,1228,67%,32%,1%,,,0.6,-5.7,45,22,79,9,37,20,253,9,29,exumda01
129,Kenneth Faried,PF,27,DEN,61,1296,,,6%,68%,26%,-1.8,-2.8,22,16,63,13,77,3,128,21,42,farieke01
130,Jordan Farmar,PG,30,SAC,2,35,98%,2%,,,,-8.5,-4.6,2,1,1,0,0,0,21,0,1,farmajo01
131,Derrick Favors,PF,25,UTA,50,1186,,,,46%,54%,3.1,-2.0,27,17,58,7,52,0,129,11,32,favorde01
132,Kay Felder,PG,21,CLE,42,386,100%,,,,,-5.7,-10.0,13,8,23,4,22,1,150,1,11,feldeka01
133,Cristiano Felício,C,24,CHI,66,1040,,,,,100%,-1.4,-2.0,9,14,59,5,47,1,102,10,18,feliccr01
134,Raymond Felton,PG,32,LAC,80,1700,91%,9%,,,,-4.4,-14.9,49,27,68,1,25,8,457,5,23,feltora01
135,Yogi Ferrell,PG,23,TOT,46,1197,95%,5%,,,,-4.4,-0.8,40,16,44,4,36,13,421,7,22,ferreyo01
135,Yogi Ferrell,PG,23,BRK,10,151,100%,,,,,-12.9,-6.7,5,6,4,1,8,5,46,0,1,ferreyo01
135,Yogi Ferrell,PG,23,DAL,36,1046,95%,5%,,,,-3.2,0.0,35,10,40,3,28,8,375,7,21,ferreyo01
136,Dorian Finney-Smith,PF,23,DAL,81,1642,,2%,82%,16%,,-2.2,1.8,19,13,63,4,28,8,174,3,24,finnedo01
137,Bryn Forbes,SG,23,SAS,36,285,52%,40%,8%,,,-8.8,-18.1,5,3,13,1,2,1,55,0,3,forbebr01
138,Evan Fournier,SG,24,ORL,68,2234,,87%,13%,,,-4.9,4.6,64,54,65,10,110,10,458,30,63,fournev01
139,Randy Foye,SG,33,BRK,69,1284,12%,78%,10%,,,-7.3,-1.4,52,16,46,3,22,3,332,1,18,foyera01
140,Tim Frazier,PG,26,NOP,65,1525,100%,,,,,-2.8,-1.5,65,28,61,2,54,8,768,9,27,fraziti01
141,Enes Freedom,C,24,OKC,72,1533,,,,26%,74%,0.3,-0.2,29,52,88,20,137,3,169,31,91,kanteen01
142,Channing Frye,C,33,CLE,74,1398,,,,,100%,1.3,-3.1,20,10,88,19,30,3,112,7,9,fryech01
143,Danilo Gallinari,SF,28,DEN,63,2134,,,37%,62%,,2.7,5.7,36,30,41,7,154,1,311,22,30,gallida01
144,Langston Galloway,PG,25,TOT,74,1495,75%,26%,,,,-1.4,1.0,31,10,41,5,23,8,225,4,20,gallola01
144,Langston Galloway,PG,25,NOP,55,1120,76%,24%,,,,-2.8,-1.1,17,8,30,3,17,6,154,4,13,gallola01
144,Langston Galloway,PG,25,SAC,19,375,71%,30%,,,,2.6,7.3,14,2,11,2,6,2,71,0,7,gallola01
145,Patricio Garino,SG,23,ORL,5,43,,14%,86%,,,-22.0,-15.3,3,0,2,0,0,0,0,0,0,garinpa01
146,Marc Gasol,C,32,MEM,74,2531,,,,,100%,1.8,2.9,67,57,87,25,137,4,805,35,23,gasolma01
147,Pau Gasol*,C,36,SAS,64,1627,,,,,100%,6.6,-2.2,47,24,68,4,79,6,340,16,37,gasolpa01
148,Rudy Gay,SF,30,SAC,30,1013,,2%,60%,38%,,3.1,9.5,36,25,41,8,64,4,188,19,23,gayru01
149,Michael Gbinije,SG,24,DET,9,32,,50%,50%,,,-1.4,0.1,0,0,1,0,1,0,5,0,0,gbinimi01
150,Alonzo Gee,SF,29,DEN,13,89,,9%,90%,2%,,1.4,1.4,1,0,3,1,4,0,16,1,2,geeal01
151,Paul George,SF,26,IND,75,2689,,,86%,14%,,2.8,9.2,113,63,79,25,143,11,586,35,54,georgpa01
152,Marcus Georges-Hunt,SG,22,ORL,5,48,3%,72%,25%,,,-28.4,-21.8,2,0,2,0,2,0,8,0,0,georgma01
153,Jonathan Gibson,PG,29,DAL,17,231,100%,,,,,-18.9,-16.7,12,3,7,3,10,1,69,1,5,gibsojo01
154,Taj Gibson,PF,31,TOT,78,1989,,,2%,96%,2%,1.1,1.1,29,36,84,24,79,8,164,21,58,gibsota01
154,Taj Gibson,PF,31,CHI,55,1502,,,2%,96%,2%,0.4,0.5,23,23,61,20,59,4,133,16,41,gibsota01
154,Taj Gibson,PF,31,OKC,23,487,,,,98%,2%,3.1,3.0,6,13,23,4,20,4,31,5,17,gibsota01
155,Manu Ginóbili*,SG,39,SAS,69,1291,1%,65%,34%,,,10.1,3.2,70,20,38,3,34,19,429,11,19,ginobma01
156,Rudy Gobert,C,24,UTA,81,2744,,,,,100%,8.2,11.6,38,42,127,33,209,16,235,50,55,goberru01
157,Archie Goodwin,SG,22,TOT,15,214,,64%,36%,,,-6.8,-1.1,8,4,2,1,21,2,56,4,8,goodwar01
157,Archie Goodwin,SG,22,NOP,3,30,,76%,24%,,,-1.2,0.8,0,0,1,0,4,1,3,0,0,goodwar01
157,Archie Goodwin,SG,22,BRK,12,184,,62%,38%,,,-7.7,-1.4,8,4,1,1,17,1,53,4,8,goodwar01
158,Aaron Gordon,SF,21,ORL,80,2298,,2%,63%,35%,,-2.8,9.8,41,25,98,17,111,7,352,29,44,gordoaa01
159,Eric Gordon,SG,28,HOU,75,2323,,68%,31%,1%,,6.6,1.0,54,38,79,6,84,4,448,26,48,gordoer01
160,Marcin Gortat,C,32,WAS,82,2556,,,,10%,90%,2.9,3.3,44,29,98,34,77,13,301,15,51,gortama01
161,Treveon Graham,SG,23,CHO,27,189,,43%,54%,4%,,-12.7,-13.8,1,2,10,0,7,0,15,1,7,grahatr01
162,Jerami Grant,PF,22,TOT,80,1531,,,43%,55%,2%,-4.6,-7.7,13,13,94,11,68,7,111,7,26,grantje01
162,Jerami Grant,PF,22,PHI,2,41,,,7%,93%,,-15.4,-9.5,0,0,4,1,4,0,0,0,2,grantje01
162,Jerami Grant,PF,22,OKC,78,1490,,,44%,54%,2%,-4.3,-7.6,13,13,90,10,64,7,111,7,24,grantje01
163,Jerian Grant,PG,24,CHI,63,1028,89%,11%,,,,2.1,2.7,28,7,47,5,32,9,272,9,9,grantje02
164,Danny Green,SG,29,SAS,68,1807,,78%,22%,1%,,8.3,0.6,55,9,65,4,13,10,270,1,13,greenda02
165,Draymond Green,PF,26,GSW,76,2471,,,35%,60%,5%,15.9,11.2,138,17,108,17,84,11,1241,10,40,greendr01
166,Gerald Green,SF,31,BOS,47,538,,31%,66%,3%,,0.6,-2.8,11,7,21,3,15,2,76,2,11,greenge01
