,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
42,Michael Beasley,PF,30,LAL,26,277,.490,7.6,,.889,.366,.353,.118,.052,.111,,.529,.714,.426,.333,.375,.176,,.472,1.000,,.046,7,,.471,.250,,0,0,beaslmi01
43,Marco Belinelli,SG,32,SAS,79,1815,.413,19.7,,.428,.112,.067,.088,.161,.572,,.468,.584,.478,.361,.441,.372,,.775,.844,,.004,2,,.167,.394,,4,0,belinma01
44,Jordan Bell,C,24,GSW,68,788,.516,8.1,,.990,.484,.109,.172,.224,.010,,.521,.688,.381,.455,.279,.000,,.737,,,.198,32,,.000,,,1,0,belljo01
45,DeAndre' Bembry,SG,24,ATL,82,1931,.446,9.8,,.719,.484,.159,.060,.016,.281,,.508,.601,.337,.324,.100,.289,,.484,.940,,.093,50,,.277,.271,,1,0,bembrde01
46,Dragan Bender,PF,21,PHO,46,826,.447,14.0,,.487,.376,.096,.005,.010,.513,,.688,.784,.421,.000,.000,.218,,.682,1.000,,.071,14,,.257,.231,,0,0,bendedr01
47,Dairis Bertāns,SG,29,NOP,12,167,.255,23.7,,.277,.000,.021,.000,.255,.723,,.154,,.000,,.167,.294,,.500,1.000,,.000,0,,.206,.286,,0,0,bertada02
48,Dāvis Bertāns,PF,26,SAS,76,1632,.450,21.8,,.254,.073,.071,.057,.053,.746,,.513,.758,.344,.500,.417,.429,,.831,.986,,.020,8,,.139,.596,,3,0,bertada01
49,Patrick Beverley,PG,30,LAC,78,2137,.407,16.9,,.409,.187,.182,.029,.010,.591,,.421,.494,.379,.286,.200,.397,,.354,.875,,.004,0,,.195,.455,,0,0,beverpa01
50,Khem Birch,C,26,ORL,50,643,.603,3.5,,.993,.603,.351,.026,.013,.007,,.607,.714,.453,.500,.000,.000,,.725,,,.272,38,,.000,,,0,0,birchkh01
51,Bismack Biyombo,C,26,CHO,54,783,.571,4.2,,1.000,.647,.224,.083,.045,.000,,.571,.673,.400,.385,.286,,,.764,,,.231,32,,,,,0,0,biyombi01
52,Nemanja Bjelica,PF,30,SAC,77,1788,.479,13.5,,.567,.319,.199,.022,.027,.433,,.539,.635,.441,.231,.375,.401,,.591,.961,,.032,17,,.187,.292,,0,0,bjeline01
53,Antonio Blakeney,SG,22,CHI,57,829,.419,14.1,,.770,.157,.167,.253,.194,.230,,.426,.645,.424,.340,.364,.396,,.385,.833,,.023,9,,.418,.500,,1,0,blakean01
54,Eric Bledsoe,PG,29,MIL,78,2272,.484,12.9,,.612,.383,.124,.065,.040,.388,,.582,.726,.300,.413,.359,.329,,.329,.589,,.015,15,,.143,.278,,0,0,bledser01
55,Jaron Blossomgame,SF,25,CLE,27,439,.443,11.9,,.632,.396,.142,.066,.028,.368,,.552,.690,.267,.429,.333,.256,,.595,1.000,,.132,13,,.436,.235,,0,0,blossja01
56,Bogdan Bogdanović,SG,26,SAC,70,1947,.418,16.2,,.569,.168,.180,.100,.122,.431,,.462,.572,.413,.453,.390,.360,,.383,.791,,.005,3,,.105,.359,,3,0,bogdabo01
57,Bojan Bogdanović,SF,29,IND,81,2573,.497,13.5,,.633,.303,.144,.119,.068,.367,,.538,.676,.377,.416,.479,.425,,.642,.921,,.029,31,,.288,.495,,0,0,bogdabo02
58,Andrew Bogut,C,34,GSW,11,134,.500,4.2,,1.000,.611,.250,.111,.028,.000,,.500,.591,.333,.500,.000,,,.611,,,.167,5,,,,,0,0,bogutan01
59,Jonah Bolden,PF,23,PHI,44,639,.494,16.3,,.407,.333,.037,.019,.019,.593,,.697,.796,.333,.000,.333,.354,,.739,1.000,,.086,13,,.198,.368,,0,0,boldejo01
60,Isaac Bonga,PG,19,LAL,22,120,.152,11.1,,.758,.273,.303,.121,.061,.242,,.200,.444,.100,.000,.000,.000,,.200,,,.000,0,,.250,.000,,0,0,bongais01
61,Devin Booker,SG,22,PHO,64,2242,.467,14.6,,.670,.229,.135,.190,.116,.330,,.536,.659,.471,.496,.438,.326,,.295,.578,,.015,14,,.070,.345,,6,1,bookede01
62,Chris Boucher,PF,26,TOR,28,163,.447,13.3,,.513,.368,.132,.000,.013,.487,,.564,.750,.100,,.000,.324,,.636,1.000,,.145,11,,.189,.429,,0,0,bouchch01
63,Avery Bradley,SG,28,TOT,63,1905,.408,17.0,,.597,.161,.100,.074,.262,.403,,.446,.490,.344,.400,.472,.351,,.611,.860,,.003,2,,.359,.386,,3,0,bradlav01
63,Avery Bradley,SG,28,LAC,49,1463,.383,16.6,,.590,.176,.105,.064,.245,.410,,.415,.473,.318,.444,.408,.337,,.631,.948,,.005,2,,.436,.360,,2,0,bradlav01
63,Avery Bradley,SG,28,MEM,14,442,.463,17.9,,.612,.128,.090,.096,.298,.388,,.513,.542,.412,.333,.589,.384,,.576,.679,,.000,0,,.178,.538,,1,0,bradlav01
64,Tony Bradley,C,21,UTA,3,36,.500,3.1,,1.000,.688,.250,.063,.000,.000,,.500,.636,.250,.000,,,,.625,,,.063,1,,,,,0,0,bradlto01
65,Corey Brewer,SF,32,TOT,31,492,.431,11.9,,.642,.423,.138,.041,.041,.358,,.494,.673,.118,.200,.200,.318,,.718,1.000,,.057,7,,.386,.294,,0,0,breweco01
65,Corey Brewer,SF,32,PHI,7,140,.408,10.3,,.714,.449,.163,.082,.020,.286,,.457,.682,.125,.000,.000,.286,,.813,1.000,,.061,3,,.286,.000,,0,0,breweco01
65,Corey Brewer,SF,32,SAC,24,352,.446,12.9,,.595,.405,.122,.014,.054,.405,,.523,.667,.111,1.000,.250,.333,,.652,1.000,,.054,4,,.433,.385,,0,0,breweco01
66,Mikal Bridges,SF,22,PHO,82,2417,.430,15.6,,.444,.277,.101,.041,.025,.556,,.548,.647,.421,.304,.357,.335,,.715,.962,,.048,25,,.415,.315,,1,0,bridgmi01
67,Miles Bridges,SF,20,CHO,80,1696,.464,12.8,,.609,.411,.121,.033,.043,.391,,.553,.671,.306,.353,.273,.325,,.773,.954,,.164,71,,.380,.395,,8,0,bridgmi02
68,Isaiah Briscoe,PG,22,ORL,39,559,.399,13.0,,.754,.290,.152,.065,.246,.246,,.423,.625,.429,.111,.265,.324,,.205,.909,,.014,2,,.324,.273,,0,0,briscis01
69,Ryan Broekhoff,SG,28,DAL,42,453,.452,20.2,,.262,.151,.048,.040,.024,.738,,.576,.684,.333,.200,1.000,.409,,.789,.974,,.016,2,,.312,.517,,1,0,broekry01
70,Malcolm Brogdon,SG,26,MIL,64,1832,.505,10.8,,.674,.493,.111,.036,.033,.326,,.544,.640,.217,.407,.360,.426,,.467,.837,,.009,6,,.197,.500,,0,0,brogdma01
71,Dillon Brooks,SF,23,MEM,18,330,.402,13.1,,.672,.320,.164,.115,.074,.328,,.415,.462,.400,.357,.333,.375,,.647,1.000,,.016,2,,.150,.333,,1,0,brookdi01
72,MarShon Brooks,SG,30,MEM,29,387,.450,13.8,,.680,.243,.154,.166,.118,.320,,.530,.780,.385,.500,.250,.278,,.279,.533,,.024,3,,.111,.333,,0,0,brookma01
73,Bruce Brown,SG,22,DET,74,1449,.398,10.2,,.704,.404,.261,.025,.013,.296,,.457,.567,.305,.375,.250,.258,,.614,.958,,.073,16,,.452,.357,,3,0,brownbr01
74,Jaylen Brown,SG,22,BOS,74,1913,.465,12.8,,.652,.314,.170,.119,.048,.348,,.529,.659,.400,.436,.368,.344,,.571,.968,,.061,43,,.246,.368,,0,0,brownja02
75,Lorenzo Brown,PG,28,TOR,26,212,.324,14.3,,.606,.338,.127,.070,.070,.394,,.395,.417,.333,.400,.400,.214,,.235,.667,,.042,2,,.321,.333,,2,0,brownlo01
76,Sterling Brown,SG,23,MIL,58,1034,.465,14.0,,.529,.375,.103,.026,.026,.471,,.558,.632,.344,.625,.250,.361,,.674,.962,,.051,13,,.374,.527,,2,0,brownst02
77,Troy Brown Jr.,SF,19,WAS,52,730,.415,12.9,,.705,.269,.218,.090,.128,.295,,.455,.714,.275,.190,.400,.319,,.600,1.000,,.064,12,,.246,.412,,1,0,browntr01
78,Jalen Brunson,PG,22,DAL,73,1591,.467,13.3,,.680,.218,.225,.161,.076,.320,,.523,.707,.441,.451,.395,.348,,.338,.762,,.009,4,,.293,.302,,0,0,brunsja01
79,Thomas Bryant,C,21,WAS,72,1496,.616,9.0,,.803,.510,.145,.058,.090,.197,,.685,.820,.466,.414,.444,.333,,.783,.970,,.249,117,,.101,.200,,0,0,bryanth01
80,Reggie Bullock,SG,27,TOT,63,1879,.412,20.0,,.338,.111,.067,.071,.089,.662,,.483,.606,.350,.333,.547,.377,,.794,.953,,.003,2,,.260,.402,,0,0,bullore01
80,Reggie Bullock,SG,27,DET,44,1355,.413,20.0,,.333,.116,.077,.061,.079,.667,,.463,.608,.294,.333,.514,.388,,.750,.956,,.005,2,,.238,.457,,0,0,bullore01
80,Reggie Bullock,SG,27,LAL,19,524,.412,20.2,,.353,.098,.039,.098,.118,.647,,.537,.600,.667,.333,.611,.343,,.897,.941,,.000,0,,.323,.281,,0,0,bullore01
81,Trey Burke,PG,26,TOT,58,1125,.431,14.2,,.710,.208,.168,.168,.166,.290,,.463,.605,.402,.359,.451,.352,,.139,.661,,.002,1,,.145,.348,,3,0,burketr01
81,Trey Burke,PG,26,NYK,33,689,.413,14.2,,.760,.209,.154,.187,.209,.240,,.434,.573,.418,.299,.427,.349,,.136,.600,,.003,1,,.093,.125,,3,0,burketr01
81,Trey Burke,PG,26,DAL,25,436,.463,14.4,,.616,.205,.195,.132,.084,.384,,.530,.667,.378,.520,.563,.356,,.145,.731,,.000,0,,.205,.467,,0,0,burketr01
82,Alec Burks,SG,27,TOT,64,1375,.405,13.6,,.646,.287,.173,.089,.097,.354,,.428,.596,.317,.238,.304,.363,,.420,.770,,.025,11,,.196,.364,,2,0,burksal01
82,Alec Burks,SG,27,UTA,17,269,.412,14.0,,.623,.289,.158,.088,.088,.377,,.437,.727,.167,.100,.300,.372,,.548,.688,,.018,2,,.116,.000,,1,0,burksal01
82,Alec Burks,SG,27,CLE,34,979,.400,13.5,,.650,.282,.176,.085,.106,.350,,.412,.531,.350,.276,.306,.378,,.363,.800,,.024,7,,.218,.462,,1,0,burksal01
82,Alec Burks,SG,27,SAC,13,127,.450,11.3,,.700,.350,.200,.150,.000,.300,,.643,.857,.500,.333,,.000,,.556,,,.100,2,,.333,.000,,0,0,burksal01
83,Deonte Burton,SG,25,OKC,32,240,.402,11.1,,.671,.439,.085,.110,.037,.329,,.455,.528,.143,.444,.333,.296,,.720,1.000,,.061,4,,.444,.167,,0,0,burtode02
84,Jimmy Butler,SF-SG,29,TOT,65,2185,.462,11.7,,.787,.315,.167,.156,.148,.213,,.494,.716,.311,.404,.321,.347,,.481,.672,,.079,69,,.238,.348,,1,0,butleji01
84,Jimmy Butler,SG,29,MIN,10,361,.471,12.3,,.713,.299,.172,.166,.076,.287,,.509,.702,.333,.423,.333,.378,,.333,.529,,.076,12,,.267,.500,,1,0,butleji01
84,Jimmy Butler,SF,29,PHI,55,1824,.461,11.5,,.802,.319,.166,.154,.163,.198,,.491,.718,.306,.400,.320,.338,,.510,.720,,.079,57,,.230,.294,,0,0,butleji01
85,Bruno Caboclo,PF,23,MEM,34,800,.427,15.8,,.422,.276,.120,.013,.013,.578,,.505,.597,.296,.000,1.000,.369,,.667,.979,,.053,10,,.400,.327,,1,0,cabocbr01
86,José Calderón,PG,37,DET,49,632,.375,19.1,,.525,.100,.058,.108,.258,.475,,.492,.583,.286,.308,.581,.246,,.258,1.000,,.000,0,,.140,.250,,1,0,caldejo01
87,Kentavious Caldwell-Pope,SG,25,LAL,82,2035,.430,18.3,,.425,.180,.060,.071,.114,.575,,.542,.676,.400,.407,.488,.347,,.707,.940,,.029,17,,.257,.420,,1,0,caldwke01
88,Isaiah Canaan,PG,27,TOT,30,629,.390,17.4,,.415,.244,.067,.049,.055,.585,,.441,.450,.273,.500,.556,.354,,.300,.735,,.000,0,,.260,.400,,0,0,canaais01
88,Isaiah Canaan,PG,27,PHO,19,503,.395,16.9,,.442,.256,.070,.054,.062,.558,,.456,.424,.333,.571,.625,.347,,.346,.800,,.000,0,,.264,.421,,0,0,canaais01
88,Isaiah Canaan,PG,27,MIN,7,95,.379,18.9,,.345,.241,.034,.034,.034,.655,,.400,.571,.000,.000,.000,.368,,.000,.571,,.000,0,,.263,.400,,0,0,canaais01
88,Isaiah Canaan,PG,27,MIL,4,31,.333,22.2,,.167,.000,.167,.000,.000,.833,,.000,,.000,,,.400,,,.500,,.000,0,,.200,.000,,0,0,canaais01
89,Clint Capela,C,24,HOU,67,2249,.648,2.4,,1.000,.750,.240,.010,.000,.000,,.648,.747,.364,.000,,,,.812,,,.351,240,,,,,0,0,capelca01
90,DeMarre Carroll,PF,32,BRK,67,1703,.395,16.3,,.461,.203,.141,.071,.045,.539,,.457,.615,.346,.293,.346,.342,,.620,.962,,.005,3,,.303,.362,,0,0,carrode01
91,Jevon Carter,PG,23,MEM,39,577,.303,19.0,,.449,.146,.049,.108,.146,.551,,.265,.296,.333,.250,.222,.333,,.227,.676,,.005,1,,.304,.355,,2,0,carteje01
92,Vince Carter,PF,42,ATL,76,1330,.419,19.8,,.325,.147,.071,.064,.043,.675,,.480,.623,.273,.467,.350,.389,,.589,.911,,.036,15,,.152,.458,,3,0,cartevi01
93,Wendell Carter Jr.,C,19,CHI,44,1110,.485,8.4,,.914,.404,.218,.186,.105,.086,,.513,.667,.420,.377,.359,.188,,.776,1.000,,.124,43,,.406,.154,,0,0,cartewe01
94,Michael Carter-Williams,PG,27,TOT,28,372,.374,11.1,,.691,.301,.325,.057,.008,.309,,.424,.541,.350,.286,.000,.263,,.250,.800,,.024,3,,.342,.385,,0,0,cartemi01
94,Michael Carter-Williams,PG,27,HOU,16,145,.410,11.0,,.689,.311,.311,.066,.000,.311,,.429,.526,.421,.000,,.368,,.333,.714,,.033,2,,.421,.250,,0,0,cartemi01
94,Michael Carter-Williams,PG,27,ORL,12,227,.339,11.1,,.694,.290,.339,.048,.016,.306,,.419,.556,.286,.667,.000,.158,,.167,1.000,,.016,1,,.263,.600,,0,0,cartemi01
95,Alex Caruso,PG,24,LAL,25,531,.445,11.5,,.711,.393,.150,.104,.064,.289,,.431,.559,.308,.222,.273,.480,,.415,.667,,.046,5,,.220,.273,,0,0,carusal01
96,Omri Casspi,SF,30,MEM,36,520,.534,9.1,,.733,.460,.255,.019,.000,.267,,.602,.784,.317,.000,,.349,,.761,1.000,,.099,16,,.140,.333,,0,0,casspom01
97,Willie Cauley-Stein,C,25,SAC,81,2213,.556,4.5,,.997,.594,.270,.065,.069,.003,,.556,.714,.310,.354,.353,.500,,.786,1.000,,.279,182,,.000,,,1,0,caulewi01
98,Troy Caupain,PG,23,ORL,4,16,.500,17.8,,.625,.125,.000,.250,.250,.375,,.400,.000,,.500,.500,.667,,.000,.500,,.000,0,,.000,,,0,0,caupatr01
99,Tyler Cavanaugh,PF,24,UTA,11,39,.300,13.8,,.500,.200,.300,.000,.000,.500,,.400,1.000,.000,,,.200,,1.000,1.000,,.000,0,,.600,.000,,0,0,cavanty01
100,Tyson Chandler,C,36,TOT,55,875,.616,2.1,,.990,.838,.141,.000,.010,.010,,.622,.663,.429,,.000,.000,,.672,,,.424,37,,.000,,,0,0,chandty01
100,Tyson Chandler,C,36,PHO,7,89,.667,1.1,,1.000,1.000,.000,.000,.000,.000,,.667,.667,,,,,,.750,,,.583,6,,,,,0,0,chandty01
100,Tyson Chandler,C,36,LAL,48,786,.609,2.2,,.989,.816,.161,.000,.011,.011,,.616,.662,.429,,.000,.000,,.660,,,.402,31,,.000,,,0,0,chandty01
101,Wilson Chandler,PF-SF,31,TOT,51,1177,.418,17.8,,.421,.176,.114,.062,.070,.579,,.478,.604,.387,.471,.316,.373,,.618,.949,,.011,2,,.291,.348,,0,0,chandwi01
101,Wilson Chandler,PF,31,PHI,36,951,.440,17.5,,.430,.193,.106,.063,.068,.570,,.506,.625,.409,.538,.286,.390,,.689,.978,,.014,2,,.280,.455,,0,0,chandwi01
101,Wilson Chandler,SF,31,LAC,15,226,.348,18.7,,.394,.121,.136,.061,.076,.606,,.385,.500,.333,.250,.400,.325,,.300,.846,,.000,0,,.325,.077,,0,0,chandwi01
102,Joe Chealey,PG,23,CHO,1,8,.333,8.9,,1.000,.000,.667,.333,.000,.000,,.333,,.500,.000,,,,1.000,,,.000,0,,,,,0,0,chealjo01
103,Chris Chiozza,PG,23,HOU,7,33,.250,19.1,,.375,.000,.250,.000,.125,.625,,.000,,.000,,.000,.400,,,1.000,,.000,0,,.400,.500,,0,0,chiozch01
104,Marquese Chriss,PF,21,TOT,43,499,.372,11.8,,.600,.428,.144,.022,.006,.400,,.472,.545,.308,.250,.000,.222,,.647,1.000,,.194,24,,.333,.292,,0,0,chrisma01
104,Marquese Chriss,PF,21,HOU,16,104,.324,12.7,,.559,.471,.088,.000,.000,.441,,.526,.563,.333,,,.067,,.900,1.000,,.324,8,,.067,.000,,0,0,chrisma01
104,Marquese Chriss,PF,21,CLE,27,395,.384,11.6,,.610,.418,.158,.027,.007,.390,,.461,.541,.304,.250,.000,.263,,.585,1.000,,.164,16,,.404,.304,,0,0,chrisma01
