,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
28,Mo Bamba,C,22,ORL,46,725,.472,13.6,,.608,.306,.166,.063,.073,.392,,.568,.728,.460,.263,.409,.322,,.577,1.000,,.150,38,,.102,.417,,0,0,bambamo01
29,Desmond Bane,SG,22,MEM,68,1519,.469,17.0,,.457,.176,.132,.094,.054,.543,,.513,.614,.485,.426,.407,.432,,.709,.932,,.012,5,,.262,.493,,0,0,banede01
30,Harrison Barnes,PF,28,SAC,58,2102,.497,12.5,,.601,.307,.248,.044,.003,.399,,.567,.721,.415,.393,.000,.391,,.584,.880,,.059,35,,.223,.491,,0,0,barneha02
31,RJ Barrett,SG,20,NYK,72,2511,.441,11.5,,.708,.325,.228,.087,.069,.292,,.457,.605,.318,.315,.397,.401,,.353,.976,,.040,39,,.427,.424,,1,0,barrerj01
32,Will Barton,SF,30,DEN,56,1736,.426,14.5,,.577,.227,.211,.072,.067,.423,,.459,.630,.297,.455,.390,.381,,.484,.745,,.035,19,,.183,.489,,1,0,bartowi01
33,Keita Bates-Diop,SF,25,SAS,30,245,.448,9.7,,.746,.388,.284,.045,.030,.254,,.500,.808,.158,.333,.000,.294,,.640,1.000,,.030,2,,.529,.222,,0,0,bateske01
34,Nicolas Batum,SF,32,LAC,67,1835,.464,19.1,,.340,.177,.024,.053,.085,.660,,.579,.699,.600,.455,.400,.404,,.778,.991,,.046,18,,.434,.432,,0,0,batumni01
35,Aron Baynes,C,34,TOR,53,980,.441,11.4,,.661,.385,.181,.056,.039,.339,,.532,.590,.473,.471,.333,.262,,.738,1.000,,.118,31,,.155,.188,,0,0,baynear01
36,Kent Bazemore,SF,31,GSW,67,1333,.449,15.3,,.531,.214,.168,.061,.087,.469,,.486,.643,.485,.292,.235,.408,,.624,.907,,.010,4,,.527,.392,,0,0,bazemke01
37,Darius Bazley,PF,20,OKC,55,1714,.396,13.3,,.586,.306,.197,.039,.043,.414,,.470,.621,.287,.370,.333,.290,,.500,.831,,.072,44,,.217,.242,,1,0,bazleda01
38,Bradley Beal,SG,27,WAS,60,2147,.485,13.3,,.730,.177,.274,.143,.136,.270,,.535,.660,.530,.470,.452,.349,,.430,.723,,.021,24,,.169,.381,,0,0,bealbr01
39,Malik Beasley,SG,24,MIN,37,1214,.440,16.4,,.465,.192,.148,.075,.050,.535,,.487,.600,.449,.267,.500,.399,,.632,.875,,.027,13,,.268,.453,,0,0,beaslma01
40,Jordan Bell,C,26,TOT,6,82,.318,5.9,,.909,.545,.273,.045,.045,.091,,.350,.500,.000,.000,1.000,.000,,.714,,,.136,1,,.500,.000,,0,0,belljo01
40,Jordan Bell,C,26,WAS,5,67,.350,5.8,,.900,.550,.300,.000,.050,.100,,.389,.545,.000,,1.000,.000,,.714,,,.100,1,,.500,.000,,0,0,belljo01
40,Jordan Bell,C,26,GSW,1,15,.000,6.7,,1.000,.500,.000,.500,.000,.000,,.000,.000,,.000,,,,,,,.500,0,,,,,0,0,belljo01
41,DeAndre' Bembry,SF,26,TOR,51,972,.513,8.9,,.768,.377,.342,.035,.013,.232,,.589,.767,.436,.375,.000,.264,,.583,.929,,.132,23,,.226,.333,,0,0,bembrde01
42,Dāvis Bertāns,PF,28,WAS,57,1464,.404,24.8,,.105,.036,.040,.013,.017,.895,,.480,.706,.474,.167,.250,.395,,.750,.970,,.010,4,,.143,.443,,3,0,bertada01
43,Patrick Beverley,PG,32,LAC,37,832,.423,18.2,,.359,.173,.132,.032,.023,.641,,.468,.500,.483,.286,.400,.397,,.378,.929,,.000,0,,.291,.463,,0,0,beverpa01
44,Saddiq Bey,SF,21,DET,70,1909,.404,19.0,,.334,.158,.097,.049,.030,.666,,.450,.596,.313,.294,.381,.380,,.490,.926,,.035,22,,.228,.390,,2,0,beysa01
45,Tyler Bey,SF,22,DAL,18,71,.318,9.6,,.818,.364,.227,.182,.045,.182,,.333,.500,.400,.000,.000,.250,,.667,.000,,.091,1,,.000,,,0,0,beyty01
46,Khem Birch,C,28,TOT,67,1529,.497,8.3,,.863,.342,.342,.132,.047,.137,,.537,.692,.431,.460,.389,.250,,.761,1.000,,.137,46,,.654,.294,,0,0,birchkh01
46,Khem Birch,C,28,ORL,48,952,.450,7.8,,.900,.349,.340,.153,.057,.100,,.479,.630,.394,.313,.500,.190,,.722,1.000,,.115,21,,.810,.235,,0,0,birchkh01
46,Khem Birch,C,28,TOR,19,577,.556,8.9,,.819,.333,.345,.105,.035,.181,,.614,.772,.475,.722,.167,.290,,.802,1.000,,.164,25,,.548,.353,,0,0,birchkh01
47,Goga Bitadze,C,21,IND,45,561,.428,13.0,,.593,.340,.191,.052,.010,.407,,.548,.697,.297,.600,.000,.253,,.635,1.000,,.098,17,,.051,.000,,0,0,bitadgo01
48,Bismack Biyombo,C,28,CHO,66,1349,.587,2.8,,.996,.698,.256,.037,.004,.004,,.589,.692,.355,.333,.000,.000,,.873,,,.318,70,,1.000,.000,,0,0,biyombi01
49,Nemanja Bjelica,PF,32,TOT,37,595,.454,13.7,,.566,.311,.219,.015,.020,.434,,.559,.689,.395,.333,.500,.318,,.645,.889,,.005,0,,.153,.385,,0,0,bjeline01
49,Nemanja Bjelica,PF,32,SAC,26,439,.460,12.7,,.613,.327,.247,.013,.027,.387,,.565,.673,.432,.500,.500,.293,,.635,.882,,.007,0,,.155,.444,,0,0,bjeline01
49,Nemanja Bjelica,PF,32,MIA,11,156,.435,16.8,,.413,.261,.130,.022,.000,.587,,.526,.750,.167,.000,,.370,,.700,.900,,.000,0,,.148,.250,,0,0,bjeline01
50,Eric Bledsoe,SG,31,NOP,71,2111,.421,16.5,,.514,.159,.167,.110,.078,.486,,.496,.681,.393,.425,.439,.341,,.489,.860,,.000,0,,.220,.346,,1,0,bledser01
51,Keljin Blevins,SF,25,POR,17,75,.250,12.5,,.600,.200,.350,.050,.000,.400,,.250,.500,.143,.000,,.250,,.000,1.000,,.000,0,,.125,.000,,0,0,blevike01
52,Bogdan Bogdanović,SG,28,ATL,44,1305,.473,18.7,,.411,.110,.108,.122,.071,.589,,.522,.629,.459,.464,.550,.438,,.397,.836,,.000,0,,.216,.556,,0,0,bogdabo01
53,Bojan Bogdanović,SF,31,UTA,72,2216,.439,15.4,,.502,.181,.226,.079,.016,.498,,.487,.635,.411,.438,.133,.390,,.412,.961,,.015,11,,.406,.444,,0,0,bogdabo02
54,Bol Bol,PF,21,DEN,32,160,.431,16.1,,.586,.172,.172,.121,.121,.414,,.471,.900,.300,.286,.286,.375,,.625,.667,,.086,5,,.125,.333,,0,0,bolbo01
55,Marques Bolden,C,22,CLE,6,29,.333,7.7,,1.000,.333,.333,.333,.000,.000,,.333,1.000,.000,.000,,,,1.000,,,.000,0,,,,,0,0,boldema01
56,Jordan Bone,PG,23,ORL,14,196,.426,20.8,,.407,.019,.093,.019,.278,.593,,.591,1.000,1.000,.000,.467,.313,,.154,.500,,.000,0,,.313,.000,,0,0,bonejo01
57,Isaac Bonga,SF,21,WAS,40,432,.370,16.0,,.420,.160,.235,.025,.000,.580,,.500,.692,.421,.000,,.277,,.529,1.000,,.012,1,,.617,.310,,0,0,bongais01
58,Devin Booker,SG,24,PHO,67,2270,.484,14.5,,.712,.179,.163,.231,.139,.288,,.543,.678,.481,.542,.441,.340,,.394,.659,,.021,24,,.086,.500,,1,0,bookede01
59,Chris Boucher,C,28,TOR,60,1453,.514,12.8,,.580,.382,.154,.014,.030,.420,,.609,.692,.465,.500,.353,.383,,.687,.978,,.096,46,,.140,.333,,0,0,bouchch01
60,Brian Bowen,SF,22,IND,6,15,.250,16.6,,.750,.000,.250,.000,.500,.250,,.333,,1.000,,.000,.000,,1.000,,,.000,0,,.000,,,0,0,bowenbr02
61,Avery Bradley,SG,30,TOT,27,602,.374,18.2,,.409,.158,.099,.035,.117,.591,,.443,.741,.353,.167,.200,.327,,.710,.939,,.000,0,,.396,.375,,0,0,bradlav01
61,Avery Bradley,SG,30,MIA,10,211,.470,17.8,,.424,.136,.121,.061,.106,.576,,.536,.889,.375,.250,.429,.421,,.733,1.000,,.000,0,,.500,.421,,0,0,bradlav01
61,Avery Bradley,SG,30,HOU,17,391,.314,18.5,,.400,.171,.086,.019,.124,.600,,.381,.667,.333,.000,.077,.270,,.688,.882,,.000,0,,.333,.333,,0,0,bradlav01
62,Tony Bradley,C,23,TOT,42,684,.665,4.3,,.985,.569,.325,.046,.046,.015,,.675,.741,.656,.444,.222,.000,,.687,,,.107,20,,.333,.000,,0,0,bradlto01
62,Tony Bradley,C,23,PHI,20,287,.680,3.7,,.987,.613,.293,.053,.027,.013,,.689,.739,.636,.500,.500,.000,,.627,,,.080,6,,1.000,.000,,0,0,bradlto01
62,Tony Bradley,C,23,OKC,22,397,.656,4.7,,.984,.541,.344,.041,.057,.016,,.667,.742,.667,.400,.143,.000,,.725,,,.123,14,,.000,,,0,0,bradlto01
63,Jarrell Brantley,PF,24,UTA,28,138,.481,15.5,,.462,.212,.212,.019,.019,.538,,.542,.818,.364,.000,.000,.429,,.308,.917,,.038,2,,.536,.467,,0,0,brantja01
64,Ignas Brazdeikis,SF,22,TOT,13,249,.422,13.1,,.663,.289,.229,.048,.096,.337,,.436,.542,.421,.000,.375,.393,,.542,.909,,.000,0,,.250,.286,,1,0,brazdig01
64,Ignas Brazdeikis,SF,22,NYK,4,7,.000,14.9,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,brazdig01
64,Ignas Brazdeikis,SF,22,PHI,1,8,.000,12.4,,.667,.333,.000,.333,.000,.333,,.000,.000,,.000,,.000,,,,,.000,0,,1.000,.000,,0,0,brazdig01
64,Ignas Brazdeikis,SF,22,ORL,8,234,.443,13.1,,.658,.291,.241,.025,.101,.342,,.462,.565,.421,.000,.375,.407,,.542,.909,,.000,0,,.222,.333,,1,0,brazdig01
65,Mikal Bridges,SF,24,PHO,72,2348,.543,14.3,,.529,.278,.135,.082,.034,.471,,.647,.801,.500,.455,.435,.425,,.764,.985,,.058,38,,.597,.441,,0,0,bridgmi01
66,Miles Bridges,PF,22,CHO,66,1932,.503,14.0,,.534,.338,.141,.019,.035,.466,,.593,.729,.420,.167,.227,.400,,.716,.819,,.145,82,,.324,.436,,3,0,bridgmi02
67,Amida Brimah,C,26,IND,5,29,.625,3.0,,1.000,.625,.375,.000,.000,.000,,.625,.800,.333,,,,,.800,,,.500,3,,,,,0,0,brimaam01
68,Oshae Brissett,SF,22,IND,21,519,.483,14.9,,.483,.325,.126,.020,.013,.517,,.548,.735,.158,.333,.000,.423,,.725,.970,,.099,14,,.295,.522,,1,0,brissos01
69,Malcolm Brogdon,PG,28,IND,56,1930,.453,14.3,,.618,.309,.111,.081,.117,.382,,.493,.554,.404,.443,.452,.388,,.247,.662,,.009,8,,.107,.475,,0,0,brogdma01
70,Armoni Brooks,SG,22,HOU,20,520,.406,22.1,,.182,.099,.057,.026,.000,.818,,.514,.579,.545,.200,,.382,,.722,.850,,.016,3,,.153,.417,,0,0,brookar01
71,Dillon Brooks,SF,25,MEM,67,1997,.419,15.0,,.639,.155,.167,.229,.088,.361,,.461,.606,.395,.411,.462,.344,,.513,.867,,.028,29,,.159,.559,,0,0,brookdi01
72,Bruce Brown,PG,24,BRK,65,1451,.556,6.4,,.861,.513,.286,.057,.005,.139,,.599,.700,.479,.292,.500,.288,,.752,1.000,,.054,22,,.746,.295,,0,0,brownbr01
73,Charlie Brown Jr.,SG,23,OKC,9,152,.302,16.6,,.512,.116,.186,.093,.116,.488,,.364,.600,.250,.250,.400,.238,,.750,1.000,,.047,1,,.333,.286,,0,0,brownch02
74,Jaylen Brown,SG,24,BOS,58,1999,.484,14.3,,.630,.195,.239,.110,.086,.370,,.536,.700,.442,.484,.490,.397,,.453,.798,,.024,23,,.158,.400,,2,0,brownja02
75,Moses Brown,C,21,OKC,43,920,.545,2.1,,1.000,.772,.224,.004,.000,.000,,.545,.628,.267,.000,,,,.507,,,.321,78,,,,,0,0,brownmo01
76,Sterling Brown,SG,25,HOU,51,1229,.448,17.9,,.358,.206,.099,.021,.033,.642,,.492,.623,.364,.286,.182,.423,,.542,.912,,.021,6,,.414,.371,,3,0,brownst02
77,Troy Brown Jr.,SF,21,TOT,34,524,.431,17.4,,.514,.174,.132,.063,.146,.486,,.541,.800,.474,.444,.333,.314,,.600,1.000,,.021,2,,.357,.360,,2,0,browntr01
77,Troy Brown Jr.,SF,21,WAS,21,287,.371,19.0,,.483,.112,.124,.090,.157,.517,,.442,.700,.455,.375,.286,.304,,.474,1.000,,.022,1,,.261,.417,,1,0,browntr01
77,Troy Brown Jr.,SF,21,CHI,13,237,.527,14.8,,.564,.273,.145,.018,.127,.436,,.677,.867,.500,1.000,.429,.333,,.714,1.000,,.018,1,,.542,.308,,1,0,browntr01
78,Jalen Brunson,PG,24,DAL,68,1697,.523,13.3,,.681,.214,.228,.161,.078,.319,,.578,.799,.420,.525,.551,.405,,.235,.864,,.002,0,,.280,.500,,0,0,brunsja01
79,Elijah Bryant,SG,25,MIL,1,32,.462,12.6,,.615,.385,.154,.000,.077,.385,,.625,.600,.500,,1.000,.200,,.000,1.000,,.000,0,,.000,,,0,0,bryanel01
80,Thomas Bryant,C,23,WAS,10,271,.648,10.3,,.769,.374,.231,.088,.077,.231,,.714,.912,.762,.375,.000,.429,,.720,1.000,,.286,24,,.048,1.000,,0,0,bryanth01
81,Reggie Bullock,SF,29,NYK,65,1949,.442,20.8,,.291,.087,.052,.061,.091,.709,,.521,.633,.379,.500,.510,.410,,.859,.975,,.002,1,,.317,.468,,1,0,bullore01
82,Trey Burke,PG,28,DAL,62,911,.428,17.1,,.535,.159,.096,.139,.142,.465,,.492,.518,.441,.510,.480,.354,,.312,.897,,.000,0,,.293,.313,,1,1,burketr01
83,Alec Burks,SG,29,NYK,49,1255,.420,16.8,,.508,.146,.138,.128,.096,.492,,.425,.507,.377,.422,.375,.415,,.426,.686,,.000,0,,.301,.473,,0,0,burksal01
84,Jimmy Butler,SF,31,MIA,52,1745,.497,9.3,,.861,.327,.289,.166,.079,.139,,.538,.722,.441,.426,.362,.245,,.358,.680,,.053,39,,.333,.265,,2,0,butleji01
85,Bruno Caboclo,PF,25,HOU,6,36,.471,9.6,,.706,.353,.353,.000,.000,.294,,.667,1.000,.333,,,.000,,.625,,,.235,4,,.400,.000,,0,0,cabocbr01
86,Devontae Cacok,PF,24,LAL,20,98,.586,3.1,,1.000,.586,.379,.034,.000,.000,,.586,.706,.455,.000,,,,.706,,,.310,7,,,,,0,0,cacokde01
87,Kentavious Caldwell-Pope,SG,27,LAL,67,1902,.431,17.6,,.421,.204,.073,.042,.103,.579,,.460,.602,.378,.238,.327,.410,,.816,.950,,.018,7,,.396,.431,,0,0,caldwke01
88,Facundo Campazzo,PG,29,DEN,65,1425,.381,19.6,,.314,.105,.137,.054,.019,.686,,.444,.636,.419,.235,.167,.352,,.273,.842,,.000,0,,.269,.448,,2,0,campafa01
89,Vlatko Čančar,PF,23,DEN,41,281,.458,14.1,,.542,.319,.167,.042,.014,.458,,.615,.696,.500,.333,1.000,.273,,.750,1.000,,.069,4,,.273,.667,,1,0,cancavl01
90,Devin Cannady,PG,24,ORL,8,74,.393,19.3,,.429,.036,.107,.143,.143,.571,,.417,.000,.000,.500,.750,.375,,.200,.833,,.000,0,,.313,.400,,0,0,cannade01
91,Clint Capela,C,26,ATL,63,1898,.594,2.4,,1.000,.709,.269,.017,.004,.000,,.594,.684,.385,.250,.333,,,.668,,,.259,168,,,,,0,0,capelca01
92,Vernon Carey Jr.,C,19,CHO,19,115,.500,10.6,,.806,.361,.194,.083,.167,.194,,.586,.692,.429,.667,.500,.143,,.706,1.000,,.056,2,,.429,.000,,0,0,careyve01
93,Jevon Carter,PG,25,PHO,60,717,.422,21.2,,.323,.076,.054,.072,.121,.677,,.528,.588,.417,.563,.519,.371,,.526,.946,,.004,1,,.252,.395,,1,0,carteje01
94,Wendell Carter Jr.,C,21,TOT,54,1375,.503,8.2,,.888,.400,.256,.158,.074,.112,,.530,.689,.444,.361,.324,.294,,.767,.933,,.112,48,,.196,.400,,0,0,cartewe01
94,Wendell Carter Jr.,C,21,CHI,32,792,.512,7.5,,.913,.409,.290,.155,.060,.087,,.526,.641,.466,.410,.333,.364,,.785,1.000,,.099,23,,.227,.600,,0,0,cartewe01
94,Wendell Carter Jr.,C,21,ORL,22,583,.493,9.1,,.859,.390,.215,.161,.093,.141,,.534,.750,.409,.303,.316,.241,,.745,.857,,.127,25,,.172,.200,,0,0,cartewe01
95,Michael Carter-Williams,SG,29,ORL,31,800,.389,10.3,,.774,.304,.307,.104,.059,.226,,.431,.622,.337,.250,.250,.246,,.344,.867,,.030,7,,.197,.417,,0,0,cartemi01
96,Alex Caruso,PG,26,LAL,58,1216,.436,14.8,,.551,.246,.144,.102,.059,.449,,.464,.653,.341,.323,.222,.401,,.487,.927,,.039,9,,.409,.393,,1,0,carusal01
97,Willie Cauley-Stein,C,27,DAL,53,906,.632,3.8,,.940,.791,.082,.044,.022,.060,,.667,.694,.533,.375,.750,.091,,.825,1.000,,.363,53,,.364,.000,,0,0,caulewi01
98,Chris Chiozza,PG,25,BRK,22,232,.352,16.4,,.523,.193,.159,.080,.091,.477,,.391,.529,.286,.286,.375,.310,,.389,.462,,.000,0,,.024,.000,,1,0,chiozch01
99,Marquese Chriss,PF,23,GSW,2,27,.357,11.0,,.643,.500,.143,.000,.000,.357,,.444,.571,.000,,,.200,,.250,1.000,,.000,0,,.200,.000,,0,0,chrisma01
100,Gary Clark,SF-PF,26,TOT,39,654,.303,21.7,,.182,.061,.083,.015,.023,.818,,.375,.875,.182,.000,.000,.287,,.667,1.000,,.015,2,,.398,.419,,1,0,clarkga01
100,Gary Clark,SF,26,ORL,35,637,.305,21.7,,.176,.061,.084,.015,.015,.824,,.391,.875,.182,.000,.000,.287,,.667,1.000,,.015,2,,.398,.419,,1,0,clarkga01
100,Gary Clark,SF,26,DEN,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,clarkga01
100,Gary Clark,PF,26,PHI,2,13,.000,22.2,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,clarkga01
101,Brandon Clarke,PF,24,MEM,59,1415,.517,8.0,,.844,.412,.279,.131,.022,.156,,.565,.725,.428,.385,.364,.260,,.814,1.000,,.145,59,,.597,.261,,0,0,clarkbr01
102,Jordan Clarkson,SG,28,UTA,68,1818,.425,17.2,,.443,.090,.270,.074,.008,.557,,.523,.670,.497,.488,.111,.347,,.165,.630,,.013,11,,.172,.301,,1,0,clarkjo01
103,Nic Claxton,C,21,BRK,32,594,.621,3.6,,.966,.697,.234,.021,.014,.034,,.636,.762,.353,.000,.000,.200,,.753,1.000,,.310,41,,.400,.000,,0,0,claxtni01
104,Amir Coffey,SG,23,LAC,44,394,.437,16.2,,.456,.214,.146,.058,.039,.544,,.468,.682,.200,.500,.250,.411,,.636,.870,,.019,2,,.375,.524,,0,0,coffeam01
105,John Collins,PF,23,ATL,63,1848,.556,10.9,,.730,.345,.204,.132,.049,.270,,.615,.752,.459,.549,.474,.399,,.723,.988,,.147,99,,.255,.396,,0,0,collijo01
106,Mike Conley,PG,33,UTA,51,1498,.444,17.2,,.477,.109,.209,.117,.041,.523,,.479,.557,.478,.440,.385,.412,,.253,.594,,.000,0,,.179,.433,,3,0,conlemi01
107,Pat Connaughton,SG,28,MIL,69,1575,.434,19.5,,.297,.204,.062,.013,.018,.703,,.583,.709,.333,.400,.143,.371,,.791,.970,,.028,9,,.221,.383,,1,0,connapa01
108,Quinn Cook,PG,27,TOT,23,157,.426,15.5,,.618,.235,.103,.088,.191,.382,,.429,.375,.571,.500,.385,.423,,.333,.455,,.000,0,,.308,.250,,0,0,cookqu01
