,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
10,Justin Anderson,SF,28,IND,13,269,.368,18.6,,.391,.149,.103,.046,.092,.609,,.559,.692,.444,.250,.625,.245,,.632,.923,,.034,1,,.340,.444,,0,0,anderju01
11,Kyle Anderson,PF,28,MEM,69,1484,.446,10.7,,.768,.279,.303,.141,.045,.232,,.481,.641,.437,.333,.238,.330,,.514,.972,,.043,19,,.422,.435,,0,0,anderky01
12,Giannis Antetokounmpo,PF,27,MIL,67,2204,.553,10.0,,.806,.406,.198,.120,.082,.194,,.616,.808,.421,.416,.431,.293,,.432,.423,,.152,179,,.025,.167,,2,0,antetgi01
13,Thanasis Antetokounmpo,SF,29,MIL,48,473,.547,5.3,,.891,.672,.172,.039,.008,.109,,.596,.686,.318,.200,1.000,.143,,.632,.500,,.227,25,,.429,.167,,1,0,antetth01
14,Carmelo Anthony,PF,37,LAL,69,1793,.441,19.1,,.451,.101,.066,.152,.131,.549,,.521,.671,.417,.500,.484,.375,,.482,.919,,.019,11,,.171,.412,,0,0,anthoca01
15,Cole Anthony,PG,21,ORL,65,2059,.391,16.2,,.571,.147,.214,.095,.115,.429,,.432,.590,.385,.448,.305,.338,,.240,.667,,.025,14,,.087,.324,,2,0,anthoco01
16,OG Anunoby,SF,24,TOR,48,1728,.443,15.1,,.545,.263,.125,.080,.077,.455,,.511,.689,.356,.393,.278,.363,,.464,.870,,.109,62,,.293,.484,,0,0,anunoog01
17,Ryan Arcidiacono,PG,27,NYK,10,76,.500,21.5,,.250,.000,.083,.167,.000,.750,,.667,,1.000,.500,,.444,,1.000,1.000,,.000,0,,.222,.500,,0,0,arcidry01
18,Trevor Ariza,SF,36,LAL,24,462,.333,19.3,,.253,.162,.081,.010,.000,.747,,.520,.688,.250,.000,,.270,,.769,1.000,,.010,1,,.365,.185,,0,0,arizatr01
19,D.J. Augustin,PG,34,TOT,55,883,.423,20.3,,.261,.131,.086,.018,.027,.739,,.448,.586,.368,.250,.167,.415,,.308,.824,,.000,0,,.238,.462,,0,0,augusdj01
19,D.J. Augustin,PG,34,HOU,34,510,.404,19.8,,.294,.162,.074,.022,.037,.706,,.400,.545,.300,.000,.200,.406,,.375,.769,,.000,0,,.156,.533,,0,0,augusdj01
19,D.J. Augustin,PG,34,LAL,21,373,.453,21.1,,.209,.081,.105,.012,.012,.791,,.556,.714,.444,1.000,.000,.426,,.200,.897,,.000,0,,.353,.417,,0,0,augusdj01
20,Deni Avdija,SF,21,WAS,82,1984,.432,14.4,,.553,.221,.261,.040,.031,.447,,.525,.633,.464,.435,.389,.317,,.589,.939,,.022,7,,.247,.266,,1,0,avdijde01
21,Joel Ayayi,SG,21,WAS,7,20,.167,12.6,,.833,.167,.333,.167,.167,.167,,.200,.000,.000,1.000,.000,.000,,.000,,,.000,0,,.000,,,0,0,ayayijo01
22,Deandre Ayton,C,23,PHO,58,1713,.634,7.0,,.973,.333,.397,.184,.059,.027,,.642,.793,.588,.555,.415,.368,,.809,1.000,,.145,95,,.000,,,0,0,aytonde01
23,Udoka Azubuike,C,22,UTA,17,195,.755,2.8,,1.000,.694,.286,.020,.000,.000,,.755,.824,.643,.000,,,,.892,,,.571,26,,,,,0,0,azubuud01
24,Marvin Bagley III,PF,22,TOT,48,1153,.504,9.2,,.783,.327,.363,.081,.011,.217,,.579,.795,.457,.306,.200,.237,,.658,.913,,.126,52,,.485,.213,,1,0,baglema01
24,Marvin Bagley III,PF,22,SAC,30,663,.463,10.0,,.748,.289,.350,.098,.012,.252,,.538,.718,.442,.375,.333,.242,,.596,.867,,.089,18,,.613,.237,,1,0,baglema01
24,Marvin Bagley III,PF,22,DET,18,490,.555,8.1,,.825,.375,.380,.060,.010,.175,,.624,.867,.474,.167,.000,.229,,.718,1.000,,.170,34,,.257,.111,,0,0,baglema01
25,LaMelo Ball,PG,20,CHO,75,2422,.429,15.9,,.549,.204,.176,.104,.065,.451,,.462,.582,.398,.389,.370,.389,,.264,.750,,.023,24,,.152,.407,,2,0,ballla01
26,Lonzo Ball,PG,24,CHI,35,1212,.423,19.9,,.321,.154,.047,.057,.063,.679,,.423,.610,.333,.273,.167,.423,,.404,.845,,.018,6,,.235,.475,,2,0,balllo01
27,Mo Bamba,C,23,ORL,71,1824,.480,14.3,,.545,.285,.157,.045,.057,.455,,.563,.727,.433,.286,.314,.381,,.566,.991,,.159,85,,.270,.303,,0,0,bambamo01
28,Desmond Bane,SG,23,MEM,76,2266,.461,16.8,,.525,.153,.156,.116,.099,.475,,.484,.669,.384,.438,.413,.436,,.596,.833,,.005,6,,.184,.385,,1,0,banede01
29,Dalano Banton,PG,22,TOR,64,696,.411,11.0,,.748,.332,.233,.119,.064,.252,,.464,.612,.362,.292,.385,.255,,.329,.769,,.030,6,,.235,.250,,1,1,bantoda01
30,Cat Barber,PG,27,ATL,3,13,.000,9.6,,1.000,.500,.000,.000,.500,.000,,.000,.000,,,.000,,,,,,.000,0,,,,,0,0,barbeca01
31,Harrison Barnes,PF,29,SAC,77,2580,.469,13.5,,.568,.237,.283,.041,.007,.432,,.525,.682,.403,.471,.500,.394,,.566,.951,,.034,25,,.308,.486,,0,0,barneha02
32,Scottie Barnes,PF,20,TOR,74,2617,.492,10.9,,.793,.264,.325,.116,.088,.207,,.543,.711,.502,.398,.378,.301,,.429,.845,,.075,62,,.280,.370,,4,1,barnesc01
33,RJ Barrett,SF,21,NYK,70,2417,.408,12.0,,.662,.309,.243,.068,.042,.338,,.442,.596,.307,.309,.300,.342,,.398,.913,,.040,40,,.248,.310,,1,0,barrerj01
34,Will Barton,SG,31,DEN,71,2277,.438,16.0,,.520,.186,.180,.067,.087,.480,,.504,.701,.398,.433,.359,.365,,.498,.771,,.027,23,,.216,.441,,1,0,bartowi01
35,Paris Bass,SF,26,PHO,2,7,.333,11.7,,.667,.333,.333,.000,.000,.333,,.500,1.000,.000,,,.000,,.500,,,.167,1,,.000,,,0,0,basspa01
36,Charles Bassey,C,21,PHI,23,168,.638,5.6,,.915,.574,.213,.106,.021,.085,,.698,.741,.700,.600,.000,.000,,.667,,,.319,13,,.250,.000,,0,0,bassech01
37,Keita Bates-Diop,SF,26,SAS,59,957,.517,8.4,,.791,.502,.198,.046,.046,.209,,.572,.682,.385,.500,.250,.309,,.756,.941,,.072,19,,.455,.320,,0,0,bateske01
38,Nicolas Batum,PF,33,LAC,59,1463,.463,20.2,,.302,.121,.044,.057,.080,.698,,.607,.809,.412,.636,.387,.400,,.831,.972,,.047,14,,.315,.471,,0,0,batumni01
39,Kent Bazemore,SF,32,LAL,39,545,.324,18.1,,.424,.173,.094,.058,.101,.576,,.271,.333,.308,.125,.214,.363,,.813,.931,,.014,1,,.525,.405,,2,0,bazemke01
40,Darius Bazley,PF,21,OKC,69,1924,.422,12.7,,.586,.307,.251,.011,.017,.414,,.511,.613,.405,.571,.182,.297,,.639,.950,,.143,77,,.245,.333,,1,0,bazleda01
41,Bradley Beal,SG,28,WAS,40,1439,.451,13.1,,.728,.197,.252,.171,.108,.272,,.508,.697,.407,.470,.458,.300,,.365,.603,,.017,13,,.238,.380,,0,0,bealbr01
42,Malik Beasley,SG,25,MIN,79,1976,.391,20.8,,.251,.088,.066,.052,.045,.749,,.432,.587,.357,.341,.342,.377,,.652,.904,,.020,16,,.319,.404,,4,0,beaslma01
43,Jordan Bell,C,27,CHI,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,belljo01
44,DeAndre' Bembry,SF,27,TOT,56,1026,.561,6.2,,.837,.584,.249,.000,.005,.163,,.589,.667,.418,,.000,.417,,.725,1.000,,.104,20,,.611,.545,,0,0,bembrde01
44,DeAndre' Bembry,SF,27,BRK,48,949,.568,6.2,,.831,.573,.258,.000,.000,.169,,.599,.680,.418,,,.417,,.726,1.000,,.103,20,,.611,.545,,0,0,bembrde01
44,DeAndre' Bembry,SF,27,MIL,8,77,.375,4.4,,1.000,.875,.000,.000,.125,.000,,.375,.429,,,.000,,,.667,,,.125,0,,,,,0,0,bembrde01
45,Dāvis Bertāns,PF,29,TOT,56,806,.360,23.0,,.164,.065,.069,.015,.015,.836,,.489,.611,.421,.000,.750,.335,,.864,.987,,.036,9,,.222,.471,,1,0,bertada01
45,Dāvis Bertāns,PF,29,WAS,34,501,.351,23.6,,.158,.053,.064,.023,.018,.842,,.519,.667,.545,.000,.667,.319,,.786,1.000,,.029,5,,.194,.571,,1,0,bertada01
45,Dāvis Bertāns,PF,29,DAL,22,306,.375,22.1,,.173,.087,.077,.000,.010,.827,,.444,.556,.250,,1.000,.360,,1.000,.968,,.048,4,,.267,.348,,0,0,bertada01
46,Patrick Beverley,PG,33,MIN,58,1476,.406,16.6,,.445,.170,.206,.050,.018,.555,,.485,.568,.433,.545,.125,.343,,.255,.783,,.000,0,,.227,.473,,1,0,beverpa01
47,Saddiq Bey,SF,22,DET,82,2704,.396,17.4,,.463,.166,.157,.072,.068,.537,,.454,.619,.348,.329,.429,.346,,.431,.891,,.021,23,,.252,.403,,9,0,beysa01
48,Khem Birch,C,29,TOR,55,991,.485,6.4,,.930,.405,.360,.160,.005,.070,,.522,.593,.500,.406,.000,.000,,.804,,,.135,24,,.857,.000,,0,0,birchkh01
49,Goga Bitadze,C,22,IND,50,729,.520,10.4,,.683,.468,.175,.032,.008,.317,,.628,.737,.409,.375,.000,.288,,.694,1.000,,.119,26,,.063,.200,,0,0,bitadgo01
50,Bismack Biyombo,C,29,PHO,36,506,.593,4.3,,1.000,.517,.393,.083,.007,.000,,.593,.747,.474,.250,.000,,,.744,,,.234,34,,,,,0,0,biyombi01
51,Nemanja Bjelica,C,33,GSW,71,1143,.468,14.1,,.564,.260,.260,.023,.020,.436,,.549,.674,.438,.500,.429,.362,,.689,.944,,.026,9,,.128,.368,,0,0,bjeline01
52,Eric Bledsoe,PG,32,LAC,54,1361,.421,14.2,,.652,.231,.194,.107,.120,.348,,.479,.611,.462,.440,.286,.313,,.301,.902,,.002,1,,.129,.333,,2,0,bledser01
53,Keljin Blevins,SF,26,POR,31,349,.306,18.4,,.351,.207,.063,.027,.054,.649,,.333,.391,.286,.000,.333,.292,,.615,.857,,.018,1,,.319,.217,,0,0,blevike01
54,Bogdan Bogdanović,SG,29,ATL,63,1848,.431,18.6,,.422,.113,.115,.108,.086,.578,,.516,.622,.440,.523,.471,.368,,.382,.793,,.005,3,,.231,.453,,3,0,bogdabo01
55,Bojan Bogdanović,PF,32,UTA,69,2131,.455,15.6,,.496,.147,.250,.084,.015,.504,,.524,.684,.483,.410,.286,.387,,.568,.917,,.016,11,,.376,.420,,0,0,bogdabo02
56,Bol Bol,PF,22,DEN,14,81,.556,10.6,,.852,.296,.185,.296,.074,.148,,.609,.875,.800,.375,.000,.250,,1.000,1.000,,.222,5,,.250,.000,,0,0,bolbo01
57,Leandro Bolmaro,SF,21,MIN,35,241,.315,13.7,,.667,.352,.111,.074,.130,.333,,.333,.474,.167,.500,.000,.278,,.583,.800,,.037,2,,.222,.250,,1,0,bolmale01
58,Isaac Bonga,SF,22,TOR,15,69,.231,11.0,,.692,.385,.231,.000,.077,.308,,.222,.200,.333,,.000,.250,,.500,1.000,,.000,0,,1.000,.250,,0,0,bongais01
59,Devin Booker,SG,25,PHO,68,2345,.466,16.1,,.664,.110,.158,.224,.171,.336,,.508,.694,.476,.469,.469,.383,,.399,.634,,.016,21,,.123,.356,,2,0,bookede01
60,Brandon Boston Jr.,SG,20,LAC,51,760,.385,14.7,,.658,.258,.126,.123,.151,.342,,.425,.631,.122,.450,.306,.306,,.615,.588,,.062,15,,.207,.391,,3,0,bostobr01
61,Chris Boucher,SF,29,TOR,80,1690,.464,12.1,,.603,.430,.113,.026,.035,.397,,.575,.661,.400,.400,.200,.297,,.670,.985,,.128,67,,.275,.429,,1,0,bouchch01
62,James Bouknight,SG,21,CHO,31,304,.348,12.0,,.652,.333,.241,.043,.035,.348,,.348,.553,.147,.000,.200,.347,,.438,.765,,.028,4,,.224,.364,,0,0,bouknja01
63,Avery Bradley,SG,31,LAL,62,1406,.423,18.1,,.400,.137,.091,.083,.089,.600,,.471,.604,.281,.483,.452,.390,,.636,.939,,.003,1,,.538,.381,,0,0,bradlav01
64,Tony Bradley,C,24,CHI,55,549,.585,3.9,,1.000,.626,.252,.065,.057,.000,,.585,.649,.484,.375,.571,,,.750,,,.138,13,,,,,0,0,bradlto01
65,Ignas Brazdeikis,SF,23,ORL,42,536,.431,14.0,,.537,.293,.202,.027,.016,.463,,.535,.636,.421,.200,.667,.310,,.574,.926,,.005,0,,.333,.310,,0,0,brazdig01
66,Mikal Bridges,SF,25,PHO,82,2854,.534,13.3,,.636,.227,.205,.159,.045,.364,,.628,.795,.619,.507,.256,.369,,.764,.983,,.066,54,,.561,.400,,0,0,bridgmi01
67,Miles Bridges,PF,23,CHO,80,2837,.491,12.4,,.617,.357,.212,.020,.029,.383,,.590,.723,.412,.458,.343,.331,,.597,.825,,.107,118,,.275,.344,,6,0,bridgmi02
68,Oshae Brissett,SF,23,IND,67,1564,.411,13.9,,.532,.326,.152,.024,.030,.468,,.465,.582,.299,.167,.267,.350,,.672,.964,,.075,32,,.329,.372,,2,0,brissos01
69,Malcolm Brogdon,PG,29,IND,36,1206,.448,13.2,,.657,.285,.192,.103,.077,.343,,.518,.632,.452,.411,.405,.312,,.249,.586,,.009,4,,.167,.323,,1,0,brogdma01
70,Armoni Brooks,SG-PG,23,TOT,54,844,.339,23.4,,.138,.083,.035,.010,.010,.862,,.600,.708,.600,.000,.333,.297,,.667,.824,,.014,3,,.137,.265,,1,0,brookar01
70,Armoni Brooks,SG,23,HOU,41,690,.347,23.2,,.151,.092,.036,.012,.012,.849,,.605,.739,.556,.000,.333,.300,,.652,.813,,.016,3,,.131,.250,,1,0,brookar01
70,Armoni Brooks,PG,23,TOR,13,154,.289,24.7,,.053,.026,.026,.000,.000,.947,,.500,.000,1.000,,,.278,,1.000,.900,,.000,0,,.167,.333,,0,0,brookar01
71,Dillon Brooks,SF,26,MEM,32,885,.432,13.3,,.717,.196,.249,.186,.086,.283,,.480,.680,.389,.398,.467,.309,,.470,.826,,.029,12,,.161,.375,,3,0,brookdi01
72,Bruce Brown,SF,25,BRK,72,1774,.506,8.4,,.814,.393,.302,.103,.016,.186,,.529,.693,.379,.404,.125,.404,,.743,.974,,.071,34,,.649,.410,,0,0,brownbr01
73,Charlie Brown Jr.,SG,24,TOT,22,178,.256,11.0,,.692,.385,.205,.077,.026,.308,,.333,.467,.250,.000,.000,.083,,.444,1.000,,.077,2,,.167,.000,,0,0,brownch02
73,Charlie Brown Jr.,SG,24,DAL,3,15,.200,17.2,,.400,.200,.000,.200,.000,.600,,.500,1.000,,.000,,.000,,.000,,,.200,1,,.333,.000,,0,0,brownch02
73,Charlie Brown Jr.,SG,24,PHI,19,162,.265,10.0,,.735,.412,.235,.059,.029,.265,,.320,.429,.250,.000,.000,.111,,.500,1.000,,.059,1,,.111,.000,,0,0,brownch02
74,Chaundee Brown Jr.,SG-SF,23,TOT,5,104,.313,17.9,,.438,.188,.094,.156,.000,.563,,.286,.500,.000,.200,,.333,,.500,1.000,,.000,0,,.222,.250,,1,0,brownch05
74,Chaundee Brown Jr.,SF,23,LAL,2,21,.143,13.2,,.571,.286,.143,.143,.000,.429,,.250,.500,.000,.000,,.000,,.000,,,.000,0,,.333,.000,,0,0,brownch05
74,Chaundee Brown Jr.,SG,23,ATL,3,83,.360,19.2,,.400,.160,.080,.160,.000,.600,,.300,.500,.000,.250,,.400,,.667,1.000,,.000,0,,.200,.333,,1,0,brownch05
75,Greg Brown III,SF,20,POR,48,640,.426,10.7,,.679,.447,.158,.016,.058,.321,,.481,.635,.200,.333,.091,.311,,.645,1.000,,.263,41,,.377,.261,,0,0,browngr01
76,Jaylen Brown,SF,25,BOS,66,2220,.473,14.5,,.619,.200,.234,.094,.091,.381,,.544,.765,.425,.474,.441,.358,,.471,.759,,.034,31,,.185,.337,,2,0,brownja02
77,Moses Brown,C,22,TOT,40,344,.593,2.5,,1.000,.750,.231,.009,.009,.000,,.593,.642,.480,.000,.000,,,.813,,,.454,40,,,,,0,0,brownmo01
77,Moses Brown,C,22,DAL,26,169,.540,2.3,,1.000,.780,.200,.020,.000,.000,,.540,.590,.400,.000,,,,.852,,,.540,19,,,,,0,0,brownmo01
77,Moses Brown,C,22,CLE,14,176,.638,2.6,,1.000,.724,.259,.000,.017,.000,,.638,.690,.533,,.000,,,.784,,,.379,21,,,,,0,0,brownmo01
78,Sterling Brown,SG,26,DAL,49,628,.381,17.1,,.406,.206,.116,.039,.045,.594,,.492,.625,.278,.333,.571,.304,,.774,.857,,.013,0,,.500,.239,,1,0,brownst02
79,Troy Brown Jr.,SF,22,CHI,66,1055,.419,15.0,,.484,.283,.132,.027,.043,.516,,.488,.562,.412,.143,.455,.353,,.672,.957,,.027,5,,.594,.342,,2,0,browntr01
80,Jalen Brunson,SG,25,DAL,79,2524,.502,13.1,,.750,.147,.288,.189,.126,.250,,.545,.703,.524,.518,.449,.373,,.262,.809,,.005,5,,.298,.507,,0,0,brunsja01
81,Thomas Bryant,C,24,WAS,27,439,.520,11.5,,.716,.385,.169,.034,.128,.284,,.613,.754,.480,.200,.474,.286,,.738,1.000,,.223,30,,.167,.286,,0,0,bryanth01
82,Shaq Buchanan,SG,25,MEM,2,10,.250,13.6,,.500,.500,.000,.000,.000,.500,,.500,.500,,,,.000,,1.000,,,.000,0,,.000,,,0,0,buchash01
83,Reggie Bullock,SF,30,DAL,68,1902,.401,20.9,,.218,.096,.048,.032,.042,.782,,.550,.688,.292,.688,.429,.360,,.767,.986,,.004,2,,.446,.406,,0,0,bullore01
84,Trey Burke,PG,29,DAL,42,441,.391,17.0,,.619,.098,.163,.126,.233,.381,,.436,.714,.429,.444,.320,.317,,.259,.846,,.000,0,,.146,.583,,0,0,burketr01
85,Alec Burks,SG,30,NYK,81,2318,.391,17.4,,.466,.124,.165,.111,.066,.534,,.378,.444,.342,.358,.375,.404,,.430,.752,,.004,3,,.226,.432,,0,0,burksal01
86,Jared Butler,SG,21,UTA,42,360,.404,18.4,,.417,.066,.232,.066,.053,.583,,.524,.600,.429,.600,.750,.318,,.182,.500,,.000,0,,.114,.300,,1,0,butleja02
87,Jimmy Butler,SF,32,MIA,57,1931,.480,9.6,,.860,.306,.291,.195,.068,.140,,.520,.701,.415,.457,.339,.233,,.377,.778,,.051,38,,.466,.278,,2,0,butleji01
88,Devontae Cacok,PF,25,SAS,15,121,.677,4.6,,1.000,.387,.484,.129,.000,.000,,.677,.833,.533,.750,,,,.667,,,.097,3,,,,,0,0,cacokde01
89,Kentavious Caldwell-Pope,SG,28,WAS,77,2329,.435,18.1,,.508,.105,.117,.112,.175,.492,,.480,.678,.361,.430,.469,.390,,.619,.912,,.011,6,,.346,.468,,0,0,caldwke01
90,Facundo Campazzo,PG,30,DEN,65,1184,.361,19.4,,.348,.149,.142,.041,.017,.652,,.476,.614,.381,.250,.600,.301,,.388,.741,,.003,0,,.197,.289,,9,0,campafa01
91,Vlatko Čančar,PF,24,DEN,15,176,.561,10.6,,.707,.390,.195,.098,.024,.293,,.552,.750,.375,.250,.000,.583,,.938,1.000,,.049,2,,.417,.400,,0,0,cancavl01
92,Devin Cannady,PG,25,ORL,5,145,.341,22.5,,.159,.045,.045,.045,.023,.841,,.000,.000,.000,.000,.000,.405,,,1.000,,.000,0,,.297,.636,,0,0,cannade01
93,Clint Capela,C,27,ATL,74,2042,.613,2.2,,.998,.765,.225,.007,.002,.002,,.614,.684,.382,.500,.000,.000,,.765,,,.295,164,,.000,,,1,0,capelca01
94,Vernon Carey Jr.,C,20,TOT,7,44,.538,8.2,,1.000,.615,.000,.077,.308,.000,,.538,.750,,.000,.250,,,.286,,,.000,0,,,,,0,0,careyve01
94,Vernon Carey Jr.,C,20,CHO,4,17,.500,7.6,,1.000,.667,.000,.000,.333,.000,,.500,.750,,,.000,,,.333,,,.000,0,,,,,0,0,careyve01
94,Vernon Carey Jr.,C,20,WAS,3,27,.571,8.6,,1.000,.571,.000,.143,.286,.000,,.571,.750,,.000,.500,,,.250,,,.000,0,,,,,0,0,careyve01
95,Jevon Carter,PG,26,TOT,66,905,.387,21.2,,.328,.055,.043,.067,.162,.672,,.386,.429,.273,.471,.366,.388,,.438,.773,,.004,1,,.324,.473,,1,0,carteje01
95,Jevon Carter,PG,26,BRK,46,552,.333,22.2,,.270,.040,.023,.057,.149,.730,,.340,.143,.250,.400,.385,.331,,.563,.786,,.006,1,,.276,.400,,1,0,carteje01
95,Jevon Carter,PG,26,MIL,20,353,.506,18.9,,.456,.089,.089,.089,.190,.544,,.444,.714,.286,.571,.333,.558,,.313,.750,,.000,0,,.465,.600,,0,0,carteje01
96,Wendell Carter Jr.,PF,22,ORL,62,1852,.525,12.1,,.687,.327,.202,.101,.057,.313,,.615,.781,.457,.478,.462,.327,,.609,1.000,,.143,90,,.103,.364,,1,0,cartewe01
97,Alex Caruso,SG,27,CHI,41,1147,.398,15.4,,.508,.258,.145,.043,.063,.492,,.462,.591,.324,.364,.313,.333,,.567,.929,,.023,4,,.373,.383,,2,0,carusal01
98,Willie Cauley-Stein,C,28,TOT,20,183,.457,5.3,,.943,.629,.200,.057,.057,.057,,.455,.545,.143,1.000,.000,.500,,.800,1.000,,.257,7,,.000,,,0,0,caulewi01
98,Willie Cauley-Stein,C,28,DAL,18,177,.457,5.3,,.943,.629,.200,.057,.057,.057,,.455,.545,.143,1.000,.000,.500,,.800,1.000,,.257,7,,.000,,,0,0,caulewi01
98,Willie Cauley-Stein,C,28,PHI,2,6,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,caulewi01
99,Ahmad Caver,SG,25,IND,1,1,1.000,1.8,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,.000,0,,,,,0,0,caverah01
100,Justin Champagnie,SF,20,TOR,36,281,.463,11.7,,.582,.358,.209,.015,.000,.418,,.538,.625,.429,.000,,.357,,.571,1.000,,.060,3,,.536,.333,,0,0,champju01
101,Zylan Cheatham,SF,26,UTA,1,5,.000,17.2,,.333,.333,.000,.000,.000,.667,,.000,.000,,,,.000,,,,,.000,0,,.500,.000,,0,0,cheatzy01
102,Chris Chiozza,PG,26,GSW,34,372,.296,19.4,,.346,.111,.136,.049,.049,.654,,.250,.222,.273,.000,.500,.321,,.143,.765,,.000,0,,.245,.231,,0,0,chiozch01
103,Marquese Chriss,PF,24,DAL,34,346,.463,7.8,,.813,.530,.254,.015,.015,.187,,.495,.592,.265,1.000,.500,.320,,.833,1.000,,.269,27,,.200,.400,,1,0,chrisma01
104,Josh Christopher,SG,20,HOU,74,1334,.448,13.3,,.622,.300,.188,.114,.020,.378,,.540,.647,.532,.333,.200,.296,,.423,.768,,.078,35,,.217,.317,,6,0,chrisjo01
105,Gary Clark,PF,27,NOP,38,378,.375,20.1,,.205,.091,.102,.011,.000,.795,,.278,.125,.444,.000,,.400,,.800,.964,,.011,0,,.571,.500,,0,0,clarkga01
106,Brandon Clarke,PF,25,MEM,64,1246,.644,5.4,,.951,.508,.311,.116,.016,.049,,.666,.775,.568,.462,.571,.227,,.700,1.000,,.181,77,,.682,.200,,0,0,clarkbr01
107,Jordan Clarkson,SG,29,UTA,79,2141,.419,16.9,,.464,.099,.272,.075,.018,.536,,.535,.627,.515,.554,.250,.318,,.221,.674,,.012,8,,.193,.348,,2,0,clarkjo01
108,Nic Claxton,C,22,BRK,47,974,.674,2.5,,1.000,.697,.284,.019,.000,.000,,.674,.815,.347,.400,,,,.736,,,.356,88,,,,,0,0,claxtni01
109,Amir Coffey,SG,24,LAC,69,1567,.453,16.8,,.455,.165,.167,.077,.045,.545,,.542,.779,.449,.417,.238,.378,,.591,.938,,.034,14,,.291,.365,,1,0,coffeam01
110,John Collins,PF,24,ATL,54,1663,.526,11.0,,.727,.334,.211,.127,.054,.273,,.588,.753,.463,.439,.400,.364,,.793,.984,,.146,85,,.318,.375,,0,0,collijo01
111,Zach Collins,C,24,SAS,28,502,.490,11.0,,.735,.290,.316,.065,.065,.265,,.544,.756,.347,.500,.600,.341,,.742,1.000,,.039,6,,.049,.500,,0,0,colliza01
