,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
83,Speedy Claxton,PG,28,ATL,42,1054,.327,13.2,,.899,.227,.129,.147,.396,.101,,.340,.349,.278,.390,.336,.214,,.341,.833,,.000,0,,.214,.500,,1,0,claxtsp01
84,Jarron Collins,C,28,UTA,82,913,.441,8.1,,1.000,.435,.129,.171,.265,.000,,.441,.581,.364,.310,.333,,,.720,,,.018,3,,,,,0,0,collija03
85,Jason Collins,PF,28,NJN,80,1844,.364,7.9,,.987,.503,.086,.093,.305,.013,,.369,.461,.308,.071,.326,.000,,.764,,,.053,6,,.000,,,0,0,collija04
86,Mardy Collins,SF,22,NYK,52,777,.382,11.8,,.794,.351,.132,.101,.211,.206,,.409,.575,.300,.304,.250,.277,,.216,.846,,.039,7,,.191,.333,,3,0,collima01
87,Nick Collison,C,26,SEA,82,2378,.500,5.2,,.997,.549,.204,.127,.116,.003,,.502,.659,.277,.346,.324,.000,,.657,,,.107,61,,.000,,,0,0,collini01
88,Will Conroy,PG-SG,24,TOT,7,52,.000,6.7,,1.000,.333,.333,.333,.000,.000,,.000,.000,.000,.000,,,,,,,.000,0,,,,,0,0,conrowi01
88,Will Conroy,SG,24,MEM,3,17,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,conrowi01
88,Will Conroy,PG,24,LAC,4,35,.000,6.7,,1.000,.333,.333,.333,.000,.000,,.000,.000,.000,.000,,,,,,,.000,0,,,,,0,0,conrowi01
89,Brian Cook,PF,26,LAL,65,1018,.453,15.7,,.718,.194,.056,.159,.309,.282,,.474,.481,.478,.523,.444,.400,,.698,1.000,,.015,5,,.130,.400,,0,0,cookbr01
90,Jamal Crawford,SG,26,NYK,59,2198,.400,15.2,,.637,.213,.119,.097,.208,.363,,.445,.497,.476,.453,.370,.320,,.203,.777,,.012,10,,.292,.372,,4,0,crawfja01
91,Austin Croshere,PF,31,DAL,61,727,.351,14.8,,.590,.279,.063,.104,.144,.410,,.397,.419,.500,.261,.406,.286,,.635,.962,,.041,8,,.231,.238,,0,0,croshau01
92,Eddy Curry,C,24,NYK,81,2849,.576,2.6,,.999,.630,.333,.031,.006,.001,,.575,.667,.432,.290,.333,1.000,,.646,1.000,,.136,129,,1.000,1.000,,0,0,curryed01
93,Samuel Dalembert,C,25,PHI,82,2535,.541,6.4,,.997,.468,.188,.242,.099,.003,,.543,.643,.452,.465,.431,.000,,.677,,,.155,89,,.000,,,0,0,dalemsa01
94,Erick Dampier,C,31,DAL,76,1915,.626,1.2,,1.000,.790,.207,.003,.000,.000,,.626,.689,.391,.000,,,,.670,,,.284,89,,,,,0,0,dampier01
95,Antonio Daniels,SG,31,WAS,80,1761,.442,12.0,,.838,.311,.136,.123,.267,.162,,.469,.669,.340,.333,.365,.302,,.353,.684,,.021,8,,.159,.400,,0,0,daniean01
96,Marquis Daniels,SG,26,IND,45,800,.459,9.3,,.907,.345,.217,.206,.139,.093,,.482,.629,.443,.431,.256,.231,,.398,.833,,.014,3,,.577,.267,,1,1,daniema01
97,Baron Davis,PG,27,GSW,63,2221,.439,12.5,,.728,.319,.148,.123,.138,.272,,.489,.663,.329,.346,.387,.304,,.202,.518,,.016,16,,.146,.390,,7,0,davisba01
98,Dale Davis,C,37,DET,46,464,.446,5.8,,1.000,.595,.054,.230,.122,.000,,.446,.636,.250,.235,.000,,,.515,,,.230,17,,,,,0,0,davisda01
99,Paul Davis,C,22,LAC,31,180,.423,7.9,,1.000,.423,.135,.212,.231,.000,,.423,.727,.286,.182,.167,,,.545,,,.038,2,,,,,0,0,davispa01
100,Ricky Davis,SF,27,MIN,81,3021,.465,16.3,,.715,.180,.046,.129,.360,.285,,.492,.638,.400,.426,.454,.397,,.540,.902,,.035,34,,.284,.398,,8,1,davisri01
101,Carlos Delfino,SG,24,DET,82,1372,.415,13.0,,.633,.386,.035,.045,.168,.367,,.462,.524,.077,.294,.444,.333,,.573,.913,,.059,19,,.428,.305,,0,0,delfica01
102,Luol Deng,SF,21,CHI,82,3071,.517,10.3,,.994,.369,.105,.103,.418,.006,,.519,.668,.422,.416,.438,.143,,.693,1.000,,.076,90,,.286,.500,,2,0,denglu01
103,Boris Diaw,PF,24,PHO,73,2268,.538,9.8,,.921,.385,.163,.084,.288,.079,,.555,.685,.538,.375,.445,.333,,.546,1.000,,.040,21,,.556,.400,,3,0,diawbo01
104,Yakhouba Diawara,SG,24,DEN,64,1177,.342,16.4,,.418,.271,.068,.010,.068,.582,,.418,.481,.350,.667,.200,.288,,.647,.980,,.031,7,,.318,.222,,1,0,diawaya01
105,Dan Dickau,PG,28,POR,50,444,.358,16.9,,.596,.185,.066,.086,.258,.404,,.422,.571,.500,.308,.333,.262,,.184,.438,,.000,0,,.131,.125,,0,0,dickada01
106,Travis Diener,PG,24,ORL,26,288,.425,21.4,,.375,.063,.013,.050,.250,.625,,.533,.800,.000,.750,.450,.360,,.438,.833,,.000,0,,.180,.444,,0,0,dienetr01
107,Ike Diogu,PF,23,TOT,59,760,.477,5.6,,1.000,.383,.425,.128,.064,.000,,.477,.588,.372,.471,.529,,,.535,,,.079,19,,,,,0,0,dioguik01
107,Ike Diogu,PF,23,GSW,17,222,.530,5.7,,1.000,.373,.410,.157,.060,.000,,.530,.774,.353,.385,.600,,,.568,,,.048,4,,,,,0,0,dioguik01
107,Ike Diogu,PF,23,IND,42,538,.454,5.5,,1.000,.388,.432,.115,.066,.000,,.454,.507,.380,.524,.500,,,.518,,,.093,15,,,,,0,0,dioguik01
108,DeSagana Diop,C,25,DAL,81,1480,.470,2.6,,.993,.775,.119,.046,.053,.007,,.473,.513,.333,.571,.125,.000,,.634,,,.126,19,,1.000,.000,,0,0,diopde01
109,Juan Dixon,SG,28,TOT,81,1926,.425,16.4,,.679,.134,.101,.142,.302,.321,,.461,.660,.451,.450,.382,.350,,.550,.861,,.000,0,,.460,.365,,2,0,dixonju01
109,Juan Dixon,SG,28,POR,55,1243,.426,16.4,,.678,.131,.110,.144,.293,.322,,.455,.707,.388,.484,.354,.364,,.518,.865,,.000,0,,.406,.397,,1,0,dixonju01
109,Juan Dixon,SG,28,TOR,26,683,.425,16.5,,.680,.139,.085,.139,.317,.320,,.472,.583,.591,.389,.427,.325,,.602,.852,,.000,0,,.554,.326,,1,0,dixonju01
110,Michael Doleac,C,29,MIA,56,698,.469,12.5,,.994,.217,.109,.166,.503,.006,,.471,.605,.368,.483,.432,.000,,.793,,,.011,2,,.000,,,0,0,doleami01
111,Keyon Dooling,SG,26,ORL,66,1435,.410,13.6,,.790,.269,.092,.107,.323,.210,,.434,.561,.429,.388,.345,.323,,.433,.935,,.035,12,,.354,.294,,0,0,doolike01
112,Quincy Douby,PG,22,SAC,42,359,.381,16.2,,.603,.143,.151,.103,.206,.397,,.474,.500,.579,.231,.500,.240,,.306,.833,,.008,1,,.340,.176,,0,0,doubyqu01
113,Chris Duhon,PG,24,CHI,78,1906,.408,16.0,,.493,.290,.058,.039,.106,.507,,.458,.543,.464,.263,.294,.359,,.312,.886,,.002,1,,.249,.361,,2,0,duhonch01
114,Tim Duncan*,C,30,SAS,80,2726,.546,6.6,,.992,.395,.340,.161,.095,.008,,.550,.700,.478,.434,.380,.111,,.462,.000,,.047,40,,.222,.500,,1,0,duncati01
115,Mike Dunleavy,SG-PF,26,TOT,82,2580,.452,14.9,,.736,.216,.099,.100,.321,.264,,.502,.745,.333,.353,.436,.313,,.672,.957,,.021,17,,.272,.361,,0,0,dunlemi02
115,Mike Dunleavy,PF,26,GSW,39,1051,.449,14.3,,.719,.246,.122,.068,.284,.281,,.489,.714,.289,.400,.400,.346,,.700,.944,,.019,6,,.240,.320,,0,0,dunlemi02
115,Mike Dunleavy,SG,26,IND,43,1529,.454,15.4,,.750,.194,.081,.125,.350,.250,,.511,.774,.385,.333,.458,.283,,.652,.971,,.023,11,,.300,.389,,0,0,dunlemi02
116,Ronald Dupree,SF,26,DET,19,94,.355,8.3,,1.000,.387,.161,.226,.226,.000,,.355,.583,.400,.143,.143,,,.455,,,.161,5,,,,,0,0,duprero01
117,Monta Ellis,SG,21,GSW,77,2638,.475,10.5,,.858,.386,.128,.095,.250,.142,,.509,.679,.364,.323,.389,.273,,.449,.692,,.049,46,,.434,.194,,2,0,ellismo01
118,Francisco Elson,C,30,SAS,70,1332,.511,6.8,,.993,.493,.181,.160,.160,.007,,.514,.683,.294,.444,.311,.000,,.743,,,.191,43,,.000,,,0,0,elsonfr01
119,Melvin Ely,PF-C,28,TOT,30,309,.363,6.3,,1.000,.275,.525,.150,.050,.000,,.363,.500,.214,.583,.500,,,.655,,,.063,5,,,,,0,0,elyme01
119,Melvin Ely,PF,28,CHA,24,244,.383,5.5,,1.000,.317,.550,.100,.033,.000,,.383,.526,.242,.667,.500,,,.696,,,.067,4,,,,,0,0,elyme01
119,Melvin Ely,C,28,SAS,6,65,.300,8.8,,1.000,.150,.450,.300,.100,.000,,.300,.333,.111,.500,.500,,,.500,,,.050,1,,,,,0,0,elyme01
120,Maurice Evans,SG,28,LAL,76,1732,.432,11.8,,.755,.327,.114,.138,.175,.245,,.455,.531,.419,.373,.400,.361,,.570,.875,,.076,39,,.564,.413,,0,0,evansma01
121,Reggie Evans,PF,26,DEN,66,1127,.544,2.4,,1.000,.758,.144,.047,.051,.000,,.544,.589,.387,.600,.273,,,.590,,,.051,9,,,,,0,0,evansre01
122,Daniel Ewing,PG,23,LAC,61,712,.404,16.9,,.727,.137,.075,.112,.404,.273,,.436,.409,.333,.611,.415,.318,,.490,.929,,.012,1,,.136,.500,,0,0,ewingda01
123,Jordan Farmar,PG,20,LAL,72,1090,.422,15.6,,.534,.293,.061,.058,.122,.466,,.503,.570,.389,.412,.444,.328,,.570,.800,,.010,3,,.219,.400,,2,0,farmajo01
