,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
17,Vin Baker,PF,32,BOS,37,1000,.505,7.7,,.997,.366,.288,.156,.186,.003,,.506,.631,.427,.404,.468,.000,,.643,,,.051,16,,.000,,,0,0,bakervi01
17,Vin Baker,PF,32,NYK,17,313,.404,5.6,,.980,.535,.222,.101,.121,.020,,.402,.434,.318,.500,.333,.500,,.564,1.000,,.020,2,,.000,,,0,0,bakervi01
18,Marcus Banks,PG,22,BOS,81,1385,.400,12.2,,.805,.330,.129,.090,.256,.195,,.421,.527,.298,.400,.354,.314,,.240,.815,,.014,6,,.105,.333,,0,0,banksma01
19,Leandro Barbosa,PG,21,PHO,70,1500,.447,13.4,,.553,.381,.055,.040,.077,.447,,.488,.626,.115,.158,.250,.395,,.394,.855,,.004,2,,.248,.365,,0,0,barbole01
20,Matt Barnes,SF,23,LAC,38,724,.457,6.4,,.906,.514,.246,.043,.101,.094,,.488,.507,.441,.167,.643,.154,,.557,1.000,,.029,4,,.615,.250,,0,0,barnema02
21,Dana Barros,SG,36,BOS,1,11,.667,20.2,,1.000,.000,.000,.000,1.000,.000,,.667,,,,.667,,,.500,,,.000,0,,,,,0,0,barroda01
22,Brent Barry,SG,32,SEA,59,1803,.504,17.8,,.410,.220,.068,.028,.094,.590,,.577,.681,.483,.417,.450,.452,,.446,.868,,.028,12,,.127,.281,,1,0,barrybr01
23,Jon Barry,SG,34,DEN,57,1101,.404,18.0,,.535,.152,.057,.067,.259,.465,,.434,.667,.353,.600,.273,.370,,.609,.745,,.000,0,,.203,.286,,0,0,barryjo01
24,Mengke Bateer,C,28,TOR,7,40,.571,9.1,,1.000,.286,.286,.286,.143,.000,,.571,.500,.500,.500,1.000,,,.750,,,.000,0,,,,,0,0,bateeme01
25,Tony Battie,C,27,TOT,73,1478,.443,10.2,,.977,.266,.206,.284,.221,.023,,.448,.627,.354,.459,.306,.222,,.661,1.000,,.076,26,,.111,1.000,,1,0,battito01
25,Tony Battie,C,27,BOS,23,501,.479,8.9,,.991,.308,.274,.222,.188,.009,,.474,.667,.250,.462,.500,1.000,,.727,1.000,,.111,12,,1.000,1.000,,0,0,battito01
25,Tony Battie,C,27,CLE,50,977,.427,10.9,,.970,.247,.176,.311,.236,.030,,.436,.606,.426,.458,.238,.125,,.628,1.000,,.060,14,,.000,,,1,0,battito01
26,Shane Battier,SF,25,MEM,79,1947,.446,14.4,,.657,.219,.110,.138,.190,.343,,.496,.647,.267,.427,.505,.349,,.627,.985,,.022,12,,.651,.364,,2,0,battish01
27,Lonny Baxter,C-PF,25,TOT,62,766,.493,5.0,,.986,.584,.201,.086,.115,.014,,.495,.582,.381,.222,.458,.333,,.667,1.000,,.091,17,,.667,.500,,0,0,baxtelo01
27,Lonny Baxter,PF,25,CHI,14,147,.551,4.0,,.980,.714,.122,.041,.102,.020,,.542,.600,.333,.000,.600,1.000,,.654,1.000,,.122,6,,1.000,1.000,,0,0,baxtelo01
27,Lonny Baxter,C,25,TOR,36,487,.469,4.4,,.992,.594,.242,.070,.086,.008,,.472,.539,.387,.222,.455,.000,,.667,,,.086,9,,.000,,,0,0,baxtelo01
27,Lonny Baxter,PF,25,WAS,12,132,.500,9.2,,.969,.344,.156,.219,.250,.031,,.516,.818,.400,.286,.375,.000,,.688,,,.063,2,,1.000,.000,,0,0,baxtelo01
28,Jerome Beasley,PF,23,MIA,2,5,.333,7.3,,1.000,.333,.333,.000,.333,.000,,.333,.000,.000,,1.000,,,1.000,,,.000,0,,,,,0,0,beaslje01
29,Raja Bell,SG,27,UTA,82,2020,.409,15.7,,.794,.180,.056,.112,.446,.206,,.418,.517,.311,.389,.398,.373,,.697,.919,,.017,13,,.428,.394,,0,0,bellra01
30,Troy Bell,PG,23,MEM,6,34,.222,13.1,,.778,.333,.111,.000,.333,.222,,.286,.167,.500,,.333,.000,,.500,,,.000,0,,.000,,,0,0,belltr01
31,Jonathan Bender,SF,23,IND,21,271,.472,11.2,,.792,.349,.151,.151,.142,.208,,.488,.703,.375,.250,.333,.409,,.537,1.000,,.132,13,,.136,.000,,0,0,bendejo01
32,Travis Best,PG,31,DAL,61,762,.372,13.8,,.884,.291,.093,.081,.419,.116,,.401,.600,.250,.143,.347,.150,,.311,.333,,.000,0,,.050,1.000,,4,0,besttr01
33,Mike Bibby,PG,25,SAC,82,2980,.450,15.1,,.677,.232,.077,.067,.301,.323,,.479,.581,.378,.423,.438,.392,,.591,.872,,.001,1,,.323,.393,,0,0,bibbymi01
34,Chauncey Billups,PG,27,DET,78,2758,.394,15.2,,.664,.245,.050,.130,.239,.336,,.396,.475,.280,.349,.366,.388,,.344,.685,,.003,2,,.164,.473,,0,0,billuch01
35,Steve Blake,PG,23,WAS,75,1392,.386,19.5,,.504,.096,.071,.061,.275,.496,,.400,.590,.241,.520,.348,.371,,.512,.827,,.000,0,,.178,.472,,1,0,blakest01
36,Corie Blount,PF-C,35,TOT,62,1050,.455,12.4,,.988,.229,.055,.296,.407,.012,,.460,.517,.429,.413,.466,.000,,.783,,,.036,7,,.000,,,0,0,blounco01
36,Corie Blount,PF,35,CHI,46,756,.471,12.7,,.985,.218,.058,.267,.442,.015,,.478,.511,.500,.418,.495,.000,,.794,,,.039,6,,.000,,,0,0,blounco01
36,Corie Blount,C,35,TOR,16,294,.383,11.2,,1.000,.277,.043,.426,.255,.000,,.383,.538,.000,.400,.250,,,.722,,,.021,1,,,,,0,0,blounco01
37,Mark Blount,C,28,BOS,82,2402,.566,6.1,,1.000,.505,.205,.154,.136,.000,,.566,.675,.419,.495,.463,,,.737,,,.114,67,,,,,0,0,blounma01
38,Keith Bogans,SF,23,ORL,73,1787,.403,15.5,,.588,.251,.057,.075,.205,.412,,.434,.553,.346,.324,.355,.358,,.578,.985,,.007,3,,.465,.425,,0,0,boganke01
39,Calvin Booth,C,27,SEA,71,1206,.466,8.5,,.993,.383,.159,.190,.262,.007,,.469,.712,.283,.327,.329,.000,,.748,,,.159,42,,.500,.000,,0,0,boothca01
40,Carlos Boozer,PF,22,CLE,75,2592,.523,7.4,,.993,.451,.159,.229,.154,.007,,.526,.702,.294,.437,.381,.167,,.696,1.000,,.091,74,,.000,,,0,0,boozeca01
41,Curtis Borchardt,C,23,UTA,16,258,.393,9.0,,.982,.321,.161,.286,.214,.018,,.400,.611,.222,.438,.167,.000,,.682,,,.054,3,,.000,,,0,0,borchcu01
42,Chris Bosh*,C,19,TOR,75,2510,.459,9.0,,.980,.350,.149,.261,.221,.020,,.461,.614,.387,.382,.363,.357,,.609,1.000,,.118,74,,.214,.667,,0,0,boshch01
43,Ruben Boumtje-Boumtje,C,25,POR,9,26,.200,5.2,,1.000,.200,.600,.200,.000,.000,,.200,.000,.333,.000,,,,1.000,,,.000,0,,,,,0,0,boumtru01
44,Bruce Bowen,SF,32,SAS,82,2624,.420,15.0,,.578,.175,.157,.116,.129,.422,,.462,.591,.380,.414,.431,.363,,.619,1.000,,.012,6,,.835,.373,,0,0,bowenbr01
45,Ryan Bowen,PF,28,DEN,52,392,.340,7.1,,1.000,.566,.075,.038,.321,.000,,.340,.533,.000,.000,.118,,,.833,,,.019,1,,,,,0,0,bowenry01
46,Earl Boykins,SG,27,DEN,82,1849,.419,15.4,,.777,.138,.107,.191,.341,.223,,.447,.557,.451,.390,.433,.322,,.383,.673,,.000,0,,.088,.400,,0,0,boykiea01
47,Michael Bradley,C-PF,24,TOT,16,98,.467,7.2,,1.000,.467,.133,.133,.267,.000,,.467,.857,.500,.000,.000,,,.571,,,.133,2,,,,,0,0,bradlmi01
47,Michael Bradley,PF,24,TOR,5,38,.333,12.0,,1.000,.333,.000,.000,.667,.000,,.333,1.000,,,.000,,,.000,,,.000,0,,,,,0,0,bradlmi01
47,Michael Bradley,C,24,ATL,11,60,.500,6.0,,1.000,.500,.167,.167,.167,.000,,.500,.833,.500,.000,.000,,,.667,,,.167,2,,,,,0,0,bradlmi01
48,Shawn Bradley,C,31,DAL,66,773,.473,9.2,,.995,.383,.165,.096,.351,.005,,.476,.625,.387,.444,.364,.000,,.652,,,.059,11,,.000,,,1,0,bradlsh01
49,Torraye Braggs,PF,27,TOT,15,154,.485,6.1,,1.000,.485,.212,.152,.152,.000,,.485,.500,.429,.400,.600,,,.688,,,.000,0,,,,,0,0,braggto01
49,Torraye Braggs,PF,27,HOU,11,132,.464,6.2,,1.000,.500,.179,.179,.143,.000,,.464,.500,.400,.400,.500,,,.769,,,.000,0,,,,,0,0,braggto01
49,Torraye Braggs,PF,27,WAS,4,22,.600,5.8,,1.000,.400,.400,.000,.200,.000,,.600,.500,.500,,1.000,,,.333,,,.000,0,,,,,0,0,braggto01
50,Elton Brand,PF,24,LAC,69,2670,.493,7.0,,.999,.393,.256,.244,.106,.001,,.493,.630,.454,.383,.337,.000,,.576,,,.037,35,,.000,,,0,0,brandel01
51,J.R. Bremer,PG,23,TOT,36,443,.272,17.0,,.532,.196,.076,.032,.228,.468,,.286,.323,.250,.000,.306,.257,,.500,.895,,.000,0,,.351,.423,,0,0,bremejr01
51,J.R. Bremer,PG,23,CLE,31,403,.285,17.5,,.518,.182,.066,.029,.241,.482,,.282,.320,.222,.000,.303,.288,,.600,.895,,.000,0,,.379,.440,,0,0,bremejr01
51,J.R. Bremer,PG,23,GSW,5,40,.190,14.3,,.619,.286,.143,.048,.143,.381,,.308,.333,.333,.000,.333,.000,,.000,,,.000,0,,.125,.000,,0,0,bremejr01
52,Jamison Brewer,PG,23,IND,13,160,.371,16.2,,.600,.257,.114,.000,.229,.400,,.381,.667,.000,,.250,.357,,.375,.600,,.029,1,,.286,.000,,1,0,breweja01
53,Primož Brezec,C,24,IND,18,72,.462,4.0,,1.000,.692,.154,.077,.077,.000,,.462,.500,.500,.000,.500,,,.750,,,.038,1,,,,,0,0,brezepr01
54,Damone Brown,PF,24,NJN,3,17,.100,5.5,,1.000,.600,.200,.000,.200,.000,,.100,.167,.000,,.000,,,1.000,,,.100,1,,,,,0,0,brownda02
55,Devin Brown,SG,25,SAS,58,627,.434,12.2,,.929,.224,.173,.163,.367,.071,,.445,.568,.412,.500,.361,.286,,.593,1.000,,.026,3,,.786,.364,,1,0,brownde02
56,Kedrick Brown,SF,22,TOT,55,969,.461,13.8,,.610,.311,.094,.059,.146,.390,,.510,.620,.500,.400,.324,.384,,.709,1.000,,.067,16,,.606,.417,,0,0,brownke01
56,Kedrick Brown,SF,22,BOS,21,408,.455,12.2,,.677,.394,.071,.051,.162,.323,,.493,.667,.286,.400,.188,.375,,.727,1.000,,.101,9,,.750,.417,,0,0,brownke01
56,Kedrick Brown,SF,22,CLE,34,561,.465,14.8,,.568,.258,.110,.065,.135,.432,,.523,.575,.588,.400,.429,.388,,.696,1.000,,.045,7,,.537,.417,,0,0,brownke01
57,Kwame Brown,PF,21,WAS,74,2239,.489,4.8,,.997,.475,.355,.134,.032,.003,,.489,.657,.383,.215,.316,.500,,.568,1.000,,.129,67,,.500,.000,,0,0,brownkw01
58,P.J. Brown,PF,34,NOH,80,2753,.476,9.8,,.999,.320,.111,.271,.296,.001,,.477,.575,.342,.446,.450,.000,,.767,,,.067,46,,.000,,,0,0,brownpj01
59,Tierre Brown,PG,24,NOH,3,17,.500,8.9,,1.000,.500,.000,.250,.250,.000,,.500,1.000,,.000,.000,,,.000,,,.000,0,,,,,0,0,brownti01
60,Rick Brunson,PG,31,TOT,40,412,.381,15.6,,.781,.200,.019,.133,.429,.219,,.354,.333,1.000,.429,.311,.478,,.448,.818,,.000,0,,.565,.462,,0,0,brunsri01
60,Rick Brunson,PG,31,TOR,3,10,.500,4.7,,1.000,.500,.500,.000,.000,.000,,.500,.000,1.000,,,,,.500,,,.000,0,,,,,0,0,brunsri01
60,Rick Brunson,PG,31,CHI,37,402,.376,16.0,,.772,.188,.000,.139,.446,.228,,.346,.368,,.429,.311,.478,,.444,.818,,.000,0,,.565,.462,,0,0,brunsri01
61,Kobe Bryant*,SG,25,LAL,65,2447,.438,11.9,,.816,.319,.147,.131,.219,.184,,.463,.609,.341,.390,.376,.327,,.420,.775,,.049,51,,.152,.273,,6,0,bryanko01
62,Greg Buckner,SG,27,PHI,53,703,.377,12.6,,.749,.257,.160,.171,.160,.251,,.412,.489,.214,.433,.464,.273,,.667,1.000,,.006,1,,.523,.261,,0,0,buckngr01
63,Rodney Buford,SF,26,SAC,22,141,.339,12.6,,.964,.250,.107,.125,.482,.036,,.352,.357,.167,.143,.444,.000,,.842,,,.018,1,,.000,,,0,0,buforro01
64,Caron Butler,SF,23,MIA,68,2030,.380,12.2,,.933,.326,.103,.103,.401,.067,,.390,.510,.292,.308,.340,.238,,.674,.700,,.035,21,,.095,.250,,9,0,butleca01
65,Mitchell Butler,SG,33,WAS,41,552,.435,12.3,,.758,.323,.129,.113,.194,.242,,.457,.625,.250,.286,.417,.367,,.442,1.000,,.008,1,,.300,.222,,0,0,butlemi02
66,Rasual Butler,SF,24,MIA,45,675,.476,18.3,,.568,.104,.036,.124,.304,.432,,.486,.731,.444,.258,.500,.463,,.580,.960,,.024,5,,.324,.629,,0,0,butlera01
67,Žarko Čabarkapa,PF,22,PHO,49,570,.411,10.6,,.838,.350,.173,.142,.173,.162,,.455,.623,.382,.250,.353,.188,,.693,.833,,.091,16,,.281,.111,,1,0,cabarza01
68,Marcus Camby,C,29,DEN,72,2162,.477,8.0,,.996,.446,.122,.151,.277,.004,,.479,.624,.328,.386,.362,.000,,.702,,,.169,83,,.000,,,0,0,cambyma01
69,Elden Campbell,C,35,DET,65,892,.439,8.4,,1.000,.309,.210,.331,.150,.000,,.439,.485,.409,.452,.362,,,.790,,,.083,24,,,,,0,0,campbel01
70,Brian Cardinal,PF,26,GSW,76,1634,.472,13.7,,.734,.223,.165,.105,.240,.266,,.482,.663,.273,.449,.473,.444,,.727,.964,,.013,5,,.500,.468,,4,1,cardibr01
71,Matt Carroll,SG,23,TOT,16,70,.438,14.3,,.813,.188,.125,.125,.375,.188,,.462,.667,.500,.000,.500,.333,,.833,1.000,,.000,0,,1.000,.333,,0,0,carroma01
71,Matt Carroll,SG,23,POR,13,48,.455,16.6,,.727,.091,.091,.091,.455,.273,,.500,1.000,1.000,.000,.400,.333,,1.000,1.000,,.000,0,,1.000,.333,,0,0,carroma01
71,Matt Carroll,SG,23,SAS,3,22,.400,9.4,,1.000,.400,.200,.200,.200,.000,,.400,.500,.000,.000,1.000,,,.500,,,.000,0,,,,,0,0,carroma01
72,Anthony Carter,PG,28,SAS,5,87,.297,13.9,,.919,.216,.108,.162,.432,.081,,.324,.500,.000,.167,.375,.000,,.545,,,.000,0,,.333,.000,,1,0,cartean01
73,Maurice Carter,SG,27,TOT,10,110,.314,17.2,,.686,.114,.086,.086,.400,.314,,.292,.750,.000,.000,.286,.364,,.714,1.000,,.029,1,,.364,.250,,0,0,cartema01
73,Maurice Carter,SG,27,LAL,4,50,.357,15.2,,.786,.143,.143,.143,.357,.214,,.364,1.000,.000,.000,.400,.333,,.750,1.000,,.071,1,,.000,,,0,0,cartema01
73,Maurice Carter,SG,27,NOH,6,60,.286,18.5,,.619,.095,.048,.048,.429,.381,,.231,.500,.000,.000,.222,.375,,.667,1.000,,.000,0,,.500,.250,,0,0,cartema01
74,Vince Carter,SG,27,TOR,73,2785,.417,13.7,,.833,.199,.141,.168,.325,.167,,.424,.583,.400,.343,.380,.383,,.384,.860,,.039,52,,.243,.458,,3,0,cartevi01
75,Sam Cassell,PG,34,MIN,81,2838,.488,15.2,,.854,.103,.089,.284,.377,.146,,.504,.618,.575,.501,.457,.398,,.251,.838,,.000,0,,.183,.412,,2,0,cassesa01
76,Kelvin Cato,PF,29,HOU,69,1743,.447,5.4,,1.000,.539,.183,.161,.117,.000,,.447,.624,.242,.259,.214,,,.839,,,.283,87,,,,,0,0,catoke01
77,Tyson Chandler,PF,21,CHI,35,782,.424,5.9,,.994,.500,.253,.101,.139,.006,,.427,.519,.300,.250,.455,.000,,.567,,,.120,16,,.000,,,1,0,chandty01
78,Calbert Cheaney,SF,32,GSW,79,2067,.481,11.8,,.983,.197,.171,.227,.388,.017,,.489,.737,.515,.374,.420,.000,,.716,,,.026,15,,.500,.000,,2,0,cheanca01
79,Doug Christie,SG,33,SAC,82,2780,.461,14.0,,.794,.289,.071,.051,.382,.206,,.491,.698,.245,.457,.384,.345,,.660,.898,,.084,55,,.387,.400,,2,0,chrisdo01
80,Keon Clark,PF,28,UTA,2,27,.333,9.6,,1.000,.333,.167,.167,.333,.000,,.333,.500,1.000,.000,.000,,,.500,,,.000,0,,,,,0,0,clarkke01
81,Speedy Claxton,PG,25,GSW,60,1595,.427,10.4,,.958,.303,.198,.115,.342,.042,,.438,.629,.288,.333,.391,.182,,.241,.500,,.000,0,,.045,.000,,1,0,claxtsp01
82,Mateen Cleaves,PG,26,CLE,4,92,.304,14.9,,.957,.217,.087,.261,.391,.043,,.318,.400,.500,.167,.333,.000,,.571,,,.000,0,,.000,,,1,0,cleavma01
83,Derrick Coleman,C,36,PHI,34,843,.413,11.0,,.861,.305,.162,.193,.201,.139,,.444,.608,.381,.320,.365,.222,,.636,1.000,,.062,15,,.167,.333,,0,0,colemde01
84,Bimbo Coles,PG,35,MIA,22,170,.353,13.4,,1.000,.235,.029,.118,.618,.000,,.353,.750,1.000,.000,.238,,,.750,,,.000,0,,,,,0,0,colesbi01
85,Jason Collier,C,26,ATL,20,545,.479,8.9,,.976,.358,.230,.109,.279,.024,,.484,.644,.263,.500,.457,.250,,.744,1.000,,.042,7,,.250,.000,,0,0,collija02
86,Jarron Collins,C,25,UTA,81,1732,.498,6.5,,.997,.532,.112,.146,.207,.003,,.500,.605,.515,.233,.410,.000,,.741,,,.003,0,,.000,,,1,0,collija03
87,Jason Collins,C,25,NJN,78,2220,.424,7.5,,.995,.458,.125,.208,.203,.005,,.427,.517,.313,.425,.295,.000,,.675,,,.063,22,,.000,,,0,0,collija04
88,Brian Cook,C,23,LAL,35,442,.475,12.8,,.965,.220,.078,.213,.454,.035,,.493,.677,.273,.433,.469,.000,,.821,,,.064,8,,.200,.000,,0,0,cookbr01
89,Omar Cook,PG,22,POR,17,139,.259,15.2,,.963,.185,.037,.111,.630,.037,,.269,.200,.000,.000,.353,.000,,.714,,,.000,0,,.000,,,0,0,cookom01
90,Chris Crawford,PF,28,ATL,56,1207,.448,13.2,,.760,.274,.108,.119,.259,.240,,.466,.628,.373,.286,.418,.389,,.683,.977,,.074,34,,.212,.458,,0,0,crawfch01
91,Jamal Crawford,SG,23,CHI,80,2811,.386,17.5,,.605,.140,.088,.107,.270,.395,,.432,.500,.422,.362,.427,.317,,.422,.642,,.015,20,,.192,.220,,5,1,crawfja01
92,Austin Croshere,PF,28,IND,77,1051,.388,15.6,,.531,.280,.049,.059,.143,.469,,.387,.477,.267,.111,.364,.389,,.619,.929,,.052,13,,.403,.431,,0,0,croshau01
93,Eddy Curry,PF,21,CHI,73,2154,.496,4.3,,.999,.514,.338,.120,.026,.001,,.496,.604,.423,.317,.136,1.000,,.726,1.000,,.127,99,,.000,,,0,0,curryed01
94,Michael Curry,SF,35,TOR,70,1229,.388,14.1,,.923,.199,.077,.133,.515,.077,,.403,.590,.467,.154,.386,.200,,.808,1.000,,.046,9,,.667,.300,,0,0,currymi01
95,Samuel Dalembert,C,22,PHI,82,2197,.541,4.1,,.998,.591,.208,.188,.010,.002,,.542,.634,.404,.394,.800,.000,,.741,,,.287,123,,.000,,,0,0,dalemsa01
96,Erick Dampier,C,28,GSW,74,2403,.535,3.1,,.997,.617,.295,.069,.015,.003,,.537,.666,.323,.289,.600,.000,,.534,,,.185,113,,.000,,,2,0,dampier01
97,Antonio Daniels,PG,28,SEA,71,1512,.470,13.4,,.709,.241,.188,.095,.183,.291,,.514,.729,.427,.342,.411,.362,,.359,.762,,.043,15,,.172,.400,,0,0,daniean01
98,Marquis Daniels,SG,23,DAL,56,1039,.494,7.9,,.912,.436,.207,.146,.124,.088,,.512,.654,.400,.383,.353,.306,,.417,1.000,,.058,23,,.222,.250,,1,0,daniema01
99,Antonio Davis,C,35,TOT,80,2570,.403,8.8,,1.000,.341,.168,.277,.214,.000,,.403,.467,.396,.377,.340,,,.669,,,.074,45,,,,,0,0,davisan01
99,Antonio Davis,C,35,TOR,15,538,.383,7.4,,1.000,.400,.167,.342,.092,.000,,.383,.417,.350,.415,.182,,,.565,,,.083,7,,,,,0,0,davisan01
99,Antonio Davis,C,35,CHI,65,2032,.407,9.1,,1.000,.328,.169,.263,.241,.000,,.407,.480,.407,.366,.354,,,.691,,,.072,38,,,,,0,0,davisan01
100,Baron Davis,PG,24,NOH,67,2686,.395,15.0,,.585,.289,.052,.091,.153,.415,,.448,.546,.315,.336,.374,.321,,.286,.529,,.024,31,,.129,.320,,3,0,davisba01
101,Dale Davis,C,34,POR,76,1682,.473,6.5,,1.000,.505,.117,.260,.117,.000,,.473,.585,.212,.479,.242,,,.602,,,.167,45,,,,,0,0,davisda01
102,Hubert Davis,SG,33,TOT,17,78,.091,12.0,,.909,.364,.000,.182,.364,.091,,.100,.250,,.000,.000,.000,,1.000,,,.000,0,,.000,,,0,0,davishu01
102,Hubert Davis,SG,33,DET,3,23,.000,12.6,,.500,.500,.000,.000,.000,.500,,.000,.000,,,,.000,,,,,.000,0,,.000,,,0,0,davishu01
102,Hubert Davis,SG,33,NJN,14,55,.111,11.9,,1.000,.333,.000,.222,.444,.000,,.111,.333,,.000,.000,,,1.000,,,.000,0,,,,,0,0,davishu01
103,Josh Davis,PF,23,ATL,4,23,.400,12.7,,.600,.400,.000,.200,.000,.400,,.667,1.000,,.000,,.000,,1.000,,,.200,1,,.000,,,0,0,davisjo02
104,Ricky Davis,SF-SG,24,TOT,79,2474,.469,13.0,,.853,.252,.089,.205,.306,.147,,.486,.690,.353,.395,.419,.371,,.523,.923,,.074,67,,.429,.450,,4,0,davisri01
104,Ricky Davis,SG,24,CLE,22,796,.431,13.8,,.846,.199,.096,.251,.299,.154,,.445,.613,.300,.436,.387,.354,,.615,.824,,.045,14,,.333,.375,,3,0,davisri01
