,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
1,Jeff Adrien,PF,24,GSW,23,196,.426,4.3,,1.000,.574,.315,.093,.019,.000,,.426,.581,.235,.000,1.000,,,.696,,,.093,5,,,,,0,0,adrieje01
2,Arron Afflalo,SG,25,DEN,69,2324,.498,14.8,,.604,.241,.132,.077,.155,.396,,.546,.662,.518,.500,.412,.423,,.565,1.000,,.002,1,,.581,.451,,1,0,afflaar01
3,Maurice Ager,SG,26,MIN,4,29,.545,16.4,,.636,.182,.273,.000,.182,.364,,.429,1.000,.000,,.500,.750,,.000,.333,,.000,0,,.000,,,1,1,agerma01
4,Alexis Ajinça,C,22,TOT,34,340,.444,15.5,,.744,.233,.068,.068,.376,.256,,.475,.677,.556,.222,.380,.353,,.660,1.000,,.090,9,,.059,1.000,,0,0,ajincal01
4,Alexis Ajinça,C,22,DAL,10,75,.375,14.8,,.781,.125,.125,.219,.313,.219,,.360,.500,.500,.286,.300,.429,,.556,1.000,,.031,0,,.286,1.000,,0,0,ajincal01
4,Alexis Ajinça,C,22,TOR,24,265,.465,15.7,,.733,.267,.050,.020,.396,.267,,.514,.704,.600,.000,.400,.333,,.684,1.000,,.109,9,,.000,,,0,0,ajincal01
5,Solomon Alabi,C,22,TOR,12,59,.200,9.0,,1.000,.133,.400,.333,.133,.000,,.200,1.000,.167,.000,.000,,,.000,,,.133,2,,,,,0,0,alabiso01
6,Cole Aldrich,C,22,OKC,18,142,.533,3.8,,1.000,.400,.600,.000,.000,.000,,.533,1.000,.222,,,,,.375,,,.333,5,,,,,0,0,aldrico01
7,LaMarcus Aldridge,PF,25,POR,81,3211,.500,9.3,,.984,.320,.271,.155,.238,.016,,.505,.704,.397,.402,.427,.174,,.546,.750,,.117,148,,.217,.000,,4,0,aldrila01
8,Malik Allen,PF,32,ORL,18,178,.355,12.3,,1.000,.226,.097,.194,.484,.000,,.355,.714,.333,.333,.200,,,.636,,,.000,0,,,,,0,0,allenma01
9,Ray Allen*,SG,35,BOS,80,2890,.491,16.3,,.613,.173,.085,.121,.235,.387,,.520,.651,.482,.458,.470,.444,,.622,.958,,.015,14,,.392,.514,,0,0,allenra02
10,Tony Allen,SG,29,MEM,72,1494,.510,6.4,,.953,.545,.234,.049,.126,.047,,.527,.672,.357,.292,.306,.174,,.575,1.000,,.079,36,,.565,.231,,1,0,allento01
11,Al-Farouq Aminu,SF,20,LAC,81,1452,.394,13.0,,.648,.315,.175,.037,.121,.352,,.437,.578,.423,.067,.204,.315,,.443,.978,,.081,27,,.385,.291,,1,0,aminual01
12,Lou Amundson,PF,28,GSW,46,691,.454,4.3,,1.000,.617,.230,.087,.066,.000,,.454,.575,.190,.313,.417,,,.566,,,.082,15,,,,,0,0,amundlo01
13,Chris Andersen,C,32,DEN,45,732,.599,4.2,,.993,.774,.088,.073,.058,.007,,.603,.670,.333,.100,.750,.000,,.732,,,.270,33,,.000,,,1,0,anderch01
14,David Andersen,PF,30,TOT,40,373,.463,16.3,,.810,.099,.116,.099,.496,.190,,.490,.500,.286,.667,.500,.348,,.750,1.000,,.008,1,,.000,,,0,0,anderda03
14,David Andersen,PF,30,TOR,11,150,.489,16.4,,.787,.106,.106,.128,.447,.213,,.541,.400,.200,.667,.619,.300,,.700,1.000,,.021,1,,.000,,,0,0,anderda03
14,David Andersen,PF,30,NOH,29,223,.446,16.3,,.824,.095,.122,.081,.527,.176,,.459,.571,.333,.667,.436,.385,,.786,1.000,,.000,0,,.000,,,0,0,anderda03
15,James Anderson,SF,21,SAS,26,286,.383,17.9,,.432,.198,.049,.062,.123,.568,,.371,.313,.250,.400,.500,.391,,.692,.944,,.025,2,,.370,.529,,0,0,anderja01
16,Ryan Anderson,PF,22,ORL,64,1424,.430,17.9,,.350,.242,.059,.010,.040,.650,,.500,.606,.258,.200,.286,.393,,.424,.985,,.046,21,,.246,.286,,1,0,anderry01
17,Carmelo Anthony,SF,26,TOT,77,2751,.455,12.4,,.833,.321,.101,.124,.286,.167,,.470,.594,.309,.353,.440,.378,,.418,.842,,.037,53,,.171,.372,,2,0,anthoca01
17,Carmelo Anthony,SF,26,DEN,50,1774,.452,11.7,,.870,.353,.098,.116,.303,.130,,.470,.566,.326,.366,.444,.333,,.441,.929,,.044,41,,.167,.333,,1,0,anthoca01
17,Carmelo Anthony,SF,26,NYK,27,977,.461,13.8,,.767,.265,.106,.140,.256,.233,,.472,.662,.281,.333,.431,.424,,.371,.774,,.022,12,,.176,.409,,1,0,anthoca01
18,Joel Anthony,C,28,MIA,75,1463,.535,4.5,,1.000,.495,.404,.091,.010,.000,,.535,.653,.400,.556,.000,,,.660,,,.172,14,,,,,0,0,anthojo01
19,Gilbert Arenas,PG,29,TOT,70,1796,.366,18.3,,.554,.123,.109,.080,.243,.446,,.423,.533,.350,.458,.388,.297,,.227,.742,,.000,0,,.083,.259,,4,0,arenagi01
19,Gilbert Arenas,PG,29,WAS,21,726,.394,18.7,,.561,.097,.094,.076,.294,.439,,.449,.656,.258,.480,.433,.324,,.301,.809,,.000,0,,.062,.222,,1,0,arenagi01
19,Gilbert Arenas,PG,29,ORL,49,1070,.344,18.0,,.550,.144,.121,.084,.200,.450,,.401,.466,.408,.441,.333,.275,,.157,.680,,.000,0,,.099,.278,,3,0,arenagi01
20,Trevor Ariza,SF,25,NOH,75,2600,.398,13.5,,.644,.286,.165,.064,.129,.356,,.450,.674,.246,.204,.337,.303,,.557,.963,,.064,47,,.384,.337,,2,0,arizatr01
21,Hilton Armstrong,C,26,TOT,53,488,.487,8.6,,.947,.382,.250,.171,.145,.053,,.486,.621,.421,.231,.545,.500,,.514,.000,,.145,10,,.000,,,0,0,armsthi01
21,Hilton Armstrong,C,26,WAS,41,412,.484,8.2,,.953,.391,.266,.188,.109,.047,,.492,.640,.471,.250,.429,.333,,.567,.000,,.156,9,,.000,,,0,0,armsthi01
21,Hilton Armstrong,C,26,ATL,12,76,.500,10.6,,.917,.333,.167,.083,.333,.083,,.455,.500,.000,.000,.750,1.000,,.200,.000,,.083,1,,.000,,,0,0,armsthi01
22,Carlos Arroyo,PG,31,TOT,64,1185,.440,18.4,,.747,.051,.044,.103,.549,.253,,.436,.500,.417,.393,.440,.449,,.629,.935,,.000,0,,.768,.491,,0,0,arroyca01
22,Carlos Arroyo,PG,31,MIA,49,995,.458,18.7,,.731,.042,.046,.092,.550,.269,,.466,.500,.455,.409,.473,.438,,.642,.964,,.000,0,,.797,.490,,0,0,arroyca01
22,Carlos Arroyo,PG,31,BOS,15,190,.314,16.4,,.857,.114,.029,.171,.543,.143,,.267,.500,.000,.333,.211,.600,,.500,.667,,.000,0,,.400,.500,,0,0,arroyca01
23,Darrell Arthur,PF,22,MEM,80,1609,.497,10.7,,.990,.292,.196,.125,.378,.010,,.502,.687,.434,.474,.403,.000,,.742,,,.085,49,,.333,.000,,0,0,arthuda01
24,Ömer Aşık,C,24,CHI,82,989,.553,2.0,,1.000,.872,.121,.007,.000,.000,,.553,.593,.235,1.000,,,,.590,,,.376,51,,,,,0,0,asikom01
25,D.J. Augustin,PG,23,CHA,82,2757,.416,14.3,,.652,.312,.109,.045,.187,.348,,.461,.545,.279,.372,.447,.333,,.236,.676,,.000,0,,.120,.375,,7,0,augusdj01
26,Luke Babbitt,SF,21,POR,24,137,.273,12.8,,.709,.273,.236,.036,.164,.291,,.308,.467,.308,.000,.111,.188,,.500,1.000,,.000,0,,.188,.333,,0,0,babbilu01
27,Renaldo Balkman,SF,26,TOT,8,62,.462,8.4,,.846,.615,.000,.154,.077,.154,,.455,.625,,.000,.000,.500,,1.000,1.000,,.308,4,,1.000,.500,,0,0,balkmre01
27,Renaldo Balkman,SF,26,DEN,5,44,.556,4.3,,1.000,.778,.000,.222,.000,.000,,.556,.714,,.000,,,,1.000,,,.444,4,,,,,0,0,balkmre01
27,Renaldo Balkman,SF,26,NYK,3,18,.250,17.7,,.500,.250,.000,.000,.250,.500,,.000,.000,,,.000,.500,,,1.000,,.000,0,,1.000,.500,,0,0,balkmre01
28,Marcus Banks,PG,29,TOR,3,22,.000,6.7,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,banksma01
29,Leandro Barbosa,SG,28,TOR,58,1395,.450,13.0,,.674,.381,.103,.031,.159,.326,,.505,.627,.313,.450,.346,.338,,.369,.861,,.002,1,,.394,.333,,2,0,barbole01
30,J.J. Barea,PG,26,DAL,81,1669,.439,12.4,,.709,.308,.197,.089,.114,.291,,.476,.630,.344,.379,.365,.349,,.119,.591,,.000,0,,.116,.364,,1,0,bareajo01
31,Andrea Bargnani,C,25,TOR,66,2353,.448,13.9,,.810,.178,.188,.180,.264,.190,,.472,.584,.432,.464,.429,.345,,.589,.909,,.024,25,,.013,.667,,3,0,bargnan01
32,Matt Barnes,SF,30,LAL,53,1020,.470,12.7,,.616,.387,.151,.018,.061,.384,,.564,.676,.381,.200,.412,.318,,.722,.853,,.043,10,,.439,.383,,2,0,barnema02
33,Earl Barron,C,29,TOT,21,305,.323,9.7,,1.000,.333,.182,.182,.303,.000,,.323,.485,.111,.333,.267,,,.688,,,.030,3,,,,,0,0,barroea01
33,Earl Barron,C,29,PHO,12,183,.235,8.7,,1.000,.314,.294,.157,.235,.000,,.235,.500,.000,.500,.000,,,.667,,,.039,2,,,,,0,0,barroea01
33,Earl Barron,C,29,MIL,7,85,.459,10.7,,1.000,.378,.027,.243,.351,.000,,.459,.500,1.000,.222,.538,,,.706,,,.027,1,,,,,0,0,barroea01
33,Earl Barron,C,29,POR,2,37,.273,10.6,,1.000,.273,.182,.091,.455,.000,,.273,.333,.500,.000,.200,,,.667,,,.000,0,,,,,0,0,barroea01
34,Brandon Bass,PF,25,ORL,76,1980,.515,10.4,,.997,.298,.132,.236,.332,.003,,.516,.682,.388,.421,.486,.000,,.657,,,.138,81,,.000,,,0,0,bassbr01
35,Tony Battie,C,34,PHI,38,377,.469,12.4,,.969,.198,.125,.240,.406,.031,,.462,.789,.500,.435,.308,.667,,.767,1.000,,.073,7,,.333,1.000,,0,0,battito01
36,Shane Battier,SF,32,TOT,82,2375,.450,15.7,,.475,.183,.232,.029,.031,.525,,.525,.624,.475,.333,.500,.382,,.583,.961,,.002,0,,.509,.426,,1,0,battish01
36,Shane Battier,SF,32,HOU,59,1818,.456,16.4,,.449,.167,.213,.034,.034,.551,,.536,.647,.471,.357,.571,.391,,.622,.966,,.000,0,,.484,.431,,1,0,battish01
36,Shane Battier,SF,32,MEM,23,557,.426,12.8,,.584,.248,.307,.010,.020,.416,,.492,.560,.484,.000,.000,.333,,.448,.929,,.010,0,,.643,.407,,0,0,battish01
37,Nicolas Batum,SF,22,POR,80,2522,.455,15.2,,.576,.286,.077,.051,.162,.424,,.535,.680,.419,.317,.405,.345,,.735,.983,,.072,53,,.415,.394,,5,0,batumni01
38,Jerryd Bayless,PG,22,TOT,71,1496,.422,13.7,,.718,.306,.110,.060,.242,.282,,.456,.570,.351,.290,.400,.336,,.254,.857,,.002,1,,.308,.378,,0,0,bayleje01
38,Jerryd Bayless,PG,22,NOH,11,149,.347,13.5,,.714,.204,.224,.143,.143,.286,,.400,.600,.182,.286,.571,.214,,.286,.333,,.000,0,,.214,.000,,0,0,bayleje01
38,Jerryd Bayless,PG,22,TOR,60,1347,.429,13.8,,.718,.316,.098,.051,.252,.282,,.461,.568,.391,.292,.390,.348,,.252,.891,,.002,1,,.318,.405,,0,0,bayleje01
39,Michael Beasley,SF,22,MIN,73,2361,.450,12.6,,.868,.193,.230,.176,.270,.132,,.463,.658,.413,.397,.409,.366,,.425,.683,,.030,33,,.140,.348,,0,0,beaslmi01
40,Rodrigue Beaubois,PG,22,DAL,28,496,.422,14.3,,.628,.296,.130,.063,.139,.372,,.493,.667,.345,.357,.323,.301,,.406,.800,,.013,3,,.181,.600,,1,0,beaubro01
41,Marco Belinelli,SG,24,NOH,80,1957,.437,18.3,,.531,.132,.068,.072,.259,.469,,.458,.604,.298,.400,.441,.414,,.756,.955,,.010,7,,.346,.411,,2,2,belinma01
42,Charlie Bell,SG,31,GSW,19,171,.279,19.7,,.512,.070,.093,.070,.279,.488,,.273,.333,.250,.000,.333,.286,,.833,1.000,,.000,0,,.524,.364,,1,0,bellch01
43,Raja Bell,SG,34,UTA,68,2097,.409,19.2,,.587,.084,.041,.062,.400,.413,,.449,.795,.263,.414,.401,.352,,.821,.985,,.002,1,,.358,.391,,0,0,bellra01
44,Mike Bibby,PG,32,TOT,80,2285,.431,20.9,,.396,.063,.028,.036,.269,.604,,.417,.722,.375,.381,.355,.440,,.526,.967,,.000,0,,.282,.459,,0,0,bibbymi01
44,Mike Bibby,PG,32,ATL,56,1674,.435,20.6,,.420,.068,.034,.039,.279,.580,,.427,.733,.400,.353,.366,.441,,.506,.965,,.000,0,,.266,.426,,0,0,bibbymi01
44,Mike Bibby,PG,32,WAS,2,29,.111,21.4,,.556,.000,.000,.000,.556,.444,,.200,,,,.200,.000,,.000,,,.000,0,,.250,.000,,0,0,bibbymi01
44,Mike Bibby,PG,32,MIA,22,582,.437,21.9,,.302,.048,.008,.032,.214,.698,,.395,.667,.000,.500,.333,.455,,.667,.975,,.000,0,,.330,.552,,0,0,bibbymi01
45,Andris Biedriņš,C,24,GSW,59,1397,.534,3.7,,1.000,.538,.447,.015,.000,.000,,.534,.643,.412,.250,,,,.676,,,.113,29,,,,,0,0,biedran01
46,Chauncey Billups,PG,34,TOT,72,2310,.427,18.0,,.543,.151,.072,.089,.230,.457,,.448,.575,.439,.451,.366,.402,,.212,.507,,.000,0,,.121,.341,,1,0,billuch01
