,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
9,Kyle Anderson,PF,30,MIN,63,1411,.471,8.8,,.885,.215,.486,.157,.027,.115,,.505,.606,.466,.462,.667,.211,,.493,1.000,,.021,7,,.658,.280,,1,0,anderky01
10,Giannis Antetokounmpo,PF,29,MIL,64,2240,.616,6.9,,.905,.507,.253,.066,.079,.095,,.650,.822,.465,.372,.372,.292,,.509,.485,,.193,218,,.027,.000,,1,0,antetgi01
11,Thanasis Antetokounmpo,PF,31,MIL,28,133,.500,4.1,,.962,.731,.192,.000,.038,.038,,.520,.579,.400,,.000,.000,,.769,,,.231,4,,1.000,.000,,0,0,antetth01
12,Cole Anthony,PG,23,ORL,66,1512,.429,14.7,,.653,.158,.239,.173,.084,.347,,.489,.653,.480,.449,.288,.316,,.283,.868,,.015,8,,.195,.286,,2,0,anthoco01
13,OG Anunoby,SF,26,TOT,43,1465,.498,14.2,,.528,.304,.122,.066,.036,.472,,.606,.743,.393,.394,.556,.377,,.694,.955,,.146,65,,.470,.459,,0,0,anunoog01
13,OG Anunoby,SF,26,TOR,27,900,.489,15.2,,.492,.265,.131,.056,.040,.508,,.608,.753,.405,.389,.615,.374,,.729,.951,,.128,36,,.405,.439,,0,0,anunoog01
13,OG Anunoby,SF,26,NYK,16,565,.514,12.4,,.592,.374,.106,.084,.028,.408,,.604,.731,.368,.400,.400,.384,,.641,.964,,.179,29,,.616,.489,,0,0,anunoog01
14,Ryan Arcidiacono,PG,29,NYK,20,45,.000,26.3,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,arcidry01
15,Deni Avdija,SF,23,WAS,63,1830,.512,10.6,,.715,.341,.306,.037,.031,.285,,.561,.735,.426,.125,.500,.388,,.593,.901,,.067,40,,.290,.491,,3,0,avdijde01
16,Deandre Ayton,C,25,POR,44,1416,.576,8.1,,.996,.289,.329,.244,.135,.004,,.577,.742,.536,.425,.595,.500,,.734,1.000,,.127,62,,1.000,.500,,0,0,aytonde01
17,Udoka Azubuike,C,24,PHO,14,107,.727,2.4,,1.000,.727,.273,.000,.000,.000,,.727,.813,.500,,,,,.563,,,.545,10,,,,,0,0,azubuud01
18,Ibou Badji,C,21,POR,18,203,.632,2.9,,1.000,.684,.211,.105,.000,.000,,.632,.769,.250,.500,,,,.417,,,.474,7,,,,,0,0,badjiib01
19,Marvin Bagley III,C,24,TOT,44,932,.575,4.9,,.953,.544,.300,.092,.017,.047,,.589,.714,.454,.394,.000,.294,,.649,1.000,,.189,62,,.294,.200,,0,0,baglema01
19,Marvin Bagley III,C,24,DET,26,478,.591,4.9,,.967,.552,.276,.105,.033,.033,,.606,.710,.540,.421,.000,.167,,.660,1.000,,.204,34,,.167,.000,,0,0,baglema01
19,Marvin Bagley III,C,24,WAS,18,454,.559,4.9,,.939,.536,.324,.078,.000,.061,,.571,.719,.379,.357,,.364,,.635,1.000,,.173,28,,.364,.250,,0,0,baglema01
20,Amari Bailey,PG,19,CHO,4,16,.286,18.9,,.571,.143,.000,.143,.286,.429,,.500,1.000,,.000,.500,.000,,.500,,,.143,1,,.000,,,0,0,baileam01
21,Patrick Baldwin Jr.,SF,21,WAS,23,187,.362,16.2,,.431,.276,.103,.017,.034,.569,,.360,.438,.333,.000,.000,.364,,.889,1.000,,.052,3,,.212,.286,,0,0,baldwpa01
22,LaMelo Ball,PG,22,CHO,22,711,.433,15.4,,.534,.191,.265,.054,.024,.466,,.500,.654,.455,.348,.100,.355,,.159,.586,,.002,0,,.157,.484,,0,0,ballla01
23,Mo Bamba,C,25,PHI,44,517,.479,9.3,,.725,.514,.169,.007,.035,.275,,.505,.562,.375,1.000,.200,.410,,.615,1.000,,.183,22,,.103,.000,,0,0,bambamo01
24,Paolo Banchero,PF,21,ORL,65,2270,.461,12.3,,.765,.225,.244,.188,.109,.235,,.491,.699,.417,.393,.395,.362,,.350,.670,,.058,60,,.067,.167,,0,0,banchpa01
25,Desmond Bane,SG,25,MEM,37,1277,.474,15.8,,.540,.223,.167,.062,.089,.460,,.551,.716,.397,.558,.419,.384,,.406,.618,,.007,5,,.156,.440,,2,0,banede01
26,Dalano Banton,PG,24,TOT,39,532,.405,12.7,,.634,.269,.278,.053,.035,.366,,.451,.590,.381,.250,.250,.325,,.292,.889,,.040,9,,.217,.222,,0,0,bantoda01
26,Dalano Banton,PG,24,BOS,24,171,.373,11.3,,.686,.275,.353,.020,.039,.314,,.486,.643,.444,.000,.000,.125,,.412,1.000,,.078,4,,.313,.200,,0,0,bantoda01
26,Dalano Banton,PG,24,POR,15,361,.415,13.1,,.619,.267,.256,.063,.034,.381,,.440,.574,.356,.273,.333,.373,,.250,.880,,.028,5,,.194,.231,,0,0,bantoda01
27,Dominick Barlow,PF,20,SAS,29,374,.510,7.7,,.913,.385,.250,.231,.048,.087,,.526,.575,.538,.500,.200,.333,,.700,1.000,,.087,8,,.889,.375,,0,0,barlodo01
28,Harrison Barnes,PF,31,SAC,65,1906,.489,16.3,,.456,.172,.216,.049,.019,.544,,.588,.673,.553,.464,.545,.406,,.627,.968,,.039,18,,.419,.431,,0,0,barneha02
29,Scottie Barnes,SG,22,TOR,60,2094,.475,12.4,,.686,.271,.268,.079,.069,.314,,.536,.733,.429,.297,.446,.341,,.462,.911,,.084,73,,.149,.364,,1,0,barnesc01
30,RJ Barrett,SG,23,TOT,53,1675,.489,10.6,,.704,.354,.269,.060,.022,.296,,.539,.685,.410,.298,.412,.369,,.609,.988,,.049,35,,.356,.422,,0,0,barrerj01
30,RJ Barrett,SG,23,NYK,26,766,.423,12.2,,.665,.278,.255,.093,.039,.335,,.469,.620,.374,.306,.400,.331,,.537,1.000,,.034,10,,.377,.388,,0,0,barrerj01
30,RJ Barrett,SG,23,TOR,27,909,.553,9.0,,.743,.428,.283,.028,.005,.258,,.599,.725,.442,.273,.500,.417,,.657,.977,,.065,25,,.330,.471,,0,0,barrerj01
31,Charles Bassey,C,23,SAS,19,205,.725,5.0,,.975,.650,.100,.200,.025,.025,,.744,.846,.750,.500,.000,.000,,.793,,,.250,10,,.000,,,0,0,bassech01
32,Emoni Bates,SF,20,CLE,11,88,.281,21.5,,.250,.125,.063,.000,.063,.750,,.375,.500,.000,,.500,.250,,.333,1.000,,.000,0,,.125,.333,,0,0,batesem01
33,Keita Bates-Diop,SF,28,TOT,50,654,.434,12.2,,.584,.343,.181,.060,.000,.416,,.526,.632,.333,.500,,.304,,.627,.952,,.096,15,,.623,.326,,0,0,bateske01
33,Keita Bates-Diop,SF,28,PHO,39,597,.427,12.4,,.573,.340,.173,.060,.000,.427,,.512,.608,.346,.444,,.313,,.614,.950,,.100,14,,.656,.333,,0,0,bateske01
33,Keita Bates-Diop,SF,28,BRK,11,57,.500,11.0,,.688,.375,.250,.063,.000,.313,,.636,.833,.250,1.000,,.200,,.714,1.000,,.063,1,,.200,.000,,0,0,bateske01
34,Nicolas Batum,PF,35,TOT,45,1094,.462,19.1,,.286,.198,.033,.038,.016,.714,,.615,.639,.833,.429,.333,.400,,.563,1.000,,.027,5,,.515,.433,,1,0,batumni01
34,Nicolas Batum,PF,35,LAC,3,54,.375,22.0,,.125,.000,.125,.000,.000,.875,,1.000,,1.000,,,.286,,1.000,1.000,,.125,1,,.571,.500,,0,0,batumni01
34,Nicolas Batum,PF,35,PHI,42,1040,.466,18.9,,.293,.207,.029,.040,.017,.707,,.608,.639,.800,.429,.333,.407,,.548,1.000,,.023,4,,.512,.429,,1,0,batumni01
35,Darius Bazley,PF,23,PHI,3,10,.000,0.8,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,1.000,0,,,,,0,0,bazleda01
36,Bradley Beal,SG,30,PHO,38,1248,.501,13.4,,.694,.235,.197,.134,.128,.306,,.555,.708,.468,.527,.437,.379,,.446,.828,,.036,17,,.278,.383,,0,0,bealbr01
37,Malik Beasley,SG,27,MIL,64,1900,.456,20.6,,.253,.073,.104,.042,.035,.747,,.527,.762,.483,.417,.300,.432,,.636,.946,,.010,5,,.399,.494,,0,0,beaslma01
38,MarJon Beauchamp,SF,23,MIL,45,589,.477,14.7,,.542,.284,.129,.045,.084,.458,,.548,.636,.450,.429,.462,.394,,.587,.964,,.103,12,,.394,.429,,0,0,beaucma01
39,Jules Bernard,SG,24,WAS,9,39,.412,18.1,,.353,.235,.059,.059,.000,.647,,.667,.750,1.000,.000,,.273,,.000,1.000,,.000,0,,.182,.000,,0,0,bernaju01
40,Dāvis Bertāns,PF,31,TOT,29,368,.373,24.2,,.119,.037,.037,.007,.037,.881,,.313,.400,.400,.000,.200,.381,,1.000,.956,,.007,1,,.246,.310,,0,0,bertada01
40,Dāvis Bertāns,PF,31,OKC,15,91,.385,23.8,,.077,.038,.000,.038,.000,.923,,.000,.000,,.000,,.417,,,.900,,.000,0,,.375,.333,,0,0,bertada01
40,Dāvis Bertāns,PF,31,CHO,14,277,.370,24.3,,.130,.037,.046,.000,.046,.870,,.357,.500,.400,,.200,.372,,1.000,.971,,.009,1,,.213,.300,,0,0,bertada01
41,Patrick Beverley,PG,35,TOT,62,1205,.416,15.2,,.527,.155,.300,.060,.013,.473,,.491,.673,.442,.316,.250,.333,,.341,.820,,.003,1,,.293,.523,,0,0,beverpa01
41,Patrick Beverley,PG,35,PHI,47,919,.432,14.9,,.548,.154,.315,.066,.012,.452,,.523,.703,.474,.375,.333,.321,,.348,.771,,.004,1,,.220,.583,,0,0,beverpa01
41,Patrick Beverley,PG,35,MIL,15,286,.368,16.1,,.461,.158,.250,.039,.013,.539,,.371,.583,.316,.000,.000,.366,,.308,.933,,.000,0,,.488,.450,,0,0,beverpa01
42,Saddiq Bey,SF,24,ATL,63,2062,.416,14.5,,.486,.287,.155,.033,.011,.514,,.522,.645,.361,.261,.375,.316,,.492,.982,,.066,44,,.453,.290,,1,0,beysa01
43,Goga Bitadze,C,24,ORL,53,907,.608,3.7,,.938,.691,.232,.005,.010,.062,,.637,.716,.444,.000,.000,.167,,.655,1.000,,.284,49,,.250,.000,,0,0,bitadgo01
44,Onuralp Bitim,SG,24,CHI,11,151,.442,16.1,,.419,.209,.163,.047,.000,.581,,.556,.778,.286,.500,,.360,,.500,1.000,,.093,3,,.360,.444,,0,0,bitimon01
45,Bismack Biyombo,C,31,TOT,35,750,.553,3.7,,1.000,.496,.496,.008,.000,.000,,.553,.705,.410,.000,,,,.765,,,.211,24,,,,,0,0,biyombi01
45,Bismack Biyombo,C,31,MEM,30,718,.563,3.7,,1.000,.487,.504,.008,.000,.000,,.563,.724,.417,.000,,,,.776,,,.210,24,,,,,0,0,biyombi01
45,Bismack Biyombo,C,31,OKC,5,32,.250,2.5,,1.000,.750,.250,.000,.000,.000,,.250,.333,.000,,,,,.000,,,.250,0,,,,,0,0,biyombi01
46,Anthony Black,PG,20,ORL,60,1090,.459,13.1,,.620,.310,.153,.087,.070,.380,,.500,.662,.400,.300,.250,.391,,.732,.941,,.096,20,,.494,.419,,0,0,blackan01
47,Leaky Black,SF,24,CHO,22,218,.436,12.1,,.615,.308,.231,.026,.051,.385,,.417,.667,.222,.000,.000,.467,,.600,1.000,,.077,3,,.467,.571,,0,0,blackle01
48,Bogdan Bogdanović,SG,31,ATL,63,1868,.423,18.7,,.404,.115,.149,.084,.056,.596,,.501,.574,.489,.459,.449,.370,,.601,.887,,.010,7,,.210,.418,,4,0,bogdabo01
49,Bojan Bogdanović,PF-SF,34,TOT,41,1216,.452,16.7,,.501,.117,.184,.133,.067,.499,,.504,.662,.461,.473,.405,.401,,.607,.892,,.004,2,,.260,.444,,0,0,bogdabo02
49,Bojan Bogdanović,PF,34,DET,28,921,.468,16.6,,.513,.111,.200,.141,.061,.487,,.518,.723,.447,.500,.423,.415,,.584,.860,,.002,1,,.232,.438,,0,0,bogdabo02
49,Bojan Bogdanović,SF,34,NYK,13,295,.400,17.2,,.462,.138,.131,.108,.085,.538,,.450,.500,.529,.357,.364,.357,,.704,1.000,,.008,1,,.343,.458,,0,0,bogdabo02
50,Bol Bol,PF,24,PHO,29,324,.609,12.7,,.696,.183,.322,.148,.043,.304,,.725,.952,.676,.706,.200,.343,,.759,1.000,,.104,11,,.600,.381,,0,0,bolbo01
51,Marques Bolden,C,25,TOT,4,16,.000,10.9,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,boldema01
51,Marques Bolden,C,25,MIL,2,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,boldema01
51,Marques Bolden,C,25,CHO,2,13,.000,10.9,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0,boldema01
52,Devin Booker,PG,27,PHO,53,1900,.491,15.3,,.698,.133,.159,.242,.164,.302,,.546,.752,.463,.536,.473,.363,,.354,.602,,.015,12,,.068,.476,,0,0,bookede01
53,Brandon Boston Jr.,SF,22,LAC,22,164,.405,13.8,,.684,.228,.139,.228,.089,.316,,.463,.667,.273,.444,.286,.280,,.640,.714,,.038,3,,.280,.429,,0,0,bostobr01
54,Chris Boucher,PF,31,TOR,50,705,.507,12.4,,.567,.373,.166,.009,.018,.433,,.642,.765,.417,.500,.250,.330,,.595,1.000,,.092,18,,.415,.256,,0,0,bouchch01
55,James Bouknight,SG,23,CHO,14,81,.439,20.2,,.268,.171,.049,.024,.024,.732,,.455,.714,.000,.000,.000,.433,,.400,.538,,.024,1,,.233,.286,,0,0,bouknja01
56,Jamaree Bouyea,PG,24,POR,6,57,.238,15.6,,.619,.238,.333,.000,.048,.381,,.385,.600,.143,,1.000,.000,,.400,,,.000,0,,.000,,,1,0,bouyeja01
57,Malaki Branham,PG,20,SAS,62,1278,.430,15.1,,.588,.172,.202,.146,.068,.412,,.493,.767,.307,.521,.294,.340,,.621,.957,,.018,9,,.257,.377,,0,0,branhma01
58,Christian Braun,SG,22,DEN,67,1289,.456,11.4,,.669,.320,.293,.029,.027,.331,,.498,.692,.345,.091,.300,.371,,.704,.957,,.061,21,,.306,.263,,1,0,braunch01
59,Mikal Bridges,SF,27,BRK,66,2330,.443,15.2,,.575,.184,.167,.163,.060,.425,,.502,.667,.415,.483,.288,.363,,.502,.864,,.017,18,,.344,.400,,2,0,bridgmi01
60,Miles Bridges,SF,25,CHO,56,2103,.459,13.6,,.632,.274,.217,.061,.081,.368,,.519,.685,.417,.377,.333,.357,,.567,.871,,.054,50,,.186,.333,,5,0,bridgmi02
61,Oshae Brissett,SF,25,BOS,43,466,.460,11.9,,.611,.345,.221,.009,.035,.389,,.580,.692,.440,1.000,.250,.273,,.650,1.000,,.142,15,,.523,.348,,0,0,brissos01
62,Izaiah Brockington,PG,24,NOP,1,3,.400,10.5,,.800,.400,.200,.000,.200,.200,,.500,1.000,.000,,.000,.000,,.500,,,.200,1,,.000,,,0,0,brockiz01
63,Malcolm Brogdon,PG,31,POR,39,1121,.440,15.4,,.599,.206,.157,.117,.119,.401,,.458,.608,.385,.431,.322,.412,,.257,.756,,.002,0,,.121,.500,,0,0,brogdma01
64,Armoni Brooks,PG,25,BRK,10,104,.326,20.0,,.304,.109,.152,.022,.022,.696,,.286,.000,.571,.000,.000,.344,,.750,.909,,.000,0,,.063,.000,,0,0,brookar01
65,Dillon Brooks,SF,28,HOU,57,1783,.437,15.5,,.530,.182,.229,.086,.033,.470,,.492,.700,.353,.423,.500,.375,,.589,.963,,.017,8,,.154,.455,,2,0,brookdi01
66,Bruce Brown,SG-PG,27,TOT,55,1563,.467,11.9,,.707,.250,.270,.150,.037,.293,,.532,.715,.414,.459,.444,.313,,.600,.911,,.024,12,,.375,.370,,1,0,brownbr01
66,Bruce Brown,SG,27,IND,33,981,.475,12.9,,.678,.207,.264,.162,.045,.322,,.545,.692,.458,.529,.429,.327,,.552,.909,,.019,6,,.436,.386,,1,0,brownbr01
66,Bruce Brown,PG,27,TOR,22,582,.455,10.2,,.758,.326,.281,.129,.022,.242,,.511,.741,.340,.304,.500,.279,,.681,.917,,.034,6,,.233,.300,,0,0,brownbr01
67,Charlie Brown Jr.,SG,26,NYK,8,37,.200,19.0,,.300,.100,.200,.000,.000,.700,,.000,.000,.000,,,.286,,,1.000,,.000,0,,.286,.500,,0,0,brownch02
68,Greg Brown III,PF,22,DAL,6,40,.455,8.5,,.727,.636,.091,.000,.000,.273,,.500,.571,.000,,,.333,,.750,1.000,,.273,2,,.000,,,0,0,browngr01
69,Jaylen Brown,SF,27,BOS,60,2004,.502,13.1,,.672,.238,.243,.123,.069,.328,,.574,.730,.498,.530,.378,.354,,.427,.640,,.073,65,,.204,.375,,0,0,brownja02
70,Kendall Brown,SG,20,IND,8,28,.500,9.0,,.833,.333,.333,.167,.000,.167,,.600,1.000,.500,.000,,.000,,.667,,,.000,0,,.000,,,0,0,brownke03
71,Kobe Brown,PF,24,LAC,35,289,.381,17.5,,.381,.238,.079,.048,.016,.619,,.500,.600,.400,.000,1.000,.308,,.750,1.000,,.063,4,,.308,.167,,0,0,brownko01
72,Moses Brown,C,24,POR,14,116,.471,3.7,,1.000,.382,.559,.029,.029,.000,,.471,.538,.474,.000,.000,,,.688,,,.265,7,,,,,0,0,brownmo01
73,Troy Brown Jr.,SF,24,TOT,44,495,.427,19.8,,.308,.140,.098,.035,.035,.692,,.568,.700,.286,.600,.800,.364,,.480,.889,,.000,0,,.293,.379,,2,0,browntr01
73,Troy Brown Jr.,SF,24,MIN,37,410,.441,19.9,,.288,.136,.076,.042,.034,.712,,.618,.750,.333,.600,.750,.369,,.476,.871,,.000,0,,.321,.370,,1,0,browntr01
73,Troy Brown Jr.,SF,24,DET,7,85,.360,19.3,,.400,.160,.200,.000,.040,.600,,.400,.500,.200,,1.000,.333,,.500,1.000,,.000,0,,.133,.500,,1,0,browntr01
74,Jalen Brunson,PG,27,NYK,61,2145,.475,14.5,,.674,.124,.271,.183,.096,.326,,.512,.649,.501,.460,.462,.400,,.239,.590,,.002,2,,.124,.460,,1,0,brunsja01
75,Thomas Bryant,C,26,MIA,29,306,.570,6.6,,.903,.452,.323,.075,.054,.097,,.631,.786,.567,.429,.000,.000,,.717,,,.258,22,,.444,.000,,0,0,bryanth01
76,Kobe Bufkin,SG,20,ATL,9,89,.351,17.0,,.541,.108,.216,.081,.135,.459,,.400,.250,.375,.333,.600,.294,,.250,.600,,.000,0,,.118,.000,,0,0,bufkiko01
77,Reggie Bullock,SF,32,HOU,28,253,.411,21.7,,.214,.054,.054,.036,.071,.786,,.500,1.000,.333,.500,.250,.386,,1.000,.941,,.000,0,,.409,.500,,0,0,bullore01
78,Alec Burks,SG,32,TOT,57,1100,.376,18.8,,.413,.079,.137,.116,.081,.587,,.374,.488,.310,.417,.310,.378,,.500,.765,,.000,0,,.286,.356,,0,0,burksal01
78,Alec Burks,SG,32,DET,43,901,.394,19.2,,.392,.069,.135,.101,.086,.608,,.384,.536,.273,.463,.343,.401,,.541,.788,,.000,0,,.279,.391,,0,0,burksal01
78,Alec Burks,SG,32,NYK,14,199,.313,17.0,,.491,.116,.143,.170,.063,.509,,.345,.385,.438,.316,.143,.281,,.368,.625,,.000,0,,.316,.222,,0,0,burksal01
79,Jared Butler,SG,23,WAS,24,202,.521,14.3,,.589,.288,.260,.027,.014,.411,,.651,.810,.474,1.000,.000,.333,,.500,.700,,.027,2,,.100,.333,,2,0,butleja02
80,Jimmy Butler,PF,34,MIA,47,1605,.500,9.5,,.831,.272,.359,.144,.056,.169,,.516,.680,.459,.366,.472,.422,,.460,.783,,.056,34,,.468,.431,,0,0,butleji01
81,Jamal Cain,PF,24,MIA,17,226,.420,12.7,,.623,.246,.232,.101,.043,.377,,.488,.647,.313,.429,.667,.308,,.667,.875,,.087,5,,.654,.294,,0,0,cainja01
82,Kentavious Caldwell-Pope,SG,30,DEN,61,1929,.446,16.8,,.503,.185,.088,.086,.143,.497,,.502,.557,.452,.439,.500,.390,,.767,.957,,.019,9,,.360,.424,,0,0,caldwke01
83,Toumani Camara,PF,23,POR,63,1537,.439,11.6,,.608,.348,.223,.026,.010,.392,,.513,.634,.360,.300,.250,.325,,.517,1.000,,.073,22,,.450,.309,,0,0,camarto01
84,Clint Capela,C,29,ATL,58,1475,.563,2.3,,1.000,.708,.281,.006,.004,.000,,.563,.629,.409,.333,.000,,,.657,,,.248,113,,,,,0,0,capelca01
85,Jevon Carter,PG,28,CHI,63,860,.385,20.2,,.373,.041,.096,.143,.092,.627,,.462,.308,.433,.511,.483,.340,,.667,.881,,.000,0,,.269,.415,,1,0,carteje01
86,Wendell Carter Jr.,C,24,ORL,40,1050,.538,12.2,,.623,.340,.198,.066,.019,.377,,.621,.824,.365,.429,.333,.400,,.724,.979,,.189,52,,.383,.391,,0,0,cartewe01
87,D.J. Carton,SG,23,TOR,4,36,.375,14.4,,.500,.250,.250,.000,.000,.500,,.500,.500,.500,,,.250,,.500,1.000,,.000,0,,.750,.333,,0,0,cartodj01
88,Alex Caruso,SG,29,CHI,58,1606,.465,17.1,,.389,.217,.120,.021,.032,.611,,.580,.702,.423,.667,.286,.392,,.459,.885,,.032,13,,.355,.362,,0,0,carusal01
89,Colin Castleton,C,23,LAL,7,36,.700,3.6,,1.000,.700,.200,.100,.000,.000,,.700,.714,.500,1.000,,,,.714,,,.200,2,,,,,0,0,castlco01
90,Malcolm Cazalon,SG,22,DET,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,cazalma01
91,Julian Champagnie,SF,22,SAS,59,1042,.398,19.2,,.280,.163,.087,.017,.014,.720,,.457,.638,.240,.000,.250,.375,,.865,.974,,.052,9,,.332,.391,,0,0,champju02
92,Justin Champagnie,SF,22,WAS,4,19,.455,15.1,,.455,.364,.091,.000,.000,.545,,.800,.750,1.000,,,.167,,1.000,1.000,,.000,0,,.333,.000,,0,0,champju01
93,Max Christie,SG,20,LAL,53,833,.431,16.4,,.505,.147,.167,.132,.059,.495,,.505,.600,.382,.556,.500,.356,,.654,.972,,.069,13,,.436,.432,,1,0,chrisma02
94,Sidy Cissoko,SF,19,SAS,6,32,.167,18.5,,.333,.000,.333,.000,.000,.667,,.500,,.500,,,.000,,1.000,,,.000,0,,.500,.000,,0,0,cissosi01
95,Jordan Clarkson,SG,31,UTA,54,1649,.417,14.9,,.621,.114,.336,.126,.044,.379,,.490,.598,.482,.412,.500,.296,,.370,.703,,.017,13,,.134,.415,,8,0,clarkjo01
96,Nic Claxton,C,24,BRK,56,1659,.628,3.6,,.992,.594,.340,.049,.008,.008,,.631,.762,.453,.304,.500,.250,,.730,1.000,,.313,132,,1.000,.250,,0,0,claxtni01
97,Noah Clowney,PF,19,BRK,9,82,.611,7.7,,.778,.444,.333,.000,.000,.222,,.714,1.000,.333,,,.250,,.700,1.000,,.167,3,,.750,.000,,0,0,clownno01
98,Amir Coffey,SF,26,LAC,54,1027,.513,16.0,,.491,.175,.154,.128,.034,.509,,.609,.732,.611,.467,.500,.420,,.800,.960,,.026,6,,.571,.412,,2,0,coffeam01
99,John Collins,PF,26,UTA,62,1754,.527,11.0,,.685,.314,.284,.046,.041,.315,,.609,.778,.500,.419,.286,.347,,.734,.986,,.146,95,,.455,.361,,0,0,collijo01
100,Zach Collins,C,26,SAS,55,1257,.483,11.9,,.695,.246,.321,.086,.042,.305,,.559,.715,.506,.465,.238,.309,,.701,1.000,,.038,19,,.105,.375,,0,0,colliza01
101,Mike Conley,PG,36,MIN,61,1762,.445,19.0,,.368,.080,.149,.099,.040,.632,,.470,.700,.459,.327,.400,.430,,.465,.815,,.000,0,,.239,.493,,0,0,conlemi01
102,Pat Connaughton,SF,31,MIL,61,1332,.457,18.5,,.296,.184,.109,.000,.004,.704,,.646,.816,.345,,1.000,.378,,.647,.958,,.019,3,,.420,.418,,0,0,connapa01
103,Bilal Coulibaly,SF,19,WAS,62,1685,.433,13.3,,.570,.305,.191,.035,.038,.430,,.498,.667,.346,.133,.250,.346,,.617,.952,,.130,48,,.478,.391,,0,0,coulibi01
104,Ricky Council IV,SG,22,PHI,22,202,.459,9.6,,.765,.365,.318,.047,.035,.235,,.538,.613,.444,.500,.667,.200,,.629,1.000,,.094,7,,.200,.000,,0,0,councri01
105,Robert Covington,SF-PF,33,TOT,29,488,.439,16.4,,.429,.245,.143,.031,.010,.571,,.571,.625,.571,.333,.000,.339,,.750,1.000,,.031,3,,.268,.467,,0,0,covinro01
