,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
14,Kostas Antetokounmpo,PF,22,LAL,5,20,1.000,1.5,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.667,,,1.000,3,,,,,0,0,antetko01
15,Thanasis Antetokounmpo,SF,27,MIL,20,129,.500,8.1,,.792,.667,.063,.063,.000,.208,,.632,.656,.333,.667,,.000,,.583,,,.229,11,,.400,.000,,2,0,antetth01
16,Carmelo Anthony,PF,35,POR,58,1902,.430,14.5,,.711,.193,.105,.238,.175,.289,,.448,.530,.476,.419,.380,.385,,.390,.943,,.032,17,,.212,.563,,1,0,anthoca01
17,OG Anunoby,SF,22,TOR,69,2066,.505,11.6,,.597,.452,.111,.025,.009,.403,,.583,.680,.270,.357,.200,.390,,.640,.955,,.154,84,,.504,.400,,0,0,anunoog01
18,Ryan Arcidiacono,PG,25,CHI,58,930,.409,18.4,,.373,.150,.100,.100,.023,.627,,.439,.606,.318,.318,.400,.391,,.500,.889,,.000,0,,.290,.475,,0,0,arcidry01
19,Trevor Ariza,SF,34,TOT,53,1493,.438,17.0,,.361,.269,.065,.012,.015,.639,,.556,.701,.190,.000,.000,.372,,.692,.948,,.059,16,,.377,.397,,1,0,arizatr01
19,Trevor Ariza,SF,34,SAC,32,791,.388,19.4,,.261,.188,.042,.012,.018,.739,,.488,.677,.000,.000,.000,.352,,.571,.977,,.036,6,,.369,.333,,1,0,arizatr01
19,Trevor Ariza,SF,34,POR,21,702,.491,14.5,,.465,.352,.088,.013,.013,.535,,.595,.714,.286,.000,.000,.400,,.750,.912,,.082,10,,.388,.485,,0,0,arizatr01
20,D.J. Augustin,PG,32,ORL,57,1420,.399,15.9,,.564,.197,.167,.121,.078,.436,,.438,.571,.286,.500,.333,.348,,.193,.629,,.000,0,,.129,.346,,5,0,augusdj01
21,Deandre Ayton,C,21,PHO,38,1236,.546,6.7,,.977,.461,.227,.188,.100,.023,,.553,.725,.411,.393,.386,.231,,.746,1.000,,.164,83,,.154,.500,,0,0,aytonde01
22,Dwayne Bacon,SG,24,CHO,39,687,.348,11.6,,.725,.320,.238,.107,.061,.275,,.373,.449,.345,.231,.333,.284,,.470,.895,,.012,3,,.149,.300,,0,0,bacondw01
23,Marvin Bagley III,C,20,SAC,13,334,.467,8.2,,.868,.431,.293,.060,.084,.132,,.510,.681,.306,.200,.571,.182,,.635,1.000,,.174,25,,.045,.000,,0,0,baglema01
24,Lonzo Ball,PG,22,NOP,63,2025,.403,17.7,,.425,.214,.083,.049,.079,.575,,.442,.605,.246,.324,.278,.375,,.403,.824,,.023,15,,.210,.349,,2,0,balllo01
25,Mo Bamba,C,21,ORL,62,878,.462,12.4,,.626,.406,.126,.031,.063,.374,,.531,.681,.194,.444,.278,.346,,.537,1.000,,.143,39,,.103,.182,,0,0,bambamo01
26,J.J. Barea,PG,35,DAL,29,450,.411,14.8,,.589,.266,.150,.101,.072,.411,,.434,.582,.290,.286,.400,.376,,.094,.406,,.000,0,,.094,.500,,1,0,bareajo01
27,Harrison Barnes,PF,27,SAC,72,2482,.460,11.8,,.662,.294,.285,.058,.025,.338,,.501,.691,.363,.304,.300,.381,,.525,.873,,.043,31,,.336,.356,,1,1,barneha02
28,RJ Barrett,SG,19,NYK,56,1704,.402,10.7,,.729,.392,.201,.065,.072,.271,,.432,.568,.267,.277,.288,.320,,.354,.937,,.056,35,,.299,.356,,1,0,barrerj01
29,Will Barton,SF,29,DEN,58,1916,.450,13.5,,.610,.286,.186,.079,.060,.390,,.498,.616,.328,.414,.568,.375,,.393,.704,,.037,25,,.122,.486,,1,1,bartowi01
30,Keita Bates-Diop,PF-SF,24,TOT,44,744,.427,12.9,,.560,.385,.128,.034,.013,.440,,.504,.611,.300,.125,.333,.330,,.667,.941,,.034,8,,.417,.419,,0,0,bateske01
30,Keita Bates-Diop,PF,24,MIN,37,646,.422,13.4,,.544,.354,.136,.039,.015,.456,,.500,.644,.250,.125,.333,.330,,.661,.968,,.039,8,,.404,.421,,0,0,bateske01
30,Keita Bates-Diop,SF,24,DEN,7,98,.464,8.9,,.679,.607,.071,.000,.000,.321,,.526,.471,1.000,,,.333,,.700,.667,,.000,0,,.556,.400,,0,0,bateske01
31,Nicolas Batum,SF,31,CHO,22,505,.346,18.1,,.395,.222,.012,.074,.086,.605,,.438,.611,1.000,.333,.000,.286,,.214,.929,,.037,3,,.388,.316,,0,0,batumni01
32,Aron Baynes,C,33,PHO,42,934,.480,13.3,,.559,.333,.171,.039,.016,.441,,.582,.638,.569,.333,.167,.351,,.734,1.000,,.081,28,,.143,.250,,0,0,baynear01
33,Kent Bazemore,SF,30,TOT,68,1688,.375,14.9,,.543,.268,.139,.069,.067,.457,,.400,.531,.243,.297,.306,.344,,.491,.952,,.026,14,,.459,.313,,5,0,bazemke01
33,Kent Bazemore,SF,30,POR,43,1111,.347,16.8,,.475,.212,.104,.083,.077,.525,,.368,.464,.235,.259,.400,.327,,.404,.946,,.015,5,,.433,.297,,4,0,bazemke01
33,Kent Bazemore,SF,30,SAC,25,577,.418,11.9,,.649,.356,.192,.048,.053,.351,,.437,.595,.250,.400,.091,.384,,.576,.964,,.043,9,,.521,.342,,1,0,bazemke01
34,Darius Bazley,PF,19,OKC,61,1130,.394,13.7,,.555,.287,.196,.038,.035,.445,,.432,.604,.226,.250,.364,.348,,.618,.898,,.085,24,,.333,.298,,0,0,bazleda01
35,Bradley Beal,SG,26,WAS,57,2053,.455,14.7,,.631,.239,.141,.135,.115,.369,,.515,.689,.397,.438,.387,.353,,.376,.635,,.035,41,,.119,.316,,1,0,bealbr01
36,Malik Beasley,SG,23,TOT,55,1209,.425,16.7,,.483,.189,.129,.096,.069,.517,,.465,.634,.261,.471,.378,.388,,.667,.888,,.030,13,,.185,.451,,1,0,beaslma01
36,Malik Beasley,SG,23,DEN,41,746,.389,17.7,,.465,.143,.130,.103,.090,.535,,.421,.581,.231,.452,.407,.360,,.644,.966,,.023,5,,.193,.419,,1,0,beaslma01
36,Malik Beasley,SG,23,MIN,14,463,.472,15.5,,.506,.249,.129,.086,.043,.494,,.517,.672,.300,.500,.300,.426,,.689,.796,,.039,8,,.174,.500,,0,0,beaslma01
37,Marco Belinelli,SG,33,SAS,57,883,.392,20.5,,.433,.086,.048,.048,.252,.567,,.412,.667,.200,.333,.380,.376,,.893,.896,,.000,0,,.219,.410,,0,0,belinma01
38,Jordan Bell,C,25,TOT,29,256,.522,7.2,,.821,.627,.119,.045,.030,.179,,.564,.643,.500,.000,.000,.333,,.742,.750,,.134,8,,.667,.500,,0,0,belljo01
38,Jordan Bell,C,25,MIN,27,235,.533,6.1,,.850,.683,.117,.050,.000,.150,,.588,.634,.571,.000,,.222,,.733,.500,,.150,8,,.556,.400,,0,0,belljo01
38,Jordan Bell,C,25,MEM,2,21,.429,16.7,,.571,.143,.143,.000,.286,.429,,.250,1.000,.000,,.000,.667,,1.000,1.000,,.000,0,,1.000,.667,,0,0,belljo01
39,DeAndre' Bembry,SG,25,ATL,43,915,.456,9.7,,.715,.469,.206,.031,.009,.285,,.546,.607,.426,.571,.000,.231,,.584,1.000,,.096,19,,.400,.308,,1,0,bembrde01
40,Dragan Bender,PF-C,22,TOT,16,286,.446,13.9,,.533,.272,.261,.000,.000,.467,,.531,.680,.375,,,.349,,.846,1.000,,.065,6,,.279,.417,,0,0,bendedr01
40,Dragan Bender,C,22,MIL,7,91,.476,11.7,,.571,.476,.095,.000,.000,.429,,.500,.600,.000,,,.444,,1.000,1.000,,.143,3,,.556,.600,,0,0,bendedr01
40,Dragan Bender,PF,22,GSW,9,195,.437,14.6,,.521,.211,.310,.000,.000,.479,,.541,.733,.409,,,.324,,.800,1.000,,.042,3,,.206,.286,,0,0,bendedr01
41,Dāvis Bertāns,PF,27,WAS,54,1583,.434,22.2,,.226,.097,.059,.034,.036,.774,,.471,.644,.306,.429,.318,.424,,.754,.915,,.025,14,,.078,.568,,1,0,bertada01
42,Patrick Beverley,PG,31,LAC,51,1342,.431,17.2,,.396,.194,.147,.041,.015,.604,,.496,.591,.460,.286,.200,.388,,.299,.950,,.006,1,,.311,.422,,0,0,beverpa01
43,Khem Birch,C,27,ORL,48,922,.510,4.5,,.993,.476,.448,.063,.007,.007,,.514,.706,.344,.222,1.000,.000,,.671,,,.175,23,,1.000,.000,,0,0,birchkh01
44,Goga Bitadze,C,20,IND,54,471,.467,13.4,,.720,.267,.167,.140,.147,.280,,.574,.775,.520,.333,.500,.190,,.839,1.000,,.093,14,,.095,.250,,1,0,bitadgo01
45,Bismack Biyombo,C,27,CHO,53,1029,.543,3.6,,1.000,.604,.320,.065,.011,.000,,.543,.702,.315,.278,.000,,,.834,,,.212,56,,,,,0,0,biyombi01
46,Nemanja Bjelica,PF,31,SAC,72,2011,.481,15.4,,.510,.253,.198,.031,.029,.490,,.541,.630,.465,.450,.368,.419,,.550,.948,,.028,18,,.125,.525,,0,0,bjeline01
47,Eric Bledsoe,PG,30,MIL,61,1646,.475,12.2,,.694,.337,.185,.098,.074,.306,,.533,.709,.354,.362,.404,.344,,.319,.459,,.003,2,,.126,.296,,0,0,bledser01
48,Bogdan Bogdanović,SG,27,SAC,61,1766,.440,18.5,,.424,.121,.128,.099,.076,.576,,.532,.677,.459,.434,.552,.372,,.358,.854,,.004,2,,.193,.365,,1,0,bogdabo01
49,Bojan Bogdanović,SF,30,UTA,63,2083,.447,15.4,,.511,.195,.207,.080,.029,.489,,.479,.698,.361,.333,.259,.414,,.507,.857,,.029,22,,.282,.473,,0,0,bogdabo02
50,Bol Bol,PF,20,DEN,7,87,.500,12.1,,.679,.321,.143,.179,.036,.321,,.526,.778,.500,.200,.000,.444,,.500,1.000,,.107,3,,.222,.000,,0,0,bolbo01
51,Jonah Bolden,C,24,TOT,7,47,.364,9.7,,.636,.636,.000,.000,.000,.364,,.571,.571,,,,.000,,.500,,,.182,1,,.500,.000,,0,0,boldejo01
51,Jonah Bolden,C,24,PHI,4,14,.667,8.7,,.667,.667,.000,.000,.000,.333,,1.000,1.000,,,,.000,,1.000,,,.000,0,,1.000,.000,,0,0,boldejo01
51,Jonah Bolden,C,24,PHO,3,33,.250,10.0,,.625,.625,.000,.000,.000,.375,,.400,.400,,,,.000,,.000,,,.250,1,,.333,.000,,0,0,boldejo01
52,Marques Bolden,C,21,CLE,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,boldema01
53,Jordan Bone,PG,22,DET,10,53,.250,17.8,,.500,.050,.150,.250,.050,.500,,.300,1.000,.000,.400,.000,.200,,.667,.500,,.000,0,,.000,,,0,0,bonejo01
54,Isaac Bonga,SF,20,WAS,66,1250,.504,10.1,,.697,.462,.179,.038,.017,.303,,.571,.648,.476,.222,.250,.352,,.559,1.000,,.043,8,,.380,.444,,2,0,bongais01
55,Devin Booker,SG,23,PHO,70,2512,.489,14.1,,.690,.228,.136,.213,.112,.310,,.549,.720,.463,.487,.424,.354,,.416,.610,,.017,22,,.090,.361,,0,0,bookede01
56,Chris Boucher,C,27,TOR,62,819,.472,11.8,,.605,.468,.100,.017,.020,.395,,.569,.621,.433,.200,.333,.322,,.660,1.000,,.157,44,,.144,.176,,0,0,bouchch01
57,Brian Bowen,SF,21,IND,6,31,.300,9.9,,.800,.400,.200,.100,.100,.200,,.375,.250,1.000,.000,.000,.000,,.667,,,.100,1,,1.000,.000,,0,0,bowenbr02
58,Ky Bowman,PG,22,GSW,45,1015,.417,14.8,,.667,.209,.159,.146,.153,.333,,.472,.657,.314,.468,.388,.308,,.446,.727,,.040,11,,.234,.440,,1,0,bowmaky01
59,Avery Bradley,SG,29,LAL,49,1186,.444,16.9,,.548,.170,.091,.076,.211,.452,,.510,.646,.429,.448,.457,.364,,.738,.921,,.005,2,,.468,.358,,1,0,bradlav01
60,Tony Bradley,C,22,UTA,58,663,.667,2.9,,.984,.762,.201,.016,.005,.016,,.661,.743,.368,.667,.000,1.000,,.691,1.000,,.201,32,,.000,,,0,0,bradlto01
61,Jarrell Brantley,PF,23,UTA,9,96,.357,13.6,,.536,.286,.214,.036,.000,.464,,.467,.750,.167,.000,,.231,,.429,1.000,,.036,1,,.462,.333,,0,0,brantja01
62,Ignas Brazdeikis,SF,21,NYK,9,53,.273,15.7,,.591,.273,.136,.045,.136,.409,,.385,.833,.000,.000,.000,.111,,.200,1.000,,.000,0,,.111,.000,,0,0,brazdig01
63,Corey Brewer,PF,33,SAC,5,33,.500,7.5,,.750,.500,.250,.000,.000,.250,,.667,1.000,.000,,,.000,,1.000,,,.000,0,,1.000,.000,,0,0,breweco01
64,Mikal Bridges,SF,23,PHO,73,2042,.510,12.6,,.599,.386,.122,.062,.029,.401,,.610,.749,.339,.367,.429,.361,,.763,.986,,.101,43,,.490,.411,,1,0,bridgmi01
65,Miles Bridges,SF,21,CHO,65,1995,.424,12.9,,.602,.308,.226,.050,.017,.398,,.486,.621,.335,.316,.538,.330,,.514,.939,,.070,47,,.353,.377,,4,0,bridgmi02
66,Oshae Brissett,SF,21,TOR,19,135,.361,11.7,,.583,.389,.167,.028,.000,.417,,.476,.714,.000,.000,,.200,,.600,1.000,,.194,6,,.533,.250,,0,0,brissos01
67,Ryan Broekhoff,SF,29,DAL,17,180,.373,22.5,,.136,.068,.034,.034,.000,.864,,.250,.250,.500,.000,,.392,,.500,.950,,.000,0,,.294,.400,,0,0,broekry01
68,Malcolm Brogdon,PG,27,IND,54,1666,.438,13.9,,.691,.325,.087,.099,.179,.309,,.488,.533,.308,.541,.466,.326,,.187,.453,,.008,6,,.078,.222,,0,0,brogdma01
69,Dillon Brooks,SG,24,MEM,73,2112,.407,15.6,,.615,.169,.155,.174,.117,.385,,.438,.528,.380,.435,.392,.358,,.535,.891,,.013,11,,.107,.386,,1,0,brookdi01
70,Bruce Brown,PG,23,DET,58,1634,.443,8.5,,.785,.391,.347,.036,.011,.215,,.470,.600,.355,.250,.200,.344,,.382,.970,,.056,21,,.625,.417,,0,0,brownbr01
71,Charlie Brown Jr.,SG,22,ATL,10,40,.316,14.3,,.526,.263,.211,.053,.000,.474,,.300,.200,.500,.000,,.333,,1.000,1.000,,.053,1,,.222,.000,,0,0,brownch02
72,Jaylen Brown,SG,23,BOS,57,1934,.481,13.6,,.619,.269,.194,.090,.065,.381,,.543,.703,.407,.488,.362,.382,,.477,.884,,.051,38,,.269,.484,,2,0,brownja02
73,Moses Brown,C,20,POR,9,33,.400,2.0,,1.000,.800,.200,.000,.000,.000,,.400,.375,.500,,,,,.750,,,.200,1,,,,,0,0,brownmo01
74,Sterling Brown,SF,24,MIL,52,767,.371,16.4,,.469,.227,.125,.063,.055,.531,,.425,.569,.313,.375,.143,.324,,.471,.909,,.023,5,,.324,.432,,1,0,brownst02
75,Troy Brown Jr.,SF,20,WAS,69,1782,.439,13.3,,.712,.272,.195,.108,.138,.288,,.479,.680,.355,.343,.360,.341,,.528,.967,,.035,18,,.263,.447,,7,1,browntr01
76,Jalen Brunson,PG,23,DAL,57,1022,.466,13.6,,.691,.178,.258,.139,.116,.309,,.515,.623,.500,.500,.400,.358,,.239,.814,,.000,0,,.233,.357,,0,0,brunsja01
77,Thomas Bryant,C,22,WAS,46,1147,.581,10.8,,.782,.411,.134,.093,.144,.218,,.630,.785,.518,.462,.400,.407,,.772,.946,,.163,67,,.110,.400,,0,0,bryanth01
78,Reggie Bullock,SG,28,NYK,29,684,.402,18.0,,.504,.161,.071,.076,.196,.496,,.469,.694,.188,.412,.409,.333,,.717,.973,,.004,1,,.270,.300,,0,0,bullore01
79,Trey Burke,PG,27,TOT,33,520,.450,15.1,,.641,.244,.110,.124,.163,.359,,.463,.549,.348,.577,.324,.427,,.323,.844,,.000,0,,.227,.471,,2,0,burketr01
79,Trey Burke,PG,27,PHI,25,329,.465,14.4,,.701,.252,.118,.134,.197,.299,,.483,.688,.200,.588,.320,.421,,.395,.938,,.000,0,,.132,.800,,1,0,burketr01
79,Trey Burke,PG,27,DAL,8,191,.427,16.1,,.549,.232,.098,.110,.110,.451,,.422,.316,.625,.556,.333,.432,,.158,.750,,.000,0,,.324,.333,,1,0,burketr01
80,Alec Burks,SF-SG,28,TOT,66,1754,.418,15.4,,.608,.201,.164,.130,.113,.392,,.439,.565,.341,.420,.379,.385,,.424,.681,,.013,10,,.186,.464,,1,0,burksal01
80,Alec Burks,SF,28,GSW,48,1390,.406,15.0,,.627,.213,.168,.128,.118,.373,,.424,.516,.347,.390,.408,.375,,.475,.726,,.013,8,,.170,.395,,1,0,burksal01
80,Alec Burks,SG,28,PHI,18,364,.461,16.6,,.539,.156,.150,.138,.096,.461,,.500,.808,.320,.522,.250,.416,,.244,.563,,.012,2,,.234,.611,,0,0,burksal01
81,Deonte Burton,SF,26,OKC,39,356,.344,14.6,,.576,.352,.136,.024,.064,.424,,.458,.614,.235,.000,.250,.189,,.727,.900,,.040,5,,.245,.154,,3,0,burtode02
82,Jimmy Butler,SF,30,MIA,58,1959,.455,10.0,,.843,.340,.257,.150,.095,.157,,.495,.655,.426,.386,.278,.244,,.402,.552,,.074,55,,.193,.217,,4,0,butleji01
83,Bruno Caboclo,C,24,TOT,30,244,.427,11.8,,.629,.427,.146,.000,.056,.371,,.571,.658,.385,,.400,.182,,.656,.833,,.135,10,,.424,.286,,0,0,cabocbr01
83,Bruno Caboclo,C,24,MEM,22,192,.406,11.5,,.638,.435,.145,.000,.058,.362,,.545,.633,.300,,.500,.160,,.708,1.000,,.130,7,,.440,.273,,0,0,cabocbr01
83,Bruno Caboclo,C,24,HOU,8,52,.500,13.0,,.600,.400,.150,.000,.050,.400,,.667,.750,.667,,.000,.250,,.500,.500,,.150,3,,.375,.333,,0,0,cabocbr01
84,Devontae Cacok,C,23,LAL,1,9,.500,3.9,,1.000,.333,.667,.000,.000,.000,,.500,.000,.750,,,,,1.000,,,.000,0,,,,,0,0,cacokde01
85,Kentavious Caldwell-Pope,SG,26,LAL,69,1762,.467,15.9,,.529,.254,.071,.091,.112,.471,,.541,.651,.528,.391,.421,.385,,.766,.924,,.032,14,,.397,.389,,1,0,caldwke01
86,Vlatko Čančar,PF,22,DEN,14,45,.400,12.9,,.600,.400,.133,.000,.067,.400,,.556,.667,.500,,.000,.167,,.600,1.000,,.133,2,,.167,.000,,0,0,cancavl01
87,Clint Capela,C,25,HOU,39,1279,.629,2.3,,1.000,.760,.232,.008,.000,.000,,.629,.722,.333,.333,,,,.803,,,.327,123,,,,,0,0,capelca01
88,DeMarre Carroll,SF-C,33,TOT,24,290,.379,15.2,,.500,.242,.167,.091,.000,.500,,.515,.563,.364,.667,,.242,,.647,.875,,.000,0,,.364,.500,,0,0,carrode01
88,DeMarre Carroll,SF,33,SAS,15,135,.310,14.5,,.552,.207,.276,.069,.000,.448,,.375,.333,.250,1.000,,.231,,.833,1.000,,.000,0,,.154,.500,,0,0,carrode01
88,DeMarre Carroll,C,33,HOU,9,155,.432,15.8,,.459,.270,.081,.108,.000,.541,,.647,.700,.667,.500,,.250,,.545,.800,,.000,0,,.500,.500,,0,0,carrode01
89,Jevon Carter,PG,24,PHO,58,945,.416,18.6,,.399,.152,.082,.062,.103,.601,,.402,.486,.200,.400,.440,.425,,.436,.903,,.004,1,,.342,.460,,2,0,carteje01
90,Vince Carter,PF,43,ATL,60,876,.352,20.4,,.336,.079,.082,.102,.072,.664,,.451,.417,.560,.419,.409,.302,,.457,.869,,.007,2,,.188,.342,,0,0,cartevi01
91,Wendell Carter Jr.,C,20,CHI,43,1256,.534,6.0,,.915,.571,.204,.096,.044,.085,,.564,.694,.286,.515,.267,.207,,.695,1.000,,.236,73,,.414,.167,,0,0,cartewe01
92,Michael Carter-Williams,SG,28,ORL,45,833,.427,10.7,,.712,.335,.277,.077,.023,.288,,.481,.586,.431,.350,.000,.293,,.483,.955,,.050,11,,.307,.261,,0,0,cartemi01
93,Alex Caruso,PG,25,LAL,64,1175,.412,13.7,,.588,.326,.134,.082,.045,.412,,.468,.684,.205,.167,.231,.333,,.575,.875,,.052,12,,.325,.308,,0,0,carusal01
94,Willie Cauley-Stein,C,26,TOT,54,1097,.579,5.4,,.997,.560,.238,.093,.106,.003,,.581,.787,.389,.286,.188,.000,,.789,,,.295,84,,.000,,,0,0,caulewi01
94,Willie Cauley-Stein,C,26,GSW,41,940,.560,5.7,,1.000,.533,.249,.101,.117,.000,,.560,.774,.391,.308,.167,,,.764,,,.288,70,,,,,0,0,caulewi01
94,Willie Cauley-Stein,C,26,DAL,13,157,.689,4.0,,.978,.711,.178,.044,.044,.022,,.705,.844,.375,.000,.500,.000,,.903,,,.333,14,,.000,,,0,0,caulewi01
95,Tyson Chandler,C,37,HOU,26,219,.778,1.4,,1.000,1.000,.000,.000,.000,.000,,.778,.778,,,,,,.857,,,.611,11,,,,,0,0,chandty01
96,Wilson Chandler,PF,32,BRK,35,734,.404,18.8,,.339,.098,.164,.038,.038,.661,,.597,.722,.533,.286,.857,.306,,.514,1.000,,.005,1,,.256,.387,,0,0,chandwi01
97,Joe Chealey,PG,24,CHO,4,33,.000,16.7,,.429,.000,.429,.000,.000,.571,,.000,,.000,,,.000,,,,,.000,0,,.750,.000,,0,0,chealjo01
98,Zylan Cheatham,PF,24,NOP,4,51,.667,5.7,,.889,.667,.111,.111,.000,.111,,.750,1.000,.000,.000,,.000,,.500,,,.222,2,,.000,,,0,0,cheatzy01
99,Chris Chiozza,PG,24,TOT,28,401,.393,16.1,,.486,.236,.136,.071,.043,.514,,.412,.485,.368,.400,.167,.375,,.214,.852,,.000,0,,.111,.625,,0,0,chiozch01
99,Chris Chiozza,PG,24,WAS,10,123,.294,16.3,,.529,.147,.206,.088,.088,.471,,.167,.400,.143,.000,.000,.438,,.333,1.000,,.000,0,,.125,1.000,,0,0,chiozch01
99,Chris Chiozza,PG,24,BRK,18,278,.425,16.1,,.472,.264,.113,.066,.028,.528,,.500,.500,.500,.571,.333,.357,,.200,.800,,.000,0,,.107,.500,,0,0,chiozch01
100,Marquese Chriss,PF,22,GSW,59,1196,.545,5.8,,.899,.613,.223,.029,.034,.101,,.584,.674,.395,.364,.385,.205,,.743,1.000,,.304,99,,.077,.667,,1,0,chrisma01
101,Gary Clark,SF-PF,25,TOT,42,567,.406,21.7,,.165,.105,.038,.015,.008,.835,,.682,.786,.400,.500,1.000,.351,,.667,1.000,,.023,3,,.288,.406,,0,0,clarkga01
101,Gary Clark,PF,25,HOU,18,212,.390,22.2,,.136,.102,.017,.017,.000,.864,,.625,.833,.000,.000,,.353,,.800,1.000,,.034,2,,.314,.438,,0,0,clarkga01
101,Gary Clark,SF,25,ORL,24,355,.419,21.2,,.189,.108,.054,.014,.014,.811,,.714,.750,.500,1.000,1.000,.350,,.600,1.000,,.014,1,,.267,.375,,0,0,clarkga01
102,Brandon Clarke,PF,23,MEM,58,1300,.618,7.6,,.866,.470,.215,.148,.033,.134,,.658,.773,.524,.549,.375,.359,,.813,1.000,,.167,77,,.422,.296,,0,0,clarkbr01
103,Jordan Clarkson,SG,27,TOT,71,1705,.454,15.3,,.524,.194,.220,.083,.027,.476,,.533,.702,.482,.333,.348,.368,,.256,.770,,.013,10,,.232,.396,,1,0,clarkjo01
103,Jordan Clarkson,SG,27,CLE,29,666,.442,15.4,,.512,.233,.172,.080,.028,.488,,.509,.658,.429,.269,.444,.371,,.294,.780,,.015,5,,.164,.423,,0,0,clarkjo01
103,Jordan Clarkson,SG,27,UTA,42,1039,.462,15.2,,.530,.170,.250,.085,.026,.470,,.547,.739,.504,.370,.286,.366,,.236,.763,,.011,5,,.276,.386,,1,0,clarkjo01
104,Nic Claxton,C,20,BRK,15,187,.563,6.3,,.854,.521,.292,.021,.021,.146,,.634,.800,.357,1.000,.000,.143,,.692,1.000,,.313,14,,.571,.000,,0,0,claxtni01
105,Chris Clemons,SG,22,HOU,33,291,.401,21.5,,.246,.176,.021,.028,.021,.754,,.571,.600,.667,.500,.333,.346,,.300,.568,,.028,4,,.019,.500,,0,0,clemoch01
106,Antonius Cleveland,SG,25,DAL,11,46,.286,9.6,,.786,.429,.214,.071,.071,.214,,.364,.333,.667,.000,.000,.000,,.250,,,.000,0,,.333,.000,,0,0,clevean01
