,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
31,Earl Barron,C,28,NYK,7,232,.441,10.0,,1.000,.368,.118,.147,.368,.000,,.441,.520,.250,.300,.480,,,.833,,,.015,1,,,,,0,0,barroea01
32,Brandon Bass,PF,24,ORL,50,648,.511,8.7,,1.000,.369,.142,.249,.240,.000,,.511,.628,.424,.466,.429,,,.513,,,.116,25,,,,,0,0,bassbr01
33,Tony Battie,C,33,NJN,15,134,.350,14.9,,.900,.125,.075,.175,.500,.100,,.361,.400,.333,.286,.400,.250,,.923,1.000,,.050,2,,.250,.000,,0,0,battito01
34,Shane Battier,SG,31,HOU,67,2168,.398,17.3,,.376,.197,.096,.060,.022,.624,,.458,.545,.372,.370,.300,.362,,.532,.990,,.007,2,,.470,.374,,1,0,battish01
35,Nicolas Batum,SF,21,POR,37,918,.519,15.4,,.507,.299,.037,.034,.138,.493,,.625,.700,.500,.667,.486,.409,,.765,.981,,.086,21,,.394,.442,,0,0,batumni01
36,Jerryd Bayless,SG,21,POR,74,1304,.414,12.6,,.810,.360,.054,.070,.325,.190,,.437,.540,.192,.265,.401,.315,,.292,.931,,.025,10,,.543,.300,,1,0,bayleje01
37,Michael Beasley,PF,21,MIA,78,2328,.450,11.6,,.902,.285,.144,.154,.319,.098,,.469,.652,.420,.306,.407,.275,,.514,1.000,,.072,69,,.402,.317,,1,0,beaslmi01
38,Rodrigue Beaubois,PG,21,DAL,56,700,.518,12.7,,.632,.361,.120,.040,.110,.368,,.582,.704,.472,.417,.364,.409,,.373,.644,,.043,13,,.182,.450,,1,0,beaubro01
39,Marco Belinelli,SG,23,TOR,66,1121,.406,17.2,,.583,.227,.079,.029,.248,.417,,.425,.558,.333,.273,.351,.380,,.660,.717,,.018,7,,.342,.426,,8,0,belinma01
40,Charlie Bell,SG,30,MIL,71,1611,.381,17.3,,.549,.185,.032,.074,.257,.451,,.395,.476,.214,.394,.360,.365,,.615,.945,,.002,0,,.525,.410,,1,0,bellch01
41,Raja Bell,SG,33,TOT,6,180,.459,19.9,,.557,.033,.033,.066,.426,.443,,.471,.500,1.000,.250,.462,.444,,.688,1.000,,.000,0,,.407,.545,,0,0,bellra01
41,Raja Bell,SG,33,CHA,5,157,.436,20.1,,.564,.036,.018,.055,.455,.436,,.484,.500,1.000,.333,.480,.375,,.667,1.000,,.000,0,,.333,.375,,0,0,bellra01
41,Raja Bell,SG,33,GSW,1,23,.667,17.9,,.500,.000,.167,.167,.167,.500,,.333,,1.000,.000,.000,1.000,,1.000,1.000,,.000,0,,1.000,1.000,,0,0,bellra01
42,Jonathan Bender,SF,29,NYK,25,292,.400,14.3,,.610,.340,.050,.040,.180,.390,,.426,.500,.200,.250,.389,.359,,.385,.929,,.080,7,,.359,.429,,1,0,bendejo01
43,Mike Bibby,PG,31,ATL,80,2195,.416,20.2,,.497,.070,.033,.045,.349,.503,,.444,.533,.619,.276,.431,.389,,.655,.952,,.000,0,,.238,.351,,0,0,bibbymi01
44,Andris Biedriņš,C,23,GSW,33,763,.591,2.7,,1.000,.657,.336,.007,.000,.000,,.591,.711,.370,.000,,,,.704,,,.190,26,,,,,0,0,biedran01
45,Chauncey Billups,PG,33,DEN,73,2490,.418,16.5,,.577,.213,.062,.103,.199,.423,,.441,.537,.367,.364,.403,.386,,.269,.529,,.000,0,,.135,.364,,2,0,billuch01
46,DeJuan Blair,PF,20,SAS,82,1494,.556,2.9,,.996,.707,.220,.059,.010,.004,,.558,.626,.367,.483,.400,.000,,.596,,,.069,31,,.000,,,1,0,blairde01
47,Steve Blake,PG,29,TOT,80,2159,.416,20.2,,.437,.090,.029,.079,.239,.563,,.443,.574,.400,.366,.424,.395,,.376,.940,,.000,0,,.391,.461,,6,0,blakest01
47,Steve Blake,PG,29,POR,51,1397,.403,20.2,,.417,.082,.028,.082,.225,.583,,.439,.586,.400,.414,.400,.377,,.446,.949,,.000,0,,.425,.466,,4,0,blakest01
47,Steve Blake,PG,29,LAC,29,762,.443,20.1,,.479,.108,.030,.072,.269,.521,,.450,.556,.400,.250,.467,.437,,.250,.921,,.000,0,,.310,.444,,2,0,blakest01
48,Andray Blatche,PF,23,WAS,81,2256,.478,9.7,,.956,.345,.194,.159,.257,.044,,.487,.623,.423,.409,.401,.295,,.527,.846,,.053,51,,.432,.421,,1,0,blatcan01
49,Keith Bogans,SF,29,SAS,79,1559,.403,17.5,,.342,.242,.050,.020,.030,.658,,.490,.597,.200,.333,.222,.357,,.540,.971,,.000,0,,.561,.364,,2,0,boganke01
50,Andrew Bogut,C,25,MIL,69,2229,.520,4.3,,.998,.447,.468,.069,.013,.002,,.521,.634,.437,.333,.667,.000,,.524,,,.076,61,,.000,,,1,0,bogutan01
51,Matt Bonner,PF,29,SAS,65,1161,.446,18.7,,.379,.081,.164,.062,.073,.621,,.539,.667,.525,.478,.481,.390,,.500,.989,,.008,3,,.121,.393,,0,0,bonnema01
52,Josh Boone,PF,25,NJN,63,1045,.525,3.1,,1.000,.740,.108,.103,.049,.000,,.525,.588,.292,.435,.273,,,.667,,,.161,29,,,,,0,0,boonejo01
53,Carlos Boozer,PF,28,UTA,78,2673,.562,6.8,,1.000,.456,.204,.148,.192,.000,,.562,.679,.469,.475,.450,,,.742,,,.069,69,,,,,0,0,boozeca01
54,Chris Bosh*,C,25,TOR,70,2526,.518,8.8,,.981,.351,.217,.189,.224,.019,,.521,.661,.438,.425,.463,.364,,.493,.875,,.088,89,,.091,.500,,1,0,boshch01
55,Ryan Bowen,SF,34,OKC,1,8,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,bowenry01
56,Earl Boykins,PG,33,WAS,67,1117,.427,14.1,,.851,.124,.146,.256,.323,.149,,.446,.640,.407,.495,.354,.317,,.170,.737,,.000,0,,.233,.214,,0,0,boykiea01
57,Elton Brand,PF,30,PHI,76,2297,.480,9.2,,.999,.261,.225,.372,.141,.001,,.481,.585,.487,.429,.413,.000,,.566,,,.041,35,,.000,,,0,0,brandel01
58,Corey Brewer,SG,23,MIN,82,2482,.431,12.9,,.750,.335,.083,.075,.257,.250,,.459,.607,.316,.380,.336,.346,,.584,.963,,.060,52,,.262,.306,,4,1,breweco01
59,Ronnie Brewer,SG,24,TOT,58,1742,.487,9.4,,.928,.517,.023,.054,.333,.072,,.505,.649,.200,.174,.357,.258,,.731,1.000,,.161,64,,.065,.500,,1,0,brewero02
59,Ronnie Brewer,SG,24,UTA,53,1662,.495,9.3,,.925,.524,.024,.055,.322,.075,,.514,.651,.200,.174,.373,.258,,.727,1.000,,.166,64,,.065,.500,,1,0,brewero02
59,Ronnie Brewer,SG,24,MEM,5,80,.231,13.5,,1.000,.308,.000,.000,.692,.000,,.231,.500,,,.111,,,1.000,,,.000,0,,,,,0,0,brewero02
60,Primož Brezec,C,30,TOT,21,95,.346,8.8,,1.000,.346,.154,.231,.269,.000,,.346,.333,.500,.167,.429,,,.889,,,.000,0,,,,,0,0,brezepr01
60,Primož Brezec,C,30,PHI,7,36,.154,7.9,,1.000,.385,.154,.308,.154,.000,,.154,.000,.500,.000,.500,,,1.000,,,.000,0,,,,,0,0,brezepr01
60,Primož Brezec,C,30,MIL,14,59,.538,9.7,,1.000,.308,.154,.154,.385,.000,,.538,.750,.500,.500,.400,,,.857,,,.000,0,,,,,0,0,brezepr01
61,Jon Brockman,PF,22,SAC,52,654,.534,3.3,,1.000,.709,.146,.039,.107,.000,,.534,.616,.333,.500,.273,,,.527,,,.049,4,,,,,0,0,brockjo01
62,Aaron Brooks,PG,25,HOU,82,2919,.432,15.2,,.606,.258,.087,.099,.162,.394,,.454,.487,.474,.439,.400,.398,,.210,.713,,.000,0,,.143,.480,,5,0,brookaa01
63,Bobby Brown,PG,25,TOT,45,519,.371,17.4,,.586,.181,.089,.063,.253,.414,,.446,.628,.571,.067,.367,.265,,.290,.808,,.025,6,,.122,.083,,3,0,brownbo02
63,Bobby Brown,PG,25,NOH,22,328,.395,17.6,,.566,.191,.079,.046,.250,.434,,.500,.724,.583,.143,.368,.258,,.326,.824,,.039,6,,.106,.000,,2,0,brownbo02
63,Bobby Brown,PG,25,LAC,23,191,.329,17.2,,.624,.165,.106,.094,.259,.376,,.358,.429,.556,.000,.364,.281,,.211,.778,,.000,0,,.156,.200,,1,0,brownbo02
64,Derrick Brown,SF,22,CHA,57,535,.463,5.6,,.952,.660,.048,.095,.150,.048,,.471,.536,.286,.286,.364,.286,,.667,1.000,,.245,30,,.571,.500,,0,0,brownde04
65,Devin Brown,SG,31,TOT,50,1060,.377,15.3,,.546,.280,.080,.053,.133,.454,,.396,.554,.276,.105,.250,.354,,.551,.862,,.014,5,,.159,.385,,0,0,brownde02
65,Devin Brown,SG,31,NOH,39,967,.394,15.1,,.548,.286,.089,.046,.126,.452,,.416,.559,.276,.133,.293,.367,,.554,.870,,.015,5,,.150,.455,,0,0,brownde02
65,Devin Brown,SG,31,CHI,11,93,.222,17.2,,.528,.222,.000,.111,.194,.472,,.211,.500,,.000,.000,.235,,.500,.750,,.000,0,,.235,.000,,0,0,brownde02
66,Kwame Brown,C,27,DET,48,660,.500,3.9,,.992,.605,.250,.105,.032,.008,,.504,.560,.387,.462,.500,.000,,.645,,,.137,15,,.000,,,0,0,brownkw01
67,Shannon Brown,SG,24,LAL,82,1700,.427,15.4,,.681,.253,.063,.074,.291,.319,,.474,.587,.405,.364,.419,.328,,.487,.903,,.076,41,,.196,.243,,7,1,brownsh01
68,Kobe Bryant*,SG,31,LAL,73,2835,.456,13.5,,.808,.212,.132,.221,.243,.192,,.487,.581,.449,.483,.429,.329,,.368,.636,,.025,36,,.100,.367,,2,0,bryanko01
69,Chase Budinger,SF,21,HOU,74,1488,.441,15.2,,.559,.283,.057,.057,.163,.441,,.497,.588,.344,.313,.457,.369,,.764,.946,,.051,27,,.313,.385,,1,0,budinch01
70,Caron Butler,SF-SG,29,TOT,74,2783,.428,13.7,,.862,.249,.104,.087,.422,.138,,.450,.508,.358,.286,.473,.290,,.488,.667,,.034,32,,.290,.286,,5,0,butleca01
70,Caron Butler,SF,29,WAS,47,1853,.422,13.9,,.863,.238,.121,.073,.431,.137,,.447,.545,.333,.275,.455,.263,,.474,.600,,.032,21,,.253,.375,,4,0,butleca01
70,Caron Butler,SG,29,DAL,27,930,.440,13.3,,.860,.272,.070,.112,.406,.140,,.456,.443,.440,.300,.510,.340,,.514,.765,,.039,11,,.360,.167,,1,0,butleca01
71,Rasual Butler,SF,30,LAC,82,2702,.409,18.5,,.503,.129,.036,.114,.225,.497,,.482,.670,.484,.384,.423,.336,,.673,.903,,.036,29,,.336,.352,,0,0,butlera01
72,Andrew Bynum,C,22,LAL,65,1977,.570,4.0,,.999,.536,.346,.094,.022,.001,,.571,.699,.454,.354,.200,.000,,.587,,,.186,124,,1.000,.000,,0,0,bynuman01
73,Will Bynum,PG,27,DET,63,1667,.444,11.2,,.897,.358,.110,.116,.313,.103,,.470,.602,.288,.339,.431,.218,,.178,.833,,.006,3,,.418,.261,,3,0,bynumwi01
74,José Calderón,PG,28,TOR,68,1817,.482,15.7,,.699,.257,.025,.069,.349,.301,,.519,.658,.357,.513,.429,.398,,.141,.926,,.000,0,,.222,.526,,0,0,caldejo01
75,Marcus Camby,PF-C,35,TOT,74,2314,.475,7.5,,.986,.511,.100,.122,.253,.014,,.478,.578,.440,.443,.307,.286,,.657,1.000,,.046,22,,.571,.500,,0,0,cambyma01
75,Marcus Camby,PF,35,LAC,51,1596,.466,7.5,,.983,.511,.101,.121,.250,.017,,.469,.593,.417,.442,.247,.333,,.659,1.000,,.042,15,,.667,.500,,0,0,cambyma01
75,Marcus Camby,C,35,POR,23,718,.497,7.5,,.993,.510,.097,.124,.262,.007,,.500,.541,.500,.444,.447,.000,,.653,,,.055,7,,.000,,,0,0,cambyma01
76,Brian Cardinal,PF,32,MIN,29,267,.389,16.3,,.750,.111,.111,.167,.361,.250,,.407,.500,.500,.667,.231,.333,,.727,1.000,,.000,0,,.444,.500,,0,0,cardibr01
77,Rodney Carney,SG,25,PHI,68,857,.401,15.6,,.521,.284,.082,.035,.121,.479,,.490,.563,.348,.600,.382,.304,,.667,.976,,.043,11,,.274,.405,,1,0,carnero01
78,DeMarre Carroll,SF,23,MEM,71,795,.396,11.9,,.973,.324,.095,.090,.464,.027,,.407,.528,.286,.200,.388,.000,,.659,,,.018,4,,.167,.000,,0,0,carrode01
79,Matt Carroll,SG,29,DAL,25,121,.360,17.3,,.620,.120,.060,.160,.280,.380,,.452,.333,.333,.625,.429,.211,,.429,1.000,,.000,0,,.579,.273,,0,0,carroma01
80,Anthony Carter,PG,34,DEN,54,859,.420,14.9,,.652,.265,.088,.039,.260,.348,,.500,.667,.438,.286,.383,.270,,.559,1.000,,.006,1,,.381,.292,,0,0,cartean01
81,Vince Carter,SG,33,ORL,75,2310,.428,14.7,,.681,.244,.092,.140,.205,.319,,.456,.552,.409,.380,.413,.367,,.225,.782,,.030,28,,.191,.355,,3,0,cartevi01
82,Omri Casspi,SF,21,SAC,77,1931,.446,13.0,,.698,.274,.201,.057,.167,.302,,.480,.658,.319,.474,.384,.369,,.564,.920,,.048,29,,.271,.509,,2,0,casspom01
83,Mario Chalmers,PG,23,MIA,73,1807,.401,17.4,,.480,.200,.090,.070,.119,.520,,.491,.560,.537,.438,.370,.318,,.196,.760,,.009,4,,.165,.410,,5,0,chalmma01
84,Tyson Chandler,C,27,CHA,51,1163,.574,1.9,,1.000,.816,.116,.032,.037,.000,,.574,.645,.318,.000,.286,,,.606,,,.347,56,,,,,0,0,chandty01
85,Wilson Chandler,SG,22,NYK,65,2320,.479,11.0,,.826,.370,.134,.081,.241,.174,,.524,.682,.409,.429,.377,.267,,.470,1.000,,.058,45,,.387,.362,,0,0,chandwi01
86,Earl Clark,PF,22,PHO,51,383,.371,12.7,,.967,.205,.172,.139,.450,.033,,.370,.548,.346,.286,.324,.400,,.574,1.000,,.046,5,,.200,.000,,1,0,clarkea01
87,Jarron Collins,C,31,PHO,34,261,.387,5.1,,1.000,.484,.355,.097,.065,.000,,.387,.533,.273,.000,.500,,,.417,,,.000,0,,,,,0,0,collija03
88,Jason Collins,C,31,ATL,24,115,.348,14.7,,.957,.174,.087,.087,.609,.043,,.364,.250,.000,.000,.500,.000,,1.000,,,.000,0,,.000,,,0,0,collija04
89,Mardy Collins,SG,25,LAC,43,470,.367,12.0,,.867,.242,.281,.141,.203,.133,,.387,.548,.444,.333,.154,.235,,.279,.750,,.023,3,,.353,.500,,3,0,collima01
90,Darren Collison,PG,22,NOH,76,2109,.477,11.5,,.854,.335,.106,.161,.252,.146,,.490,.564,.369,.457,.462,.400,,.276,.674,,.019,14,,.226,.538,,2,0,collida01
91,Nick Collison,C,29,OKC,75,1557,.589,4.8,,.987,.650,.142,.058,.136,.013,,.593,.677,.455,.389,.429,.250,,.652,1.000,,.117,35,,.250,.000,,1,0,collini01
92,Mike Conley,PG,22,MEM,80,2569,.445,12.3,,.745,.337,.127,.090,.190,.255,,.464,.564,.448,.293,.380,.387,,.111,.927,,.001,1,,.283,.483,,1,0,conlemi01
93,Will Conroy,PG,27,HOU,5,36,.300,9.7,,.700,.400,.300,.000,.000,.300,,.429,.750,.000,,,.000,,.000,,,.100,1,,.000,,,0,0,conrowi01
94,Brian Cook,PF,29,HOU,15,44,.304,15.7,,.609,.261,.000,.174,.174,.391,,.357,.667,,.250,.000,.222,,.600,1.000,,.043,1,,.000,,,0,0,cookbr01
95,Daequan Cook,SG,22,MIA,45,691,.320,20.2,,.502,.051,.055,.095,.300,.498,,.323,.692,.286,.375,.250,.317,,.561,.825,,.004,1,,.246,.323,,1,0,cookda02
96,Jamal Crawford,SG,29,ATL,79,2460,.449,16.7,,.614,.165,.100,.089,.260,.386,,.491,.665,.333,.551,.422,.382,,.282,.724,,.005,5,,.365,.385,,8,1,crawfja01
97,Dante Cunningham,PF,22,POR,63,707,.495,13.1,,.991,.252,.056,.159,.523,.009,,.500,.630,.583,.294,.491,.000,,.868,,,.037,7,,.000,,,2,0,cunnida01
98,Eddy Curry,C,27,NYK,7,62,.381,3.5,,1.000,.476,.524,.000,.000,.000,,.381,.300,.455,,,,,.375,,,.000,0,,,,,0,0,curryed01
99,JamesOn Curry,PG,24,LAC,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,curryja01
100,Stephen Curry,PG,21,GSW,80,2896,.462,16.5,,.668,.190,.074,.113,.290,.332,,.474,.599,.376,.388,.452,.437,,.307,.741,,.000,0,,.179,.574,,6,0,curryst01
101,Samuel Dalembert,C,28,PHI,82,2124,.545,5.0,,1.000,.549,.207,.161,.084,.000,,.545,.662,.417,.369,.432,,,.663,,,.220,108,,,,,0,0,dalemsa01
102,Erick Dampier,C,34,DAL,55,1280,.624,2.1,,.986,.808,.131,.038,.009,.014,,.629,.651,.536,.625,.000,.333,,.644,1.000,,.169,32,,.333,1.000,,1,0,dampier01
103,Marquis Daniels,SF,29,BOS,51,937,.498,8.0,,.888,.470,.201,.145,.072,.112,,.534,.624,.360,.472,.556,.214,,.602,1.000,,.004,1,,.536,.333,,1,0,daniema01
104,Baron Davis,PG,30,LAC,75,2523,.406,13.3,,.708,.330,.089,.090,.200,.292,,.459,.561,.378,.385,.360,.277,,.188,.402,,.008,7,,.105,.226,,4,0,davisba01
105,Glen Davis,PF,24,BOS,54,933,.437,6.7,,.986,.495,.226,.104,.161,.014,,.444,.536,.333,.379,.356,.000,,.680,,,.018,4,,.500,.000,,1,0,davisgl01
106,Paul Davis,PF,25,WAS,2,8,.500,10.3,,1.000,.250,.250,.250,.250,.000,,.500,1.000,.000,1.000,.000,,,.500,,,.000,0,,,,,0,0,davispa01
107,Ricky Davis,SF,30,LAC,36,499,.434,19.2,,.706,.070,.021,.105,.510,.294,,.455,.500,.333,.400,.466,.381,,.587,.875,,.000,0,,.381,.375,,1,0,davisri01
108,Austin Daye,SF,21,DET,69,915,.464,14.2,,.678,.261,.058,.146,.214,.322,,.540,.662,.471,.512,.429,.305,,.583,.931,,.041,11,,.432,.366,,0,0,dayeau01
109,Carlos Delfino,SF,27,MIL,75,2279,.408,17.1,,.501,.216,.056,.038,.191,.499,,.450,.557,.317,.393,.379,.367,,.558,.933,,.023,15,,.395,.458,,1,0,delfica01
110,Luol Deng,SF,24,CHI,70,2651,.466,12.2,,.918,.294,.114,.089,.421,.082,,.474,.621,.440,.422,.391,.386,,.583,.969,,.035,33,,.783,.415,,1,0,denglu01
111,DeMar DeRozan,SG,20,TOR,77,1664,.498,9.1,,.969,.449,.123,.084,.313,.031,,.506,.622,.492,.465,.356,.250,,.673,1.000,,.107,49,,.625,.400,,2,0,derozde01
112,Boris Diaw,PF,27,CHA,82,2906,.483,11.6,,.734,.387,.129,.049,.168,.266,,.541,.645,.470,.289,.431,.320,,.691,1.000,,.008,5,,.092,.211,,1,0,diawbo01
113,Yakhouba Diawara,SG,27,MIA,6,44,.200,18.4,,.400,.200,.000,.000,.200,.600,,.250,.500,,,.000,.167,,1.000,1.000,,.100,1,,.333,.000,,0,0,diawaya01
114,Travis Diener,PG,27,TOT,9,51,.200,23.2,,.300,.000,.000,.100,.200,.700,,.333,,,1.000,.000,.143,,.000,1.000,,.000,0,,.000,,,0,0,dienetr01
114,Travis Diener,PG,27,IND,4,25,.167,24.5,,.167,.000,.000,.000,.167,.833,,.000,,,,.000,.200,,,1.000,,.000,0,,.000,,,0,0,dienetr01
114,Travis Diener,PG,27,POR,5,26,.250,21.2,,.500,.000,.000,.250,.250,.500,,.500,,,1.000,.000,.000,,.000,,,.000,0,,.000,,,0,0,dienetr01
115,DeSagana Diop,C,28,CHA,27,262,.517,3.9,,1.000,.690,.069,.172,.069,.000,,.517,.750,.000,.000,.000,,,.600,,,.103,3,,,,,0,0,diopde01
116,Keyon Dooling,PG,29,NJN,53,971,.398,17.9,,.515,.148,.037,.111,.219,.485,,.419,.583,.417,.333,.352,.376,,.200,.814,,.009,3,,.382,.467,,0,0,doolike01
