,,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,% of FG Ast'd,% of FG Ast'd,,Dunks,Dunks,,Corner 3s,Corner 3s,,Heaves,Heaves,-additional
49,Eric Bledsoe,PG,27,PHO,66,2176,.434,13.8,,.700,.278,.143,.105,.178,.300,,.477,.606,.459,.385,.332,.335,,.116,.510,,.004,4,,.077,.292,,4,0,bledser01
50,Bojan Bogdanović,SF,27,TOT,81,2083,.445,15.1,,.536,.290,.102,.077,.067,.464,,.512,.620,.395,.308,.456,.367,,.509,.924,,.025,18,,.227,.427,,0,0,bogdabo02
50,Bojan Bogdanović,SF,27,BRK,55,1482,.440,14.6,,.547,.319,.092,.074,.062,.453,,.509,.610,.411,.289,.395,.357,,.488,.929,,.028,14,,.235,.446,,0,0,bogdabo02
50,Bojan Bogdanović,SF,27,WAS,26,601,.457,16.4,,.509,.214,.128,.085,.081,.491,,.521,.660,.367,.350,.579,.391,,.565,.911,,.017,4,,.209,.375,,0,0,bogdabo02
51,Andrew Bogut,C,32,TOT,27,583,.469,4.3,,.988,.457,.469,.062,.000,.012,,.475,.568,.421,.200,,.000,,.526,,,.099,7,,.000,,,0,0,bogutan01
51,Andrew Bogut,C,32,DAL,26,582,.469,4.3,,.988,.457,.469,.062,.000,.012,,.475,.568,.421,.200,,.000,,.526,,,.099,7,,.000,,,0,0,bogutan01
51,Andrew Bogut,C,32,CLE,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,bogutan01
52,Joel Bolomboy,PF,23,UTA,12,53,.563,8.6,,.750,.500,.188,.000,.063,.250,,.667,.750,.667,,.000,.250,,.750,1.000,,.250,3,,.250,.000,,0,0,bolomjo01
53,Devin Booker,SG,20,PHO,78,2730,.423,14.8,,.717,.202,.129,.156,.229,.283,,.447,.578,.443,.381,.381,.363,,.333,.762,,.021,28,,.133,.389,,2,0,bookede01
54,Trevor Booker,PF,29,BRK,71,1754,.516,7.8,,.868,.450,.281,.058,.080,.132,,.546,.658,.476,.324,.319,.321,,.450,.840,,.066,35,,.295,.261,,0,0,booketr01
55,Avery Bradley,SG,26,BOS,55,1835,.463,15.1,,.643,.270,.076,.066,.231,.357,,.504,.622,.356,.529,.408,.390,,.614,.815,,.031,23,,.296,.390,,1,0,bradlav01
56,Corey Brewer,SF,30,TOT,82,1281,.422,11.3,,.661,.408,.193,.040,.020,.339,,.522,.613,.328,.571,.429,.229,,.600,.963,,.080,26,,.619,.260,,4,0,breweco01
56,Corey Brewer,SF,30,HOU,58,923,.414,12.6,,.586,.383,.167,.022,.013,.414,,.541,.598,.395,.400,1.000,.234,,.694,1.000,,.070,14,,.638,.267,,3,0,breweco01
56,Corey Brewer,SF,30,LAL,24,358,.438,8.9,,.802,.455,.240,.074,.033,.198,,.495,.636,.241,.667,.000,.208,,.458,.800,,.099,12,,.542,.231,,1,0,breweco01
57,Malcolm Brogdon,SG,24,MIL,75,1982,.457,11.6,,.696,.406,.118,.083,.088,.304,,.480,.562,.333,.396,.375,.404,,.415,.897,,.039,24,,.244,.489,,1,0,brogdma01
58,Aaron Brooks,PG,32,IND,65,894,.403,16.7,,.573,.190,.153,.113,.117,.427,,.424,.421,.413,.529,.343,.375,,.096,.583,,.000,0,,.117,.400,,6,0,brookaa01
59,Anthony Brown,SF,24,TOT,11,159,.360,18.3,,.460,.140,.100,.060,.160,.540,,.478,.571,.400,.333,.500,.259,,.545,.571,,.040,2,,.148,.500,,0,0,brownan02
59,Anthony Brown,SF,24,NOP,9,143,.341,18.2,,.415,.171,.098,.049,.098,.585,,.471,.571,.500,.000,.500,.250,,.625,.667,,.049,2,,.167,.500,,0,0,brownan02
59,Anthony Brown,SF,24,ORL,2,16,.444,18.9,,.667,.000,.111,.111,.444,.333,,.500,,.000,1.000,.500,.333,,.333,.000,,.000,0,,.000,,,0,0,brownan02
60,Bobby Brown,PG,32,HOU,25,123,.383,20.0,,.417,.067,.133,.100,.117,.583,,.360,.250,.375,.333,.429,.400,,.222,.786,,.000,0,,.086,.667,,0,0,brownbo02
61,Jaylen Brown,SF,20,BOS,78,1341,.454,11.7,,.681,.404,.130,.076,.073,.319,,.507,.614,.382,.344,.290,.341,,.623,.957,,.078,30,,.356,.438,,2,0,brownja02
62,Nicolás Brussino,SG,23,DAL,54,521,.369,21.0,,.326,.085,.064,.028,.149,.674,,.500,.750,.556,.250,.381,.305,,.609,1.000,,.014,1,,.168,.500,,1,0,brussni01
63,Reggie Bullock,SF,25,DET,31,467,.422,17.4,,.430,.227,.055,.047,.102,.570,,.473,.655,.143,.333,.308,.384,,.769,1.000,,.000,0,,.329,.417,,0,0,bullore01
64,Trey Burke,PG,24,WAS,57,703,.455,16.1,,.725,.137,.086,.184,.314,.275,,.459,.514,.455,.489,.425,.443,,.212,.806,,.000,0,,.171,.667,,0,0,burketr01
65,Alec Burks,SG,25,UTA,42,653,.399,12.9,,.694,.270,.185,.117,.121,.306,,.430,.388,.478,.552,.333,.329,,.311,.800,,.028,4,,.368,.393,,0,0,burksal01
66,Jimmy Butler,SF,27,CHI,76,2809,.455,12.9,,.802,.282,.125,.164,.232,.198,,.477,.612,.513,.376,.366,.367,,.365,.637,,.038,44,,.153,.553,,3,0,butleji01
67,Bruno Caboclo,SF,21,TOR,9,40,.375,13.5,,.625,.313,.125,.000,.188,.375,,.400,.400,.000,,.667,.333,,.500,1.000,,.063,1,,.500,.000,,0,0,cabocbr01
68,José Calderón,PG,35,TOT,41,539,.410,18.5,,.522,.142,.022,.090,.269,.478,,.500,.737,.000,.333,.472,.313,,.486,.900,,.000,0,,.219,.143,,0,0,caldejo01
68,José Calderón,PG,35,LAL,24,292,.416,18.6,,.558,.104,.039,.143,.273,.442,,.465,.750,.000,.364,.476,.353,,.400,.917,,.000,0,,.206,.286,,0,0,caldejo01
68,José Calderón,PG,35,ATL,17,247,.404,18.4,,.474,.193,.000,.018,.263,.526,,.556,.727,,.000,.467,.267,,.600,.875,,.000,0,,.233,.000,,0,0,caldejo01
69,Kentavious Caldwell-Pope,SG,23,DET,76,2529,.399,17.8,,.529,.152,.079,.113,.185,.471,,.442,.610,.274,.381,.413,.350,,.525,.784,,.020,19,,.172,.467,,7,0,caldwke01
70,Isaiah Canaan,SG,25,CHI,39,592,.364,17.6,,.457,.150,.127,.064,.116,.543,,.481,.538,.636,.273,.350,.266,,.368,.920,,.012,2,,.298,.250,,0,0,canaais01
71,Clint Capela,C,22,HOU,65,1551,.643,2.0,,1.000,.787,.202,.005,.004,.000,,.643,.725,.342,.333,.500,,,.826,,,.318,163,,,,,0,0,capelca01
72,DeMarre Carroll,SF,30,TOR,72,1882,.400,17.5,,.418,.169,.133,.044,.073,.582,,.483,.634,.370,.375,.400,.341,,.586,.954,,.011,6,,.322,.388,,1,0,carrode01
73,Vince Carter,SF,40,MEM,73,1799,.394,18.4,,.396,.182,.092,.047,.076,.604,,.418,.483,.444,.174,.378,.378,,.432,.875,,.022,10,,.193,.351,,2,0,cartevi01
74,Michael Carter-Williams,PG,25,CHI,45,846,.366,11.1,,.791,.265,.294,.144,.088,.209,,.401,.519,.378,.295,.296,.234,,.423,.933,,.020,6,,.406,.308,,0,0,cartemi01
75,Omri Casspi,PF,28,TOT,36,643,.470,9.1,,.738,.433,.287,.018,.006,.262,,.512,.620,.383,.000,.000,.349,,.726,1.000,,.043,6,,.209,.333,,0,0,casspom01
75,Omri Casspi,PF,28,SAC,22,397,.453,8.8,,.752,.453,.274,.017,.009,.248,,.477,.604,.313,.000,.000,.379,,.690,1.000,,.034,3,,.172,.400,,0,0,casspom01
75,Omri Casspi,PF,28,NOP,1,24,.556,12.3,,.556,.444,.111,.000,.000,.444,,.600,.500,1.000,,,.500,,.667,1.000,,.111,1,,.250,.000,,0,0,casspom01
75,Omri Casspi,PF,28,MIN,13,222,.500,9.2,,.737,.368,.368,.026,.000,.263,,.607,.714,.500,.000,,.200,,.824,1.000,,.053,2,,.300,.333,,0,0,casspom01
76,Willie Cauley-Stein,C,23,SAC,75,1421,.530,5.9,,.996,.449,.326,.123,.098,.004,,.532,.722,.382,.373,.362,.000,,.725,,,.187,80,,.000,,,0,0,caulewi01
77,Tyson Chandler,C,34,PHO,47,1298,.671,1.4,,1.000,.895,.096,.004,.004,.000,,.671,.711,.364,.000,.000,,,.621,,,.368,74,,,,,0,0,chandty01
78,Wilson Chandler,SF,29,DEN,71,2197,.461,13.5,,.653,.266,.190,.093,.104,.347,,.527,.680,.433,.391,.429,.337,,.495,.918,,.051,46,,.248,.284,,1,0,chandwi01
79,Marquese Chriss,PF,19,PHO,82,1743,.449,11.8,,.646,.411,.111,.046,.076,.354,,.520,.615,.386,.310,.333,.321,,.656,.986,,.204,103,,.438,.347,,1,0,chrisma01
80,Rakeem Christmas,PF,25,IND,29,219,.442,3.6,,1.000,.628,.256,.047,.047,.000,,.442,.556,.364,.000,.000,,,.737,,,.163,5,,,,,0,0,chrisra01
81,Semaj Christon,PG,24,OKC,64,973,.345,14.1,,.717,.283,.148,.148,.143,.283,,.406,.492,.364,.364,.313,.190,,.308,.833,,.009,1,,.254,.188,,8,1,chrisse01
82,Ian Clark,SG,25,GSW,77,1137,.487,15.0,,.624,.236,.127,.139,.122,.376,,.556,.676,.436,.467,.547,.374,,.667,.967,,.000,0,,.294,.333,,3,0,clarkia01
83,Jordan Clarkson,SG,24,LAL,82,2397,.445,13.5,,.668,.246,.205,.109,.106,.332,,.503,.627,.445,.419,.425,.329,,.253,.778,,.020,18,,.160,.281,,1,0,clarkjo01
84,Norris Cole,PG,28,OKC,13,125,.308,14.8,,.750,.173,.154,.135,.288,.250,,.333,.333,.375,.286,.333,.231,,.231,1.000,,.000,0,,.077,1.000,,0,0,coleno01
85,Darren Collison,PG,29,SAC,68,2063,.476,14.0,,.755,.223,.150,.112,.272,.245,,.495,.597,.439,.450,.459,.417,,.360,.753,,.001,1,,.280,.571,,1,0,collida01
86,Nick Collison,PF,36,OKC,20,128,.609,5.3,,.957,.565,.304,.043,.043,.043,,.636,.769,.429,.000,1.000,.000,,.643,,,.043,1,,.000,,,0,0,collini01
87,Mike Conley,PG,29,MEM,69,2292,.460,16.2,,.585,.199,.135,.083,.167,.415,,.497,.607,.471,.405,.432,.408,,.266,.561,,.001,1,,.115,.438,,9,0,conlemi01
88,Pat Connaughton,SG,24,POR,39,316,.514,14.5,,.542,.375,.056,.014,.097,.458,,.513,.667,.250,.000,.143,.515,,.800,.941,,.056,4,,.182,.500,,0,0,connapa01
89,Quinn Cook,PG,23,TOT,14,188,.500,16.2,,.606,.167,.106,.106,.212,.394,,.550,.545,.857,.571,.429,.423,,.182,.636,,.000,0,,.154,.250,,0,0,cookqu01
89,Quinn Cook,PG,23,DAL,5,77,.440,18.9,,.440,.040,.120,.080,.160,.560,,.545,.000,1.000,.000,.750,.357,,.000,.400,,.000,0,,.214,.000,,0,0,cookqu01
89,Quinn Cook,PG,23,NOP,9,111,.537,14.6,,.707,.244,.098,.122,.244,.293,,.552,.600,.750,.800,.300,.500,,.250,.833,,.000,0,,.083,1.000,,0,0,cookqu01
90,DeMarcus Cousins,C,26,TOT,72,2465,.452,11.6,,.747,.339,.214,.054,.139,.253,,.483,.604,.408,.312,.372,.361,,.399,.893,,.056,66,,.030,.273,,6,0,couside01
90,DeMarcus Cousins,C,26,SAC,55,1891,.452,11.5,,.761,.327,.227,.058,.147,.239,,.482,.615,.406,.277,.390,.356,,.424,.884,,.059,56,,.041,.273,,4,0,couside01
90,DeMarcus Cousins,C,26,NOP,17,574,.452,12.2,,.694,.379,.166,.038,.111,.306,,.486,.571,.423,.500,.286,.375,,.302,.917,,.045,10,,.000,,,2,0,couside01
91,Robert Covington,SF,26,PHI,67,2119,.399,16.2,,.437,.288,.101,.016,.031,.563,,.484,.588,.257,.333,.348,.333,,.652,.942,,.027,14,,.080,.303,,0,0,covinro01
92,Allen Crabbe,SG,24,POR,79,2254,.468,17.7,,.533,.153,.088,.070,.224,.467,,.490,.646,.404,.467,.421,.444,,.775,.970,,.005,3,,.268,.420,,0,0,crabbal01
93,Jamal Crawford,SG,36,LAC,82,2157,.413,17.7,,.630,.093,.125,.122,.292,.370,,.443,.556,.385,.434,.433,.360,,.210,.612,,.002,2,,.171,.382,,5,2,crawfja01
94,Jordan Crawford,SG,28,NOP,19,442,.482,17.5,,.564,.106,.170,.083,.206,.436,,.553,.826,.595,.611,.356,.389,,.221,.838,,.009,2,,.116,.273,,0,0,crawfjo02
95,Jae Crowder,SF,26,BOS,72,2335,.463,17.9,,.453,.213,.039,.038,.164,.547,,.540,.739,.321,.444,.356,.398,,.761,.930,,.018,13,,.228,.478,,1,0,crowdja01
96,Dante Cunningham,PF,29,NOP,66,1649,.485,15.4,,.496,.284,.084,.028,.100,.504,,.579,.676,.467,.300,.472,.392,,.777,1.000,,.092,32,,.691,.400,,0,0,cunnida01
97,Seth Curry,PG,26,DAL,70,2029,.481,17.3,,.542,.129,.127,.088,.198,.458,,.528,.637,.584,.516,.424,.425,,.229,.745,,.000,0,,.217,.486,,1,0,curryse01
98,Stephen Curry,PG,28,GSW,79,2638,.468,18.4,,.453,.219,.069,.049,.116,.547,,.537,.642,.400,.451,.455,.411,,.413,.639,,.003,3,,.136,.449,,18,1,curryst01
99,Troy Daniels,SG,25,MEM,67,1183,.374,22.7,,.283,.044,.026,.048,.166,.717,,.336,.318,.385,.250,.354,.389,,.681,.833,,.000,0,,.135,.542,,2,0,danietr01
100,Anthony Davis,C,23,NOP,75,2708,.505,10.6,,.912,.283,.233,.168,.228,.088,,.524,.706,.454,.467,.414,.299,,.644,1.000,,.094,135,,.082,.273,,2,0,davisan02
101,Deyonta Davis,C,20,MEM,36,238,.511,5.3,,1.000,.638,.149,.021,.191,.000,,.511,.633,.571,.000,.111,,,.667,,,.255,11,,,,,0,0,davisde01
102,Ed Davis,PF,27,POR,46,789,.528,2.5,,1.000,.718,.275,.007,.000,.000,,.528,.578,.385,1.000,,,,.667,,,.176,19,,,,,0,0,davised01
103,Dewayne Dedmon,C,27,SAS,76,1330,.622,3.2,,1.000,.722,.178,.058,.042,.000,,.622,.706,.391,.400,.455,,,.702,,,.297,65,,,,,0,0,dedmode01
104,Sam Dekker,PF,22,HOU,77,1419,.473,12.6,,.564,.436,.098,.012,.023,.436,,.591,.647,.357,.400,.500,.321,,.727,.967,,.121,44,,.353,.394,,3,0,dekkesa01
105,Malcolm Delaney,PG,27,ATL,73,1248,.374,17.6,,.716,.121,.067,.070,.459,.284,,.428,.426,.269,.296,.472,.236,,.235,.885,,.005,2,,.309,.147,,2,0,delanma01
106,Matthew Dellavedova,PG,26,MIL,76,1986,.390,15.1,,.597,.150,.266,.101,.077,.403,,.404,.400,.430,.389,.366,.367,,.310,.861,,.000,0,,.144,.355,,0,0,dellama01
107,Luol Deng,SF,31,LAL,56,1486,.387,14.9,,.611,.283,.094,.083,.156,.389,,.436,.617,.350,.286,.227,.309,,.549,.922,,.031,10,,.339,.393,,3,0,denglu01
108,DeMar DeRozan,SG,27,TOR,74,2620,.467,12.6,,.920,.158,.216,.236,.310,.080,,.484,.668,.482,.493,.384,.266,,.188,.848,,.020,28,,.395,.408,,3,0,derozde01
109,Cheick Diallo,PF,20,NOP,17,199,.474,10.3,,1.000,.276,.158,.289,.263,.000,,.474,.810,.417,.318,.350,,,.667,,,.053,4,,,.000,,0,0,diallch01
110,Boris Diaw,PF,34,UTA,73,1283,.446,11.6,,.752,.373,.156,.076,.147,.248,,.512,.664,.431,.440,.250,.247,,.373,.950,,.003,1,,.259,.429,,0,0,diawbo01
111,Gorgui Dieng,PF,27,MIN,82,2653,.502,10.4,,.935,.337,.177,.135,.286,.065,,.511,.641,.436,.449,.434,.372,,.782,.938,,.079,47,,.721,.452,,3,0,dienggo01
112,Spencer Dinwiddie,PG,23,BRK,59,1334,.444,13.6,,.666,.295,.156,.132,.089,.334,,.478,.584,.362,.325,.556,.376,,.229,.579,,.023,7,,.188,.474,,1,0,dinwisp01
113,Toney Douglas,PG,30,MEM,24,394,.368,16.2,,.641,.188,.145,.111,.197,.359,,.480,.591,.529,.231,.478,.167,,.361,.429,,.000,0,,.048,.500,,2,0,douglto01
114,Goran Dragić,PG,30,MIA,73,2459,.475,12.5,,.743,.267,.187,.177,.113,.257,,.499,.610,.486,.417,.386,.405,,.204,.658,,.000,0,,.211,.426,,0,0,dragigo01
