,,,,Voting,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,-additional
Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
1,Hedo Türkoğlu,28,ORL,61.0,380.0,625,0.608,82,36.9,19.5,5.7,5.0,0.9,0.3,.456,.400,.829,9.0,.143,turkohe01
2,Rudy Gay,21,MEM,23.0,167.0,625,0.267,81,37.0,20.1,6.2,2.0,1.4,1.0,.461,.346,.785,5.0,.080,gayru01
3,LaMarcus Aldridge,22,POR,9.0,128.0,625,0.205,76,34.9,17.8,7.6,1.6,0.7,1.2,.484,.143,.762,6.2,.113,aldrila01
4,Al Jefferson,23,MIN,6.0,100.0,625,0.160,82,35.6,21.0,11.1,1.4,0.9,1.5,.500,.000,.721,7.7,.127,jeffeal01
5,Rajon Rondo,21,BOS,6.0,77.0,625,0.123,77,29.9,10.6,4.2,5.1,1.7,0.2,.492,.263,.611,7.2,.150,rondora01
6,Mike Dunleavy,27,IND,3.0,51.0,625,0.082,82,36.0,19.1,5.2,3.5,1.0,0.4,.476,.424,.834,8.5,.138,dunlemi02
7,José Calderón,26,TOR,2.0,45.0,625,0.072,82,30.3,11.2,2.9,8.3,1.1,0.1,.519,.429,.908,10.2,.197,caldejo01
8,Chris Paul,22,NOH,5.0,41.0,625,0.066,80,37.6,21.1,4.0,11.6,2.7,0.1,.488,.369,.851,17.8,.284,paulch01
9,Beno Udrih,25,SAC,1.0,17.0,625,0.027,65,32.0,12.8,3.3,4.3,0.9,0.2,.463,.387,.850,2.4,.056,udrihbe01
10,David West,27,NOH,1.0,15.0,625,0.024,76,37.8,20.6,8.9,2.3,0.8,1.3,.482,.240,.850,8.4,.140,westda01
11,Ronnie Brewer,22,UTA,1.0,12.0,625,0.019,76,27.5,12.0,2.9,1.8,1.7,0.3,.558,.220,.759,7.8,.178,brewero02
12,Andrew Bynum,20,LAL,1.0,11.0,625,0.018,35,28.8,13.1,10.2,1.7,0.3,2.1,.636,,.695,4.8,.230,bynuman01
13,Chris Kaman,25,LAC,1.0,9.0,625,0.014,56,37.2,15.7,12.7,1.9,0.6,2.8,.483,.000,.762,3.6,.083,kamanch01
14,Lou Williams,21,PHI,1.0,8.0,625,0.013,80,23.3,11.5,2.1,3.2,1.0,0.2,.424,.359,.783,4.4,.112,willilo02
15T,Andrew Bogut,23,MIL,0.0,7.0,625,0.011,78,34.9,14.3,9.8,2.6,0.8,1.7,.511,.000,.587,4.8,.085,bogutan01
15T,Monta Ellis,22,GSW,0.0,7.0,625,0.011,81,37.9,20.2,5.0,3.9,1.5,0.3,.531,.231,.767,9.0,.140,ellismo01
17,Rafer Alston,31,HOU,1.0,6.0,625,0.010,74,34.1,13.1,3.5,5.3,1.3,0.2,.394,.351,.715,5.0,.095,alstora01
18T,Andre Iguodala,24,PHI,1.0,5.0,625,0.008,82,39.5,19.9,5.4,4.8,2.1,0.6,.456,.329,.721,9.6,.143,iguodan01
18T,LeBron James,23,CLE,1.0,5.0,625,0.008,75,40.4,30.0,7.9,7.2,1.8,1.1,.484,.315,.712,15.2,.242,jamesle01
18T,Travis Outlaw,23,POR,1.0,5.0,625,0.008,82,26.7,13.3,4.6,1.3,0.7,0.8,.433,.396,.741,3.2,.071,outlatr01
21T,Brandon Bass,22,DAL,0.0,4.0,625,0.006,79,19.7,8.3,4.4,0.7,0.3,0.6,.499,.000,.822,4.3,.132,bassbr01
21T,Deron Williams,23,UTA,0.0,4.0,625,0.006,82,37.3,18.8,3.0,10.5,1.1,0.3,.507,.395,.803,11.3,.177,willide01
23T,Tyson Chandler,25,NOH,0.0,3.0,625,0.005,79,35.2,11.8,11.7,1.0,0.6,1.1,.623,.000,.593,10.0,.172,chandty01
23T,Dwight Howard,22,ORL,0.0,3.0,625,0.005,82,37.7,20.7,14.2,1.3,0.9,2.1,.599,.000,.590,12.9,.200,howardw01
23T,Linas Kleiza,23,DEN,0.0,3.0,625,0.005,79,23.9,11.1,4.2,1.2,0.6,0.2,.472,.339,.770,4.7,.119,kleizli01
23T,Jason Maxiell,24,DET,0.0,3.0,625,0.005,82,21.6,7.9,5.3,0.6,0.3,1.1,.538,.000,.633,6.3,.171,maxieja01
23T,Shaquille O'Neal,35,TOT,0.0,3.0,625,0.005,61,28.7,13.6,9.1,1.5,0.5,1.4,.593,,.503,2.8,.078,onealsh01
28T,Danny Granger,24,IND,0.0,2.0,625,0.003,80,36.0,19.6,6.1,2.1,1.2,1.1,.446,.404,.852,7.3,.122,grangda01
28T,Brandon Roy,23,POR,0.0,2.0,625,0.003,74,37.7,19.1,4.7,5.8,1.1,0.2,.454,.340,.753,8.0,.138,roybr01
30T,Roger Mason,27,WAS,0.0,1.0,625,0.002,80,21.4,9.1,1.6,1.7,0.5,0.2,.443,.398,.873,3.4,.096,masonro01
30T,J.R. Smith,22,DEN,0.0,1.0,625,0.002,74,19.2,12.3,2.1,1.7,0.8,0.2,.461,.403,.719,3.7,.126,smithjr01
